label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seeds,seedbase,cagr_med,cagr_min,cagr_max,maxdd_med,maxdd_worst,calmar_med,calmar_min,cagr_med,maxdd_med,calmar_med,sharpe_med,trades_med,trades_per_yr_med,win_rate_med,avg_win_med,avg_loss_med,expectancy_med,max_loss_streak_med,invested_pct_med,w1_cagr_med,w1_dd_med,w2_cagr_med,w2_dd_med,w3_cagr_med,w3_dd_med,days_signal_med,days_bind_med,days_full_med,turned_away_med,cash_refused_med,entries_taken_med,swaps_med,swap_attempts_med,swaps_per_yr_med,trims_med,trims_per_yr_med,trim_notional_med,partial_fills_med,tax_paid_med,tax_st_med,tax_lt_med,turnover_x_med,pos_rs_med_med,cap_pct_med_med,cap_pct_p95_med,cap_over1pct_med,profit_total_med,top10_share_med,top10_share_all_med,mult_all_med,mult_drop10_med,topups_med,topups_per_yr_med,topup_notional_med,spills_med,topup_refused_med,elig_days_med,elig_total_med,elig_ge1_med,elig_ge2_med,elig_ge3_med,elig_max_med,elig_ge2_pct_med,elig_mean_med,max_pos_w_med,med_seed,secs
F_split2_k1,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,30,7000,21.555,20.63,22.18,-38.25,-38.65,0.562,0.539,21.555,-38.25,0.562,1.17,675.5,31.15,46.5,32.255,-10.65,9.298,15.0,72.49,19.82,-32.42,23.295,-38.25,13.645,-29.695,1880.0,260.5,2.0,488.5,2453.0,675.5,71.0,1397.5,3.27,0.0,0.0,0.0,0.0,9099620.5,7871506.5,1160853.0,2.742,595104.0,0.469,6.653,36.4,75364543.5,54.05,54.05,3159829988245504.0,110660894720.0,142.0,6.55,108110783.0,0.0,26.0,1397.5,116.5,97.0,14.0,3.0,4.0,1.0,0.084,53.115,7013,5.3
F_anyeve_k1,B_TRIGGER,16,0.0625,random,0.052,25.0,unreal,10.0,1,rs,0.0,month,0.0,0,0,0.92,topup,any,none,rs,1,0.0,30,7000,21.0,20.24,22.34,-35.57,-42.68,0.587,0.474,21.0,-35.57,0.587,1.088,672.5,31.0,42.6,29.465,-9.85,6.934,12.0,72.45,19.42,-31.11,22.6,-35.57,16.775,-32.13,1880.0,167.0,1.0,336.5,2609.5,672.5,172.5,5066.0,7.955,0.0,0.0,0.0,0.0,8274795.0,7087400.0,1187395.0,3.003,718118.0,0.55,6.653,37.6,67585035.0,61.7,61.7,76910788608.0,5943306.5,172.5,7.955,183002745.0,0.0,94.0,1401.5,70.0,63.0,7.0,0.0,2.0,0.5,0.05,53.57,7007,7.1
F_split2_k2,B_SPLIT,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,signal,none,rs,2,0.0,30,7000,21.365,20.23,22.13,-38.79,-39.17,0.548,0.517,21.365,-38.79,0.548,1.158,675.0,31.1,46.55,32.215,-10.645,9.184,15.0,72.45,19.82,-32.42,22.92,-38.79,13.14,-30.22,1880.0,264.0,2.0,489.0,2455.5,675.0,72.0,1463.0,3.32,0.0,0.0,0.0,0.0,8954937.5,7749393.0,1153487.0,2.758,590902.5,0.469,6.658,36.25,72645762.5,52.65,52.65,2417885662150656.0,90515197952.0,144.0,6.64,104766616.0,0.0,26.0,1397.0,108.0,92.0,13.0,2.0,3.0,0.93,0.078,51.66,7004,5.4
F_anyeve_k2,B_TRIGGER,16,0.0625,random,0.052,25.0,unreal,10.0,2,rs,0.0,month,0.0,0,0,0.92,topup,any,none,rs,1,0.0,30,7000,20.855,20.08,22.23,-42.09,-69.48,0.491,0.303,20.855,-42.09,0.491,1.075,684.0,31.5,41.2,29.28,-9.81,6.289,16.0,72.305,19.51,-31.12,22.2,-42.09,12.105,-37.55,1880.0,167.5,0.0,325.0,2615.0,684.0,181.5,5228.5,8.37,0.0,0.0,0.0,0.0,8026831.5,6805846.0,1104373.5,3.117,730513.0,0.561,6.592,37.8,65800294.0,69.85,69.85,3689691008.0,415981.407,181.5,8.37,197242925.5,0.0,94.0,1397.5,65.0,59.0,6.0,0.0,2.0,0.43,0.047,60.69,7019,7.1
