label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,w3_cagr,w3_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10,topups,topups_per_yr,topup_notional,spills,topup_refused,elig_days,elig_total,elig_ge1,elig_ge2,elig_ge3,elig_max,elig_ge2_pct,elig_mean,max_pos_w
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7001,24.16,-34.65,0.697,1.226,703,32.4,36.6,35.35,-8.54,7.504,16,73.02,20.28,-34.57,28.22,-34.65,24.99,-23.2,1880,114,0,281,2680,703,291,7889,13.42,0,0.0,0.0,0,1.3292e+07,1.1401938e+07,1.890062e+06,3.313,892003.0,0.666,10.135,42.4,118696427.0,62.2,62.2,658198298624.0,9062433.0,246,11.34,310641975.0,0,14,1408,45,45,0,0,1,0.0,0.032,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7002,24.28,-34.65,0.701,1.229,702,32.4,36.5,35.59,-8.53,7.557,16,72.98,20.28,-34.57,28.46,-34.65,24.36,-21.71,1880,110,0,262,2701,702,290,7888,13.37,0,0.0,0.0,0,1.3589377e+07,1.1699315e+07,1.890062e+06,3.264,890744.0,0.672,10.483,42.5,121131134.0,61.7,61.7,784546398208.0,10802051.0,244,11.25,296949823.0,0,14,1410,46,46,0,0,1,0.0,0.033,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7003,24.21,-34.65,0.699,1.226,703,32.4,36.4,35.65,-8.53,7.559,16,73.01,20.28,-34.57,28.31,-34.65,24.69,-22.64,1880,110,0,261,2700,703,291,7889,13.42,0,0.0,0.0,0,1.3401754e+07,1.1511692e+07,1.890062e+06,3.309,892003.0,0.678,10.461,42.5,119595611.0,62.0,62.0,848439607296.0,11681773.0,246,11.34,310327544.0,0,14,1408,45,45,0,0,1,0.0,0.032,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7004,23.82,-34.65,0.687,1.212,704,32.5,36.5,35.43,-8.5,7.536,16,72.99,20.28,-34.57,27.49,-34.65,18.9,-20.7,1880,110,0,265,2697,704,290,7888,13.37,0,0.0,0.0,0,1.3556534e+07,1.1666472e+07,1.890062e+06,3.324,893112.0,0.678,10.25,42.6,112483308.0,57.0,57.0,909760069632.0,12526074.0,243,11.21,305571116.0,0,14,1410,47,47,0,0,1,0.0,0.033,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7005,24.11,-34.65,0.696,1.223,703,32.4,36.3,35.6,-8.53,7.479,16,73.03,20.28,-34.57,28.11,-34.65,25.11,-23.92,1880,110,0,261,2700,703,292,7889,13.46,0,0.0,0.0,0,1.3150088e+07,1.1260026e+07,1.890062e+06,3.32,892003.0,0.666,10.13,42.4,117537682.0,62.5,62.5,547354148864.0,7536261.0,247,11.39,313097090.0,0,14,1408,45,45,0,0,1,0.0,0.032,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7006,24.26,-34.65,0.7,1.227,703,32.4,36.7,35.24,-8.54,7.529,16,73.04,20.28,-34.57,28.42,-34.65,25.43,-21.93,1880,111,0,273,2691,703,293,7885,13.51,0,0.0,0.0,0,1.3365908e+07,1.1475846e+07,1.890062e+06,3.307,892003.0,0.679,10.486,42.7,120578813.0,61.8,61.8,794172719104.0,10934593.0,245,11.3,309344029.0,0,14,1411,48,48,0,0,1,0.0,0.034,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7007,24.33,-34.65,0.702,1.231,702,32.4,36.5,35.72,-8.52,7.616,16,73.01,20.28,-34.57,28.57,-34.65,25.39,-21.89,1880,110,0,263,2701,702,291,7886,13.42,0,0.0,0.0,0,1.3561482e+07,1.167142e+07,1.890062e+06,3.289,890744.0,0.678,10.395,42.6,122192355.0,61.5,61.5,1142714793984.0,15733509.0,244,11.25,306572310.0,0,14,1410,47,47,0,0,1,0.0,0.033,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7008,24.4,-34.65,0.704,1.235,703,32.4,36.7,35.47,-8.52,7.622,16,73.01,20.28,-34.57,28.71,-34.65,24.27,-22.24,1880,110,0,262,2700,703,290,7889,13.37,0,0.0,0.0,0,1.3930318e+07,1.2040256e+07,1.890062e+06,3.289,892003.0,0.678,10.489,42.5,123875507.0,61.1,61.1,1303622713344.0,17948972.0,244,11.25,302954241.0,0,14,1409,46,46,0,0,1,0.0,0.033,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7009,24.45,-34.65,0.706,1.236,703,32.4,36.8,35.3,-8.53,7.615,16,73.03,20.28,-34.57,28.83,-34.65,23.65,-22.77,1880,114,0,282,2680,703,290,7887,13.37,0,0.0,0.0,0,1.4084986e+07,1.2194924e+07,1.890062e+06,3.29,892003.0,0.666,10.46,42.4,125120405.0,60.9,60.9,1370751762432.0,18873236.0,244,11.25,304168778.0,0,14,1409,46,46,0,0,1,0.0,0.033,44.82
P_cush_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,cushion,1,3.0,7010,24.05,-34.65,0.694,1.224,706,32.6,36.8,35.47,-8.52,7.677,16,72.97,20.28,-34.57,27.98,-34.65,21.77,-21.34,1880,114,0,270,2690,706,290,7882,13.37,0,0.0,0.0,0,1.3556534e+07,1.1666472e+07,1.890062e+06,3.334,894750.0,0.686,10.237,42.8,116715294.0,55.3,55.3,2084910268416.0,28706164.0,243,11.21,301880038.0,0,14,1410,47,47,0,0,1,0.0,0.033,44.82
