label,axis,slots,slot_pct,select,idle,cost_bps,rot_score,rot_margin,rot_max_per_day,rot_entrant,trim_mult,trim_when,min_fill_frac,rot_sell_only,hard_stop,hard_stop_pct,rot_dest,rot_trigger,rot_spill,topup_rank,topup_split,topup_cap,seed,cagr,maxdd,calmar,sharpe,trades,trades_per_yr,win_rate,avg_win,avg_loss,expectancy,max_loss_streak,invested_pct,w1_cagr,w1_dd,w2_cagr,w2_dd,w3_cagr,w3_dd,days_signal,days_bind,days_full,turned_away,cash_refused,entries_taken,swaps,swap_attempts,swaps_per_yr,trims,trims_per_yr,trim_notional,partial_fills,tax_paid,tax_st,tax_lt,turnover_x,pos_rs_med,cap_pct_med,cap_pct_p95,cap_over1pct,profit_total,top10_share,top10_share_all,mult_all,mult_drop10,topups,topups_per_yr,topup_notional,spills,topup_refused,elig_days,elig_total,elig_ge1,elig_ge2,elig_ge3,elig_max,elig_ge2_pct,elig_mean,max_pos_w
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7001,23.97,-37.15,0.645,1.246,733,33.8,36.3,32.84,-8.63,6.418,13,73.17,22.37,-31.49,25.57,-37.15,3.34,-33.96,1880,113,0,235,2712,733,296,7834,13.65,0,0.0,0.0,0,1.6328938e+07,1.5062386e+07,1.266552e+06,3.509,962310.0,0.778,11.53,44.9,118004184.0,66.6,66.6,34372771840.0,1482946.875,235,10.84,350081206.0,0,60,1407,66,61,5,0,2,0.36,0.047,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7002,24.23,-37.15,0.652,1.256,732,33.8,36.3,32.95,-8.64,6.474,31,73.09,22.37,-31.49,26.09,-37.15,6.52,-30.21,1880,112,0,233,2712,732,292,7837,13.46,0,0.0,0.0,0,1.6446485e+07,1.5179933e+07,1.266552e+06,3.482,962103.0,0.776,11.317,45.2,122814980.0,65.5,65.5,45325234176.0,1942610.75,234,10.79,342073964.0,0,58,1405,63,58,5,0,2,0.36,0.045,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7003,25.06,-37.15,0.675,1.292,728,33.6,36.3,33.62,-8.61,6.705,13,73.14,22.37,-31.49,27.81,-37.15,15.56,-32.06,1880,113,0,238,2712,728,292,7840,13.46,0,0.0,0.0,0,1.6328938e+07,1.5062386e+07,1.266552e+06,3.408,947838.0,0.758,11.492,44.8,139975047.0,68.3,68.3,80425000960.0,2351800.5,233,10.74,336387116.0,0,59,1408,64,59,5,0,2,0.36,0.045,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7004,24.0,-37.15,0.646,1.247,743,34.3,36.3,32.71,-8.59,6.418,13,72.81,22.37,-31.49,25.63,-37.15,11.78,-31.97,1880,120,0,254,2683,743,298,7822,13.74,0,0.0,0.0,0,1.6127952e+07,1.48614e+07,1.266552e+06,3.555,983922.0,0.798,11.258,45.5,118121372.0,58.3,58.3,64268374016.0,3056741.25,237,10.93,319696917.0,0,57,1397,65,61,4,0,2,0.29,0.047,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7005,24.1,-37.15,0.649,1.253,731,33.7,36.3,32.94,-8.65,6.431,13,73.16,22.37,-31.49,25.84,-37.15,4.73,-32.05,1880,114,0,243,2703,731,291,7837,13.42,0,0.0,0.0,0,1.6328938e+07,1.5062386e+07,1.266552e+06,3.441,961896.0,0.773,11.486,45.0,120425994.0,66.2,66.2,32496154624.0,1401984.375,233,10.74,328776242.0,0,60,1406,63,58,5,0,2,0.36,0.045,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7006,24.66,-37.15,0.664,1.272,727,33.5,36.3,33.0,-8.61,6.502,29,73.04,22.37,-31.49,26.99,-37.15,11.23,-28.01,1880,112,0,234,2715,727,291,7842,13.42,0,0.0,0.0,0,1.6605034e+07,1.5338482e+07,1.266552e+06,3.427,942561.0,0.778,11.331,45.4,131590054.0,67.7,67.7,46269329408.0,2003208.0,234,10.79,345545708.0,0,60,1408,62,57,5,0,2,0.36,0.044,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7007,25.03,-37.15,0.674,1.288,729,33.6,36.6,33.21,-8.61,6.706,19,73.07,22.37,-31.49,27.74,-37.15,15.75,-22.8,1880,113,0,234,2716,729,291,7835,13.42,0,0.0,0.0,0,1.6810972e+07,1.5076596e+07,1.734376e+06,3.447,953114.0,0.793,11.63,45.1,139601154.0,61.4,61.4,140120408064.0,5746000.5,231,10.65,350751934.0,0,57,1405,65,60,5,0,2,0.36,0.046,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7008,24.17,-37.15,0.651,1.252,734,33.8,36.2,32.89,-8.63,6.416,31,73.1,22.37,-31.49,25.98,-37.15,6.0,-30.37,1880,112,0,233,2712,734,296,7830,13.65,0,0.0,0.0,0,1.6343148e+07,1.5076596e+07,1.266552e+06,3.531,964912.0,0.798,11.529,45.8,121601477.0,65.9,65.9,33175838720.0,1407090.625,236,10.88,355835607.0,0,58,1404,65,60,5,0,2,0.36,0.046,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7009,24.98,-37.15,0.672,1.285,729,33.6,36.5,33.28,-8.6,6.677,19,73.09,22.37,-31.49,27.64,-37.15,16.07,-22.48,1880,113,0,234,2715,729,291,7838,13.42,0,0.0,0.0,0,1.6729734e+07,1.4999238e+07,1.730497e+06,3.427,953114.0,0.773,11.531,44.9,138473464.0,61.7,61.7,116223352832.0,4798089.5,232,10.7,340825300.0,0,57,1406,64,59,5,0,2,0.36,0.046,40.99
P_els_m075,C_PLATEAU,16,0.0625,random,0.052,25.0,unreal,7.5,1,rs,0.0,month,0.0,0,0,0.92,entrant,any,topup,rs,1,3.0,7010,25.06,-37.15,0.675,1.292,728,33.6,36.3,33.62,-8.61,6.705,13,73.14,22.37,-31.49,27.81,-37.15,15.56,-32.06,1880,113,0,238,2712,728,292,7840,13.46,0,0.0,0.0,0,1.6328938e+07,1.5062386e+07,1.266552e+06,3.408,947838.0,0.758,11.492,44.8,139975047.0,68.3,68.3,80425000960.0,2351800.5,233,10.74,336387116.0,0,59,1408,64,59,5,0,2,0.36,0.045,40.99
