variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
B1_no_vol,ADANIPOWER,2018-10-30,2018-11-21,8.40,9.30,11904,22,DONCH_10_LOW,10713.60,10502.90
B1_no_vol,BALRAMCHIN,2018-10-30,2018-11-26,108.80,105.05,919,27,DONCH_10_LOW,-3446.25,-3642.78
B1_no_vol,VINATIORGA,2018-11-01,2018-11-26,778.40,732.80,128,25,DONCH_10_LOW,-5836.80,-6030.23
B1_no_vol,DIVISLAB,2018-10-30,2018-11-28,1444.25,1484.35,69,29,DONCH_10_LOW,2766.90,2564.83
B1_no_vol,PFC,2018-10-30,2018-11-28,73.85,78.30,1354,29,DONCH_10_LOW,6025.30,5819.29
B1_no_vol,RECLTD,2018-11-12,2018-11-28,93.65,86.16,1067,16,INITIAL_STOP,-7993.96,-8185.82
B1_no_vol,PIIND,2018-11-12,2018-11-28,849.95,815.00,117,16,DONCH_10_LOW,-4089.15,-4283.95
B1_no_vol,CGCL,2018-11-22,2018-11-29,31.90,29.35,3167,7,INITIAL_STOP,-8082.18,-8276.16
B1_no_vol,UPL,2018-11-12,2018-12-03,473.25,477.70,211,21,DONCH_10_LOW,938.95,738.30
B1_no_vol,ICICIBANK,2018-10-30,2018-12-05,347.45,350.70,287,36,DONCH_10_LOW,932.75,732.38
B1_no_vol,ADANIPOWER,2018-11-29,2018-12-06,11.00,10.12,9061,7,INITIAL_STOP,-7973.68,-8165.05
B1_no_vol,APOLLOHOSP,2018-12-04,2018-12-06,1288.00,1195.75,76,2,INITIAL_STOP,-7011.14,-7199.90
B1_no_vol,SRF,2018-11-30,2018-12-10,432.05,410.60,228,10,DONCH_10_LOW,-4890.60,-5082.72
B1_no_vol,HDFCBANK,2018-11-29,2018-12-11,525.20,510.20,189,12,DONCH_10_LOW,-2835.00,-3030.69
B1_no_vol,FORTIS,2018-12-11,2018-12-14,149.50,144.21,648,3,INITIAL_STOP,-3428.79,-3619.11
B1_no_vol,HINDUNILVR,2018-11-27,2018-12-26,1738.90,1770.10,57,29,DONCH_10_LOW,1778.40,1578.39
B1_no_vol,HAVELLS,2018-11-30,2018-12-26,693.85,660.00,142,26,DONCH_10_LOW,-4806.70,-4998.95
B1_no_vol,VINATIORGA,2018-12-17,2018-12-26,845.00,777.67,113,9,INITIAL_STOP,-7608.80,-7792.16
B1_no_vol,BRIGADE,2018-12-27,2018-12-31,158.05,145.41,602,4,INITIAL_STOP,-7611.69,-7794.37
B1_no_vol,INDHOTEL,2018-12-06,2019-01-02,141.30,132.24,700,27,INITIAL_STOP,-6344.98,-6536.46
B1_no_vol,COLPAL,2018-11-27,2019-01-03,1198.00,1293.00,83,37,DONCH_10_LOW,7885.00,7678.25
B1_no_vol,TIINDIA,2018-12-07,2019-01-10,315.00,326.85,309,34,DONCH_10_LOW,3661.65,3463.32
B1_no_vol,KOTAKBANK,2018-12-10,2019-01-10,1244.10,1225.95,78,31,DONCH_10_LOW,-1415.70,-1608.36
B1_no_vol,DMART,2018-12-12,2019-01-14,1550.00,1467.12,62,33,INITIAL_STOP,-5138.27,-5325.34
B1_no_vol,ASTRAL,2018-12-28,2019-01-14,510.55,507.05,186,17,DONCH_10_LOW,-651.00,-840.27
B1_no_vol,ADANIPORTS,2018-12-28,2019-01-14,384.95,373.30,247,17,DONCH_10_LOW,-2877.55,-3064.84
B1_no_vol,LINDEINDIA,2018-11-05,2019-01-18,472.90,675.00,211,74,DONCH_10_LOW,42643.10,42400.89
B1_no_vol,TCIEXP,2019-01-03,2019-01-21,649.80,621.11,144,18,INITIAL_STOP,-4130.73,-4313.74
B1_no_vol,PRAJIND,2019-01-04,2019-01-25,123.40,130.50,765,21,DONCH_10_LOW,5431.50,5237.27
B1_no_vol,KRBL,2019-01-21,2019-01-25,377.00,346.84,259,4,INITIAL_STOP,-7811.44,-7998.91
B1_no_vol,KARURVYSYA,2019-01-01,2019-01-28,73.75,75.15,1279,27,DONCH_10_LOW,1790.60,1600.16
B1_no_vol,CHAMBLFERT,2019-01-11,2019-01-28,164.20,159.30,576,17,DONCH_10_LOW,-2822.40,-3008.74
B1_no_vol,KTKBANK,2019-01-15,2019-01-28,105.37,101.82,889,13,DONCH_10_LOW,-3155.95,-3340.14
B1_no_vol,GHCL,2019-01-15,2019-01-28,256.95,241.69,364,13,INITIAL_STOP,-5553.24,-5734.75
B1_no_vol,UBL,2019-01-22,2019-01-28,1478.90,1408.17,65,6,INITIAL_STOP,-4597.73,-4785.38
B1_no_vol,STAR,2019-01-15,2019-01-29,464.20,433.23,201,14,INITIAL_STOP,-6225.78,-6406.17
B1_no_vol,CHAMBLFERT,2019-02-01,2019-02-04,179.50,167.08,529,3,INITIAL_STOP,-6570.23,-6753.57
B1_no_vol,DRREDDY,2019-02-04,2019-02-11,561.60,535.92,169,7,INITIAL_STOP,-4340.52,-4526.00
B1_no_vol,IGL,2019-02-05,2019-02-11,148.00,138.87,638,6,INITIAL_STOP,-5823.50,-6006.53
B1_no_vol,AARTIIND,2019-01-11,2019-02-12,387.45,369.98,244,32,INITIAL_STOP,-4262.71,-4447.53
B1_no_vol,MGL,2019-01-30,2019-02-12,928.95,891.84,102,13,INITIAL_STOP,-3784.78,-3970.50
B1_no_vol,HAVELLS,2019-02-04,2019-02-13,740.00,700.87,128,9,INITIAL_STOP,-5008.69,-5193.12
B1_no_vol,AXISBANK,2019-01-31,2019-02-15,697.25,692.60,136,15,DONCH_10_LOW,-632.40,-821.42
B1_no_vol,PFIZER,2019-01-31,2019-02-15,3000.05,2872.05,31,15,DONCH_10_LOW,-3968.00,-4150.04
B1_no_vol,HCLTECH,2019-02-12,2019-02-18,538.00,520.15,173,6,DONCH_10_LOW,-3088.05,-3271.11
B1_no_vol,WIPRO,2019-01-31,2019-02-19,134.90,134.80,705,19,DONCH_10_LOW,-70.50,-260.64
B1_no_vol,TITAN,2019-02-01,2019-02-26,1003.00,1016.80,94,25,DONCH_10_LOW,1297.20,1107.34
B1_no_vol,ENDURANCE,2019-02-20,2019-02-26,1332.00,1226.44,68,6,INITIAL_STOP,-7177.85,-7351.82
B1_no_vol,TTKPRESTIG,2018-11-29,2019-02-27,600.80,635.00,165,90,DONCH_10_LOW,5643.00,5439.09
B1_no_vol,NAM-INDIA,2019-02-25,2019-02-27,199.85,183.86,456,2,INITIAL_STOP,-7290.53,-7465.50
B1_no_vol,PFC,2019-02-22,2019-03-08,88.00,86.20,1036,14,DONCH_10_LOW,-1864.80,-2045.27
B1_no_vol,BALRAMCHIN,2019-02-15,2019-03-19,119.20,130.30,772,32,DONCH_10_LOW,8569.20,8376.59
B1_no_vol,SYMPHONY,2019-02-27,2019-03-19,1284.75,1288.00,70,20,DONCH_10_LOW,227.50,47.41
B1_no_vol,DBL,2019-03-20,2019-03-22,703.70,647.40,129,2,INITIAL_STOP,-7262.18,-7436.48
B1_no_vol,BATAINDIA,2019-02-14,2019-03-25,1270.00,1324.65,72,39,DONCH_10_LOW,3934.80,3747.99
B1_no_vol,RAMCOCEM,2019-02-28,2019-03-25,680.00,700.55,132,25,DONCH_10_LOW,2712.60,2530.37
B1_no_vol,GRANULES,2019-03-11,2019-03-26,111.00,109.35,812,15,DONCH_10_LOW,-1339.80,-1518.72
B1_no_vol,JUSTDIAL,2019-02-22,2019-04-02,515.90,595.00,176,39,DONCH_10_LOW,13921.60,13726.08
B1_no_vol,SUNDARMFIN,2019-02-27,2019-04-02,1561.00,1531.75,58,34,DONCH_10_LOW,-1696.50,-1875.88
B1_no_vol,ASTRAZEN,2019-02-28,2019-04-03,1952.00,1930.00,46,34,DONCH_10_LOW,-1012.00,-1190.57
B1_no_vol,MANAPPURAM,2019-02-15,2019-04-08,107.00,117.65,860,52,DONCH_10_LOW,9159.00,8965.80
B1_no_vol,BEL,2019-04-03,2019-04-08,34.00,31.55,2703,5,INITIAL_STOP,-6614.29,-6791.48
B1_no_vol,PIIND,2019-02-13,2019-04-09,880.50,1005.10,105,55,DONCH_10_LOW,13083.00,12885.01
B1_no_vol,JUBLFOOD,2019-03-26,2019-04-09,292.20,282.60,311,14,DONCH_10_LOW,-2985.60,-3164.36
B1_no_vol,NAVINFLUOR,2019-04-03,2019-04-10,759.45,714.08,121,7,INITIAL_STOP,-5489.74,-5668.03
B1_no_vol,PNB,2019-03-20,2019-04-18,88.44,89.02,1028,29,DONCH_10_LOW,596.24,413.81
B1_no_vol,PIDILITIND,2019-03-27,2019-04-18,615.00,626.30,147,22,DONCH_10_LOW,1661.10,1478.63
B1_no_vol,RECLTD,2019-03-26,2019-04-22,117.00,111.85,776,27,DONCH_10_LOW,-3996.40,-4173.99
B1_no_vol,ORIENTCEM,2019-04-09,2019-04-22,98.00,90.16,938,13,INITIAL_STOP,-7353.92,-7530.41
B1_no_vol,COCHINSHIP,2019-04-10,2019-04-22,201.50,193.00,461,12,DONCH_10_LOW,-3918.50,-4100.36
B1_no_vol,GODREJPROP,2019-03-25,2019-04-23,841.00,885.50,107,29,DONCH_10_LOW,4761.50,4576.76
B1_no_vol,IGL,2019-04-09,2019-04-24,158.00,152.60,582,15,DONCH_10_LOW,-3142.80,-3323.57
B1_no_vol,TATAMOTORS,2019-04-11,2019-04-30,216.60,213.30,426,19,DONCH_10_LOW,-1405.80,-1588.94
B1_no_vol,ADANIGREEN,2019-04-22,2019-04-30,44.40,40.85,2085,8,INITIAL_STOP,-7405.92,-7583.66
