variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
D4_donch_20,VINATIORGA,2018-11-01,2018-11-27,778.40,716.13,128,26,INITIAL_STOP,-7970.82,-8162.12
D4_donch_20,DIVISLAB,2018-10-30,2018-11-30,1444.25,1436.50,69,31,DONCH_20_LOW,-534.75,-733.52
D4_donch_20,MAHABANK,2018-11-20,2018-12-05,14.00,12.90,7142,15,DONCH_20_LOW,-7856.20,-8048.32
D4_donch_20,ICICIBANK,2018-10-30,2018-12-06,347.45,347.65,287,37,DONCH_20_LOW,57.40,-142.09
D4_donch_20,BRITANNIA,2018-12-03,2018-12-06,3175.00,3010.14,31,3,INITIAL_STOP,-5110.73,-5302.47
D4_donch_20,AARTIIND,2018-11-15,2018-12-11,359.95,341.25,277,26,DONCH_20_LOW,-5179.90,-5374.13
D4_donch_20,APOLLOHOSP,2018-11-16,2018-12-11,1250.65,1153.41,79,25,INITIAL_STOP,-7681.91,-7871.83
D4_donch_20,GESHIP,2018-12-17,2018-12-24,344.75,319.72,279,7,INITIAL_STOP,-6984.29,-7169.68
D4_donch_20,VINATIORGA,2018-12-17,2018-12-26,845.00,777.67,114,9,INITIAL_STOP,-7676.14,-7861.12
D4_donch_20,HEIDELBERG,2018-12-17,2018-12-26,153.45,143.29,628,9,INITIAL_STOP,-6379.82,-6566.17
D4_donch_20,BRIGADE,2018-12-27,2018-12-31,158.05,145.41,596,4,INITIAL_STOP,-7535.82,-7716.68
D4_donch_20,VGUARD,2018-12-26,2019-01-03,233.45,220.04,410,8,INITIAL_STOP,-5498.79,-5684.72
D4_donch_20,EIHOTEL,2018-11-28,2019-01-11,188.30,183.20,526,44,DONCH_20_LOW,-2682.60,-2878.01
D4_donch_20,KOTAKBANK,2018-12-10,2019-01-14,1244.10,1207.05,78,35,DONCH_20_LOW,-2889.90,-3081.09
D4_donch_20,LINDEINDIA,2018-11-05,2019-01-18,472.90,670.10,211,74,DONCH_20_LOW,41609.20,41368.03
D4_donch_20,HFCL,2019-01-14,2019-01-21,24.35,22.40,3804,7,INITIAL_STOP,-7410.19,-7588.04
D4_donch_20,ASTRAL,2018-12-28,2019-01-22,510.55,477.75,184,25,INITIAL_STOP,-6035.91,-6217.76
D4_donch_20,ADANIPOWER,2018-10-30,2019-01-25,8.40,9.75,11904,87,DONCH_20_LOW,16070.40,15854.34
D4_donch_20,COLPAL,2018-11-28,2019-01-25,1239.80,1291.05,79,58,DONCH_20_LOW,4048.75,3848.81
D4_donch_20,KRBL,2019-01-21,2019-01-25,377.00,346.84,255,4,INITIAL_STOP,-7690.80,-7875.38
D4_donch_20,TIINDIA,2018-12-10,2019-01-28,334.00,322.00,292,49,DONCH_20_LOW,-3504.00,-3695.55
D4_donch_20,PRAJIND,2019-01-04,2019-01-28,123.40,113.75,753,24,INITIAL_STOP,-7268.16,-7446.73
D4_donch_20,GHCL,2019-01-22,2019-01-28,264.70,247.81,361,6,INITIAL_STOP,-6096.84,-6281.86
D4_donch_20,KAJARIACER,2019-01-23,2019-01-28,549.60,524.01,173,5,INITIAL_STOP,-4427.18,-4612.92
D4_donch_20,STAR,2019-01-15,2019-01-29,464.20,433.23,198,14,INITIAL_STOP,-6132.86,-6310.55
D4_donch_20,KARURVYSYA,2019-01-01,2019-01-30,73.75,72.90,1267,29,DONCH_20_LOW,-1076.95,-1262.76
D4_donch_20,IGL,2019-02-05,2019-02-11,148.00,138.87,630,6,INITIAL_STOP,-5750.48,-5931.21
D4_donch_20,MGL,2019-01-30,2019-02-12,928.95,891.84,100,13,INITIAL_STOP,-3710.57,-3892.65
D4_donch_20,AARTIIND,2019-01-31,2019-02-12,402.10,381.54,232,12,INITIAL_STOP,-4771.01,-4952.82
D4_donch_20,DIVISLAB,2019-02-05,2019-02-15,1615.80,1540.13,57,10,INITIAL_STOP,-4313.47,-4493.36
D4_donch_20,ENDURANCE,2019-02-20,2019-02-26,1332.00,1226.44,68,6,INITIAL_STOP,-7177.85,-7351.82
D4_donch_20,TECHM,2019-02-07,2019-03-14,767.00,735.80,121,35,DONCH_20_LOW,-3775.20,-3957.04
D4_donch_20,PIIND,2019-02-13,2019-04-15,880.50,995.05,104,61,DONCH_20_LOW,11913.20,11718.14
D4_donch_20,PFIZER,2019-01-31,2019-04-23,3000.05,3135.00,31,82,DONCH_20_LOW,4183.45,3993.26
D4_donch_20,AXISBANK,2019-01-31,2019-04-24,697.25,741.15,133,83,DONCH_20_LOW,5838.70,5647.39
D4_donch_20,TTKPRESTIG,2018-11-29,2019-05-03,600.80,672.10,165,155,DONCH_20_LOW,11764.50,11554.47
D4_donch_20,MAHABANK,2019-04-25,2019-05-03,18.00,16.56,5133,8,INITIAL_STOP,-7391.52,-7568.92
D4_donch_20,TITAN,2019-02-05,2019-05-06,1026.95,1083.50,90,90,DONCH_20_LOW,5089.50,4899.56
D4_donch_20,BATAINDIA,2019-02-14,2019-05-07,1270.00,1367.05,72,82,DONCH_20_LOW,6987.60,6797.73
D4_donch_20,APLAPOLLO,2019-04-24,2019-05-07,160.40,149.46,572,13,INITIAL_STOP,-6258.38,-6435.61
D4_donch_20,SYMPHONY,2019-02-27,2019-05-08,1284.75,1341.80,70,70,DONCH_20_LOW,3993.50,3809.64
D4_donch_20,ECLERX,2019-03-15,2019-05-08,772.65,743.45,116,54,DONCH_20_LOW,-3387.20,-3563.07
D4_donch_20,DEEPAKNTR,2019-05-07,2019-05-09,289.00,268.32,322,2,INITIAL_STOP,-6660.20,-6839.66
D4_donch_20,SIS,2019-05-07,2019-05-10,451.30,416.08,206,3,INITIAL_STOP,-7255.96,-7434.64
D4_donch_20,DCMSHRIRAM,2019-05-13,2019-05-14,510.60,469.75,180,1,INITIAL_STOP,-7352.64,-7529.10
D4_donch_20,TCS,2019-04-16,2019-05-20,2120.00,2072.35,43,34,DONCH_20_LOW,-2048.95,-2229.22
D4_donch_20,DCMSHRIRAM,2019-05-16,2019-06-14,525.00,505.00,173,29,DONCH_20_LOW,-3460.00,-3638.19
D4_donch_20,UPL,2019-02-07,2019-06-19,514.95,628.95,181,132,DONCH_20_LOW,20634.00,20426.95
D4_donch_20,BALRAMCHIN,2019-02-15,2019-06-19,119.20,145.40,770,124,DONCH_20_LOW,20174.00,19970.26
D4_donch_20,RITES,2019-06-17,2019-06-19,118.75,110.79,762,2,INITIAL_STOP,-6061.83,-6236.74
D4_donch_20,BLUESTARCO,2019-05-08,2019-06-24,369.90,376.00,252,47,DONCH_20_LOW,1537.20,1349.23
D4_donch_20,SOLARINDS,2019-05-17,2019-06-25,1124.00,1120.00,81,39,DONCH_20_LOW,-324.00,-505.76
D4_donch_20,ICICIGI,2019-05-21,2019-06-25,1150.00,1092.65,79,35,DONCH_20_LOW,-4530.65,-4707.82
D4_donch_20,ATUL,2019-05-16,2019-07-08,3740.00,3909.95,24,53,DONCH_20_LOW,4078.80,3895.20
