variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
D1_fixed_25_8,ADANIPOWER,2018-10-30,2018-11-02,8.40,10.50,11904,3,TARGET,24998.40,24773.41
D1_fixed_25_8,LINDEINDIA,2018-11-05,2018-11-12,472.90,591.12,216,7,TARGET,25536.60,25306.77
D1_fixed_25_8,VINATIORGA,2018-11-01,2018-11-27,778.40,716.13,128,26,INITIAL_STOP,-7970.82,-8162.12
D1_fixed_25_8,MAHABANK,2018-11-20,2018-12-06,14.00,12.88,7500,16,INITIAL_STOP,-8400.00,-8601.60
D1_fixed_25_8,APOLLOHOSP,2018-11-16,2018-12-11,1250.65,1153.41,83,25,INITIAL_STOP,-8070.86,-8270.40
D1_fixed_25_8,HDFCBANK,2018-11-30,2018-12-11,532.50,514.87,195,11,INITIAL_STOP,-3437.91,-3642.15
D1_fixed_25_8,VINATIORGA,2018-12-17,2018-12-26,845.00,777.67,120,9,INITIAL_STOP,-8080.14,-8274.86
D1_fixed_25_8,HEIDELBERG,2018-12-17,2018-12-26,153.45,143.29,665,9,INITIAL_STOP,-6755.70,-6953.03
D1_fixed_25_8,BRIGADE,2018-12-27,2018-12-31,158.05,145.41,636,4,INITIAL_STOP,-8041.58,-8234.58
D1_fixed_25_8,LINDEINDIA,2018-11-13,2019-01-10,595.00,743.75,176,58,TARGET,26180.00,25944.38
D1_fixed_25_8,TIINDIA,2019-01-01,2019-01-10,359.05,332.76,277,9,INITIAL_STOP,-7281.04,-7472.67
D1_fixed_25_8,LINDEINDIA,2019-01-11,2019-01-18,742.00,688.51,136,7,INITIAL_STOP,-7274.14,-7468.69
D1_fixed_25_8,ASTRAL,2018-12-28,2019-01-22,510.55,477.75,197,25,INITIAL_STOP,-6462.36,-6657.05
D1_fixed_25_8,KRBL,2019-01-21,2019-01-25,377.00,346.84,267,4,INITIAL_STOP,-8052.72,-8245.99
D1_fixed_25_8,EIHOTEL,2018-11-28,2019-01-28,188.30,175.56,553,61,INITIAL_STOP,-7044.23,-7245.45
D1_fixed_25_8,KAJARIACER,2019-01-23,2019-01-28,549.60,524.01,182,5,INITIAL_STOP,-4657.50,-4852.90
D1_fixed_25_8,AARTIIND,2018-11-15,2019-02-05,359.95,449.94,291,82,TARGET,26186.36,25950.69
D1_fixed_25_8,IGL,2019-02-06,2019-02-08,151.50,142.42,665,2,INITIAL_STOP,-6035.38,-6230.84
D1_fixed_25_8,MGL,2019-01-30,2019-02-12,928.95,891.84,105,13,INITIAL_STOP,-3896.10,-4087.28
D1_fixed_25_8,TTKPRESTIG,2018-11-29,2019-03-06,600.80,751.00,173,97,TARGET,25984.60,25750.74
D1_fixed_25_8,J&KBANK,2019-03-07,2019-03-08,49.40,45.50,2071,1,INITIAL_STOP,-8084.03,-8280.56
D1_fixed_25_8,CHAMBLFERT,2019-01-11,2019-05-02,164.20,154.19,619,111,INITIAL_STOP,-6196.89,-6393.97
D1_fixed_25_8,COLPAL,2018-11-28,2019-05-03,1239.80,1178.87,84,156,INITIAL_STOP,-5118.14,-5321.30
D1_fixed_25_8,BANDHANBNK,2019-05-03,2019-05-08,625.25,584.27,161,5,INITIAL_STOP,-6597.46,-6792.19
D1_fixed_25_8,DEEPAKNTR,2019-05-07,2019-05-09,289.00,268.32,347,2,INITIAL_STOP,-7177.30,-7370.69
D1_fixed_25_8,BLUESTARCO,2019-05-09,2019-05-14,383.85,357.93,259,5,INITIAL_STOP,-6714.57,-6906.69
D1_fixed_25_8,DCMSHRIRAM,2019-05-13,2019-05-14,510.60,469.75,193,1,INITIAL_STOP,-7883.66,-8072.87
D1_fixed_25_8,PIIND,2019-02-13,2019-05-16,880.50,1100.62,113,92,TARGET,24874.12,24650.26
D1_fixed_25_8,KOTAKBANK,2018-12-10,2019-05-23,1244.10,1555.12,83,164,TARGET,25815.08,25582.74
D1_fixed_25_8,ICICIBANK,2018-10-30,2019-05-27,347.45,434.31,287,209,TARGET,24929.54,24705.17
D1_fixed_25_8,GRANULES,2019-03-11,2019-06-13,111.00,102.12,914,94,INITIAL_STOP,-8116.32,-8311.11
D1_fixed_25_8,DCMSHRIRAM,2019-05-16,2019-06-17,525.00,483.00,185,32,INITIAL_STOP,-7770.00,-7956.48
D1_fixed_25_8,HONAUT,2019-05-28,2019-06-17,26348.10,24848.66,3,20,INITIAL_STOP,-4498.32,-4651.91
D1_fixed_25_8,RITES,2019-06-17,2019-06-19,118.75,110.79,876,2,INITIAL_STOP,-6968.72,-7169.80
D1_fixed_25_8,REDINGTON,2019-06-19,2019-07-05,55.45,51.46,1854,16,INITIAL_STOP,-7392.44,-7590.66
D1_fixed_25_8,ADANIPOWER,2019-07-10,2019-07-11,13.60,12.51,7451,1,INITIAL_STOP,-8106.69,-8301.25
D1_fixed_25_8,INTELLECT,2019-07-15,2019-07-18,281.25,266.51,357,3,INITIAL_STOP,-5262.73,-5458.28
D1_fixed_25_8,TRENT,2019-06-26,2019-07-29,429.85,399.62,237,33,INITIAL_STOP,-7164.67,-7361.26
D1_fixed_25_8,AXISBANK,2019-01-31,2019-07-31,697.25,660.39,140,181,INITIAL_STOP,-5160.22,-5350.29
D1_fixed_25_8,PFIZER,2019-01-31,2019-08-01,3000.05,2842.84,32,182,INITIAL_STOP,-5030.86,-5217.83
D1_fixed_25_8,SRF,2019-05-16,2019-08-01,554.00,519.85,175,77,INITIAL_STOP,-5975.79,-6163.71
D1_fixed_25_8,ZYDUSWELL,2019-08-01,2019-08-02,301.00,279.99,327,1,INITIAL_STOP,-6871.16,-7061.15
D1_fixed_25_8,SOLARINDS,2019-05-17,2019-08-05,1124.00,1055.58,88,80,INITIAL_STOP,-6020.52,-6212.32
D1_fixed_25_8,ORIENTELEC,2019-08-13,2019-08-21,166.25,152.95,578,8,INITIAL_STOP,-7687.40,-7871.90
D1_fixed_25_8,BATAINDIA,2019-02-14,2019-09-20,1270.00,1587.50,78,218,TARGET,24765.00,24542.12
D1_fixed_25_8,HDFCAMC,2019-07-19,2019-09-20,1077.00,1346.25,92,63,TARGET,24771.00,24548.06
D1_fixed_25_8,BERGEPAINT,2019-08-07,2019-09-23,290.00,362.50,331,47,TARGET,23997.50,23781.52
D1_fixed_25_8,INDHOTEL,2019-09-24,2019-10-15,156.35,143.91,657,21,INITIAL_STOP,-8173.41,-8370.68
D1_fixed_25_8,BANDHANBNK,2019-10-16,2019-10-18,603.00,554.76,168,2,INITIAL_STOP,-8104.32,-8298.82
D1_fixed_25_8,SYMPHONY,2019-09-23,2019-10-22,1311.00,1228.14,76,29,INITIAL_STOP,-6297.70,-6490.67
D1_fixed_25_8,ABBOTINDIA,2019-08-09,2019-10-25,9099.00,11373.75,10,77,TARGET,22747.50,22542.77
D1_fixed_25_8,TIMKEN,2019-05-24,2019-10-30,676.00,845.00,151,159,TARGET,25519.00,25289.33
D1_fixed_25_8,GODREJAGRO,2019-10-22,2019-11-05,524.70,494.89,192,14,INITIAL_STOP,-5723.51,-5919.27
D1_fixed_25_8,WHIRLPOOL,2019-09-23,2019-11-14,1839.85,2299.81,54,52,TARGET,24837.98,24614.43
D1_fixed_25_8,DIVISLAB,2018-10-30,2019-11-26,1444.25,1805.31,69,392,TARGET,24913.31,24689.09
D1_fixed_25_8,DIXON,2019-11-15,2020-01-07,657.00,821.25,162,53,TARGET,26608.50,26369.02
D1_fixed_25_8,AARTIIND,2020-01-08,2020-01-13,444.50,420.96,252,5,INITIAL_STOP,-5932.49,-6150.59
D1_fixed_25_8,REDINGTON,2020-01-14,2020-01-15,68.15,62.70,1636,1,INITIAL_STOP,-8919.47,-9133.54
D1_fixed_25_8,GRANULES,2019-10-23,2020-01-16,116.00,145.00,865,85,TARGET,25085.00,24859.24
D1_fixed_25_8,CDSL,2019-10-31,2020-01-21,113.20,141.50,929,82,TARGET,26290.70,26054.08
D1_fixed_25_8,NESTLEIND,2019-08-22,2020-01-24,632.00,790.00,151,155,TARGET,23858.00,23643.28
D1_fixed_25_8,NILKAMAL,2020-01-17,2020-01-30,1499.95,1401.17,75,13,INITIAL_STOP,-7408.71,-7626.30
D1_fixed_25_8,SUDARSCHEM,2019-10-27,2020-02-05,400.00,500.00,256,101,TARGET,25600.00,25369.60
D1_fixed_25_8,SOLARINDS,2020-01-31,2020-02-11,1297.00,1228.49,90,11,INITIAL_STOP,-6166.19,-6393.49
D1_fixed_25_8,ASIANPAINT,2019-08-05,2020-02-12,1533.20,1916.50,63,191,TARGET,24147.90,23930.57
D1_fixed_25_8,MGL,2020-01-16,2020-02-28,1102.00,1045.84,100,43,INITIAL_STOP,-5616.26,-5831.04
D1_fixed_25_8,HONAUT,2020-02-06,2020-02-28,34280.00,32105.45,3,22,INITIAL_STOP,-6523.64,-6722.79
D1_fixed_25_8,METROPOLIS,2020-03-04,2020-03-05,2050.00,1886.00,58,1,INITIAL_STOP,-9512.00,-9740.29
D1_fixed_25_8,PIDILITIND,2019-08-07,2020-03-06,660.00,825.00,145,212,TARGET,23925.00,23709.67
D1_fixed_25_8,ICICIBANK,2019-11-27,2020-03-06,513.90,489.31,213,100,INITIAL_STOP,-5236.93,-5450.62
D1_fixed_25_8,DEEPAKNTR,2020-03-04,2020-03-06,542.50,499.10,221,2,INITIAL_STOP,-9591.40,-9821.59
D1_fixed_25_8,CANFINHOME,2020-01-22,2020-03-09,470.25,433.57,246,47,INITIAL_STOP,-9024.29,-9246.63
D1_fixed_25_8,SFL,2020-02-12,2020-03-09,827.95,766.73,144,26,INITIAL_STOP,-8815.70,-9045.33
D1_fixed_25_8,BASF,2020-03-06,2020-03-11,1149.05,1057.13,103,5,INITIAL_STOP,-9468.17,-9695.41
D1_fixed_25_8,ATUL,2020-01-27,2020-03-12,4614.00,4389.09,25,45,INITIAL_STOP,-5622.70,-5847.78
D1_fixed_25_8,TORNTPOWER,2019-06-26,2020-03-13,269.00,251.29,379,261,INITIAL_STOP,-6713.65,-6910.84
D1_fixed_25_8,VBL,2019-11-06,2020-03-13,62.80,57.78,1665,128,INITIAL_STOP,-8364.96,-8565.72
D1_fixed_25_8,PIDILITIND,2020-03-09,2020-03-13,834.50,790.01,144,4,INITIAL_STOP,-6407.26,-6641.19
D1_fixed_25_8,IPCALAB,2020-02-13,2020-03-19,665.35,615.09,182,35,INITIAL_STOP,-9146.43,-9379.47
D1_fixed_25_8,ABBOTINDIA,2020-04-09,2020-04-22,17929.95,16495.55,6,13,INITIAL_STOP,-8606.38,-8812.93
D1_fixed_25_8,CIPLA,2020-04-08,2020-04-27,496.95,621.19,228,19,TARGET,28326.15,28071.21
D1_fixed_25_8,HINDUNILVR,2020-04-08,2020-04-29,2432.00,2237.44,46,21,INITIAL_STOP,-8949.76,-9164.55
D1_fixed_25_8,APLLTD,2020-04-28,2020-04-29,835.00,768.20,138,1,INITIAL_STOP,-9218.40,-9439.64
D1_fixed_25_8,COLPAL,2020-04-23,2020-05-04,1507.95,1387.31,74,11,INITIAL_STOP,-8927.06,-9141.31
D1_fixed_25_8,AARTIIND,2020-05-06,2020-05-08,575.00,529.00,196,2,INITIAL_STOP,-9016.00,-9232.38
D1_fixed_25_8,LAURUSLABS,2020-04-22,2020-05-11,93.70,86.20,1213,19,INITIAL_STOP,-9092.65,-9310.87
D1_fixed_25_8,ASTRAZEN,2020-04-30,2020-05-19,3180.00,2925.60,35,19,INITIAL_STOP,-8904.00,-9117.70
D1_fixed_25_8,BHARTIARTL,2020-05-20,2020-05-27,593.85,546.34,185,7,INITIAL_STOP,-8788.98,-8999.92
D1_fixed_25_8,AUROPHARMA,2020-04-22,2020-06-23,650.00,812.50,174,62,TARGET,28275.00,28020.53
D1_fixed_25_8,IRB,2020-06-24,2020-06-25,9.30,8.56,12042,1,INITIAL_STOP,-8959.25,-9174.27
D1_fixed_25_8,DIVISLAB,2020-04-13,2020-07-02,2385.00,2194.20,47,80,INITIAL_STOP,-8967.60,-9182.82
D1_fixed_25_8,HAL,2020-06-26,2020-07-06,397.50,496.88,279,10,TARGET,27725.62,27476.09
D1_fixed_25_8,SYNGENE,2020-05-22,2020-07-07,360.00,450.00,305,46,TARGET,27450.00,27202.95
D1_fixed_25_8,BIOCON,2020-04-09,2020-07-10,334.00,417.50,340,92,TARGET,28390.00,28134.49
D1_fixed_25_8,HAL,2020-07-07,2020-07-15,477.50,439.30,236,8,INITIAL_STOP,-9015.20,-9231.56
D1_fixed_25_8,JBCHEPHARM,2020-05-07,2020-07-24,300.00,375.00,376,78,TARGET,28200.00,27946.20
D1_fixed_25_8,DRREDDY,2020-04-08,2020-07-30,705.00,881.25,161,113,TARGET,28376.25,28120.86
D1_fixed_25_8,LINDEINDIA,2020-07-08,2020-07-30,679.00,624.68,170,22,INITIAL_STOP,-9234.40,-9456.03
D1_fixed_25_8,NFL,2020-07-27,2020-07-31,43.00,39.56,2798,4,INITIAL_STOP,-9625.12,-9856.12
D1_fixed_25_8,FSL,2020-07-13,2020-08-04,44.00,55.00,2691,22,TARGET,29601.00,29334.59
D1_fixed_25_8,TORNTPHARM,2020-04-08,2020-08-06,1190.00,1487.50,95,120,TARGET,28262.50,28008.14
D1_fixed_25_8,DIVISLAB,2020-07-31,2020-08-10,2570.00,3212.50,47,10,TARGET,30197.50,29925.72
D1_fixed_25_8,LUPIN,2020-04-13,2020-08-14,804.00,1005.00,141,123,TARGET,28341.00,28085.93
D1_fixed_25_8,BSOFT,2020-08-07,2020-08-19,146.45,183.06,866,12,TARGET,31706.43,31421.07
D1_fixed_25_8,BASF,2020-07-03,2020-08-21,1245.00,1556.25,88,49,TARGET,27390.00,27143.49
D1_fixed_25_8,LAURUSLABS,2020-08-03,2020-08-24,191.05,238.81,634,21,TARGET,30281.42,30008.89
D1_fixed_25_8,CIPLA,2020-08-11,2020-08-25,801.10,749.75,162,14,INITIAL_STOP,-8318.93,-8570.17
