variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
B3_vol_30x,ADANIPOWER,2018-10-30,2018-11-21,8.40,9.30,11904,22,DONCH_10_LOW,10713.60,10502.90
B3_vol_30x,VINATIORGA,2018-11-01,2018-11-26,778.40,732.80,128,25,DONCH_10_LOW,-5836.80,-6030.23
B3_vol_30x,MAHABANK,2018-11-20,2018-11-27,14.00,13.35,7142,7,DONCH_10_LOW,-4642.30,-4837.63
B3_vol_30x,DIVISLAB,2018-10-30,2018-11-28,1444.25,1484.35,69,29,DONCH_10_LOW,2766.90,2564.83
B3_vol_30x,AARTIIND,2018-11-15,2018-11-30,359.95,351.20,277,15,DONCH_10_LOW,-2423.75,-2620.74
B3_vol_30x,ICICIBANK,2018-10-30,2018-12-05,347.45,350.70,287,36,DONCH_10_LOW,932.75,732.38
B3_vol_30x,APOLLOHOSP,2018-11-16,2018-12-06,1250.65,1195.00,79,20,DONCH_10_LOW,-4396.35,-4589.56
B3_vol_30x,BRITANNIA,2018-12-03,2018-12-06,3175.00,3010.14,31,3,INITIAL_STOP,-5110.73,-5302.47
B3_vol_30x,THERMAX,2018-12-05,2018-12-26,1096.00,1090.00,91,21,DONCH_10_LOW,-546.00,-744.93
B3_vol_30x,VINATIORGA,2018-12-17,2018-12-26,845.00,777.67,117,9,INITIAL_STOP,-7878.14,-8067.99
B3_vol_30x,HEIDELBERG,2018-12-17,2018-12-26,153.45,143.29,645,9,INITIAL_STOP,-6552.52,-6743.92
B3_vol_30x,TRITURBINE,2018-12-18,2018-12-27,123.40,118.54,802,9,INITIAL_STOP,-3899.41,-4093.45
B3_vol_30x,BRIGADE,2018-12-27,2018-12-31,158.05,145.41,616,4,INITIAL_STOP,-7788.70,-7975.63
B3_vol_30x,EIHOTEL,2018-11-28,2019-01-02,188.30,188.80,530,35,DONCH_10_LOW,265.00,65.14
B3_vol_30x,KOTAKBANK,2018-12-10,2019-01-10,1244.10,1225.95,79,31,DONCH_10_LOW,-1433.85,-1628.98
B3_vol_30x,TIINDIA,2019-01-01,2019-01-10,359.05,332.76,268,9,INITIAL_STOP,-7044.47,-7229.88
B3_vol_30x,UCOBANK,2019-01-02,2019-01-10,22.70,20.88,4241,8,INITIAL_STOP,-7701.66,-7886.50
B3_vol_30x,LINDEINDIA,2018-11-05,2019-01-18,472.90,675.00,211,74,DONCH_10_LOW,42643.10,42400.89
B3_vol_30x,HFCL,2019-01-14,2019-01-21,24.35,22.40,3885,7,INITIAL_STOP,-7567.98,-7749.61
B3_vol_30x,CUMMINSIND,2018-12-31,2019-01-22,864.00,832.45,112,22,DONCH_10_LOW,-3533.60,-3723.60
B3_vol_30x,PRAJIND,2019-01-04,2019-01-25,123.40,130.50,780,21,DONCH_10_LOW,5538.00,5339.96
B3_vol_30x,KRBL,2019-01-21,2019-01-25,377.00,346.84,262,4,INITIAL_STOP,-7901.92,-8091.57
B3_vol_30x,CHAMBLFERT,2019-01-11,2019-01-28,164.20,159.30,576,17,DONCH_10_LOW,-2822.40,-3008.74
B3_vol_30x,GHCL,2019-01-22,2019-01-28,264.70,247.81,370,6,INITIAL_STOP,-6248.84,-6438.47
B3_vol_30x,SKFINDIA,2018-12-20,2019-01-31,881.80,896.90,112,42,DONCH_10_LOW,1691.20,1491.99
B3_vol_30x,UBL,2018-12-19,2019-02-08,1380.10,1378.30,71,51,DONCH_10_LOW,-127.80,-323.65
B3_vol_30x,IGL,2019-02-06,2019-02-08,151.50,142.42,637,2,INITIAL_STOP,-5781.26,-5968.49
B3_vol_30x,ABBOTINDIA,2019-01-10,2019-02-11,8011.00,7675.22,12,32,INITIAL_STOP,-4029.31,-4217.54
B3_vol_30x,AARTIIND,2019-01-11,2019-02-12,387.45,369.98,244,32,INITIAL_STOP,-4262.71,-4447.53
B3_vol_30x,MGL,2019-01-30,2019-02-12,928.95,891.84,103,13,INITIAL_STOP,-3821.89,-4009.43
B3_vol_30x,AXISBANK,2019-01-31,2019-02-15,697.25,692.60,138,15,DONCH_10_LOW,-641.70,-833.50
B3_vol_30x,PFIZER,2019-01-31,2019-02-15,3000.05,2872.05,32,15,DONCH_10_LOW,-4096.00,-4283.91
B3_vol_30x,TITAN,2019-02-05,2019-02-26,1026.95,1016.80,94,21,DONCH_10_LOW,-954.10,-1146.21
B3_vol_30x,TTKPRESTIG,2018-12-13,2019-02-27,631.35,635.00,156,76,DONCH_10_LOW,569.40,371.85
B3_vol_30x,NAM-INDIA,2019-02-25,2019-02-27,199.85,183.86,471,2,INITIAL_STOP,-7530.35,-7711.08
B3_vol_30x,SUZLON,2019-03-06,2019-03-07,7.05,6.49,13244,1,INITIAL_STOP,-7469.62,-7648.89
B3_vol_30x,TECHM,2019-02-07,2019-03-08,767.00,764.30,125,29,DONCH_10_LOW,-337.50,-528.91
