variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
A2_breakout_252,LINDEINDIA,2019-01-11,2019-01-18,742.00,688.51,134,7,INITIAL_STOP,-7167.17,-7358.86
A2_breakout_252,PRAJIND,2019-01-14,2019-01-22,148.00,136.16,675,8,INITIAL_STOP,-7992.00,-8183.81
A2_breakout_252,UBL,2019-01-22,2019-01-28,1478.90,1408.17,67,6,INITIAL_STOP,-4739.19,-4932.63
A2_breakout_252,AARTIIND,2019-01-11,2019-02-12,387.45,369.98,258,32,INITIAL_STOP,-4507.30,-4702.71
A2_breakout_252,AXISBANK,2019-01-31,2019-02-15,697.25,692.60,140,15,DONCH_10_LOW,-651.00,-845.58
A2_breakout_252,DIVISLAB,2019-02-05,2019-02-15,1615.80,1540.13,60,10,INITIAL_STOP,-4540.49,-4729.85
A2_breakout_252,WIPRO,2019-01-21,2019-02-19,125.30,134.80,792,29,DONCH_10_LOW,7524.00,7318.00
A2_breakout_252,TITAN,2019-02-05,2019-02-26,1026.95,1016.80,95,21,DONCH_10_LOW,-964.25,-1158.41
A2_breakout_252,TECHM,2019-02-07,2019-03-08,767.00,764.30,127,29,DONCH_10_LOW,-342.90,-537.38
A2_breakout_252,BALRAMCHIN,2019-02-20,2019-03-19,125.00,130.30,781,27,DONCH_10_LOW,4139.30,3939.91
A2_breakout_252,TTKPRESTIG,2019-03-06,2019-03-19,716.65,671.99,136,13,INITIAL_STOP,-6073.72,-6262.58
A2_breakout_252,GRINDWELL,2019-03-11,2019-03-20,599.00,563.41,162,9,INITIAL_STOP,-5766.13,-5954.44
A2_breakout_252,BATAINDIA,2019-02-14,2019-03-25,1270.00,1324.65,76,39,DONCH_10_LOW,4153.40,3956.21
A2_breakout_252,PFC,2019-03-20,2019-03-25,96.00,89.28,1013,5,INITIAL_STOP,-6810.53,-6998.21
A2_breakout_252,ASTRAZEN,2019-03-01,2019-04-03,2042.00,1930.00,47,33,DONCH_10_LOW,-5264.00,-5450.68
A2_breakout_252,PIIND,2019-03-06,2019-04-09,956.85,1005.10,101,34,DONCH_10_LOW,4873.25,4675.09
A2_breakout_252,MUTHOOTFIN,2019-03-06,2019-04-11,570.00,596.05,171,36,DONCH_10_LOW,4454.55,4255.16
A2_breakout_252,PIDILITIND,2019-03-27,2019-04-18,615.00,626.30,156,22,DONCH_10_LOW,1762.80,1569.16
A2_breakout_252,RECLTD,2019-03-26,2019-04-22,117.00,111.85,823,27,DONCH_10_LOW,-4238.45,-4426.79
A2_breakout_252,J&KBANK,2019-04-11,2019-04-22,63.75,58.65,1510,11,INITIAL_STOP,-7701.00,-7885.82
A2_breakout_252,MGL,2019-03-28,2019-04-23,1023.95,985.15,94,26,DONCH_10_LOW,-3647.20,-3836.06
A2_breakout_252,JBCHEPHARM,2019-03-28,2019-05-02,178.90,170.60,538,35,DONCH_10_LOW,-4465.40,-4653.43
A2_breakout_252,SIEMENS,2019-04-04,2019-05-02,888.20,878.30,107,28,DONCH_10_LOW,-1059.30,-1248.32
A2_breakout_252,AUROPHARMA,2019-04-30,2019-05-02,831.15,789.71,114,2,INITIAL_STOP,-4724.20,-4908.98
A2_breakout_252,MAHABANK,2019-04-25,2019-05-03,18.00,16.56,5291,8,INITIAL_STOP,-7619.04,-7801.90
A2_breakout_252,ICICIGI,2019-03-06,2019-05-06,972.70,1037.05,100,61,DONCH_10_LOW,6435.00,6234.02
A2_breakout_252,IPCALAB,2019-03-05,2019-05-08,427.00,472.00,228,64,DONCH_10_LOW,10260.00,10055.03
A2_breakout_252,ASTRAZEN,2019-04-15,2019-05-08,2194.95,2212.25,44,23,DONCH_10_LOW,761.20,567.28
A2_breakout_252,VINATIORGA,2019-05-03,2019-05-08,936.90,883.76,100,5,INITIAL_STOP,-5313.85,-5495.91
A2_breakout_252,SHREECEM,2019-04-26,2019-05-10,20000.00,19108.61,4,14,INITIAL_STOP,-3565.57,-3722.00
A2_breakout_252,ULTRACEMCO,2019-04-26,2019-05-13,4630.00,4404.24,20,17,INITIAL_STOP,-4515.16,-4695.85
A2_breakout_252,DCMSHRIRAM,2019-05-13,2019-05-14,510.60,469.75,184,1,INITIAL_STOP,-7516.03,-7696.42
A2_breakout_252,DCMSHRIRAM,2019-05-16,2019-05-31,525.00,543.00,176,15,DONCH_10_LOW,3168.00,2980.03
A2_breakout_252,SRF,2019-05-16,2019-06-03,554.00,565.55,167,18,DONCH_10_LOW,1928.85,1741.89
A2_breakout_252,SHREECEM,2019-05-21,2019-06-07,20344.75,20466.25,4,17,DONCH_10_LOW,486.00,322.76
A2_breakout_252,UPL,2019-02-07,2019-06-13,514.95,631.35,190,126,DONCH_10_LOW,22116.00,21898.20
A2_breakout_252,ICICIGI,2019-05-21,2019-06-13,1150.00,1103.00,80,23,DONCH_10_LOW,-3760.00,-3940.24
A2_breakout_252,HEIDELBERG,2019-05-21,2019-06-13,193.43,194.25,480,23,DONCH_10_LOW,393.60,207.51
A2_breakout_252,BAJAJFINSV,2019-05-20,2019-06-17,805.60,810.20,115,28,DONCH_10_LOW,529.00,343.18
A2_breakout_252,ATUL,2019-05-16,2019-06-18,3740.00,3930.10,24,33,DONCH_10_LOW,4562.40,4378.32
A2_breakout_252,SBIN,2019-05-21,2019-06-18,345.90,335.90,268,28,DONCH_10_LOW,-2680.00,-2862.72
A2_breakout_252,VGUARD,2019-06-03,2019-06-18,241.90,233.60,385,15,DONCH_10_LOW,-3195.50,-3378.57
A2_breakout_252,NAUKRI,2019-06-04,2019-06-18,456.00,419.52,204,14,INITIAL_STOP,-7441.92,-7620.53
A2_breakout_252,APOLLOHOSP,2019-06-10,2019-06-24,1400.00,1338.00,66,14,DONCH_10_LOW,-4092.00,-4272.71
A2_breakout_252,BAJFINANCE,2019-05-20,2019-07-08,339.00,353.00,274,49,DONCH_10_LOW,3836.00,3646.39
A2_breakout_252,PIIND,2019-06-17,2019-07-08,1160.00,1138.00,82,21,DONCH_10_LOW,-1804.00,-1992.44
A2_breakout_252,SRF,2019-06-19,2019-07-08,604.00,584.00,156,19,DONCH_10_LOW,-3120.00,-3305.33
A2_breakout_252,POWERGRID,2019-06-27,2019-07-08,114.10,109.25,822,11,INITIAL_STOP,-3983.17,-4166.77
A2_breakout_252,SIEMENS,2019-07-01,2019-07-08,1005.55,952.78,93,7,INITIAL_STOP,-4907.17,-5089.30
A2_breakout_252,RECLTD,2019-06-26,2019-07-09,120.00,113.07,782,13,INITIAL_STOP,-5422.01,-5604.27
A2_breakout_252,SBILIFE,2019-06-27,2019-07-18,706.00,739.60,132,21,DONCH_10_LOW,4435.20,4244.38
A2_breakout_252,ADANIPOWER,2019-07-02,2019-07-19,12.15,12.15,7727,17,DONCH_10_LOW,0.00,-187.77
A2_breakout_252,TRENT,2019-06-26,2019-07-23,429.85,420.10,218,27,DONCH_10_LOW,-2125.50,-2310.79
A2_breakout_252,TORNTPOWER,2019-06-27,2019-07-30,280.25,297.65,335,33,DONCH_10_LOW,5829.00,5635.40
A2_breakout_252,CANFINHOME,2019-07-24,2019-07-31,409.00,379.68,225,7,INITIAL_STOP,-6596.57,-6774.03
A2_breakout_252,INFY,2019-07-16,2019-08-01,777.00,781.25,118,16,DONCH_10_LOW,501.50,317.63
A2_breakout_252,GSPL,2019-07-17,2019-08-02,212.80,201.70,433,16,DONCH_10_LOW,-4806.30,-4985.78
A2_breakout_252,POWERGRID,2019-07-26,2019-08-05,116.35,111.22,794,10,INITIAL_STOP,-4070.44,-4251.13
A2_breakout_252,TRENT,2019-08-19,2019-09-03,468.40,460.55,195,15,DONCH_10_LOW,-1530.75,-1711.90
A2_breakout_252,ASIANPAINT,2019-08-05,2019-09-04,1533.20,1555.65,59,30,DONCH_10_LOW,1324.55,1142.31
A2_breakout_252,MCX,2019-08-28,2019-09-04,910.90,846.17,100,7,INITIAL_STOP,-6472.54,-6648.25
A2_breakout_252,HINDUNILVR,2019-08-23,2019-09-12,1874.75,1803.38,48,20,INITIAL_STOP,-3425.97,-3602.52
A2_breakout_252,APOLLOHOSP,2019-08-19,2019-09-13,1470.60,1454.00,62,25,DONCH_10_LOW,-1029.20,-1210.53
A2_breakout_252,PETRONET,2019-08-28,2019-09-17,239.60,240.15,381,20,DONCH_10_LOW,209.55,26.77
