,mq,kc6,combined,nifty
2017-02-16,28091130.024025604,7651577.831181801,35742707.855207406,17083412.865050584
2017-02-17,28183381.13402675,7653045.257067233,35836426.391093984,17169307.119679328
2017-02-20,28378915.704030167,7654512.964376808,36033428.66840698,17274288.986447796
2017-02-21,28332290.354031313,7655980.953164497,35988271.30719581,17312464.210727237
2017-02-22,28242701.814032447,7657449.223484282,35900151.03751673,17360183.24107654
2017-02-23,28410024.463838786,7658917.775390157,36068942.23922894,17398358.465355985
2017-02-27,28375642.813843347,7660386.608936122,36036029.42277947,17322008.0167971
2017-02-28,28454019.043844495,7661855.724176192,36115874.76802069,17302920.40465738
2017-03-01,28659401.383845642,7663325.12116439,36322726.50501003,17484252.71998473
2017-03-02,28413214.05384678,7662489.403057809,36075703.45690459,17379270.85321626
2017-03-03,28583289.24384793,7648799.443694012,36232088.68754194,17379270.85321626
2017-03-06,28792748.873851363,7651652.38986842,36444401.26371978,17474708.91391487
2017-03-07,28617230.4338525,7648442.391624284,36265672.82547679,17426989.883565564
2017-03-08,28431719.303853642,7641562.754461491,36073282.058315136,17379270.85321626
2017-03-09,28384582.24385479,7641878.748197027,36026460.99205182,17465165.10784501
2017-03-10,28400940.893855937,7671487.641599043,36072428.53545498,17455621.30177515
2017-03-14,28636419.073860515,7699476.715872775,36335895.78973329,17703760.259591527
2017-03-15,28769022.563861664,7705454.924323982,36474477.488185644,17694216.453521665
2017-03-16,29093130.08386281,7706932.682802619,36800062.76666543,17837373.544569574
2017-03-17,29003352.22386395,7708410.724686992,36711762.94855095,17837373.544569574
2017-03-20,28921695.373867396,7709889.050031453,36631584.423898846,17799198.32029013
2017-03-21,28900128.89127001,7711367.658890364,36611496.55016038,17808742.12635999
2017-03-22,28644340.661271162,7711686.539196778,36356027.200467944,17608322.198892917
2017-03-23,28819887.901272304,7718674.751450323,36538562.65272263,17751479.289940827
2017-03-24,28883746.711273458,7734733.408810633,36618480.12008409,17808742.12635999
2017-03-27,28611596.3712769,7736216.78234109,36347813.15361799,17675128.84138194
2017-03-28,28709975.64127804,7737700.440354142,36447676.08163218,17751479.289940827
2017-03-29,28771091.71127919,7738020.409573159,36509112.12085235,17799198.32029013
2017-03-30,28992204.281280342,7728034.225750338,36720238.50703068,17894636.38098874
2017-03-31,29221525.461281486,7736198.598821806,36957724.06010329,17904180.187058598
2017-04-03,29253325.72128494,7770099.785544868,37023425.506829806,18018705.859896928
2017-04-05,29572604.20128724,7778271.787191374,37350875.988478616,18047337.278106507
2017-04-06,29722633.431288388,7770956.638199329,37493590.06948772,18047337.278106507
2017-04-07,29451179.421289537,7759970.311647309,37211149.732936844,17932811.60526818
2017-04-10,29644258.931292996,7774537.567792009,37418796.499085,17923267.799198322
2017-04-11,29715156.131294146,7756984.40709189,37472140.53838604,18009162.053827066
2017-04-12,29596912.561295293,7763653.575929752,37360566.13722505,17951899.2174079
2017-04-13,29457368.66129645,7718545.283989519,37175913.94528597,17846917.350639436
2017-04-17,29685012.941301055,7721411.454040086,37406424.39534114,17837373.544569574
2017-04-18,29466862.601302203,7769583.889669519,37236446.49097172,17741935.48387097
2017-04-19,29598173.871303365,7771073.94685384,37369247.8181572,17761023.09601069
2017-04-20,29757324.77130451,7772564.289802552,37529889.06110706,17818285.93242985
2017-04-21,29797864.57130567,7774054.91857046,37571919.48987613,17770566.90208055
2017-04-24,30100247.591309123,7775545.8332123775,37875793.4245215,17970986.829547625
2017-04-25,30208022.29131028,7777037.033783131,37985059.32509341,18114143.920595534
2017-04-26,30295055.51131143,7778528.520337556,38073584.031648986,18209581.98129414
2017-04-27,30388449.931312583,7780020.292930497,38168470.22424308,18200038.175224278
2017-04-28,30413874.401313744,7781512.351616813,38195386.75293056,18133231.532735255
2017-05-02,30468281.10131836,7783004.69645137,38251285.797769725,18142775.338805117
2017-05-03,30291821.771319512,7784497.327489045,38076319.09880856,18142775.338805117
2017-05-04,30199487.161320675,7785990.244784729,37985477.40610541,18238213.399503723
2017-05-05,29872316.351321824,7787483.448393318,37659799.79971514,18114143.920595534
2017-05-08,29841930.68633633,7788976.938369722,37630907.62470605,18133231.532735255
2017-05-09,29896957.73633749,7790470.714768861,37687428.451106355,18152319.144874975
2017-05-10,30261404.706338644,7791964.777645667,38053369.483984314,18324107.65413247
2017-05-11,30235891.60633981,7793459.127055079,38029350.73339489,18343195.266272187
2017-05-12,30152062.646340962,7793781.402006085,37945844.04834705,18314563.84806261
2017-05-15,30549449.29634444,7789330.057759346,38338779.35410379,18381370.490551632
2017-05-16,30534751.656345587,7796630.011550971,38331381.66789656,18524527.58159954
2017-05-17,30583210.616346754,7782893.763430447,38366104.3797772,18553158.999809124
2017-05-18,30016453.226347916,7756192.290171706,37772645.51651962,18371826.68448177
2017-05-19,29894430.456349075,7817091.429147904,37711521.88549698,18371826.68448177
2017-05-22,29819672.006352544,7829676.127027331,37649348.13337988,18390914.296621494
2017-05-23,29598884.176353704,7818725.955783819,37417610.13213752,18285932.429853026
2017-05-24,29259869.816354863,7658646.956533803,36918516.77288867,18238213.399503723
2017-05-25,29739075.076356024,7871280.530992507,37610355.60734853,18524527.58159954
2017-05-26,30099220.43635718,8028825.07900305,38128045.51536023,18686772.284787174
2017-05-29,30114054.75636066,7998052.884996561,38112107.64135722,18705859.896926895
2017-05-30,30172897.372773517,8039706.12693615,38212603.499709666,18734491.315136477
2017-05-31,30263587.352774687,8039765.4325255,38303352.78530019,18744035.121206336
2017-06-01,30343636.55277584,8028430.470565984,38372067.02334183,18744035.121206336
2017-06-02,30377227.662777007,8025046.024306915,38402273.68708392,18829929.375835083
2017-06-05,30426715.74278049,8031883.593799248,38458599.33657974,18887192.21225425
2017-06-06,30416570.46278165,8026001.02909395,38442571.4918756,18810841.76369536
2017-06-07,30706878.192782816,8034704.283279181,38741582.476062,18849016.987974804
2017-06-08,30836654.88278397,8036245.185470495,38872900.06825447,18849016.987974804
2017-06-09,30959960.68278514,8037786.383177298,38997747.065962434,18887192.21225425
2017-06-12,30746152.87323761,8039327.8764562635,38785480.74969387,18763122.73334606
2017-06-13,30730129.993238777,8040869.665364077,38770999.658602856,18782210.34548578
2017-06-14,30745698.133239944,8042411.749957435,38788109.88319738,18772666.53941592
2017-06-15,30692572.293241106,8043954.130293043,38736526.42353415,18715403.702996753
2017-06-16,30765847.943242263,8045496.80642762,38811344.74966988,18715403.702996753
2017-06-19,30992638.88324576,8047039.778417895,39039678.66166365,18858560.794044666
2017-06-20,31098398.65324693,8048583.046320605,39146981.699567534,18868104.600114524
2017-06-21,31089045.513248097,8050126.610192503,39139172.1234406,18810841.76369536
2017-06-22,30779810.403249256,8051670.470090348,38831480.87333961,18801297.9576255
2017-06-23,30421625.17325043,8049581.562099243,38471206.73534967,18705859.896926895
2017-06-27,30049444.04325509,8082946.659024811,38132390.7022799,18581790.418018706
2017-06-28,30009250.223256253,8154251.850956756,38163502.074213006,18562702.805878982
2017-06-29,30121765.173257418,8232067.775283104,38353832.94854052,18581790.418018706
2017-06-30,30080510.793258585,8271410.558890692,38351921.35214928,18629509.448368005
2017-07-03,30372142.423262082,8304398.172898882,38676540.59616096,18782210.34548578
2017-07-04,30401526.92326326,8305990.797206013,38707517.72046927,18801297.9576255
2017-07-05,30599386.833264425,8307583.726947944,38906970.56021237,18858560.794044666
2017-07-06,30590902.8932656,8309176.962183249,38900079.85544885,18934911.24260355
2017-07-07,30816279.013266765,8310770.502970518,39127049.51623728,18896736.018324107
2017-07-10,30985765.28327027,8312364.349368348,39298129.63263862,19087612.139721323
2017-07-11,31014051.50327144,8313958.501435351,39328010.004706785,19163962.58828021
2017-07-12,31139627.11327261,8315552.959230146,39455180.072502755,19192594.006489787
2017-07-13,31211199.613273777,8317147.722811369,39528347.33608515,19354838.70967742
2017-07-14,31235383.29327495,8318742.792237662,39554126.08551261,19326207.291467838
2017-07-17,31380925.64327846,8320338.167567681,39701263.81084614,19412101.546096582
2017-07-18,31210164.22327963,8319430.799401829,39529595.02268146,19278488.261118535
2017-07-19,31432775.473280806,8355442.0730251605,39788217.54630597,19402557.740026724
2017-07-20,31551259.01328197,8376968.590550126,39928227.603832096,19364382.51574728
2017-07-21,31587507.043283146,8377482.460137638,39964989.503420785,19421645.352166444
2017-07-24,31667550.893286657,8385338.13827246,40052889.03155912,19545714.831074633
2017-07-25,31706775.623287827,8398953.362525005,40105728.98581283,19564802.443214353
2017-07-26,31939784.75328901,8402197.782942478,40341982.53623149,19631609.085703377
2017-07-27,31923789.513290174,8400399.046639644,40324188.55992982,19669784.30998282
2017-07-28,31949744.353291344,8389946.680941364,40339691.034232706,19612521.473563656
2017-07-31,32088204.65329487,8390809.178702094,40479013.83199696,19736590.952471845
2017-08-01,32261337.393296044,8390492.954928145,40651830.34822419,19803397.59496087
2017-08-02,32251811.723297212,8410900.775325578,40662712.49862279,19803397.59496087
2017-08-03,32221836.063298397,8409983.530923251,40631819.59422165,19669784.30998282
2017-08-04,32325302.483299565,8431150.27006542,40756452.75336498,19803397.59496087
2017-08-07,32503915.843303088,8453172.545410363,40957088.38871345,19755678.56461157
2017-08-08,32470225.463304263,8422292.315886479,40892517.77919074,19641152.89177324
2017-08-09,32165513.96330544,8337716.652222342,40503230.61552778,19478908.188585605
2017-08-10,31696233.593306612,8141044.0925487885,39837277.6858554,19211681.61862951
2017-08-11,31569511.411040556,8070361.9081079615,39639873.31914852,19039893.109372016
2017-08-14,31901176.721044086,8210504.330385076,40111681.05142916,19268944.455048673
2017-08-16,32114165.631046437,8309515.053677781,40423680.68472422,19488451.994655468
2017-08-17,32021860.861047607,8315348.111358625,40337208.97240623,19497995.80072533
2017-08-18,31971703.341048792,8316942.835653954,40288646.176702745,19393013.93395686
2017-08-21,31749970.98105233,8318537.86578682,40068508.84683915,19202137.81255965
2017-08-22,31661343.341053504,8320133.201815875,39981476.54286938,19230769.230769232
2017-08-23,32027039.741054684,8321728.843799786,40348768.58485447,19383470.127887003
2017-08-24,32023120.071055863,8323324.791797227,40346444.86285309,19421645.352166444
2017-08-28,32178555.241060574,8324921.045866887,40503476.28692746,19517083.41286505
2017-08-29,31963440.841061752,8326517.606067465,40289958.44712922,19288032.067188393
2017-08-30,32348357.50106293,8328114.47245767,40676471.9735206,19440732.964306165
2017-08-31,32403700.211064108,8329711.645096224,40733411.85616033,19497995.80072533
2017-09-01,32685554.551065285,8331309.124041859,41016863.675107144,19631609.085703377
2017-09-04,32543705.701068833,8332906.90935332,40876612.61042215,19478908.188585605
2017-09-05,32617094.58107001,8334505.001089361,40951599.58215937,19555258.63714449
2017-09-06,32865315.691071197,8336103.399308748,41201419.090379946,19497995.80072533
2017-09-07,33092543.981072377,8337702.104070259,41430246.085142635,19536171.02500477
2017-09-08,33089839.911073554,8339301.115432684,41429141.02650624,19526627.218934912
2017-09-11,33507657.591077097,8340900.433454823,41848558.024531916,19669784.30998282
2017-09-12,33848597.10107827,8342500.058195486,42191097.15927376,19803397.59496087
2017-09-13,33725026.98107947,8344099.9897134965,42069126.970792964,19774766.176751286
2017-09-14,33659373.95108065,8344445.034753387,42003818.98583404,19803397.59496087
2017-09-15,33844034.66108182,8352666.827918957,42196701.489000775,19803397.59496087
2017-09-18,34237224.511085376,8364877.897343489,42602102.40842886,19946554.68600878
2017-09-19,34320276.50108656,8367420.853796991,42687697.35488355,19937010.87993892
2017-09-20,34102197.05108775,8369025.564645664,42471222.615733415,19937010.87993892
2017-09-21,33836780.49108893,8370630.583247103,42207411.07433603,19851116.625310175
2017-09-22,33062058.741090115,8364683.644125594,41426742.38521571,19574346.249284215
2017-09-25,32623551.14109367,8240406.197207201,40863957.33830087,19412101.546096582
2017-09-26,32887064.192515627,8310505.706725843,41197569.89924147,19354838.70967742
2017-09-27,32492151.592516817,8206279.645268265,40698431.237785086,19202137.81255965
2017-09-28,32692542.434984013,8240096.472172255,40932638.907156266,19278488.261118535
2017-09-29,32962828.5449852,8254543.904064878,41217372.44905008,19278488.261118535
2017-10-03,33211959.39498994,8269549.498093386,41481508.89308333,19373926.32181714
2017-10-04,33419698.044991132,8271135.439093021,41690833.48408415,19478908.188585605
2017-10-05,33428081.374992315,8272721.684245724,41700803.05923804,19440732.964306165
2017-10-06,33871229.1849935,8274308.233609826,42145537.41860332,19669784.30998282
2017-10-09,33888331.47499706,8275895.08724367,42164226.56224073,19679328.11605268
2017-10-10,34016587.384998254,8277482.245205607,42294069.63020386,19698415.728192404
2017-10-11,33784879.124999434,8279069.707554003,42063948.83255344,19612521.473563656
2017-10-12,34222207.805000626,8280657.474347233,42502865.27934786,19822485.207100593
2017-10-13,34343320.37500181,8282245.5456436835,42625565.92064549,20032448.94063753
2017-10-16,34393757.16500537,8283833.921501752,42677591.08650713,20156518.419545714
2017-10-17,34378118.27500656,8285422.601979849,42663540.876986414,20146974.613475855
2017-10-18,34489660.72500776,8287011.587136393,42776672.31214415,20118343.195266273
2017-10-19,34480372.32500895,8288600.877029818,42768973.202038765,20118343.195266273
2017-10-23,34437117.97501371,8290190.471718564,42727308.446732275,20070624.16491697
2017-10-24,34409024.7250149,8291780.371261085,42700805.096275985,20022905.134567667
2017-10-25,34111530.00501609,8290876.117444042,42402406.12246013,20223325.062034737
2017-10-26,34253862.96501728,8314822.587630949,42568685.55264823,20309219.31666349
2017-10-27,34536881.90501847,8354500.206777163,42891382.111795634,20271044.092384044
2017-10-30,34895141.39502204,8356102.439693531,43251243.834715575,20414201.183431953
2017-10-31,34817778.025023244,8357704.979887445,43175483.00491069,20328306.92880321
2017-11-01,35033548.94502443,8359307.827417835,43392856.77244227,20509639.24413056
2017-11-02,35001193.24502563,8360910.982343641,43362104.22736927,20509639.24413056
2017-11-03,35016816.16502682,8361256.72255133,43378072.88757815,20547814.468410004
2017-11-06,35067828.425030395,8341028.142328258,43408856.56735865,20547814.468410004
2017-11-07,34511903.585031584,8341508.638925417,42853412.223957,20395113.571292233
2017-11-08,34285626.73984004,8336401.029082032,42622027.76892207,20290131.70452376
2017-11-09,34385706.20984123,8354500.131758843,42740206.341600075,20261500.286314186
2017-11-10,34556654.30984242,8361122.173931322,42917776.483773746,20280587.898453902
2017-11-13,34299850.79984601,8354502.067464679,42654352.86731069,20156518.419545714
2017-11-14,34348297.669847205,8369891.459986669,42718189.12983388,20080167.970986832
2017-11-15,34381744.5498484,8325138.24050936,42706882.79035776,19937010.87993892
2017-11-16,34506030.2498496,8330508.078708909,42836538.32855851,20080167.970986832
2017-11-17,34764239.53985079,8345696.290634714,43109935.8304855,20213781.25596488
2017-11-20,34893327.35985438,8358036.469905521,43251363.829759896,20271044.092384044
2017-11-21,34983865.70985557,8377370.530289862,43361236.24014543,20309219.31666349
2017-11-22,34978488.56985677,8333356.952482616,43311845.52233939,20318763.122733347
2017-11-23,34828680.15985797,8334955.130528297,43163635.290386274,20347394.540942926
2017-11-24,34827076.89985917,8336553.615073878,43163630.51493305,20414201.183431953
2017-11-27,34827408.07986275,8338152.406178139,43165560.48604089,20423744.98950181
2017-11-28,34768362.61986395,8339751.503899872,43108114.12376382,20395113.571292233
2017-11-29,34814837.29986516,8341350.908297881,43156188.20816304,20385569.76522237
2017-11-30,34719335.68986636,8342950.619430979,43062286.30929734,20185149.837755296
2017-12-01,34449795.24986755,8342040.785281347,42791836.0351489,19965642.2981485
2017-12-04,34346895.70987114,8368763.201694963,42715658.91156611,19984729.910288222
2017-12-05,34418151.61987235,8366697.263648712,42784848.88352106,19965642.2981485
2017-12-06,34208065.56987354,8317606.265033539,42525671.834907085,19803397.59496087
2017-12-07,34709952.28987474,8351551.5426282035,43061503.832502946,20061080.358847104
2017-12-08,35130617.24987595,8398900.076494195,43529517.32637014,20242412.674174458
2017-12-11,35224898.43987955,8400510.824454071,43625409.26433362,20290131.70452376
2017-12-12,35293343.79988075,8402121.881324515,43695465.681205265,20156518.419545714
2017-12-13,35140372.52988195,8403733.24716477,43544105.77704672,20080167.970986832
2017-12-14,35103316.43988314,8405344.922034089,43508661.36191723,20118343.195266273
2017-12-15,35561808.35988435,8406956.905991739,43968765.26587609,20299675.510593623
2017-12-18,35784971.98988795,8408569.199096998,44193541.18898495,20404657.37736209
2017-12-19,36075365.36988917,8410181.801409153,44485547.171298325,20576445.886619583
2017-12-20,36191146.11989036,8411794.712987507,44602940.83287787,20519183.050200418
2017-12-21,36158180.349891566,8413407.933891367,44571588.28378293,20509639.24413056
2017-12-22,36272173.239892766,8415021.46418006,44687194.704072826,20605077.304829165
2017-12-26,36308349.05989758,8416635.303912917,44724984.363810495,20671883.94731819
2017-12-27,36107026.81989879,8418249.453149285,44525276.27304807,20662340.14124833
2017-12-28,36289958.61989999,8419863.911948519,44709822.531848505,20614621.110899027
2017-12-29,36293108.63990119,8421478.680369988,44714587.32027118,20700515.36552777
2018-01-01,36111095.0899048,8423093.758473072,44534188.84837787,20576445.886619583
2018-01-02,36052393.95990601,8424709.146317163,44477103.10622317,20509639.24413056
2018-01-03,36274249.09990722,8426324.843961664,44700573.94386888,20538270.662340138
2018-01-04,36653725.41990842,8427940.851465985,45081666.271374404,20643252.52910861
2018-01-05,36846130.359909624,8429557.168889554,45275687.528799176,20748234.395877074
2018-01-08,36932203.66991325,8431173.796291808,45363377.46620505,20853216.262645543
2018-01-09,36708665.57991445,8432790.733732192,45141456.313646644,20900935.292994846
2018-01-10,36510379.19991566,8433139.446309784,44943518.646225445,20977285.74155373
2018-01-11,36559612.57991687,8437251.694022775,44996864.27393965,20996373.35369345
2018-01-12,36706594.49991807,8429842.421553137,45136436.92147121,21044092.384042755
2018-01-15,36747850.7299217,8433141.62895453,45180992.35887623,21168161.862950943
2018-01-16,36355567.67992291,8423398.316280631,44778965.99620354,21063179.996182475
2018-01-17,36481300.519924104,8415205.083585124,44896505.60350923,21196793.281160526
2018-01-18,36253109.04992532,8428332.993877836,44681442.043803155,21292231.341859132
2018-01-19,36624620.049926534,8452536.366353374,45077156.41627991,21416300.82076732
2018-01-22,36652889.749930166,8442617.417864729,45095507.1677949,21540370.29967551
2018-01-23,36916120.289931364,8459861.693874447,45375981.98380581,21798053.063561752
2018-01-24,36786560.74993257,8447047.930339305,45233608.68027188,21798053.063561752
2018-01-25,36843936.95993379,8435866.305684026,45279803.26561782,21750334.033212446
2018-01-29,36814738.94993863,8394206.526407236,45208945.47634587,21874403.51212063
2018-01-30,36540464.58993984,8371168.416502002,44911633.00644184,21702615.002863143
2018-01-31,36446778.77994105,8403642.493048184,44850421.272989236,21673983.58465356
2018-02-01,36607820.319942266,8412048.29028486,45019868.61022712,21664439.778583698
2018-02-02,35721981.55994348,8313625.569910562,44035607.129854046,21234968.505439967
2018-02-05,35274858.67994711,8163235.8447907595,43438094.524737865,21053636.190112613
2018-02-06,34771271.59994832,8011428.592690854,42782700.19263917,20757778.201946937
2018-02-07,35105109.60723111,8012965.0310510965,43118074.63828221,20690971.559457913
2018-02-08,35622276.09723232,8014501.76407075,43636777.86130307,20900935.292994846
2018-02-09,35354639.547233544,8016038.791806325,43370678.33903987,20662340.14124833
2018-02-12,35639395.25723718,8017576.114314343,43656971.37155152,20834128.650505822
2018-02-14,35660522.27723961,8019113.731651335,43679636.00889095,20738690.589807212
2018-02-15,35624745.28724082,8020651.643873843,43645396.93111466,20843672.456575684
2018-02-16,35429869.80614831,8022189.851038422,43452059.65718673,20662340.14124833
2018-02-19,35162836.433244266,8023728.353201635,43186564.7864459,20500095.4380607
2018-02-20,35077168.87324548,8025267.150420058,43102436.02366553,20452376.407711394
2018-02-21,34963647.75518401,8026806.242750275,42990453.99793428,20547814.468410004
2018-02-22,34882004.22518523,8025930.885485768,42907935.110671,20509639.24413056
2018-02-23,35249413.93518644,8052082.194552848,43301496.129739285,20700515.36552777
2018-02-26,35543379.51519009,8048191.889866872,43591571.40505696,20872303.874785267
2018-02-27,35563356.495191306,8082785.421789189,43646141.9169805,20805497.232296243
2018-02-28,35536371.31519253,8076036.855781039,43612408.17097357,20738690.589807212
2018-03-01,35383063.655193746,8084107.471946332,43467171.127140075,20633708.723038748
2018-03-05,34869726.65519861,8085657.848721773,42955384.503920384,20452376.407711394
2018-03-06,34605390.895199835,8087208.522829748,42692599.418029584,20251956.48024432
2018-03-07,34295711.79520105,8086326.578440418,42382038.37364147,20051536.552777246
2018-03-08,34437706.885202274,8062084.175926717,42499791.06112899,20223325.062034737
2018-03-09,34609880.24125687,8062417.559054857,42672297.80031173,20213781.25596488
2018-03-12,34821963.17126052,8095524.941082621,42917488.11234314,20614621.110899027
2018-03-13,34987440.73126175,8084024.540037075,43071465.271298826,20595533.498759307
2018-03-14,34992850.871262975,8106044.905969411,43098895.777232386,20576445.886619583
2018-03-15,34907400.031264186,8123251.458965863,43030651.490230046,20471464.019851115
2018-03-16,34594811.82126541,8124809.342807309,42719621.164072715,20166062.225615576
2018-03-19,34148134.69126907,8126367.525420998,42274502.21669007,19994273.716358084
2018-03-20,34241247.5612703,8127926.00686423,42369173.568134524,19975186.104218364
2018-03-21,34358343.501271516,8129484.787194314,42487828.28846583,20022905.134567667
2018-03-22,34178944.261272736,8131043.866468571,42309988.12774131,19956098.49207864
2018-03-23,33888031.381273955,8131380.101216323,42019411.48249028,19784309.98282115
2018-03-26,34399887.52127762,8158381.014649433,42558268.53592706,19984729.910288222
2018-03-27,34600014.611278854,8177104.03096837,42777118.64224722,20080167.970986832
2018-03-28,34477886.94128007,8177442.170395034,42655329.1116751,20022905.134567667
2018-04-02,35126898.74128619,8170853.65966059,43297752.40094678,20194693.64382516
2018-04-03,35366257.06128741,8156971.119661073,43523228.18094848,20280587.898453902
2018-04-04,34988686.34128863,8139027.581625106,43127713.92291374,20032448.94063753
2018-04-05,35624563.84128986,8140588.491024322,43765152.332314186,20404657.37736209
2018-04-06,35794331.931291096,8142149.6997760255,43936481.63106712,20395113.571292233
2018-04-09,35990550.251294754,8143711.207937627,44134261.45923238,20490551.631990835
2018-04-10,35891179.62129599,8145273.0155665465,44036452.63686253,20538270.662340138
2018-04-11,36059543.701297216,8146835.122720217,44206378.824017435,20585989.69268944
2018-04-12,36088585.48129844,8148397.529456082,44236983.01075452,20690971.559457913
2018-04-13,36341061.85129966,8149960.235831594,44491022.087131254,20700515.36552777
2018-04-16,36599322.29130335,8151523.24190422,44750845.53320757,20795953.42622638
2018-04-17,36666915.761304565,8153086.547731434,44820002.309036,20786409.62015652
2018-04-18,36566476.581305794,8154650.153370725,44721126.73467652,20748234.395877074
2018-04-19,36853112.10130702,8156214.058879591,45009326.16018661,20834128.650505822
2018-04-20,36961708.431308255,8157778.26431554,45119486.69562379,20805497.232296243
2018-04-23,36968531.94131195,8159342.7697360935,45127874.711048044,20891391.486924987
2018-04-24,37085049.51131316,8160907.575198783,45245957.08651195,20948654.32334415
2018-04-25,37049267.8713144,8162472.68076115,45211740.55207555,20853216.262645543
2018-04-26,37246936.76131563,8164038.086480749,45410974.84779638,20967741.93548387
2018-04-27,37313951.05131686,8165603.792415143,45479554.843732,21101355.22046192
2018-04-30,37509899.161320545,8167169.798621908,45677068.95994245,21215880.893300246
2018-05-02,37323014.82132301,8168736.10515863,45491750.926481634,21139530.444741365
2018-05-03,37132370.60132424,8169073.898555011,45301444.49987925,21091811.41439206
2018-05-04,37136283.72195459,8174096.265004048,45310379.98695864,20996373.35369345
2018-05-07,37410443.361958295,8174097.201915146,45584540.56387344,21129986.638671502
2018-05-08,37304819.97195952,8168371.90934017,45473191.88129969,21158618.056881085
2018-05-09,37160023.52196075,8176302.387331003,45336325.90929175,21225424.69937011
2018-05-10,37053019.88196199,8180092.435939533,45233112.31790152,21149074.250811223
2018-05-11,37212945.641963206,8183794.655217658,45396740.29718086,21301775.14792899
2018-05-14,37139475.581966914,8183088.6751448,45322564.25711171,21320862.76006872
2018-05-15,37245744.76196814,8097772.391572706,45343517.15354085,21320862.76006872
2018-05-16,37343513.94196939,8090605.5537080765,45434119.49567746,21225424.69937011
2018-05-17,37389159.04197061,8100907.783945773,45490066.82591638,21120442.832601644
2018-05-18,37045826.17197185,8073616.627742432,45119442.79971428,20920022.905134566
2018-05-21,36339817.72197555,8015249.657590959,44355067.379566506,20815041.038366098
2018-05-22,36588587.83197678,8065195.440670498,44653783.27264728,20862760.068715405
2018-05-23,36344489.96197802,8054743.965030059,44399233.92700808,20585989.69268944
2018-05-24,36356501.69197926,8048221.789596922,44404723.48157618,20719602.977667492
2018-05-25,36765725.96198049,8053957.916378489,44819683.87835898,20958198.12941401
2018-05-28,36922901.251984194,8056964.1791520985,44979865.431136295,21196793.281160526
2018-05-29,36890483.841985434,8058509.350364539,44948993.19234997,21063179.996182475
2018-05-30,37093654.61198667,8058842.585666571,45152497.197653234,21053636.190112613
2018-05-31,37363729.891987905,8018208.761423436,45381938.65341134,21234968.505439967
2018-06-01,37127045.30198914,8019746.50009001,45146791.80207915,21187249.475090668
2018-06-04,36700639.311992854,8020078.132471507,44720717.44446436,21015460.965833172
2018-06-05,36603178.091994084,8047697.789365213,44650875.881359294,21034548.577972896
2018-06-06,36958960.50199533,8224894.791453584,45183855.29344892,21187249.475090668
2018-06-07,37295528.61199657,8351553.306614779,45647081.91861135,21339950.372208435
2018-06-08,37324960.24199781,8358294.659711608,45683254.901709415,21349494.178278293
2018-06-11,37443894.11200151,8359897.620331279,45803791.73233279,21425844.626837183
2018-06-12,37626736.36200276,8361500.888368055,45988237.250370815,21492651.269326206
2018-06-13,37606494.252004,8363104.463880893,45969598.715884894,21483107.463256344
2018-06-14,37676643.11200523,8364708.34692876,46041351.45893399,21416300.82076732
2018-06-15,37700852.31200648,8366312.537570638,46067164.84957712,21473563.657186486
2018-06-18,37481103.542010196,8367917.035865515,45849020.57787571,21454476.045046765
2018-06-19,37250388.242011435,8369521.841872393,45619910.08388383,21282687.53578927
2018-06-20,37532678.26201268,8371126.955650287,45903805.21766297,21368581.79041802
2018-06-21,37318496.07065504,8372732.37725822,45691228.44791326,21282687.53578927
2018-06-22,37535373.34065627,8374338.106755229,45909711.4474115,21464019.851116624
2018-06-25,37469491.76066001,8375944.14420036,45845435.90486037,21349494.178278293
2018-06-26,37300730.43849774,8377550.489652673,45678280.92815041,21406757.014697462
2018-06-27,37029852.51849899,8379157.143171237,45409009.66167022,21139530.444741365
2018-06-28,36622712.84850023,8375723.374460982,44998436.22296121,21005917.159763314
2018-06-29,37107507.60094382,8494963.330534939,45602470.93147875,21225424.69937011
2018-07-02,36856870.62094755,8491227.432836724,45348098.05378427,21187249.475090668
2018-07-03,37017428.52094879,8501381.244349565,45518809.76529835,21263599.923649553
2018-07-04,37270809.50095003,8496863.465204647,45767672.96615468,21349494.178278293
2018-07-05,37175056.740951285,8502808.68028582,45677865.4212371,21359037.98434816
2018-07-06,37291342.40034981,8504439.355923137,45795781.75627295,21435388.432907045
2018-07-09,37718584.13035355,8506070.344292765,46224654.474646315,21540370.29967551
2018-07-10,37942782.080354795,8507701.645454684,46450483.72580948,21702615.002863143
2018-07-11,38113607.820356034,8509333.259468881,46622941.07982492,21702615.002863143
2018-07-12,38271621.050357275,8510965.186395355,46782586.23675263,21855315.899980914
2018-07-13,38412143.850358516,8512597.426294116,46924741.276652634,21883947.318190496
2018-07-16,38155879.43036226,8511669.09144068,46667548.52180294,21759877.839282304
2018-07-17,38199818.11036351,8480597.370929558,46680415.48129307,21855315.899980914
2018-07-18,37900322.360364765,8426485.638096888,46326807.99846165,21778965.451422025
2018-07-19,37840697.920366004,8451284.961030222,46291982.88139623,21778965.451422025
2018-07-20,38182877.13036726,8485676.452343244,46668553.582710505,21941210.154609658
2018-07-23,38220384.41037099,8487303.842347803,46707688.25271879,22017560.603168543
2018-07-24,38466392.27037224,8488931.544454554,46955323.814826794,22084367.24565757
2018-07-25,38581702.050373495,8490559.558723355,47072261.60909685,22122542.46993701
