,mq,kc6,combined
2024-10-16,12573706.231552452,4969031.125535558,17542737.35708801
2024-10-17,12364066.911553094,4969236.604801751,17333303.516354844
2024-10-18,12456545.028284514,4966622.877597534,17423167.90588205
2024-10-21,12333380.72828644,4996623.494197708,17330004.22248415
2024-10-22,12132341.80828708,4955988.17861248,17088329.986899562
2024-10-23,12109663.88964551,5081630.678010024,17191294.567655534
2024-10-24,11968060.909646152,5038076.9693973325,17006137.879043482
2024-10-25,11862634.469646791,4943353.81097024,16805988.280617032
2024-10-28,11879379.288615674,4953269.654405352,16832648.943021026
2024-10-29,11910509.808616316,4975039.248154067,16885549.056770384
2024-10-30,11918682.92861696,4975535.218080068,16894218.14669703
2024-10-31,11881518.2686176,4975991.798477999,16857510.0670956
2024-11-01,11915086.598866502,5010639.905588815,16925726.504455317
2024-11-04,11776916.998868436,4997723.789464703,16774640.788333138
2024-11-05,11836308.611296784,4995358.392736656,16831667.00403344
2024-11-06,12035114.720341204,5004727.386731276,17039842.10707248
2024-11-07,11862431.49034185,4996403.934005192,16858835.424347043
2024-11-08,11858606.776198776,4985810.434759659,16844417.210958436
2024-11-11,11779713.216200707,4971379.868738093,16751093.084938802
2024-11-12,11591603.100240326,4958214.339805216,16549817.440045541
2024-11-13,11377830.64618172,4912867.804722921,16290698.450904641
2024-11-14,11448291.568057718,4905905.993699331,16354197.561757049
2024-11-18,11432932.578060297,4853132.437008746,16286065.015069043
2024-11-19,11477940.58806094,4853888.03628663,16331828.62434757
2024-11-21,11526424.62852353,4813154.596506702,16339579.225030232
2024-11-22,11718290.688524174,4784701.5111198425,16502992.199644016
2024-11-25,11815296.118526112,4829288.415075645,16644584.533601757
2024-11-26,11888947.648526756,4831243.220231171,16720190.868757926
2024-11-27,11919418.018527405,4839376.880514503,16758794.89904191
2024-11-28,11799685.788528051,4846768.058973538,16646453.847501589
2024-11-29,11897429.108528696,4847697.576135533,16745126.684664229
2024-12-02,11948381.088530635,4848627.271561094,16797008.36009173
2024-12-03,12004736.348531287,4849557.145284407,16854293.493815694
2024-12-04,12029852.77853193,4850487.197339667,16880339.975871596
2024-12-05,12138163.408532578,4851417.427761075,16989580.836293653
2024-12-06,11973319.00853322,4852347.836582838,16825666.845116057
2024-12-09,11963663.835823225,4852548.490764223,16816212.326587446
2024-12-10,11965485.355823869,4851144.61868711,16816629.97451098
2024-12-11,11991318.88582452,4861890.327776023,16853209.213600542
2024-12-12,11952868.635825165,4862822.745099158,16815691.38092432
2024-12-13,12007941.89582581,4863023.832438731,16870965.72826454
2024-12-16,12020854.63582776,4852810.961603522,16873665.59743128
2024-12-17,11902318.265828405,4863357.772275611,16765676.038104016
2024-12-18,11849919.395829055,4861176.295241377,16711095.691070434
2024-12-19,11820515.285829699,4842792.7424034765,16663308.028233174
2024-12-20,11609408.645830352,4808164.369352416,16417573.015182767
2024-12-23,11683648.545832297,4844282.239892688,16527930.785724984
2024-12-24,11664896.595832946,4843987.880262585,16508884.476095531
2024-12-26,11670552.815834247,4867558.13396742,16538110.949801667
2024-12-27,11669228.855834892,4851538.4281459,16520767.283980792
2024-12-30,11667594.295836844,4847800.502004567,16515394.797841411
2024-12-31,11622190.968813319,4857583.824370705,16479774.793184023
2025-01-01,11690134.078813963,4861284.667924419,16551418.746738382
2025-01-02,11816454.698814616,4868850.401101509,16685305.099916125
2025-01-03,11720948.42881527,4869784.153233227,16590732.582048498
2025-01-06,11520485.638817215,4869253.082617319,16389738.721434534
2025-01-07,11587018.971800588,4894073.150611246,16481092.122411834
2025-01-08,11484629.48180124,4884735.712089445,16369365.193890685
2025-01-09,11427442.871801889,4865259.551486551,16292702.423288438
2025-01-10,11375828.751802541,4799880.581170295,16175709.332972836
2025-01-13,11125036.47192915,4690265.210915928,15815301.682845078
2025-01-14,11132747.0718427,4740117.661594733,15872864.733437434
2025-01-15,11153484.361843353,4775188.117141421,15928672.478984773
2025-01-16,11207691.301844003,4816648.482786751,16024339.784630753
2025-01-17,11205230.201844657,4816847.660729242,16022077.8625739
2025-01-20,11238228.351846613,4817111.923250478,16055340.27509709
2025-01-21,11116071.001847263,4813893.426828178,15929964.428675441
2025-01-22,11073207.531847917,4802343.78647096,15875551.318318877
2025-01-23,11206816.07184857,4791247.829799872,15998063.901648441
2025-01-24,11093978.461849222,4778959.773353395,15872938.235202618
2025-01-27,10867935.281136358,4778438.607521323,15646373.888657682
2025-01-28,10804375.785561781,4748358.462950494,15552734.248512276
2025-01-29,10996279.775562432,4783774.527769326,15780054.303331759
2025-01-30,11039328.18556309,4782960.115377392,15822288.30094048
2025-01-31,11134484.92556374,4788349.637781618,15922834.563345358
2025-02-01,11179213.545564394,4789267.951410782,15968481.496975176
2025-02-03,11158874.845565703,4790186.441154888,15949061.28672059
2025-02-04,11275916.895566355,4791105.107047712,16067022.002614068
2025-02-05,11311622.345567008,4792023.949123037,16103646.294690046
2025-02-06,11290466.575567659,4792942.96741465,16083409.54298231
2025-02-07,11311502.245568316,4793862.161956347,16105364.407524664
2025-02-10,11237614.61557028,4794781.532781928,16032396.14835221
2025-02-11,10993794.295570932,4794258.641519885,15788052.937090818
2025-02-12,10996592.465571586,4757473.86043917,15754066.326010756
2025-02-13,10972791.845572244,4768160.232204186,15740952.07777643
2025-02-14,10848102.565572897,4732759.437042919,15580862.002615817
2025-02-17,10804170.479216304,4721934.476609762,15526104.955826066
2025-02-18,10813457.51921696,4722840.053084728,15536297.57230169
2025-02-19,10872201.859217618,4723745.803231895,15595947.662449513
2025-02-20,10889849.329218272,4724651.72708457,15614501.056302842
2025-02-21,10759493.649218926,4725557.824676066,15485051.473894991
2025-02-24,10681872.76379747,4726464.096039702,15408336.85983717
2025-02-25,10696759.062103031,4726659.544679408,15423418.60678244
2025-02-27,10701108.315916939,4731947.732818732,15433056.04873567
2025-02-28,10381755.365917597,4723114.251637823,15104869.61755542
2025-03-03,10509215.25767708,4726466.795804466,15235682.053481545
2025-03-04,10441178.257677736,4740703.530807614,15181881.78848535
2025-03-05,10624358.157678394,4717128.210239604,15341486.367917998
2025-03-06,10678569.057679052,4718032.864964856,15396601.922643907
2025-03-07,10672892.657679709,4718937.693185534,15391830.350865243
2025-03-10,10616804.65768168,4719842.694934913,15336647.352616593
2025-03-11,10598692.407682337,4720747.870246271,15319440.277928608
2025-03-12,10590301.757682996,4721653.219152893,15311954.976835888
2025-03-13,10547343.707683656,4722558.741688073,15269902.449371729
2025-03-17,10666986.957686288,4723464.437885109,15390451.395571398
2025-03-18,10800699.307686947,4724370.307777307,15525069.615464255
2025-03-19,10896916.375581257,4725276.351397977,15622192.726979233
2025-03-20,11018712.97558192,4726182.568780437,15744895.544362357
2025-03-21,11120322.175582578,4727088.959958011,15847411.13554059
2025-03-24,11216423.225584555,4727995.524964031,15944418.750548586
2025-03-25,11161163.975585211,4728902.263831832,15890066.239417043
2025-03-26,11117678.275585873,4729809.176594759,15847487.452180631
2025-03-27,11203785.825586531,4730716.263286161,15934502.088872693
2025-03-28,11220436.775587192,4731623.523939394,15952060.299526587
2025-04-01,11109531.925589832,4732530.958587822,15842062.884177653
2025-04-02,11163150.875590492,4733438.567264811,15896589.442855302
2025-04-03,11146116.77559115,4734346.350003739,15880463.125594888
2025-04-04,11054511.875591813,4734542.124590238,15789054.000182051
2025-04-07,10760106.843938645,4709957.577685819,15470064.421624463
2025-04-08,10936238.561043808,4730507.825647294,15666746.3866911
2025-04-09,10933597.461044468,4706611.279574131,15640208.740618598
2025-04-11,11116053.011045791,4744201.693305008,15860254.7043508
2025-04-15,11362040.711048435,4745111.540205094,16107152.25125353
2025-04-16,11399161.311049098,4746021.561596367,16145182.872645464
2025-04-17,11519390.361049764,4746931.757512289,16266322.118562054
2025-04-21,11610042.011052413,4747842.127986332,16357884.139038745
2025-04-22,11659657.811053071,4748752.673051974,16408410.484105045
2025-04-23,11662727.061053734,4749663.392742696,16412390.453796431
2025-04-24,11650045.811054397,4750574.287091989,16400620.098146386
2025-04-25,11511958.611055061,4751485.356133349,16263443.96718841
2025-04-28,11613940.611057049,4752396.599900279,16366337.210957328
2025-04-29,11564698.511057714,4753308.018426288,16318006.529484002
2025-04-30,11511531.511058375,4754219.61174489,16265751.122803265
2025-05-02,11475733.761059701,4755131.379889608,16230865.140949309
2025-05-05,11514091.761061694,4756043.322893971,16270135.083955664
2025-05-06,11521716.06106236,4756955.440791512,16278671.501853872
2025-05-07,11598930.16106302,4757867.733615774,16356797.894678794
2025-05-08,11440864.661063688,4758780.201400303,16199644.862463992
2025-05-09,11418468.961064355,4759692.844178654,16178161.80524301
2025-05-12,11640536.561066344,4760605.661984387,16401142.223050732
2025-05-13,11556567.51106701,4761518.654851069,16318086.165918078
2025-05-14,11553473.611067675,4762431.822812273,16315905.43387995
2025-05-15,11622512.66106834,4763345.16590158,16385857.826969922
2025-05-16,11600988.561069006,4764258.684152575,16365247.245221581
2025-05-19,11599347.461071005,4765172.377598851,16364519.838669855
2025-05-20,11455199.761071669,4766086.2462740075,16221286.007345676
2025-05-21,11518411.111072334,4767000.29021165,16285411.401283983
2025-05-22,11442791.761073,4767914.509445389,16210706.270518389
2025-05-23,11478253.861073667,4768828.904008844,16247082.765082512
2025-05-26,11526008.911075665,4769743.47393564,16295752.385011304
2025-05-27,11467674.911076332,4770658.219259409,16238333.13033574
2025-05-28,11450419.261076994,4771573.140013788,16221992.401090782
2025-05-29,11446414.661077665,4772488.23623242,16218902.897310086
2025-05-30,11397357.71107833,4772685.5880613625,16170043.299139693
2025-06-02,11478101.465265308,4777358.742009758,16255460.207275067
2025-06-03,11473006.015265975,4789738.33030662,16262744.345572595
2025-06-04,11513170.615266642,4790656.910260378,16303827.525527019
2025-06-05,11593052.01526731,4791575.666380155,16384627.681647465
2025-06-06,11680114.465267979,4792494.598699735,16472609.063967712
2025-06-09,11773016.46526998,4793413.70725291,16566430.17252289
2025-06-10,11758093.815270651,4794332.992073479,16552426.807344131
2025-06-11,11764457.165271316,4795252.453195247,16559709.618466564
2025-06-12,11719016.515271982,4796172.090652024,16515188.605924007
2025-06-13,11706687.815272653,4797091.904477629,16503779.719750281
2025-06-16,11761495.91527466,4798011.894705885,16559507.809980545
2025-06-17,11714163.865275325,4798932.061370623,16513095.92664595
2025-06-18,11626232.765275998,4799852.404505681,16426085.16978168
2025-06-19,11574709.362842647,4800050.88789711,16374760.250739757
2025-06-20,11598304.762843315,4804202.3211035505,16402507.083946865
2025-06-23,11609613.312845323,4807178.165828146,16416791.47867347
2025-06-24,11697929.062845994,4808855.304262617,16506784.36710861
2025-06-25,11797337.512846664,4813385.638896311,16610723.151742974
2025-06-26,11879844.562847333,4808898.132964045,16688742.695811378
2025-06-27,12126225.862848002,4818288.786496394,16944514.649344396
2025-06-30,12094505.562850015,4820485.34597634,16914990.908826355
2025-07-01,12062295.912850685,4821409.822618034,16883705.73546872
2025-07-02,11990127.212851355,4822334.476556618,16812461.689407974
2025-07-03,11993758.712852031,4823259.307826094,16817018.020678125
2025-07-04,12023214.012852699,4824184.3164604725,16847398.32931317
2025-07-07,12033941.962854713,4825109.502493766,16859051.46534848
2025-07-08,12028479.362855384,4825309.030316158,16853788.39317154
2025-07-09,12062880.962856054,4824854.035500054,16887734.998356108
2025-07-10,11981802.512856726,4823965.200438369,16805767.713295095
2025-07-11,11963243.612857401,4814477.579288619,16777721.19214602
2025-07-14,12009541.21285941,4823176.247643134,16832717.460502543
2025-07-15,12047566.462860089,4850651.617764402,16898218.08062449
2025-07-16,12025947.61286076,4846772.099663699,16872719.71252446
2025-07-17,12034303.01286143,4847449.5986932125,16881752.611554645
2025-07-18,11961384.012862101,4820250.43123988,16781634.44410198
2025-07-21,11991367.062864121,4825560.250716253,16816927.313580375
2025-07-22,12025569.562864793,4822541.131022688,16848110.69388748
2025-07-23,12078552.612865465,4830958.047020419,16909510.659885883
2025-07-24,12028874.312866138,4827045.741264156,16855920.054130293
2025-07-25,11909016.462866815,4813176.457725635,16722192.92059245
2025-07-28,11853436.812868832,4787812.138671112,16641248.951539945
2025-07-29,11912349.712869508,4815103.921104227,16727453.633973736
2025-07-30,11920571.712870182,4820863.384849997,16741435.09772018
2025-07-31,11863384.312870856,4770393.90244428,16633778.215315137
2025-08-01,11732532.244163176,4726823.142847812,16459355.387010988
2025-08-04,11783192.696672283,4778623.298446474,16561815.995118756
2025-08-05,11751469.44667296,4766048.260131905,16517517.706804864
2025-08-06,11716757.156793827,4763768.805592705,16480525.962386532
2025-08-07,11646067.506794505,4793035.9034218155,16439103.41021632
2025-08-08,11543377.80679518,4771972.578566307,16315350.385361487
2025-08-11,11590688.356797205,4769123.642154042,16359811.998951247
2025-08-12,11515709.05679788,4765232.032863193,16280941.089661073
2025-08-13,11579414.556798555,4777591.156240589,16357005.713039145
2025-08-14,11649965.15679923,4787826.961982444,16437792.118781675
2025-08-18,11765709.649142895,4822056.679196506,16587766.328339402
2025-08-19,11824643.949143568,4822981.457189777,16647625.406333346
2025-08-20,11941978.549144246,4823906.412537731,16765884.961681977
2025-08-21,11933270.899144923,4824831.545274382,16758102.444419306
2025-08-22,11804244.6491456,4825756.85543375,16630001.50457935
2025-08-25,11801670.14914763,4826682.343049861,16628352.492197491
2025-08-26,11714140.599148307,4826881.93591232,16541022.535060627
2025-08-28,11605415.449149659,4815295.423031212,16420710.872180872
2025-08-29,11667552.89915034,4772808.274130239,16440361.173280578
2025-09-01,11748747.499152374,4840097.6980211595,16588845.197173532
2025-09-02,11717031.799153049,4857861.28319882,16574893.082351869
2025-09-03,11779269.649153728,4864959.658951763,16644229.308105491
2025-09-04,11792038.299154405,4865115.811891702,16657154.111046106
2025-09-05,11808249.049155083,4866048.847800832,16674297.896955915
2025-09-08,11826049.59915712,4866982.062648356,16693031.661805475
2025-09-09,11879703.899157798,4867915.45646859,16747619.355626388
2025-09-10,11879429.449158473,4868849.029295858,16748278.478454331
2025-09-11,11846767.249159154,4869782.781164491,16716550.030323643
2025-09-12,11833218.999159832,4870716.7121088235,16703935.711268656
2025-09-15,11813057.799161866,4871650.822163201,16684708.621325068
2025-09-16,11946111.99916255,4872585.111361972,16818697.11052452
2025-09-17,11931380.649163231,4873519.579739493,16804900.228902724
2025-09-18,11936568.149163911,4874454.227330129,16811022.37649404
2025-09-19,11902990.049164586,4875389.054168247,16778379.103332832
2025-09-22,11861408.54916663,4876324.060288224,16737732.609454853
2025-09-23,11799134.684969474,4876525.7059338875,16675660.390903361
2025-09-24,11743058.48497015,4871341.559343245,16614400.044313395
2025-09-25,11682039.784970831,4865491.194253582,16547530.979224414
2025-09-26,11532626.984971512,4838393.241549916,16371020.226521429
2025-09-29,11587414.584973555,4863759.568441412,16451174.153414968
2025-09-30,11551191.484974237,4849893.549010702,16401085.03398494
2025-10-01,11645017.524974918,4884771.703720028,16529789.228694946
2025-10-03,11691344.604976278,4907449.427613891,16598794.03259017
2025-10-06,11769040.294978324,4917096.285595821,16686136.580574146
2025-10-07,11791633.054979004,4918039.290362922,16709672.345341925
2025-10-08,11739713.80497969,4918982.475980252,16658696.280959941
2025-10-09,11775030.37498037,4919925.842482495,16694956.217462864
2025-10-10,11802729.684981054,4920869.389904342,16723599.074885394
2025-10-13,11814073.404983101,4921813.118280488,16735886.523263589
2025-10-14,11781584.434983782,4922757.027645638,16704341.46262942
2025-10-15,11869177.524984468,4923701.118034502,16792878.64301897
2025-10-16,11949721.714985149,4924645.389481796,16874367.104466945
2025-10-17,12050772.15498583,4925589.842022245,16976361.997008074
2025-10-20,12104746.867724188,4926534.475690578,17031281.343414765
2025-10-21,12102197.587724872,4927479.290521532,17029676.878246404
2025-10-23,11971635.257726239,4928424.286549851,16900059.54427609
2025-10-24,11925092.897726923,4929369.463810286,16854462.36153721
2025-10-27,11974230.757728977,4930314.822337592,16904545.58006657
2025-10-28,11974536.18772966,4931260.362166533,16905796.549896196
2025-10-29,11969218.667730344,4932206.08333188,16901424.751062226
2025-10-30,11902188.297731033,4933151.985868409,16835340.283599444
2025-10-31,11865079.217731716,4934098.069810905,16799177.28754262
2025-11-03,11913976.78773377,4935044.3351941565,16849021.122927926
2025-11-04,11881981.574901717,4935990.782052961,16817972.35695468
2025-11-06,11844061.644903086,4933968.018854716,16778029.6637578
2025-11-07,11854106.884903774,4961425.945261351,16815532.830165125
2025-11-10,11906317.254905827,4963846.846880169,16870164.101785995
2025-11-11,11878434.794906516,4968847.709048064,16847282.503954582
2025-11-12,11904173.434907204,4980972.519168704,16885145.954075906
2025-11-13,11881879.864907889,4992878.820802421,16874758.68571031
2025-11-14,11951179.504908575,4993742.11462011,16944921.619528685
2025-11-17,12023359.48376387,4994605.574000997,17017965.057764865
2025-11-18,11987281.163764555,4995469.198976832,16982750.36274139
2025-11-19,11965837.253765242,4995581.5410977425,16961418.794862986
2025-11-20,11976757.25376593,4991176.32125631,16967933.57502224
2025-11-21,11935608.393766616,4970336.354129972,16905944.74789659
2025-11-24,11912514.12376868,4950765.949463618,16863280.073232297
2025-11-25,11932110.523769367,4980629.240968014,16912739.764737383
2025-11-26,11985639.643770054,5020173.814856343,17005813.458626397
2025-11-27,11944983.933770746,5019998.186967781,16964982.12073853
2025-11-28,11952008.173771432,5020866.681759803,16972874.855531234
2025-12-01,11962258.723773498,5021735.343112469,16983994.066885967
2025-12-02,11961810.503774185,5022604.171057723,16984414.67483191
2025-12-03,11952989.493774872,5023473.165627516,16976462.65940239
2025-12-04,11947590.733775562,5024342.326853801,16971933.06062936
2025-12-05,11945812.683776252,5025211.65476854,16971024.338544793
2025-12-08,11924889.42377832,5024569.41788472,16949458.84166304
2025-12-09,11934028.463779008,5042540.925802634,16976569.389581643
2025-12-10,11922669.782319887,5033087.860854158,16955757.643174045
2025-12-11,11933185.932320574,5033893.84476309,16967079.777083665
2025-12-12,11954053.602321265,5050354.421541607,17004408.023862872
2025-12-15,11942952.902323335,5051228.738077246,16994181.64040058
2025-12-16,11939115.722324025,5052103.222290028,16991218.944614053
2025-12-17,11938146.312324716,5052977.874212111,16991124.186536826
2025-12-18,11926557.122325407,5053852.693875659,16980409.81620107
2025-12-19,11936640.122326097,5054727.681312841,16991367.80363894
2025-12-22,11949542.25232817,5055602.836555833,17005145.088884003
2025-12-23,11944099.22232886,5056478.159636816,17000577.381965674
2025-12-24,11934580.92232955,5057353.65058798,16991934.57291753
2025-12-26,11910874.182330936,5058229.309441517,16969103.491772454
2025-12-29,11906558.722333012,5059105.13622963,16965663.85856264
2025-12-30,11909696.292333702,5059981.130984523,16969677.423318226
2025-12-31,11924114.472334394,5060857.293738411,16984971.766072806
