label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s1_tr50_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,50,,8,0.1875,,pct,0.0025,False,1548,18.45,16.51,20.78,-41.23,-50.65,0.447,306,14.8,43.8,8.227,7.727,28.31,-7.36,59.0,48.0,15,12.43,12.43,12.43,-28.92,-28.92,0.43,79,7.9,50.6,8.58,8.08,24.14,-7.38,59.0,25.6,8,25.38,20.17,29.2,-37.07,-54.45,0.685,228,21.4,41.5,8.186,7.686,30.0,-7.27,58.0,68.8,15,8.9
s1_tr50_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,50,,8,0.1875,,pct,0.0025,False,1548,17.86,15.48,19.75,-41.72,-55.07,0.428,300,14.5,43.9,8.207,7.707,28.68,-7.81,61.0,48.6,15,11.44,11.44,11.44,-30.42,-30.42,0.376,75,7.5,53.3,8.313,7.813,23.39,-8.92,65.0,26.4,7,25.53,21.33,28.73,-37.31,-53.37,0.684,225,21.1,41.5,8.366,7.866,30.86,-7.36,59.0,69.4,15,7.8
s1_tr75_tp25_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,75,0.25,8,0.1875,,pct,0.0025,False,1548,12.88,11.42,15.42,-43.65,-54.49,0.295,502,24.3,35.9,3.517,3.017,22.17,-6.93,33.0,42.5,19,14.92,14.92,15.26,-23.82,-24.17,0.626,110,11.0,45.5,6.845,6.345,23.62,-7.13,36.0,21.0,10,12.52,10.01,17.41,-42.41,-50.76,0.295,392,36.8,33.9,2.734,2.234,21.35,-6.8,32.0,62.6,19,9.0
s1_tr75_tp25_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,75,0.25,8,0.1875,,pct,0.0025,False,1548,16.83,14.86,19.18,-45.62,-54.08,0.369,448,21.7,41.7,4.896,4.396,23.21,-8.09,39.0,44.7,12,15.7,15.7,16.05,-29.48,-29.81,0.532,109,10.9,48.6,7.472,6.972,24.32,-8.47,40.0,22.8,9,19.33,14.46,22.97,-40.99,-51.63,0.472,341,31.9,40.1,4.311,3.811,22.46,-7.86,39.0,65.0,11,8.7
s1_tr75_tp25_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,75,0.25,8,0.1875,,pct,0.0025,False,1548,18.65,15.5,21.1,-43.81,-50.94,0.426,408,19.8,45.8,5.922,5.422,23.36,-8.84,44.0,45.7,12,14.22,14.22,14.54,-30.74,-31.05,0.462,100,10.0,50.0,7.247,6.747,23.93,-9.44,45.0,23.3,9,23.94,18.31,29.49,-39.84,-48.33,0.601,309,29.0,44.7,5.528,5.028,22.83,-8.56,44.0,66.8,11,9.3
s1_tr75_tp25_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,75,0.25,8,0.1875,,pct,0.0025,False,1548,18.02,15.12,19.52,-43.83,-50.25,0.411,359,17.4,49.6,6.414,5.914,22.8,-9.84,53.0,47.5,9,13.38,13.38,13.68,-37.53,-37.8,0.356,91,9.1,51.6,7.515,7.015,23.81,-9.89,51.0,24.0,9,23.1,18.11,27.63,-41.24,-49.55,0.56,276,25.9,49.1,5.996,5.496,22.26,-9.64,52.0,69.5,9,8.9
s1_tr75_tp25_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,75,0.25,8,0.1875,,pct,0.0025,False,1548,14.87,12.68,17.53,-55.93,-65.79,0.266,327,15.8,50.8,6.328,5.828,22.58,-10.61,61.0,48.7,10,13.11,12.76,13.47,-39.46,-39.74,0.332,85,8.5,54.1,7.968,7.468,23.52,-10.35,58.0,24.6,9,18.68,11.89,21.7,-52.25,-63.89,0.357,247,23.1,50.2,5.864,5.364,21.91,-10.39,61.0,71.1,10,10.2
s1_tr75_tp50_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,75,0.5,8,0.1875,,pct,0.0025,False,1548,16.41,14.34,17.6,-42.6,-48.06,0.385,366,17.7,37.2,5.98,5.48,27.59,-6.92,49.0,46.2,15,12.13,12.06,14.11,-29.38,-30.96,0.413,89,8.9,43.8,7.119,6.619,25.73,-7.39,53.0,25.4,11,20.06,14.8,22.85,-43.43,-50.38,0.462,279,26.2,35.2,5.331,4.831,27.58,-6.68,47.0,65.6,15,9.4
s1_tr75_tp50_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,75,0.5,8,0.1875,,pct,0.0025,False,1548,19.26,17.07,20.95,-47.43,-55.06,0.406,326,15.8,41.4,7.731,7.231,29.71,-7.8,57.0,47.8,11,13.21,13.21,15.17,-28.84,-37.25,0.458,86,8.6,46.5,8.359,7.859,27.38,-8.18,59.0,27.0,11,25.24,20.99,27.71,-46.38,-51.83,0.544,241,22.6,40.2,7.539,7.039,29.72,-7.46,56.0,67.5,11,9.7
s1_tr75_tp50_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,75,0.5,8,0.1875,,pct,0.0025,False,1548,17.48,15.12,19.13,-48.76,-53.0,0.358,308,14.9,42.9,7.616,7.116,29.73,-8.82,62.0,48.8,12,12.76,12.75,14.29,-31.3,-38.7,0.408,84,8.5,48.2,8.387,7.887,27.56,-9.39,62.0,27.8,10,21.21,18.93,26.74,-49.61,-54.1,0.427,230,21.5,40.8,7.018,6.518,29.92,-8.58,60.0,68.7,12,8.6
s1_tr75_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,75,0.5,8,0.1875,,pct,0.0025,False,1548,16.94,15.42,18.7,-46.8,-50.9,0.362,283,13.7,46.1,8.106,7.606,29.03,-9.83,71.0,50.9,10,11.76,10.27,13.31,-39.64,-43.07,0.297,80,8.1,50.3,8.126,7.626,26.46,-10.77,69.0,28.9,9,21.78,19.28,26.47,-48.1,-52.74,0.453,207,19.4,44.9,7.96,7.46,29.47,-9.39,70.0,71.6,11,8.7
s1_tr75_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,75,0.5,8,0.1875,,pct,0.0025,False,1548,14.17,11.67,17.62,-48.05,-54.74,0.295,266,12.9,46.3,7.545,7.045,28.12,-10.44,79.0,52.6,11,9.95,9.11,10.75,-41.38,-41.86,0.241,73,7.4,53.1,7.309,6.809,23.06,-10.53,82.0,30.8,9,19.65,13.17,27.58,-47.29,-55.87,0.416,194,18.2,45.1,7.77,7.27,29.46,-9.99,78.0,73.1,12,9.0
s1_tr75_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,75,1.0,8,0.1875,,pct,0.0025,False,1548,16.23,13.83,17.99,-44.18,-44.19,0.367,294,14.2,37.9,7.401,6.901,31.03,-6.97,61.0,48.2,15,10.45,10.27,10.63,-44.18,-44.19,0.236,73,7.3,43.8,7.814,7.314,27.22,-7.76,72.0,28.6,15,22.0,17.1,24.97,-36.64,-48.12,0.6,227,21.3,36.2,7.266,6.766,31.05,-6.59,56.0,66.6,10,9.1
s1_tr75_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,75,1.0,8,0.1875,,pct,0.0025,False,1548,18.13,16.42,19.32,-44.08,-47.16,0.411,270,13.1,42.1,9.166,8.666,32.47,-7.79,70.0,50.2,15,11.58,11.38,11.76,-44.08,-44.09,0.263,72,7.2,45.8,9.258,8.758,29.37,-8.24,79.0,30.8,15,24.55,20.03,26.92,-41.78,-48.57,0.588,202,18.9,41.0,8.894,8.394,32.43,-7.49,65.0,68.4,11,9.3
s1_tr75_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,75,1.0,8,0.1875,,pct,0.0025,False,1548,17.76,15.56,19.46,-45.2,-47.76,0.393,253,12.2,43.3,9.726,9.226,33.92,-8.8,75.0,50.5,14,10.9,10.47,10.97,-45.19,-45.2,0.241,70,7.0,47.1,8.911,8.411,29.37,-9.31,81.0,31.0,14,25.09,21.07,28.03,-44.7,-50.22,0.561,188,17.6,42.7,9.949,9.449,34.55,-8.59,71.0,69.0,12,8.2
s1_tr75_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,75,1.0,8,0.1875,,pct,0.0025,False,1548,16.11,13.59,17.86,-48.97,-51.66,0.329,235,11.4,46.4,9.606,9.106,32.5,-10.26,85.0,52.6,11,9.89,9.59,10.39,-48.97,-48.97,0.202,67,6.7,49.3,8.381,7.881,27.85,-10.51,87.0,31.5,11,22.69,18.92,25.61,-42.81,-53.81,0.53,172,16.1,46.3,9.972,9.472,33.52,-10.06,82.0,72.6,11,8.8
s1_tr75_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,75,1.0,8,0.1875,,pct,0.0025,False,1548,13.85,11.16,16.22,-53.06,-62.18,0.261,222,10.7,45.6,9.274,8.774,32.92,-10.74,94.0,54.2,12,7.72,7.72,7.84,-53.06,-53.06,0.145,62,6.2,50.0,6.705,6.205,24.68,-11.27,100.0,32.9,11,21.5,16.84,28.53,-48.83,-62.09,0.44,164,15.4,45.0,10.501,10.001,36.0,-10.22,90.0,74.2,15,8.7
s1_tr75_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,75,,8,0.1875,,pct,0.0025,False,1548,13.8,11.89,15.16,-40.77,-48.83,0.338,286,13.8,37.6,6.509,6.009,28.68,-6.82,63.0,49.1,15,11.15,10.98,11.31,-35.34,-36.08,0.315,68,6.8,45.6,8.975,8.475,28.65,-7.51,78.0,29.5,15,15.88,10.81,20.27,-42.04,-53.03,0.378,221,20.7,35.7,5.618,5.118,27.35,-6.52,57.0,67.1,11,8.4
s1_tr75_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,75,,8,0.1875,,pct,0.0025,False,1548,16.53,14.62,17.49,-46.17,-49.31,0.358,256,12.4,42.8,8.997,8.497,31.23,-7.67,74.0,51.2,15,12.11,11.96,12.11,-39.63,-40.3,0.305,66,6.6,48.5,10.478,9.978,30.82,-8.67,87.0,31.6,15,20.73,16.67,24.58,-45.68,-52.23,0.454,193,18.1,41.5,8.251,7.751,30.25,-7.24,68.0,69.6,11,8.1
s1_tr75_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,75,,8,0.1875,,pct,0.0025,False,1548,16.5,14.5,17.75,-49.16,-51.94,0.336,240,11.6,45.1,9.805,9.305,32.26,-8.62,80.0,51.9,14,11.81,11.81,11.93,-39.67,-40.36,0.298,65,6.5,49.2,10.4,9.9,30.82,-9.4,89.0,31.8,14,20.94,17.58,23.47,-49.16,-53.04,0.426,179,16.8,43.3,9.222,8.722,31.91,-8.3,76.0,71.0,12,8.3
s1_tr75_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,75,,8,0.1875,,pct,0.0025,False,1548,14.19,12.22,15.18,-47.85,-53.21,0.296,222,10.8,48.3,8.978,8.478,29.32,-10.06,90.0,53.5,11,10.8,10.8,11.32,-43.7,-43.7,0.247,62,6.2,51.6,9.915,9.415,29.26,-10.72,95.0,32.3,11,17.66,12.76,20.42,-48.17,-53.04,0.367,165,15.5,46.8,8.402,7.902,28.94,-9.71,86.0,73.5,11,8.2
s1_tr75_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,75,,8,0.1875,,pct,0.0025,False,1548,12.79,10.7,14.6,-49.99,-55.77,0.256,217,10.5,47.7,9.107,8.607,30.99,-10.61,96.0,54.8,12,7.6,7.6,8.11,-49.42,-49.42,0.154,59,5.9,52.5,6.887,6.387,23.72,-11.74,105.0,33.3,11,18.69,16.01,24.68,-48.7,-57.73,0.384,161,15.1,46.3,9.994,9.494,33.25,-9.9,91.0,74.9,13,8.9
s1_tr100_tp25_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,100,0.25,8,0.1875,,pct,0.0025,False,1548,14.01,12.13,15.65,-40.83,-45.74,0.343,478,23.1,36.4,3.889,3.389,23.38,-7.22,36.0,43.5,23,14.74,14.57,15.22,-22.78,-23.27,0.647,109,10.9,46.8,6.835,6.335,23.26,-7.6,37.0,21.2,10,14.22,11.39,18.35,-40.69,-49.62,0.349,373,34.9,33.6,3.09,2.59,23.14,-7.1,35.0,64.4,23,7.9
s1_tr100_tp25_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,100,0.25,8,0.1875,,pct,0.0025,False,1548,17.21,15.75,19.89,-41.01,-47.27,0.42,426,20.6,42.3,5.234,4.734,24.05,-8.59,42.0,45.8,18,14.23,14.12,14.69,-27.94,-28.43,0.509,105,10.5,49.0,6.931,6.431,23.61,-9.06,42.0,23.3,9,21.91,15.96,24.9,-41.11,-49.48,0.533,325,30.5,41.0,4.952,4.452,23.91,-8.38,42.0,66.7,17,8.0
s1_tr100_tp25_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,100,0.25,8,0.1875,,pct,0.0025,False,1548,17.46,15.18,20.06,-38.1,-49.93,0.458,386,18.7,45.6,5.809,5.309,24.34,-9.74,48.0,47.1,13,13.47,12.45,13.86,-31.46,-31.85,0.428,100,10.0,51.5,6.97,6.47,23.51,-10.62,46.0,23.8,9,22.21,17.89,27.52,-38.16,-51.89,0.582,287,26.9,44.4,5.498,4.998,24.37,-9.31,49.0,68.9,14,8.0
s1_tr100_tp25_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,100,0.25,8,0.1875,,pct,0.0025,False,1548,15.83,13.87,18.77,-39.75,-51.56,0.398,327,15.8,50.2,6.219,5.719,23.91,-11.6,61.0,49.7,11,12.03,11.05,12.81,-38.46,-40.63,0.313,91,9.1,55.6,6.825,6.325,22.47,-12.73,56.0,25.8,7,20.13,13.56,23.46,-36.81,-49.79,0.547,241,22.6,48.3,6.065,5.565,24.09,-11.1,61.0,71.8,12,8.2
s1_tr100_tp25_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,100,0.25,8,0.1875,,pct,0.0025,False,1548,14.64,12.37,17.11,-54.06,-55.49,0.271,294,14.2,54.3,6.823,6.323,23.51,-12.97,74.0,52.5,13,12.78,11.56,13.65,-54.06,-55.49,0.236,85,8.5,63.5,8.364,7.864,22.76,-16.56,68.0,28.8,5,16.81,14.1,22.77,-43.19,-59.23,0.389,210,19.7,51.5,6.122,5.622,23.52,-11.87,75.0,74.4,14,9.3
s1_tr100_tp50_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,100,0.5,8,0.1875,,pct,0.0025,False,1548,18.39,15.58,19.81,-37.63,-48.43,0.489,326,15.8,36.9,7.483,6.983,32.49,-7.27,58.0,48.9,18,14.21,12.32,15.06,-29.64,-30.98,0.479,85,8.6,46.5,9.167,8.667,28.47,-7.83,61.0,28.2,11,22.79,20.36,26.61,-36.87,-44.5,0.618,239,22.4,34.3,6.917,6.417,33.67,-6.9,57.0,68.3,17,9.2
s1_tr100_tp50_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,100,0.5,8,0.1875,,pct,0.0025,False,1548,18.13,15.36,20.37,-43.02,-54.88,0.421,289,14.0,40.8,8.377,7.877,32.57,-8.44,68.0,50.4,11,12.89,11.2,14.38,-35.82,-38.83,0.36,80,8.0,49.4,8.909,8.409,27.69,-9.38,72.0,30.7,11,24.63,20.26,28.31,-41.19,-49.48,0.598,209,19.6,39.0,8.539,8.039,34.38,-7.97,66.0,68.8,10,8.6
s1_tr100_tp50_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,100,0.5,8,0.1875,,pct,0.0025,False,1548,17.32,15.86,19.99,-47.01,-51.17,0.368,281,13.6,42.5,8.37,7.87,32.88,-9.78,72.0,51.9,10,12.96,12.17,14.02,-39.58,-40.97,0.327,79,7.9,51.9,9.439,8.939,28.7,-11.24,75.0,31.4,10,22.64,15.14,25.62,-45.66,-53.03,0.496,201,18.8,39.6,8.162,7.662,34.17,-9.21,71.0,70.9,11,7.8
s1_tr100_tp50_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,100,0.5,8,0.1875,,pct,0.0025,False,1548,16.89,14.27,18.47,-46.5,-50.11,0.363,238,11.5,48.3,9.67,9.17,32.68,-11.91,89.0,54.2,7,11.38,10.83,12.1,-45.78,-48.22,0.249,73,7.3,58.1,9.113,8.613,25.86,-14.34,88.0,33.3,7,22.33,16.11,25.69,-43.84,-50.13,0.51,168,15.7,44.5,9.633,9.133,35.16,-11.03,89.0,74.2,8,8.1
s1_tr100_tp50_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,100,0.5,8,0.1875,,pct,0.0025,False,1548,15.71,12.72,17.85,-58.84,-60.33,0.267,220,10.6,51.1,9.98,9.48,31.73,-12.92,105.0,57.2,11,8.54,8.24,9.06,-58.84,-60.33,0.145,66,6.6,62.1,7.976,7.476,23.71,-17.22,108.0,36.2,5,21.85,15.01,28.37,-44.12,-57.35,0.495,156,14.6,47.4,10.603,10.103,35.56,-11.49,103.0,76.7,11,9.1
s1_tr100_tp100_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,100,1.0,8,0.1875,,pct,0.0025,False,1548,19.38,15.97,21.71,-43.72,-44.27,0.443,252,12.2,38.4,10.384,9.884,39.3,-7.56,75.0,50.5,15,10.39,9.33,10.5,-43.72,-43.73,0.238,65,6.5,49.2,9.591,9.091,28.46,-9.21,86.0,30.3,15,30.0,22.6,34.11,-34.56,-45.54,0.868,188,17.6,35.5,11.108,10.608,43.6,-6.91,71.0,69.7,11,8.0
s1_tr100_tp100_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,100,1.0,8,0.1875,,pct,0.0025,False,1548,19.9,18.07,21.19,-43.55,-49.98,0.457,231,11.2,42.6,11.695,11.195,38.84,-8.6,86.0,53.1,15,11.9,10.81,12.1,-43.55,-43.55,0.273,64,6.4,53.1,11.214,10.714,29.34,-9.93,96.0,33.4,15,29.31,26.0,33.02,-38.98,-47.92,0.752,170,15.9,39.2,12.159,11.659,43.18,-8.0,80.0,71.4,10,8.8
s1_tr100_tp100_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,100,1.0,8,0.1875,,pct,0.0025,False,1548,19.33,15.01,21.96,-45.14,-55.82,0.428,221,10.7,43.0,12.016,11.516,40.51,-9.89,91.0,53.1,14,9.97,8.86,10.16,-44.31,-44.31,0.225,63,6.3,51.6,9.694,9.194,29.09,-10.96,96.0,32.5,14,28.89,23.26,32.96,-44.96,-54.91,0.643,159,14.9,40.2,13.04,12.54,46.71,-9.4,88.0,73.4,9,9.2
s1_tr100_tp100_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,100,1.0,8,0.1875,,pct,0.0025,False,1548,20.17,15.22,21.42,-48.12,-48.67,0.419,190,9.2,50.0,14.698,14.198,40.63,-11.97,114.0,57.5,7,9.64,8.34,9.77,-48.12,-48.12,0.2,61,6.1,59.0,10.076,9.576,27.16,-14.23,108.0,34.8,7,29.52,22.15,37.88,-36.58,-50.38,0.807,133,12.5,46.4,15.78,15.28,47.16,-10.98,113.0,78.4,7,8.9
s1_tr100_tp100_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,100,1.0,8,0.1875,,pct,0.0025,False,1548,17.83,14.51,19.28,-58.65,-60.19,0.304,176,8.5,51.7,14.765,14.265,40.69,-13.45,131.0,59.9,9,7.8,7.05,7.8,-58.65,-60.19,0.133,53,5.3,67.9,10.223,9.723,25.21,-21.51,135.0,37.6,5,29.37,24.29,35.57,-41.65,-48.82,0.705,124,11.6,46.7,17.332,16.832,50.31,-11.49,129.0,80.5,10,9.1
s1_tr100_notp_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,100,,8,0.1875,,pct,0.0025,False,1548,15.68,13.96,17.6,-44.98,-48.54,0.349,228,11.1,37.0,9.582,9.082,37.92,-7.2,81.0,51.1,27,11.08,9.94,11.08,-34.19,-34.19,0.324,59,5.9,54.2,10.596,10.096,26.45,-8.19,97.0,31.0,15,21.43,18.41,24.22,-44.87,-46.73,0.478,171,16.0,32.6,9.57,9.07,43.16,-6.84,76.0,70.4,26,8.8
s1_tr100_notp_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,100,,8,0.1875,,pct,0.0025,False,1548,15.65,13.53,16.72,-42.61,-51.89,0.367,204,9.9,44.2,10.566,10.066,34.65,-8.61,95.0,53.4,15,12.09,10.94,12.09,-38.56,-38.56,0.314,59,5.9,57.6,11.706,11.206,27.48,-9.74,106.0,34.0,15,19.94,16.91,24.79,-40.56,-51.26,0.492,148,13.9,39.5,10.3,9.8,37.79,-8.11,89.0,71.6,12,8.9
s1_tr100_notp_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,100,,8,0.1875,,pct,0.0025,False,1548,14.8,12.67,17.56,-45.13,-54.84,0.328,194,9.4,46.1,10.488,9.988,34.07,-9.82,100.0,53.3,14,10.42,9.29,10.42,-39.43,-39.43,0.264,58,5.8,56.9,10.475,9.975,26.54,-10.74,106.0,33.2,14,20.36,14.64,24.4,-43.94,-59.85,0.463,138,13.0,42.2,11.216,10.716,39.22,-9.32,98.0,73.2,8,8.8
s1_tr100_notp_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,100,,8,0.1875,,pct,0.0025,False,1548,14.09,11.51,16.08,-44.45,-55.89,0.317,172,8.3,50.3,11.314,10.814,34.4,-12.22,121.0,56.5,9,10.09,8.96,10.09,-44.07,-44.07,0.229,56,5.6,64.3,10.781,10.281,24.83,-14.5,119.0,35.6,7,16.75,10.77,21.99,-44.57,-60.89,0.376,122,11.4,44.3,10.483,9.983,38.74,-11.45,117.0,76.2,9,9.2
s1_tr100_notp_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,100,,8,0.1875,,pct,0.0025,False,1548,13.83,10.73,15.25,-56.65,-56.65,0.244,162,7.8,52.5,12.595,12.095,36.24,-13.5,139.0,59.4,11,7.51,7.51,7.51,-56.65,-56.65,0.133,50,5.0,70.0,9.92,9.42,23.56,-21.91,144.0,37.9,5,20.12,14.69,26.25,-44.77,-50.33,0.45,116,10.9,45.0,13.661,13.161,44.25,-11.26,133.0,79.4,11,9.0
s1_tr150_tp25_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,150,0.25,8,0.1875,,pct,0.0025,False,1548,13.02,11.27,14.57,-47.39,-54.77,0.275,437,21.2,35.4,4.032,3.532,25.31,-7.61,40.0,44.9,19,15.27,14.68,15.89,-18.72,-18.72,0.816,102,10.2,48.1,7.616,7.116,24.13,-7.68,41.0,22.1,10,12.48,8.96,16.94,-47.8,-56.41,0.261,344,32.2,32.2,3.08,2.58,25.52,-7.53,39.0,65.9,18,7.8
s1_tr150_tp25_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,150,0.25,8,0.1875,,pct,0.0025,False,1548,15.38,13.26,18.62,-44.28,-58.06,0.347,391,18.9,41.6,5.253,4.753,25.73,-9.41,48.0,47.5,24,14.29,14.1,14.8,-23.12,-23.69,0.618,98,9.8,50.5,7.413,6.913,24.34,-9.84,47.0,24.3,9,17.04,13.83,21.0,-45.9,-52.84,0.371,295,27.6,39.1,4.529,4.029,25.9,-9.2,47.0,69.2,24,8.1
s1_tr150_tp25_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,150,0.25,8,0.1875,,pct,0.0025,False,1548,14.54,12.92,16.48,-46.83,-55.1,0.31,336,16.3,46.0,5.659,5.159,25.27,-11.01,58.0,48.9,17,13.82,12.7,14.56,-27.23,-27.79,0.508,93,9.4,53.2,7.589,7.089,24.47,-11.64,52.0,25.0,9,16.36,10.94,20.72,-45.28,-58.11,0.361,242,22.7,43.8,5.058,4.558,25.17,-10.71,61.0,71.5,17,8.5
s1_tr150_tp25_sl15,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.15,150,0.25,8,0.1875,,pct,0.0025,False,1548,14.07,12.57,16.49,-40.46,-46.54,0.348,269,13.0,53.4,6.854,6.354,25.53,-14.25,80.0,53.4,9,12.5,11.69,13.27,-39.9,-40.66,0.313,81,8.1,58.0,7.917,7.417,24.28,-14.77,66.0,27.2,9,17.04,12.05,21.06,-36.49,-48.32,0.467,193,18.1,51.2,6.559,6.059,25.56,-13.74,84.0,77.8,7,8.2
s1_tr150_tp25_nosl,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.99,150,0.25,8,0.1875,,pct,0.0025,False,1548,13.24,10.91,15.89,-57.05,-58.27,0.232,205,9.9,64.3,9.034,8.534,25.54,-20.68,121.0,58.3,7,10.63,10.17,11.23,-57.05,-58.27,0.186,68,6.8,68.1,9.116,8.616,24.63,-24.14,103.0,34.0,6,16.1,9.63,22.01,-42.26,-52.46,0.381,143,13.4,61.4,8.769,8.269,25.81,-18.13,124.0,81.0,7,8.3
s1_tr150_tp50_sl6,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.06,150,0.5,8,0.1875,,pct,0.0025,False,1548,16.97,14.79,18.9,-41.89,-47.92,0.405,291,14.1,33.4,7.719,7.219,38.4,-7.73,68.0,51.0,17,13.42,11.64,14.24,-29.36,-35.93,0.457,71,7.1,45.1,10.249,9.749,32.39,-8.21,79.0,30.5,15,20.79,15.54,27.6,-43.03,-50.52,0.483,221,20.7,29.5,7.124,6.624,42.02,-7.6,64.0,70.3,16,8.7
s1_tr150_tp50_sl8,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.08,150,0.5,8,0.1875,,pct,0.0025,False,1548,16.39,13.78,18.65,-48.33,-53.17,0.339,268,13.0,37.3,8.473,7.973,38.44,-9.48,77.0,53.1,17,11.61,10.3,12.8,-31.81,-37.43,0.365,69,6.9,44.9,9.375,8.875,33.27,-10.16,90.0,33.0,15,21.61,18.51,26.58,-45.05,-51.11,0.48,199,18.6,34.1,8.061,7.561,41.25,-9.25,72.0,71.9,16,8.4
s1_tr150_tp50_sl10,nextday_pivot,clean,6,25,25,0.3,off,70.0,,close,0.1,150,0.5,8,0.1875,,pct,0.0025,False,1548,16.63,14.69,19.73,-43.41,-52.32,0.383,247,11.9,41.3,9.253,8.753,38.6,-11.34,86.0,54.4,15,11.01,10.08,12.69,-39.93,-42.26,0.276,68,6.8,47.1,8.996,8.496,33.6,-12.34,95.0,33.9,15,22.36,16.63,24.76,-44.66,-55.37,0.501,185,17.3,38.3,9.054,8.554,41.13,-11.19,80.0,73.9,12,8.5
