label,mechanic,universe,max_age_m,min_bars,L,max_depth,rs_policy,rs_min,tight_max,pivot_mode,stop,trail,target,slots,size_pct,risk_pct,stop_mode,cost,gate,n_signals,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold,w2_inv,w2_streak,wa_cagr,wa_cagr_lo,wa_cagr_hi,wa_dd,wa_dd_worst,wa_calmar,wa_n,wa_tpy,wa_win,wa_mean,wa_netexp,wa_avg_win,wa_avg_loss,wa_hold,wa_inv,wa_streak,wb_cagr,wb_cagr_lo,wb_cagr_hi,wb_dd,wb_dd_worst,wb_calmar,wb_n,wb_tpy,wb_win,wb_mean,wb_netexp,wb_avg_win,wb_avg_loss,wb_hold,wb_inv,wb_streak,secs
s2a_a24_L15_d30_short70,nextday_pivot,clean,24,25,15,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2917,10.64,7.54,14.14,-51.31,-61.86,0.207,611,29.6,39.6,2.741,2.241,19.03,-8.01,37.0,56.7,21,9.05,8.74,9.24,-42.16,-42.89,0.215,187,18.7,42.8,3.032,2.532,19.27,-9.13,39.0,38.1,18,12.04,7.15,15.73,-51.88,-59.05,0.232,430,40.3,38.1,2.553,2.053,19.11,-7.58,35.0,74.1,21,9.3
s2a_a24_L15_d40_off,nextday_pivot,clean,24,25,15,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,8350,13.74,11.36,17.99,-52.94,-62.84,0.259,839,40.6,38.8,2.797,2.297,18.67,-7.26,33.0,69.2,19,14.69,12.13,17.75,-41.65,-46.72,0.353,299,29.9,43.0,3.617,3.117,19.97,-8.76,35.0,54.6,14,12.83,5.41,19.86,-55.46,-68.52,0.231,545,51.1,36.4,2.327,1.827,17.67,-6.56,31.0,83.0,20,13.0
s2a_a24_L15_d40_short70,nextday_pivot,clean,24,25,15,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3021,9.83,8.0,13.68,-50.39,-61.86,0.195,625,30.2,40.1,2.578,2.078,19.01,-8.29,37.0,57.3,21,8.31,7.86,8.72,-48.37,-49.23,0.172,197,19.7,42.6,2.747,2.247,19.56,-9.72,39.0,39.1,21,11.93,4.81,16.65,-51.39,-65.33,0.232,429,40.2,38.8,2.551,2.051,18.87,-7.68,36.0,74.5,20,9.1
s2a_a24_L15_d60_off,nextday_pivot,clean,24,25,15,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,8382,14.44,9.08,19.01,-52.41,-69.33,0.275,840,40.6,39.0,2.934,2.434,18.85,-7.32,33.0,69.7,20,15.97,12.98,19.49,-41.76,-47.15,0.383,305,30.5,43.7,3.868,3.368,20.23,-8.84,35.0,55.3,14,13.3,5.19,18.42,-55.93,-68.65,0.238,543,50.9,36.7,2.38,1.88,17.57,-6.51,31.0,83.0,20,11.6
s2a_a24_L15_d60_short70,nextday_pivot,clean,24,25,15,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3039,10.65,8.13,12.55,-52.39,-61.33,0.203,629,30.4,39.9,2.727,2.227,19.35,-8.33,36.0,57.5,22,8.96,8.18,10.96,-45.76,-47.56,0.196,201,20.1,42.5,2.918,2.418,20.22,-9.81,38.0,39.7,21,11.68,7.02,15.9,-50.83,-64.7,0.23,428,40.1,38.9,2.549,2.049,18.86,-7.78,36.0,74.4,20,8.5
s2a_a24_L25_d20_off,nextday_pivot,clean,24,25,25,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,4362,13.18,10.07,15.12,-56.48,-64.98,0.233,638,30.9,38.2,3.197,2.697,19.14,-6.65,36.0,58.6,18,14.82,14.48,15.45,-23.29,-23.55,0.636,181,18.1,45.9,4.926,4.426,18.96,-7.07,40.0,37.6,17,11.87,5.62,18.0,-57.21,-68.63,0.207,459,43.0,35.0,2.516,2.016,19.01,-6.46,35.0,78.3,20,9.4
s2a_a24_L25_d20_short70,nextday_pivot,clean,24,25,25,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1410,7.5,6.0,9.28,-52.67,-64.42,0.142,440,21.3,39.8,2.377,1.877,17.09,-7.21,41.0,45.5,24,8.85,8.56,8.85,-23.75,-23.75,0.372,97,9.7,48.5,4.098,3.598,15.92,-7.02,48.0,24.5,11,6.76,4.03,9.56,-53.25,-64.14,0.127,343,32.1,37.5,1.933,1.433,17.37,-7.22,39.0,65.2,24,7.8
s2a_a24_L25_d30_off,nextday_pivot,clean,24,25,25,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,6047,12.09,7.68,15.34,-63.56,-72.82,0.19,673,32.6,39.8,3.013,2.513,19.06,-7.61,38.0,64.0,19,15.02,13.53,17.07,-33.51,-36.49,0.448,228,22.8,45.9,4.343,3.843,18.91,-8.05,38.0,45.1,9,9.03,4.23,15.08,-58.99,-72.39,0.153,448,42.0,37.3,2.251,1.751,18.62,-7.4,37.0,82.0,19,11.1
s2a_a24_L25_d30_short70,nextday_pivot,clean,24,25,25,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2330,7.59,5.72,10.04,-52.67,-62.22,0.144,511,24.7,40.0,2.334,1.834,18.1,-8.24,41.0,52.2,21,9.87,9.87,10.16,-32.48,-32.48,0.304,141,14.1,45.4,3.869,3.369,18.2,-8.04,44.0,31.9,14,5.32,0.97,11.12,-52.47,-66.19,0.101,368,34.5,38.0,1.724,1.224,18.23,-8.25,40.0,71.1,22,8.2
s2a_a24_L25_d40_off,nextday_pivot,clean,24,25,25,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,6557,11.58,9.17,13.41,-59.76,-71.42,0.194,690,33.4,40.3,2.943,2.443,19.15,-8.05,38.0,65.9,19,14.53,11.98,16.56,-39.9,-43.11,0.364,242,24.2,46.5,4.143,3.643,19.24,-9.02,39.0,48.6,13,9.27,5.2,17.24,-57.91,-71.27,0.16,454,42.5,36.8,2.263,1.763,18.96,-7.49,37.0,82.3,18,11.5
s2a_a24_L25_d40_short70,nextday_pivot,clean,24,25,25,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2633,7.45,4.83,9.82,-60.6,-72.59,0.123,556,26.9,39.5,2.262,1.762,19.13,-8.69,39.0,54.2,22,9.79,9.47,10.56,-35.84,-37.75,0.273,166,16.7,45.2,3.515,3.015,19.06,-9.29,41.0,35.0,15,5.42,2.07,10.75,-59.77,-70.94,0.091,385,36.1,37.4,1.79,1.29,19.0,-8.44,38.0,72.2,22,8.6
s2a_a24_L25_d60_off,nextday_pivot,clean,24,25,25,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,6684,13.96,9.77,17.13,-56.0,-72.22,0.249,702,34.0,41.2,3.276,2.776,19.5,-8.21,38.0,66.5,19,17.28,15.37,19.46,-42.31,-45.18,0.408,250,25.0,48.3,4.741,4.241,20.03,-9.52,38.0,49.8,13,10.34,3.66,18.07,-59.33,-73.38,0.174,454,42.5,37.5,2.392,1.892,18.93,-7.5,37.0,82.4,20,11.9
s2a_a24_L25_d60_short70,nextday_pivot,clean,24,25,25,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2708,9.71,4.93,11.22,-56.24,-76.26,0.173,565,27.3,40.5,2.706,2.206,19.72,-8.9,39.0,55.0,21,11.44,10.62,11.98,-37.46,-38.64,0.305,175,17.5,46.3,3.942,3.442,20.1,-10.0,40.0,36.6,16,6.65,1.99,12.41,-61.26,-71.66,0.109,392,36.7,37.9,2.034,1.534,19.43,-8.56,38.0,72.3,22,9.3
s2a_a24_L40_d20_off,nextday_pivot,clean,24,40,40,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2118,9.76,8.08,10.81,-51.54,-59.66,0.189,438,21.2,38.7,3.059,2.559,18.73,-6.86,41.0,45.6,29,6.8,6.8,6.81,-18.39,-18.39,0.37,85,8.5,35.3,2.726,2.226,19.34,-6.34,42.0,18.8,11,13.06,8.26,16.93,-51.58,-59.64,0.253,354,33.2,39.5,3.178,2.678,18.75,-7.0,41.0,70.7,23,8.6
s2a_a24_L40_d20_short70,nextday_pivot,clean,24,40,40,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,652,6.8,5.85,8.53,-44.41,-50.4,0.153,289,14.0,40.0,2.518,2.018,17.77,-7.59,42.0,30.8,27,5.54,5.54,5.54,-12.63,-12.63,0.438,33,3.3,39.4,2.322,1.822,16.08,-6.62,46.0,8.0,12,8.13,6.28,11.55,-44.39,-50.39,0.183,256,24.0,40.1,2.543,2.043,17.99,-7.71,42.0,52.2,27,6.8
s2a_a24_L40_d30_off,nextday_pivot,clean,24,40,40,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3970,10.27,7.68,11.63,-58.03,-69.69,0.177,544,26.3,39.5,2.957,2.457,19.78,-8.15,40.0,54.9,19,9.93,8.68,10.75,-33.49,-33.81,0.296,149,14.9,39.6,3.715,3.215,21.59,-8.01,40.0,31.6,14,10.45,8.02,13.37,-57.62,-66.49,0.181,393,36.8,39.8,2.648,2.148,18.99,-8.16,40.0,76.7,19,9.5
s2a_a24_L40_d30_short70,nextday_pivot,clean,24,40,40,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1687,9.39,7.29,10.99,-47.92,-57.62,0.196,420,20.3,41.2,3.069,2.569,19.29,-8.32,42.0,44.8,15,9.26,9.26,9.56,-22.71,-22.71,0.408,94,9.4,40.4,4.54,4.04,22.6,-7.72,44.0,21.4,13,10.57,6.75,14.51,-47.26,-56.96,0.224,327,30.6,41.8,2.792,2.292,18.64,-8.55,42.0,66.6,15,7.9
s2a_a24_L40_d40_off,nextday_pivot,clean,24,40,40,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,4736,10.11,6.97,12.72,-60.0,-72.11,0.168,581,28.1,40.0,2.949,2.449,19.93,-8.52,41.0,59.3,28,10.03,9.13,11.38,-50.12,-53.18,0.2,184,18.4,41.1,3.524,3.024,21.74,-9.27,40.0,38.4,28,9.82,3.24,13.56,-59.68,-70.11,0.165,394,36.9,39.4,2.578,2.078,18.88,-8.15,41.0,78.8,18,10.1
s2a_a24_L40_d40_short70,nextday_pivot,clean,24,40,40,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2218,5.89,4.28,7.47,-50.99,-63.08,0.115,474,22.9,38.5,1.952,1.452,19.49,-8.98,41.0,48.9,16,6.44,5.95,6.82,-35.96,-38.31,0.179,128,12.8,37.5,2.446,1.946,22.03,-9.38,39.0,26.2,15,5.06,0.75,10.24,-53.05,-61.62,0.095,346,32.5,38.8,1.801,1.301,18.53,-8.8,41.0,70.2,15,7.8
s2a_a24_L40_d60_off,nextday_pivot,clean,24,40,40,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,5070,10.26,8.02,13.81,-63.41,-75.87,0.162,608,29.4,40.3,2.911,2.411,20.51,-8.9,39.0,60.3,30,10.48,9.09,12.39,-54.88,-57.67,0.191,197,19.7,41.7,3.658,3.158,22.64,-10.02,39.0,40.1,30,9.21,3.88,16.18,-63.47,-74.71,0.145,409,38.4,39.4,2.478,1.978,19.41,-8.45,40.0,79.2,21,10.1
s2a_a24_L40_d60_short70,nextday_pivot,clean,24,40,40,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2459,7.23,5.32,9.51,-61.47,-73.35,0.118,514,24.9,39.0,2.355,1.855,20.76,-9.35,39.0,50.9,18,8.19,7.81,8.62,-34.44,-34.44,0.238,147,14.7,40.1,3.186,2.686,23.09,-10.23,39.0,29.9,18,6.42,3.33,12.39,-60.71,-71.21,0.106,366,34.3,38.6,2.06,1.56,19.66,-8.94,40.0,70.6,17,8.9
s2a_a24_L60_d20_off,nextday_pivot,clean,24,60,60,0.2,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,830,8.87,7.55,9.6,-37.05,-43.85,0.239,297,14.4,41.9,3.344,2.844,17.46,-6.85,42.0,31.6,16,6.71,6.71,6.71,-10.78,-10.78,0.622,27,2.7,48.1,5.015,4.515,16.82,-5.95,48.0,6.9,4,10.92,9.31,12.56,-37.66,-44.25,0.29,269,25.2,41.4,3.148,2.648,17.48,-6.97,41.0,54.8,16,6.6
s2a_a24_L60_d20_short70,nextday_pivot,clean,24,60,60,0.2,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,181,5.09,4.97,5.09,-28.59,-30.32,0.178,131,6.3,38.2,1.744,1.244,16.24,-7.2,43.0,14.2,11,6.87,6.87,6.87,-8.45,-8.45,0.813,9,0.9,88.9,13.474,12.974,15.61,-3.64,71.0,3.4,1,3.63,3.39,3.63,-28.57,-30.3,0.127,122,11.4,34.4,0.878,0.378,16.35,-7.25,41.0,24.3,11,4.3
s2a_a24_L60_d30_off,nextday_pivot,clean,24,60,60,0.3,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2310,7.6,5.42,9.38,-59.23,-72.88,0.128,430,20.8,40.3,2.558,2.058,17.88,-7.84,41.0,44.5,22,9.32,9.02,9.32,-17.55,-17.55,0.531,84,8.4,47.6,4.772,4.272,18.61,-7.81,41.0,18.1,8,6.33,3.15,10.19,-59.38,-69.23,0.107,348,32.6,38.9,2.073,1.573,17.78,-7.87,41.0,69.3,22,8.7
s2a_a24_L60_d30_short70,nextday_pivot,clean,24,60,60,0.3,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,923,5.54,4.08,6.7,-56.61,-61.51,0.098,326,15.8,40.4,1.949,1.449,17.1,-8.33,42.0,34.5,28,5.97,5.68,5.97,-13.8,-13.8,0.433,41,4.1,41.5,2.936,2.436,18.03,-7.76,49.0,10.6,10,4.69,2.31,7.16,-56.97,-61.98,0.082,286,26.8,40.2,1.708,1.208,16.8,-8.49,41.0,56.9,28,6.1
s2a_a24_L60_d40_off,nextday_pivot,clean,24,60,60,0.4,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3280,5.09,3.44,7.83,-63.94,-69.12,0.08,489,23.7,38.9,1.864,1.364,18.62,-8.71,41.0,50.8,20,9.26,8.59,9.66,-27.07,-30.61,0.342,124,12.4,44.4,3.881,3.381,20.11,-9.13,42.0,27.1,14,1.9,-1.81,8.2,-61.66,-72.08,0.031,364,34.1,37.2,1.221,0.721,18.04,-8.53,41.0,73.0,19,8.3
s2a_a24_L60_d40_short70,nextday_pivot,clean,24,60,60,0.4,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,1703,6.15,4.67,8.17,-55.53,-59.42,0.111,414,20.0,39.6,2.089,1.589,18.69,-8.77,43.0,44.3,24,7.69,7.54,7.83,-27.66,-27.66,0.278,82,8.2,40.9,3.767,3.267,21.98,-8.81,46.0,19.2,15,4.42,0.2,8.21,-54.28,-60.57,0.081,332,31.1,39.1,1.639,1.139,17.89,-8.75,42.0,67.7,22,7.1
s2a_a24_L60_d60_off,nextday_pivot,clean,24,60,60,0.6,off,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,3842,5.97,3.81,9.78,-69.01,-80.14,0.086,523,25.3,38.9,2.054,1.554,19.51,-9.2,40.0,53.1,18,13.07,12.04,13.87,-38.27,-40.28,0.341,145,14.5,48.3,5.2,4.7,21.96,-10.52,41.0,31.0,18,-0.49,-4.9,3.92,-68.44,-78.29,-0.007,376,35.2,35.6,0.852,0.352,18.17,-8.84,40.0,73.9,18,9.6
s2a_a24_L60_d60_short70,nextday_pivot,clean,24,60,60,0.6,short,70.0,,close,0.15,50,0.25,8,0.1875,,pct,0.0025,False,2189,6.72,4.96,11.03,-63.5,-71.1,0.106,467,22.6,39.5,2.279,1.779,20.29,-9.39,40.0,47.1,17,10.55,10.55,10.86,-25.07,-25.07,0.421,113,11.3,44.2,4.663,4.163,23.27,-10.1,41.0,23.7,12,3.89,-0.11,9.62,-62.18,-71.3,0.063,353,33.1,38.0,1.606,1.106,19.38,-9.2,40.0,69.1,17,8.2
