cell,phase,params,seeds,window,x_med,cagr_med,cagr_min,cagr_max,cagr_worst_seed,dd_med,dd_worst,calmar_med,n_med,win_med,avg_win,avg_loss,mean_tr,median_tr,streak,tpy,signals,passed_up,yearly_med,runtime_s
p4_slots5_risk0.02_stop0.07,p4,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.07, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 0.0, ""fill"": ""pivot"", ""gate"": """", ""gate_sma"": 200, ""tax"": false, ""cash_yield"": 0.0, ""start"": ""2020-01-01"", ""end"": ""2025-12-31"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2020-01-01:2025-12-31,8.96,44.13,17.53,73.45,17.53,-31.03,-37.15,1.243,122,43.1,27.57,-6.79,7.62,-2.529,9,20.3,18269,18147,"{""2020"": 33.5, ""2021"": 94.8, ""2022"": 8.7, ""2023"": 61.6, ""2024"": 42.6, ""2025"": 6.7}",4.3
p4_slots5_risk0.02_stop0.08,p4,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 0.0, ""fill"": ""pivot"", ""gate"": """", ""gate_sma"": 200, ""tax"": false, ""cash_yield"": 0.0, ""start"": ""2020-01-01"", ""end"": ""2025-12-31"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2020-01-01:2025-12-31,7.64,40.02,23.52,64.98,23.52,-26.78,-39.4,1.423,124,44.0,28.23,-6.8,7.933,-2.576,9,20.7,18269,18145,"{""2020"": 23.2, ""2021"": 88.7, ""2022"": 22.2, ""2023"": 62.4, ""2024"": 82.3, ""2025"": -5.9}",1.3
p4_slots5_risk0.015_stop0.08,p4,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 5, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 0.0, ""fill"": ""pivot"", ""gate"": """", ""gate_sma"": 200, ""tax"": false, ""cash_yield"": 0.0, ""start"": ""2020-01-01"", ""end"": ""2025-12-31"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2020-01-01:2025-12-31,7.43,39.69,32.87,59.03,32.87,-28.27,-41.27,1.437,185,42.2,26.89,-6.88,6.895,-2.331,12,30.9,18269,9784,"{""2020"": 39.2, ""2021"": 127.0, ""2022"": 20.5, ""2023"": 54.8, ""2024"": 70.4, ""2025"": -5.0}",0.9
p4_slots8_risk0.02_stop0.08,p4,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""risk"", ""risk_pct"": 0.02, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 0.0, ""fill"": ""pivot"", ""gate"": """", ""gate_sma"": 200, ""tax"": false, ""cash_yield"": 0.0, ""start"": ""2020-01-01"", ""end"": ""2025-12-31"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2020-01-01:2025-12-31,7.64,40.02,23.52,64.98,23.52,-26.78,-39.4,1.423,124,44.0,28.23,-6.8,7.933,-2.576,9,20.7,18269,18145,"{""2020"": 23.2, ""2021"": 88.7, ""2022"": 22.2, ""2023"": 62.4, ""2024"": 82.3, ""2025"": -5.9}",1.1
p4_slots8_risk0.015_stop0.08,p4,"{""pivot_n"": 30, ""near_pct"": 0.2, ""rs_min"": 70.0, ""stop_pct"": 0.08, ""exit_kind"": ""sma50"", ""breakeven_at"": 0.0, ""slots"": 8, ""sizing"": ""risk"", ""risk_pct"": 0.015, ""cap_pct"": 0.3, ""size_pct"": 0.0625, ""cost_bps"": 0.0, ""fill"": ""pivot"", ""gate"": """", ""gate_sma"": 200, ""tax"": false, ""cash_yield"": 0.0, ""start"": ""2020-01-01"", ""end"": ""2025-12-31"", ""selection"": ""random"", ""capwin"": 0.0, ""drop_topn"": 0}",10,2020-01-01:2025-12-31,12.24,51.82,20.75,57.12,20.75,-27.83,-43.07,1.808,181,42.3,27.69,-6.86,8.899,-2.985,12,30.3,18269,18087,"{""2020"": 34.4, ""2021"": 97.2, ""2022"": 14.0, ""2023"": 80.5, ""2024"": 73.1, ""2025"": -4.7}",1.3
