symbol,entry_date,stop_pct,stop_mode,trail_mode,true_exit,true_px,got_exit,got_px,date_match,px_match,reason
COHANCE,2024-10-29,0.08,I,SC,2024-11-12,1204.55,2024-11-12,1204.55,True,True,trail
COHANCE,2024-10-29,0.08,I,NO,2024-11-12,1204.55,2024-11-13,1220.0,False,False,trail
COHANCE,2024-10-29,0.08,I,NC,2024-11-12,1204.55,2024-11-13,1262.3,False,False,trail
COHANCE,2024-10-29,0.08,C,SC,2024-11-12,1204.55,2024-11-12,1204.55,True,True,trail
COHANCE,2024-10-29,0.08,C,NO,2024-11-12,1204.55,2024-11-13,1220.0,False,False,trail
COHANCE,2024-10-29,0.08,C,NC,2024-11-12,1204.55,2024-11-13,1262.3,False,False,trail
CHOICEIN,2024-09-24,0.07,I,SC,2024-10-25,455.7,2024-10-25,455.7,True,True,trail
CHOICEIN,2024-09-24,0.07,I,NO,2024-10-25,455.7,2024-10-28,459.9,False,True,trail
CHOICEIN,2024-09-24,0.07,I,NC,2024-10-25,455.7,2024-10-28,469.75,False,False,trail
CHOICEIN,2024-09-24,0.07,C,SC,2024-10-25,455.7,2024-10-25,455.7,True,True,trail
CHOICEIN,2024-09-24,0.07,C,NO,2024-10-25,455.7,2024-10-28,459.9,False,True,trail
CHOICEIN,2024-09-24,0.07,C,NC,2024-10-25,455.7,2024-10-28,469.75,False,False,trail
CHOICEIN,2024-09-24,0.08,I,SC,2024-10-25,455.7,2024-10-25,455.7,True,True,trail
CHOICEIN,2024-09-24,0.08,I,NO,2024-10-25,455.7,2024-10-28,459.9,False,True,trail
CHOICEIN,2024-09-24,0.08,I,NC,2024-10-25,455.7,2024-10-28,469.75,False,False,trail
CHOICEIN,2024-09-24,0.08,C,SC,2024-10-25,455.7,2024-10-25,455.7,True,True,trail
CHOICEIN,2024-09-24,0.08,C,NO,2024-10-25,455.7,2024-10-28,459.9,False,True,trail
CHOICEIN,2024-09-24,0.08,C,NC,2024-10-25,455.7,2024-10-28,469.75,False,False,trail
BHAGCHEM,2024-08-19,0.07,I,SC,2024-09-24,363.6,2024-09-24,363.41,True,True,trail
BHAGCHEM,2024-08-19,0.07,I,NO,2024-09-24,363.6,2024-09-25,359.81,False,False,trail
BHAGCHEM,2024-08-19,0.07,I,NC,2024-09-24,363.6,2024-09-25,355.41,False,False,trail
BHAGCHEM,2024-08-19,0.07,C,SC,2024-09-24,363.6,2024-09-24,363.41,True,True,trail
BHAGCHEM,2024-08-19,0.07,C,NO,2024-09-24,363.6,2024-09-25,359.81,False,False,trail
BHAGCHEM,2024-08-19,0.07,C,NC,2024-09-24,363.6,2024-09-25,355.41,False,False,trail
BHAGCHEM,2024-08-19,0.08,I,SC,2024-09-24,363.6,2024-09-24,363.41,True,True,trail
BHAGCHEM,2024-08-19,0.08,I,NO,2024-09-24,363.6,2024-09-25,359.81,False,False,trail
BHAGCHEM,2024-08-19,0.08,I,NC,2024-09-24,363.6,2024-09-25,355.41,False,False,trail
BHAGCHEM,2024-08-19,0.08,C,SC,2024-09-24,363.6,2024-09-24,363.41,True,True,trail
BHAGCHEM,2024-08-19,0.08,C,NO,2024-09-24,363.6,2024-09-25,359.81,False,False,trail
BHAGCHEM,2024-08-19,0.08,C,NC,2024-09-24,363.6,2024-09-25,355.41,False,False,trail
GRWRHITECH,2024-08-08,0.07,I,SC,2025-01-10,4286.15,2024-08-08,2390.05,False,False,stop
GRWRHITECH,2024-08-08,0.07,I,NO,2025-01-10,4286.15,2024-08-08,2390.05,False,False,stop
GRWRHITECH,2024-08-08,0.07,I,NC,2025-01-10,4286.15,2024-08-08,2390.05,False,False,stop
GRWRHITECH,2024-08-08,0.07,C,SC,2025-01-10,4286.15,2025-01-10,4271.15,True,True,trail
GRWRHITECH,2024-08-08,0.07,C,NO,2025-01-10,4286.15,2025-01-13,4185.3,False,False,trail
GRWRHITECH,2024-08-08,0.07,C,NC,2025-01-10,4286.15,2025-01-13,3998.76,False,False,trail
GRWRHITECH,2024-08-08,0.08,I,SC,2025-01-10,4286.15,2024-08-08,2364.35,False,False,stop
GRWRHITECH,2024-08-08,0.08,I,NO,2025-01-10,4286.15,2024-08-08,2364.35,False,False,stop
GRWRHITECH,2024-08-08,0.08,I,NC,2025-01-10,4286.15,2024-08-08,2364.35,False,False,stop
GRWRHITECH,2024-08-08,0.08,C,SC,2025-01-10,4286.15,2025-01-10,4271.15,True,True,trail
GRWRHITECH,2024-08-08,0.08,C,NO,2025-01-10,4286.15,2025-01-13,4185.3,False,False,trail
GRWRHITECH,2024-08-08,0.08,C,NC,2025-01-10,4286.15,2025-01-13,3998.76,False,False,trail
