signal,structure,symbol,date,expiry,spot,exp_spot,credit,max_risk,pnl,min_vol,year
conn,S1,SUNPHARMA,2025-12-26,2026-01-27,1719.5,1638.9,8.85,91.15,-12.25,41,2025
conn,S2,SUNPHARMA,2025-12-26,2026-01-27,1719.5,1638.9,22.1,57.9,-57.9,102,2025
conn,S3,SUNPHARMA,2025-12-26,2026-01-27,1719.5,1638.9,13.4,86.6,-7.7,41,2025
conn,S1,ADANIPORTS,2025-12-29,2026-01-27,1454.4,1363.9,13.85,86.15,-42.25,208,2025
conn,S2,ADANIPORTS,2025-12-29,2026-01-27,1454.4,1363.9,24.2,55.8,-55.8,210,2025
conn,S3,ADANIPORTS,2025-12-29,2026-01-27,1454.4,1363.9,18.95,81.05,-37.15,146,2025
conn,S1,BAJAJFINSV,2025-12-29,2026-01-27,2012.1,1917.7,17.85,122.15,-24.45,29,2025
conn,S2,BAJAJFINSV,2025-12-29,2026-01-27,2012.1,1917.7,31.4,68.6,-68.6,188,2025
conn,S3,BAJAJFINSV,2025-12-29,2026-01-27,2012.1,1917.7,23.4,116.6,-18.9,29,2025
conn,S1,BAJFINANCE,2025-12-29,2026-01-27,998.0,914.7,10.45,59.55,-44.85,183,2025
conn,S2,BAJFINANCE,2025-12-29,2026-01-27,998.0,914.7,16.9,33.1,-33.1,354,2025
conn,S3,BAJFINANCE,2025-12-29,2026-01-27,998.0,914.7,14.35,55.65,-40.95,80,2025
conn,S1,BHARTIARTL,2025-12-29,2026-01-27,2081.6,1973.4,8.5,111.5,-38.1,37,2025
conn,S2,BHARTIARTL,2025-12-29,2026-01-27,2081.6,1973.4,22.2,77.8,-77.8,91,2025
conn,S3,BHARTIARTL,2025-12-29,2026-01-27,2081.6,1973.4,12.45,107.55,-34.15,21,2025
conn,S1,HCLTECH,2025-12-29,2026-01-27,1630.8,1720.2,19.25,100.75,19.25,73,2025
conn,S2,HCLTECH,2025-12-29,2026-01-27,1630.8,1720.2,36.7,63.3,36.7,79,2025
conn,S3,HCLTECH,2025-12-29,2026-01-27,1630.8,1720.2,26.05,93.95,26.05,73,2025
conn,S1,HEROMOTOCO,2025-12-29,2026-01-27,5566.0,5380.0,49.8,350.2,29.8,142,2025
conn,S2,HEROMOTOCO,2025-12-29,2026-01-27,5566.0,5380.0,71.35,178.65,-98.65,299,2025
conn,S3,HEROMOTOCO,2025-12-29,2026-01-27,5566.0,5380.0,69.0,331.0,49.0,8,2025
conn,S1,LT,2025-12-29,2026-01-27,4038.7,3787.8,15.3,284.7,-96.9,12,2025
conn,S2,LT,2025-12-29,2026-01-27,4038.7,3787.8,51.5,188.5,-188.5,194,2025
conn,S3,LT,2025-12-29,2026-01-27,4038.7,3787.8,21.95,278.05,-90.25,12,2025
conn,S1,MUTHOOTFIN,2025-12-29,2026-01-27,3736.5,3867.4,31.6,168.4,31.6,63,2025
conn,S2,MUTHOOTFIN,2025-12-29,2026-01-27,3736.5,3867.4,76.7,173.3,76.7,224,2025
conn,S3,MUTHOOTFIN,2025-12-29,2026-01-27,3736.5,3867.4,50.5,149.5,50.5,63,2025
conn,S1,PERSISTENT,2025-12-29,2026-01-27,6228.5,6216.0,76.0,324.0,76.0,90,2025
conn,S2,PERSISTENT,2025-12-29,2026-01-27,6228.5,6216.0,104.5,195.5,104.5,99,2025
conn,S3,PERSISTENT,2025-12-29,2026-01-27,6228.5,6216.0,118.6,281.4,118.6,55,2025
conn,S1,RELIANCE,2025-12-29,2026-01-27,1545.6,1380.5,7.05,92.95,-92.95,205,2025
conn,S2,RELIANCE,2025-12-29,2026-01-27,1545.6,1380.5,19.5,60.5,-60.5,272,2025
conn,S3,RELIANCE,2025-12-29,2026-01-27,1545.6,1380.5,9.85,90.15,-90.15,205,2025
conn,S1,SBILIFE,2025-12-29,2026-01-27,2009.8,2038.2,14.15,125.85,14.15,5,2025
conn,S2,SBILIFE,2025-12-29,2026-01-27,2009.8,2038.2,25.6,74.4,25.6,33,2025
conn,S3,SBILIFE,2025-12-29,2026-01-27,2009.8,2038.2,19.9,120.1,19.9,5,2025
conn,S1,SBIN,2025-12-29,2026-01-27,965.05,1053.15,4.0,61.0,4.0,22,2025
conn,S2,SBIN,2025-12-29,2026-01-27,965.05,1053.15,11.3,38.7,11.3,53,2025
conn,S3,SBIN,2025-12-29,2026-01-27,965.05,1053.15,5.35,59.65,-12.8,22,2025
conn,S1,SUNPHARMA,2025-12-29,2026-01-27,1717.2,1638.9,8.9,91.1,-12.2,6,2025
conn,S2,SUNPHARMA,2025-12-29,2026-01-27,1717.2,1638.9,21.9,58.1,-58.1,135,2025
conn,S3,SUNPHARMA,2025-12-29,2026-01-27,1717.2,1638.9,12.1,87.9,-9.0,6,2025
conn,S1,DIVISLAB,2025-12-30,2026-01-27,6360.5,6056.0,34.4,465.6,-109.6,8,2025
conn,S2,DIVISLAB,2025-12-30,2026-01-27,6360.5,6056.0,82.65,267.35,-211.35,136,2025
conn,S3,DIVISLAB,2025-12-30,2026-01-27,6360.5,6056.0,51.25,448.75,-92.75,8,2025
conn,S1,EICHERMOT,2025-12-30,2026-01-27,7192.5,7164.5,64.0,436.0,64.0,185,2025
conn,S2,EICHERMOT,2025-12-30,2026-01-27,7192.5,7164.5,109.5,290.5,74.0,293,2025
conn,S3,EICHERMOT,2025-12-30,2026-01-27,7192.5,7164.5,86.1,413.9,86.1,185,2025
conn,S1,INFY,2025-12-30,2026-01-27,1621.6,1682.7,18.05,101.95,18.05,146,2025
conn,S2,INFY,2025-12-30,2026-01-27,1621.6,1682.7,24.75,55.25,24.75,834,2025
conn,S3,INFY,2025-12-30,2026-01-27,1621.6,1682.7,24.95,95.05,24.95,146,2025
conn,S1,PAYTM,2025-12-30,2026-01-27,1294.6,1144.8,18.15,81.85,-81.85,51,2025
conn,S2,PAYTM,2025-12-30,2026-01-27,1294.6,1144.8,22.25,37.75,-37.75,658,2025
conn,S3,PAYTM,2025-12-30,2026-01-27,1294.6,1144.8,29.8,70.2,-70.2,51,2025
conn,S1,TECHM,2025-12-30,2026-01-27,1604.6,1745.1,14.0,106.0,14.0,20,2025
conn,S2,TECHM,2025-12-30,2026-01-27,1604.6,1745.1,21.9,58.1,21.9,185,2025
conn,S3,TECHM,2025-12-30,2026-01-27,1604.6,1745.1,23.25,96.75,-21.85,20,2025
conn,S1,VOLTAS,2025-12-30,2026-01-27,1350.7,1330.6,21.0,79.0,21.0,35,2025
conn,S2,VOLTAS,2025-12-30,2026-01-27,1350.7,1330.6,32.1,47.9,2.7,329,2025
conn,S3,VOLTAS,2025-12-30,2026-01-27,1350.7,1330.6,27.2,72.8,27.2,35,2025
conn,S1,WIPRO,2025-12-31,2026-01-27,256.65,234.8,1.98,18.02,-13.22,269,2025
conn,S2,WIPRO,2025-12-31,2026-01-27,256.65,234.8,3.01,9.49,-9.49,196,2025
conn,S3,WIPRO,2025-12-31,2026-01-27,256.65,234.8,3.65,16.35,-11.55,142,2025
conn,S1,BPCL,2026-01-06,2026-01-27,360.5,347.45,1.9,23.1,-0.65,74,2026
conn,S2,BPCL,2026-01-06,2026-01-27,360.5,347.45,3.5,16.5,-9.05,514,2026
conn,S3,BPCL,2026-01-06,2026-01-27,360.5,347.45,5.45,19.55,2.9,74,2026
conn,S1,CUMMINSIND,2026-01-06,2026-01-27,4130.3,3928.3,42.9,257.1,-28.8,798,2026
conn,S2,CUMMINSIND,2026-01-06,2026-01-27,4130.3,3928.3,77.15,172.85,-144.55,968,2026
conn,S3,CUMMINSIND,2026-01-06,2026-01-27,4130.3,3928.3,65.05,234.95,-6.65,168,2026
conn,S1,FEDERALBNK,2026-01-06,2026-01-27,256.7,284.95,2.55,17.45,2.55,290,2026
conn,S2,FEDERALBNK,2026-01-06,2026-01-27,256.7,284.95,4.15,8.35,4.15,428,2026
conn,S3,FEDERALBNK,2026-01-06,2026-01-27,256.7,284.95,3.45,16.55,-6.5,31,2026
conn,S1,RELIANCE,2026-01-06,2026-01-27,1507.6,1380.5,10.25,89.75,-69.25,2523,2026
conn,S2,RELIANCE,2026-01-06,2026-01-27,1507.6,1380.5,21.4,58.6,-58.6,4426,2026
conn,S3,RELIANCE,2026-01-06,2026-01-27,1507.6,1380.5,13.4,86.6,-66.1,1736,2026
conn,S1,BHARTIARTL,2026-01-07,2026-01-27,2084.2,1973.4,6.55,113.45,-40.05,87,2026
conn,S2,BHARTIARTL,2026-01-07,2026-01-27,2084.2,1973.4,21.65,78.35,-78.35,786,2026
conn,S3,BHARTIARTL,2026-01-07,2026-01-27,2084.2,1973.4,8.2,111.8,-38.4,87,2026
conn,S1,IDFCFIRSTB,2026-01-07,2026-01-27,84.4,83.5,0.72,5.28,0.72,25,2026
conn,S2,IDFCFIRSTB,2026-01-07,2026-01-27,84.4,83.5,1.14,2.86,0.64,395,2026
conn,S3,IDFCFIRSTB,2026-01-07,2026-01-27,84.4,83.5,1.06,4.94,1.06,25,2026
conn,S1,CHOLAFIN,2026-01-12,2026-02-24,1710.8,1735.1,36.0,124.0,36.0,2,2026
conn,S2,CHOLAFIN,2026-01-12,2026-02-24,1710.8,1735.1,34.5,65.5,34.5,7,2026
conn,S3,CHOLAFIN,2026-01-12,2026-02-24,1710.8,1735.1,61.0,99.0,61.0,1,2026
conn,S1,CUMMINSIND,2026-01-12,2026-02-24,3974.7,4910.4,46.0,154.0,46.0,73,2026
conn,S2,CUMMINSIND,2026-01-12,2026-02-24,3974.7,4910.4,79.95,120.05,79.95,54,2026
conn,S3,CUMMINSIND,2026-01-12,2026-02-24,3974.7,4910.4,104.5,145.5,-145.5,6,2026
conn,S1,FEDERALBNK,2026-01-12,2026-02-24,252.9,295.65,4.25,13.25,4.25,8,2026
conn,S2,FEDERALBNK,2026-01-12,2026-02-24,252.9,295.65,3.3,6.7,3.3,23,2026
conn,S3,FEDERALBNK,2026-01-12,2026-02-24,252.9,295.65,5.95,11.55,-4.05,8,2026
conn,S1,HEROMOTOCO,2026-01-12,2026-02-24,5726.5,5511.0,63.8,236.2,63.8,13,2026
conn,S2,HEROMOTOCO,2026-01-12,2026-02-24,5726.5,5511.0,113.0,187.0,-76.0,7,2026
conn,S3,HEROMOTOCO,2026-01-12,2026-02-24,5726.5,5511.0,85.3,214.7,85.3,3,2026
conn,S1,LT,2026-01-12,2026-02-24,4019.0,4259.2,61.95,238.05,61.95,1,2026
conn,S2,LT,2026-01-12,2026-02-24,4019.0,4259.2,60.45,179.55,60.45,17,2026
conn,S3,LT,2026-01-12,2026-02-24,4019.0,4259.2,74.4,225.6,74.4,1,2026
conn,S1,PAYTM,2026-01-12,2026-02-24,1267.5,1131.7,59.5,120.5,-108.8,31,2026
conn,S2,PAYTM,2026-01-12,2026-02-24,1267.5,1131.7,59.5,120.5,-108.8,31,2026
conn,S3,PAYTM,2026-01-12,2026-02-24,1267.5,1131.7,86.35,93.65,-81.95,1,2026
conn,S1,AXISBANK,2026-01-13,2026-02-24,1262.0,1387.6,13.6,106.4,13.6,5,2026
conn,S2,AXISBANK,2026-01-13,2026-02-24,1262.0,1387.6,22.85,47.15,22.85,3,2026
conn,S3,AXISBANK,2026-01-13,2026-02-24,1262.0,1387.6,19.3,100.7,-18.3,5,2026
conn,S1,BRITANNIA,2026-01-13,2026-02-24,5918.0,6162.5,47.1,202.9,47.1,1,2026
conn,S2,BRITANNIA,2026-01-13,2026-02-24,5918.0,6162.5,141.35,258.65,141.35,2,2026
conn,S1,DIVISLAB,2026-01-13,2026-02-24,6436.5,6255.5,132.55,267.45,-11.95,5,2026
conn,S2,DIVISLAB,2026-01-13,2026-02-24,6436.5,6255.5,132.55,267.45,-11.95,5,2026
conn,S3,DIVISLAB,2026-01-13,2026-02-24,6436.5,6255.5,176.55,223.45,32.05,5,2026
conn,S1,EICHERMOT,2026-01-13,2026-02-24,7404.0,7929.0,63.65,336.35,63.65,7,2026
conn,S2,EICHERMOT,2026-01-13,2026-02-24,7404.0,7929.0,79.3,220.7,79.3,2,2026
conn,S3,EICHERMOT,2026-01-13,2026-02-24,7404.0,7929.0,133.55,266.45,104.55,1,2026
conn,S1,IDFCFIRSTB,2026-01-13,2026-02-24,82.96,70.97,0.87,3.13,-3.13,44,2026
conn,S2,IDFCFIRSTB,2026-01-13,2026-02-24,82.96,70.97,1.78,2.22,-2.22,17,2026
conn,S3,IDFCFIRSTB,2026-01-13,2026-02-24,82.96,70.97,1.63,2.37,-2.37,22,2026
conn,S1,M&M,2026-01-13,2026-02-24,3661.5,3433.2,58.8,241.2,-108.0,13,2026
conn,S2,M&M,2026-01-13,2026-02-24,3661.5,3433.2,78.75,121.25,-121.25,26,2026
conn,S3,M&M,2026-01-13,2026-02-24,3661.5,3433.2,86.4,213.6,-80.4,4,2026
conn,S1,DABUR,2026-01-14,2026-02-24,513.75,518.05,6.7,33.3,6.7,4,2026
conn,S2,DABUR,2026-01-14,2026-02-24,513.75,518.05,13.75,26.25,11.8,2,2026
conn,S3,DABUR,2026-01-14,2026-02-24,513.75,518.05,8.75,31.25,8.75,4,2026
conn,S1,MARUTI,2026-01-14,2026-02-24,16152.0,14926.0,83.2,716.8,-590.8,2,2026
conn,S2,MARUTI,2026-01-14,2026-02-24,16152.0,14926.0,352.0,448.0,-448.0,1,2026
conn,S3,MARUTI,2026-01-14,2026-02-24,16152.0,14926.0,157.15,642.85,-516.85,2,2026
conn,S1,SUNPHARMA,2026-01-14,2026-02-24,1700.7,1731.8,27.0,83.0,27.0,1,2026
conn,S2,SUNPHARMA,2026-01-14,2026-02-24,1700.7,1731.8,29.9,70.1,29.9,36,2026
conn,S3,SUNPHARMA,2026-01-14,2026-02-24,1700.7,1731.8,38.05,71.95,38.05,1,2026
conn,S1,VOLTAS,2026-01-14,2026-02-24,1439.9,1538.0,26.0,74.0,26.0,10,2026
conn,S2,VOLTAS,2026-01-14,2026-02-24,1439.9,1538.0,14.0,26.0,14.0,1,2026
conn,S1,ADANIPORTS,2026-01-19,2026-02-24,1403.0,1555.4,25.1,94.9,25.1,10,2026
conn,S2,ADANIPORTS,2026-01-19,2026-02-24,1403.0,1555.4,20.7,39.3,20.7,3,2026
conn,S3,ADANIPORTS,2026-01-19,2026-02-24,1403.0,1555.4,35.1,84.9,-20.3,1,2026
conn,S1,BHARTIARTL,2026-01-19,2026-02-24,2010.0,1941.0,22.55,117.45,3.55,33,2026
conn,S2,BHARTIARTL,2026-01-19,2026-02-24,2010.0,1941.0,29.1,70.9,-29.9,34,2026
conn,S3,BHARTIARTL,2026-01-19,2026-02-24,2010.0,1941.0,30.3,109.7,11.3,26,2026
conn,S1,TITAN,2026-01-19,2026-02-24,4144.1,4294.5,34.95,165.05,34.95,22,2026
conn,S2,TITAN,2026-01-19,2026-02-24,4144.1,4294.5,53.8,146.2,53.8,48,2026
conn,S3,TITAN,2026-01-19,2026-02-24,4144.1,4294.5,61.05,138.95,61.05,1,2026
conn,S1,VOLTAS,2026-01-19,2026-02-24,1398.4,1538.0,28.0,72.0,28.0,1,2026
conn,S2,VOLTAS,2026-01-19,2026-02-24,1398.4,1538.0,39.9,60.1,39.9,60,2026
conn,S3,VOLTAS,2026-01-19,2026-02-24,1398.4,1538.0,34.5,65.5,-3.5,1,2026
conn,S1,ASIANPAINT,2026-01-20,2026-02-24,2675.6,2413.1,29.55,90.45,-90.45,13,2026
conn,S2,ASIANPAINT,2026-01-20,2026-02-24,2675.6,2413.1,60.3,99.7,-99.7,32,2026
conn,S3,ASIANPAINT,2026-01-20,2026-02-24,2675.6,2413.1,46.95,93.05,-73.05,13,2026
conn,S1,BAJAJ-AUTO,2026-01-20,2026-02-24,9180.0,9829.0,126.1,373.9,126.1,6,2026
conn,S2,BAJAJ-AUTO,2026-01-20,2026-02-24,9180.0,9829.0,165.25,334.75,165.25,29,2026
conn,S3,BAJAJ-AUTO,2026-01-20,2026-02-24,9180.0,9829.0,180.3,319.7,151.3,6,2026
conn,S1,CHOLAFIN,2026-01-20,2026-02-24,1649.9,1735.1,29.3,90.7,29.3,2,2026
conn,S2,CHOLAFIN,2026-01-20,2026-02-24,1649.9,1735.1,31.65,48.35,31.65,1,2026
conn,S3,CHOLAFIN,2026-01-20,2026-02-24,1649.9,1735.1,45.6,74.4,45.6,2,2026
conn,S1,COALINDIA,2026-01-20,2026-02-24,415.3,430.95,6.0,29.0,6.0,17,2026
conn,S2,COALINDIA,2026-01-20,2026-02-24,415.3,430.95,8.05,11.95,8.05,17,2026
conn,S3,COALINDIA,2026-01-20,2026-02-24,415.3,430.95,7.75,27.25,7.75,17,2026
conn,S1,DABUR,2026-01-20,2026-02-24,505.1,518.05,5.6,24.4,5.6,20,2026
conn,S2,DABUR,2026-01-20,2026-02-24,505.1,518.05,8.5,16.5,8.5,14,2026
conn,S3,DABUR,2026-01-20,2026-02-24,505.1,518.05,8.95,21.05,8.95,4,2026
conn,S1,EICHERMOT,2026-01-20,2026-02-24,7173.5,7929.0,88.7,311.3,88.7,1,2026
conn,S2,EICHERMOT,2026-01-20,2026-02-24,7173.5,7929.0,138.55,261.45,138.55,9,2026
conn,S3,EICHERMOT,2026-01-20,2026-02-24,7173.5,7929.0,113.7,286.3,-115.3,1,2026
conn,S1,JSWSTEEL,2026-01-20,2026-02-24,1160.0,1254.5,11.1,38.9,11.1,1,2026
conn,S2,JSWSTEEL,2026-01-20,2026-02-24,1160.0,1254.5,22.2,37.8,22.2,8,2026
conn,S3,JSWSTEEL,2026-01-20,2026-02-24,1160.0,1254.5,16.85,33.15,12.35,1,2026
conn,S1,LT,2026-01-20,2026-02-24,3810.5,4259.2,52.6,247.4,52.6,2,2026
conn,S2,LT,2026-01-20,2026-02-24,3810.5,4259.2,69.25,150.75,69.25,14,2026
conn,S3,LT,2026-01-20,2026-02-24,3810.5,4259.2,71.65,228.35,-87.55,2,2026
conn,S1,M&M,2026-01-20,2026-02-24,3557.5,3433.2,45.75,204.25,28.95,35,2026
conn,S2,M&M,2026-01-20,2026-02-24,3557.5,3433.2,52.2,97.8,-64.6,45,2026
conn,S3,M&M,2026-01-20,2026-02-24,3557.5,3433.2,70.4,179.6,53.6,35,2026
conn,S1,BANKBARODA,2026-01-21,2026-02-24,299.05,313.1,3.85,16.15,3.85,103,2026
conn,S2,BANKBARODA,2026-01-21,2026-02-24,299.05,313.1,5.55,9.45,5.55,221,2026
conn,S3,BANKBARODA,2026-01-21,2026-02-24,299.05,313.1,6.25,13.75,6.25,58,2026
conn,S1,BEL,2026-01-21,2026-02-24,402.65,435.05,7.0,23.0,7.0,356,2026
conn,S2,BEL,2026-01-21,2026-02-24,402.65,435.05,8.1,11.9,8.1,142,2026
conn,S3,BEL,2026-01-21,2026-02-24,402.65,435.05,10.6,19.4,5.55,356,2026
conn,S1,BRITANNIA,2026-01-21,2026-02-24,5802.5,6162.5,68.4,531.6,68.4,2,2026
conn,S2,BRITANNIA,2026-01-21,2026-02-24,5802.5,6162.5,97.7,202.3,97.7,31,2026
conn,S3,BRITANNIA,2026-01-21,2026-02-24,5802.5,6162.5,103.4,496.6,103.4,2,2026
conn,S1,IDFCFIRSTB,2026-01-21,2026-02-24,81.51,70.97,1.14,3.86,-3.86,30,2026
conn,S2,IDFCFIRSTB,2026-01-21,2026-02-24,81.51,70.97,1.82,3.18,-3.18,67,2026
conn,S3,IDFCFIRSTB,2026-01-21,2026-02-24,81.51,70.97,1.86,3.14,-3.14,11,2026
conn,S1,NESTLEIND,2026-01-21,2026-02-24,1283.2,1320.0,11.85,38.15,11.85,76,2026
conn,S2,NESTLEIND,2026-01-21,2026-02-24,1283.2,1320.0,23.95,56.05,23.95,44,2026
conn,S3,NESTLEIND,2026-01-21,2026-02-24,1283.2,1320.0,16.5,33.5,16.5,25,2026
conn,S1,PAYTM,2026-01-21,2026-02-24,1235.9,1131.7,22.4,57.6,-45.9,37,2026
conn,S2,PAYTM,2026-01-21,2026-02-24,1235.9,1131.7,24.6,35.4,-35.4,3,2026
conn,S3,PAYTM,2026-01-21,2026-02-24,1235.9,1131.7,34.4,45.6,-33.9,7,2026
conn,S1,MUTHOOTFIN,2026-01-22,2026-02-24,3861.9,3494.0,64.45,185.55,-185.55,23,2026
conn,S2,MUTHOOTFIN,2026-01-22,2026-02-24,3861.9,3494.0,84.55,115.45,-115.45,451,2026
conn,S3,MUTHOOTFIN,2026-01-22,2026-02-24,3861.9,3494.0,102.05,147.95,-147.95,1,2026
conn,S1,SBILIFE,2026-01-22,2026-02-24,2022.0,2082.9,12.55,47.45,12.55,69,2026
conn,S2,SBILIFE,2026-01-22,2026-02-24,2022.0,2082.9,33.4,66.6,33.4,1,2026
conn,S3,SBILIFE,2026-01-22,2026-02-24,2022.0,2082.9,24.1,75.9,24.1,7,2026
conn,S1,HEROMOTOCO,2026-01-23,2026-02-24,5384.0,5511.0,87.25,312.75,87.25,78,2026
conn,S2,HEROMOTOCO,2026-01-23,2026-02-24,5384.0,5511.0,127.45,172.55,127.45,108,2026
conn,S3,HEROMOTOCO,2026-01-23,2026-02-24,5384.0,5511.0,119.85,280.15,119.85,32,2026
conn,S1,INDUSINDBK,2026-01-23,2026-02-24,892.45,931.4,18.3,51.7,18.3,400,2026
conn,S2,INDUSINDBK,2026-01-23,2026-02-24,892.45,931.4,15.35,24.65,15.35,440,2026
conn,S3,INDUSINDBK,2026-01-23,2026-02-24,892.45,931.4,29.45,40.55,29.45,400,2026
conn,S1,IOC,2026-01-23,2026-02-24,156.03,180.19,1.81,9.19,1.81,1,2026
conn,S2,IOC,2026-01-23,2026-02-24,156.03,180.19,3.14,5.86,3.14,27,2026
conn,S3,IOC,2026-01-23,2026-02-24,156.03,180.19,2.7,8.3,-5.3,1,2026
conn,S1,MARUTI,2026-01-23,2026-02-24,15469.0,14926.0,171.0,829.0,97.0,641,2026
conn,S2,MARUTI,2026-01-23,2026-02-24,15469.0,14926.0,262.75,537.25,-311.25,13,2026
conn,S3,MARUTI,2026-01-23,2026-02-24,15469.0,14926.0,244.05,755.95,170.05,80,2026
conn,S1,MCX,2026-01-23,2026-02-24,2282.0,2395.8,48.2,111.8,48.2,14,2026
conn,S2,MCX,2026-01-23,2026-02-24,2282.0,2395.8,52.1,67.9,52.1,69,2026
conn,S3,MCX,2026-01-23,2026-02-24,2282.0,2395.8,76.6,83.4,76.6,1,2026
conn,S1,BHARTIARTL,2026-01-27,2026-02-24,1973.4,1941.0,20.35,139.65,20.35,50,2026
conn,S2,BHARTIARTL,2026-01-27,2026-02-24,1973.4,1941.0,29.55,70.45,-9.45,854,2026
conn,S3,BHARTIARTL,2026-01-27,2026-02-24,1973.4,1941.0,27.85,132.15,27.85,19,2026
conn,S1,HEROMOTOCO,2026-01-27,2026-02-24,5380.0,5511.0,67.8,282.2,67.8,4,2026
conn,S2,HEROMOTOCO,2026-01-27,2026-02-24,5380.0,5511.0,117.8,182.2,117.8,500,2026
conn,S3,HEROMOTOCO,2026-01-27,2026-02-24,5380.0,5511.0,106.45,243.55,106.45,4,2026
conn,S1,M&M,2026-01-27,2026-02-24,3393.5,3433.2,44.9,155.1,44.9,2189,2026
conn,S2,M&M,2026-01-27,2026-02-24,3393.5,3433.2,63.65,136.35,63.65,4517,2026
conn,S3,M&M,2026-01-27,2026-02-24,3393.5,3433.2,66.6,133.4,66.6,1874,2026
conn,S1,MARUTI,2026-01-27,2026-02-24,15245.0,14926.0,193.1,806.9,193.1,356,2026
conn,S2,MARUTI,2026-01-27,2026-02-24,15245.0,14926.0,231.9,468.1,-42.1,751,2026
conn,S3,MARUTI,2026-01-27,2026-02-24,15245.0,14926.0,298.05,701.95,298.05,141,2026
conn,S1,TITAN,2026-01-27,2026-02-24,3997.0,4294.5,64.8,215.2,64.8,4,2026
conn,S2,TITAN,2026-01-27,2026-02-24,3997.0,4294.5,61.55,138.45,61.55,1413,2026
conn,S3,TITAN,2026-01-27,2026-02-24,3997.0,4294.5,81.35,198.65,81.35,4,2026
conn,S1,INFY,2026-01-30,2026-02-24,1641.0,1275.5,17.95,102.05,-102.05,376,2026
conn,S2,INFY,2026-01-30,2026-02-24,1641.0,1275.5,23.4,56.6,-56.6,1642,2026
conn,S3,INFY,2026-01-30,2026-02-24,1641.0,1275.5,21.75,98.25,-98.25,376,2026
conn,S1,PERSISTENT,2026-01-30,2026-02-24,6035.0,4662.0,111.4,388.6,-388.6,293,2026
conn,S2,PERSISTENT,2026-01-30,2026-02-24,6035.0,4662.0,102.95,197.05,-197.05,334,2026
conn,S3,PERSISTENT,2026-01-30,2026-02-24,6035.0,4662.0,147.15,352.85,-352.85,293,2026
conn,S1,BANKBARODA,2026-02-02,2026-02-24,277.6,313.1,2.9,17.1,2.9,1375,2026
conn,S2,BANKBARODA,2026-02-02,2026-02-24,277.6,313.1,4.8,10.2,4.8,51,2026
conn,S3,BANKBARODA,2026-02-02,2026-02-24,277.6,313.1,4.0,16.0,-8.5,803,2026
conn,S1,IDFCFIRSTB,2026-02-02,2026-02-24,81.21,70.97,0.93,4.07,-4.07,478,2026
conn,S2,IDFCFIRSTB,2026-02-02,2026-02-24,81.21,70.97,1.32,2.68,-2.68,524,2026
conn,S3,IDFCFIRSTB,2026-02-02,2026-02-24,81.21,70.97,1.31,3.69,-3.69,162,2026
conn,S1,TECHM,2026-02-04,2026-02-24,1645.3,1345.4,18.8,101.2,-101.2,271,2026
conn,S2,TECHM,2026-02-04,2026-02-24,1645.3,1345.4,24.5,55.5,-55.5,1888,2026
conn,S3,TECHM,2026-02-04,2026-02-24,1645.3,1345.4,25.35,94.65,-94.65,271,2026
conn,S1,ADANIPORTS,2026-02-13,2026-03-30,1519.0,1312.6,24.0,96.0,-96.0,5,2026
conn,S2,ADANIPORTS,2026-02-13,2026-03-30,1519.0,1312.6,20.0,40.0,-40.0,92,2026
conn,S3,ADANIPORTS,2026-02-13,2026-03-30,1519.0,1312.6,32.85,87.15,-87.15,5,2026
conn,S1,BPCL,2026-02-13,2026-03-30,374.1,281.0,5.35,19.65,-19.65,1,2026
conn,S2,BPCL,2026-02-13,2026-03-30,374.1,281.0,3.55,6.45,-6.45,35,2026
conn,S3,BPCL,2026-02-13,2026-03-30,374.1,281.0,9.55,20.45,-15.45,1,2026
conn,S1,DELHIVERY,2026-02-13,2026-03-30,420.55,416.7,5.5,24.5,5.5,3,2026
conn,S2,DELHIVERY,2026-02-13,2026-03-30,420.55,416.7,7.1,12.9,3.8,7,2026
conn,S3,DELHIVERY,2026-02-13,2026-03-30,420.55,416.7,8.4,21.6,8.4,3,2026
conn,S1,HINDALCO,2026-02-13,2026-03-30,909.0,884.45,13.2,36.8,13.2,99,2026
conn,S2,HINDALCO,2026-02-13,2026-03-30,909.0,884.45,19.6,30.4,-5.95,8,2026
conn,S3,HINDALCO,2026-02-13,2026-03-30,909.0,884.45,22.65,27.35,22.65,13,2026
conn,S1,NESTLEIND,2026-02-13,2026-03-30,1282.6,1174.8,9.8,40.2,-40.2,2,2026
conn,S2,NESTLEIND,2026-02-13,2026-03-30,1282.6,1174.8,30.75,69.25,-69.25,25,2026
conn,S3,NESTLEIND,2026-02-13,2026-03-30,1282.6,1174.8,13.55,36.45,-36.45,2,2026
conn,S1,TATACONSUM,2026-02-13,2026-03-30,1132.2,1014.8,12.2,67.8,-67.8,23,2026
conn,S2,TATACONSUM,2026-02-13,2026-03-30,1132.2,1014.8,14.85,35.15,-35.15,3,2026
conn,S1,HEROMOTOCO,2026-02-16,2026-03-30,5492.0,5063.0,56.05,243.95,-180.95,64,2026
conn,S2,HEROMOTOCO,2026-02-16,2026-03-30,5492.0,5063.0,99.7,200.3,-200.3,12,2026
conn,S3,HEROMOTOCO,2026-02-16,2026-03-30,5492.0,5063.0,97.25,202.75,-139.75,14,2026
conn,S1,HINDALCO,2026-02-16,2026-03-30,907.45,884.45,12.3,47.7,12.3,24,2026
