path,variant,symbol,timeframe,exit_policy,exit_params,n_signals,mean_net,std_net,win_rate,pct_sl_first,composite_score,sharpe_score
E,rsi_rsi40_60_10min,BHARTIARTL,10min,T2_TR0.55,tr_pts=0.55;hard_sl=2.2,62,0.399,8.762,16.129,51.613,-3.982,0.0073447511983565405
E,cpr_5min,KOTAKBANK,5min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,45,0.47,11.607,17.778,48.889,-5.333,0.007198811062289997
F,priceCPR,ITC,5min,T4_LVL,level_for_T4_cross,216,0.041,1.848,31.481,62.5,-0.883,0.006984420995670997
E,rsi_rsi40_60_15min,ITC,15min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,45,0.174,3.328,13.333,60.0,-1.49,0.0069709795673076926
E,base_15min,RELIANCE,15min,T3_RSI,rsi_cross_50,48,0.128,7.043,37.5,60.417,-3.394,0.006815277580576459
E,base_15min,ITC,15min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,56,0.163,2.995,12.5,53.571,-1.334,0.006803005008347246
E,cpr_10min,BHARTIARTL,10min,T1_SL3.3,sl_pts=3.3,55,0.384,12.568,21.818,76.364,-5.901,0.0066662253341820505
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T0,time_only,66,0.056,4.853,57.576,0.0,-2.371,0.006643840923140326
C,rng0.010_norsi,NIFTY50,5min,T4_LVL,level_for_T4_cross,266,1.373,46.188,21.805,77.444,-21.72,0.006481827530960422
E,rsi_rsi40_60_15min,ITC,15min,T2_TR0.22,tr_pts=0.22;hard_sl=0.45,45,0.16,3.331,13.333,64.444,-1.505,0.006404323026118284
E,cpr_rsi_rsi40_60_10min,BHARTIARTL,10min,T1_SL3.3,sl_pts=3.3,50,0.331,12.436,24.0,72.0,-5.887,0.006387906079125121
E,rsi_rsi40_60_10min,KOTAKBANK,10min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,43,0.59,10.899,11.628,58.14,-4.86,0.006294632535094963
E,cpr_5min,KOTAKBANK,5min,T2_TR2.0,tr_pts=2.0;hard_sl=2.0,45,0.363,11.637,20.0,53.333,-5.455,0.006238721319927816
E,rsi_rsi40_60_5min,HINDUNILVR,5min,T4_LVL,level_for_T4_cross,87,0.386,14.29,22.989,72.414,-6.759,0.0062097648705388385
E,rsi_rsi40_60_15min,ITC,15min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,45,0.152,3.332,13.333,66.667,-1.514,0.006082280912364946
F,priceCPR,INFY,5min,T2_TR0.51,tr_pts=0.51;hard_sl=2.05,189,0.235,6.823,17.46,42.328,-3.176,0.006013630367873369
D,cprDelta_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,231,0.998,62.396,36.364,54.113,-30.2,0.005816281812936726
D,cprDelta_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,231,0.997,63.089,36.797,50.649,-30.548,0.0058150563489673315
E,rsi_rsi40_60_10min,KOTAKBANK,10min,T2_TR1.0,tr_pts=1.0;hard_sl=2.0,43,0.543,10.907,11.628,60.465,-4.91,0.005788946548088383
E,rsi_rsi40_60_5min,ITC,5min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,70,0.074,2.26,17.143,57.143,-1.056,0.005613194690265486
E,cpr_15min,ITC,15min,T3_RSI,rsi_cross_50,41,0.033,2.298,39.024,58.537,-1.116,0.005603968668407311
E,cpr_5min,HDFCBANK,5min,T0,time_only,71,0.049,4.952,56.338,0.0,-2.427,0.005574640549273022
D,cprDelta_rsi30_70,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,145,1.0,55.068,30.345,18.621,-26.534,0.005510459795162345
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T1_SL2.0,sl_pts=2.0,58,0.249,11.278,24.138,74.138,-5.39,0.0053292800141869125
E,cpr_10min,HDFCBANK,10min,T0,time_only,61,0.043,4.253,52.459,0.0,-2.084,0.005303872560545497
E,rsi_rsi40_60_10min,INFY,10min,T1_SL3.07,sl_pts=3.07,71,0.169,9.016,28.169,69.014,-4.339,0.0052801253327417925
E,base_10min,BHARTIARTL,10min,T2_TR0.55,tr_pts=0.55;hard_sl=2.2,73,0.348,9.32,13.699,58.904,-4.312,0.005115077253218883
F,priceCPR,HDFCBANK,5min,T1_SL0.45,sl_pts=0.45,207,0.071,2.752,19.807,78.261,-1.304,0.005110090843023256
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T1_SL1.45,sl_pts=1.45,56,0.414,13.163,16.071,83.929,-6.167,0.00505461824811973
E,base_10min,KOTAKBANK,10min,T4_LVL,level_for_T4_cross,50,0.342,10.958,16.0,84.0,-5.137,0.004993611972987772
E,rsi_rsi40_60_5min,INFY,5min,T2_TR0.51,tr_pts=0.51;hard_sl=2.05,86,0.265,8.699,16.279,55.814,-4.085,0.004959115990343718
C,rng0.008_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,226,0.788,58.606,36.726,24.336,-28.515,0.004938075964918268
E,rsi_rsi40_60_5min,ITC,5min,T3_RSI,rsi_cross_50,70,0.045,3.436,37.143,61.429,-1.673,0.00486447904540163
F,priceCPR,ITC,5min,T1_SL0.67,sl_pts=0.67,216,0.028,1.789,31.019,64.352,-0.867,0.004854846282839574
F,priceCPR,INFY,5min,T2_TR1.02,tr_pts=1.02;hard_sl=2.05,189,0.178,6.843,18.519,47.09,-3.243,0.004817159140727751
E,base_10min,BHARTIARTL,10min,T2_TR2.2,tr_pts=2.2;hard_sl=2.2,73,0.326,9.328,13.699,63.014,-4.338,0.004787600771869641
E,cpr_5min,KOTAKBANK,5min,T0,time_only,45,0.153,16.485,51.111,0.0,-8.089,0.004743696087352138
E,rsi_rsi40_60_5min,ITC,5min,T1_SL0.45,sl_pts=0.45,70,0.042,2.298,25.714,74.286,-1.107,0.004699686684073107
E,base_10min,BHARTIARTL,10min,T2_TR1.1,tr_pts=1.1;hard_sl=2.2,73,0.318,9.329,13.699,61.644,-4.346,0.004669613034623217
E,cpr_10min,HDFCBANK,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.9,61,0.063,2.435,18.033,37.705,-1.154,0.004665622176591376
E,base_5min,SBIN,5min,T1_SL1.57,sl_pts=1.57,52,0.098,5.795,26.923,69.231,-2.799,0.004552983606557376
E,base_5min,HINDUNILVR,5min,T1_SL4.35,sl_pts=4.35,90,0.278,14.404,23.333,71.111,-6.924,0.004503314357123022
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T1_SL4.35,sl_pts=4.35,56,0.279,14.457,23.214,69.643,-6.949,0.004479979248806806
E,rsi_rsi40_60_5min,INFY,5min,T2_TR1.02,tr_pts=1.02;hard_sl=2.05,86,0.237,8.708,16.279,56.977,-4.117,0.004430550068902158
E,base_5min,SBIN,5min,T1_SL1.05,sl_pts=1.05,52,0.119,5.207,19.231,76.923,-2.484,0.004395024006145573
D,priceCPR_rsi30_70,NIFTY50,5min,T4_LVL,level_for_T4_cross,238,0.786,59.755,32.773,63.866,-29.092,0.004310865701614927
F,priceCPR,ITC,5min,T1_SL0.45,sl_pts=0.45,216,0.028,1.688,25.926,71.296,-0.816,0.0043005213270142185
E,rsi_rsi40_60_10min,INFY,10min,T1_SL2.05,sl_pts=2.05,71,0.159,8.417,22.535,76.056,-4.049,0.00425693833907568
E,cpr_5min,HINDUNILVR,5min,T1_SL2.9,sl_pts=2.9,66,0.281,13.223,19.697,78.788,-6.33,0.004185780080163352
E,cpr_rsi_rsi40_60_10min,ITC,10min,T1_SL0.67,sl_pts=0.67,39,0.026,2.255,35.897,64.103,-1.102,0.00413890022172949
F,priceCPR,INFY,5min,T4_LVL,level_for_T4_cross,189,0.113,8.775,31.746,60.847,-4.275,0.004088088888888889
E,rsi_rsi40_60_10min,KOTAKBANK,10min,T0,time_only,43,0.155,16.016,41.86,0.0,-7.853,0.0040511363636363635
E,base_5min,KOTAKBANK,5min,T3_RSI,rsi_cross_50,63,0.144,12.426,34.921,63.492,-6.069,0.004046856591018832
E,cpr_5min,HINDUNILVR,5min,T1_SL4.35,sl_pts=4.35,66,0.23,13.893,24.242,68.182,-6.717,0.004013287266968977
E,base_5min,BHARTIARTL,5min,T2_TR0.55,tr_pts=0.55;hard_sl=2.2,89,0.257,9.579,14.607,53.933,-4.532,0.003918988412151581
E,cpr_rsi_rsi40_60_10min,BHARTIARTL,10min,T2_TR2.2,tr_pts=2.2;hard_sl=2.2,50,0.224,9.253,16.0,54.0,-4.402,0.0038733383767426783
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,33,0.197,6.314,12.121,45.455,-2.96,0.003781813430471967
B,rsi35_65_from1100,NIFTY50,5min,T3_RSI,rsi_cross_50,402,0.663,65.227,37.065,60.697,-31.95,0.0037674728256703507
E,cpr_15min,TCS,15min,T3_RSI,rsi_cross_50,38,0.293,24.726,31.579,63.158,-12.07,0.003742071908112918
E,rsi_rsi40_60_15min,HDFCBANK,15min,T3_RSI,rsi_cross_50,57,0.022,2.767,42.105,50.877,-1.361,0.0033477050957715936
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,33,0.17,6.318,12.121,45.455,-2.989,0.003261427666983223
E,rsi_rsi40_60_5min,ITC,5min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,70,0.049,2.162,14.286,45.714,-1.032,0.0032378075855689177
E,cpr_5min,BHARTIARTL,5min,T1_SL1.1,sl_pts=1.1,65,0.178,9.538,16.923,83.077,-4.592,0.00315820297756343
E,cpr_5min,BHARTIARTL,5min,T1_SL2.2,sl_pts=2.2,65,0.145,10.377,21.538,78.462,-5.043,0.003009549966271562
B,rsi40_60_from1100,NIFTY50,5min,T3_RSI,rsi_cross_50,444,0.56,65.471,35.135,64.414,-32.176,0.003005238960761253
E,base_5min,BHARTIARTL,5min,T2_TR1.1,tr_pts=1.1;hard_sl=2.2,89,0.19,9.592,14.607,57.303,-4.606,0.002893379899916597
E,base_10min,HDFCBANK,10min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,80,0.039,2.535,18.75,43.75,-1.229,0.0028846153846153843
E,cpr_10min,KOTAKBANK,10min,T4_LVL,level_for_T4_cross,34,0.178,12.909,20.588,76.471,-6.276,0.002838844217212797
E,base_10min,HDFCBANK,10min,T4_LVL,level_for_T4_cross,80,0.032,3.26,28.75,70.0,-1.597,0.002822085889570552
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T3_RSI,rsi_cross_50,42,0.068,8.606,35.714,61.905,-4.235,0.0028219288868231466
E,rsi_rsi40_60_5min,HINDUNILVR,5min,T1_SL2.9,sl_pts=2.9,87,0.201,13.385,18.391,79.31,-6.491,0.002761741501680986
E,cpr_10min,HDFCBANK,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.9,61,0.037,2.443,18.033,39.344,-1.185,0.0027311543184609086
C,rng0.008_norsi,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,227,0.433,58.805,36.564,25.11,-28.969,0.002692324122098461
E,rsi_rsi40_60_5min,RELIANCE,5min,T1_SL1.6,sl_pts=1.6,60,0.073,6.366,23.333,75.0,-3.111,0.002675634621426327
D,cprDelta_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,231,0.536,63.554,31.602,25.974,-31.241,0.0026652408975044845
E,base_10min,HDFCBANK,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.9,80,0.037,2.51,17.5,41.25,-1.217,0.0025796812749003984
E,base_5min,SBIN,5min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,52,0.066,4.53,17.308,50.0,-2.199,0.0025216953642384107
E,cpr_10min,HINDUNILVR,10min,T1_SL4.35,sl_pts=4.35,58,0.155,14.364,22.414,70.69,-7.027,0.0024186647173489277
E,cpr_rsi_rsi40_60_5min,HINDUNILVR,5min,T1_SL2.9,sl_pts=2.9,66,0.15,13.343,21.212,78.788,-6.521,0.002384621149666492
E,base_15min,ITC,15min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,56,0.05,3.085,14.286,66.071,-1.492,0.0023153970826580226
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T1_SL2.9,sl_pts=2.9,56,0.148,13.877,21.429,76.786,-6.79,0.0022854305685666926
C,rng0.008_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,226,0.307,56.433,38.496,58.407,-27.909,0.002094212960501834
E,rsi_rsi40_60_5min,INFY,5min,T1_SL1.02,sl_pts=1.02,86,0.116,8.694,15.116,84.884,-4.231,0.0020168576029445592
E,rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,45,0.086,5.863,13.333,44.444,-2.846,0.00195571891523111
E,rsi_rsi40_60_5min,INFY,5min,T2_TR2.05,tr_pts=2.05;hard_sl=2.05,86,0.101,8.741,16.279,62.791,-4.27,0.0018809964534950237
E,rsi_rsi40_60_10min,INFY,10min,T2_TR0.51,tr_pts=0.51;hard_sl=2.05,71,0.088,7.284,14.085,46.479,-3.554,0.00170164744645799
E,base_5min,BHARTIARTL,5min,T2_TR2.2,tr_pts=2.2;hard_sl=2.2,89,0.112,9.619,14.607,60.674,-4.697,0.00170078386526666
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,58,0.129,10.781,13.793,55.172,-5.261,0.0016504007049438826
D,cprDelta_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,231,0.311,65.406,34.632,28.139,-32.393,0.0016467223190532974
E,rsi_rsi40_60_5min,HINDUNILVR,5min,T1_SL4.35,sl_pts=4.35,87,0.108,14.342,21.839,72.414,-7.063,0.0016445488774229533
E,base_5min,SBIN,5min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,52,0.042,4.538,17.308,51.923,-2.227,0.0016018862935213752
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T2_TR2.0,tr_pts=2.0;hard_sl=2.0,58,0.111,10.788,15.517,58.621,-5.283,0.0015965767519466074
E,cpr_rsi_rsi40_60_10min,INFY,10min,T1_SL3.07,sl_pts=3.07,58,0.05,8.759,27.586,68.966,-4.33,0.0015747231419111771
E,rsi_rsi40_60_15min,ITC,15min,T1_SL0.22,sl_pts=0.22,45,0.056,3.271,8.889,88.889,-1.58,0.0015218098440843777
F,priceCPR,KOTAKBANK,5min,T0,time_only,205,0.04,13.492,50.244,0.0,-6.707,0.0014895938333827452
D,priceCPR_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,413,0.297,53.387,25.666,70.944,-26.397,0.0014278386123962761
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T2_TR1.0,tr_pts=1.0;hard_sl=2.0,58,0.101,10.788,13.793,58.621,-5.293,0.0012913357434186134
F,priceCPR,KOTAKBANK,5min,T1_SL1.0,sl_pts=1.0,205,0.045,5.95,17.073,82.439,-2.93,0.0012912352941176469
E,base_10min,BHARTIARTL,10min,T1_SL2.2,sl_pts=2.2,73,0.068,9.624,16.438,82.192,-4.744,0.0011614546965918538
E,cpr_rsi_rsi40_60_5min,ITC,5min,T2_TR0.11,tr_pts=0.11;hard_sl=0.45,52,0.012,2.028,19.231,50.0,-1.002,0.0011379289940828402
E,base_5min,SBIN,5min,T1_SL0.52,sl_pts=0.52,52,0.028,4.518,17.308,82.692,-2.231,0.0010726516157591856
E,rsi_rsi40_60_10min,INFY,10min,T2_TR1.02,tr_pts=1.02;hard_sl=2.05,71,0.054,7.295,14.085,49.296,-3.593,0.0010426182316655244
E,rsi_rsi40_60_10min,HDFCBANK,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.9,67,0.012,2.286,19.403,34.328,-1.131,0.001018530183727034
E,base_5min,ITC,5min,T1_SL0.45,sl_pts=0.45,72,0.01,2.35,22.222,77.778,-1.165,0.0009456170212765958
F,priceCPR,KOTAKBANK,5min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,205,0.03,5.972,17.073,41.463,-2.956,0.0008576523777628933
F,priceCPR,KOTAKBANK,5min,T1_SL2.0,sl_pts=2.0,205,0.021,7.104,24.878,73.659,-3.531,0.0007354138513513514
E,cpr_rsi_rsi40_60_15min,HINDUNILVR,15min,T4_LVL,level_for_T4_cross,46,0.035,10.956,21.739,69.565,-5.443,0.0006944733479372034
E,base_10min,HDFCBANK,10min,T1_SL1.35,sl_pts=1.35,80,0.008,3.528,30.0,66.25,-1.756,0.0006802721088435374
E,rsi_rsi40_60_10min,HDFCBANK,10min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,67,0.007,2.344,22.388,40.299,-1.165,0.0006685836177474404
E,rsi_rsi40_60_5min,RELIANCE,5min,T1_SL0.8,sl_pts=0.8,60,0.018,5.717,20.0,80.0,-2.841,0.0006297008920762638
C,rng0.008_rsi40_60,NIFTY50,5min,T4_LVL,level_for_T4_cross,226,0.116,41.586,22.124,77.434,-20.677,0.0006171269177126918
E,base_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,53,0.038,6.12,9.434,90.566,-3.022,0.0005857712418300653
E,cpr_10min,HDFCBANK,10min,T2_TR0.9,tr_pts=0.9;hard_sl=0.9,61,0.007,2.452,18.033,42.623,-1.22,0.0005148083197389887
E,cpr_10min,BHARTIARTL,10min,T1_SL1.1,sl_pts=1.1,55,0.029,8.894,14.545,85.455,-4.418,0.000474257926692152
E,cpr_10min,BHARTIARTL,10min,T2_TR0.55,tr_pts=0.55;hard_sl=2.2,55,0.029,8.728,12.727,52.727,-4.335,0.0004228723648029331
E,base_10min,HDFCBANK,10min,T1_SL0.9,sl_pts=0.9,80,0.003,2.847,27.5,68.75,-1.42,0.0002897787144362487
F,priceCPR,KOTAKBANK,5min,T2_TR1.0,tr_pts=1.0;hard_sl=2.0,205,0.01,6.251,18.049,49.268,-3.116,0.0002887378019516877
E,cpr_10min,HDFCBANK,10min,T1_SL0.9,sl_pts=0.9,61,0.002,2.682,29.508,67.213,-1.339,0.00022004474272930652
E,base_5min,BHARTIARTL,5min,T1_SL3.3,sl_pts=3.3,89,0.005,10.761,24.719,71.91,-5.375,0.00011485456741938483
E,cpr_rsi_rsi40_60_5min,TCS,5min,T0,time_only,51,0.007,33.57,41.176,0.0,-16.778,8.585999404229968e-05
