path,variant,symbol,timeframe,exit_policy,exit_params,n_signals,mean_net,std_net,win_rate,pct_sl_first,composite_score,sharpe_score
C,rng0.004_norsi,NIFTY50,5min,T0,time_only,45,16.05,49.781,64.444,0.0,-8.84,0.20777529579558465
C,rng0.004_rsi40_60,NIFTY50,5min,T0,time_only,45,16.05,49.781,64.444,0.0,-8.84,0.20777529579558465
C,rng0.004_norsi,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,45,15.65,50.482,64.444,2.222,-9.591,0.19978380412820412
C,rng0.004_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,45,15.65,50.482,64.444,2.222,-9.591,0.19978380412820412
C,rng0.004_norsi,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,45,14.957,51.014,64.444,8.889,-10.55,0.18894595758027208
C,rng0.004_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,45,14.957,51.014,64.444,8.889,-10.55,0.18894595758027208
E,rsi_rsi40_60_15min,KOTAKBANK,15min,T3_RSI,rsi_cross_50,32,3.348,11.836,53.125,46.875,-2.57,0.15027247380871916
E,rsi_rsi40_60_15min,HINDUNILVR,15min,T0,time_only,56,4.415,15.489,51.786,0.0,-3.329,0.14761133062173154
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T3_RSI,rsi_cross_50,31,3.752,14.208,54.839,45.161,-3.353,0.1448169538288288
E,base_15min,HINDUNILVR,15min,T0,time_only,64,5.095,17.122,48.438,0.0,-3.466,0.14413713935287936
C,rng0.004_norsi,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,45,13.606,50.835,53.333,8.889,-11.812,0.14274590301957313
C,rng0.004_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,45,13.606,50.835,53.333,8.889,-11.812,0.14274590301957313
E,base_15min,KOTAKBANK,15min,T3_RSI,rsi_cross_50,39,3.264,11.8,51.282,48.718,-2.636,0.14185122711864404
C,rng0.004_norsi,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,45,11.798,51.735,60.0,26.667,-14.07,0.13682806610611772
C,rng0.004_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,45,11.798,51.735,60.0,26.667,-14.07,0.13682806610611772
C,rng0.004_norsi,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,45,13.118,50.199,48.889,8.889,-11.982,0.1277567086993765
C,rng0.004_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,45,13.118,50.199,48.889,8.889,-11.982,0.1277567086993765
E,cpr_rsi_rsi40_60_15min,HINDUNILVR,15min,T0,time_only,46,3.829,14.359,47.826,0.0,-3.35,0.12753377951110803
E,cpr_10min,KOTAKBANK,10min,T3_RSI,rsi_cross_50,34,3.254,13.75,52.941,47.059,-3.621,0.1252872829090909
E,cpr_rsi_rsi40_60_5min,HDFCBANK,5min,T3_RSI,rsi_cross_50,66,0.837,3.611,50.0,48.485,-0.968,0.11589587371919134
E,cpr_rsi_rsi40_60_10min,HDFCBANK,10min,T3_RSI,rsi_cross_50,54,0.618,2.816,51.852,42.593,-0.79,0.11379451704545455
A,gap0.003_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,98,18.947,89.571,52.041,47.959,-25.839,0.11008259671098902
E,base_10min,HDFCBANK,10min,T3_RSI,rsi_cross_50,80,0.736,3.194,47.5,48.75,-0.861,0.10945522855353788
E,cpr_10min,HDFCBANK,10min,T3_RSI,rsi_cross_50,61,0.605,2.855,50.82,45.902,-0.822,0.10769211908931699
A,gap0.005_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,84,20.296,96.15,50.0,46.429,-27.778,0.10554342173686947
A,gap0.003_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,64,15.367,80.359,53.125,46.875,-24.812,0.10159059657287922
A,gap0.003_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,64,19.969,95.785,48.438,46.875,-27.924,0.10098224377512138
E,rsi_rsi40_60_15min,HINDUNILVR,15min,T3_RSI,rsi_cross_50,56,2.979,12.703,42.857,55.357,-3.373,0.10050460757301426
E,cpr_5min,HDFCBANK,5min,T3_RSI,rsi_cross_50,71,0.755,3.815,50.704,47.887,-1.153,0.10034474442988205
A,gap0.005_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,84,18.935,101.668,53.571,34.524,-31.899,0.09977248347562653
A,gap0.007_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,89,19.174,95.353,49.438,47.191,-28.502,0.09941210155946852
A,gap0.005_rsi35_65,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,120,20.354,109.934,53.333,38.333,-34.613,0.09874469063256135
A,gap0.003_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,125,22.313,117.466,51.2,40.0,-36.42,0.09725585275739362
E,base_5min,HDFCBANK,5min,T3_RSI,rsi_cross_50,98,0.695,3.808,53.061,45.918,-1.209,0.09684189863445378
A,gap0.005_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,150,21.06,114.517,52.0,40.0,-36.199,0.09562946986037008
A,gap0.005_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,120,16.342,88.495,51.667,48.333,-27.906,0.09541127905531384
C,rng0.004_norsi,NIFTY50,5min,T3_RSI,rsi_cross_50,45,9.063,47.456,48.889,48.889,-14.665,0.09336669904753878
C,rng0.004_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,45,9.063,47.456,48.889,48.889,-14.665,0.09336669904753878
A,gap0.007_rsi35_65,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,125,19.15,109.481,52.8,38.4,-35.591,0.09235575122624017
E,cpr_15min,HINDUNILVR,15min,T0,time_only,51,3.015,15.017,45.098,0.0,-4.494,0.09054436305520411
A,gap0.007_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,89,17.322,101.44,52.809,34.831,-33.398,0.09017719814668768
E,base_10min,HINDUNILVR,10min,T0,time_only,78,3.702,20.695,50.0,0.0,-6.645,0.08944189417733751
A,gap0.007_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,156,19.432,113.934,51.282,40.385,-37.535,0.0874639549212702
E,cpr_10min,HINDUNILVR,10min,T0,time_only,58,3.314,19.73,51.724,0.0,-6.551,0.08687954181449568
A,gapoff_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,99,18.258,100.228,47.475,49.495,-31.856,0.08648267450213513
A,gap0.005_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,84,13.429,81.54,52.381,47.619,-27.341,0.08626740851116016
A,gapoff_rsi35_65,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,135,18.627,112.327,51.852,40.0,-37.537,0.08598531110062585
A,gap0.005_rsi35_65,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,120,19.218,104.449,46.667,50.833,-33.006,0.08586452775995941
A,gap0.010_rsi35_65,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,132,18.039,109.831,52.273,39.394,-36.877,0.08585487221276325
A,gap0.010_rsi30_70,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,96,17.16,96.152,47.917,48.958,-30.916,0.0855162367917464
A,gap0.003_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,64,19.296,81.188,35.938,23.438,-21.298,0.08541405724983989
A,gap0.003_rsi35_65,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,98,18.435,112.655,51.02,39.796,-37.893,0.08348974302072698
A,gap0.003_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,98,22.435,96.092,35.714,28.571,-25.611,0.08338296528327019
A,gapoff_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,166,18.99,115.904,50.602,41.566,-38.962,0.08290757696024294
A,gap0.010_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,163,18.52,114.021,50.92,41.104,-38.49,0.08270743108725585
A,gap0.007_rsi35_65,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,125,18.462,103.599,46.4,51.2,-33.337,0.08268774795123504
E,rsi_rsi40_60_10min,ITC,10min,T4_LVL,level_for_T4_cross,50,0.768,3.77,40.0,54.0,-1.117,0.08148541114058355
A,gapoff_rsi30_70,NIFTY50,5min,T0,time_only,99,16.89,119.497,57.576,0.0,-42.859,0.08137933504606812
A,gapoff_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,99,16.794,106.416,51.515,37.374,-36.414,0.08129819857916103
A,gap0.010_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,96,15.928,102.544,52.083,36.458,-35.344,0.08089971368388205
A,gap0.003_rsi35_65,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,98,19.159,106.544,44.898,52.041,-34.113,0.0807366704835561
A,gap0.007_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,125,13.93,88.472,51.2,48.8,-30.305,0.08061488380504567
C,rng0.006_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,129,8.122,56.658,55.814,18.605,-20.207,0.08001011472342828
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T0,time_only,31,2.352,16.125,54.839,0.0,-5.711,0.07998842046511627
E,rsi_rsi40_60_10min,HDFCBANK,10min,T3_RSI,rsi_cross_50,67,0.491,3.024,49.254,46.269,-1.021,0.07997259920634919
C,rng0.004_norsi,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,45,6.831,32.457,37.778,4.444,-9.397,0.07950874017931417
C,rng0.004_rsi40_60,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,45,6.831,32.457,37.778,4.444,-9.397,0.07950874017931417
E,rsi_rsi40_60_10min,KOTAKBANK,10min,T3_RSI,rsi_cross_50,43,2.331,12.324,41.86,58.14,-3.83,0.0791753164556962
C,rng0.006_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,129,7.982,53.376,52.713,36.434,-18.706,0.07882853080035972
A,gap0.003_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,125,14.724,88.988,46.4,53.6,-29.77,0.07677367734975502
E,base_10min,KOTAKBANK,10min,T3_RSI,rsi_cross_50,50,2.165,11.898,42.0,58.0,-3.784,0.07642460917801312
A,gapoff_rsi35_65,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,135,17.843,106.334,45.185,52.593,-35.324,0.07582108779882259
E,base_15min,ITC,15min,T3_RSI,rsi_cross_50,56,0.624,3.248,39.286,58.929,-1.0,0.07547556650246305
F,priceCPR,SBIN,5min,T0,time_only,201,1.146,7.859,51.741,0.0,-2.784,0.07544876701870468
E,cpr_rsi_rsi40_60_10min,HINDUNILVR,10min,T0,time_only,56,3.003,19.952,50.0,0.0,-6.973,0.0752556134723336
E,rsi_rsi40_60_10min,HINDUNILVR,10min,T0,time_only,74,3.004,19.429,48.649,0.0,-6.71,0.07521827989088477
E,cpr_5min,SBIN,5min,T0,time_only,37,2.342,14.322,45.946,0.0,-4.819,0.07513303449238934
A,gap0.003_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,125,19.29,111.198,43.2,54.4,-36.309,0.07494091620352884
A,gap0.010_rsi35_65,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,132,17.035,103.706,45.455,52.273,-34.818,0.07466548946059053
E,rsi_rsi40_60_5min,HDFCBANK,5min,T3_RSI,rsi_cross_50,87,0.579,3.602,45.977,54.023,-1.222,0.07390528317601332
C,rng0.006_norsi,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,129,7.603,53.478,51.938,37.209,-19.136,0.07384057257189873
A,gap0.003_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,98,20.364,93.072,33.673,27.551,-26.173,0.07367596828261991
E,base_5min,TCS,5min,T3_RSI,rsi_cross_50,75,4.004,24.648,45.333,50.667,-8.32,0.07364221518987342
A,gap0.007_rsi30_70,NIFTY50,5min,T0,time_only,89,14.924,116.549,57.303,0.0,-43.351,0.07337600253970432
E,cpr_10min,TCS,10min,T1_SL6.15,sl_pts=6.15,42,4.946,24.28,35.714,61.905,-7.194,0.07275183031301483
E,cpr_rsi_rsi40_60_5min,KOTAKBANK,5min,T3_RSI,rsi_cross_50,43,2.32,14.11,44.186,53.488,-4.735,0.07265167965981573
C,rng0.006_norsi,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,129,7.483,57.009,55.039,19.38,-21.021,0.0722441784630497
A,gap0.005_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,120,19.277,93.445,35.0,28.333,-27.446,0.07220236502755632
A,gapoff_rsi35_65,NIFTY50,5min,T0,time_only,135,16.401,130.095,57.037,0.0,-48.646,0.07190620984665054
C,rng0.006_rsi40_60,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,129,7.556,59.467,56.589,12.403,-22.178,0.07190315368187399
A,gap0.010_rsi30_70,NIFTY50,5min,T0,time_only,96,14.682,117.265,57.292,0.0,-43.95,0.0717316457596043
A,gap0.003_rsi30_70,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,64,14.582,102.46,50.0,35.938,-36.648,0.07115947686902206
A,gap0.005_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,150,17.505,108.547,44.0,54.0,-36.768,0.07095728117773868
C,rng0.006_rsi40_60,NIFTY50,5min,T0,time_only,129,7.722,63.29,58.14,0.0,-23.922,0.07093649549691895
A,gap0.003_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,64,16.381,75.982,32.812,21.875,-21.61,0.07073956621305046
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T0,time_only,37,2.165,14.318,45.946,0.0,-4.994,0.06947415141779578
E,rsi_rsi40_60_15min,ICICIBANK,15min,T0,time_only,40,0.845,6.463,52.5,0.0,-2.387,0.0686407241219248
E,rsi_rsi40_60_15min,KOTAKBANK,15min,T0,time_only,32,1.898,13.039,46.875,0.0,-4.621,0.06823280159521436
E,rsi_rsi40_60_10min,ITC,10min,T0,time_only,50,0.574,4.723,56.0,0.0,-1.788,0.06805843743383443
E,base_10min,TCS,10min,T0,time_only,61,3.893,29.225,50.82,0.0,-10.719,0.06769623952095807
A,gap0.005_rsi30_70,NIFTY50,5min,T0,time_only,84,13.649,116.936,57.143,0.0,-44.819,0.06669843392967092
A,gap0.007_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,156,16.45,107.584,43.59,54.487,-37.341,0.06665075661808448
E,base_10min,ITC,10min,T0,time_only,57,0.533,4.502,56.14,0.0,-1.718,0.06646517103509553
E,rsi_rsi40_60_10min,HINDUNILVR,10min,T3_RSI,rsi_cross_50,74,2.329,14.722,41.892,55.405,-5.032,0.06627256351039262
A,gap0.005_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,84,15.679,81.744,34.524,25.0,-25.193,0.06621914709336466
E,rsi_rsi40_60_10min,ITC,10min,T1_SL0.67,sl_pts=0.67,50,0.656,3.769,38.0,60.0,-1.228,0.06613955956487132
E,base_10min,ITC,10min,T4_LVL,level_for_T4_cross,57,0.682,3.623,35.088,64.912,-1.13,0.06605027877449628
A,gap0.007_rsi35_65,NIFTY50,5min,T0,time_only,125,14.962,129.009,56.8,0.0,-49.543,0.0658745978962708
A,gap0.010_rsi35_65,NIFTY50,5min,T0,time_only,132,14.784,128.846,56.818,0.0,-49.639,0.06519389907331233
A,gap0.007_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,125,17.322,92.271,34.4,29.6,-28.813,0.06457899014858405
A,gap0.007_rsi30_70,NIFTY50,5min,T3_RSI,rsi_cross_50,89,10.206,81.783,51.685,48.315,-30.686,0.06449960382964674
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T3_RSI,rsi_cross_50,37,1.695,12.118,45.946,51.351,-4.364,0.06426676844363756
A,gap0.005_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,150,12.091,87.814,46.667,53.333,-31.816,0.06425520953378733
E,cpr_10min,KOTAKBANK,10min,T0,time_only,34,1.747,16.025,58.824,0.0,-6.265,0.06412825460218409
A,gap0.005_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,120,17.594,90.525,32.5,26.667,-27.668,0.0631654239160453
A,gapoff_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,166,16.068,109.489,42.771,55.422,-38.677,0.06276835371589841
C,rng0.006_norsi,NIFTY50,5min,T1_SL75.0,sl_pts=75.0,129,6.707,60.096,55.814,13.178,-23.341,0.06229108393237486
A,gapoff_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,135,11.621,91.419,48.889,51.111,-34.089,0.062146716656274956
A,gap0.010_rsi40_60,NIFTY50,5min,T1_SL50.0,sl_pts=50.0,163,15.381,107.479,42.945,55.215,-38.359,0.06145731212608975
A,gap0.005_rsi35_65,NIFTY50,5min,T0,time_only,120,14.072,129.752,56.667,0.0,-50.804,0.061457089216351186
E,rsi_rsi40_60_10min,ITC,10min,T1_SL0.45,sl_pts=0.45,50,0.714,3.727,32.0,66.0,-1.149,0.06130399785350148
A,gapoff_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,99,14.2,88.945,38.384,61.616,-30.273,0.06127975715329699
E,cpr_5min,SBIN,5min,T3_RSI,rsi_cross_50,37,1.707,12.15,43.243,54.054,-4.368,0.06075374567901235
E,base_10min,TCS,10min,T1_SL6.15,sl_pts=6.15,61,4.294,23.219,32.787,67.213,-7.315,0.06063455704380032
E,base_10min,ITC,10min,T3_RSI,rsi_cross_50,57,0.412,2.743,40.351,57.895,-0.959,0.060607407947502724
E,rsi_rsi40_60_10min,ITC,10min,T2_TR0.45,tr_pts=0.45;hard_sl=0.45,50,0.753,3.487,28.0,48.0,-0.991,0.06046458273587612
A,gap0.003_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,125,18.613,101.374,32.8,35.2,-32.074,0.06022317359480734
A,gap0.005_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,84,14.111,77.253,32.143,22.619,-24.516,0.0587122665786442
E,cpr_rsi_rsi40_60_10min,TCS,10min,T1_SL6.15,sl_pts=6.15,38,4.163,24.286,34.211,65.789,-7.98,0.05864300131763155
A,gap0.003_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,125,16.675,100.314,35.2,64.8,-33.482,0.058512271467591775
A,gapoff_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,135,15.186,96.16,37.037,62.963,-32.895,0.05849042034109817
A,gap0.007_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,89,12.447,83.898,39.326,60.674,-29.503,0.05834355074018451
A,gap0.007_rsi35_65,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,125,16.196,89.14,32.0,27.2,-28.375,0.05814135068431681
E,cpr_rsi_rsi40_60_10min,TCS,10min,T1_SL2.05,sl_pts=2.05,38,5.578,22.732,23.684,76.316,-5.788,0.058116026746436754
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T1_SL3.0,sl_pts=3.0,31,2.279,13.916,35.484,64.516,-4.679,0.058111552170163845
A,gap0.005_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,84,12.455,84.645,39.286,60.714,-29.867,0.05780697383188611
A,gapoff_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,166,15.942,98.531,35.542,64.458,-33.323,0.057505816849519435
A,gap0.005_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,150,15.576,97.543,36.0,64.0,-33.196,0.057486031801359395
C,rng0.006_norsi,NIFTY50,5min,T0,time_only,129,6.47,64.668,57.364,0.0,-25.864,0.05739238572400567
E,base_10min,TCS,10min,T4_LVL,level_for_T4_cross,61,4.343,22.42,29.508,68.852,-6.867,0.057160233719892956
E,cpr_rsi_rsi40_60_10min,TCS,10min,T2_TR1.02,tr_pts=1.02;hard_sl=4.1,38,5.487,22.792,23.684,52.632,-5.909,0.05701742190242191
E,base_15min,KOTAKBANK,15min,T0,time_only,39,1.485,15.458,58.974,0.0,-6.244,0.05665441195497477
E,cpr_5min,TCS,5min,T3_RSI,rsi_cross_50,52,4.257,28.969,38.462,53.846,-10.228,0.05651998135938416
A,gap0.010_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,96,12.368,84.484,38.542,61.458,-29.874,0.0564234004071777
A,gap0.007_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,125,14.016,93.481,37.6,62.4,-32.724,0.056375263422513665
E,cpr_rsi_rsi40_60_10min,TCS,10min,T2_TR2.05,tr_pts=2.05;hard_sl=4.1,38,5.408,22.824,23.684,55.263,-6.004,0.05611771468629514
E,cpr_rsi_rsi40_60_10min,TCS,10min,T2_TR4.1,tr_pts=4.1;hard_sl=4.1,38,5.408,22.824,23.684,55.263,-6.004,0.05611771468629514
E,base_10min,TCS,10min,T3_RSI,rsi_cross_50,61,2.836,22.375,44.262,54.098,-8.351,0.056101466815642466
A,gap0.005_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,120,14.087,94.328,37.5,62.5,-33.076,0.056002724535662796
A,gap0.007_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,156,15.054,96.609,35.897,64.103,-33.251,0.05593613824798933
A,gap0.010_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,132,13.875,93.379,37.121,62.879,-32.814,0.055157356043650074
A,gap0.003_rsi30_70,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,64,11.751,83.254,39.062,60.938,-29.875,0.05513459557498737
A,gap0.007_rsi30_70,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,89,13.136,80.443,33.708,26.966,-27.085,0.05504373133771739
E,rsi_rsi40_60_10min,ITC,10min,T2_TR0.22,tr_pts=0.22;hard_sl=0.45,50,0.737,3.482,26.0,44.0,-1.004,0.05503159103963239
A,gap0.010_rsi40_60,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,163,14.895,96.398,35.583,64.417,-33.304,0.05498130511006452
A,gap0.010_rsi35_65,NIFTY50,5min,T3_RSI,rsi_cross_50,132,10.015,88.318,48.485,51.515,-34.144,0.054980556058787565
C,rng0.006_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,129,6.897,54.521,43.411,17.829,-20.363,0.054915659470662674
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T1_SL2.0,sl_pts=2.0,31,2.482,13.236,29.032,70.968,-4.136,0.054440483529767304
E,base_5min,TCS,5min,T0,time_only,75,3.67,31.542,46.667,0.0,-12.101,0.054298360915604596
E,base_15min,HDFCBANK,15min,T3_RSI,rsi_cross_50,76,0.424,3.086,39.474,53.947,-1.12,0.05423517822423849
E,base_5min,SBIN,5min,T3_RSI,rsi_cross_50,52,1.211,10.393,46.154,53.846,-3.986,0.05377898008274801
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T0,time_only,34,0.688,6.773,52.941,0.0,-2.698,0.05377736305920567
E,rsi_rsi40_60_10min,TCS,10min,T4_LVL,level_for_T4_cross,51,3.928,23.098,31.373,62.745,-7.621,0.05335230063208936
C,rng0.006_rsi40_60,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,129,6.528,46.808,37.984,12.403,-16.876,0.05297375491368996
E,base_15min,HINDUNILVR,15min,T3_RSI,rsi_cross_50,64,1.791,12.228,35.938,62.5,-4.322,0.05263735525024535
E,cpr_rsi_rsi40_60_10min,TCS,10min,T1_SL4.1,sl_pts=4.1,38,4.704,23.617,26.316,73.684,-7.104,0.052415829275521866
A,gap0.003_rsi35_65,NIFTY50,5min,T0,time_only,98,12.612,133.701,55.102,0.0,-54.239,0.05197765342069244
E,rsi_rsi40_60_10min,ITC,10min,T3_RSI,rsi_cross_50,50,0.378,2.909,40.0,52.0,-1.077,0.051976624269508435
F,priceCPR,SBIN,5min,T3_RSI,rsi_cross_50,201,0.813,6.338,40.299,57.214,-2.356,0.05169310034711264
E,rsi_rsi40_60_10min,HINDUNILVR,10min,T4_LVL,level_for_T4_cross,74,2.628,15.133,29.73,64.865,-4.938,0.05162918125949911
A,gap0.007_rsi30_70,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,89,12.342,75.699,31.461,23.596,-25.508,0.05129416002853407
A,gap0.007_rsi40_60,NIFTY50,5min,T3_RSI,rsi_cross_50,156,9.712,87.741,46.154,53.846,-34.158,0.051087592801540904
A,gapoff_rsi40_60,NIFTY50,5min,T0,time_only,166,12.929,138.875,54.819,0.0,-56.509,0.05103545281728174
A,gap0.003_rsi35_65,NIFTY50,5min,T1_SL30.0,sl_pts=30.0,98,13.702,96.098,35.714,64.286,-34.346,0.050922311390455575
C,rng0.006_norsi,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,129,6.368,46.804,37.209,12.403,-17.034,0.05062535509785489
E,rsi_rsi40_60_10min,TCS,10min,T1_SL2.05,sl_pts=2.05,51,4.452,20.729,23.529,74.51,-5.913,0.050533604129480436
A,gapoff_rsi35_65,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,135,14.599,94.515,32.593,32.593,-32.658,0.0503438826641274
E,base_10min,TCS,10min,T2_TR4.1,tr_pts=4.1;hard_sl=4.1,61,4.203,20.6,24.59,57.377,-6.097,0.05017076213592233
A,gap0.005_rsi40_60,NIFTY50,5min,T0,time_only,150,12.644,137.885,54.667,0.0,-56.299,0.05012942292490119
C,rng0.006_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,129,6.061,56.263,46.512,18.605,-22.07,0.05010561683522031
E,rsi_rsi40_60_5min,KOTAKBANK,5min,T3_RSI,rsi_cross_50,58,1.666,12.636,37.931,60.345,-4.652,0.05001032446976892
E,base_10min,ITC,10min,T1_SL0.67,sl_pts=0.67,57,0.517,3.64,35.088,64.912,-1.303,0.049836527472527474
E,base_10min,ITC,10min,T1_SL0.45,sl_pts=0.45,57,0.599,3.591,29.825,70.175,-1.197,0.049749860763018655
A,gap0.003_rsi40_60,NIFTY50,5min,T2_TR20.0,tr_pts=20.0;hard_sl=50.0,125,15.734,93.87,29.6,29.6,-31.201,0.04961397677639289
E,base_10min,TCS,10min,T1_SL2.05,sl_pts=2.05,61,4.371,20.252,22.951,77.049,-5.755,0.04953526614655344
A,gap0.003_rsi35_65,NIFTY50,5min,T2_TR10.0,tr_pts=10.0;hard_sl=50.0,98,15.311,82.057,26.531,21.429,-25.717,0.049504142364453975
A,gap0.005_rsi40_60,NIFTY50,5min,T2_TR30.0,tr_pts=30.0;hard_sl=50.0,150,15.12,98.119,32.0,34.667,-33.939,0.04931155026039809
E,rsi_rsi40_60_10min,RELIANCE,10min,T3_RSI,rsi_cross_50,45,0.942,8.536,44.444,51.111,-3.326,0.04904668228678538
E,base_5min,TCS,5min,T1_SL6.15,sl_pts=6.15,75,4.347,26.004,29.333,69.333,-8.655,0.049034975772958005
E,rsi_rsi40_60_15min,RELIANCE,15min,T3_RSI,rsi_cross_50,38,0.993,7.465,36.842,57.895,-2.739,0.04900750971198928
