path,variant,symbol,timeframe,exit_policy,exit_params,n_signals,mean_net,std_net,median_net,p25_net,p75_net,win_rate,pct_sl_first,composite_score
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T1_SL0.8,sl_pts=0.8,42,-0.576,4.221,-1.575,-2.375,-0.9,16.667,83.333,-2.687
F,priceCPR,SBIN,5min,T4_LVL,level_for_T4_cross,201,0.89,7.154,-1.0,-1.95,1.4,34.826,60.199,-2.687
E,base_10min,SBIN,10min,T1_SL1.57,sl_pts=1.57,39,-0.64,4.098,-1.95,-2.35,-0.25,23.077,71.795,-2.689
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T0,time_only,34,0.688,6.773,0.075,-2.938,5.412,52.941,0.0,-2.698
F,priceCPR,SBIN,5min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,201,0.67,6.742,-0.7,-1.35,0.0,22.388,44.279,-2.701
E,base_10min,ICICIBANK,10min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,61,-0.248,4.906,-1.85,-2.5,-0.2,16.393,60.656,-2.701
E,base_5min,ICICIBANK,5min,T4_LVL,level_for_T4_cross,79,-0.416,4.588,-1.6,-2.45,-0.65,17.722,82.278,-2.711
E,cpr_5min,ICICIBANK,5min,T1_SL1.4,sl_pts=1.4,58,-0.432,4.613,-2.025,-2.438,-1.5,20.69,79.31,-2.738
E,rsi_rsi40_60_15min,RELIANCE,15min,T3_RSI,rsi_cross_50,38,0.993,7.465,-2.15,-3.5,3.625,36.842,57.895,-2.739
E,base_10min,ICICIBANK,10min,T1_SL0.7,sl_pts=0.7,61,-0.395,4.698,-1.2,-2.5,-0.85,13.115,86.885,-2.744
F,priceCPR,SBIN,5min,T1_SL1.57,sl_pts=1.57,201,0.864,7.219,-1.65,-2.15,1.45,35.821,58.706,-2.745
E,rsi_rsi40_60_10min,RELIANCE,10min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,45,0.316,6.124,-1.15,-2.05,-0.3,15.556,46.667,-2.746
E,cpr_15min,SBIN,15min,T1_SL1.05,sl_pts=1.05,25,-1.724,2.047,-1.5,-2.1,-1.15,4.0,92.0,-2.748
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,41,-0.582,4.334,-1.85,-2.4,-0.8,14.634,65.854,-2.749
E,cpr_rsi_rsi40_60_5min,ITC,5min,T0,time_only,52,-0.585,4.343,0.25,-2.4,1.238,55.769,0.0,-2.756
E,cpr_10min,ICICIBANK,10min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,45,-0.328,4.864,-1.9,-2.7,-0.7,15.556,66.667,-2.76
E,rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,45,0.296,6.128,-1.2,-2.05,-0.3,15.556,46.667,-2.768
E,rsi_rsi40_60_10min,ICICIBANK,10min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,51,-0.674,4.209,-1.85,-2.6,-0.6,15.686,64.706,-2.778
E,cpr_5min,ITC,5min,T0,time_only,53,-0.58,4.403,0.25,-2.55,1.2,54.717,0.0,-2.782
F,priceCPR,SBIN,5min,T0,time_only,201,1.146,7.859,0.15,-2.2,3.9,51.741,0.0,-2.784
E,base_5min,ICICIBANK,5min,T1_SL1.4,sl_pts=1.4,79,-0.501,4.572,-2.0,-2.5,-1.55,20.253,79.747,-2.787
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,27,-1.963,1.649,-1.9,-2.9,-0.8,0.0,55.556,-2.787
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL1.4,sl_pts=1.4,56,-0.657,4.28,-1.925,-2.45,-1.5,17.857,82.143,-2.797
E,base_5min,SBIN,5min,T1_SL1.57,sl_pts=1.57,52,0.098,5.795,-1.75,-2.412,0.775,26.923,69.231,-2.799
E,rsi_rsi40_60_15min,ICICIBANK,15min,T4_LVL,level_for_T4_cross,40,-0.46,4.682,-1.65,-3.012,-0.363,20.0,70.0,-2.801
E,rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL1.4,sl_pts=1.4,74,-0.605,4.409,-1.975,-2.45,-1.525,18.919,81.081,-2.81
E,cpr_15min,SBIN,15min,T1_SL1.57,sl_pts=1.57,25,-1.628,2.384,-1.95,-2.2,-1.65,12.0,80.0,-2.82
F,priceCPR,RELIANCE,5min,T3_RSI,rsi_cross_50,206,0.204,6.062,-1.3,-2.838,1.512,34.951,62.136,-2.827
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T1_SL1.57,sl_pts=1.57,23,-1.589,2.485,-1.95,-2.15,-1.625,13.043,78.261,-2.832
E,rsi_rsi40_60_5min,RELIANCE,5min,T1_SL0.8,sl_pts=0.8,60,0.018,5.717,-1.45,-2.325,-0.9,20.0,80.0,-2.841
E,rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,45,0.086,5.863,-1.15,-2.05,-0.2,13.333,44.444,-2.846
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T1_SL1.57,sl_pts=1.57,37,0.357,6.408,-1.7,-2.4,0.95,29.73,64.865,-2.847
E,cpr_rsi_rsi40_60_15min,SBIN,15min,T1_SL1.05,sl_pts=1.05,23,-1.783,2.13,-1.65,-2.15,-1.15,4.348,91.304,-2.848
E,rsi_rsi40_60_5min,RELIANCE,5min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,60,-0.157,5.383,-1.225,-2.4,-0.188,13.333,46.667,-2.848
E,base_15min,SBIN,15min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,36,-1.517,2.674,-1.475,-2.025,-0.337,5.556,69.444,-2.854
E,rsi_rsi40_60_5min,RELIANCE,5min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,60,-0.17,5.383,-1.225,-2.4,-0.275,13.333,46.667,-2.862
E,rsi_rsi40_60_10min,RELIANCE,10min,T1_SL2.4,sl_pts=2.4,45,1.083,7.897,-2.65,-3.5,3.4,33.333,66.667,-2.865
E,cpr_5min,SBIN,5min,T1_SL1.57,sl_pts=1.57,37,0.349,6.429,-1.7,-2.4,1.3,27.027,67.568,-2.866
E,cpr_10min,SBIN,10min,T4_LVL,level_for_T4_cross,29,-1.31,3.128,-1.3,-2.85,-0.45,20.69,72.414,-2.875
F,priceCPR,SBIN,5min,T1_SL1.05,sl_pts=1.05,201,0.578,6.912,-1.25,-1.6,0.4,28.358,68.657,-2.879
F,priceCPR,RELIANCE,5min,T1_SL2.4,sl_pts=2.4,206,0.568,6.9,-2.6,-3.138,2.35,32.524,62.621,-2.882
E,base_15min,SBIN,15min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,36,-1.564,2.657,-1.475,-2.025,-0.788,5.556,72.222,-2.892
E,rsi_rsi40_60_5min,RELIANCE,5min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,60,-0.132,5.523,-1.7,-2.425,-0.262,15.0,55.0,-2.893
E,rsi_rsi40_60_10min,RELIANCE,10min,T1_SL1.6,sl_pts=1.6,45,0.55,6.887,-2.0,-2.4,-1.6,24.444,75.556,-2.893
F,priceCPR,RELIANCE,5min,T4_LVL,level_for_T4_cross,206,0.68,7.157,-1.75,-2.988,1.512,29.126,66.019,-2.899
E,base_15min,SBIN,15min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,36,-1.496,2.808,-1.475,-2.025,-1.0,8.333,75.0,-2.9
E,rsi_rsi40_60_5min,SBIN,5min,T1_SL1.57,sl_pts=1.57,50,-0.051,5.725,-1.775,-2.438,0.275,26.0,70.0,-2.914
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T1_SL1.6,sl_pts=1.6,33,0.705,7.25,-2.0,-2.6,-1.6,24.242,75.758,-2.92
E,cpr_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,37,-0.009,5.827,-1.4,-2.0,-1.0,10.811,89.189,-2.923
F,priceCPR,KOTAKBANK,5min,T1_SL1.0,sl_pts=1.0,205,0.045,5.95,-1.6,-2.3,-1.1,17.073,82.439,-2.93
E,cpr_rsi_rsi40_60_10min,SBIN,10min,T4_LVL,level_for_T4_cross,28,-1.264,3.333,-1.2,-3.025,0.55,28.571,64.286,-2.931
E,base_15min,SBIN,15min,T1_SL0.52,sl_pts=0.52,36,-1.971,1.924,-1.475,-2.0,-0.938,0.0,100.0,-2.933
E,base_10min,INFY,10min,T1_SL1.02,sl_pts=1.02,78,-0.985,3.9,-1.75,-2.675,-1.262,11.538,88.462,-2.935
E,rsi_rsi40_60_10min,RELIANCE,10min,T4_LVL,level_for_T4_cross,45,1.013,7.914,-1.8,-3.5,2.8,33.333,57.778,-2.944
E,cpr_rsi_rsi40_60_5min,SBIN,5min,T4_LVL,level_for_T4_cross,37,-0.123,5.662,-1.05,-2.45,-0.1,24.324,72.973,-2.954
F,priceCPR,KOTAKBANK,5min,T2_TR0.5,tr_pts=0.5;hard_sl=2.0,205,0.03,5.972,-1.3,-2.55,-0.2,17.073,41.463,-2.956
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,33,0.197,6.314,-1.15,-2.05,-0.3,12.121,45.455,-2.96
E,rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL2.1,sl_pts=2.1,51,-0.241,5.439,-2.35,-3.025,-0.1,25.49,70.588,-2.961
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL1.4,sl_pts=1.4,41,-0.51,4.907,-2.0,-2.75,-1.5,17.073,82.927,-2.963
E,cpr_10min,INFY,10min,T1_SL1.02,sl_pts=1.02,60,-0.874,4.186,-1.75,-2.725,-1.238,13.333,86.667,-2.967
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T4_LVL,level_for_T4_cross,34,-0.659,4.638,-1.75,-2.788,-0.588,17.647,73.529,-2.978
E,rsi_rsi40_60_10min,SBIN,10min,T4_LVL,level_for_T4_cross,34,-1.3,3.358,-1.2,-3.325,0.612,29.412,64.706,-2.979
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,33,0.17,6.318,-1.2,-2.05,-0.3,12.121,45.455,-2.989
E,cpr_rsi_rsi40_60_10min,INFY,10min,T1_SL1.02,sl_pts=1.02,58,-0.259,5.492,-1.75,-2.562,-1.2,17.241,82.759,-3.004
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T1_SL2.4,sl_pts=2.4,33,0.786,7.605,-2.65,-3.25,3.6,30.303,69.697,-3.016
E,base_15min,ICICIBANK,15min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,56,-1.297,3.438,-1.7,-2.162,-0.075,5.357,60.714,-3.016
E,base_10min,RELIANCE,10min,T1_SL0.8,sl_pts=0.8,53,0.038,6.12,-1.4,-2.0,-1.0,9.434,90.566,-3.022
E,cpr_15min,RELIANCE,15min,T4_LVL,level_for_T4_cross,32,-0.091,5.871,-2.2,-3.112,-0.662,18.75,81.25,-3.026
E,rsi_rsi40_60_15min,ICICIBANK,15min,T3_RSI,rsi_cross_50,40,-0.421,5.216,-0.875,-3.625,1.512,35.0,60.0,-3.029
E,rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,40,-1.4,3.262,-1.7,-2.112,0.0,5.0,60.0,-3.031
E,rsi_rsi40_60_10min,INFY,10min,T1_SL1.02,sl_pts=1.02,71,-0.492,5.087,-1.75,-2.65,-1.2,15.493,84.507,-3.035
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T3_RSI,rsi_cross_50,27,0.698,7.478,-2.0,-4.25,5.075,37.037,59.259,-3.041
E,rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL1.4,sl_pts=1.4,51,-0.692,4.698,-2.1,-2.775,-1.5,17.647,82.353,-3.041
E,base_5min,SBIN,5min,T4_LVL,level_for_T4_cross,52,-0.625,4.835,-1.2,-1.987,-0.562,15.385,84.615,-3.043
E,rsi_rsi40_60_15min,SBIN,15min,T2_TR0.26,tr_pts=0.26;hard_sl=1.05,29,-1.924,2.251,-1.5,-2.1,-0.6,0.0,68.966,-3.05
E,cpr_5min,RELIANCE,5min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,43,-0.78,4.557,-1.3,-2.3,-0.325,9.302,46.512,-3.059
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T1_SL2.1,sl_pts=2.1,41,-0.322,5.485,-2.35,-3.0,-0.9,21.951,73.171,-3.065
E,rsi_rsi40_60_5min,SBIN,5min,T4_LVL,level_for_T4_cross,50,-0.485,5.17,-1.3,-2.625,-0.162,22.0,76.0,-3.07
F,priceCPR,INFY,5min,T1_SL1.02,sl_pts=1.02,189,0.52,7.18,-1.5,-2.15,-1.1,22.751,76.19,-3.07
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T1_SL1.6,sl_pts=1.6,42,-0.39,5.365,-2.3,-3.188,-1.775,21.429,78.571,-3.073
E,base_15min,SBIN,15min,T1_SL1.05,sl_pts=1.05,36,-1.683,2.782,-1.775,-2.2,-1.15,8.333,88.889,-3.074
E,cpr_5min,RELIANCE,5min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,43,-0.799,4.555,-1.3,-2.3,-0.375,9.302,46.512,-3.076
E,cpr_5min,SBIN,5min,T4_LVL,level_for_T4_cross,37,-0.249,5.668,-1.35,-2.45,-0.2,18.919,78.378,-3.083
E,cpr_15min,RELIANCE,15min,T1_SL0.8,sl_pts=0.8,32,-1.612,2.953,-1.75,-2.688,-1.275,6.25,93.75,-3.089
E,cpr_10min,ICICIBANK,10min,T1_SL1.4,sl_pts=1.4,45,-0.629,4.925,-2.2,-2.8,-1.6,15.556,84.444,-3.091
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,33,-0.117,5.954,-1.15,-2.05,-0.2,9.091,42.424,-3.094
F,priceCPR,ICICIBANK,5min,T4_LVL,level_for_T4_cross,204,-0.409,5.38,-1.75,-3.3,1.425,29.412,65.196,-3.099
E,rsi_rsi40_60_5min,RELIANCE,5min,T1_SL1.6,sl_pts=1.6,60,0.073,6.366,-2.275,-3.075,-1.3,23.333,75.0,-3.111
E,rsi_rsi40_60_15min,ICICIBANK,15min,T1_SL0.7,sl_pts=0.7,40,-1.819,2.586,-1.25,-2.062,-0.838,5.0,90.0,-3.112
F,priceCPR,KOTAKBANK,5min,T2_TR1.0,tr_pts=1.0;hard_sl=2.0,205,0.01,6.251,-1.85,-2.75,-0.2,18.049,49.268,-3.116
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T3_RSI,rsi_cross_50,34,-0.404,5.437,-0.875,-3.675,1.488,38.235,58.824,-3.123
E,rsi_rsi40_60_15min,SBIN,15min,T1_SL0.52,sl_pts=0.52,29,-2.067,2.129,-1.5,-2.0,-0.9,0.0,100.0,-3.132
E,cpr_5min,ICICIBANK,5min,T4_LVL,level_for_T4_cross,58,-0.699,4.866,-1.9,-3.088,-0.725,18.966,81.034,-3.132
E,base_10min,RELIANCE,10min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,53,-0.032,6.2,-1.4,-2.05,-0.4,7.547,49.057,-3.132
E,base_15min,ICICIBANK,15min,T1_SL0.7,sl_pts=0.7,56,-1.247,3.779,-1.1,-2.013,-0.838,5.357,92.857,-3.137
E,rsi_rsi40_60_15min,SBIN,15min,T2_TR0.52,tr_pts=0.52;hard_sl=1.05,29,-2.05,2.18,-1.65,-2.1,-1.1,0.0,75.862,-3.14
E,rsi_rsi40_60_15min,SBIN,15min,T2_TR1.05,tr_pts=1.05;hard_sl=1.05,29,-1.924,2.444,-1.65,-2.1,-1.1,3.448,75.862,-3.146
E,cpr_rsi_rsi40_60_10min,RELIANCE,10min,T4_LVL,level_for_T4_cross,33,0.63,7.569,-2.0,-3.35,1.3,27.273,63.636,-3.154
E,base_15min,ICICIBANK,15min,T4_LVL,level_for_T4_cross,56,-0.938,4.437,-1.825,-2.675,-0.875,12.5,83.929,-3.156
E,cpr_10min,ICICIBANK,10min,T1_SL2.1,sl_pts=2.1,45,-0.433,5.448,-2.35,-2.9,-2.1,20.0,75.556,-3.157
E,base_15min,ICICIBANK,15min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,56,-1.422,3.485,-1.825,-2.238,-0.262,7.143,66.071,-3.165
E,cpr_5min,RELIANCE,5min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,43,-0.77,4.792,-1.7,-2.45,-0.5,11.628,58.14,-3.166
E,base_10min,ICICIBANK,10min,T4_LVL,level_for_T4_cross,61,-0.687,4.965,-1.6,-3.05,-0.8,18.033,81.967,-3.169
E,cpr_15min,ICICIBANK,15min,T4_LVL,level_for_T4_cross,43,-0.706,4.933,-1.9,-3.175,-0.875,18.605,79.07,-3.173
E,cpr_15min,ICICIBANK,15min,T1_SL0.7,sl_pts=0.7,43,-1.455,3.441,-1.1,-2.0,-0.825,4.651,95.349,-3.175
F,priceCPR,INFY,5min,T2_TR0.51,tr_pts=0.51;hard_sl=2.05,189,0.235,6.823,-1.05,-2.6,-0.1,17.46,42.328,-3.176
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T1_SL0.7,sl_pts=0.7,34,-2.031,2.292,-1.25,-2.037,-0.9,2.941,94.118,-3.177
E,cpr_15min,RELIANCE,15min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,32,-1.291,3.779,-1.9,-2.588,-0.375,3.125,53.125,-3.18
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,27,-1.631,3.112,-1.9,-2.9,-0.8,3.704,62.963,-3.187
E,cpr_5min,ICICIBANK,5min,T1_SL2.1,sl_pts=2.1,58,-0.453,5.471,-2.375,-3.138,-2.15,22.414,75.862,-3.189
E,base_10min,RELIANCE,10min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,53,-0.208,5.969,-1.3,-2.05,-0.3,5.66,47.17,-3.193
E,rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,40,-1.528,3.334,-1.75,-2.15,-0.338,7.5,65.0,-3.194
E,base_10min,ICICIBANK,10min,T1_SL1.4,sl_pts=1.4,61,-0.697,4.997,-2.2,-2.9,-1.65,16.393,83.607,-3.195
E,base_15min,SBIN,15min,T1_SL1.57,sl_pts=1.57,36,-1.782,2.847,-1.975,-2.362,-1.738,11.111,83.333,-3.206
E,cpr_rsi_rsi40_60_15min,RELIANCE,15min,T1_SL0.8,sl_pts=0.8,27,-0.894,4.625,-1.6,-2.825,-1.25,11.111,88.889,-3.207
E,cpr_10min,RELIANCE,10min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,37,-0.238,5.958,-1.4,-2.3,-0.6,8.108,48.649,-3.217
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T1_SL2.4,sl_pts=2.4,42,-0.289,5.87,-2.8,-3.5,0.562,26.19,73.81,-3.224
E,cpr_10min,ICICIBANK,10min,T4_LVL,level_for_T4_cross,45,-0.536,5.382,-1.9,-3.4,-0.95,20.0,77.778,-3.226
E,base_5min,ICICIBANK,5min,T1_SL2.1,sl_pts=2.1,79,-0.504,5.45,-2.4,-3.275,-2.125,22.785,75.949,-3.229
F,priceCPR,INFY,5min,T2_TR1.02,tr_pts=1.02;hard_sl=2.05,189,0.178,6.843,-1.65,-2.7,-0.1,18.519,47.09,-3.243
F,priceCPR,INFY,5min,T2_TR2.05,tr_pts=2.05;hard_sl=2.05,189,0.347,7.186,-2.1,-2.75,-0.05,21.164,52.381,-3.246
E,base_15min,ICICIBANK,15min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,56,-1.515,3.468,-1.875,-2.238,-0.675,7.143,69.643,-3.249
E,rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,40,-1.594,3.32,-1.825,-2.15,-0.7,7.5,67.5,-3.254
E,rsi_rsi40_60_5min,ICICIBANK,5min,T4_LVL,level_for_T4_cross,74,-0.865,4.779,-1.8,-2.838,-0.8,18.919,79.73,-3.255
E,cpr_15min,ICICIBANK,15min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,43,-1.472,3.583,-1.8,-2.275,-0.1,4.651,60.465,-3.264
E,base_10min,RELIANCE,10min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,53,-0.152,6.231,-1.7,-2.2,-0.4,7.547,58.491,-3.267
F,priceCPR,KOTAKBANK,5min,T2_TR2.0,tr_pts=2.0;hard_sl=2.0,205,-0.04,6.468,-2.05,-2.9,-0.25,20.0,55.61,-3.274
E,base_10min,ICICIBANK,10min,T1_SL2.1,sl_pts=2.1,61,-0.623,5.305,-2.4,-3.05,-2.2,19.672,77.049,-3.276
E,base_15min,RELIANCE,15min,T1_SL0.8,sl_pts=0.8,48,-1.9,2.759,-1.8,-2.362,-1.188,4.167,95.833,-3.28
E,rsi_rsi40_60_15min,SBIN,15min,T1_SL1.57,sl_pts=1.57,29,-1.947,2.668,-1.95,-2.35,-1.65,10.345,79.31,-3.28
E,rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL2.1,sl_pts=2.1,74,-0.605,5.354,-2.45,-3.3,-2.15,21.622,75.676,-3.283
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR0.35,tr_pts=0.35;hard_sl=1.4,34,-1.668,3.236,-1.75,-2.15,-0.212,2.941,61.765,-3.286
E,cpr_5min,RELIANCE,5min,T1_SL0.8,sl_pts=0.8,43,-0.76,5.058,-1.6,-2.45,-1.1,13.953,86.047,-3.29
E,cpr_10min,RELIANCE,10min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,37,-0.493,5.596,-1.3,-2.3,-0.35,5.405,45.946,-3.291
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,34,-1.662,3.263,-1.75,-2.15,-0.475,5.882,64.706,-3.293
E,rsi_rsi40_60_15min,SBIN,15min,T1_SL1.05,sl_pts=1.05,29,-2.1,2.392,-1.8,-2.35,-1.15,3.448,89.655,-3.296
E,rsi_rsi40_60_15min,RELIANCE,15min,T4_LVL,level_for_T4_cross,38,0.357,7.348,-2.25,-3.575,0.225,26.316,68.421,-3.317
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T3_RSI,rsi_cross_50,41,-0.418,5.815,-2.2,-4.8,1.7,34.146,60.976,-3.326
E,rsi_rsi40_60_10min,RELIANCE,10min,T3_RSI,rsi_cross_50,45,0.942,8.536,-0.6,-3.5,2.8,44.444,51.111,-3.326
E,rsi_rsi40_60_15min,HINDUNILVR,15min,T0,time_only,56,4.415,15.489,1.45,-4.85,11.362,51.786,0.0,-3.329
E,cpr_10min,RELIANCE,10min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,37,-0.339,5.985,-1.7,-2.5,-0.6,8.108,56.757,-3.332
E,cpr_15min,RELIANCE,15min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,32,-1.445,3.784,-1.95,-2.8,-0.8,3.125,59.375,-3.337
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T1_SL2.1,sl_pts=2.1,56,-0.729,5.224,-2.425,-3.3,-2.15,19.643,76.786,-3.34
E,cpr_15min,ICICIBANK,15min,T2_TR0.7,tr_pts=0.7;hard_sl=1.4,43,-1.547,3.588,-1.85,-2.275,-0.55,6.977,67.442,-3.341
E,cpr_rsi_rsi40_60_10min,ICICIBANK,10min,T4_LVL,level_for_T4_cross,41,-0.599,5.493,-1.65,-3.6,-0.95,19.512,75.61,-3.345
E,cpr_rsi_rsi40_60_15min,HINDUNILVR,15min,T0,time_only,46,3.829,14.359,-0.1,-4.988,9.8,47.826,0.0,-3.35
E,cpr_rsi_rsi40_60_10min,KOTAKBANK,10min,T3_RSI,rsi_cross_50,31,3.752,14.208,0.6,-4.85,8.75,54.839,45.161,-3.353
E,cpr_rsi_rsi40_60_15min,ICICIBANK,15min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,34,-1.74,3.243,-1.825,-2.15,-0.75,5.882,67.647,-3.361
E,rsi_rsi40_60_10min,ICICIBANK,10min,T4_LVL,level_for_T4_cross,51,-0.736,5.265,-1.5,-3.475,-0.475,21.569,74.51,-3.369
E,base_10min,RELIANCE,10min,T1_SL1.6,sl_pts=1.6,53,-0.025,6.694,-2.0,-2.5,-1.7,16.981,83.019,-3.372
E,rsi_rsi40_60_15min,HINDUNILVR,15min,T3_RSI,rsi_cross_50,56,2.979,12.703,-0.5,-4.325,6.775,42.857,55.357,-3.373
E,cpr_rsi_rsi40_60_5min,RELIANCE,5min,T4_LVL,level_for_T4_cross,42,-0.583,5.588,-2.25,-3.825,0.85,26.19,69.048,-3.377
E,rsi_rsi40_60_10min,ICICIBANK,10min,T3_RSI,rsi_cross_50,51,-0.581,5.601,-2.2,-4.9,2.1,35.294,60.784,-3.382
E,base_5min,RELIANCE,5min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,64,-0.708,5.361,-1.7,-2.325,-0.3,9.375,54.688,-3.388
E,base_15min,RELIANCE,15min,T3_RSI,rsi_cross_50,48,0.128,7.043,-2.15,-3.6,1.662,37.5,60.417,-3.394
E,rsi_rsi40_60_15min,ICICIBANK,15min,T1_SL1.4,sl_pts=1.4,40,-1.241,4.306,-1.925,-2.2,-1.488,12.5,80.0,-3.394
E,cpr_15min,RELIANCE,15min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,32,-1.166,4.458,-2.1,-2.8,-0.8,6.25,65.625,-3.395
E,cpr_rsi_rsi40_60_5min,ICICIBANK,5min,T4_LVL,level_for_T4_cross,56,-1.021,4.767,-1.875,-3.188,-0.95,19.643,80.357,-3.404
E,cpr_15min,ICICIBANK,15min,T2_TR1.4,tr_pts=1.4;hard_sl=1.4,43,-1.624,3.57,-1.9,-2.275,-0.8,6.977,69.767,-3.41
E,rsi_rsi40_60_5min,RELIANCE,5min,T1_SL2.4,sl_pts=2.4,60,-0.04,6.747,-2.85,-3.662,0.838,26.667,71.667,-3.414
E,rsi_rsi40_60_5min,RELIANCE,5min,T4_LVL,level_for_T4_cross,60,-0.154,6.562,-2.175,-3.85,0.075,25.0,68.333,-3.435
E,base_5min,RELIANCE,5min,T2_TR1.6,tr_pts=1.6;hard_sl=1.6,64,-0.691,5.496,-1.875,-2.5,-0.462,10.938,62.5,-3.439
E,rsi_rsi40_60_15min,RELIANCE,15min,T2_TR0.4,tr_pts=0.4;hard_sl=1.6,38,-1.018,4.842,-1.475,-2.662,0.0,5.263,47.368,-3.44
E,base_5min,RELIANCE,5min,T2_TR0.8,tr_pts=0.8;hard_sl=1.6,64,-0.759,5.363,-1.75,-2.325,-0.462,9.375,57.812,-3.44
E,cpr_10min,RELIANCE,10min,T1_SL1.6,sl_pts=1.6,37,-0.181,6.542,-2.0,-2.75,-1.75,16.216,83.784,-3.452
F,priceCPR,BHARTIARTL,5min,T2_TR0.55,tr_pts=0.55;hard_sl=2.2,199,-0.237,6.433,-2.05,-3.025,-0.2,11.558,49.749,-3.454
F,priceCPR,INFY,5min,T1_SL2.05,sl_pts=2.05,189,0.503,7.936,-2.3,-3.1,1.0,28.042,68.783,-3.465
E,base_15min,HINDUNILVR,15min,T0,time_only,64,5.095,17.122,-0.0,-5.512,12.275,48.438,0.0,-3.466
