date,baseline,vwap,htf,rsi50,cpr,bb,confluence,fast_pair
2024-04-30,-5802.74,-5802.74,-2752.68,-5802.74,-5782.76,-5802.74,-3632.57,-5482.42
2024-05-03,-1203.96,-1203.96,843.68,-1203.96,-1180.25,-1203.96,843.68,8112.11
2024-05-06,-3536.94,-3536.94,-1225.70,-3536.94,-1968.43,-3536.94,-1225.70,-6780.66
2024-05-07,4736.94,4736.94,2432.02,4736.94,4736.94,4736.94,2432.02,2944.14
2024-05-08,-3325.95,-3325.95,-7897.05,-3325.95,-5055.44,-3325.95,-7897.05,-17597.35
2024-05-09,-7421.30,-7421.30,-1911.03,-7421.30,-5084.37,-7421.30,-1911.03,-7873.77
2024-05-13,-1161.55,-3378.42,1940.51,-1161.55,2001.88,-1161.55,0.00,-218.94
2024-05-14,-3702.17,-3702.17,-1116.09,-3702.17,-757.89,-3702.17,-1116.09,-4098.94
2024-05-15,-2683.82,-2683.82,-1612.68,-2683.82,-2683.82,-2683.82,-1612.68,-10787.60
2024-05-16,-8659.39,-5643.61,-5845.60,-8659.39,-6652.07,-8659.39,-1104.79,-4428.14
2024-05-17,-2847.92,-2847.92,-278.50,-2847.92,-3167.96,-2847.92,-278.50,-15771.60
2024-05-21,-2429.57,-2429.57,441.38,-2429.57,-2879.64,-2429.57,-209.30,-792.85
2024-05-22,-10024.87,-10024.87,-7681.59,-10024.87,-8654.89,-10024.87,-7681.59,-3848.70
2024-05-23,-7064.87,-7064.87,804.95,-7064.87,-3461.37,-7064.87,-69.52,-5534.43
2024-05-24,-6844.42,-6844.42,-527.95,-6844.42,-4445.32,-6844.42,-776.92,-9163.05
2024-05-27,-5631.52,-5631.52,-1519.32,-5631.52,-2658.74,-6605.47,-1519.32,-3963.02
2024-05-28,-5697.99,-5697.99,-6225.37,-5697.99,-5516.82,-5697.99,-6225.37,-4994.81
2024-05-29,-8471.93,-8481.32,-3961.97,-8471.93,-6131.07,-8471.93,-3961.97,-2979.28
2024-05-30,-8237.24,-8237.24,-4387.32,-8237.24,-6117.44,-8237.24,-5522.21,-11779.13
2024-05-31,-6811.39,-6811.39,-9404.65,-6811.39,-6050.34,-6811.39,-9404.65,-12693.74
2024-06-04,3108.25,3108.25,-1137.17,3108.25,3108.25,3108.25,-1137.17,467.10
2024-06-05,23814.93,23814.93,0.00,23814.93,10950.47,23814.93,0.00,8186.57
2024-06-06,-5561.14,-5561.14,-1998.83,-5561.14,2504.19,-5561.14,-1998.83,1904.13
2024-06-07,-3656.44,-3656.44,-3592.60,-3656.44,-5048.17,-3656.44,-3592.60,-11939.11
2024-06-10,-4942.68,-4942.68,-3281.36,-4942.68,-5812.86,-4942.68,-3281.36,-9192.41
2024-06-12,1823.53,1823.53,2305.53,1823.53,2290.09,1823.53,2305.53,-3997.11
2024-06-13,-5049.11,-2731.78,-2445.40,-5049.11,-3764.55,-5049.11,-2466.99,-8051.95
2024-06-14,3559.16,3559.16,3981.43,3559.16,3027.43,3559.16,3981.43,2633.97
2024-06-18,-6621.18,-6621.18,-1416.50,-6621.18,-4760.24,-6621.18,-1416.50,-11444.55
2024-06-20,-2725.49,-2725.49,-3410.70,-2725.49,-457.27,-2725.49,-3410.70,-7956.85
2024-06-21,-9852.13,-9852.13,-2357.82,-9852.13,-6414.12,-9852.13,-2357.82,-695.77
2024-06-24,-6768.64,-6768.64,-2009.99,-6768.64,-4645.22,-6768.64,-2119.07,1574.68
2024-06-25,-1894.81,-1894.81,-1020.62,-1894.81,-3017.16,-1894.81,-1020.62,332.37
2024-06-26,-124.94,-124.94,-3339.68,-124.94,1298.98,-124.94,-2343.98,-2702.85
2024-06-28,-1022.34,-1022.34,-1022.34,-1022.34,-1022.34,-1022.34,-1022.34,-10710.37
2024-07-01,-4589.56,-3089.88,-1636.48,-4589.56,-3514.21,-4589.56,-1636.48,-3231.74
2024-07-02,-3568.94,-3568.94,-1025.69,-3568.94,-5212.68,-3568.94,-1025.69,-3976.33
2024-07-03,-3578.05,-6046.85,-8813.28,-3578.05,-7390.17,-3578.05,-5893.72,-9914.59
2024-07-04,-9097.24,-9097.24,-7188.47,-9097.24,-8866.55,-9097.24,-6079.04,-12403.61
2024-07-08,-2644.70,-2726.74,596.38,-2644.70,-2689.46,-2644.70,2050.57,-273.48
2024-07-09,-8165.22,-8165.22,-1900.08,-8165.22,-4551.43,-8165.22,-2901.64,-2949.59
2024-07-10,5409.23,5409.23,2946.24,5409.23,6026.49,5409.23,2530.46,3635.63
2024-07-11,-3849.53,-1959.02,-854.75,-3849.53,1337.53,-3849.53,-854.75,-7258.38
2024-07-12,-3248.69,-3248.69,-3141.04,-3248.69,-3248.69,-3248.69,-3141.04,-5766.76
2024-07-15,-2878.63,-2878.63,188.19,-2878.63,-1974.82,-2878.63,188.19,-6411.33
2024-07-16,-7346.78,-7346.78,-3018.94,-7346.78,-4147.27,-7346.78,-1973.60,-9517.47
2024-07-18,-597.76,-597.76,-2833.70,-597.76,-2117.17,-597.76,-2833.70,-9664.59
2024-07-19,-3415.92,-3415.92,-3658.62,-3415.92,-1928.77,-3415.92,-3658.62,-5770.61
2024-07-22,-7986.19,-7986.19,-1951.45,-7986.19,-6994.93,-7986.19,-1951.45,-12236.24
2024-07-23,-5411.73,-5411.73,-4964.44,-5411.73,-5527.26,-5411.73,-4964.44,-11501.54
2024-07-24,-2771.53,-2771.53,-2743.76,-2771.53,-6291.24,-2771.53,-1112.35,-6095.85
2024-07-25,-7759.86,-7796.29,-2964.03,-7759.86,-6464.92,-7759.86,-2964.03,-8805.81
2024-07-26,154.50,154.50,-462.96,154.50,154.50,154.50,-462.96,1732.46
2024-07-30,-5191.61,-4731.24,1708.63,-5191.61,-1606.08,-5191.61,1708.63,-5622.75
2024-07-31,-4391.59,-4391.59,-1319.54,-4391.59,-4391.59,-4391.59,-1319.54,-8621.98
2024-08-01,898.44,898.44,-2957.32,898.44,1656.46,898.44,-1313.81,10375.88
2024-08-02,566.35,566.35,566.35,566.35,566.35,566.35,566.35,-9024.70
2024-08-05,-1758.76,-1758.76,-1758.76,-1758.76,-1758.76,-1758.76,-1758.76,-15962.79
2024-08-07,-2102.53,-2102.53,-398.00,-2102.53,-2102.53,-2102.53,-398.00,-8155.71
2024-08-08,-3670.91,-4807.45,-133.72,-3670.91,-1862.45,-2396.33,-1270.26,-6440.71
2024-08-09,-6885.12,-5929.74,-4673.65,-6885.12,-6420.76,-6885.12,-4673.65,-8300.03
2024-08-12,-8770.49,-8770.49,-3700.88,-8770.49,-8249.44,-8770.49,-3700.88,-8853.93
2024-08-13,-4599.87,-4599.87,-1533.78,-4599.87,-6553.13,-4599.87,-448.84,-4716.80
2024-08-16,3767.02,3767.02,538.64,3767.02,-159.11,3767.02,538.64,4865.46
2024-08-19,-127.54,-127.54,262.34,-127.54,-127.54,-127.54,262.34,-8908.49
2024-08-20,-5889.61,-5889.61,791.57,-5889.61,-2466.35,-5889.61,-786.27,-4897.95
2024-08-21,-5434.12,-5434.12,-2616.57,-5434.12,-4085.13,-5434.12,-2616.57,-1556.67
2024-08-23,1737.78,1737.78,-1301.67,1737.78,320.07,1737.78,-1301.67,-2786.91
2024-08-26,-5154.61,-5154.61,-5154.61,-5154.61,-3908.99,-5154.61,-5154.61,-9727.44
2024-08-27,-7032.90,-7032.90,-1993.69,-7032.90,-5932.50,-7032.90,-1993.69,-1694.70
2024-08-28,412.17,-257.61,2851.58,412.17,2226.16,412.17,2851.58,2730.85
2024-08-29,-4655.73,-4655.73,468.23,-4655.73,-4771.14,-4655.73,468.23,-3182.85
2024-09-02,-2956.90,-2956.90,-3327.15,-2956.90,-3116.78,-2956.90,-3327.15,-2704.38
2024-09-03,-4829.30,-4829.30,-4182.67,-4829.30,-6323.02,-4829.30,-3152.09,-5431.48
2024-09-04,-1704.91,-1704.91,-357.10,-1704.91,-1530.75,-1704.91,-1226.95,-10053.09
2024-09-05,-2773.40,-4521.96,-3163.87,-2773.40,698.98,-2773.40,-3163.87,-3360.14
2024-09-06,-42.02,-42.02,899.19,-42.02,-1302.18,-42.02,899.19,-1528.00
2024-09-09,-10002.03,-10002.03,-5124.27,-10002.03,-7711.53,-10002.03,-4794.95,-11675.57
2024-09-10,1573.70,1573.70,256.86,1573.70,1177.94,1573.70,-707.42,-8015.15
2024-09-11,1804.84,1804.84,2485.34,1804.84,4701.60,1804.84,2485.34,-3952.98
2024-09-12,1436.11,1498.21,-4285.83,1436.11,-117.84,1436.11,-1437.10,-11211.34
2024-09-13,-2796.37,-2796.37,232.41,-2796.37,-1615.95,-2796.37,232.41,-4109.54
2024-09-16,-5011.87,-5011.87,-3708.14,-5011.87,-4295.15,-5011.87,-2592.54,-7659.39
2024-09-17,-778.58,-778.58,393.34,-778.58,-2033.05,-778.58,393.34,-5002.82
2024-09-18,-1012.78,-1012.78,-2029.46,-1012.78,-2532.76,-1012.78,-2029.46,-5853.38
2024-09-19,-2440.91,-2440.91,-4534.74,-2440.91,-96.69,-2440.91,-4534.74,5138.49
2024-09-20,-6113.80,-6113.80,-4062.74,-6113.80,-5603.02,-6113.80,-4062.74,-10814.02
2024-09-24,1150.45,1150.45,0.00,1150.45,0.00,1150.45,0.00,-13989.10
2024-09-25,-3585.59,-3585.59,-4207.97,-3585.59,-2293.67,-3585.59,-4207.97,-4998.32
2024-09-26,3135.81,3135.81,1078.49,3135.81,1198.96,3135.81,1078.49,-2116.34
2024-09-27,1833.49,1833.49,2297.85,1833.49,3044.18,1833.49,2297.85,1798.81
2024-09-30,-6046.07,-6046.07,-3056.69,-6046.07,-3410.83,-6046.07,-3056.69,-6827.26
2024-10-03,-958.80,-958.80,1102.54,-958.80,-958.80,-958.80,1102.54,-4822.19
2024-10-04,-5262.18,-5262.18,374.20,-5262.18,-5054.86,-5262.18,374.20,-6513.66
2024-10-07,3812.57,3812.57,3812.57,3812.57,3812.57,3812.57,3812.57,3079.00
2024-10-08,-3766.91,-3766.91,-3235.08,-3766.91,1523.31,-3766.91,-3937.26,-10001.42
2024-10-10,643.90,643.90,435.53,643.90,-527.65,643.90,435.53,449.08
2024-10-11,-4578.00,-1977.95,-821.98,-4578.00,-3157.25,-4578.00,26.32,-5287.42
2024-10-14,-2852.73,-2669.56,-1725.96,-2852.73,-3386.23,-2852.73,-1725.96,-7749.99
2024-10-15,-4815.45,-4815.45,-1423.29,-4815.45,-4815.45,-4815.45,-1423.29,-6835.17
2024-10-16,-3098.72,-3098.72,-3208.91,-3098.72,-3333.27,-3098.72,-2022.17,-1625.04
2024-10-18,8124.10,8124.10,0.00,8124.10,6035.46,8124.10,0.00,-2005.63
2024-10-21,1256.99,1256.99,133.81,1256.99,-1899.23,1256.99,133.81,-3400.95
2024-10-22,609.60,609.60,-1723.99,609.60,609.60,609.60,-1723.99,-633.11
2024-10-23,-9318.36,-9318.36,2474.32,-9318.36,-6795.98,-9318.36,673.31,-5069.66
2024-10-24,-3809.47,-3809.47,-1421.19,-3809.47,-3704.94,-3809.47,-1421.19,-14685.99
2024-10-28,3135.76,3135.76,0.00,3135.76,3135.76,3135.76,0.00,2718.29
2024-10-29,-581.88,-581.88,-1093.87,-581.88,-404.42,-581.88,1190.22,-3817.23
2024-10-30,1889.12,-387.41,-2860.73,1889.12,-584.20,1889.12,-2860.73,318.16
2024-10-31,-3757.79,-3757.79,-3757.79,-3757.79,-2551.72,-3757.79,-3757.79,-11142.15
2024-11-04,4782.57,4782.57,1395.89,4782.57,4782.57,4782.57,1395.89,-1035.09
2024-11-05,569.89,569.89,569.89,569.89,-213.17,569.89,569.89,-11389.51
2024-11-06,-2008.15,-2008.15,0.00,-2008.15,-76.17,-2008.15,0.00,-6182.03
2024-11-07,-4544.37,-4544.37,-6011.27,-4544.37,-5223.20,-4544.37,-4068.44,-1414.05
2024-11-08,-6473.24,-6473.24,-3613.97,-6473.24,-3049.22,-6473.24,-4481.77,-3394.31
2024-11-11,-4342.76,-4342.76,-2569.93,-4342.76,-4585.88,-4342.76,-2569.93,1422.31
2024-11-12,-4293.94,-4293.94,1273.67,-4293.94,-6771.37,-4293.94,1273.67,-8163.60
2024-11-13,1444.30,1444.30,1444.30,1444.30,1444.30,1444.30,1444.30,-12402.28
2024-11-14,-2135.48,-4301.92,-944.01,-2135.48,1499.08,-2135.48,-944.01,-887.49
2024-11-19,-7995.32,-7995.32,200.42,-7995.32,-4140.66,-7995.32,-869.00,3187.60
2024-11-21,-6152.08,-6152.08,-4205.33,-6152.08,-5371.13,-6152.08,-4205.33,-7254.13
2024-11-22,2127.87,2127.87,-2379.28,2127.87,2127.87,2127.87,-2379.28,-1380.84
2024-11-25,-7133.02,-7133.02,-1243.34,-7133.02,-2316.71,-7133.02,-1243.34,-3087.46
2024-11-27,-2398.11,-2552.05,715.36,-2398.11,-4711.38,-2398.11,715.36,-5807.36
2024-11-28,6053.34,6053.34,2458.98,6053.34,2749.22,6053.34,2458.98,-3105.95
2024-11-29,-2729.68,-2729.68,-1440.04,-2729.68,-4074.82,-2729.68,-1440.04,-7088.01
2024-12-02,-2813.04,-2569.41,-1965.00,-2813.04,-2813.04,-2813.04,-2250.23,-8055.23
2024-12-03,-2127.03,-2127.03,-1825.52,-2127.03,-2127.03,-2127.03,-1825.52,-8582.74
2024-12-05,837.53,837.53,1365.64,837.53,-1312.31,837.53,1365.64,-6808.39
2024-12-06,-4219.21,-4219.21,72.04,-4219.21,-2085.09,-4219.21,-872.86,-12598.52
2024-12-09,-3505.77,-3505.77,-707.21,-3505.77,-1745.01,-3505.77,-707.21,-3252.82
2024-12-10,-6347.93,-6347.93,-2181.42,-6347.93,-4915.43,-6347.93,-2181.42,1838.72
2024-12-11,-3639.90,-3639.90,-2418.53,-3639.90,-1118.15,-3639.90,-2418.53,-10257.41
2024-12-13,5159.55,5159.55,2832.95,5159.55,-1752.98,5159.55,2832.95,16172.78
2024-12-16,-2384.00,-2384.00,-3255.08,-2384.00,-3471.36,-2384.00,-3255.08,-9758.71
2024-12-17,-2169.46,-2169.46,-1332.96,-2169.46,-2212.81,-2169.46,-35.94,-656.35
2024-12-18,-3737.89,-3737.89,-3784.94,-3737.89,-3739.51,-3737.89,-3784.94,-3997.81
2024-12-19,-4819.57,-4819.57,-2879.61,-4819.57,-3400.11,-4819.57,1414.20,-1123.13
2024-12-23,-816.69,-816.69,1383.72,-816.69,-719.58,-816.69,1383.72,-16136.14
2024-12-24,-2336.65,-2336.65,2932.06,-2336.65,-4384.18,-2336.65,2932.06,-4995.34
2024-12-26,-1354.06,-2131.46,1993.17,-1354.06,-1354.06,-1354.06,1993.17,-7932.11
2024-12-27,-4907.46,-4907.46,1317.97,-4907.46,-4907.46,-4907.46,1317.97,4189.40
2024-12-30,-5601.67,-5601.67,-342.10,-5601.67,-3800.37,-5601.67,-305.71,-573.80
2024-12-31,-3404.86,-5127.84,2387.80,-3404.86,2020.47,-3404.86,664.82,-5490.73
2025-01-01,-8395.92,-8395.92,-7534.38,-8395.92,-9712.88,-8395.92,-7534.38,-4045.72
2025-01-02,-1181.88,-1181.88,-2431.73,-1181.88,334.01,-1181.88,-2431.73,-2139.09
2025-01-03,-6944.32,-6944.32,-4362.35,-6944.32,-6781.82,-6944.32,-3010.82,-1776.72
2025-01-06,-434.28,-434.28,-517.12,-434.28,-434.28,-434.28,-517.12,-8697.61
2025-01-07,-3356.04,-4176.60,-7763.68,-3356.04,-184.34,-3356.04,-7763.68,-2867.78
2025-01-08,-3460.67,-4263.92,-2722.05,-3460.67,-1754.56,-3460.67,-2722.05,-4755.76
2025-01-09,-544.21,-544.21,1032.40,-544.21,555.11,-544.21,1032.40,-4039.98
2025-01-10,171.68,171.68,0.00,171.68,2499.59,171.68,0.00,-6650.30
2025-01-14,-7582.39,-7582.39,-1641.79,-7582.39,-3619.27,-7582.39,-1537.30,-7336.58
2025-01-15,-6854.50,-6854.50,-2315.71,-6854.50,-1694.00,-6854.50,-2315.71,-7401.72
2025-01-16,-3494.50,-3494.50,-1096.02,-3494.50,-3494.50,-3494.50,-1096.02,-4860.61
2025-01-17,-1908.02,-1908.02,-2816.63,-1908.02,-2836.70,-1908.02,-2816.63,-11619.79
2025-01-20,-1296.06,-1253.91,116.88,-1296.06,809.88,-1296.06,940.81,908.73
2025-01-22,-222.79,-222.79,0.00,-222.79,-1307.35,-222.79,0.00,-2690.36
2025-01-23,-1663.84,-1663.84,-2103.55,-1663.84,-2446.11,-1663.84,-2103.55,-2469.63
2025-01-24,-7019.41,-7019.41,-4215.31,-7019.41,-8468.95,-7019.41,-4215.31,-1905.86
2025-01-27,-3431.12,-3431.12,-966.85,-3431.12,259.02,-3431.12,-966.85,-16525.74
2025-01-28,-11346.99,-11346.99,-2641.93,-11346.99,-10092.72,-11346.99,-1705.74,-4842.74
2025-01-30,-2554.97,-4386.39,-2378.12,-2554.97,-3787.97,-2554.97,-2378.12,4630.86
2025-01-31,-2174.25,-2174.25,-517.26,-2174.25,3020.26,-2174.25,-517.26,-2462.01
2025-02-01,-5720.90,-5720.90,-5050.15,-5720.90,-9042.73,-5720.90,-2536.74,-8839.06
2025-02-03,1449.73,1449.73,-2160.87,1449.73,3291.53,1449.73,-729.71,-7718.90
2025-02-04,2429.67,2429.67,-4541.39,2429.67,2358.88,2429.67,-2827.98,-7781.46
2025-02-05,-2205.20,-2205.20,-2280.10,-2205.20,-1745.37,-2205.20,-2280.10,-5380.62
2025-02-07,-2336.54,-2336.28,-193.90,-2336.54,-2958.07,-2336.54,-193.90,-6636.82
2025-02-10,-2003.46,-2003.46,789.90,-2003.46,231.60,-2003.46,789.90,-6870.59
2025-02-11,6454.98,6454.98,4863.03,6454.98,6429.36,6454.98,4863.03,2129.12
2025-02-12,-6279.71,-6279.71,-4638.32,-6279.71,-4773.47,-6279.71,-4638.32,7217.52
2025-02-13,301.80,301.80,-3153.86,301.80,-973.32,301.80,-3153.86,-11993.60
2025-02-17,-682.37,-682.37,-102.99,-682.37,-2147.92,-682.37,-102.99,-8502.98
2025-02-18,-6073.21,-6073.21,-3348.36,-6073.21,-2066.02,-6073.21,-3348.36,-16895.18
2025-02-19,-3658.21,-4181.18,-3102.86,-3658.21,-4918.67,-3658.21,-2057.02,1089.10
2025-02-20,-516.37,-516.37,-1216.44,-516.37,-516.37,-516.37,-1216.44,-6551.92
2025-02-21,-10971.73,-10971.73,-2930.62,-10971.73,-6552.40,-10971.73,-2930.62,1384.65
2025-02-24,-7970.12,-7970.12,-3837.86,-7970.12,-7913.13,-7970.12,-2614.64,-2954.97
2025-02-25,-1517.89,-1517.89,-2168.47,-1517.89,-3068.72,-1719.33,-2168.47,-1529.70
2025-02-27,-1859.34,-4590.43,-3178.07,-1859.34,-1859.34,-1859.34,-3178.07,-6991.42
2025-02-28,-753.61,-753.61,-753.61,-753.61,1729.93,-753.61,-753.61,-8421.46
2025-03-03,-5552.84,-5552.84,-5332.52,-5552.84,-5332.52,-5552.84,-5332.52,227.96
2025-03-04,-9273.04,-5828.67,-4557.00,-9273.04,-5762.80,-9273.04,-2839.15,-9658.20
2025-03-05,1406.45,65.84,-1572.15,1406.45,1406.45,1406.45,-1572.15,-6383.17
2025-03-06,-2092.20,-2092.20,-2374.25,-2092.20,-2597.52,-2092.20,0.00,-1874.53
2025-03-07,-6796.12,-6796.12,-621.42,-6796.12,-1072.73,-6796.12,-621.42,-4340.50
2025-03-11,-652.14,-652.14,1140.91,-652.14,-1336.41,-652.14,1140.91,-7322.97
2025-03-12,-4009.41,-4009.41,-3223.88,-4009.41,-1177.60,-4009.41,-3223.88,1750.06
2025-03-13,-3446.21,-3446.21,-1142.27,-3446.21,-3446.21,-3446.21,-1142.27,-2791.78
2025-03-17,-7620.70,-7567.91,-3975.40,-7620.70,-8012.83,-7620.70,-3975.40,-7203.85
2025-03-19,-1910.79,-1910.79,-2840.68,-1910.79,-1910.79,-1910.79,-1379.11,-4789.96
2025-03-20,-1292.57,-550.60,-1532.27,-1292.57,699.84,-1292.57,-597.41,-3864.77
2025-03-21,579.83,579.83,934.31,579.83,3867.67,579.83,934.31,-1010.78
2025-03-24,513.18,513.18,676.57,513.18,2497.92,513.18,1985.15,-2565.70
2025-03-25,-3696.63,-3696.63,-4107.46,-3696.63,-2599.59,-3696.63,-4506.46,-5365.92
2025-03-27,-6547.98,-6547.98,-7478.70,-6547.98,-8915.52,-6547.98,-7478.70,-13175.49
2025-03-28,-134.30,-134.30,-420.81,-134.30,-161.13,-134.30,-420.81,1128.03
2025-04-01,-5652.62,-5652.62,-1115.60,-5652.62,-5652.62,-5652.62,652.96,-138.25
2025-04-02,-5280.66,-5280.66,-5528.42,-5280.66,-2871.53,-5280.66,-5528.42,-11875.01
2025-04-04,6125.36,6125.36,0.00,6125.36,3599.84,6125.36,0.00,-8843.28
2025-04-07,-2151.01,-2603.79,-2603.79,-2151.01,-2151.01,-2151.01,-2603.79,1510.55
2025-04-08,-1885.83,-1885.83,-1626.43,-1885.83,1542.36,-1885.83,-1626.43,-12696.13
2025-04-09,-8437.83,-6548.56,-2167.80,-8437.83,-8410.17,-8437.83,-278.53,-3900.77
2025-04-15,-349.51,-349.51,-349.51,-349.51,-349.51,-349.51,-349.51,-7164.58
2025-04-16,-5803.59,-5803.59,-1112.12,-5803.59,-6387.64,-5803.59,-1112.12,-12301.31
2025-04-17,1012.43,1012.43,1012.43,1012.43,-3452.51,1012.43,1012.43,-1237.16
2025-04-21,-4064.75,-4064.75,-2771.56,-4064.75,-2441.31,-4064.75,-2771.56,209.95
2025-04-22,-5029.05,-5029.05,-1424.64,-5029.05,-3143.14,-5029.05,-191.96,-7864.74
2025-04-23,-2202.40,-2202.40,-1633.80,-2202.40,-2202.40,-2202.40,-1633.80,-597.74
2025-04-24,-3607.38,-3607.38,1381.42,-3607.38,-1269.46,-3607.38,2477.23,-6980.95
2025-04-25,-3755.03,-3755.03,-6491.05,-3755.03,-2027.61,-3755.03,-4730.22,3809.56
2025-04-28,4739.08,4739.08,-404.91,4739.08,-38.92,4739.08,-404.91,-1945.74
2025-04-29,-987.15,-987.15,512.04,-987.15,-85.20,-987.15,634.88,-957.84
2025-04-30,-9323.40,-9323.40,-7552.66,-9323.40,-6146.55,-9323.40,-5943.57,-7017.41
2025-05-02,-9269.54,-9269.54,-2135.78,-9269.54,-7394.79,-9269.54,-286.11,-5267.86
2025-05-06,-7868.08,-7868.08,-4871.75,-7868.08,-5868.84,-7868.08,-3176.70,-2387.12
2025-05-07,-4480.63,-4480.63,-3450.65,-4480.63,-3593.71,-4480.63,-3450.65,-8540.34
2025-05-08,1521.89,1521.89,288.44,1521.89,39.95,1521.89,288.44,-3000.49
2025-05-09,-9558.61,-9558.61,-1621.71,-9558.61,-7642.65,-9558.61,-1741.55,1707.79
2025-05-12,1873.16,1873.16,1873.16,1873.16,0.00,1873.16,1873.16,-2852.87
2025-05-14,-163.90,488.42,0.00,-163.90,-492.67,-163.90,0.00,-3039.29
2025-05-15,298.47,298.47,1812.28,298.47,-1761.43,298.47,1812.28,-4080.02
2025-05-16,-6426.42,-6426.42,-2346.39,-6426.42,-5321.37,-6426.42,0.00,-3669.15
2025-05-19,-8161.16,-8161.16,-5381.45,-8161.16,-8184.80,-8161.16,-5381.45,-1863.75
2025-05-20,-7287.90,-7287.90,-632.83,-7287.90,-2972.62,-7287.90,-632.83,-8694.42
2025-05-22,-6028.14,-6028.14,-1281.49,-6028.14,-1905.37,-6028.14,-1281.49,-7924.75
2025-05-23,-3101.37,-3101.37,-579.60,-3101.37,-160.42,-3101.37,-579.60,-7775.59
2025-05-26,-5503.42,-5503.42,-3107.77,-5503.42,-3422.13,-5503.42,-2868.86,-4476.30
2025-05-27,-6872.40,-6872.40,-1889.93,-6872.40,-2485.67,-6872.40,-1889.93,-3127.08
2025-05-28,-2465.19,-2465.19,0.00,-2465.19,-1661.68,-2465.19,0.00,-8439.17
2025-05-30,-1872.16,-1135.38,-44.46,-1872.16,-2789.79,-1872.16,-775.01,-5859.91
2025-06-02,-5485.41,-5485.41,-350.17,-5485.41,84.81,-5485.41,-350.17,-5884.31
2025-06-03,-9288.31,-9202.73,-1863.28,-9288.31,-6400.24,-9288.31,-2936.84,-6996.93
2025-06-04,119.42,119.42,521.29,119.42,-542.50,119.42,-732.43,-5105.22
2025-06-05,-5701.79,-5701.79,-5763.46,-5701.79,-6359.68,-5701.79,-5763.46,-10215.11
2025-06-09,-754.15,-754.15,-856.57,-754.15,-754.15,-754.15,-856.57,-5016.47
2025-06-10,-1882.01,-1882.01,-959.79,-1882.01,-2546.24,-1882.01,0.00,-5155.94
2025-06-11,-5579.93,-4304.34,-2589.97,-5579.93,-2763.14,-5579.93,-1791.80,502.62
2025-06-12,-3419.52,-3419.52,-813.45,-3419.52,-4351.26,-3419.52,-813.45,-7816.18
2025-06-13,-2616.09,-2616.09,-2219.15,-2616.09,148.02,-2616.09,-2219.15,3160.64
2025-06-16,318.66,318.66,0.00,318.66,318.66,318.66,0.00,-1125.18
2025-06-17,-267.85,1149.67,2290.47,-267.85,-459.69,-267.85,2290.47,-2786.84
2025-06-18,-3471.09,-3471.09,-1205.30,-3471.09,-592.93,-3471.09,-1205.30,-8325.40
2025-06-19,-2079.52,-2079.52,-2456.32,-2079.52,-2538.69,-2079.52,-2456.32,-4222.37
