variant,trades,wins,losses,win_rate_pct,avg_win,avg_loss,profit_factor,net_pnl,gross_pnl,costs,days_traded,cagr_pct,sharpe,max_dd,max_dd_pct,calmar
baseline,3035,1172,1863,38.62,989.0,-1309.0,0.48,-1279043.0,76737.0,1355779.0,427,0.0,-12.94,1286498.0,428.83,0.0
vwap,3002,1171,1831,39.01,980.0,-1311.0,0.48,-1253054.0,88085.0,1341139.0,427,0.0,-12.81,1260509.0,420.17,0.0
htf,1665,616,1049,37.0,949.0,-1271.0,0.44,-748447.0,-3869.0,744578.0,411,0.0,-11.51,752466.0,250.82,0.0
rsi50,3030,1167,1863,38.51,987.0,-1309.0,0.47,-1286964.0,66856.0,1353820.0,427,0.0,-13.02,1293424.0,431.14,0.0
cpr,2242,841,1401,37.51,1005.0,-1317.0,0.46,-1000637.0,1193.0,1001830.0,423,0.0,-11.82,1011075.0,337.03,0.0
bb,3029,1171,1858,38.66,988.0,-1309.0,0.48,-1276197.0,77180.0,1353377.0,427,0.0,-12.9,1283205.0,427.74,0.0
confluence,1527,580,947,37.98,946.0,-1275.0,0.45,-658836.0,23922.0,682758.0,404,0.0,-11.03,661594.0,220.53,0.0
fast_pair,5007,1866,3141,37.27,1012.0,-1247.0,0.48,-2026973.0,211137.0,2238110.0,427,0.0,-15.82,2026973.0,675.66,0.0
