venue,dte,cell,scope,n_days,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p90,term_p95,term_p99,term_max
SENSEX,3,G_12:20_60,dte_matched,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,dte_matched_ex2122,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,3,G_12:20_60,dte_matched,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,dte_matched_ex2122,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,3,G_12:20_60,dte_matched,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,dte_matched_ex2122,132,18.0,36.6,49.3,101.7,187.3,10.1,29.5,41.8,85.4,185.8
SENSEX,3,G_12:20_60,all_days,1352,19.4,44.4,57.9,95.6,223.6,10.4,33.9,46.1,79.5,209.3
SENSEX,3,G_12:20_90,dte_matched,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,dte_matched_ex2122,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,3,G_12:20_90,dte_matched,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,dte_matched_ex2122,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,3,G_12:20_90,dte_matched,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,dte_matched_ex2122,132,21.7,54.6,66.3,163.9,253.0,14.4,46.6,58.4,156.9,253.0
SENSEX,3,G_12:20_90,all_days,1352,24.9,57.4,71.0,119.2,303.8,13.6,44.5,57.8,95.9,288.0
SENSEX,3,G_12:20_H,dte_matched,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,dte_matched_ex2122,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,all_days,1352,40.9,93.1,115.3,176.4,359.3,24.0,77.2,95.0,153.2,344.2
SENSEX,3,G_12:20_H,dte_matched,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,dte_matched_ex2122,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,all_days,1352,40.9,93.1,115.3,176.4,359.3,24.0,77.2,95.0,153.2,344.2
SENSEX,3,G_12:20_H,dte_matched,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,dte_matched_ex2122,132,35.5,89.0,113.7,180.5,284.7,20.5,75.6,96.7,128.2,154.0
SENSEX,3,G_12:20_H,all_days,1352,40.9,93.1,115.3,176.4,359.3,24.0,77.2,95.0,153.2,344.2
SENSEX,3,G_12:50_120,dte_matched,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,dte_matched_ex2122,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,all_days,1352,31.2,71.7,90.9,145.2,289.9,17.5,55.8,74.1,130.9,289.1
SENSEX,3,G_12:50_120,dte_matched,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,dte_matched_ex2122,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,all_days,1352,31.2,71.7,90.9,145.2,289.9,17.5,55.8,74.1,130.9,289.1
SENSEX,3,G_12:50_120,dte_matched,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,dte_matched_ex2122,132,26.4,64.6,80.8,170.1,189.2,16.5,55.8,68.8,161.1,168.9
SENSEX,3,G_12:50_120,all_days,1352,31.2,71.7,90.9,145.2,289.9,17.5,55.8,74.1,130.9,289.1
SENSEX,3,G_12:50_60,dte_matched,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,dte_matched_ex2122,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,all_days,1352,20.7,46.1,59.6,95.0,220.9,11.3,36.8,48.6,75.4,205.2
SENSEX,3,G_12:50_60,dte_matched,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,dte_matched_ex2122,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,all_days,1352,20.7,46.1,59.6,95.0,220.9,11.3,36.8,48.6,75.4,205.2
SENSEX,3,G_12:50_60,dte_matched,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,dte_matched_ex2122,132,17.5,41.4,47.6,128.3,172.6,9.7,33.5,42.3,128.3,165.6
SENSEX,3,G_12:50_60,all_days,1352,20.7,46.1,59.6,95.0,220.9,11.3,36.8,48.6,75.4,205.2
SENSEX,3,G_12:50_90,dte_matched,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,dte_matched_ex2122,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,all_days,1352,25.9,59.9,76.5,125.3,220.9,14.1,48.3,61.6,98.5,192.3
SENSEX,3,G_12:50_90,dte_matched,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,dte_matched_ex2122,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,all_days,1352,25.9,59.9,76.5,125.3,220.9,14.1,48.3,61.6,98.5,192.3
SENSEX,3,G_12:50_90,dte_matched,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,dte_matched_ex2122,132,22.5,53.3,64.6,159.6,189.2,11.5,45.9,57.6,107.8,181.6
SENSEX,3,G_12:50_90,all_days,1352,25.9,59.9,76.5,125.3,220.9,14.1,48.3,61.6,98.5,192.3
SENSEX,3,G_12:50_H,dte_matched,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,dte_matched_ex2122,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,all_days,1352,37.1,86.1,107.5,167.7,299.5,22.4,68.0,86.3,140.4,260.9
SENSEX,3,G_12:50_H,dte_matched,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,dte_matched_ex2122,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,all_days,1352,37.1,86.1,107.5,167.7,299.5,22.4,68.0,86.3,140.4,260.9
SENSEX,3,G_12:50_H,dte_matched,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,dte_matched_ex2122,132,32.1,80.4,102.9,186.3,189.2,19.6,64.6,81.3,133.6,162.7
SENSEX,3,G_12:50_H,all_days,1352,37.1,86.1,107.5,167.7,299.5,22.4,68.0,86.3,140.4,260.9
SENSEX,3,G_13:20_120,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:20_120,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:20_120,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_120,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:20_60,dte_matched,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,dte_matched_ex2122,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,all_days,1352,22.3,50.6,66.2,110.2,153.8,12.3,39.2,51.6,86.7,139.3
SENSEX,3,G_13:20_60,dte_matched,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,dte_matched_ex2122,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,all_days,1352,22.3,50.6,66.2,110.2,153.8,12.3,39.2,51.6,86.7,139.3
SENSEX,3,G_13:20_60,dte_matched,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,dte_matched_ex2122,132,18.7,38.8,54.1,97.1,121.0,10.6,30.8,40.7,86.7,120.7
SENSEX,3,G_13:20_60,all_days,1352,22.3,50.6,66.2,110.2,153.8,12.3,39.2,51.6,86.7,139.3
SENSEX,3,G_13:20_90,dte_matched,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,dte_matched_ex2122,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,all_days,1352,27.5,64.7,81.3,132.0,263.7,15.0,49.9,63.7,115.0,262.9
SENSEX,3,G_13:20_90,dte_matched,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,dte_matched_ex2122,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,all_days,1352,27.5,64.7,81.3,132.0,263.7,15.0,49.9,63.7,115.0,262.9
SENSEX,3,G_13:20_90,dte_matched,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,dte_matched_ex2122,132,24.2,52.1,75.3,134.6,140.2,13.2,43.1,59.6,117.8,131.2
SENSEX,3,G_13:20_90,all_days,1352,27.5,64.7,81.3,132.0,263.7,15.0,49.9,63.7,115.0,262.9
SENSEX,3,G_13:20_H,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:20_H,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:20_H,dte_matched,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,dte_matched_ex2122,132,28.5,75.2,91.0,140.5,156.3,17.6,61.4,63.8,107.7,126.5
SENSEX,3,G_13:20_H,all_days,1352,34.9,78.5,99.1,147.0,273.4,20.1,62.4,80.6,128.6,191.8
SENSEX,3,G_13:50_120,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_120,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_120,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_120,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_60,dte_matched,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,dte_matched_ex2122,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,all_days,1353,23.0,51.4,66.1,105.0,187.6,12.5,39.7,51.3,86.1,186.8
SENSEX,3,G_13:50_60,dte_matched,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,dte_matched_ex2122,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,all_days,1353,23.0,51.4,66.1,105.0,187.6,12.5,39.7,51.3,86.1,186.8
SENSEX,3,G_13:50_60,dte_matched,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,dte_matched_ex2122,132,19.4,42.9,56.5,130.6,166.1,9.9,31.1,43.9,108.7,157.1
SENSEX,3,G_13:50_60,all_days,1353,23.0,51.4,66.1,105.0,187.6,12.5,39.7,51.3,86.1,186.8
SENSEX,3,G_13:50_90,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_90,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_90,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_90,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_H,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_H,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_13:50_H,dte_matched,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,dte_matched_ex2122,132,23.8,65.5,78.7,182.3,205.1,14.4,53.9,63.9,128.7,129.6
SENSEX,3,G_13:50_H,all_days,1353,30.4,69.6,82.9,124.9,205.1,17.3,56.5,69.1,106.8,194.0
SENSEX,3,G_14:20_120,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_120,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_120,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_120,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_60,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_60,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_60,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_60,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_90,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_90,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_90,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_90,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_H,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_H,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:20_H,dte_matched,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,dte_matched_ex2122,132,21.5,54.9,65.1,117.4,117.7,12.9,40.6,53.7,85.0,88.6
SENSEX,3,G_14:20_H,all_days,1353,25.7,57.3,71.4,108.0,195.4,15.5,46.3,60.6,88.6,194.1
SENSEX,3,G_14:30_120,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_120,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_120,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_120,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_60,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_60,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_60,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_60,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_90,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_90,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_90,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_90,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_H,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_H,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,3,G_14:30_H,dte_matched,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,dte_matched_ex2122,132,20.2,47.1,58.5,93.2,107.6,11.8,38.4,45.9,80.3,86.5
SENSEX,3,G_14:30_H,all_days,1353,23.5,52.9,66.9,107.2,188.2,14.0,42.8,53.9,82.1,186.8
SENSEX,4,DEP_0930_1100,dte_matched,130,31.9,61.8,73.3,87.5,99.7,19.7,49.5,57.8,81.2,84.5
SENSEX,4,DEP_0930_1100,dte_matched_ex2122,130,31.9,61.8,73.3,87.5,99.7,19.7,49.5,57.8,81.2,84.5
SENSEX,4,DEP_0930_1100,all_days,1353,34.4,70.6,86.9,121.4,211.2,20.1,54.5,70.8,101.8,170.4
SENSEX,4,DEP_0930_1100,dte_matched,130,31.9,61.8,73.3,87.5,99.7,19.7,49.5,57.8,81.2,84.5
SENSEX,4,DEP_0930_1100,dte_matched_ex2122,130,31.9,61.8,73.3,87.5,99.7,19.7,49.5,57.8,81.2,84.5
SENSEX,4,DEP_0930_1100,all_days,1353,34.4,70.6,86.9,121.4,211.2,20.1,54.5,70.8,101.8,170.4
