deployed_name,venue,dte,cell,start,end,arm,n_opt,n_px,n_px_ex2122,credit_p25,credit_med,credit_p75,med_net_10L,mean_net_10L,win_pct,worst_opt_10L,b_slope,b_src,sl_cap_rs_10L,exc_p90_bp,exc_p95_bp,exc_p99_bp,exc_max_bp,adv_p90_10L_c25,adv_p90_10L_cmed,adv_p90_10L_c75,adv_p95_10L_cmed,adv_p99_10L_cmed,adv_max_10L_cmed,adv_p90_capped,adv_p95_capped,p_loss_opt,p_loss_model,p_sl20_hit,p_sl_deployed_hit,rr_p90,rr_p95,exc_p95_ex2122,exc_p99_ex2122,be_term_bp
,NIFTY,2,G_09:20_90,09:20,10:50,SL25,15,354,161,232.0,254.6,278.2,-1500,-583,46.7,-8060,0.001408,cell(n=10),43872,79.5,93.3,120.4,456.4,19379,21024,22741,24239,30553,108842,21024,24239,53.3,100.0,0.8,0.6,-0.071,-0.062,73.1,94.2,-3.8
,NIFTY,2,G_09:20_H,09:20,15:20,NOSTOP,15,354,161,232.0,254.6,278.2,16880,9558,73.3,-29930,0.002016,cell(n=14),,142.0,179.1,281.2,496.0,45678,49884,54277,62264,96334,168012,49884,62264,26.7,15.8,26.0,,0.338,0.271,135.8,183.5,100.7
,NIFTY,2,G_09:20_H,09:20,15:20,SL20,15,354,161,232.0,254.6,278.2,16880,6059,73.3,-65000,0.002016,cell(n=14),35598,142.0,179.1,281.2,496.0,45678,49884,54277,62264,96334,168012,35598,35598,26.7,30.8,26.0,26.0,0.474,0.474,135.8,183.5,73.9
,NIFTY,2,G_09:20_H,09:20,15:20,SL25,15,354,161,232.0,254.6,278.2,16880,5428,73.3,-65000,0.002016,cell(n=14),43872,142.0,179.1,281.2,496.0,45678,49884,54277,62264,96334,168012,43872,43872,26.7,26.6,26.0,16.7,0.385,0.385,135.8,183.5,73.9
,NIFTY,2,G_09:50_120,09:50,11:50,NOSTOP,15,354,161,233.5,261.3,281.4,5630,5868,100.0,1180,0.000389,cell(n=9),,77.4,88.9,128.6,258.4,7073,7618,8011,8378,11003,19585,7618,8378,0.0,12.4,0.0,,0.739,0.672,78.5,111.6,50.8
,NIFTY,2,G_09:50_120,09:50,11:50,SL20,15,354,161,233.5,261.3,281.4,5630,5868,100.0,1180,0.000389,cell(n=9),36469,77.4,88.9,128.6,258.4,7073,7618,8011,8378,11003,19585,7618,8378,0.0,12.4,0.0,0.0,0.739,0.672,78.5,111.6,50.8
,NIFTY,2,G_09:50_120,09:50,11:50,SL25,15,354,161,233.5,261.3,281.4,5630,5868,100.0,1180,0.000389,cell(n=9),44961,77.4,88.9,128.6,258.4,7073,7618,8011,8378,11003,19585,7618,8378,0.0,12.4,0.0,0.0,0.739,0.672,78.5,111.6,50.8
,NIFTY,2,G_09:50_60,09:50,10:50,NOSTOP,15,354,161,233.5,261.3,281.4,2930,2603,93.3,-960,0.001221,pooled(n=464),,58.8,74.9,99.9,167.5,13398,14695,15633,18035,23220,37240,14695,18035,6.7,0.0,0.3,,0.199,0.162,64.6,92.8,424.3
,NIFTY,2,G_09:50_60,09:50,10:50,SL20,15,354,161,233.5,261.3,281.4,2930,2603,93.3,-960,0.001221,pooled(n=464),36469,58.8,74.9,99.9,167.5,13398,14695,15633,18035,23220,37240,14695,18035,6.7,0.3,0.3,0.3,0.199,0.162,64.6,92.8,424.3
,NIFTY,2,G_09:50_60,09:50,10:50,SL25,15,354,161,233.5,261.3,281.4,2930,2603,93.3,-960,0.001221,pooled(n=464),44961,58.8,74.9,99.9,167.5,13398,14695,15633,18035,23220,37240,14695,18035,6.7,0.0,0.3,0.0,0.199,0.162,64.6,92.8,424.3
,NIFTY,2,G_09:50_90,09:50,11:20,NOSTOP,15,354,161,233.5,261.3,281.4,4220,4875,100.0,660,0.001221,pooled(n=464),,67.0,81.1,108.1,184.0,14918,16396,17465,19320,24920,40662,16396,19320,0.0,37.3,0.3,,0.257,0.218,72.0,92.8,23.0
,NIFTY,2,G_09:50_90,09:50,11:20,SL20,15,354,161,233.5,261.3,281.4,4220,4875,100.0,660,0.001221,pooled(n=464),36469,67.0,81.1,108.1,184.0,14918,16396,17465,19320,24920,40662,16396,19320,0.0,37.3,0.3,0.3,0.257,0.218,72.0,92.8,23.0
,NIFTY,2,G_09:50_90,09:50,11:20,SL25,15,354,161,233.5,261.3,281.4,4220,4875,100.0,660,0.001221,pooled(n=464),44961,67.0,81.1,108.1,184.0,14918,16396,17465,19320,24920,40662,16396,19320,0.0,37.3,0.3,0.0,0.257,0.218,72.0,92.8,23.0
,NIFTY,2,G_09:50_H,09:50,15:20,NOSTOP,15,354,161,233.5,261.3,281.4,10100,8987,80.0,-42870,0.000807,cell(n=14),,137.9,169.5,270.8,466.6,19397,21408,22863,25741,39631,66479,21408,25741,20.0,26.3,1.7,,0.472,0.392,123.0,174.5,69.5
,NIFTY,2,G_09:50_H,09:50,15:20,SL20,15,354,161,233.5,261.3,281.4,10100,6561,80.0,-47900,0.000807,cell(n=14),36469,137.9,169.5,270.8,466.6,19397,21408,22863,25741,39631,66479,21408,25741,20.0,39.3,1.7,1.7,0.472,0.392,123.0,174.5,50.6
,NIFTY,2,G_09:50_H,09:50,15:20,SL25,15,354,161,233.5,261.3,281.4,10100,5323,80.0,-56360,0.000807,cell(n=14),44961,137.9,169.5,270.8,466.6,19397,21408,22863,25741,39631,66479,21408,25741,20.0,40.4,1.7,0.8,0.472,0.392,123.0,174.5,49.4
,NIFTY,2,G_10:20_120,10:20,12:20,NOSTOP,15,354,161,232.3,271.7,282.7,3590,4615,93.3,-3710,0.000641,cell(n=8),,70.9,83.6,139.1,388.6,9362,10524,10849,11961,18242,46479,10524,11961,6.7,5.4,0.3,,0.341,0.3,70.9,109.6,63.3
,NIFTY,2,G_10:20_120,10:20,12:20,SL20,15,354,161,232.3,271.7,282.7,3590,4615,93.3,-3710,0.000641,cell(n=8),37821,70.9,83.6,139.1,388.6,9362,10524,10849,11961,18242,46479,10524,11961,6.7,5.4,0.3,0.3,0.341,0.3,70.9,109.6,63.3
,NIFTY,2,G_10:20_120,10:20,12:20,SL25,15,354,161,232.3,271.7,282.7,3590,4615,93.3,-3710,0.000641,cell(n=8),46651,70.9,83.6,139.1,388.6,9362,10524,10849,11961,18242,46479,10524,11961,6.7,5.4,0.3,0.0,0.341,0.3,70.9,109.6,63.3
,NIFTY,2,G_10:20_60,10:20,11:20,NOSTOP,15,354,161,232.3,271.7,282.7,3080,3093,80.0,-1840,0.001221,pooled(n=464),,52.3,65.4,95.0,313.3,12145,13779,14236,16604,22988,70066,13779,16604,20.0,35.6,0.3,,0.224,0.185,46.0,70.9,16.9
,NIFTY,2,G_10:20_60,10:20,11:20,SL20,15,354,161,232.3,271.7,282.7,3080,3093,80.0,-1840,0.001221,pooled(n=464),37821,52.3,65.4,95.0,313.3,12145,13779,14236,16604,22988,70066,13779,16604,20.0,35.6,0.3,0.3,0.224,0.185,46.0,70.9,16.9
,NIFTY,2,G_10:20_60,10:20,11:20,SL25,15,354,161,232.3,271.7,282.7,3080,3093,80.0,-1840,0.001221,pooled(n=464),46651,52.3,65.4,95.0,313.3,12145,13779,14236,16604,22988,70066,13779,16604,20.0,35.6,0.3,0.3,0.224,0.185,46.0,70.9,16.9
,NIFTY,2,G_10:20_90,10:20,11:50,NOSTOP,15,354,161,232.3,271.7,282.7,2870,3636,86.7,-700,0.000451,cell(n=8),,64.8,76.2,122.1,388.6,6911,7658,7867,8565,12219,33432,7658,8565,13.3,0.6,0.0,,0.375,0.335,62.7,84.4,132.3
,NIFTY,2,G_10:20_90,10:20,11:50,SL20,15,354,161,232.3,271.7,282.7,2870,3636,86.7,-700,0.000451,cell(n=8),37821,64.8,76.2,122.1,388.6,6911,7658,7867,8565,12219,33432,7658,8565,13.3,0.6,0.0,0.0,0.375,0.335,62.7,84.4,132.3
,NIFTY,2,G_10:20_90,10:20,11:50,SL25,15,354,161,232.3,271.7,282.7,2870,3636,86.7,-700,0.000451,cell(n=8),46651,64.8,76.2,122.1,388.6,6911,7658,7867,8565,12219,33432,7658,8565,13.3,0.6,0.0,0.0,0.375,0.335,62.7,84.4,132.3
,NIFTY,2,G_10:20_H,10:20,15:20,NOSTOP,15,354,161,232.3,271.7,282.7,11170,3654,73.3,-60330,0.001148,cell(n=14),,126.2,157.9,245.5,596.9,24389,28097,29133,34526,52294,123566,28097,34526,26.7,28.5,4.0,,0.398,0.324,120.3,153.2,62.9
,NIFTY,2,G_10:20_H,10:20,15:20,SL20,15,354,161,232.3,271.7,282.7,11170,1783,73.3,-48100,0.001148,cell(n=14),37821,126.2,157.9,245.5,596.9,24389,28097,29133,34526,52294,123566,28097,34526,26.7,32.8,4.0,4.0,0.398,0.324,120.3,153.2,56.7
,NIFTY,2,G_10:20_H,10:20,15:20,SL25,15,354,161,232.3,271.7,282.7,11170,1577,73.3,-69220,0.001148,cell(n=14),46651,126.2,157.9,245.5,596.9,24389,28097,29133,34526,52294,123566,28097,34526,26.7,37.9,4.0,2.0,0.398,0.324,120.3,153.2,48.6
,NIFTY,2,G_10:50_120,10:50,12:50,NOSTOP,15,354,161,227.2,258.4,277.0,4740,2047,80.0,-24990,0.001221,pooled(n=464),,64.5,86.7,154.7,206.8,14134,15732,16681,20286,34236,44923,15732,20286,20.0,43.8,0.8,,0.301,0.234,70.0,114.7,19.4
,NIFTY,2,G_10:50_120,10:50,12:50,SL20,15,354,161,227.2,258.4,277.0,4740,2047,80.0,-24990,0.001221,pooled(n=464),36098,64.5,86.7,154.7,206.8,14134,15732,16681,20286,34236,44923,15732,20286,20.0,43.8,0.8,0.8,0.301,0.234,70.0,114.7,19.4
,NIFTY,2,G_10:50_120,10:50,12:50,SL25,15,354,161,227.2,258.4,277.0,4740,2047,80.0,-24990,0.001221,pooled(n=464),44498,64.5,86.7,154.7,206.8,14134,15732,16681,20286,34236,44923,15732,20286,20.0,43.8,0.8,0.6,0.301,0.234,70.0,114.7,19.4
,NIFTY,2,G_10:50_60,10:50,11:50,NOSTOP,15,354,161,227.2,258.4,277.0,1010,1279,80.0,-8340,0.001221,pooled(n=464),,48.3,62.6,114.7,206.8,11212,12408,13120,15342,26030,44923,12408,15342,20.0,9.9,0.3,,0.081,0.066,52.2,75.1,35.1
,NIFTY,2,G_10:50_60,10:50,11:50,SL20,15,354,161,227.2,258.4,277.0,1010,1279,80.0,-8340,0.001221,pooled(n=464),36098,48.3,62.6,114.7,206.8,11212,12408,13120,15342,26030,44923,12408,15342,20.0,9.9,0.3,0.3,0.081,0.066,52.2,75.1,35.1
,NIFTY,2,G_10:50_60,10:50,11:50,SL25,15,354,161,227.2,258.4,277.0,1010,1279,80.0,-8340,0.001221,pooled(n=464),44498,48.3,62.6,114.7,206.8,11212,12408,13120,15342,26030,44923,12408,15342,20.0,9.9,0.3,0.3,0.081,0.066,52.2,75.1,35.1
,NIFTY,2,G_10:50_90,10:50,12:20,NOSTOP,15,354,161,227.2,258.4,277.0,990,2549,86.7,-250,0.001221,pooled(n=464),,59.1,78.6,120.3,206.8,13160,14624,15494,18624,27179,44923,14624,18624,13.3,15.8,0.3,,0.068,0.053,64.1,96.7,33.6
,NIFTY,2,G_10:50_90,10:50,12:20,SL20,15,354,161,227.2,258.4,277.0,990,2549,86.7,-250,0.001221,pooled(n=464),36098,59.1,78.6,120.3,206.8,13160,14624,15494,18624,27179,44923,14624,18624,13.3,15.8,0.3,0.3,0.068,0.053,64.1,96.7,33.6
,NIFTY,2,G_10:50_90,10:50,12:20,SL25,15,354,161,227.2,258.4,277.0,990,2549,86.7,-250,0.001221,pooled(n=464),44498,59.1,78.6,120.3,206.8,13160,14624,15494,18624,27179,44923,14624,18624,13.3,15.8,0.3,0.3,0.068,0.053,64.1,96.7,33.6
,NIFTY,2,G_10:50_H,10:50,15:20,NOSTOP,15,354,161,227.2,258.4,277.0,6400,2017,66.7,-64030,0.001653,cell(n=14),,126.7,166.0,281.9,493.4,33433,37679,40204,48591,80772,139497,37679,48591,33.3,40.4,11.0,,0.17,0.132,116.4,157.6,46.0
,NIFTY,2,G_10:50_H,10:50,15:20,SL20,15,354,161,227.2,258.4,277.0,6400,836,66.7,-53060,0.001653,cell(n=14),36098,126.7,166.0,281.9,493.4,33433,37679,40204,48591,80772,139497,36098,36098,33.3,43.2,11.0,11.0,0.177,0.177,116.4,157.6,41.9
,NIFTY,2,G_10:50_H,10:50,15:20,SL25,15,354,161,227.2,258.4,277.0,6400,119,66.7,-57550,0.001653,cell(n=14),44498,126.7,166.0,281.9,493.4,33433,37679,40204,48591,80772,139497,37679,44498,33.3,43.5,11.0,6.2,0.17,0.144,116.4,157.6,41.8
,NIFTY,2,G_11:20_120,11:20,13:20,NOSTOP,15,354,161,225.1,256.4,272.7,2310,233,66.7,-20340,0.001381,cell(n=8),,71.8,95.3,151.0,277.7,17005,19028,20076,24438,37260,66426,19028,24438,33.3,43.2,1.7,,0.121,0.095,79.1,112.7,20.6
,NIFTY,2,G_11:20_120,11:20,13:20,SL20,15,354,161,225.1,256.4,272.7,2310,233,66.7,-20340,0.001381,cell(n=8),35838,71.8,95.3,151.0,277.7,17005,19028,20076,24438,37260,66426,19028,24438,33.3,43.2,1.7,1.7,0.121,0.095,79.1,112.7,20.6
,NIFTY,2,G_11:20_120,11:20,13:20,SL25,15,354,161,225.1,256.4,272.7,2310,233,66.7,-20340,0.001381,cell(n=8),44173,71.8,95.3,151.0,277.7,17005,19028,20076,24438,37260,66426,19028,24438,33.3,43.2,1.7,0.8,0.121,0.095,79.1,112.7,20.6
,NIFTY,2,G_11:20_60,11:20,12:20,NOSTOP,15,354,161,225.1,256.4,272.7,2010,1718,66.7,-2570,0.001221,pooled(n=464),,45.8,57.8,84.7,138.9,10681,11823,12414,14265,19741,30774,11823,14265,33.3,28.2,0.0,,0.17,0.141,43.9,82.2,18.7
,NIFTY,2,G_11:20_60,11:20,12:20,SL20,15,354,161,225.1,256.4,272.7,2010,1718,66.7,-2570,0.001221,pooled(n=464),35838,45.8,57.8,84.7,138.9,10681,11823,12414,14265,19741,30774,11823,14265,33.3,28.2,0.0,0.0,0.17,0.141,43.9,82.2,18.7
,NIFTY,2,G_11:20_60,11:20,12:20,SL25,15,354,161,225.1,256.4,272.7,2010,1718,66.7,-2570,0.001221,pooled(n=464),44173,45.8,57.8,84.7,138.9,10681,11823,12414,14265,19741,30774,11823,14265,33.3,28.2,0.0,0.0,0.17,0.141,43.9,82.2,18.7
,NIFTY,2,G_11:20_90,11:20,12:50,NOSTOP,15,354,161,225.1,256.4,272.7,1380,-425,60.0,-27530,0.001221,pooled(n=464),,56.5,77.9,121.0,170.0,12593,14001,14730,18357,27130,37104,14001,18357,40.0,39.8,0.3,,0.099,0.075,56.4,112.7,17.9
,NIFTY,2,G_11:20_90,11:20,12:50,SL20,15,354,161,225.1,256.4,272.7,1380,-425,60.0,-27530,0.001221,pooled(n=464),35838,56.5,77.9,121.0,170.0,12593,14001,14730,18357,27130,37104,14001,18357,40.0,39.8,0.3,0.3,0.099,0.075,56.4,112.7,17.9
,NIFTY,2,G_11:20_90,11:20,12:50,SL25,15,354,161,225.1,256.4,272.7,1380,-425,60.0,-27530,0.001221,pooled(n=464),44173,56.5,77.9,121.0,170.0,12593,14001,14730,18357,27130,37104,14001,18357,40.0,39.8,0.3,0.0,0.099,0.075,56.4,112.7,17.9
,NIFTY,2,G_11:20_H,11:20,15:20,NOSTOP,15,354,161,225.1,256.4,272.7,6320,1851,73.3,-66820,0.001932,cell(n=13),,120.7,148.2,237.8,371.3,36615,41374,43838,50232,79089,122087,41374,50232,26.7,28.8,17.5,,0.153,0.126,117.4,165.5,56.6
,NIFTY,2,G_11:20_H,11:20,15:20,SL20,15,354,161,225.1,256.4,272.7,6320,1056,73.3,-55820,0.001932,cell(n=13),35838,120.7,148.2,237.8,371.3,36615,41374,43838,50232,79089,122087,35838,35838,26.7,39.8,17.5,17.5,0.176,0.176,117.4,165.5,42.6
,NIFTY,2,G_11:20_H,11:20,15:20,SL25,15,354,161,225.1,256.4,272.7,6320,427,73.3,-55820,0.001932,cell(n=13),44173,120.7,148.2,237.8,371.3,36615,41374,43838,50232,79089,122087,41374,44173,26.7,39.5,17.5,8.2,0.153,0.143,117.4,165.5,42.3
,NIFTY,2,G_11:50_120,11:50,13:50,NOSTOP,15,354,161,216.6,256.7,267.4,4730,-1422,53.3,-21400,0.002108,cell(n=8),,75.1,102.3,156.9,244.2,24791,28918,30019,38486,57692,88402,28918,38486,46.7,48.3,6.2,,0.164,0.123,79.3,115.6,18.9
,NIFTY,2,G_11:50_120,11:50,13:50,SL20,15,354,161,216.6,256.7,267.4,4730,-1422,53.3,-21400,0.002108,cell(n=8),35871,75.1,102.3,156.9,244.2,24791,28918,30019,38486,57692,88402,28918,35871,46.7,48.3,6.2,6.2,0.164,0.132,79.3,115.6,18.9
,NIFTY,2,G_11:50_120,11:50,13:50,SL25,15,354,161,216.6,256.7,267.4,4730,-1422,53.3,-21400,0.002108,cell(n=8),44214,75.1,102.3,156.9,244.2,24791,28918,30019,38486,57692,88402,28918,38486,46.7,48.3,6.2,3.1,0.164,0.123,79.3,115.6,18.9
,NIFTY,2,G_11:50_60,11:50,12:50,NOSTOP,15,354,161,216.6,256.7,267.4,1150,-889,53.3,-17960,0.001221,pooled(n=464),,50.0,61.5,103.2,156.9,11096,12688,13112,15031,23527,34469,12688,15031,46.7,48.0,0.0,,0.091,0.077,50.7,108.8,13.1
,NIFTY,2,G_11:50_60,11:50,12:50,SL20,15,354,161,216.6,256.7,267.4,1150,-889,53.3,-17960,0.001221,pooled(n=464),35871,50.0,61.5,103.2,156.9,11096,12688,13112,15031,23527,34469,12688,15031,46.7,48.0,0.0,0.0,0.091,0.077,50.7,108.8,13.1
,NIFTY,2,G_11:50_60,11:50,12:50,SL25,15,354,161,216.6,256.7,267.4,1150,-889,53.3,-17960,0.001221,pooled(n=464),44214,50.0,61.5,103.2,156.9,11096,12688,13112,15031,23527,34469,12688,15031,46.7,48.0,0.0,0.0,0.091,0.077,50.7,108.8,13.1
,NIFTY,2,G_11:50_90,11:50,13:20,NOSTOP,15,354,161,216.6,256.7,267.4,1970,-329,66.7,-13070,0.001221,pooled(n=464),,61.2,84.2,133.2,239.1,13022,14970,15489,19656,29640,51217,14970,19656,33.3,42.9,0.8,,0.132,0.1,62.0,111.8,16.0
,NIFTY,2,G_11:50_90,11:50,13:20,SL20,15,354,161,216.6,256.7,267.4,1970,-329,66.7,-13070,0.001221,pooled(n=464),35871,61.2,84.2,133.2,239.1,13022,14970,15489,19656,29640,51217,14970,19656,33.3,42.9,0.8,0.8,0.132,0.1,62.0,111.8,16.0
,NIFTY,2,G_11:50_90,11:50,13:20,SL25,15,354,161,216.6,256.7,267.4,1970,-329,66.7,-13070,0.001221,pooled(n=464),44214,61.2,84.2,133.2,239.1,13022,14970,15489,19656,29640,51217,14970,19656,33.3,42.9,0.8,0.3,0.132,0.1,62.0,111.8,16.0
,NIFTY,2,G_11:50_H,11:50,15:20,NOSTOP,15,354,161,216.6,256.7,267.4,5710,2504,73.3,-50430,0.002044,cell(n=13),,118.0,161.6,239.1,385.7,36458,42745,44422,57615,84046,134045,42745,57615,26.7,27.4,16.9,,0.134,0.099,115.5,156.9,57.6
,NIFTY,2,G_11:50_H,11:50,15:20,SL20,15,354,161,216.6,256.7,267.4,5710,583,73.3,-56990,0.002044,cell(n=13),35871,118.0,161.6,239.1,385.7,36458,42745,44422,57615,84046,134045,35871,35871,26.7,40.4,16.9,16.9,0.159,0.159,115.5,156.9,39.8
,NIFTY,2,G_11:50_H,11:50,15:20,SL25,15,354,161,216.6,256.7,267.4,5710,117,73.3,-56990,0.002044,cell(n=13),44214,118.0,161.6,239.1,385.7,36458,42745,44422,57615,84046,134045,42745,44214,26.7,39.3,16.9,9.3,0.134,0.129,115.5,156.9,39.5
,NIFTY,2,G_12:20_120,12:20,14:20,NOSTOP,15,354,161,215.7,253.7,274.2,3180,-2846,53.3,-38660,0.002037,cell(n=10),,84.5,109.2,185.8,227.3,26629,30879,33178,39175,64901,78839,30879,39175,46.7,46.3,6.2,,0.103,0.081,74.7,116.3,20.6
,NIFTY,2,G_12:20_120,12:20,14:20,SL20,15,354,161,215.7,253.7,274.2,3180,-3211,53.3,-44140,0.002037,cell(n=10),35481,84.5,109.2,185.8,227.3,26629,30879,33178,39175,64901,78839,30879,35481,46.7,46.6,6.2,6.2,0.103,0.09,74.7,116.3,20.6
,NIFTY,2,G_12:20_120,12:20,14:20,SL25,15,354,161,215.7,253.7,274.2,3180,-2846,53.3,-38660,0.002037,cell(n=10),43726,84.5,109.2,185.8,227.3,26629,30879,33178,39175,64901,78839,30879,39175,46.7,46.6,6.2,4.2,0.103,0.081,74.7,116.3,20.6
,NIFTY,2,G_12:20_60,12:20,13:20,NOSTOP,15,354,161,215.7,253.7,274.2,1580,-1200,60.0,-11970,0.001221,pooled(n=464),,54.2,72.5,110.7,189.4,11780,13414,14298,17099,24792,40640,13414,17099,40.0,52.8,0.6,,0.118,0.092,50.5,74.5,11.0
,NIFTY,2,G_12:20_60,12:20,13:20,SL20,15,354,161,215.7,253.7,274.2,1580,-1200,60.0,-11970,0.001221,pooled(n=464),35481,54.2,72.5,110.7,189.4,11780,13414,14298,17099,24792,40640,13414,17099,40.0,52.8,0.6,0.6,0.118,0.092,50.5,74.5,11.0
,NIFTY,2,G_12:20_60,12:20,13:20,SL25,15,354,161,215.7,253.7,274.2,1580,-1200,60.0,-11970,0.001221,pooled(n=464),43726,54.2,72.5,110.7,189.4,11780,13414,14298,17099,24792,40640,13414,17099,40.0,52.8,0.6,0.0,0.118,0.092,50.5,74.5,11.0
,NIFTY,2,G_12:20_90,12:20,13:50,NOSTOP,15,354,161,215.7,253.7,274.2,-330,-3593,46.7,-30330,0.001221,pooled(n=464),,70.1,85.6,138.3,227.3,14502,16616,17760,19737,30350,48272,16616,19737,53.3,57.6,0.8,,-0.02,-0.017,64.1,93.8,13.0
,NIFTY,2,G_12:20_90,12:20,13:50,SL20,15,354,161,215.7,253.7,274.2,-330,-3593,46.7,-30330,0.001221,pooled(n=464),35481,70.1,85.6,138.3,227.3,14502,16616,17760,19737,30350,48272,16616,19737,53.3,57.6,0.8,0.8,-0.02,-0.017,64.1,93.8,13.0
,NIFTY,2,G_12:20_90,12:20,13:50,SL25,15,354,161,215.7,253.7,274.2,-330,-3593,46.7,-30330,0.001221,pooled(n=464),43726,70.1,85.6,138.3,227.3,14502,16616,17760,19737,30350,48272,16616,19737,53.3,57.6,0.8,0.3,-0.02,-0.017,64.1,93.8,13.0
,NIFTY,2,G_12:20_H,12:20,15:20,NOSTOP,15,354,161,215.7,253.7,274.2,6300,704,66.7,-71530,0.001307,cell(n=13),,114.0,143.9,213.6,387.3,23387,27067,29057,33511,48531,85963,27067,33511,33.3,19.8,4.8,,0.233,0.188,101.1,139.0,65.0
,NIFTY,2,G_12:20_H,12:20,15:20,SL20,15,354,161,215.7,253.7,274.2,6300,199,66.7,-45030,0.001307,cell(n=13),35481,114.0,143.9,213.6,387.3,23387,27067,29057,33511,48531,85963,27067,33511,33.3,35.0,4.8,4.8,0.233,0.188,101.1,139.0,40.9
,NIFTY,2,G_12:20_H,12:20,15:20,SL25,15,354,161,215.7,253.7,274.2,6300,1763,66.7,-55650,0.001307,cell(n=13),43726,114.0,143.9,213.6,387.3,23387,27067,29057,33511,48531,85963,27067,33511,33.3,20.1,4.8,1.4,0.233,0.188,101.1,139.0,65.0
,NIFTY,2,G_12:50_120,12:50,14:50,NOSTOP,15,354,161,212.7,250.1,272.1,1170,-4847,66.7,-86100,0.001477,cell(n=11),,89.8,120.6,183.4,219.0,20832,24056,25948,31449,46523,55069,24056,31449,33.3,53.7,3.4,,0.049,0.037,75.6,107.0,19.3
,NIFTY,2,G_12:50_120,12:50,14:50,SL20,15,354,161,212.7,250.1,272.1,1170,-2150,66.7,-45640,0.001477,cell(n=11),35013,89.8,120.6,183.4,219.0,20832,24056,25948,31449,46523,55069,24056,31449,33.3,52.0,3.4,3.4,0.049,0.037,75.6,107.0,20.4
,NIFTY,2,G_12:50_120,12:50,14:50,SL25,15,354,161,212.7,250.1,272.1,1170,-2651,66.7,-53150,0.001477,cell(n=11),43141,89.8,120.6,183.4,219.0,20832,24056,25948,31449,46523,55069,24056,31449,33.3,52.8,3.4,2.0,0.049,0.037,75.6,107.0,19.7
,NIFTY,2,G_12:50_60,12:50,13:50,NOSTOP,15,354,161,212.7,250.1,272.1,1650,-3463,60.0,-44450,0.001221,pooled(n=464),,54.5,73.2,107.6,219.0,11701,13319,14269,17031,23860,45975,13319,17031,40.0,49.4,0.6,,0.124,0.097,51.3,84.4,13.1
,NIFTY,2,G_12:50_60,12:50,13:50,SL20,15,354,161,212.7,250.1,272.1,1650,-3542,60.0,-45640,0.001221,pooled(n=464),35013,54.5,73.2,107.6,219.0,11701,13319,14269,17031,23860,45975,13319,17031,40.0,49.4,0.6,0.6,0.124,0.097,51.3,84.4,13.1
,NIFTY,2,G_12:50_60,12:50,13:50,SL25,15,354,161,212.7,250.1,272.1,1650,-4043,60.0,-53150,0.001221,pooled(n=464),43141,54.5,73.2,107.6,219.0,11701,13319,14269,17031,23860,45975,13319,17031,40.0,49.4,0.6,0.3,0.124,0.097,51.3,84.4,13.3
,NIFTY,2,G_12:50_90,12:50,14:20,NOSTOP,15,354,161,212.7,250.1,272.1,3410,-2369,60.0,-54460,0.001477,cell(n=9),,69.6,103.6,147.8,219.0,16709,19207,20673,27368,37978,55069,19207,27368,40.0,45.5,1.7,,0.178,0.125,63.5,100.5,18.2
,NIFTY,2,G_12:50_90,12:50,14:20,SL20,15,354,161,212.7,250.1,272.1,3410,-1781,60.0,-45640,0.001477,cell(n=9),35013,69.6,103.6,147.8,219.0,16709,19207,20673,27368,37978,55069,19207,27368,40.0,45.8,1.7,1.7,0.178,0.125,63.5,100.5,18.2
,NIFTY,2,G_12:50_90,12:50,14:20,SL25,15,354,161,212.7,250.1,272.1,3410,-2281,60.0,-53150,0.001477,cell(n=9),43141,69.6,103.6,147.8,219.0,16709,19207,20673,27368,37978,55069,19207,27368,40.0,45.8,1.7,0.8,0.178,0.125,63.5,100.5,18.2
,NIFTY,2,G_12:50_H,12:50,15:20,NOSTOP,15,354,161,212.7,250.1,272.1,8550,-747,73.3,-92800,0.001355,cell(n=12),,109.5,136.2,198.3,369.4,23009,26616,28732,32496,46173,83855,26616,32496,26.7,15.8,3.7,,0.321,0.263,84.4,125.1,67.2
,NIFTY,2,G_12:50_H,12:50,15:20,SL20,15,354,161,212.7,250.1,272.1,8550,65,73.3,-46460,0.001355,cell(n=12),35013,109.5,136.2,198.3,369.4,23009,26616,28732,32496,46173,83855,26616,32496,26.7,35.3,3.7,3.7,0.321,0.263,84.4,125.1,42.2
,NIFTY,2,G_12:50_H,12:50,15:20,SL25,15,354,161,212.7,250.1,272.1,8550,1896,73.3,-53150,0.001355,cell(n=12),43141,109.5,136.2,198.3,369.4,23009,26616,28732,32496,46173,83855,26616,32496,26.7,16.4,3.7,2.0,0.321,0.263,84.4,125.1,67.2
,NIFTY,2,G_13:20_120,13:20,15:20,NOSTOP,15,354,161,211.8,246.8,281.8,4300,-895,73.3,-75910,0.00116,cell(n=13),,99.9,123.7,204.6,442.6,18448,21084,23723,25511,40560,84834,21084,25511,26.7,24.9,2.0,,0.204,0.169,79.0,108.0,47.3
,NIFTY,2,G_13:20_120,13:20,15:20,SL20,15,354,161,211.8,246.8,281.8,4300,1281,73.3,-43260,0.00116,cell(n=13),34578,99.9,123.7,204.6,442.6,18448,21084,23723,25511,40560,84834,21084,25511,26.7,24.9,2.0,2.0,0.204,0.169,79.0,108.0,47.3
