date,baseline,vwap,htf,rsi50,cpr,bb,confluence,fast_pair
2024-03-18,-5568.26,-5568.26,-5649.32,-5009.70,0.00,-5683.74,-4137.26,-11379.92
2024-03-19,-8618.34,-8618.34,-9140.31,-8618.34,-8106.62,-8618.34,-5552.07,5764.97
2024-03-20,-8854.23,-8854.23,-2908.99,-8854.23,-2599.92,-8854.23,-3532.52,-11940.93
2024-03-21,-2381.96,-2381.96,-2381.96,-2381.96,-2381.96,-2381.96,-2381.96,-9101.10
2024-03-22,1464.03,1464.03,1464.03,1464.03,1464.03,1464.03,1464.03,-3152.45
2024-03-26,-6793.54,-6793.54,-741.54,-6793.54,-2551.01,-6793.54,-1161.67,196.37
2024-03-27,-79.87,-79.87,-87.11,-79.87,586.64,-79.87,-87.11,-6849.97
2024-03-28,-2942.72,-2942.72,-2094.42,-2942.72,-3314.37,-2942.72,-2094.42,-8447.59
2024-04-01,287.08,287.08,-116.17,287.08,2010.19,2086.00,-722.62,-6634.66
2024-04-02,-6181.56,-6181.56,-145.80,-6181.56,-1746.72,-6181.56,-145.80,-4067.14
2024-04-03,-4648.62,-4648.62,-2751.08,-4648.62,-3367.18,-4676.21,-2751.08,-3147.41
2024-04-04,-1432.27,-1432.27,1285.24,-1432.27,-1614.24,-1432.27,423.90,338.83
2024-04-05,-3394.07,-3394.07,-3099.92,-3394.07,-3306.16,-3394.07,-3099.92,-2783.37
2024-04-09,-2333.91,-2432.03,-3170.06,-2333.91,-4067.60,-2333.91,-3170.06,385.13
2024-04-10,-6113.21,-6113.21,-2262.68,-6113.21,-3999.99,-6113.21,-2262.68,-3111.78
2024-04-12,-9482.59,-9482.59,-4347.83,-9482.59,-6970.45,-9482.59,-3248.33,-4830.35
2024-04-15,-6348.03,-6348.03,-3277.12,-6348.03,-6587.30,-6348.03,843.30,-6152.53
2024-04-18,-6269.49,-6269.49,1296.44,-6269.49,-502.44,-6269.49,-1069.60,-3960.25
2024-04-19,-2140.55,-2140.55,2174.58,-2140.55,2838.71,-2140.55,2174.58,514.32
2024-04-22,-216.79,-216.79,-326.58,-216.79,0.00,-216.79,-326.58,-8994.70
2024-04-23,-2918.86,-2918.86,-1513.54,-2918.86,-2342.53,-2918.86,-561.38,-9083.64
2024-04-25,3167.50,3167.50,2411.36,3167.50,2850.85,3167.50,2411.36,-7641.62
2024-04-26,-780.12,-780.12,-1138.24,-780.12,52.08,-780.12,106.50,-12742.88
2024-04-29,1337.36,1337.36,102.28,1337.36,1500.19,1337.36,102.28,1880.01
2024-04-30,-6229.92,-6229.92,-3705.09,-6229.92,-6218.50,-6229.92,-3705.09,-9789.38
2024-05-03,3935.11,3664.83,-427.54,3935.11,3911.21,3935.11,-1651.61,3179.12
2024-05-06,-4001.16,-2097.27,-789.44,-4001.16,-3847.61,-4001.16,-789.44,-7122.62
2024-05-07,1954.03,1954.03,3965.70,1954.03,1954.03,1954.03,3965.70,-2236.15
2024-05-08,-8369.28,-8369.28,-7403.12,-8369.28,-7583.94,-8369.28,-7403.12,-17138.77
2024-05-09,-3131.31,-3131.31,-4026.03,-3131.31,-6285.48,-3131.31,-4026.03,2031.24
2024-05-13,-8567.61,-9500.44,805.51,-8567.61,-4736.78,-8567.61,0.00,-4111.48
2024-05-14,-2735.66,-2735.66,-676.05,-2735.66,37.20,-2735.66,-676.05,-43.82
2024-05-15,-5756.88,-5756.88,-2068.08,-5756.88,-2883.11,-5756.88,-2611.03,-8785.65
2024-05-16,-10983.81,-8505.18,-3711.30,-10983.81,-6110.14,-10983.81,-2221.74,-4308.16
2024-05-17,298.08,298.08,-249.78,298.08,-991.29,-557.18,-249.78,-16189.05
2024-05-21,-4075.80,-4075.80,-3047.89,-4075.80,-2546.01,-4075.80,-2092.86,-6241.80
2024-05-22,-7947.13,-7947.13,-4816.43,-7947.13,-7573.63,-7947.13,-4816.43,-13410.29
2024-05-23,-6824.24,-6824.24,-572.72,-6824.24,-4401.15,-6824.24,-1025.81,-1745.24
2024-05-24,-7429.98,-7429.98,-1169.14,-7429.98,-3676.02,-7429.98,-1739.01,-10658.31
2024-05-27,-5300.02,-5300.02,-3449.94,-5300.02,-5640.71,-5300.02,-3093.81,-7055.35
2024-05-28,-4124.30,-4124.30,-4954.85,-4124.30,-3192.02,-4124.30,-4954.85,-5401.27
2024-05-29,-8345.65,-8237.88,-5381.25,-8345.65,-5245.71,-8345.65,-5381.25,-1729.66
2024-05-30,-5580.02,-5580.02,-1369.33,-5580.02,-4843.63,-5580.02,-1369.33,-5610.20
2024-05-31,-1162.36,-1162.36,-2930.67,-1162.36,-2152.99,-1162.36,-2930.67,-14523.47
2024-06-04,6754.45,6754.45,6984.92,6754.45,6754.45,6754.45,6984.92,3066.57
2024-06-05,13117.51,13117.51,0.00,13117.51,12206.19,13117.51,0.00,9064.92
2024-06-06,-1705.74,-1705.74,-3458.16,-1705.74,-450.30,-1705.74,-1480.32,-7258.93
2024-06-07,-1790.88,-1790.88,-1528.54,-1790.88,-2537.29,-1790.88,-1528.54,-7734.44
2024-06-10,-5404.60,-5404.60,-2669.05,-5404.60,-1655.36,-5404.60,-2669.05,-10935.86
2024-06-12,-60.64,-60.64,1959.80,-60.64,2163.40,-60.64,1959.80,-241.83
2024-06-13,-3668.36,-1781.87,-5217.34,-3668.36,-4322.81,-3668.36,-4034.87,-9772.12
2024-06-14,1587.40,1587.40,2238.09,1587.40,1885.28,1587.40,2238.09,-1953.15
2024-06-18,-5712.25,-5712.25,-1571.22,-5712.25,-3546.15,-5712.25,-1571.22,-8570.25
2024-06-20,-3215.50,-3215.50,-2022.41,-3215.50,-2458.75,-3215.50,-2022.41,-5737.15
2024-06-21,-8155.67,-8155.67,-3164.88,-8155.67,-6849.14,-8155.67,-3164.88,-5519.11
2024-06-24,-8199.72,-8199.72,-2627.08,-8199.72,-7835.79,-8199.72,-2627.08,440.62
2024-06-25,-362.67,-362.67,-2167.63,-362.67,-1548.79,-362.67,-2167.63,-3314.35
2024-06-26,-606.09,-606.09,-3463.70,-606.09,-769.28,-606.09,-2273.98,-6866.69
2024-06-28,-2115.49,-2115.49,-604.67,-2115.49,-2115.49,-2115.49,-1045.50,-7573.41
2024-07-01,-4857.24,-4857.24,-509.11,-4857.24,-2254.33,-4857.24,-509.11,-6888.78
2024-07-02,-3740.79,-3740.79,-1528.44,-3740.79,-4209.47,-3740.79,-1528.44,-5877.44
2024-07-03,-8833.92,-7100.61,-8211.45,-8833.92,-7874.27,-8833.92,-6961.07,-7685.47
2024-07-04,-6736.14,-6736.14,-4413.03,-6736.14,-5969.79,-6736.14,-3598.80,-12351.95
2024-07-08,-2095.78,-1985.57,-3509.21,-2095.78,-941.13,-2095.78,-2258.21,-5156.27
2024-07-09,-5734.79,-5734.79,-2191.77,-5734.79,-4533.29,-5734.79,-2672.23,-6447.10
2024-07-10,1711.23,1711.23,247.14,1711.23,973.99,1711.23,1745.52,-2900.26
2024-07-11,-2778.33,-2778.33,-2670.68,-2778.33,-2914.28,-2778.33,-2670.68,-9140.00
2024-07-12,-1796.63,-1796.63,-135.05,-1796.63,-1796.63,-1796.63,-135.05,-455.16
2024-07-15,-3868.35,-2101.78,1317.85,-3868.35,-3470.59,-3868.35,1317.85,-8369.38
2024-07-16,-4939.95,-4939.95,-3768.04,-4939.95,-3477.19,-4939.95,-3768.04,-9672.87
2024-07-18,-2527.43,-2527.43,-1976.79,-2527.43,-2712.72,-2527.43,-2397.37,-10697.10
2024-07-19,4434.38,4434.38,-717.14,4434.38,4074.43,4434.38,-717.14,-2740.59
2024-07-22,-5278.42,-5278.42,-3557.40,-5278.42,-5271.60,-5278.42,-2523.81,-9034.31
