venue,cell,scope,n,exc_p50,exc_p90,exc_p95,exc_p99,exc_max,term_p50,term_p95,term_max
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1030,dte_matched,132,17.3,29.5,36.0,64.9,93.5,9.6,31.4,83.1
SENSEX,W_1000_1030,monday_all_eras,280,18.5,39.3,47.3,61.7,108.5,10.8,38.8,73.3
SENSEX,W_1000_1030,monday_cur_era,50,14.6,31.6,45.6,64.9,64.9,8.7,31.7,51.3
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1045,dte_matched,132,20.0,43.1,51.2,96.0,98.8,10.6,46.7,92.9
SENSEX,W_1000_1045,monday_all_eras,280,21.6,47.8,58.7,74.8,108.5,13.1,47.6,87.1
SENSEX,W_1000_1045,monday_cur_era,50,19.4,41.4,47.4,64.9,64.9,11.0,37.5,53.5
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1100,dte_matched,132,21.4,47.4,62.8,96.0,194.6,11.3,42.4,168.6
SENSEX,W_1000_1100,monday_all_eras,280,23.7,54.0,70.8,96.5,108.5,14.4,52.5,96.5
SENSEX,W_1000_1100,monday_cur_era,50,19.7,47.4,55.1,92.8,92.8,12.1,45.6,69.0
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1115,dte_matched,132,22.4,51.0,62.9,96.0,323.4,12.2,41.9,273.2
SENSEX,W_1000_1115,monday_all_eras,280,25.9,58.2,73.9,109.7,128.2,15.3,56.2,128.2
SENSEX,W_1000_1115,monday_cur_era,50,21.0,48.1,62.8,92.8,92.8,11.3,41.9,56.2
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1130,dte_matched,132,24.0,57.1,69.3,96.0,323.4,13.9,53.6,226.7
SENSEX,W_1000_1130,monday_all_eras,280,28.3,62.8,78.0,121.4,171.7,17.4,60.8,139.5
SENSEX,W_1000_1130,monday_cur_era,50,21.4,58.3,64.2,92.8,92.8,13.9,56.2,71.3
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1145,dte_matched,132,26.0,57.1,80.0,101.1,323.4,14.0,51.0,252.4
SENSEX,W_1000_1145,monday_all_eras,280,30.3,65.9,85.1,123.0,171.7,18.9,63.9,129.9
SENSEX,W_1000_1145,monday_cur_era,50,23.3,58.3,75.7,99.1,99.1,10.8,55.4,86.6
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1000_1200,dte_matched,132,27.6,62.3,80.0,107.8,361.0,15.5,53.4,334.5
SENSEX,W_1000_1200,monday_all_eras,280,32.3,70.3,89.1,129.2,171.7,19.4,67.8,154.9
SENSEX,W_1000_1200,monday_cur_era,50,26.7,64.2,75.7,99.1,99.1,13.1,54.7,65.0
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
SENSEX,W_1015_1045,monday_cur_era,50,15.2,30.6,36.5,46.1,46.1,6.7,29.6,37.7
SENSEX,W_1015_1045,dte_matched,132,15.4,35.6,47.1,89.2,129.3,8.5,34.8,123.4
SENSEX,W_1015_1045,monday_all_eras,280,17.0,37.5,42.9,61.8,81.0,9.8,38.5,77.4
