venue,cell,arm,n,credit_med,med_net_8L,mean_net_8L,win_pct,worst_8L,tstat,t_obs,stop_freq_pct,b_slope,b_src,e95_gate_bp,e95_src,n_dte,n_mon,n_cur,sl_cap_8L,ov95_perlot,adv95_cap_8L,adv95_cap_ov_8L,rr_p95,rr_p95_ov,p_loss_model,p_stop_long,be_term_bp,nb_pass,nb_tot,G1,G2,G3,G4,G5,G6_venue
NIFTY,W_0916_0946,NOSTOP,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,,,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,R1000,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,10000,872,6492,6492,4.16,4.16,24.9,0.8,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,R1500,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,14000,1074,6492,6492,4.16,4.16,24.9,0.6,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,R2500,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,22000,1156,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,R500,17,204.1,1560,950,64.7,-7200,1.09,1.09,5.9,0.000644,cell(n=8),65.7,mon,353,547,39,6000,771,6000,6492,3.85,4.16,19.5,5.9,26.6,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP10,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,12613,998,6492,6492,4.16,4.16,24.9,0.6,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP15,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,17920,1111,6492,6492,4.16,4.16,24.9,0.6,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP20,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,23226,832,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP25,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,28533,800,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP30,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,33840,919,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_0946,SLP40,17,204.1,1560,1441,70.6,-2936,2.05,2.05,0.0,0.000644,cell(n=8),65.7,mon,353,547,39,44453,822,6492,6492,4.16,4.16,24.9,0.0,23.8,1,2,1,0,1,0,0,0
NIFTY,W_0916_1001,NOSTOP,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,,,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,R1000,17,204.1,2000,1950,82.4,-10688,1.86,1.86,5.9,0.000466,cell(n=11),73.1,mon,353,547,39,10000,872,5613,5613,2.81,2.81,17.0,0.8,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,R1500,17,204.1,2000,1551,82.4,-17472,1.13,1.13,5.9,0.000466,cell(n=11),73.1,mon,353,547,39,14000,1074,5613,5613,2.81,2.81,17.0,0.6,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,R2500,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,22000,1156,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,R500,17,204.1,2000,1661,76.5,-7200,1.6,1.6,11.8,0.000466,cell(n=11),73.1,mon,353,547,39,6000,771,5613,5613,2.81,2.81,16.1,3.1,34.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP10,17,204.1,2000,1768,82.4,-13776,1.49,1.49,5.9,0.000466,cell(n=11),73.1,mon,353,547,39,12613,998,5613,5613,2.81,2.81,17.0,0.6,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP15,17,204.1,2000,1551,82.4,-17472,1.13,1.13,5.9,0.000466,cell(n=11),73.1,mon,353,547,39,17920,1111,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP20,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,23226,832,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP25,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,28533,800,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP30,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,33840,919,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1001,SLP40,17,204.1,2000,1580,82.4,-16976,1.17,1.17,0.0,0.000466,cell(n=11),73.1,mon,353,547,39,44453,822,5613,5613,2.81,2.81,17.0,0.0,33.5,1,4,1,1,1,0,0,0
NIFTY,W_0916_1016,NOSTOP,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,,,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,R1000,17,204.1,3096,2920,88.2,-10688,2.53,2.53,5.9,0.000337,cell(n=12),78.9,mon,353,547,39,10000,872,4822,4822,1.56,1.56,21.8,0.6,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,R1500,17,204.1,3096,2521,88.2,-17472,1.71,1.71,5.9,0.000337,cell(n=12),78.9,mon,353,547,39,14000,1074,4822,4822,1.56,1.56,21.8,0.3,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,R2500,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,22000,1156,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,R500,17,204.1,3096,2714,82.4,-7200,2.35,2.35,11.8,0.000337,cell(n=12),78.9,mon,353,547,39,6000,771,4822,4822,1.56,1.56,21.8,2.0,31.0,3,4,1,1,1,1,0,0
NIFTY,W_0916_1016,SLP10,17,204.1,3096,2739,88.2,-13776,2.12,2.12,5.9,0.000337,cell(n=12),78.9,mon,353,547,39,12613,998,4822,4822,1.56,1.56,21.8,0.3,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,SLP15,17,204.1,3096,2521,88.2,-17472,1.71,1.71,5.9,0.000337,cell(n=12),78.9,mon,353,547,39,17920,1111,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,SLP20,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,23226,832,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,SLP25,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,28533,800,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,SLP30,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,33840,919,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1016,SLP40,17,204.1,3096,2971,88.2,-9824,2.66,2.66,0.0,0.000337,cell(n=12),78.9,mon,353,547,39,44453,822,4822,4822,1.56,1.56,21.8,0.0,31.1,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,NOSTOP,17,204.1,2624,3040,82.4,-19496,1.75,1.75,0.0,0.000259,cell(n=13),84.4,mon,353,547,39,,,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,R1000,17,204.1,2624,3558,82.4,-10688,2.64,2.64,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,10000,872,4318,4318,1.65,1.65,23.5,0.3,32.5,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,R1500,17,204.1,2624,3159,82.4,-17472,1.93,1.93,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,14000,1074,4318,4318,1.65,1.65,23.5,0.3,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,R2500,17,204.1,2624,2808,82.4,-23424,1.46,1.46,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,22000,1156,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,R500,17,204.1,2624,3371,76.5,-7200,2.5,2.5,11.8,0.000259,cell(n=13),84.4,mon,353,547,39,6000,771,4318,4318,1.65,1.65,23.2,1.4,32.8,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP10,17,204.1,2624,3376,82.4,-13776,2.29,2.29,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,12613,998,4318,4318,1.65,1.65,23.5,0.3,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP15,17,204.1,2624,3159,82.4,-17472,1.93,1.93,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,17920,1111,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP20,17,204.1,2624,2808,82.4,-23424,1.46,1.46,5.9,0.000259,cell(n=13),84.4,mon,353,547,39,23226,832,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP25,17,204.1,2624,3040,82.4,-19496,1.75,1.75,0.0,0.000259,cell(n=13),84.4,mon,353,547,39,28533,800,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP30,17,204.1,2624,3040,82.4,-19496,1.75,1.75,0.0,0.000259,cell(n=13),84.4,mon,353,547,39,33840,919,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1031,SLP40,17,204.1,2624,3040,82.4,-19496,1.75,1.75,0.0,0.000259,cell(n=13),84.4,mon,353,547,39,44453,822,4318,4318,1.65,1.65,23.5,0.0,32.6,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,NOSTOP,17,204.1,3224,2849,76.5,-21136,1.51,1.51,0.0,0.000362,cell(n=14),89.8,mon,353,547,39,,,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,R1000,17,204.1,3224,3464,76.5,-10688,2.4,2.4,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,10000,872,5453,5453,1.69,1.69,21.5,0.8,35.5,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,R1500,17,204.1,3224,3064,76.5,-17472,1.79,1.79,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,14000,1074,5453,5453,1.69,1.69,23.5,0.3,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,R2500,17,204.1,3224,2714,76.5,-23424,1.36,1.36,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,22000,1156,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,R500,17,204.1,3224,3141,70.6,-7200,2.16,2.16,11.8,0.000362,cell(n=14),89.8,mon,353,547,39,6000,771,5453,5453,1.69,1.69,19.0,4.0,38.3,1,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP10,17,204.1,3224,3282,76.5,-13776,2.1,2.1,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,12613,998,5453,5453,1.69,1.69,23.5,0.3,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP15,17,204.1,3224,3064,76.5,-17472,1.79,1.79,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,17920,1111,5453,5453,1.69,1.69,23.5,0.3,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP20,17,204.1,3224,2714,76.5,-23424,1.36,1.36,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,23226,832,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP25,17,204.1,3224,2584,76.5,-25632,1.23,1.23,5.9,0.000362,cell(n=14),89.8,mon,353,547,39,28533,800,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP30,17,204.1,3224,2849,76.5,-21136,1.51,1.51,0.0,0.000362,cell(n=14),89.8,mon,353,547,39,33840,919,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1046,SLP40,17,204.1,3224,2849,76.5,-21136,1.51,1.51,0.0,0.000362,cell(n=14),89.8,mon,353,547,39,44453,822,5453,5453,1.69,1.69,23.5,0.0,34.3,2,4,1,1,1,0,0,0
NIFTY,W_0916_1101,NOSTOP,17,204.1,4632,3883,64.7,-13776,2.27,2.27,0.0,0.000362,cell(n=14),94.2,dte,353,547,39,,,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,R1000,17,204.1,4632,4064,64.7,-10688,2.54,2.54,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,10000,872,5622,5622,1.21,1.21,26.6,1.7,33.7,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,R1500,17,204.1,4632,3665,64.7,-17472,1.97,1.97,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,14000,1074,5622,5622,1.21,1.21,26.6,0.3,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,R2500,17,204.1,4632,3315,64.7,-23424,1.56,1.56,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,22000,1156,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,R500,17,204.1,4632,3583,58.8,-7200,2.16,2.16,17.6,0.000362,cell(n=14),94.2,dte,353,547,39,6000,771,5622,5622,1.21,1.21,25.5,4.0,35.3,2,4,0,1,1,0,0,0
NIFTY,W_0916_1101,SLP10,17,204.1,4632,3883,64.7,-13776,2.27,2.27,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,12613,998,5622,5622,1.21,1.21,26.6,0.3,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,SLP15,17,204.1,4632,3665,64.7,-17472,1.97,1.97,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,17920,1111,5622,5622,1.21,1.21,26.6,0.3,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,SLP20,17,204.1,4632,3315,64.7,-23424,1.56,1.56,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,23226,832,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,SLP25,17,204.1,4632,3185,64.7,-25632,1.43,1.43,5.9,0.000362,cell(n=14),94.2,dte,353,547,39,28533,800,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,SLP30,17,204.1,4632,3883,64.7,-13776,2.27,2.27,0.0,0.000362,cell(n=14),94.2,dte,353,547,39,33840,919,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1101,SLP40,17,204.1,4632,3883,64.7,-13776,2.27,2.27,0.0,0.000362,cell(n=14),94.2,dte,353,547,39,44453,822,5622,5622,1.21,1.21,26.6,0.0,33.6,3,4,1,1,1,1,0,0
NIFTY,W_0916_1116,NOSTOP,17,204.1,5880,4230,82.4,-22016,2.18,2.18,0.0,0.000362,cell(n=14),101.5,mon,353,547,39,,,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,R1000,17,204.1,5880,4896,82.4,-10688,3.43,3.43,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,10000,872,5903,5903,1.0,1.0,19.3,1.7,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,R1500,17,204.1,5880,4497,82.4,-17472,2.61,2.61,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,14000,1074,5903,5903,1.0,1.0,19.3,0.3,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,R2500,17,204.1,5880,4147,82.4,-23424,2.06,2.06,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,22000,1156,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,R500,17,204.1,4808,3967,70.6,-7200,2.51,2.51,17.6,0.000362,cell(n=14),101.5,mon,353,547,39,6000,771,5903,5903,1.23,1.23,17.0,4.5,47.4,0,3,1,1,1,0,0,0
NIFTY,W_0916_1116,SLP10,17,204.1,5880,4715,82.4,-13776,3.03,3.03,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,12613,998,5903,5903,1.0,1.0,19.3,0.3,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,SLP15,17,204.1,5880,4497,82.4,-17472,2.61,2.61,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,17920,1111,5903,5903,1.0,1.0,19.3,0.3,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,SLP20,17,204.1,5880,4147,82.4,-23424,2.06,2.06,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,23226,832,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,SLP25,17,204.1,5880,4017,82.4,-25632,1.89,1.89,5.9,0.000362,cell(n=14),101.5,mon,353,547,39,28533,800,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,SLP30,17,204.1,5880,4230,82.4,-22016,2.18,2.18,0.0,0.000362,cell(n=14),101.5,mon,353,547,39,33840,919,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0916_1116,SLP40,17,204.1,5880,4230,82.4,-22016,2.18,2.18,0.0,0.000362,cell(n=14),101.5,mon,353,547,39,44453,822,5903,5903,1.0,1.0,19.3,0.0,43.8,3,3,1,1,1,1,0,0
NIFTY,W_0930_1000,NOSTOP,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,,,9916,9916,7.21,7.21,34.8,0.0,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,R1000,17,193.6,1376,-5,52.9,-12144,-0.0,-0.0,5.9,0.001354,pooled(n=1079),58.1,mon,353,548,39,10000,872,9916,9916,7.21,7.21,34.8,4.0,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,R1500,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,14000,1074,9916,9916,7.21,7.21,34.8,1.7,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,R2500,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,22000,1156,9916,9916,7.21,7.21,34.8,0.6,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,R500,17,193.6,1376,108,52.9,-6416,0.12,0.12,17.6,0.001354,pooled(n=1079),58.1,mon,353,548,39,6000,771,6000,9916,4.36,7.21,49.3,30.6,13.6,2,4,0,0,0,0,0,0
NIFTY,W_0930_1000,SLP10,17,193.6,1376,-5,52.9,-12144,-0.0,-0.0,5.9,0.001354,pooled(n=1079),58.1,mon,353,548,39,12065,998,9916,9916,7.21,7.21,34.8,2.5,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,SLP15,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,17097,1111,9916,9916,7.21,7.21,34.8,1.1,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,SLP20,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,22129,832,9916,9916,7.21,7.21,34.8,0.6,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,SLP25,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,27162,800,9916,9916,7.21,7.21,34.8,0.3,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,SLP30,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,32194,919,9916,9916,7.21,7.21,34.8,0.0,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1000,SLP40,17,193.6,1376,56,52.9,-11104,0.06,0.06,0.0,0.001354,pooled(n=1079),58.1,mon,353,548,39,42258,822,9916,9916,7.21,7.21,34.8,0.0,16.7,1,4,0,0,1,0,0,0
NIFTY,W_0930_1015,NOSTOP,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,,,11810,11810,4.12,4.12,31.2,0.0,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,R1000,17,193.6,2864,1377,76.5,-12144,1.35,1.35,5.9,0.001354,pooled(n=1079),72.0,mon,353,548,39,10000,872,10000,11810,3.49,4.12,37.1,7.1,18.9,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,R1500,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,14000,1074,11810,11810,4.12,4.12,31.2,2.0,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,R2500,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,22000,1156,11810,11810,4.12,4.12,31.2,1.1,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,R500,17,193.6,2864,1044,70.6,-6416,1.07,1.07,17.6,0.001354,pooled(n=1079),72.0,mon,353,548,39,6000,771,6000,11810,2.09,4.12,45.0,41.1,21.4,2,6,1,1,0,0,0,0
NIFTY,W_0930_1015,SLP10,17,193.6,2864,1377,76.5,-12144,1.35,1.35,5.9,0.001354,pooled(n=1079),72.0,mon,353,548,39,12065,998,11810,11810,4.12,4.12,36.8,2.8,18.9,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,SLP15,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,17097,1111,11810,11810,4.12,4.12,31.2,1.4,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,SLP20,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,22129,832,11810,11810,4.12,4.12,31.2,1.1,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,SLP25,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,27162,800,11810,11810,4.12,4.12,31.2,0.3,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,SLP30,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,32194,919,11810,11810,4.12,4.12,31.2,0.3,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1015,SLP40,17,193.6,2864,1728,76.5,-6184,2.29,2.29,0.0,0.001354,pooled(n=1079),72.0,mon,353,548,39,42258,822,11810,11810,4.12,4.12,31.2,0.0,21.3,2,6,1,0,1,0,0,0
NIFTY,W_0930_1030,NOSTOP,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,,,7418,7418,6.31,6.31,48.7,0.0,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,R1000,17,193.6,1176,991,70.6,-12144,0.82,0.82,5.9,0.000677,cell(n=10),79.5,mon,353,548,39,10000,872,7418,7418,6.31,6.31,49.0,1.7,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,R1500,17,193.6,1176,781,70.6,-15704,0.57,0.57,5.9,0.000677,cell(n=10),79.5,mon,353,548,39,14000,1074,7418,7418,6.31,6.31,49.3,0.8,18.6,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,R2500,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,22000,1156,7418,7418,6.31,6.31,48.7,0.3,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,R500,17,193.6,1176,519,58.8,-6728,0.44,0.44,23.5,0.000677,cell(n=10),79.5,mon,353,548,39,6000,771,6000,7418,5.1,6.31,48.4,11.0,19.1,3,7,0,0,0,1,0,0
NIFTY,W_0930_1030,SLP10,17,193.6,1176,991,70.6,-12144,0.82,0.82,5.9,0.000677,cell(n=10),79.5,mon,353,548,39,12065,998,7418,7418,6.31,6.31,49.0,1.1,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,SLP15,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,17097,1111,7418,7418,6.31,6.31,48.7,0.3,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,SLP20,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,22129,832,7418,7418,6.31,6.31,48.7,0.3,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,SLP25,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,27162,800,7418,7418,6.31,6.31,48.7,0.3,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,SLP30,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,32194,919,7418,7418,6.31,6.31,48.7,0.0,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1030,SLP40,17,193.6,1176,876,70.6,-14088,0.68,0.68,0.0,0.000677,cell(n=10),79.5,mon,353,548,39,42258,822,7418,7418,6.31,6.31,48.7,0.0,18.8,2,7,1,0,0,0,0,0
NIFTY,W_0930_1045,NOSTOP,17,193.6,1696,1206,64.7,-13960,0.85,0.85,0.0,0.000831,cell(n=12),84.6,mon,353,548,39,,,9075,9075,5.35,5.35,52.7,0.0,17.3,2,7,1,0,0,0,0,0
NIFTY,W_0930_1045,R1000,17,193.6,1696,1313,64.7,-12144,0.97,0.97,5.9,0.000831,cell(n=12),84.6,mon,353,548,39,10000,872,9075,9075,5.35,5.35,51.8,3.4,17.5,2,7,1,0,0,0,0,0
