symbol,timeframe,variant,direction,exit_policy,n_signals,mean_net_pts,std_net_pts,median_net_pts,p25_net_pts,p75_net_pts,mean_net_pct,std_net_pct,win_rate,avg_win_pct,avg_loss_pct,payoff_ratio,mean_mfe_pct,mean_mae_pct,capture_efficiency,sharpe_score,expectancy_pct
INFY,5min,l_vm3.0_gap0.005_rsi40_60,long,T_R_TARGET_1.0R,8,3.9625,10.8981,6.3,-0.725,11.4875,0.00241,0.006542,75.0,0.586,-0.794,0.738,0.6911,0.3078,0.3487,0.27632,0.241
KOTAKBANK,15min,l_vm2.0_gapoff_norsi,long,T_R_TARGET_1.5R,11,5.3477,12.9352,8.75,-7.85,15.675,0.002945,0.006787,63.64,0.7699,-0.5374,1.433,0.8666,0.4137,0.3398,0.27614,0.2945
KOTAKBANK,15min,l_vm2.0_gapoff_rsi40_60,long,T_R_TARGET_1.5R,11,5.3477,12.9352,8.75,-7.85,15.675,0.002945,0.006787,63.64,0.7699,-0.5374,1.433,0.8666,0.4137,0.3398,0.27614,0.2945
SBIN,5min,l_vm2.0_gap0.003_norsi,long,T_NO,16,5.6906,12.2286,5.425,-1.5375,7.3375,0.006057,0.013715,62.5,1.2891,-0.5334,2.417,1.3753,0.7125,0.4404,0.276,0.6057
SBIN,5min,l_vm2.0_gap0.003_norsi,long,T_CHANDELIER_1.5,16,5.6906,12.2286,5.425,-1.5375,7.3375,0.006057,0.013715,62.5,1.2891,-0.5334,2.417,1.3753,0.7125,0.4404,0.276,0.6057
SBIN,5min,l_vm2.0_gap0.003_norsi,long,T_CHANDELIER_2.0,16,5.6906,12.2286,5.425,-1.5375,7.3375,0.006057,0.013715,62.5,1.2891,-0.5334,2.417,1.3753,0.7125,0.4404,0.276,0.6057
SBIN,5min,l_vm1.5_gap0.003_rsi40_60,long,T_R_TARGET_1.0R,25,2.908,6.0235,2.65,-2.05,6.3,0.003161,0.006426,56.0,0.7968,-0.2956,2.695,0.648,0.3841,0.4879,0.27551,0.3161
SBIN,5min,l_vm1.5_gapoff_rsi40_60,long,T_R_TARGET_1.0R,27,2.9222,6.0485,2.65,-2.075,7.025,0.003285,0.00663,55.56,0.8335,-0.3028,2.753,0.6636,0.3809,0.495,0.27525,0.3285
ICICIBANK,15min,s_vm1.5_gap0.005_rsi40_60,short,T_ATR_SL_0.5,7,2.5675,6.2191,3.5,0.6,5.575,0.001837,0.00477,71.43,0.431,-0.4347,0.991,0.8816,0.567,0.2083,0.27502,0.1837
SBIN,5min,l_vm2.0_gap0.005_rsi40_60,long,T_R_TARGET_1.5R,13,4.2423,8.2686,3.525,-2.1,8.1,0.004762,0.009326,53.85,1.1646,-0.3269,3.562,0.8223,0.4937,0.5791,0.27494,0.4762
RELIANCE,15min,l_vm2.0_gap0.003_norsi,long,T_R_TARGET_2.0R,9,5.15,10.13,6.1,-3.1,11.2,0.003641,0.007373,55.56,0.9594,-0.38,2.525,0.7795,0.2434,0.4671,0.27436,0.3641
RELIANCE,15min,l_vm2.0_gap0.005_norsi,long,T_R_TARGET_2.0R,9,5.15,10.13,6.1,-3.1,11.2,0.003641,0.007373,55.56,0.9594,-0.38,2.525,0.7795,0.2434,0.4671,0.27436,0.3641
RELIANCE,5min,s_vm3.0_gap0.000_norsi,short,T_CHANDELIER_1.0,8,10.058,22.4356,9.7,-10.4872,24.95,0.006903,0.015728,62.5,1.7221,-1.0292,1.673,1.4672,0.7522,0.4705,0.27432,0.6903
RELIANCE,5min,s_vm3.0_gapoff_norsi,short,T_CHANDELIER_1.0,8,10.058,22.4356,9.7,-10.4872,24.95,0.006903,0.015728,62.5,1.7221,-1.0292,1.673,1.4672,0.7522,0.4705,0.27432,0.6903
SBIN,15min,s_vm1.5_gapoff_rsi40_60,short,T_CHANDELIER_1.5,13,6.2726,13.926,6.7,-4.55,9.7,0.007583,0.017025,61.54,1.7866,-0.887,2.014,2.1258,0.9726,0.3567,0.27409,0.7583
KOTAKBANK,5min,l_vm2.0_gap0.000_norsi,long,T_R_TARGET_3.0R,12,8.2583,17.8035,17.275,-11.35,22.55,0.004289,0.00913,58.33,1.1771,-0.6185,1.903,1.1762,0.4898,0.3647,0.27408,0.429
KOTAKBANK,5min,l_vm2.0_gap0.000_rsi40_60,long,T_R_TARGET_3.0R,12,8.2583,17.8035,17.275,-11.35,22.55,0.004289,0.00913,58.33,1.1771,-0.6185,1.903,1.1762,0.4898,0.3647,0.27408,0.429
KOTAKBANK,5min,l_vm2.0_gapoff_norsi,long,T_R_TARGET_3.0R,12,8.2583,17.8035,17.275,-11.35,22.55,0.004289,0.00913,58.33,1.1771,-0.6185,1.903,1.1762,0.4898,0.3647,0.27408,0.429
KOTAKBANK,5min,l_vm2.0_gapoff_rsi40_60,long,T_R_TARGET_3.0R,12,8.2583,17.8035,17.275,-11.35,22.55,0.004289,0.00913,58.33,1.1771,-0.6185,1.903,1.1762,0.4898,0.3647,0.27408,0.429
RELIANCE,5min,s_vm3.0_gap0.000_norsi,short,T_ATR_SL_1.0,8,10.0423,22.5323,9.7,-9.8625,24.95,0.006914,0.015767,62.5,1.7221,-1.0264,1.678,1.4672,0.8268,0.4712,0.27407,0.6914
RELIANCE,5min,s_vm3.0_gapoff_norsi,short,T_ATR_SL_1.0,8,10.0423,22.5323,9.7,-9.8625,24.95,0.006914,0.015767,62.5,1.7221,-1.0264,1.678,1.4672,0.8268,0.4712,0.27407,0.6914
TCS,5min,l_vm3.0_gap0.000_norsi,long,T_ATR_SL_0.5,7,31.8488,64.8533,30.0,-23.1893,52.375,0.007989,0.016658,57.14,1.9758,-0.7702,2.565,1.5991,0.5835,0.4996,0.27407,0.7989
TCS,5min,l_vm3.0_gap0.003_norsi,long,T_ATR_SL_0.5,7,31.8488,64.8533,30.0,-23.1893,52.375,0.007989,0.016658,57.14,1.9758,-0.7702,2.565,1.5991,0.5835,0.4996,0.27407,0.7989
TCS,5min,l_vm3.0_gap0.005_norsi,long,T_ATR_SL_0.5,7,31.8488,64.8533,30.0,-23.1893,52.375,0.007989,0.016658,57.14,1.9758,-0.7702,2.565,1.5991,0.5835,0.4996,0.27407,0.7989
INFY,5min,l_vm3.0_gapoff_rsi40_60,long,T_ATR_SL_0.3,10,7.3949,17.3398,4.2,-9.3364,22.4,0.00511,0.011189,60.0,1.2331,-0.572,2.156,1.6008,0.4115,0.3192,0.27404,0.511
HDFCBANK,15min,s_vm1.5_gap0.000_rsi40_60,short,T_ATR_SL_0.3,15,2.5068,5.7073,3.4,-3.9558,6.2,0.003066,0.006718,60.0,0.7749,-0.3958,1.958,0.8526,0.4432,0.3596,0.27382,0.3066
HDFCBANK,15min,s_vm1.5_gapoff_rsi40_60,short,T_ATR_SL_0.3,15,2.5068,5.7073,3.4,-3.9558,6.2,0.003066,0.006718,60.0,0.7749,-0.3958,1.958,0.8526,0.4432,0.3596,0.27382,0.3066
RELIANCE,5min,l_vm1.5_gap0.000_norsi,long,T_CHANDELIER_1.0,19,7.5804,16.4109,3.1,-4.95,13.75,0.005479,0.011587,57.89,1.2709,-0.4463,2.848,1.2779,0.6203,0.4287,0.27376,0.5479
SBIN,15min,s_vm1.5_gapoff_rsi40_60,short,T_CHANDELIER_2.0,13,5.4328,11.9786,6.7,-4.55,9.7,0.006588,0.01481,61.54,1.6249,-0.887,1.832,2.1258,0.9726,0.3099,0.27375,0.6588
RELIANCE,15min,s_vm2.0_gap0.000_rsi40_60,short,T_HARD_SL,11,8.4636,16.4703,8.5,-5.25,18.825,0.005733,0.011424,54.55,1.4653,-0.4972,2.947,1.4646,0.7113,0.3914,0.27371,0.5733
RELIANCE,15min,s_vm2.0_gapoff_rsi40_60,short,T_HARD_SL,11,8.4636,16.4703,8.5,-5.25,18.825,0.005733,0.011424,54.55,1.4653,-0.4972,2.947,1.4646,0.7113,0.3914,0.27371,0.5733
BHARTIARTL,5min,l_vm2.0_gap0.000_rsi40_60,long,T_R_TARGET_3.0R,7,7.7286,17.6464,2.9,-6.875,20.925,0.005498,0.011482,57.14,1.348,-0.5144,2.62,0.9836,0.5393,0.559,0.27363,0.5498
BHARTIARTL,5min,l_vm2.0_gap0.003_rsi40_60,long,T_R_TARGET_3.0R,7,7.7286,17.6464,2.9,-6.875,20.925,0.005498,0.011482,57.14,1.348,-0.5144,2.62,0.9836,0.5393,0.559,0.27363,0.5498
BHARTIARTL,5min,l_vm2.0_gap0.005_rsi40_60,long,T_R_TARGET_3.0R,7,7.7286,17.6464,2.9,-6.875,20.925,0.005498,0.011482,57.14,1.348,-0.5144,2.62,0.9836,0.5393,0.559,0.27363,0.5498
HDFCBANK,15min,s_vm2.0_gapoff_norsi,short,T_R_TARGET_1.0R,16,3.0969,7.6446,3.025,-2.9875,6.225,0.003808,0.009571,68.75,0.8001,-0.5416,1.477,0.6619,0.4737,0.5753,0.27354,0.3808
RELIANCE,15min,s_vm1.5_gapoff_rsi40_60,short,T_R_TARGET_1.0R,17,6.6676,16.0852,4.6,-3.3,12.35,0.004919,0.011663,64.71,1.1005,-0.6239,1.764,0.968,0.609,0.5082,0.2729,0.4919
HDFCBANK,5min,s_vm2.0_gap0.003_rsi40_60,short,T_CHANDELIER_1.0,11,2.7126,7.5777,2.4,0.65,6.3007,0.00332,0.008866,72.73,0.739,-0.7531,0.981,1.1322,0.5705,0.2933,0.27237,0.332
HDFCBANK,5min,s_vm2.0_gap0.005_rsi40_60,short,T_CHANDELIER_1.0,11,2.7126,7.5777,2.4,0.65,6.3007,0.00332,0.008866,72.73,0.739,-0.7531,0.981,1.1322,0.5705,0.2933,0.27237,0.332
SBIN,15min,l_vm2.0_gap0.000_norsi,long,T_R_TARGET_1.5R,16,3.6953,8.2817,2.175,-3.0,9.1875,0.00368,0.008452,62.5,0.8756,-0.478,1.832,0.9494,0.4767,0.3877,0.27214,0.368
SBIN,15min,l_vm2.0_gap0.003_norsi,long,T_R_TARGET_1.5R,16,3.6953,8.2817,2.175,-3.0,9.1875,0.00368,0.008452,62.5,0.8756,-0.478,1.832,0.9494,0.4767,0.3877,0.27214,0.368
HDFCBANK,15min,s_vm1.5_gapoff_norsi,short,T_CHANDELIER_2.0,23,2.9523,7.7324,4.2,-0.1484,7.95,0.003407,0.008715,69.57,0.7811,-0.666,1.173,1.079,0.5926,0.3157,0.27192,0.3407
ICICIBANK,15min,l_vm3.0_gap0.000_rsi40_60,long,T_CHANDELIER_1.0,7,5.9637,13.5017,5.35,-2.2,17.175,0.00471,0.009913,57.14,1.2081,-0.5118,2.36,1.1903,0.4896,0.3957,0.2715,0.471
ICICIBANK,15min,l_vm3.0_gap0.003_rsi40_60,long,T_CHANDELIER_1.0,7,5.9637,13.5017,5.35,-2.2,17.175,0.00471,0.009913,57.14,1.2081,-0.5118,2.36,1.1903,0.4896,0.3957,0.2715,0.471
ICICIBANK,15min,l_vm3.0_gap0.005_rsi40_60,long,T_CHANDELIER_1.0,7,5.9637,13.5017,5.35,-2.2,17.175,0.00471,0.009913,57.14,1.2081,-0.5118,2.36,1.1903,0.4896,0.3957,0.2715,0.471
ICICIBANK,15min,l_vm3.0_gapoff_rsi40_60,long,T_CHANDELIER_1.0,7,5.9637,13.5017,5.35,-2.2,17.175,0.00471,0.009913,57.14,1.2081,-0.5118,2.36,1.1903,0.4896,0.3957,0.2715,0.471
ICICIBANK,15min,s_vm2.0_gapoff_rsi40_60,short,T_NO,9,5.2944,12.5257,2.4,-1.2,7.4,0.004371,0.010735,66.67,0.8626,-0.4139,2.084,1.4227,0.8258,0.3073,0.27146,0.4371
HDFCBANK,5min,s_vm1.5_gapoff_rsi40_60,short,T_ATR_SL_0.5,18,3.4184,8.1776,2.25,-2.15,7.675,0.004329,0.009749,61.11,1.0155,-0.4827,2.104,1.1835,0.5633,0.3658,0.27136,0.4329
KOTAKBANK,5min,s_vm2.0_gap0.003_norsi,short,T_CHANDELIER_1.0,20,6.3468,18.2576,1.8766,-1.25,12.375,0.00493,0.012726,70.0,1.0892,-0.8984,1.212,1.4687,0.6882,0.3356,0.27114,0.4929
KOTAKBANK,5min,s_vm2.0_gap0.005_norsi,short,T_CHANDELIER_1.0,20,6.3468,18.2576,1.8766,-1.25,12.375,0.00493,0.012726,70.0,1.0892,-0.8984,1.212,1.4687,0.6882,0.3356,0.27114,0.4929
HDFCBANK,5min,s_vm2.0_gap0.003_rsi40_60,short,T_ATR_SL_0.5,11,3.6628,9.0527,1.8,-3.6516,8.7,0.004667,0.010959,63.64,1.0796,-0.606,1.782,1.3899,0.5705,0.3358,0.27099,0.4667
HDFCBANK,5min,s_vm2.0_gap0.005_rsi40_60,short,T_ATR_SL_0.5,11,3.6628,9.0527,1.8,-3.6516,8.7,0.004667,0.010959,63.64,1.0796,-0.606,1.782,1.3899,0.5705,0.3358,0.27099,0.4667
INFY,5min,l_vm3.0_gap0.000_norsi,long,T_R_TARGET_3.0R,9,6.7,18.5536,8.3,-11.6,9.0,0.004715,0.011606,66.67,1.124,-0.8334,1.349,1.2229,0.3654,0.3856,0.27084,0.4715
INFY,5min,l_vm3.0_gap0.003_norsi,long,T_R_TARGET_3.0R,9,6.7,18.5536,8.3,-11.6,9.0,0.004715,0.011606,66.67,1.124,-0.8334,1.349,1.2229,0.3654,0.3856,0.27084,0.4715
INFY,5min,l_vm3.0_gap0.005_norsi,long,T_R_TARGET_3.0R,9,6.7,18.5536,8.3,-11.6,9.0,0.004715,0.011606,66.67,1.124,-0.8334,1.349,1.2229,0.3654,0.3856,0.27084,0.4715
TCS,5min,l_vm3.0_gapoff_rsi40_60,long,T_ATR_SL_0.5,5,35.5062,73.4561,4.3,-23.1893,61.85,0.008358,0.018527,60.0,1.9091,-0.7742,2.466,1.6059,0.7112,0.5204,0.27067,0.8358
SBIN,15min,s_vm3.0_gapoff_norsi,short,T_NO,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_norsi,short,T_HARD_SL,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_norsi,short,T_ATR_SL_1.0,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_norsi,short,T_R_TARGET_3.0R,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_rsi40_60,short,T_NO,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_rsi40_60,short,T_HARD_SL,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_rsi40_60,short,T_ATR_SL_1.0,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
SBIN,15min,s_vm3.0_gapoff_rsi40_60,short,T_R_TARGET_3.0R,5,11.83,26.0134,3.65,-4.55,6.7,0.013982,0.030996,60.0,2.9228,-0.8887,3.289,3.5235,1.1997,0.3968,0.27065,1.3982
RELIANCE,15min,l_vm1.5_gap0.003_rsi40_60,long,T_CHANDELIER_1.0,14,7.2194,18.6761,5.175,-7.0875,15.6125,0.005444,0.012936,64.29,1.287,-0.7921,1.625,1.2185,0.6327,0.4468,0.27056,0.5444
SBIN,15min,l_vm3.0_gap0.005_norsi,long,T_R_TARGET_2.0R,7,5.45,11.0546,3.9,-3.25,10.025,0.005741,0.012142,57.14,1.3493,-0.4596,2.936,1.016,0.4965,0.565,0.27017,0.5741
SBIN,15min,l_vm3.0_gap0.005_rsi40_60,long,T_R_TARGET_2.0R,7,5.45,11.0546,3.9,-3.25,10.025,0.005741,0.012142,57.14,1.3493,-0.4596,2.936,1.016,0.4965,0.565,0.27017,0.5741
BHARTIARTL,15min,l_vm2.0_gapoff_norsi,long,T_ATR_SL_0.3,7,8.2604,18.2522,3.0,-6.0068,18.05,0.005509,0.011652,57.14,1.293,-0.4386,2.948,1.2744,0.3961,0.4323,0.27016,0.5509
SBIN,15min,l_vm2.0_gap0.005_norsi,long,T_HARD_SL,14,4.9714,11.2746,2.625,-2.525,7.9375,0.005259,0.012533,64.29,1.0694,-0.4524,2.364,1.1681,0.4857,0.4502,0.26977,0.5259
SBIN,5min,l_vm3.0_gap0.000_norsi,long,T_NO,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gap0.000_norsi,long,T_CHANDELIER_1.5,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gap0.000_norsi,long,T_CHANDELIER_2.0,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gap0.003_norsi,long,T_NO,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gap0.003_norsi,long,T_CHANDELIER_1.5,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gap0.003_norsi,long,T_CHANDELIER_2.0,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gapoff_norsi,long,T_NO,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gapoff_norsi,long,T_CHANDELIER_1.5,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
SBIN,5min,l_vm3.0_gapoff_norsi,long,T_CHANDELIER_2.0,13,6.2077,13.3808,5.0,-1.35,8.05,0.006574,0.014999,61.54,1.4343,-0.5855,2.45,1.3512,0.76,0.4866,0.26973,0.6574
BHARTIARTL,5min,s_vm3.0_gap0.003_norsi,short,T_HARD_SL,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_norsi,short,T_R_TARGET_1.5R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_norsi,short,T_R_TARGET_2.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_norsi,short,T_R_TARGET_3.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_rsi40_60,short,T_HARD_SL,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_rsi40_60,short,T_R_TARGET_1.5R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_rsi40_60,short,T_R_TARGET_2.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.003_rsi40_60,short,T_R_TARGET_3.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_norsi,short,T_HARD_SL,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_norsi,short,T_R_TARGET_1.5R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_norsi,short,T_R_TARGET_2.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_norsi,short,T_R_TARGET_3.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_rsi40_60,short,T_HARD_SL,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_rsi40_60,short,T_R_TARGET_1.5R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_rsi40_60,short,T_R_TARGET_2.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
BHARTIARTL,5min,s_vm3.0_gap0.005_rsi40_60,short,T_R_TARGET_3.0R,5,6.09,12.8293,4.4,-6.65,16.7,0.002987,0.006649,60.0,0.7788,-0.4215,1.848,0.9859,0.335,0.3029,0.26949,0.2987
ICICIBANK,15min,s_vm2.0_gapoff_rsi40_60,short,T_CHANDELIER_2.0,9,4.1857,10.0481,2.4,-1.2,7.4,0.003385,0.008384,66.67,0.7147,-0.4139,1.727,1.4227,0.8258,0.2379,0.26912,0.3385
SBIN,15min,l_vm2.0_gap0.005_rsi40_60,long,T_HARD_SL,11,5.3091,12.1335,1.35,-2.45,6.55,0.005768,0.013655,63.64,1.1516,-0.429,2.684,1.2066,0.5257,0.478,0.26882,0.5768
HDFCBANK,15min,s_vm1.5_gap0.003_rsi40_60,short,T_ATR_SL_0.5,14,2.6389,6.2533,3.8,-0.25,6.9,0.003131,0.007488,64.29,0.7749,-0.5182,1.495,0.9039,0.4601,0.3463,0.26877,0.3131
HDFCBANK,15min,s_vm1.5_gap0.005_rsi40_60,short,T_ATR_SL_0.5,14,2.6389,6.2533,3.8,-0.25,6.9,0.003131,0.007488,64.29,0.7749,-0.5182,1.495,0.9039,0.4601,0.3463,0.26877,0.3131
SBIN,15min,l_vm3.0_gap0.005_norsi,long,T_HARD_SL,7,7.15,14.5765,3.9,-3.25,10.025,0.007694,0.016391,57.14,1.6911,-0.4596,3.68,1.2195,0.4965,0.6309,0.26823,0.7694
SBIN,15min,l_vm3.0_gap0.005_rsi40_60,long,T_HARD_SL,7,7.15,14.5765,3.9,-3.25,10.025,0.007694,0.016391,57.14,1.6911,-0.4596,3.68,1.2195,0.4965,0.6309,0.26823,0.7694
HDFCBANK,15min,s_vm1.5_gap0.005_norsi,short,T_R_TARGET_1.5R,20,2.1175,5.3092,2.7,-2.35,6.3187,0.002532,0.006136,65.0,0.6322,-0.4507,1.403,0.7304,0.4241,0.3466,0.26821,0.2532
KOTAKBANK,5min,l_vm1.5_gap0.005_norsi,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
KOTAKBANK,5min,l_vm1.5_gap0.005_rsi40_60,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
KOTAKBANK,5min,l_vm2.0_gap0.003_norsi,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
KOTAKBANK,5min,l_vm2.0_gap0.003_rsi40_60,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
KOTAKBANK,5min,l_vm2.0_gap0.005_norsi,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
KOTAKBANK,5min,l_vm2.0_gap0.005_rsi40_60,long,T_ATR_SL_0.3,11,9.0184,19.3177,15.05,-10.3032,21.35,0.004787,0.009737,54.55,1.3287,-0.5413,2.455,1.148,0.4134,0.417,0.26816,0.4787
TCS,15min,s_vm1.5_gap0.005_norsi,short,T_HARD_SL,12,15.9417,34.8756,7.65,-8.0875,54.825,0.004797,0.010435,58.33,1.2101,-0.5429,2.229,0.9526,0.3981,0.5036,0.26815,0.4797
TCS,15min,s_vm1.5_gap0.005_rsi40_60,short,T_HARD_SL,12,15.9417,34.8756,7.65,-8.0875,54.825,0.004797,0.010435,58.33,1.2101,-0.5429,2.229,0.9526,0.3981,0.5036,0.26815,0.4797
SBIN,15min,l_vm2.0_gap0.005_norsi,long,T_R_TARGET_3.0R,14,5.0821,11.6089,2.625,-2.525,7.9375,0.005387,0.012934,64.29,1.0892,-0.4524,2.408,1.164,0.4857,0.4628,0.26772,0.5387
SBIN,15min,l_vm3.0_gap0.005_norsi,long,T_R_TARGET_3.0R,7,7.3714,15.0594,3.9,-3.25,10.025,0.007949,0.016966,57.14,1.7357,-0.4596,3.777,1.2113,0.4965,0.6562,0.26772,0.7949
SBIN,15min,l_vm3.0_gap0.005_rsi40_60,long,T_R_TARGET_3.0R,7,7.3714,15.0594,3.9,-3.25,10.025,0.007949,0.016966,57.14,1.7357,-0.4596,3.777,1.2113,0.4965,0.6562,0.26772,0.7949
BHARTIARTL,5min,s_vm3.0_gap0.003_norsi,short,T_ATR_SL_0.3,5,6.0621,12.8609,4.4,-6.65,16.7,0.002972,0.006665,60.0,0.7788,-0.4251,1.832,0.9859,0.335,0.3015,0.26755,0.2972
BHARTIARTL,5min,s_vm3.0_gap0.003_rsi40_60,short,T_ATR_SL_0.3,5,6.0621,12.8609,4.4,-6.65,16.7,0.002972,0.006665,60.0,0.7788,-0.4251,1.832,0.9859,0.335,0.3015,0.26755,0.2972
