symbol,entry_date,exit_date,entry_px,exit_px,qty,reason,held_days,ret_net_pct
ANANDRATHI,2023-10-04,2024-08-02,434.5,917.5,4392,rebalance_out,303,110.11
PDSL,2023-11-02,2023-12-04,581.84,565.69,3387,rebalance_out,32,-3.26
TIPSMUSIC,2023-11-02,2023-12-04,352.45,364.65,5645,rebalance_out,32,2.95
RSYSTEMS,2023-11-02,2023-12-04,497.9,483.45,3939,rebalance_out,32,-3.39
SUPREMEIND,2023-11-02,2023-12-04,4450.0,4470.9,215,rebalance_out,32,-0.03
MAPMYINDIA,2023-11-02,2024-01-02,2129.45,1930.19,931,rebalance_out,61,-9.81
ANGELONE,2023-11-02,2024-02-02,267.0,340.0,7457,rebalance_out,92,26.71
BSOFT,2023-11-02,2024-04-02,579.25,759.0,3415,rebalance_out,152,30.38
ACE,2023-11-02,2024-08-02,856.0,1351.0,2325,rebalance_out,274,57.04
TALBROAUTO,2023-12-04,2024-02-02,308.8,279.3,6912,rebalance_out,60,-10.0
MARKSANS,2023-12-04,2024-02-02,169.0,153.2,12426,rebalance_out,60,-9.8
THANGAMAYL,2023-12-04,2024-03-04,1370.31,1353.71,1520,rebalance_out,91,-1.7
KPIGREEN,2023-12-04,2024-04-02,267.63,558.0,8064,rebalance_out,120,107.46
BANCOINDIA,2023-12-04,2024-04-02,285.5,302.2,1500,rebalance_out,120,5.32
APARINDS,2023-12-04,2024-07-02,5500.0,8450.0,372,rebalance_out,211,52.87
KSOLVES,2024-01-02,2024-02-02,631.1,585.93,2900,rebalance_out,31,-7.62
MAZDOCK,2024-01-02,2024-03-02,1149.0,1053.5,1871,rebalance_out,60,-8.77
RVNL,2024-02-02,2024-03-02,300.25,246.9,7588,rebalance_out,29,-18.18
PCBL,2024-02-02,2024-03-02,320.8,296.2,5929,rebalance_out,29,-8.13
PPL,2024-02-02,2024-03-04,464.49,412.05,4919,rebalance_out,31,-11.73
SIGACHI,2024-02-02,2024-04-02,83.47,61.71,27313,rebalance_out,60,-26.44
VOLTAMP,2024-02-02,2024-10-03,7940.0,12959.95,283,rebalance_out,244,62.41
JSLL,2024-03-02,2024-04-02,177.8,180.0,13992,rebalance_out,31,0.73
ASHOKA,2024-03-02,2024-04-02,188.35,161.05,1,rebalance_out,31,-14.92
TIPSMUSIC,2024-03-02,2024-05-03,504.9,445.0,1369,rebalance_out,62,-12.3
OIL,2024-03-02,2024-10-03,396.75,574.4,6033,rebalance_out,215,44.05
DSSL,2024-04-02,2024-05-03,1069.4,1288.25,2168,rebalance_out,31,19.86
EMUDHRA,2024-04-02,2024-06-04,742.7,766.9,3091,rebalance_out,63,2.74
INTELLECT,2024-04-02,2024-06-04,1086.9,912.95,2111,rebalance_out,63,-16.42
JSL,2024-04-02,2024-07-02,722.0,809.15,3169,rebalance_out,91,11.51
SOLARINDS,2024-04-02,2024-08-02,8735.0,10601.25,261,rebalance_out,122,20.76
PITTIENG,2024-04-02,2024-08-02,812.7,1174.0,2821,rebalance_out,122,43.74
CUMMINSIND,2024-04-02,2024-08-02,3028.0,3699.7,759,rebalance_out,122,21.57
DIXON,2024-04-02,2025-02-03,7579.9,14580.1,298,rebalance_out,307,91.39
JSLL,2024-05-03,2024-07-02,211.6,215.6,11678,rebalance_out,60,1.38
DPABHUSHAN,2024-05-03,2024-07-02,1171.4,1359.95,781,rebalance_out,60,15.52
DOLATALGO,2024-05-03,2024-08-02,118.9,139.53,3,rebalance_out,91,16.77
MAZDOCK,2024-06-04,2024-08-02,1607.5,2500.0,1092,rebalance_out,59,54.75
RVNL,2024-06-04,2024-10-03,400.0,510.95,6300,rebalance_out,121,27.1
SHARDAMOTR,2024-07-02,2024-08-02,1278.2,1217.0,2131,rebalance_out,31,-5.26
ASHOKA,2024-07-02,2024-08-02,228.6,250.2,11866,rebalance_out,31,8.9
HGINFRA,2024-07-02,2024-08-02,1726.32,1550.89,631,rebalance_out,31,-10.61
BEL,2024-07-02,2024-09-03,309.0,300.0,8789,rebalance_out,63,-3.4
INDOTECH,2024-08-02,2024-09-03,2265.0,2090.0,1286,rebalance_out,32,-8.19
KIRLOSBROS,2024-08-02,2024-09-03,2375.0,1712.6,1195,rebalance_out,32,-28.25
KPIGREEN,2024-08-02,2024-09-03,631.41,588.32,4464,rebalance_out,32,-7.29
DPABHUSHAN,2024-08-02,2024-09-03,1294.6,1330.6,2249,rebalance_out,32,2.27
ZENTEC,2024-08-02,2024-09-03,1675.0,1710.0,1508,rebalance_out,32,1.58
NPST,2024-08-02,2024-10-03,2454.66,2498.62,1122,rebalance_out,62,1.28
SBGLP,2024-08-02,2024-10-03,121.65,106.7,23280,rebalance_out,62,-12.73
BBOX,2024-08-02,2024-10-03,515.0,495.1,5401,rebalance_out,62,-4.34
NAVA,2024-08-02,2024-10-03,452.0,545.0,2,rebalance_out,62,19.97
NBCC,2024-08-02,2024-11-04,117.67,100.8,24027,rebalance_out,94,-14.76
GODFRYPHLP,2024-09-03,2024-10-03,2233.0,2247.0,1308,rebalance_out,30,0.13
REFEX,2024-09-03,2024-11-04,321.5,496.0,9059,rebalance_out,62,53.51
NEULANDLAB,2024-09-03,2024-11-04,12550.0,14650.0,232,rebalance_out,62,16.15
GRAVITA,2024-09-03,2024-11-04,2220.05,2266.0,1311,rebalance_out,62,1.56
NETWEB,2024-09-03,2025-01-02,2800.0,2870.05,1045,rebalance_out,121,1.99
MOTILALOFS,2024-09-03,2025-02-03,756.7,646.55,1202,rebalance_out,153,-14.98
RADHIKAJWE,2024-10-03,2024-11-04,145.04,125.0,19517,rebalance_out,32,-14.25
INDRAMEDCO,2024-10-03,2024-11-04,430.0,405.1,6602,rebalance_out,32,-6.26
RAMRAT,2024-10-03,2024-11-04,322.76,313.35,8881,rebalance_out,32,-3.4
TEMBO,2024-10-03,2024-11-04,499.03,570.85,5655,rebalance_out,32,13.82
JSLL,2024-10-03,2024-11-04,316.0,351.2,3920,rebalance_out,32,10.58
GOLDIAM,2024-10-03,2024-12-03,259.15,261.8,10947,rebalance_out,61,0.52
DPABHUSHAN,2024-10-03,2024-12-03,1649.95,1503.05,1743,rebalance_out,61,-9.36
EPIGRAL,2024-10-03,2024-12-03,2261.6,2075.07,1255,rebalance_out,61,-8.71
PRUDENT,2024-11-04,2024-12-03,3596.9,3067.36,803,rebalance_out,29,-15.15
POLYMED,2024-11-04,2024-12-03,3150.0,2740.0,903,rebalance_out,29,-13.45
MAANALU,2024-11-04,2024-12-03,234.75,145.1,11984,rebalance_out,29,-38.5
POKARNA,2024-11-04,2025-01-02,1095.37,1145.19,2579,rebalance_out,59,4.03
TIPSMUSIC,2024-11-04,2025-01-02,929.0,738.25,3149,rebalance_out,59,-20.93
GOKULAGRO,2024-11-04,2025-02-03,142.02,157.35,19937,rebalance_out,91,10.24
ZENTEC,2024-11-04,2025-02-03,1938.6,1785.0,1504,rebalance_out,91,-8.38
LTFOODS,2024-11-04,2025-02-03,398.65,385.3,7090,rebalance_out,91,-3.83
CHOICEIN,2024-11-04,2025-03-04,526.0,465.0,5300,rebalance_out,120,-12.04
REFEX,2024-12-03,2025-01-02,557.0,487.8,5094,rebalance_out,30,-12.86
NEULANDLAB,2024-12-03,2025-01-02,16813.4,14405.15,166,rebalance_out,30,-14.75
TEMBO,2024-12-03,2025-02-03,721.13,643.02,3925,rebalance_out,62,-11.28
INDOTECH,2024-12-03,2025-02-03,2819.9,2466.15,1001,rebalance_out,62,-12.98
JSLL,2024-12-03,2025-02-03,412.8,362.0,6746,rebalance_out,62,-12.74
BBOX,2024-12-03,2025-02-03,675.35,510.25,927,rebalance_out,62,-24.82
INDRAMEDCO,2025-01-02,2025-02-03,541.95,488.5,5293,rebalance_out,32,-10.31
DYCL,2025-01-02,2025-02-03,498.23,390.84,5868,rebalance_out,32,-21.95
PGIL,2025-01-02,2025-02-03,1499.0,1330.0,1920,rebalance_out,32,-11.72
NEWGEN,2025-01-02,2025-02-03,1699.67,1064.78,1695,rebalance_out,32,-37.67
CLSEL,2025-01-02,2025-02-03,422.89,335.18,3635,rebalance_out,32,-21.14
GOLDIAM,2025-02-03,2025-03-04,389.25,265.4,5992,rebalance_out,29,-32.16
POKARNA,2025-02-03,2025-03-04,1344.05,1062.25,1719,rebalance_out,29,-21.36
ASHAPURMIN,2025-02-03,2025-03-04,491.05,328.95,4682,rebalance_out,29,-33.35
AEROFLEX,2025-02-03,2025-03-04,245.64,157.77,9280,rebalance_out,29,-36.09
ARIHANTSUP,2025-02-03,2025-03-04,501.02,395.26,4682,rebalance_out,29,-21.5
WELENT,2025-02-03,2025-03-04,596.15,413.35,3879,rebalance_out,29,-31.01
KIMS,2025-02-03,2025-03-04,637.7,513.45,3791,rebalance_out,29,-19.89
CANTABIL,2025-02-03,2025-03-04,290.87,232.58,7998,rebalance_out,29,-20.44
SWARAJENG,2025-02-03,2025-03-04,3260.2,2583.8,730,rebalance_out,29,-21.14
GHCL,2025-02-03,2025-03-04,694.85,569.7,3334,rebalance_out,29,-18.42
GUFICBIO,2025-02-03,2025-03-04,442.0,321.95,5207,rebalance_out,29,-27.52
EICHERMOT,2025-02-03,2025-03-04,5575.0,4887.0,434,rebalance_out,29,-12.78
ITC,2025-02-03,2025-03-04,462.0,395.4,3294,rebalance_out,29,-14.84
BAJFINANCE,2025-02-03,2025-07-02,792.0,933.0,2924,rebalance_out,149,17.22
ANANDRATHI,2025-03-04,2025-04-02,1043.2,916.0,1790,rebalance_out,29,-12.63
KRN,2025-03-04,2025-04-02,862.65,866.8,2123,rebalance_out,29,-0.02
TCPLPACK,2025-03-04,2025-05-05,4016.37,3573.01,458,rebalance_out,62,-11.48
AJAXENGG,2025-03-04,2025-05-05,566.05,657.9,3154,rebalance_out,62,15.65
ABBOTINDIA,2025-03-04,2025-06-03,31351.0,30750.0,59,rebalance_out,91,-2.41
HDFCBANK,2025-03-04,2025-06-03,849.0,969.0,2180,rebalance_out,91,13.57
REDINGTON,2025-03-04,2025-08-04,230.0,248.2,7988,rebalance_out,153,7.37
VADILALIND,2025-04-02,2025-05-05,5131.22,6311.68,348,rebalance_out,33,22.39
GABRIEL,2025-04-02,2025-05-05,593.0,540.0,3071,rebalance_out,33,-9.39
ICEMAKE,2025-04-02,2025-05-05,871.42,922.27,2101,rebalance_out,33,5.31
EICHERMOT,2025-04-02,2025-06-03,5361.7,5414.0,342,rebalance_out,62,0.47
SWARAJENG,2025-04-02,2025-07-02,3862.4,3862.6,470,rebalance_out,91,-0.49
ASTRAZEN,2025-04-02,2025-07-02,8452.65,8959.0,214,rebalance_out,91,5.46
KIMS,2025-04-02,2025-07-02,626.0,690.0,2942,rebalance_out,91,9.67
SOLARINDS,2025-04-02,2025-08-04,11131.6,13900.0,61,rebalance_out,124,24.25
CHOICEIN,2025-04-02,2025-12-02,511.8,794.45,3576,rebalance_out,244,54.45
JSLL,2025-05-05,2025-06-03,432.0,414.5,4387,rebalance_out,29,-4.53
ICICIBANK,2025-05-05,2025-06-03,1440.0,1454.9,1260,rebalance_out,29,0.53
MAZDOCK,2025-05-05,2025-07-02,3024.1,3279.9,632,rebalance_out,58,7.92
GODFRYPHLP,2025-05-05,2025-11-04,2817.0,3067.1,677,rebalance_out,183,8.34
AIIL,2025-05-05,2025-11-04,366.3,568.0,5275,rebalance_out,183,54.29
GRSE,2025-06-03,2025-07-02,2970.0,2997.0,674,rebalance_out,29,0.41
BANCOINDIA,2025-06-03,2025-08-04,557.8,575.15,3578,rebalance_out,62,2.6
LTFOODS,2025-06-03,2025-09-02,445.0,435.0,3069,rebalance_out,91,-2.73
LUMAXTECH,2025-06-03,2025-11-04,902.0,1160.5,2224,rebalance_out,154,28.02
GABRIEL,2025-06-03,2025-12-02,663.95,1044.8,3033,rebalance_out,182,56.58
FAZE3Q,2025-07-02,2025-08-04,633.6,628.95,3401,rebalance_out,33,-1.23
BEL,2025-07-02,2025-08-04,431.05,379.0,4985,rebalance_out,33,-12.51
PGIL,2025-07-02,2025-08-04,1558.0,1385.0,1383,rebalance_out,33,-11.55
STEELCAS,2025-07-02,2025-08-04,232.19,218.21,9325,rebalance_out,33,-6.49
CDSL,2025-07-02,2025-08-04,1794.6,1480.0,968,rebalance_out,33,-17.94
JSLL,2025-07-02,2025-12-02,472.05,727.0,4574,rebalance_out,153,53.24
POCL,2025-08-04,2025-09-02,1167.45,1078.9,1789,rebalance_out,29,-8.05
JGCHEM,2025-08-04,2025-09-02,479.97,462.45,4352,rebalance_out,29,-4.13
SCHNEIDER,2025-08-04,2025-09-02,1000.0,845.1,1,rebalance_out,29,-15.91
KRISHANA,2025-08-04,2025-10-03,537.55,437.0,3891,rebalance_out,60,-19.11
TI,2025-08-04,2025-10-03,504.41,450.6,4143,rebalance_out,60,-11.11
LUMAXIND,2025-08-04,2026-01-02,3751.0,5107.0,441,rebalance_out,151,35.47
AGIIL,2025-08-04,2026-02-02,217.0,249.8,9709,rebalance_out,182,14.54
ASHAPURMIN,2025-08-04,2026-02-02,533.7,665.1,3950,rebalance_out,182,24.0
HBLENGINE,2025-09-02,2025-12-02,840.0,870.35,2714,rebalance_out,91,3.1
ANANDRATHI,2025-09-02,2026-02-02,1460.0,1439.8,1559,rebalance_out,153,-1.88
SIRCA,2025-09-02,2026-02-02,471.07,457.35,1479,rebalance_out,153,-3.4
NETWEB,2025-10-03,2025-11-04,4029.0,3845.0,576,rebalance_out,32,-5.04
BANCOINDIA,2025-10-03,2025-11-04,864.0,736.8,1422,rebalance_out,32,-15.15
GMBREW,2025-11-04,2025-12-02,1252.9,1026.4,1862,rebalance_out,28,-18.49
SRM,2025-11-04,2025-12-02,599.95,570.0,3883,rebalance_out,28,-5.47
TDPOWERSYS,2025-11-04,2026-01-02,403.0,339.0,5663,rebalance_out,59,-16.3
GARUDA,2025-11-04,2026-01-02,215.44,192.0,10798,rebalance_out,59,-11.32
ABCAPITAL,2025-11-04,2026-04-02,335.4,298.9,4743,rebalance_out,149,-11.33
GOKULAGRO,2025-12-02,2026-01-02,216.8,179.83,10154,rebalance_out,31,-17.47
LUMAXTECH,2025-12-02,2026-02-02,1519.1,1270.0,1450,rebalance_out,62,-16.81
KMEW,2025-12-02,2026-02-02,1489.0,1672.6,1480,rebalance_out,62,11.77
SBC,2025-12-02,2026-02-02,27.03,28.85,81495,rebalance_out,62,6.2
RPEL,2025-12-02,2026-02-02,1020.6,737.25,2159,rebalance_out,62,-28.12
MCX,2025-12-02,2026-02-02,2043.0,2212.7,1079,rebalance_out,62,7.77
CANBK,2025-12-02,2026-02-02,150.88,141.05,14642,rebalance_out,62,-6.98
GMBREW,2026-01-02,2026-02-02,1210.0,956.05,1842,rebalance_out,31,-21.38
POCL,2026-01-02,2026-02-02,1518.9,1187.0,1465,rebalance_out,31,-22.24
AIIL,2026-01-02,2026-02-02,626.2,495.0,3549,rebalance_out,31,-21.35
SHRIPISTON,2026-01-02,2026-02-02,3134.83,2685.57,533,rebalance_out,31,-14.76
PGIL,2026-02-02,2026-03-04,1603.0,1475.0,1219,rebalance_out,30,-8.44
CANFINHOME,2026-02-02,2026-03-04,914.0,805.95,2173,rebalance_out,30,-12.26
COALINDIA,2026-02-02,2026-03-04,419.0,426.0,4653,rebalance_out,30,1.16
PERSISTENT,2026-02-02,2026-03-04,6119.5,4590.0,321,rebalance_out,30,-25.37
SUNDARMFIN,2026-02-02,2026-03-04,4937.0,5230.0,393,rebalance_out,30,5.41
SHRIRAMFIN,2026-02-02,2026-03-04,990.2,1042.3,1815,rebalance_out,30,4.74
KARURVYSYA,2026-02-02,2026-04-02,288.5,288.9,6825,rebalance_out,59,-0.36
SBIN,2026-02-02,2026-04-02,1019.9,1000.0,1917,rebalance_out,59,-2.44
BEL,2026-02-02,2026-04-02,432.0,417.0,4590,rebalance_out,59,-3.95
EICHERMOT,2026-02-02,2026-04-02,6805.0,6766.0,283,rebalance_out,59,-1.07
TORNTPHARM,2026-02-02,2026-05-05,4018.5,4251.8,488,rebalance_out,92,5.28
TITAN,2026-02-02,2026-05-05,4000.0,4355.0,489,rebalance_out,92,8.33
JBCHEPHARM,2026-02-02,2026-05-05,1875.0,2082.0,1040,rebalance_out,92,10.49
TDPOWERSYS,2026-02-02,2026-07-02,368.6,602.4,5280,rebalance_out,150,62.61
LUMAXTECH,2026-03-04,2026-04-02,1605.0,1565.0,1207,rebalance_out,29,-2.98
APARINDS,2026-03-04,2026-04-02,10501.0,9730.5,187,rebalance_out,29,-7.8
HAPPYFORGE,2026-03-04,2026-04-02,1261.5,1185.0,822,rebalance_out,29,-6.53
MCX,2026-03-04,2026-06-02,2494.2,2890.0,803,rebalance_out,90,15.29
AGIIL,2026-03-04,2026-06-02,300.0,348.7,6600,rebalance_out,90,15.65
SBC,2026-03-04,2026-09-02,31.2,42.23,63345,rebalance_out,182,34.68
COALINDIA,2026-04-02,2026-05-05,448.4,479.95,4137,rebalance_out,33,6.5
APOLLOHOSP,2026-04-02,2026-05-05,7150.5,7724.5,254,rebalance_out,33,7.49
TRAVELFOOD,2026-04-02,2026-05-05,1265.5,1296.0,1456,rebalance_out,33,1.9
EBGNG,2026-04-02,2026-05-05,355.0,463.25,1893,rebalance_out,33,29.84
AEROFLEX,2026-04-02,2026-06-02,244.9,386.65,7418,rebalance_out,61,57.09
BSE,2026-04-02,2026-07-02,2808.0,3963.7,648,rebalance_out,91,40.45
ANANDRATHI,2026-04-02,2026-07-02,1544.6,1972.7,1193,rebalance_out,91,27.08
CUMMINSIND,2026-04-02,2026-07-02,4593.0,5680.5,403,rebalance_out,91,23.06
QPOWER,2026-05-05,2026-06-02,1351.5,1042.0,1583,rebalance_out,28,-23.29
KMEW,2026-05-05,2026-06-02,2052.6,1735.9,1054,rebalance_out,28,-15.85
KRN,2026-05-05,2026-06-02,1216.7,1046.0,1756,rebalance_out,28,-14.46
APARINDS,2026-05-05,2026-07-02,12460.0,14598.0,172,rebalance_out,58,16.57
NETWEB,2026-05-05,2026-07-02,3946.0,4530.0,36,rebalance_out,58,14.23
SCHNEIDER,2026-05-05,2026-08-04,1300.0,1341.1,1644,rebalance_out,91,2.65
ADANIPOWER,2026-05-05,2026-08-04,227.97,212.8,9448,rebalance_out,91,-7.12
LUMAXTECH,2026-06-02,2026-07-02,1740.0,1533.7,1213,rebalance_out,30,-12.3
STYLAMIND,2026-06-02,2026-08-04,2950.0,3470.2,722,rebalance_out,63,17.05
KOVAI,2026-06-02,2026-09-10,5393.5,6350.0,397,open_marked,100,17.15
WELCORP,2026-06-02,2026-09-10,1373.1,2767.1,1551,open_marked,100,100.52
RRKABEL,2026-06-02,2026-09-10,2025.0,2445.0,1053,open_marked,100,20.14
SKYGOLD,2026-06-02,2026-09-10,514.0,827.0,4083,open_marked,100,60.09
AEROFLEX,2026-07-02,2026-08-04,500.0,433.4,4587,rebalance_out,33,-13.75
SBCL,2026-07-02,2026-08-04,754.85,771.2,2985,rebalance_out,33,1.66
KMEW,2026-07-02,2026-08-04,2214.9,2494.9,1023,rebalance_out,33,12.08
LLOYDSENGG,2026-07-02,2026-08-04,84.74,92.25,26612,rebalance_out,33,8.32
TALBROAUTO,2026-07-02,2026-09-02,432.3,410.55,2961,rebalance_out,62,-5.5
INDOTECH,2026-07-02,2026-09-10,3225.0,3600.8,691,open_marked,70,11.1
RPEL,2026-07-02,2026-09-10,1264.9,1744.8,1799,open_marked,70,37.25
SILVERTUC,2026-08-04,2026-09-02,197.99,171.5,11833,rebalance_out,29,-13.81
SMLMAH,2026-08-04,2026-09-02,5470.0,5400.0,427,rebalance_out,29,-1.77
GABRIEL,2026-08-04,2026-09-02,1527.0,1427.0,1295,rebalance_out,29,-7.01
CUPID,2026-08-04,2026-09-10,234.1,276.5,10113,open_marked,37,17.52
SHRIPISTON,2026-08-04,2026-09-10,4525.0,4440.7,516,open_marked,37,-2.35
VADILALIND,2026-08-04,2026-09-10,7349.0,7170.0,317,open_marked,37,-2.92
INOXINDIA,2026-08-04,2026-09-10,1850.0,2295.0,1216,open_marked,37,23.44
MODISONLTD,2026-09-02,2026-09-10,509.0,514.8,5143,open_marked,8,0.64
MACPOWER,2026-09-02,2026-09-10,1900.0,1867.1,1344,open_marked,8,-2.22
CPPLUS,2026-09-02,2026-09-10,3742.0,3816.6,689,open_marked,8,1.48
TDPOWERSYS,2026-09-02,2026-09-10,753.0,768.05,3021,open_marked,8,1.49
