label,start,end,entry,cadence,rank,slots,buffer,state,k,tv_floor,mask,mask_missing,exits,weights,index_gate,gate_action,fill,cost_bps,tax,cash_yield,max_position_pct,n_paths,path_kind,cagr_gross,cagr_net,cagr_net_tax,cagr_net_tax_min,cagr_net_tax_max,cagr_net_tax_worstpath,maxdd,maxdd_worst,calmar,sharpe,trades_per_yr,win_rate,avg_win_pct,avg_loss_pct,expectancy_net_pct,max_losing_streak,turnover_x_nav_yr,avg_pct_invested,capacity_ratio,n_trades,final_x,yearly
A5_k850_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.48,24.48,24.48,19.14,31.39,19.14,-32.03,-37.35,0.8,0.83,32.2,44.1,45.3,-11.38,13.753,10,2.77,96.6,0.0052,126,2.36,"{""2018"": [-14.23, -23.86], ""2019"": [26.13, -20.3], ""2020"": [35.3, -31.68], ""2021"": [87.17, -17.93], ""2022"": [-14.9, -28.29]}"
A5_k850_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,23.53,23.53,23.53,20.29,30.57,20.29,-31.71,-36.22,0.77,0.81,37.4,43.7,46.17,-11.62,13.584,12,2.67,95.2,0.0042,146,2.29,"{""2018"": [-13.24, -22.44], ""2019"": [24.16, -18.41], ""2020"": [36.96, -31.71], ""2021"": [89.91, -15.59], ""2022"": [-15.91, -27.3]}"
A5_k850_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.8,21.8,21.8,16.65,28.26,16.65,-32.8,-36.75,0.65,0.79,42.3,43.3,45.42,-11.85,12.934,15,2.43,93.0,0.0034,165,2.16,"{""2018"": [-13.27, -21.42], ""2019"": [25.49, -18.05], ""2020"": [29.34, -32.8], ""2021"": [90.7, -13.51], ""2022"": [-18.06, -26.76]}"
A5_k875_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.875,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.65,21.65,21.65,16.57,33.15,16.57,-34.71,-36.8,0.66,0.75,29.1,40.7,44.38,-10.8,11.202,12,3.28,94.8,0.0056,114,2.15,"{""2018"": [-15.34, -23.43], ""2019"": [22.84, -20.96], ""2020"": [42.64, -32.61], ""2021"": [83.03, -18.76], ""2022"": [-20.39, -33.83]}"
A5_k875_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.875,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.31,22.31,22.31,18.89,31.55,18.89,-33.98,-37.47,0.67,0.76,34.4,43.0,45.01,-10.71,12.364,12,3.21,93.5,0.0048,134,2.2,"{""2018"": [-13.86, -21.4], ""2019"": [23.34, -19.64], ""2020"": [39.25, -31.86], ""2021"": [92.12, -17.62], ""2022"": [-20.79, -31.38]}"
A5_k875_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.875,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.92,21.92,21.92,16.06,31.96,16.06,-33.18,-36.04,0.66,0.77,39.5,41.4,45.07,-10.78,12.128,14,3.05,91.4,0.004,154,2.17,"{""2018"": [-13.9, -20.7], ""2019"": [23.23, -19.05], ""2020"": [36.75, -32.3], ""2021"": [98.98, -15.91], ""2022"": [-21.11, -30.05]}"
A5_k875_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.875,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.35,21.35,21.35,16.29,30.01,16.29,-33.12,-36.05,0.65,0.77,46.0,41.8,43.15,-11.1,11.491,18,2.89,88.9,0.0033,180,2.13,"{""2018"": [-13.63, -20.06], ""2019"": [24.89, -18.12], ""2020"": [33.91, -33.12], ""2021"": [92.91, -12.99], ""2022"": [-21.78, -28.81]}"
A5_k900_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.8,21.8,21.8,17.19,29.01,17.19,-36.1,-43.75,0.6,0.72,31.3,44.5,35.85,-10.71,10.241,12,3.73,92.8,0.0056,122,2.16,"{""2018"": [-13.72, -22.79], ""2019"": [21.61, -19.05], ""2020"": [41.45, -33.09], ""2021"": [91.64, -16.41], ""2022"": [-24.59, -35.95]}"
A5_k900_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.78,21.78,21.78,17.75,28.84,17.75,-35.16,-41.44,0.68,0.77,37.3,42.6,35.84,-10.38,10.529,12,3.68,91.1,0.0047,146,2.16,"{""2018"": [-12.55, -20.88], ""2019"": [23.19, -18.29], ""2020"": [38.99, -31.26], ""2021"": [94.03, -15.53], ""2022"": [-24.0, -34.7]}"
A5_k900_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,21.5,21.5,21.5,15.6,27.73,15.6,-35.36,-39.99,0.61,0.76,43.2,43.6,36.69,-10.46,9.743,14,3.6,88.5,0.0041,169,2.14,"{""2018"": [-12.16, -19.55], ""2019"": [25.55, -16.62], ""2020"": [39.79, -31.81], ""2021"": [89.52, -14.77], ""2022"": [-25.67, -34.35]}"
A5_k900_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.9,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.11,20.11,20.11,13.4,25.18,13.4,-34.43,-38.14,0.61,0.75,49.2,42.3,37.44,-10.6,10.112,17,3.37,85.1,0.0032,192,2.05,"{""2018"": [-12.23, -18.73], ""2019"": [24.26, -16.2], ""2020"": [39.84, -33.38], ""2021"": [87.22, -13.98], ""2022"": [-26.56, -33.19]}"
A5_k950_N8,2018-08-01,2022-06-30,rebalance,monthly,rs,8,1.5,near,0.95,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.03,20.03,20.03,7.93,28.49,7.93,-35.83,-46.11,0.6,0.73,41.2,48.2,20.84,-9.2,5.451,11,5.27,84.8,0.0048,161,2.04,"{""2018"": [-10.55, -17.41], ""2019"": [17.91, -15.24], ""2020"": [38.97, -26.17], ""2021"": [93.47, -15.04], ""2022"": [-26.14, -35.83]}"
A5_k950_N10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.95,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,20.53,20.53,20.53,11.5,26.79,11.5,-35.06,-44.49,0.61,0.78,47.4,47.6,21.12,-8.96,5.441,12,4.97,80.1,0.0038,185,2.08,"{""2018"": [-8.85, -15.46], ""2019"": [16.7, -13.0], ""2020"": [36.88, -22.49], ""2021"": [89.29, -14.27], ""2022"": [-26.12, -35.06]}"
A5_k950_N12,2018-08-01,2022-06-30,rebalance,monthly,rs,12,1.5,near,0.95,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,19.81,19.81,19.81,11.27,22.37,11.27,-35.28,-41.77,0.56,0.78,53.9,46.9,21.44,-9.06,5.403,13,4.72,76.2,0.0031,211,2.03,"{""2018"": [-9.13, -13.51], ""2019"": [15.86, -12.25], ""2020"": [33.28, -19.63], ""2021"": [81.97, -13.87], ""2022"": [-25.28, -32.25]}"
A5_k950_N15,2018-08-01,2022-06-30,rebalance,monthly,rs,15,1.5,near,0.95,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.53,17.53,17.53,10.38,19.48,10.38,-33.17,-38.68,0.53,0.74,60.1,46.5,21.36,-9.02,5.233,14,4.26,70.3,0.0025,235,1.88,"{""2018"": [-7.3, -10.68], ""2019"": [14.0, -9.34], ""2020"": [28.23, -16.94], ""2021"": [67.78, -12.82], ""2022"": [-24.18, -30.35]}"
A5_k850_N10_invvol,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,invvol,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,25.59,25.59,25.59,21.24,32.56,21.24,-30.91,-33.02,0.83,0.88,32.6,43.4,45.97,-11.53,13.893,10,2.67,95.5,0.0054,127,2.44,"{""2018"": [-13.06, -22.7], ""2019"": [26.31, -18.98], ""2020"": [38.84, -29.97], ""2021"": [89.08, -16.73], ""2022"": [-13.62, -28.05]}"
A5_k850_N10_st20_3,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.06,17.06,17.06,9.63,24.6,9.63,-29.1,-33.83,0.57,0.72,58.9,38.1,22.12,-6.66,4.334,11,5.71,69.8,0.0042,230,1.85,"{""2018"": [-4.76, -12.86], ""2019"": [12.62, -13.65], ""2020"": [45.2, -15.13], ""2021"": [60.37, -12.77], ""2022"": [-21.88, -29.09]}"
A5_k850_N10_st10_3,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:10_3,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.24,16.24,16.24,10.92,22.97,10.92,-30.65,-34.81,0.54,0.65,56.7,39.2,22.64,-6.84,4.627,11,5.48,71.1,0.0039,222,1.8,"{""2018"": [-5.38, -12.91], ""2019"": [11.31, -14.28], ""2020"": [44.87, -14.84], ""2021"": [64.73, -13.29], ""2022"": [-23.04, -30.65]}"
A5_k850_N10_st14_4,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:14_4,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.14,18.14,18.14,12.98,22.73,12.98,-36.33,-41.41,0.48,0.7,46.3,37.9,32.63,-8.39,7.131,13,4.38,78.4,0.0041,181,1.92,"{""2018"": [-10.25, -14.7], ""2019"": [23.87, -14.8], ""2020"": [39.59, -22.06], ""2021"": [72.89, -14.44], ""2022"": [-29.2, -36.33]}"
A5_k850_N10_st20_3_invvol,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,st_trail:20_3,invvol,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.97,16.97,16.97,12.47,23.73,12.47,-28.61,-33.88,0.63,0.74,59.4,38.4,22.13,-6.68,4.328,11,5.7,69.6,0.0046,232,1.85,"{""2018"": [-4.29, -11.4], ""2019"": [15.6, -12.34], ""2020"": [41.37, -14.51], ""2021"": [66.11, -11.15], ""2022"": [-22.7, -28.62]}"
A5_k850_N10_gateB1,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,niftybees100sma_weekly,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.09,18.09,18.09,14.59,25.6,14.59,-30.05,-34.3,0.6,0.64,30.5,43.3,39.93,-11.87,10.955,10,2.72,89.2,0.0052,119,1.92,"{""2018"": [-14.23, -23.86], ""2019"": [26.13, -20.3], ""2020"": [14.47, -28.89], ""2021"": [83.51, -17.55], ""2022"": [-14.04, -27.79]}"
A5_k850_N10_tv5,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,5.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,24.37,24.37,24.37,19.17,28.5,19.17,-31.23,-35.68,0.79,0.83,32.2,43.1,46.24,-11.08,13.921,11,2.78,95.1,0.0032,126,2.35,"{""2018"": [-11.36, -21.66], ""2019"": [28.26, -18.16], ""2020"": [36.11, -31.04], ""2021"": [74.7, -17.14], ""2022"": [-15.07, -25.75]}"
A5_k850_N10_tv10,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,10.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,18.0,18.0,18.0,13.57,21.56,13.57,-34.87,-37.04,0.51,0.63,31.9,41.2,40.77,-11.9,10.05,15,2.78,94.3,0.0026,125,1.91,"{""2018"": [-12.99, -21.83], ""2019"": [31.51, -18.86], ""2020"": [20.14, -34.88], ""2021"": [63.08, -16.4], ""2022"": [-13.61, -24.84]}"
A5_k850_N10_profit_g3,2018-08-01,2022-06-30,rebalance,monthly,profit_g3,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,12.38,12.38,12.38,6.23,19.14,6.23,-39.57,-42.33,0.3,0.42,33.2,40.2,35.69,-12.25,7.307,13,2.99,96.1,0.004,130,1.58,"{""2018"": [-18.55, -27.11], ""2019"": [27.52, -24.23], ""2020"": [25.76, -39.57], ""2021"": [65.19, -17.07], ""2022"": [-22.87, -35.0]}"
A5_k850_N10_opm_slope3,2018-08-01,2022-06-30,rebalance,monthly,opm_slope3,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,19.07,19.07,19.07,14.02,26.92,14.02,-37.18,-40.9,0.51,0.66,30.2,43.4,43.05,-12.09,11.058,14,2.56,96.3,0.0038,118,1.98,"{""2018"": [-21.13, -28.82], ""2019"": [37.3, -24.95], ""2020"": [30.2, -37.17], ""2021"": [76.04, -16.8], ""2022"": [-15.98, -28.88]}"
A5_k850_N10_z_rs_profit,2018-08-01,2022-06-30,rebalance,monthly,z_rs_profit,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,17.2,17.2,17.2,7.97,22.26,7.97,-38.34,-43.17,0.44,0.58,32.2,41.3,43.98,-12.82,11.002,13,2.77,96.5,0.0042,126,1.86,"{""2018"": [-19.31, -28.06], ""2019"": [24.14, -24.7], ""2020"": [23.88, -38.34], ""2021"": [73.89, -20.88], ""2022"": [-14.81, -31.23]}"
A5_k850_N10_z_rs_opm,2018-08-01,2022-06-30,rebalance,monthly,z_rs_opm,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,22.47,22.47,22.47,17.05,32.17,17.05,-34.41,-37.79,0.67,0.78,31.7,43.7,43.08,-11.67,12.67,11,2.67,96.6,0.0043,124,2.21,"{""2018"": [-15.84, -24.39], ""2019"": [25.4, -20.22], ""2020"": [42.42, -34.41], ""2021"": [71.73, -21.89], ""2022"": [-12.57, -29.61]}"
A5_k850_N10_mcap_desc,2018-08-01,2022-06-30,rebalance,monthly,mcap_desc,10,1.5,near,0.85,2.0,research/160_quality_growth_near_ath/results/masks_study/b7_g10_qual_mc.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,0.79,0.79,0.79,-3.32,5.3,-3.32,-36.46,-37.41,0.02,-0.1,24.0,38.6,23.12,-12.14,1.796,11,1.98,95.7,0.0011,94,1.03,"{""2018"": [-15.02, -20.77], ""2019"": [29.43, -18.04], ""2020"": [10.9, -36.46], ""2021"": [9.16, -13.96], ""2022"": [-22.01, -30.09]}"
A5_k850_N10_ctrlnone,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,11.46,11.46,11.46,3.54,25.53,3.54,-57.44,-63.38,0.2,0.36,55.3,39.2,36.07,-13.65,5.988,16,5.03,98.8,0.0091,216,1.53,"{""2018"": [-24.35, -31.91], ""2019"": [4.04, -32.95], ""2020"": [67.53, -48.73], ""2021"": [132.31, -20.34], ""2022"": [-45.27, -53.84]}"
A5_k850_N10_ctrlhasdata,2018-08-01,2022-06-30,rebalance,monthly,rs,10,1.5,near,0.85,2.0,research/162_quality_summit_optimisation/results/masks162/has_data.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,12,offset,16.25,16.25,16.25,11.87,28.8,11.87,-55.12,-62.52,0.29,0.5,54.1,40.0,37.78,-13.57,7.106,16,4.94,98.7,0.0077,211,1.8,"{""2018"": [-25.3, -33.1], ""2019"": [4.93, -34.69], ""2020"": [76.16, -47.59], ""2021"": [144.95, -18.77], ""2022"": [-45.26, -55.12]}"
A5_k850_N10_random,2018-08-01,2022-06-30,rebalance,monthly,random,10,1.5,near,0.85,2.0,research/162_quality_summit_optimisation/results/masks162/has_data.npz,fail,none,equal,none,block_new,next_open,25.0,True,0.05,0.3,30,seed,8.75,8.75,8.75,-1.54,25.6,-1.54,-38.77,-49.74,0.24,0.27,107.9,50.5,10.84,-8.34,1.328,13,10.73,99.8,0.0039,422,1.39,"{""2018"": [-14.51, -23.32], ""2019"": [8.46, -25.66], ""2020"": [24.07, -38.6], ""2021"": [51.44, -13.54], ""2022"": [-18.65, -30.01]}"
