symbol,entry_date,exit_date,entry_px,exit_px,qty,reason,held_days,ret_net_pct
ANANDRATHI,2026-02-02,2026-03-04,1439.8,1557.5,2907,rebalance_out,30,7.64
FIEMIND,2026-02-02,2026-03-04,2130.0,2127.0,973,rebalance_out,30,-0.64
BEL,2026-02-02,2026-03-04,432.0,460.0,5366,rebalance_out,30,5.95
HEROMOTOCO,2026-02-02,2026-03-04,5550.0,5520.0,315,rebalance_out,30,-1.04
CANBK,2026-02-02,2026-04-02,141.05,124.16,19464,rebalance_out,59,-12.41
SBIN,2026-02-02,2026-04-02,1019.9,1000.0,3727,rebalance_out,59,-2.44
KARURVYSYA,2026-02-02,2026-05-05,288.5,299.55,7162,rebalance_out,92,3.31
TDPOWERSYS,2026-02-02,2026-08-04,368.6,558.5,4316,rebalance_out,183,50.76
KMEW,2026-03-04,2026-04-02,1610.0,1549.9,1012,rebalance_out,29,-4.21
LUMAXIND,2026-03-04,2026-04-02,5900.0,4795.0,267,rebalance_out,29,-19.13
LUMAXTECH,2026-03-04,2026-05-05,1605.0,1568.3,1136,rebalance_out,62,-2.77
MCX,2026-03-04,2026-06-02,2494.2,2890.0,839,rebalance_out,90,15.29
SBC,2026-03-04,2026-09-02,31.2,42.23,182452,rebalance_out,182,34.68
BSE,2026-04-02,2026-05-05,2808.0,3712.0,732,rebalance_out,33,31.53
ANANDRATHI,2026-04-02,2026-05-05,1544.6,1793.0,3396,rebalance_out,33,15.5
AGIIL,2026-04-02,2026-06-02,290.0,348.7,6330,rebalance_out,61,19.64
ADANIPOWER,2026-04-02,2026-07-02,154.5,226.87,13453,rebalance_out,91,46.11
AEROFLEX,2026-04-02,2026-08-04,244.9,433.4,6581,rebalance_out,124,76.09
QPOWER,2026-05-05,2026-06-02,1351.5,1042.0,1959,rebalance_out,28,-23.29
KMEW,2026-05-05,2026-06-02,2052.6,1735.9,1336,rebalance_out,28,-15.85
KRN,2026-05-05,2026-06-02,1216.7,1046.0,2046,rebalance_out,28,-14.46
SCHNEIDER,2026-05-05,2026-08-04,1300.0,1341.1,2654,rebalance_out,91,2.65
NETWEB,2026-06-02,2026-07-02,4608.9,4530.0,564,rebalance_out,30,-2.2
BSE,2026-06-02,2026-07-02,4020.0,3963.7,886,rebalance_out,30,-1.89
STYLAMIND,2026-06-02,2026-08-04,2950.0,3470.2,637,rebalance_out,63,17.05
KOVAI,2026-06-02,2026-09-10,5393.5,6350.0,143,open_marked,100,17.15
WELCORP,2026-06-02,2026-09-10,1373.1,2767.1,2628,open_marked,100,100.52
INDOTECH,2026-07-02,2026-09-10,3225.0,3600.8,761,open_marked,70,11.1
RPEL,2026-07-02,2026-09-10,1264.9,1744.8,3133,open_marked,70,37.25
RRKABEL,2026-07-02,2026-09-10,2391.1,2445.0,1111,open_marked,70,1.74
SILVERTUC,2026-08-04,2026-09-02,197.99,171.5,14848,rebalance_out,29,-13.81
FCL,2026-08-04,2026-09-02,39.5,49.0,44720,rebalance_out,29,23.43
CUPID,2026-08-04,2026-09-10,234.1,276.5,12390,open_marked,37,17.52
SKYGOLD,2026-08-04,2026-09-10,691.85,827.0,3552,open_marked,37,18.94
MODISONLTD,2026-09-02,2026-09-10,509.0,514.8,5747,open_marked,8,0.64
MACPOWER,2026-09-02,2026-09-10,1900.0,1867.1,1384,open_marked,8,-2.22
CPPLUS,2026-09-02,2026-09-10,3742.0,3816.6,1065,open_marked,8,1.48
