label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
C_NIFTY50_sma100_n5_atr20_tax0,NIFTY50,sma100,cash,weekly,5,atr20,0,0,0.065,0.003,13.57,-47.71,0.81,0.28,16.82,-38.22,1.06,0.44,11.03,-33.8,0.72,0.33,23.3,-38.22,1.29,0.61,184,754,42,218.9,0.0,0.37,0.0
C_NIFTY50_sma100_n5_atr20_tax1,NIFTY50,sma100,cash,weekly,5,atr20,0,1,0.065,0.003,10.55,-48.57,0.65,0.22,13.3,-42.12,0.86,0.32,7.72,-37.07,0.53,0.21,18.51,-42.12,1.06,0.44,184,754,42,152.8,241.7,0.37,0.1
C_NIFTY50_sma100_n5_smatr50_tax0,NIFTY50,sma100,cash,weekly,5,smatr50,0,0,0.065,0.003,20.36,-56.2,1.03,0.36,26.25,-28.08,1.34,0.94,24.4,-28.08,1.25,0.87,29.75,-27.86,1.4,1.07,184,447,42,301.8,0.0,0.48,0.0
C_NIFTY50_sma100_n5_smatr50_tax1,NIFTY50,sma100,cash,weekly,5,smatr50,0,1,0.065,0.003,16.52,-56.2,0.86,0.29,21.65,-34.04,1.12,0.64,20.05,-34.04,1.04,0.59,24.99,-30.17,1.21,0.83,184,447,42,182.5,489.0,0.48,0.1
C_NIFTY50_sma100_n5_smatr100_tax0,NIFTY50,sma100,cash,weekly,5,smatr100,0,0,0.065,0.003,26.54,-62.91,1.13,0.42,32.94,-37.64,1.44,0.88,29.29,-29.44,1.3,0.99,32.77,-37.64,1.38,0.87,184,256,42,546.4,0.0,0.58,0.0
C_NIFTY50_sma100_n5_smatr100_tax1,NIFTY50,sma100,cash,weekly,5,smatr100,0,1,0.065,0.003,21.86,-64.05,0.96,0.34,27.37,-38.87,1.22,0.7,24.41,-35.24,1.1,0.69,27.22,-38.87,1.17,0.7,184,256,42,293.0,1336.6,0.58,0.1
C_NIFTY50_sma100_n8_donch10_tax0,NIFTY50,sma100,cash,weekly,8,donch10,0,0,0.065,0.003,16.53,-51.65,1.05,0.32,20.71,-21.66,1.37,0.96,13.68,-20.48,0.98,0.67,28.61,-17.35,1.65,1.65,184,1087,42,250.5,0.0,0.39,0.0
C_NIFTY50_sma100_n8_donch10_tax1,NIFTY50,sma100,cash,weekly,8,donch10,0,1,0.065,0.003,13.22,-52.97,0.86,0.25,16.88,-26.73,1.14,0.63,10.47,-25.63,0.76,0.41,23.84,-22.92,1.41,1.04,184,1087,42,164.6,293.0,0.39,0.1
C_NIFTY50_sma100_n8_donch15_tax0,NIFTY50,sma100,cash,weekly,8,donch15,0,0,0.065,0.003,19.99,-50.08,1.12,0.4,24.95,-17.1,1.46,1.46,19.24,-16.39,1.21,1.17,33.59,-16.47,1.71,2.04,184,846,42,286.6,0.0,0.48,0.0
C_NIFTY50_sma100_n8_donch15_tax1,NIFTY50,sma100,cash,weekly,8,donch15,0,1,0.065,0.003,16.28,-52.02,0.93,0.31,20.57,-23.67,1.22,0.87,15.52,-23.02,0.98,0.67,28.15,-18.37,1.46,1.53,184,846,42,180.6,439.5,0.48,0.1
C_NIFTY50_sma100_n8_donch20_tax0,NIFTY50,sma100,cash,weekly,8,donch20,0,0,0.065,0.003,21.78,-57.13,1.13,0.38,25.94,-19.49,1.43,1.33,20.17,-19.49,1.19,1.03,34.19,-18.99,1.66,1.8,184,666,42,333.1,0.0,0.53,0.0
C_NIFTY50_sma100_n8_donch20_tax1,NIFTY50,sma100,cash,weekly,8,donch20,0,1,0.065,0.003,17.85,-58.32,0.95,0.31,21.38,-25.95,1.19,0.82,16.4,-25.95,0.97,0.63,28.72,-21.57,1.42,1.33,184,666,42,202.0,574.4,0.53,0.1
C_NIFTY50_sma100_n8_donch25_tax0,NIFTY50,sma100,cash,weekly,8,donch25,0,0,0.065,0.003,22.45,-59.4,1.12,0.38,24.62,-30.51,1.32,0.81,15.05,-30.51,0.89,0.49,32.47,-19.06,1.54,1.7,184,529,42,356.0,0.0,0.57,0.0
C_NIFTY50_sma100_n8_donch25_tax1,NIFTY50,sma100,cash,weekly,8,donch25,0,1,0.065,0.003,18.37,-60.72,0.94,0.3,20.16,-35.42,1.1,0.57,11.87,-35.42,0.72,0.34,27.28,-21.56,1.33,1.27,184,529,42,210.0,648.1,0.57,0.1
C_NIFTY50_sma100_n8_none_tax0,NIFTY50,sma100,cash,weekly,8,none,0,0,0.065,0.003,18.96,-81.0,0.82,0.23,27.42,-31.44,1.28,0.87,16.41,-31.44,0.82,0.52,28.99,-26.54,1.28,1.09,184,0,42,128.1,0.0,0.7,0.0
C_NIFTY50_sma100_n8_none_tax1,NIFTY50,sma100,cash,weekly,8,none,0,1,0.065,0.003,15.05,-81.78,0.68,0.18,22.72,-36.27,1.08,0.63,12.66,-36.27,0.66,0.35,23.98,-29.72,1.08,0.81,184,0,42,76.2,411.7,0.7,0.1
C_NIFTY50_sma100_n8_atr20_tax0,NIFTY50,sma100,cash,weekly,8,atr20,0,0,0.065,0.003,12.63,-46.21,0.83,0.27,15.9,-29.94,1.14,0.53,10.72,-29.86,0.8,0.36,19.54,-28.17,1.25,0.69,184,1198,42,185.2,0.0,0.37,0.0
C_NIFTY50_sma100_n8_atr20_tax1,NIFTY50,sma100,cash,weekly,8,atr20,0,1,0.065,0.003,9.9,-46.29,0.68,0.21,12.6,-34.01,0.92,0.37,7.71,-33.94,0.6,0.23,15.72,-31.75,1.04,0.5,184,1198,42,133.9,179.6,0.37,0.1
C_NIFTY50_sma100_n8_smatr50_tax0,NIFTY50,sma100,cash,weekly,8,smatr50,0,0,0.065,0.003,20.17,-54.99,1.12,0.37,22.88,-30.01,1.32,0.76,17.81,-30.01,1.11,0.59,27.73,-16.87,1.44,1.64,184,714,42,295.8,0.0,0.48,0.0
C_NIFTY50_sma100_n8_smatr50_tax1,NIFTY50,sma100,cash,weekly,8,smatr50,0,1,0.065,0.003,16.37,-55.63,0.92,0.29,18.77,-35.6,1.1,0.53,14.36,-35.6,0.9,0.4,23.32,-21.45,1.24,1.09,184,714,42,181.6,460.1,0.48,0.1
C_NIFTY50_sma100_n8_smatr100_tax0,NIFTY50,sma100,cash,weekly,8,smatr100,0,0,0.065,0.003,23.32,-62.39,1.13,0.37,26.16,-29.56,1.35,0.89,17.98,-29.56,0.99,0.61,29.88,-23.23,1.43,1.29,184,420,42,350.3,0.0,0.58,0.0
C_NIFTY50_sma100_n8_smatr100_tax1,NIFTY50,sma100,cash,weekly,8,smatr100,0,1,0.065,0.003,19.24,-63.89,0.95,0.3,21.8,-34.58,1.14,0.63,14.47,-34.58,0.81,0.42,25.16,-25.56,1.22,0.98,184,420,42,205.3,769.7,0.58,0.1
C_NIFTY50_sma100_n10_donch10_tax0,NIFTY50,sma100,cash,weekly,10,donch10,0,0,0.065,0.003,17.31,-47.64,1.13,0.36,20.97,-22.31,1.44,0.94,11.6,-21.29,0.92,0.54,27.66,-19.17,1.65,1.44,184,1354,42,284.2,0.0,0.39,0.0
C_NIFTY50_sma100_n10_donch10_tax1,NIFTY50,sma100,cash,weekly,10,donch10,0,1,0.065,0.003,14.0,-49.38,0.93,0.28,17.09,-27.1,1.19,0.63,8.72,-26.15,0.7,0.33,23.15,-24.19,1.41,0.96,184,1354,42,186.6,320.1,0.39,0.1
C_NIFTY50_sma100_n10_donch15_tax0,NIFTY50,sma100,cash,weekly,10,donch15,0,0,0.065,0.003,20.09,-47.34,1.16,0.42,24.4,-20.22,1.49,1.21,15.41,-18.91,1.09,0.82,31.75,-18.53,1.66,1.71,184,1065,42,304.4,0.0,0.47,0.1
C_NIFTY50_sma100_n10_donch15_tax1,NIFTY50,sma100,cash,weekly,10,donch15,0,1,0.065,0.003,16.37,-50.07,0.97,0.33,20.05,-25.93,1.24,0.77,12.19,-24.71,0.87,0.49,26.61,-21.28,1.42,1.25,184,1065,42,192.0,454.4,0.47,0.1
C_NIFTY50_sma100_n10_donch20_tax0,NIFTY50,sma100,cash,weekly,10,donch20,0,0,0.065,0.003,21.3,-54.2,1.14,0.39,24.8,-25.3,1.42,0.98,16.25,-24.52,1.06,0.66,33.0,-20.22,1.62,1.63,184,847,42,312.6,0.0,0.53,0.0
C_NIFTY50_sma100_n10_donch20_tax1,NIFTY50,sma100,cash,weekly,10,donch20,0,1,0.065,0.003,17.4,-56.13,0.95,0.31,20.29,-30.92,1.18,0.66,12.9,-30.2,0.85,0.43,27.55,-22.82,1.38,1.21,184,847,42,192.2,543.6,0.53,0.1
C_NIFTY50_sma100_n10_donch25_tax0,NIFTY50,sma100,cash,weekly,10,donch25,0,0,0.065,0.003,22.11,-58.44,1.13,0.38,24.36,-32.39,1.37,0.75,12.67,-32.39,0.84,0.39,32.96,-21.0,1.58,1.57,184,684,42,334.4,0.0,0.56,0.1
C_NIFTY50_sma100_n10_donch25_tax1,NIFTY50,sma100,cash,weekly,10,donch25,0,1,0.065,0.003,18.08,-59.97,0.95,0.3,19.91,-36.76,1.13,0.54,9.7,-36.76,0.66,0.26,27.65,-23.58,1.35,1.17,184,684,42,199.9,620.0,0.56,0.1
C_NIFTY50_sma100_n10_none_tax0,NIFTY50,sma100,cash,weekly,10,none,0,0,0.065,0.003,18.15,-81.39,0.8,0.22,26.3,-34.74,1.28,0.76,15.34,-34.74,0.81,0.44,28.72,-25.15,1.31,1.14,184,0,42,109.1,0.0,0.7,0.0
C_NIFTY50_sma100_n10_none_tax1,NIFTY50,sma100,cash,weekly,10,none,0,1,0.065,0.003,14.46,-82.16,0.67,0.18,21.87,-39.74,1.08,0.55,11.61,-39.74,0.64,0.29,24.01,-29.03,1.12,0.83,184,0,42,67.2,356.7,0.7,0.1
C_NIFTY50_sma100_n10_atr20_tax0,NIFTY50,sma100,cash,weekly,10,atr20,0,0,0.065,0.003,13.03,-46.56,0.88,0.28,15.92,-29.77,1.19,0.53,9.13,-29.23,0.76,0.31,19.53,-23.89,1.3,0.82,184,1492,42,196.9,0.0,0.37,0.1
C_NIFTY50_sma100_n10_atr20_tax1,NIFTY50,sma100,cash,weekly,10,atr20,0,1,0.065,0.003,10.31,-47.67,0.72,0.22,12.72,-33.74,0.97,0.38,6.5,-33.24,0.56,0.2,15.89,-27.06,1.09,0.59,184,1492,42,141.6,182.5,0.37,0.1
C_NIFTY50_sma100_n10_smatr50_tax0,NIFTY50,sma100,cash,weekly,10,smatr50,0,0,0.065,0.003,21.06,-53.42,1.18,0.39,22.45,-33.82,1.34,0.66,13.55,-33.82,0.92,0.4,29.85,-18.52,1.55,1.61,184,921,42,337.0,0.0,0.48,0.0
C_NIFTY50_sma100_n10_smatr50_tax1,NIFTY50,sma100,cash,weekly,10,smatr50,0,1,0.065,0.003,17.08,-55.69,0.98,0.31,18.43,-38.65,1.12,0.48,10.57,-38.65,0.73,0.27,25.19,-23.22,1.33,1.09,184,921,42,202.7,525.5,0.48,0.1
C_NIFTY50_sma100_n10_smatr100_tax0,NIFTY50,sma100,cash,weekly,10,smatr100,0,0,0.065,0.003,23.54,-61.77,1.17,0.38,27.59,-35.08,1.47,0.79,14.02,-35.08,0.86,0.4,32.17,-21.51,1.54,1.5,184,531,42,333.7,0.0,0.58,0.1
C_NIFTY50_sma100_n10_smatr100_tax1,NIFTY50,sma100,cash,weekly,10,smatr100,0,1,0.065,0.003,19.39,-63.38,0.98,0.31,22.97,-39.08,1.23,0.59,10.83,-39.08,0.68,0.28,27.33,-25.13,1.32,1.09,184,531,42,194.4,774.4,0.58,0.1
C_NIFTY50_sma100_n12_donch10_tax0,NIFTY50,sma100,cash,weekly,12,donch10,0,0,0.065,0.003,16.55,-46.07,1.13,0.36,19.56,-22.86,1.41,0.86,8.58,-22.86,0.75,0.38,27.75,-16.87,1.69,1.65,184,1629,42,253.0,0.0,0.39,0.1
C_NIFTY50_sma100_n12_donch10_tax1,NIFTY50,sma100,cash,weekly,12,donch10,0,1,0.065,0.003,13.38,-48.15,0.93,0.28,15.95,-26.77,1.16,0.6,6.3,-26.77,0.57,0.24,23.24,-21.76,1.45,1.07,184,1629,42,169.9,281.6,0.39,0.1
C_NIFTY50_sma100_n12_donch15_tax0,NIFTY50,sma100,cash,weekly,12,donch15,0,0,0.065,0.003,19.8,-47.81,1.18,0.41,23.54,-21.92,1.5,1.07,12.27,-21.54,0.94,0.57,33.21,-16.98,1.78,1.96,184,1274,42,282.0,0.0,0.47,0.1
C_NIFTY50_sma100_n12_donch15_tax1,NIFTY50,sma100,cash,weekly,12,donch15,0,1,0.065,0.003,16.19,-49.95,0.98,0.32,19.42,-26.45,1.25,0.73,9.64,-26.09,0.75,0.37,27.97,-18.99,1.52,1.47,184,1274,42,180.4,442.1,0.48,0.1
C_NIFTY50_sma100_n12_donch20_tax0,NIFTY50,sma100,cash,weekly,12,donch20,0,0,0.065,0.003,21.46,-54.94,1.18,0.39,24.79,-23.51,1.47,1.05,14.55,-23.51,1.03,0.62,34.49,-20.64,1.72,1.67,184,1025,42,313.5,0.0,0.52,0.1
C_NIFTY50_sma100_n12_donch20_tax1,NIFTY50,sma100,cash,weekly,12,donch20,0,1,0.065,0.003,17.68,-56.73,0.99,0.31,20.5,-28.52,1.23,0.72,11.59,-28.52,0.83,0.41,29.21,-22.39,1.48,1.3,184,1025,42,194.2,573.9,0.53,0.1
C_NIFTY50_sma100_n12_donch25_tax0,NIFTY50,sma100,cash,weekly,12,donch25,0,0,0.065,0.003,21.9,-58.43,1.15,0.37,23.52,-29.74,1.37,0.79,10.84,-29.74,0.77,0.36,33.14,-21.51,1.62,1.54,184,835,42,324.6,0.0,0.56,0.1
C_NIFTY50_sma100_n12_donch25_tax1,NIFTY50,sma100,cash,weekly,12,donch25,0,1,0.065,0.003,18.03,-60.29,0.97,0.3,19.36,-33.37,1.14,0.58,8.35,-33.37,0.61,0.25,28.12,-23.36,1.4,1.2,184,835,42,196.8,615.6,0.56,0.1
C_NIFTY50_sma100_n12_none_tax0,NIFTY50,sma100,cash,weekly,12,none,0,0,0.065,0.003,16.91,-80.46,0.77,0.21,23.03,-39.16,1.18,0.59,12.13,-39.16,0.69,0.31,27.4,-26.62,1.29,1.03,184,0,42,93.0,0.0,0.7,0.1
C_NIFTY50_sma100_n12_none_tax1,NIFTY50,sma100,cash,weekly,12,none,0,1,0.065,0.003,13.49,-81.47,0.65,0.17,19.21,-42.94,1.0,0.45,9.11,-42.94,0.55,0.21,23.15,-30.41,1.11,0.76,184,0,42,59.2,303.1,0.7,0.1
C_NIFTY50_sma100_n12_atr20_tax0,NIFTY50,sma100,cash,weekly,12,atr20,0,0,0.065,0.003,13.35,-45.19,0.93,0.3,15.67,-26.97,1.22,0.58,7.48,-26.97,0.67,0.28,19.43,-22.87,1.32,0.85,184,1793,42,209.0,0.0,0.37,0.1
C_NIFTY50_sma100_n12_atr20_tax1,NIFTY50,sma100,cash,weekly,12,atr20,0,1,0.065,0.003,10.66,-46.21,0.76,0.23,12.56,-30.44,0.99,0.41,5.3,-30.44,0.49,0.17,15.89,-25.58,1.11,0.62,184,1793,42,150.1,187.9,0.37,0.1
C_NIFTY50_sma100_n12_smatr50_tax0,NIFTY50,sma100,cash,weekly,12,smatr50,0,0,0.065,0.003,20.59,-53.08,1.2,0.39,21.94,-29.28,1.38,0.75,11.73,-29.28,0.87,0.4,30.08,-16.79,1.61,1.79,184,1117,42,313.5,0.0,0.47,0.1
C_NIFTY50_sma100_n12_smatr50_tax1,NIFTY50,sma100,cash,weekly,12,smatr50,0,1,0.065,0.003,16.75,-55.5,0.99,0.3,18.09,-33.73,1.15,0.54,9.22,-33.73,0.69,0.27,25.44,-20.95,1.39,1.21,184,1117,42,192.0,496.2,0.47,0.1
C_NIFTY50_sma100_n12_smatr100_tax0,NIFTY50,sma100,cash,weekly,12,smatr100,0,0,0.065,0.003,23.19,-59.25,1.19,0.39,25.19,-34.17,1.39,0.74,12.35,-34.17,0.81,0.36,30.2,-20.5,1.49,1.47,184,652,42,337.6,0.0,0.57,0.1
C_NIFTY50_sma100_n12_smatr100_tax1,NIFTY50,sma100,cash,weekly,12,smatr100,0,1,0.065,0.003,19.07,-61.29,0.99,0.31,20.87,-37.76,1.17,0.55,9.48,-37.76,0.64,0.25,25.58,-24.37,1.27,1.05,184,652,42,197.0,756.6,0.57,0.1
C_NIFTY50_sma100_n16_donch10_tax0,NIFTY50,sma100,cash,weekly,16,donch10,0,0,0.065,0.003,14.72,-46.22,1.06,0.32,17.32,-24.84,1.35,0.7,6.59,-24.54,0.64,0.27,24.69,-17.97,1.62,1.37,184,2190,42,204.5,0.0,0.39,0.1
C_NIFTY50_sma100_n16_donch10_tax1,NIFTY50,sma100,cash,weekly,16,donch10,0,1,0.065,0.003,11.84,-48.82,0.87,0.24,14.12,-28.26,1.11,0.5,4.57,-27.97,0.46,0.16,20.68,-22.33,1.38,0.93,184,2190,42,143.5,210.7,0.39,0.1
C_NIFTY50_sma100_n16_donch15_tax0,NIFTY50,sma100,cash,weekly,16,donch15,0,0,0.065,0.003,18.41,-49.97,1.17,0.37,21.69,-24.68,1.49,0.88,9.32,-24.17,0.79,0.39,31.16,-15.54,1.8,2.01,184,1713,42,241.8,0.0,0.48,0.1
C_NIFTY50_sma100_n16_donch15_tax1,NIFTY50,sma100,cash,weekly,16,donch15,0,1,0.065,0.003,15.0,-52.63,0.96,0.28,17.85,-28.72,1.23,0.62,7.02,-28.24,0.61,0.25,26.18,-18.51,1.53,1.41,184,1713,42,159.1,362.2,0.48,0.1
C_NIFTY50_sma100_n16_donch20_tax0,NIFTY50,sma100,cash,weekly,16,donch20,0,0,0.065,0.003,19.65,-53.66,1.15,0.37,22.64,-24.53,1.45,0.92,11.02,-24.53,0.86,0.45,32.75,-17.94,1.74,1.83,184,1381,42,243.6,0.0,0.53,0.1
C_NIFTY50_sma100_n16_donch20_tax1,NIFTY50,sma100,cash,weekly,16,donch20,0,1,0.065,0.003,16.12,-56.11,0.95,0.29,18.7,-28.8,1.2,0.65,8.59,-28.8,0.68,0.3,27.68,-20.99,1.48,1.32,184,1381,42,157.5,440.7,0.53,0.1
C_NIFTY50_sma100_n16_donch25_tax0,NIFTY50,sma100,cash,weekly,16,donch25,0,0,0.065,0.003,20.07,-55.68,1.12,0.36,21.63,-33.27,1.34,0.65,7.46,-33.27,0.58,0.22,32.41,-18.95,1.67,1.71,184,1136,42,242.9,0.0,0.56,0.1
C_NIFTY50_sma100_n16_donch25_tax1,NIFTY50,sma100,cash,weekly,16,donch25,0,1,0.065,0.003,16.42,-58.24,0.93,0.28,17.79,-36.14,1.11,0.49,5.48,-36.14,0.45,0.15,27.4,-22.88,1.43,1.2,184,1136,42,153.3,470.7,0.56,0.1
C_NIFTY50_sma100_n16_none_tax0,NIFTY50,sma100,cash,weekly,16,none,0,0,0.065,0.003,15.0,-77.32,0.74,0.19,19.82,-42.41,1.1,0.47,6.61,-42.41,0.45,0.16,27.49,-28.86,1.35,0.95,184,0,42,66.6,0.0,0.7,0.1
C_NIFTY50_sma100_n16_none_tax1,NIFTY50,sma100,cash,weekly,16,none,0,1,0.065,0.003,12.16,-78.16,0.62,0.16,16.46,-44.82,0.93,0.37,4.22,-44.82,0.32,0.09,23.27,-33.13,1.15,0.7,184,0,42,46.9,228.3,0.7,0.1
C_NIFTY50_sma100_n16_atr20_tax0,NIFTY50,sma100,cash,weekly,16,atr20,0,0,0.065,0.003,12.63,-44.64,0.92,0.28,14.72,-29.92,1.2,0.49,4.81,-29.29,0.48,0.16,19.01,-24.2,1.34,0.79,184,2388,42,190.1,0.0,0.37,0.1
C_NIFTY50_sma100_n16_atr20_tax1,NIFTY50,sma100,cash,weekly,16,atr20,0,1,0.065,0.003,10.03,-46.26,0.74,0.22,11.75,-32.52,0.97,0.36,3.03,-31.92,0.32,0.09,15.49,-27.31,1.12,0.57,184,2388,42,138.8,169.7,0.37,0.1
C_NIFTY50_sma100_n16_smatr50_tax0,NIFTY50,sma100,cash,weekly,16,smatr50,0,0,0.065,0.003,19.5,-49.76,1.21,0.39,19.89,-27.94,1.36,0.71,9.95,-27.94,0.81,0.36,26.74,-15.93,1.57,1.68,184,1500,42,286.5,0.0,0.47,0.1
C_NIFTY50_sma100_n16_smatr50_tax1,NIFTY50,sma100,cash,weekly,16,smatr50,0,1,0.065,0.003,15.84,-53.0,1.0,0.3,16.4,-31.67,1.13,0.52,7.75,-31.67,0.64,0.24,22.59,-19.99,1.35,1.13,184,1500,42,179.9,419.8,0.47,0.1
C_NIFTY50_sma100_n16_smatr100_tax0,NIFTY50,sma100,cash,weekly,16,smatr100,0,0,0.065,0.003,21.51,-54.85,1.17,0.39,23.24,-35.21,1.38,0.66,8.27,-35.21,0.62,0.23,30.67,-21.45,1.57,1.43,184,901,42,256.6,0.0,0.57,0.1
C_NIFTY50_sma100_n16_smatr100_tax1,NIFTY50,sma100,cash,weekly,16,smatr100,0,1,0.065,0.003,17.74,-57.53,0.98,0.31,19.29,-38.05,1.15,0.51,6.09,-38.05,0.47,0.16,26.02,-26.39,1.34,0.99,184,901,42,158.9,592.5,0.57,0.1
C_NIFTYBEES_xo20_100_n5_donch10_tax0,NIFTYBEES,xo20_100,cash,weekly,5,donch10,0,0,0.065,0.003,17.13,-25.92,1.01,0.66,19.67,-25.92,1.14,0.76,16.09,-24.12,0.94,0.67,32.27,-24.01,1.57,1.34,164,610,27,283.2,0.0,0.35,0.0
C_NIFTYBEES_xo20_100_n5_donch10_tax1,NIFTYBEES,xo20_100,cash,weekly,5,donch10,0,1,0.065,0.003,13.95,-30.96,0.84,0.45,16.03,-30.96,0.94,0.52,12.51,-29.48,0.75,0.42,26.7,-30.96,1.32,0.86,164,610,27,190.4,388.6,0.35,0.1
C_NIFTYBEES_xo20_100_n5_donch15_tax0,NIFTYBEES,xo20_100,cash,weekly,5,donch15,0,0,0.065,0.003,19.88,-27.55,1.05,0.72,24.1,-27.55,1.25,0.87,20.77,-19.17,1.09,1.08,34.73,-22.35,1.56,1.55,164,483,27,305.4,0.0,0.42,0.0
C_NIFTYBEES_xo20_100_n5_donch15_tax1,NIFTYBEES,xo20_100,cash,weekly,5,donch15,0,1,0.065,0.003,16.24,-30.78,0.88,0.53,19.77,-30.78,1.05,0.64,17.1,-25.51,0.91,0.67,28.79,-24.06,1.33,1.2,164,483,27,193.7,469.5,0.43,0.1
C_NIFTYBEES_xo20_100_n5_donch20_tax0,NIFTYBEES,xo20_100,cash,weekly,5,donch20,0,0,0.065,0.003,22.21,-29.29,1.08,0.76,25.18,-27.07,1.23,0.93,22.03,-21.56,1.11,1.02,33.84,-23.63,1.48,1.43,164,377,27,385.9,0.0,0.47,0.0
C_NIFTYBEES_xo20_100_n5_donch20_tax1,NIFTYBEES,xo20_100,cash,weekly,5,donch20,0,1,0.065,0.003,18.39,-30.94,0.92,0.59,20.84,-30.94,1.04,0.67,18.23,-27.2,0.94,0.67,28.24,-26.45,1.26,1.07,164,377,27,236.6,667.9,0.47,0.1
C_NIFTYBEES_xo20_100_n5_donch25_tax0,NIFTYBEES,xo20_100,cash,weekly,5,donch25,0,0,0.065,0.003,20.94,-30.01,1.0,0.7,22.38,-28.9,1.09,0.77,17.52,-27.87,0.88,0.63,31.9,-28.9,1.36,1.1,164,303,27,315.5,0.0,0.5,0.0
C_NIFTYBEES_xo20_100_n5_donch25_tax1,NIFTYBEES,xo20_100,cash,weekly,5,donch25,0,1,0.065,0.003,17.25,-32.68,0.85,0.53,18.41,-32.68,0.92,0.56,14.27,-32.68,0.74,0.44,26.6,-30.85,1.17,0.86,164,303,27,194.9,590.6,0.51,0.1
C_NIFTYBEES_xo20_100_n5_none_tax0,NIFTYBEES,xo20_100,cash,weekly,5,none,0,0,0.065,0.003,20.21,-36.66,0.86,0.55,23.33,-36.66,1.0,0.64,24.26,-29.26,0.99,0.83,25.77,-36.66,1.05,0.7,164,0,27,163.6,0.0,0.61,0.0
C_NIFTYBEES_xo20_100_n5_none_tax1,NIFTYBEES,xo20_100,cash,weekly,5,none,0,1,0.065,0.003,16.33,-43.27,0.72,0.38,18.99,-43.27,0.84,0.44,20.24,-29.26,0.85,0.69,21.35,-43.27,0.9,0.49,164,0,27,97.7,591.9,0.61,0.1
C_NIFTYBEES_xo20_100_n5_atr20_tax0,NIFTYBEES,xo20_100,cash,weekly,5,atr20,0,0,0.065,0.003,12.32,-40.24,0.78,0.31,12.96,-40.24,0.84,0.32,8.04,-35.27,0.56,0.23,19.95,-39.11,1.11,0.51,164,677,27,198.7,0.0,0.33,0.0
C_NIFTYBEES_xo20_100_n5_atr20_tax1,NIFTYBEES,xo20_100,cash,weekly,5,atr20,0,1,0.065,0.003,9.71,-43.46,0.64,0.22,10.11,-43.46,0.68,0.23,5.22,-38.48,0.39,0.14,15.61,-43.46,0.9,0.36,164,677,27,146.5,209.0,0.33,0.1
C_NIFTYBEES_xo20_100_n5_smatr50_tax0,NIFTYBEES,xo20_100,cash,weekly,5,smatr50,0,0,0.065,0.003,18.16,-30.58,0.95,0.59,21.34,-30.58,1.09,0.7,21.86,-28.08,1.13,0.78,26.03,-28.29,1.22,0.92,164,403,27,239.3,0.0,0.44,0.0
C_NIFTYBEES_xo20_100_n5_smatr50_tax1,NIFTYBEES,xo20_100,cash,weekly,5,smatr50,0,1,0.065,0.003,14.81,-34.81,0.8,0.43,17.47,-34.81,0.91,0.5,17.86,-33.9,0.94,0.53,21.61,-31.11,1.04,0.69,164,403,27,155.6,385.7,0.44,0.1
C_NIFTYBEES_xo20_100_n5_smatr100_tax0,NIFTYBEES,xo20_100,cash,weekly,5,smatr100,0,0,0.065,0.003,21.02,-42.54,0.96,0.49,24.37,-42.54,1.11,0.57,21.83,-29.35,0.98,0.74,27.19,-42.54,1.17,0.64,164,188,27,260.8,0.0,0.54,0.0
C_NIFTYBEES_xo20_100_n5_smatr100_tax1,NIFTYBEES,xo20_100,cash,weekly,5,smatr100,0,1,0.065,0.003,17.3,-43.5,0.82,0.4,20.08,-43.5,0.94,0.46,17.72,-34.61,0.82,0.51,22.61,-43.5,1.0,0.52,164,188,27,159.3,648.3,0.54,0.1
C_NIFTYBEES_xo20_100_n8_donch10_tax0,NIFTYBEES,xo20_100,cash,weekly,8,donch10,0,0,0.065,0.003,16.38,-22.66,1.1,0.72,18.52,-22.66,1.23,0.82,11.75,-21.5,0.86,0.55,28.88,-17.35,1.62,1.66,164,978,27,250.5,0.0,0.35,0.0
C_NIFTYBEES_xo20_100_n8_donch10_tax1,NIFTYBEES,xo20_100,cash,weekly,8,donch10,0,1,0.065,0.003,13.34,-27.67,0.91,0.48,15.09,-27.67,1.02,0.55,8.96,-26.58,0.67,0.34,23.96,-23.97,1.37,1.0,164,978,27,172.6,309.2,0.35,0.1
C_NIFTYBEES_xo20_100_n8_donch15_tax0,NIFTYBEES,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,20.07,-24.18,1.17,0.83,22.32,-22.39,1.31,1.0,16.38,-17.6,1.05,0.93,33.15,-15.73,1.65,2.11,164,772,27,309.7,0.0,0.42,0.0
C_NIFTYBEES_xo20_100_n8_donch15_tax1,NIFTYBEES,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,16.32,-25.98,0.97,0.63,18.16,-25.98,1.08,0.7,13.26,-24.15,0.85,0.55,27.37,-20.15,1.39,1.36,164,772,27,196.0,489.4,0.42,0.1
