label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
D_CASH_n5_d15_off6_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,6,1,0.065,0.003,20.15,-25.49,1.02,0.79,22.42,-24.43,1.13,0.92,20.29,-24.43,1.07,0.83,31.59,-23.72,1.39,1.33,163,455,43,334.8,955.3,0.43,0.1
D_CASH_n5_d15_off7_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,7,0,0.065,0.003,25.53,-24.17,1.28,1.06,25.49,-24.17,1.29,1.05,18.55,-24.17,1.01,0.77,37.93,-16.39,1.66,2.31,163,450,44,759.2,0.0,0.43,0.0
D_CASH_n5_d15_off7_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,7,1,0.065,0.003,21.39,-28.69,1.08,0.75,21.37,-28.69,1.1,0.74,15.52,-28.69,0.86,0.54,31.57,-19.86,1.4,1.59,163,450,44,446.1,1188.4,0.43,0.1
D_CASH_n5_d15_off8_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,8,0,0.065,0.003,21.67,-23.81,1.12,0.91,21.6,-23.81,1.14,0.91,19.29,-22.38,1.07,0.86,24.12,-23.81,1.17,1.01,165,450,44,516.9,0.0,0.43,0.0
D_CASH_n5_d15_off8_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,8,1,0.065,0.003,17.83,-28.69,0.93,0.62,17.84,-28.69,0.96,0.62,15.81,-27.42,0.89,0.58,19.96,-28.69,0.99,0.7,165,450,44,311.9,652.9,0.43,0.1
D_CASH_n5_d15_off9_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,9,0,0.065,0.003,19.2,-26.46,1.01,0.73,21.6,-26.46,1.13,0.82,20.21,-26.46,1.09,0.76,24.8,-23.5,1.22,1.06,168,464,44,332.5,0.0,0.43,0.0
D_CASH_n5_d15_off9_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,9,1,0.065,0.003,15.79,-31.34,0.85,0.5,17.77,-31.34,0.95,0.57,16.51,-31.34,0.9,0.53,20.49,-26.2,1.03,0.78,168,464,44,216.3,449.0,0.43,0.1
D_CASH_n5_d15_off10_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,10,0,0.065,0.003,23.35,-31.05,1.17,0.75,23.71,-29.3,1.23,0.81,19.52,-29.3,1.07,0.67,22.73,-26.73,1.15,0.85,166,463,42,711.5,0.0,0.44,0.0
D_CASH_n5_d15_off10_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,10,1,0.065,0.003,19.25,-34.26,0.98,0.56,19.46,-34.26,1.02,0.57,15.61,-34.26,0.87,0.46,18.79,-28.15,0.97,0.67,166,463,42,411.5,897.1,0.44,0.1
D_CASH_n5_d15_off11_tax0,NIFTYBEES,sma100,cash,weekly,5,donch15,11,0,0.065,0.003,18.87,-28.89,0.99,0.65,18.15,-28.89,0.98,0.63,16.43,-25.77,0.92,0.64,21.76,-23.59,1.07,0.92,168,470,43,386.1,0.0,0.44,0.0
D_CASH_n5_d15_off11_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,11,1,0.065,0.003,15.62,-33.98,0.84,0.46,14.93,-33.98,0.82,0.44,13.21,-31.08,0.75,0.43,18.2,-25.03,0.92,0.73,168,470,43,250.4,441.0,0.44,0.1
D_CASH_n5_d15_cash5_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,0,1,0.05,0.003,21.14,-26.03,1.09,0.81,24.46,-26.03,1.24,0.94,18.27,-25.77,0.96,0.71,30.55,-26.03,1.41,1.17,159,446,42,382.5,1159.9,0.43,0.1
D_CASH_n5_d15_rt50_tax1,NIFTYBEES,sma100,cash,weekly,5,donch15,0,1,0.065,0.005,20.91,-25.97,1.08,0.81,24.14,-25.97,1.22,0.93,17.66,-25.97,0.93,0.68,30.29,-25.92,1.39,1.17,159,446,42,617.4,1126.8,0.43,0.1
D_BLOCK_n5_d15_off0_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,0,0,0.065,0.003,25.09,-26.0,1.25,0.97,29.57,-26.0,1.44,1.14,24.11,-18.81,1.21,1.28,37.96,-26.0,1.66,1.46,246,490,42,544.0,0.0,0.45,0.0
D_BLOCK_n5_d15_off0_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,0,1,0.065,0.003,20.93,-28.16,1.07,0.74,24.65,-28.16,1.22,0.88,19.66,-25.23,1.01,0.78,31.69,-28.16,1.42,1.13,246,490,42,326.4,975.7,0.45,0.1
D_BLOCK_n5_d15_off1_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,1,0,0.065,0.003,29.79,-24.59,1.4,1.21,33.86,-24.59,1.56,1.38,26.06,-15.82,1.28,1.65,45.74,-24.59,1.86,1.86,246,490,42,925.6,0.0,0.46,0.0
D_BLOCK_n5_d15_off1_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,1,1,0.065,0.003,24.9,-27.79,1.19,0.9,28.27,-27.79,1.32,1.02,21.1,-23.26,1.06,0.91,38.21,-27.79,1.59,1.37,246,490,42,509.0,1808.7,0.46,0.1
D_BLOCK_n5_d15_off2_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,2,0,0.065,0.003,23.85,-24.93,1.2,0.96,26.33,-22.99,1.32,1.15,21.13,-15.01,1.07,1.41,33.04,-22.99,1.54,1.44,246,489,42,499.8,0.0,0.45,0.0
D_BLOCK_n5_d15_off2_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,2,1,0.065,0.003,19.88,-25.54,1.02,0.78,21.98,-24.85,1.13,0.88,17.21,-21.57,0.9,0.8,27.66,-24.85,1.32,1.11,246,489,42,303.0,795.3,0.45,0.1
D_BLOCK_n5_d15_off3_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,3,0,0.065,0.003,26.14,-27.31,1.29,0.96,31.79,-22.31,1.53,1.43,23.08,-19.06,1.19,1.21,45.19,-22.31,1.89,2.03,246,491,42,531.0,0.0,0.46,0.0
D_BLOCK_n5_d15_off3_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,3,1,0.065,0.003,21.67,-27.31,1.08,0.79,26.56,-25.51,1.29,1.04,18.74,-25.51,0.99,0.73,37.65,-25.09,1.6,1.5,246,491,42,308.0,1093.2,0.46,0.1
D_BLOCK_n5_d15_off4_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,4,0,0.065,0.003,26.5,-25.36,1.28,1.04,31.04,-20.51,1.49,1.51,21.61,-18.39,1.11,1.18,46.12,-20.51,1.91,2.25,246,501,42,637.2,0.0,0.46,0.0
D_BLOCK_n5_d15_off4_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,4,1,0.065,0.003,22.02,-28.2,1.09,0.78,26.0,-24.93,1.27,1.04,17.41,-24.83,0.92,0.7,38.46,-22.95,1.62,1.68,246,501,42,362.9,1172.3,0.46,0.1
D_BLOCK_n5_d15_off5_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,5,0,0.065,0.003,25.44,-24.79,1.24,1.03,28.91,-24.14,1.4,1.2,19.82,-21.56,1.07,0.92,42.68,-19.52,1.8,2.19,246,497,42,589.5,0.0,0.46,0.0
D_BLOCK_n5_d15_off5_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,5,1,0.065,0.003,21.19,-29.71,1.05,0.71,24.27,-29.71,1.19,0.82,16.48,-27.33,0.91,0.6,35.68,-23.08,1.53,1.55,246,497,42,341.9,1020.0,0.46,0.1
D_BLOCK_n5_d15_off6_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,6,0,0.065,0.003,23.47,-22.84,1.16,1.03,25.75,-21.26,1.27,1.21,23.8,-18.07,1.24,1.32,36.52,-21.26,1.56,1.72,246,495,42,474.5,0.0,0.45,0.0
D_BLOCK_n5_d15_off6_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,6,1,0.065,0.003,19.57,-26.58,0.99,0.74,21.63,-26.58,1.09,0.81,20.07,-24.43,1.06,0.82,30.67,-26.58,1.34,1.15,246,495,42,289.3,795.0,0.45,0.1
D_BLOCK_n5_d15_off7_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,7,0,0.065,0.003,24.94,-25.06,1.22,1.0,25.04,-25.06,1.24,1.0,17.35,-25.06,0.94,0.69,36.84,-20.06,1.56,1.84,246,494,42,676.3,0.0,0.45,0.0
D_BLOCK_n5_d15_off7_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,7,1,0.065,0.003,20.92,-29.59,1.04,0.71,21.0,-29.59,1.05,0.71,14.45,-29.59,0.8,0.49,30.91,-23.1,1.33,1.34,246,494,42,400.3,1047.3,0.45,0.1
D_BLOCK_n5_d15_off8_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,8,0,0.065,0.003,20.15,-27.46,1.02,0.73,20.28,-27.46,1.04,0.74,17.55,-23.33,0.98,0.75,22.92,-27.46,1.08,0.83,246,503,42,401.0,0.0,0.46,0.0
D_BLOCK_n5_d15_off8_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,8,1,0.065,0.003,16.43,-31.96,0.85,0.51,16.67,-31.96,0.87,0.52,14.33,-28.14,0.82,0.51,18.99,-31.96,0.92,0.59,246,503,42,244.1,505.3,0.46,0.1
D_BLOCK_n5_d15_off9_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,9,0,0.065,0.003,17.6,-30.52,0.91,0.58,20.48,-30.52,1.04,0.67,18.03,-27.36,0.98,0.66,24.68,-24.45,1.15,1.01,246,517,42,242.9,0.0,0.46,0.0
D_BLOCK_n5_d15_off9_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,9,1,0.065,0.003,14.34,-36.49,0.76,0.39,16.82,-36.49,0.87,0.46,14.55,-32.13,0.81,0.45,20.7,-27.17,0.99,0.76,246,517,42,159.9,327.1,0.46,0.1
D_BLOCK_n5_d15_off10_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,10,0,0.065,0.003,21.34,-32.01,1.06,0.67,21.69,-32.01,1.1,0.68,17.63,-30.15,0.97,0.58,20.91,-23.58,1.03,0.89,246,510,42,511.3,0.0,0.46,0.0
D_BLOCK_n5_d15_off10_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,10,1,0.065,0.003,17.57,-36.79,0.89,0.48,17.81,-36.79,0.92,0.48,13.9,-35.06,0.79,0.4,17.42,-27.89,0.88,0.62,246,510,42,307.1,653.0,0.46,0.1
D_BLOCK_n5_d15_off11_tax0,NIFTYBEES,sma100,block,weekly,5,donch15,11,0,0.065,0.003,17.35,-30.75,0.89,0.56,16.84,-30.75,0.88,0.55,15.22,-25.48,0.84,0.6,20.71,-27.76,0.98,0.75,246,530,42,288.7,0.0,0.47,0.0
D_BLOCK_n5_d15_off11_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,11,1,0.065,0.003,14.31,-35.29,0.76,0.41,13.83,-35.29,0.74,0.39,12.44,-30.4,0.71,0.41,17.37,-30.39,0.84,0.57,246,530,42,192.2,338.7,0.47,0.1
D_BLOCK_n5_d15_cash5_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,0,1,0.05,0.003,19.99,-28.79,1.03,0.69,23.72,-28.79,1.18,0.82,18.86,-25.45,0.98,0.74,30.69,-28.79,1.38,1.07,246,490,42,288.8,865.3,0.45,0.1
D_BLOCK_n5_d15_rt50_tax1,NIFTYBEES,sma100,block,weekly,5,donch15,0,1,0.065,0.005,19.76,-28.62,1.02,0.69,23.4,-28.62,1.17,0.82,18.25,-25.69,0.95,0.71,30.43,-28.62,1.37,1.06,246,490,42,466.0,840.0,0.45,0.1
D_CASH_n8_d20_off0_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,0,0,0.065,0.003,24.85,-22.6,1.33,1.1,26.47,-19.49,1.43,1.36,20.08,-19.49,1.18,1.03,34.5,-18.99,1.64,1.82,159,562,42,541.4,0.0,0.48,1.0
D_CASH_n8_d20_off0_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,0,1,0.065,0.003,20.67,-25.96,1.12,0.8,21.95,-25.96,1.2,0.85,16.12,-25.96,0.96,0.62,28.67,-21.57,1.39,1.33,159,562,42,321.7,1028.7,0.48,0.1
D_CASH_n8_d20_off1_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,1,0,0.065,0.003,28.4,-21.72,1.46,1.31,29.7,-21.72,1.56,1.37,24.14,-18.85,1.36,1.28,37.9,-21.72,1.76,1.75,158,556,42,844.9,0.0,0.48,0.0
D_CASH_n8_d20_off1_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,1,1,0.065,0.003,23.73,-26.69,1.23,0.89,24.81,-25.88,1.32,0.96,19.72,-25.73,1.12,0.77,31.78,-25.88,1.5,1.23,158,556,42,466.7,1735.7,0.48,0.1
D_CASH_n8_d20_off2_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,2,0,0.065,0.003,29.01,-21.1,1.5,1.37,31.22,-20.49,1.63,1.52,26.57,-17.25,1.45,1.54,37.41,-20.49,1.75,1.83,156,553,42,932.4,0.0,0.47,0.0
D_CASH_n8_d20_off2_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,2,1,0.065,0.003,24.29,-26.71,1.26,0.91,26.09,-25.11,1.37,1.04,21.71,-25.11,1.19,0.86,31.41,-22.81,1.49,1.38,156,553,42,507.4,1968.0,0.47,0.1
D_CASH_n8_d20_off3_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,3,0,0.065,0.003,26.98,-23.13,1.42,1.17,30.15,-20.93,1.61,1.44,22.78,-20.93,1.29,1.09,39.8,-16.77,1.88,2.37,161,570,42,690.6,0.0,0.47,0.0
D_CASH_n8_d20_off3_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,3,1,0.065,0.003,22.44,-28.19,1.19,0.8,25.19,-28.13,1.34,0.9,18.38,-28.13,1.05,0.65,33.3,-17.35,1.59,1.92,161,570,42,384.3,1423.9,0.47,0.1
D_CASH_n8_d20_off4_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,4,0,0.065,0.003,26.02,-21.52,1.36,1.21,27.92,-20.15,1.49,1.39,19.17,-19.29,1.11,0.99,43.09,-20.15,1.93,2.14,164,580,42,601.1,0.0,0.48,0.0
D_CASH_n8_d20_off4_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,4,1,0.065,0.003,21.73,-27.73,1.15,0.78,23.41,-25.95,1.26,0.9,15.31,-25.95,0.9,0.59,36.21,-24.57,1.63,1.47,164,580,42,346.3,1266.7,0.48,0.1
D_CASH_n8_d20_off5_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,5,0,0.065,0.003,26.93,-22.45,1.37,1.2,30.27,-22.1,1.56,1.37,19.92,-20.81,1.14,0.96,42.44,-15.35,1.89,2.76,163,560,42,615.8,0.0,0.48,0.0
D_CASH_n8_d20_off5_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,5,1,0.065,0.003,22.39,-27.63,1.15,0.81,25.31,-27.4,1.31,0.92,15.91,-26.2,0.94,0.61,35.41,-21.3,1.59,1.66,163,560,42,346.2,1430.7,0.48,0.1
D_CASH_n8_d20_off6_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,6,0,0.065,0.003,26.61,-23.35,1.36,1.14,27.78,-16.84,1.47,1.65,21.8,-16.5,1.27,1.32,37.82,-16.84,1.75,2.25,163,565,43,707.6,0.0,0.48,0.0
D_CASH_n8_d20_off6_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,6,1,0.065,0.003,22.26,-27.9,1.15,0.8,23.31,-22.28,1.24,1.05,17.99,-22.28,1.06,0.81,31.65,-21.36,1.47,1.48,163,565,43,403.4,1439.2,0.48,0.1
D_CASH_n8_d20_off7_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,7,0,0.065,0.003,25.0,-27.55,1.3,0.91,25.42,-27.55,1.37,0.92,19.93,-27.55,1.16,0.72,36.84,-22.02,1.72,1.67,163,576,44,611.8,0.0,0.48,0.0
D_CASH_n8_d20_off7_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,7,1,0.065,0.003,20.97,-32.24,1.11,0.65,21.37,-32.24,1.16,0.66,16.19,-32.24,0.95,0.5,30.89,-26.28,1.45,1.18,163,576,44,360.1,1155.9,0.48,0.1
D_CASH_n8_d20_off8_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,8,0,0.065,0.003,21.6,-26.53,1.15,0.81,22.43,-23.49,1.23,0.95,27.36,-21.33,1.5,1.28,24.98,-23.49,1.25,1.06,165,584,44,417.6,0.0,0.47,0.0
D_CASH_n8_d20_off8_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,8,1,0.065,0.003,17.94,-27.66,0.97,0.65,18.74,-27.66,1.04,0.68,22.72,-27.66,1.25,0.82,20.79,-26.81,1.05,0.78,165,584,44,256.3,672.3,0.48,0.1
D_CASH_n8_d20_off9_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,9,0,0.065,0.003,20.85,-26.59,1.13,0.78,20.55,-26.59,1.16,0.77,20.74,-26.59,1.18,0.78,27.62,-20.08,1.4,1.38,168,587,44,354.4,0.0,0.48,0.0
D_CASH_n8_d20_off9_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,9,1,0.065,0.003,17.17,-31.18,0.94,0.55,16.9,-31.18,0.97,0.54,17.11,-31.18,0.99,0.55,22.78,-23.39,1.18,0.97,168,587,44,221.5,580.4,0.49,0.1
D_CASH_n8_d20_off10_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,10,0,0.065,0.003,23.83,-25.97,1.25,0.92,24.0,-25.97,1.32,0.92,23.28,-25.97,1.31,0.9,27.69,-20.37,1.42,1.36,166,586,42,558.4,0.0,0.49,0.1
D_CASH_n8_d20_off10_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,10,1,0.065,0.003,19.74,-31.12,1.04,0.63,19.84,-31.12,1.1,0.64,19.25,-31.12,1.09,0.62,22.8,-23.64,1.19,0.96,166,586,42,327.1,923.3,0.49,0.1
D_CASH_n8_d20_off11_tax0,NIFTYBEES,sma100,cash,weekly,8,donch20,11,0,0.065,0.003,19.94,-24.55,1.09,0.81,19.5,-24.55,1.11,0.79,22.22,-24.55,1.28,0.9,23.27,-22.27,1.2,1.04,168,588,43,362.1,0.0,0.49,0.0
D_CASH_n8_d20_off11_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,11,1,0.065,0.003,16.47,-30.49,0.91,0.54,16.0,-30.49,0.92,0.52,18.39,-30.49,1.06,0.6,19.08,-27.33,1.0,0.7,168,588,43,229.8,517.1,0.49,0.1
D_CASH_n8_d20_cash5_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,0,1,0.05,0.003,19.77,-26.4,1.08,0.75,21.08,-26.4,1.16,0.8,15.41,-26.3,0.92,0.59,27.73,-21.65,1.36,1.28,159,562,42,286.2,918.2,0.48,0.1
D_CASH_n8_d20_rt50_tax1,NIFTYBEES,sma100,cash,weekly,8,donch20,0,1,0.065,0.005,19.65,-26.83,1.07,0.73,20.87,-26.83,1.15,0.78,14.96,-26.68,0.9,0.56,27.57,-21.87,1.35,1.26,159,562,42,469.8,906.6,0.48,0.1
