label,series,cons,action,freq,n,exit,offset,tax,cash_y,rt,w0_cagr,w0_dd,w0_sharpe,w0_calmar,wa_cagr,wa_dd,wa_sharpe,wa_calmar,w1_cagr,w1_dd,w1_sharpe,w1_calmar,w2_cagr,w2_dd,w2_sharpe,w2_calmar,fills,donch_exits,gate_events,cost_pct,tax_pct,avg_inv,secs
A_NIFTYMIDCAP150_ema100_tax0,NIFTYMIDCAP150,ema100,cash,weekly,8,donch15,0,0,0.065,0.003,18.49,-50.08,1.03,0.37,23.3,-27.73,1.33,0.84,16.93,-17.51,1.14,0.97,37.05,-20.64,1.75,1.79,185,872,39,217.2,0.0,0.48,0.0
A_NIFTYMIDCAP150_ema100_tax1,NIFTYMIDCAP150,ema100,cash,weekly,8,donch15,0,1,0.065,0.003,14.92,-52.02,0.85,0.29,19.29,-33.38,1.12,0.58,13.26,-23.56,0.9,0.56,31.43,-24.26,1.52,1.3,185,872,39,139.8,307.1,0.48,0.1
A_NIFTYMIDCAP150_ema150_tax0,NIFTYMIDCAP150,ema150,cash,weekly,8,donch15,0,0,0.065,0.003,17.54,-50.08,0.98,0.35,21.65,-32.69,1.22,0.66,17.4,-16.71,1.15,1.04,35.33,-21.36,1.66,1.65,191,895,38,215.5,0.0,0.49,0.0
A_NIFTYMIDCAP150_ema150_tax1,NIFTYMIDCAP150,ema150,cash,weekly,8,donch15,0,1,0.065,0.003,14.13,-52.02,0.81,0.27,17.88,-37.96,1.03,0.47,14.16,-23.3,0.94,0.61,29.99,-24.26,1.44,1.24,191,895,38,139.7,272.2,0.49,0.1
A_NIFTYMIDCAP150_ema200_tax0,NIFTYMIDCAP150,ema200,cash,weekly,8,donch15,0,0,0.065,0.003,16.49,-50.08,0.92,0.33,20.14,-33.11,1.13,0.61,18.59,-13.53,1.17,1.37,31.58,-20.42,1.5,1.55,196,931,33,205.3,0.0,0.51,0.1
A_NIFTYMIDCAP150_ema200_tax1,NIFTYMIDCAP150,ema200,cash,weekly,8,donch15,0,1,0.065,0.003,13.21,-52.02,0.76,0.25,16.56,-38.35,0.95,0.43,15.46,-18.74,0.99,0.83,26.62,-24.26,1.3,1.1,196,931,33,135.2,244.3,0.51,0.1
A_NIFTYMIDCAP150_xo50_200_tax0,NIFTYMIDCAP150,xo50_200,cash,weekly,8,donch15,0,0,0.065,0.003,16.82,-50.08,0.93,0.34,20.4,-33.98,1.16,0.6,22.67,-14.43,1.38,1.57,28.28,-20.07,1.42,1.41,194,957,11,212.1,0.0,0.51,0.1
A_NIFTYMIDCAP150_xo50_200_tax1,NIFTYMIDCAP150,xo50_200,cash,weekly,8,donch15,0,1,0.065,0.003,13.43,-52.02,0.77,0.26,16.51,-38.67,0.96,0.43,18.72,-17.3,1.17,1.08,23.8,-24.44,1.22,0.97,194,957,11,137.8,265.4,0.51,0.1
A_NIFTYMIDCAP150_xo20_100_tax0,NIFTYMIDCAP150,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,17.26,-50.08,0.98,0.34,21.2,-33.19,1.25,0.64,15.48,-19.5,1.11,0.79,34.37,-21.2,1.67,1.62,183,897,24,186.2,0.0,0.47,0.0
A_NIFTYMIDCAP150_xo20_100_tax1,NIFTYMIDCAP150,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,13.83,-52.02,0.8,0.27,17.25,-37.6,1.04,0.46,12.32,-26.09,0.88,0.47,29.2,-24.44,1.45,1.19,183,897,24,121.9,261.8,0.47,0.1
A_NIFTYMIDCAP150_dd8_tax0,NIFTYMIDCAP150,dd8,cash,weekly,8,donch15,0,0,0.065,0.003,15.55,-50.08,0.88,0.31,19.06,-34.33,1.13,0.56,18.57,-17.21,1.31,1.08,29.11,-20.07,1.43,1.45,186,909,22,159.4,0.0,0.48,0.0
A_NIFTYMIDCAP150_dd8_tax1,NIFTYMIDCAP150,dd8,cash,weekly,8,donch15,0,1,0.065,0.003,12.37,-52.02,0.72,0.24,15.46,-38.99,0.94,0.4,15.13,-23.81,1.06,0.64,24.51,-24.26,1.23,1.01,186,909,22,107.7,207.4,0.48,0.1
A_NIFTYMIDCAP150_dd10_tax0,NIFTYMIDCAP150,dd10,cash,weekly,8,donch15,0,0,0.065,0.003,16.27,-50.08,0.9,0.32,20.1,-33.93,1.14,0.59,17.2,-18.4,1.15,0.94,31.9,-20.06,1.5,1.59,201,971,28,182.1,0.0,0.51,0.0
A_NIFTYMIDCAP150_dd10_tax1,NIFTYMIDCAP150,dd10,cash,weekly,8,donch15,0,1,0.065,0.003,12.93,-52.02,0.74,0.25,16.27,-38.62,0.94,0.42,13.7,-24.86,0.92,0.55,26.79,-25.59,1.29,1.05,201,971,28,121.3,229.0,0.51,0.1
A_NIFTYMIDCAP150_dd12_tax0,NIFTYMIDCAP150,dd12,cash,weekly,8,donch15,0,0,0.065,0.003,16.29,-50.08,0.88,0.33,20.13,-42.57,1.1,0.47,20.37,-16.13,1.2,1.26,31.03,-20.06,1.47,1.55,217,1065,21,198.7,0.0,0.56,0.1
A_NIFTYMIDCAP150_dd12_tax1,NIFTYMIDCAP150,dd12,cash,weekly,8,donch15,0,1,0.065,0.003,12.78,-52.02,0.72,0.25,16.06,-46.85,0.9,0.34,16.34,-22.86,0.99,0.71,26.03,-25.59,1.26,1.02,217,1065,21,129.0,232.5,0.56,0.1
A_NIFTYMIDCAP150_dd15_tax0,NIFTYMIDCAP150,dd15,cash,weekly,8,donch15,0,0,0.065,0.003,17.83,-50.08,0.93,0.36,22.35,-42.57,1.17,0.52,20.8,-14.41,1.2,1.44,36.43,-23.91,1.61,1.52,225,1104,14,216.9,0.0,0.59,0.0
A_NIFTYMIDCAP150_dd15_tax1,NIFTYMIDCAP150,dd15,cash,weekly,8,donch15,0,1,0.065,0.003,14.07,-52.02,0.76,0.27,17.91,-47.06,0.97,0.38,16.57,-20.4,0.99,0.81,30.55,-26.74,1.39,1.14,225,1104,14,138.5,284.9,0.59,0.1
A_NIFTYMIDCAP150_mom63_tax0,NIFTYMIDCAP150,mom63,cash,weekly,8,donch15,0,0,0.065,0.003,18.16,-50.08,1.03,0.36,22.48,-35.0,1.34,0.64,15.44,-17.01,1.11,0.91,38.47,-20.07,1.87,1.92,180,819,41,209.9,0.0,0.46,0.0
A_NIFTYMIDCAP150_mom63_tax1,NIFTYMIDCAP150,mom63,cash,weekly,8,donch15,0,1,0.065,0.003,14.65,-52.02,0.85,0.28,18.4,-39.57,1.11,0.47,12.47,-23.28,0.89,0.54,32.48,-24.26,1.6,1.34,180,819,41,135.5,307.2,0.46,0.1
A_NIFTYMIDCAP150_mom126_tax0,NIFTYMIDCAP150,mom126,cash,weekly,8,donch15,0,0,0.065,0.003,14.32,-50.08,0.82,0.29,17.07,-29.76,1.02,0.57,19.42,-16.31,1.22,1.19,22.98,-20.07,1.22,1.15,195,927,28,163.9,0.0,0.49,0.0
A_NIFTYMIDCAP150_mom126_tax1,NIFTYMIDCAP150,mom126,cash,weekly,8,donch15,0,1,0.065,0.003,11.32,-52.02,0.67,0.22,13.74,-34.75,0.84,0.4,15.98,-22.99,1.03,0.69,19.0,-24.26,1.03,0.78,195,927,28,113.7,190.1,0.49,0.1
A_NIFTYSMLCAP250_sma100_tax0,NIFTYSMLCAP250,sma100,cash,weekly,8,donch15,0,0,0.065,0.003,17.57,-50.08,1.01,0.35,21.53,-33.67,1.31,0.64,17.65,-15.66,1.25,1.13,35.95,-20.07,1.78,1.79,176,825,36,171.2,0.0,0.45,0.0
A_NIFTYSMLCAP250_sma100_tax1,NIFTYSMLCAP250,sma100,cash,weekly,8,donch15,0,1,0.065,0.003,14.2,-52.02,0.83,0.27,17.67,-38.4,1.09,0.46,14.29,-21.83,1.01,0.65,30.61,-24.26,1.54,1.26,176,825,36,114.5,269.0,0.45,0.1
A_NIFTYSMLCAP250_sma150_tax0,NIFTYSMLCAP250,sma150,cash,weekly,8,donch15,0,0,0.065,0.003,16.75,-50.08,0.95,0.33,20.2,-35.48,1.21,0.57,19.16,-13.75,1.33,1.39,32.81,-20.07,1.61,1.63,183,876,28,168.0,0.0,0.47,0.1
A_NIFTYSMLCAP250_sma150_tax1,NIFTYSMLCAP250,sma150,cash,weekly,8,donch15,0,1,0.065,0.003,13.4,-52.02,0.78,0.26,16.37,-40.53,1.0,0.4,15.91,-20.58,1.09,0.77,27.63,-24.26,1.38,1.14,183,876,28,112.7,246.1,0.47,0.1
A_NIFTYSMLCAP250_sma200_tax0,NIFTYSMLCAP250,sma200,cash,weekly,8,donch15,0,0,0.065,0.003,17.18,-50.08,0.96,0.34,20.91,-22.98,1.23,0.91,22.8,-15.39,1.5,1.48,28.28,-20.37,1.41,1.39,186,896,30,202.3,0.0,0.48,0.1
A_NIFTYSMLCAP250_sma200_tax1,NIFTYSMLCAP250,sma200,cash,weekly,8,donch15,0,1,0.065,0.003,13.84,-52.02,0.8,0.27,17.1,-28.72,1.02,0.6,18.97,-22.1,1.24,0.86,23.63,-26.68,1.21,0.89,186,896,30,134.1,267.7,0.48,0.1
A_NIFTYSMLCAP250_ema100_tax0,NIFTYSMLCAP250,ema100,cash,weekly,8,donch15,0,0,0.065,0.003,17.2,-50.08,0.98,0.34,21.44,-34.49,1.26,0.62,17.11,-16.75,1.22,1.02,35.58,-20.07,1.7,1.77,179,838,36,183.6,0.0,0.46,0.0
A_NIFTYSMLCAP250_ema100_tax1,NIFTYSMLCAP250,ema100,cash,weekly,8,donch15,0,1,0.065,0.003,13.75,-52.02,0.81,0.26,17.61,-39.61,1.06,0.44,13.77,-22.84,0.98,0.6,30.12,-24.26,1.47,1.24,179,838,36,120.1,262.7,0.46,0.1
A_NIFTYSMLCAP250_ema150_tax0,NIFTYSMLCAP250,ema150,cash,weekly,8,donch15,0,0,0.065,0.003,17.37,-50.08,0.99,0.35,21.41,-22.39,1.26,0.96,20.25,-15.39,1.39,1.32,31.1,-20.07,1.54,1.55,176,833,31,192.7,0.0,0.45,0.0
A_NIFTYSMLCAP250_ema150_tax1,NIFTYSMLCAP250,ema150,cash,weekly,8,donch15,0,1,0.065,0.003,14.04,-52.02,0.82,0.27,17.75,-28.46,1.06,0.62,17.03,-22.09,1.16,0.77,26.07,-24.26,1.32,1.07,176,833,31,127.9,278.8,0.46,0.1
A_NIFTYSMLCAP250_ema200_tax0,NIFTYSMLCAP250,ema200,cash,weekly,8,donch15,0,0,0.065,0.003,16.87,-50.08,0.96,0.34,20.69,-33.71,1.21,0.61,20.42,-15.39,1.39,1.33,31.97,-20.07,1.57,1.59,175,828,30,168.7,0.0,0.45,0.0
A_NIFTYSMLCAP250_ema200_tax1,NIFTYSMLCAP250,ema200,cash,weekly,8,donch15,0,1,0.065,0.003,13.57,-52.02,0.79,0.26,17.08,-38.9,1.01,0.44,17.19,-22.09,1.16,0.78,26.8,-26.18,1.35,1.02,175,828,30,113.8,253.6,0.45,0.1
A_NIFTYSMLCAP250_xo50_200_tax0,NIFTYSMLCAP250,xo50_200,cash,weekly,8,donch15,0,0,0.065,0.003,15.51,-50.08,0.88,0.31,18.52,-45.32,1.1,0.41,24.18,-14.4,1.53,1.68,29.14,-20.03,1.48,1.45,183,892,13,150.1,0.0,0.47,0.0
A_NIFTYSMLCAP250_xo50_200_tax1,NIFTYSMLCAP250,xo50_200,cash,weekly,8,donch15,0,1,0.065,0.003,12.24,-52.02,0.72,0.24,14.8,-49.2,0.9,0.3,20.41,-15.96,1.32,1.28,24.54,-23.86,1.28,1.03,183,892,13,101.4,210.8,0.47,0.1
A_NIFTYSMLCAP250_xo20_100_tax0,NIFTYSMLCAP250,xo20_100,cash,weekly,8,donch15,0,0,0.065,0.003,16.72,-50.08,0.96,0.33,20.77,-33.19,1.26,0.63,18.7,-12.89,1.37,1.45,30.95,-21.03,1.56,1.47,177,859,22,165.0,0.0,0.45,0.0
A_NIFTYSMLCAP250_xo20_100_tax1,NIFTYSMLCAP250,xo20_100,cash,weekly,8,donch15,0,1,0.065,0.003,13.41,-52.02,0.79,0.26,16.98,-38.42,1.04,0.44,15.59,-17.61,1.13,0.89,26.14,-24.44,1.34,1.07,177,859,22,110.7,243.8,0.45,0.1
A_NIFTYSMLCAP250_dd8_tax0,NIFTYSMLCAP250,dd8,cash,weekly,8,donch15,0,0,0.065,0.003,14.8,-50.08,0.89,0.3,17.99,-37.11,1.19,0.48,23.4,-12.14,1.71,1.93,25.92,-20.07,1.43,1.29,162,773,29,122.4,0.0,0.4,0.0
A_NIFTYSMLCAP250_dd8_tax1,NIFTYSMLCAP250,dd8,cash,weekly,8,donch15,0,1,0.065,0.003,11.87,-52.02,0.73,0.23,14.75,-40.78,0.98,0.36,19.86,-18.38,1.42,1.08,21.91,-24.26,1.23,0.9,162,773,29,86.5,179.3,0.4,0.1
A_NIFTYSMLCAP250_dd10_tax0,NIFTYSMLCAP250,dd10,cash,weekly,8,donch15,0,0,0.065,0.003,17.04,-50.08,0.97,0.34,21.21,-23.74,1.28,0.89,22.18,-12.14,1.59,1.83,29.83,-20.07,1.51,1.49,177,837,28,177.6,0.0,0.45,0.0
A_NIFTYSMLCAP250_dd10_tax1,NIFTYSMLCAP250,dd10,cash,weekly,8,donch15,0,1,0.065,0.003,13.87,-52.02,0.81,0.27,17.61,-28.63,1.08,0.62,18.83,-18.38,1.33,1.02,25.1,-24.26,1.3,1.03,177,837,28,120.5,253.4,0.45,0.1
A_NIFTYSMLCAP250_dd12_tax0,NIFTYSMLCAP250,dd12,cash,weekly,8,donch15,0,0,0.065,0.003,16.61,-50.08,0.93,0.33,20.58,-34.52,1.19,0.6,22.55,-15.39,1.51,1.47,30.49,-20.07,1.49,1.52,189,919,20,180.0,0.0,0.49,0.1
A_NIFTYSMLCAP250_dd12_tax1,NIFTYSMLCAP250,dd12,cash,weekly,8,donch15,0,1,0.065,0.003,13.22,-52.02,0.76,0.25,16.68,-39.17,0.98,0.43,18.8,-22.1,1.25,0.85,25.47,-25.67,1.27,0.99,189,919,20,119.1,245.3,0.49,0.1
A_NIFTYSMLCAP250_dd15_tax0,NIFTYSMLCAP250,dd15,cash,weekly,8,donch15,0,0,0.065,0.003,14.85,-50.08,0.83,0.3,18.07,-42.57,1.03,0.42,22.19,-14.41,1.41,1.54,27.02,-23.1,1.31,1.17,199,987,18,160.6,0.0,0.51,0.1
A_NIFTYSMLCAP250_dd15_tax1,NIFTYSMLCAP250,dd15,cash,weekly,8,donch15,0,1,0.065,0.003,11.57,-52.02,0.67,0.22,14.32,-46.65,0.84,0.31,18.08,-20.97,1.15,0.86,22.4,-29.15,1.12,0.77,199,987,18,107.5,198.4,0.52,0.1
A_NIFTYSMLCAP250_mom63_tax0,NIFTYSMLCAP250,mom63,cash,weekly,8,donch15,0,0,0.065,0.003,17.17,-50.08,0.99,0.34,21.0,-35.46,1.27,0.59,16.96,-12.22,1.22,1.39,34.21,-24.1,1.69,1.42,178,819,36,179.1,0.0,0.45,0.1
A_NIFTYSMLCAP250_mom63_tax1,NIFTYSMLCAP250,mom63,cash,weekly,8,donch15,0,1,0.065,0.003,13.99,-52.02,0.82,0.27,17.4,-39.93,1.07,0.44,14.02,-18.53,1.01,0.76,29.34,-29.25,1.47,1.0,178,819,36,120.6,260.7,0.45,0.1
A_NIFTYSMLCAP250_mom126_tax0,NIFTYSMLCAP250,mom126,cash,weekly,8,donch15,0,0,0.065,0.003,16.32,-50.08,0.95,0.33,19.93,-20.07,1.22,0.99,21.38,-14.4,1.39,1.48,26.09,-20.07,1.4,1.3,178,841,26,161.0,0.0,0.45,0.1
A_NIFTYSMLCAP250_mom126_tax1,NIFTYSMLCAP250,mom126,cash,weekly,8,donch15,0,1,0.065,0.003,13.24,-52.02,0.79,0.25,16.47,-25.6,1.03,0.64,17.86,-17.16,1.18,1.04,22.03,-24.26,1.21,0.91,178,841,26,112.1,220.9,0.45,0.1
