variant,symbol,date,direction,fire_time,entry_time,entry,stop,qty,atr_at_entry,first_move_dir,bars_to_commit,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
5m_fixed_1.5R,NIFTY50,2024-03-26,LONG,2024-03-26T13:45:00,2024-03-26T14:00:00,22049.75,22036.24,13,13.51,LONG,2,2024-03-26T14:15:00,22036.24,STOP,-175.65,-605.49
5m_fixed_1.5R,NIFTY50,2024-04-02,LONG,2024-04-02T13:15:00,2024-04-02T13:30:00,22415.55,22403.57,13,11.98,LONG,2,2024-04-02T14:05:00,22403.57,STOP,-155.69,-592.68
5m_fixed_1.5R,NIFTY50,2024-04-05,SHORT,2024-04-05T14:00:00,2024-04-05T14:15:00,22504.40,22517.45,13,13.05,SHORT,2,2024-04-05T15:00:00,22517.45,STOP,-169.59,-608.56
5m_fixed_1.5R,NIFTY50,2024-04-10,LONG,2024-04-10T11:35:00,2024-04-10T12:10:00,22704.85,22691.77,13,13.08,LONG,6,2024-04-10T12:25:00,22691.77,STOP,-169.98,-612.60
5m_fixed_1.5R,NIFTY50,2024-04-26,SHORT,2024-04-26T12:40:00,2024-04-26T13:20:00,22483.75,22501.84,13,18.09,SHORT,7,2024-04-26T13:25:00,22456.62,TARGET,352.71,-85.46
5m_fixed_1.5R,NIFTY50,2024-04-30,LONG,2024-04-30T13:10:00,2024-04-30T13:25:00,22731.50,22717.23,13,14.27,LONG,2,2024-04-30T14:00:00,22752.90,TARGET,278.18,-165.30
5m_fixed_1.5R,NIFTY50,2024-05-21,LONG,2024-05-21T09:50:00,2024-05-21T10:05:00,22473.15,22453.17,13,19.98,LONG,2,2024-05-21T11:05:00,22503.12,TARGET,389.62,-48.90
5m_fixed_1.5R,NIFTY50,2024-05-22,SHORT,2024-05-22T12:15:00,2024-05-22T12:30:00,22566.55,22583.08,13,16.53,SHORT,2,2024-05-22T13:30:00,22583.08,STOP,-214.88,-655.09
5m_fixed_1.5R,NIFTY50,2024-05-24,SHORT,2024-05-24T13:00:00,2024-05-24T13:15:00,22991.25,23008.03,13,16.78,SHORT,2,2024-05-24T13:20:00,23008.03,STOP,-218.09,-666.58
5m_fixed_1.5R,NIFTY50,2024-05-28,SHORT,2024-05-28T10:35:00,2024-05-28T11:15:00,22968.70,22985.96,13,17.26,SHORT,7,2024-05-28T11:30:00,22942.81,TARGET,336.52,-111.12
5m_fixed_1.5R,NIFTY50,2024-06-06,SHORT,2024-06-06T13:35:00,2024-06-06T13:50:00,22761.45,22816.22,13,54.77,SHORT,2,2024-06-06T14:40:00,22679.29,TARGET,1068.08,625.03
5m_fixed_1.5R,NIFTY50,2024-06-10,LONG,2024-06-10T13:40:00,2024-06-10T14:05:00,23375.95,23357.60,12,18.35,LONG,4,2024-06-10T14:15:00,23357.60,STOP,-220.20,-640.80
5m_fixed_1.5R,NIFTY50,2024-06-11,LONG,2024-06-11T13:30:00,2024-06-11T13:50:00,23381.95,23365.52,12,16.43,LONG,3,2024-06-11T13:55:00,23365.52,STOP,-197.13,-617.85
5m_fixed_1.5R,NIFTY50,2024-06-14,SHORT,2024-06-14T13:15:00,2024-06-14T13:35:00,23441.45,23452.38,12,10.93,SHORT,3,2024-06-14T13:55:00,23425.05,TARGET,196.77,-225.03
5m_fixed_1.5R,NIFTY50,2024-06-18,SHORT,2024-06-18T14:00:00,2024-06-18T14:15:00,23539.55,23549.78,12,10.23,SHORT,2,2024-06-18T15:00:00,23549.78,STOP,-122.78,-546.59
5m_fixed_1.5R,NIFTY50,2024-06-26,LONG,2024-06-26T10:55:00,2024-06-26T11:10:00,23775.70,23754.21,12,21.49,LONG,2,2024-06-26T11:25:00,23807.94,TARGET,386.85,-41.40
5m_fixed_1.5R,NIFTY50,2024-07-01,LONG,2024-07-01T13:45:00,2024-07-01T14:05:00,24134.65,24121.71,12,12.94,LONG,3,2024-07-01T14:25:00,24121.71,STOP,-155.25,-589.55
5m_fixed_1.5R,NIFTY50,2024-07-04,SHORT,2024-07-04T12:45:00,2024-07-04T13:05:00,24344.30,24356.08,12,11.78,SHORT,3,2024-07-04T13:45:00,24326.63,TARGET,211.98,-226.06
5m_fixed_1.5R,NIFTY50,2024-07-08,SHORT,2024-07-08T13:10:00,2024-07-08T13:35:00,24277.05,24294.11,12,17.06,SHORT,4,2024-07-08T13:50:00,24294.11,STOP,-204.77,-641.91
5m_fixed_1.5R,NIFTY50,2024-07-10,SHORT,2024-07-10T13:50:00,2024-07-10T14:05:00,24232.55,24252.40,12,19.85,SHORT,2,2024-07-10T14:15:00,24252.40,STOP,-238.18,-674.54
5m_fixed_1.5R,NIFTY50,2024-07-15,SHORT,2024-07-15T13:15:00,2024-07-15T13:45:00,24612.40,24626.70,12,14.30,SHORT,5,2024-07-15T14:10:00,24590.95,TARGET,257.45,-185.38
5m_fixed_1.5R,NIFTY50,2024-08-08,SHORT,2024-08-08T12:10:00,2024-08-08T12:50:00,24269.30,24304.77,12,35.47,SHORT,7,2024-08-08T12:55:00,24216.10,TARGET,638.40,202.03
5m_fixed_1.5R,NIFTY50,2024-08-14,LONG,2024-08-14T10:55:00,2024-08-14T11:35:00,24154.35,24134.51,12,19.84,LONG,7,2024-08-14T11:40:00,24134.51,STOP,-238.04,-672.64
5m_fixed_1.5R,NIFTY50,2024-08-19,LONG,2024-08-19T13:45:00,2024-08-19T14:05:00,24573.10,24556.79,12,16.31,LONG,3,2024-08-19T15:15:00,24588.85,EOD,189.00,-253.46
5m_fixed_1.5R,NIFTY50,2024-08-20,SHORT,2024-08-20T13:10:00,2024-08-20T13:25:00,24710.95,24723.65,12,12.70,SHORT,2,2024-08-20T13:50:00,24723.65,STOP,-152.36,-597.27
5m_fixed_1.5R,NIFTY50,2024-08-21,LONG,2024-08-21T13:30:00,2024-08-21T13:45:00,24724.15,24710.23,12,13.92,LONG,2,2024-08-21T14:20:00,24745.03,TARGET,250.60,-194.63
5m_fixed_1.5R,NIFTY50,2024-08-22,SHORT,2024-08-22T11:45:00,2024-08-22T12:15:00,24832.70,24844.47,12,11.77,SHORT,5,2024-08-22T13:00:00,24815.05,TARGET,211.84,-234.99
5m_fixed_1.5R,NIFTY50,2024-08-27,LONG,2024-08-27T11:00:00,2024-08-27T11:20:00,25060.70,25042.24,11,18.46,LONG,3,2024-08-27T11:50:00,25042.24,STOP,-203.06,-616.41
5m_fixed_1.5R,NIFTY50,2024-08-29,LONG,2024-08-29T11:50:00,2024-08-29T12:15:00,25088.30,25075.57,11,12.73,LONG,4,2024-08-29T12:25:00,25107.40,TARGET,210.12,-204.00
5m_fixed_1.5R,NIFTY50,2024-08-30,SHORT,2024-08-30T12:20:00,2024-08-30T12:50:00,25239.30,25253.52,11,14.22,SHORT,5,2024-08-30T14:10:00,25246.20,TIME_STOP,-75.90,-492.41
5m_fixed_1.5R,NIFTY50,2024-09-03,LONG,2024-09-03T12:55:00,2024-09-03T13:05:00,25277.15,25267.38,11,9.77,LONG,1,2024-09-03T13:15:00,25291.80,TARGET,161.20,-256.00
5m_fixed_1.5R,NIFTY50,2024-09-04,LONG,2024-09-04T13:15:00,2024-09-04T13:25:00,25179.20,25165.10,11,14.10,LONG,1,2024-09-04T13:40:00,25165.10,STOP,-155.14,-570.48
5m_fixed_1.5R,NIFTY50,2024-09-11,SHORT,2024-09-11T12:55:00,2024-09-11T13:35:00,25030.70,25049.14,11,18.44,SHORT,7,2024-09-11T13:55:00,25003.03,TARGET,304.33,-108.45
5m_fixed_1.5R,NIFTY50,2024-09-12,LONG,2024-09-12T14:00:00,2024-09-12T14:10:00,25205.30,25170.84,11,34.46,LONG,1,2024-09-12T14:20:00,25256.99,TARGET,568.62,152.31
5m_fixed_1.5R,NIFTY50,2024-09-13,LONG,2024-09-13T13:15:00,2024-09-13T13:50:00,25362.55,25348.19,11,14.36,LONG,6,2024-09-13T14:00:00,25384.10,TARGET,237.01,-181.65
5m_fixed_1.5R,NIFTY50,2024-09-17,LONG,2024-09-17T10:15:00,2024-09-17T10:35:00,25389.45,25372.77,11,16.68,LONG,3,2024-09-17T10:55:00,25414.47,TARGET,275.20,-143.93
5m_fixed_1.5R,NIFTY50,2024-09-18,LONG,2024-09-18T10:35:00,2024-09-18T10:45:00,25467.45,25450.01,11,17.44,LONG,1,2024-09-18T11:00:00,25450.01,STOP,-191.83,-611.90
5m_fixed_1.5R,NIFTY50,2024-09-26,LONG,2024-09-26T12:10:00,2024-09-26T12:25:00,26092.20,26078.26,11,13.94,LONG,2,2024-09-26T13:10:00,26078.26,STOP,-153.30,-583.71
5m_fixed_1.5R,NIFTY50,2024-10-08,LONG,2024-10-08T10:25:00,2024-10-08T10:40:00,24931.25,24888.88,12,42.37,LONG,2,2024-10-08T10:55:00,24888.88,STOP,-508.46,-956.84
5m_fixed_1.5R,NIFTY50,2024-10-17,SHORT,2024-10-17T13:45:00,2024-10-17T14:05:00,24744.60,24759.38,12,14.78,SHORT,3,2024-10-17T14:25:00,24759.38,STOP,-177.34,-622.88
5m_fixed_1.5R,NIFTY50,2024-10-23,SHORT,2024-10-23T14:00:00,2024-10-23T14:15:00,24487.05,24510.49,12,23.44,SHORT,2,2024-10-23T14:20:00,24451.89,TARGET,421.91,-18.54
5m_fixed_1.5R,NIFTY50,2024-10-30,SHORT,2024-10-30T13:15:00,2024-10-30T13:25:00,24380.90,24404.37,12,23.47,SHORT,1,2024-10-30T13:30:00,24404.37,STOP,-281.69,-720.76
5m_fixed_1.5R,NIFTY50,2024-11-05,SHORT,2024-11-05T11:30:00,2024-11-05T11:40:00,23898.65,23930.49,12,31.84,SHORT,1,2024-11-05T11:50:00,23850.89,TARGET,573.06,143.31
5m_fixed_1.5R,NIFTY50,2024-11-12,SHORT,2024-11-12T12:35:00,2024-11-12T12:45:00,24050.35,24080.46,12,30.11,SHORT,1,2024-11-12T12:50:00,24005.18,TARGET,542.06,109.56
5m_fixed_1.5R,NIFTY50,2024-11-13,SHORT,2024-11-13T12:15:00,2024-11-13T12:50:00,23674.90,23700.78,12,25.88,SHORT,6,2024-11-13T13:10:00,23636.08,TARGET,465.90,40.10
5m_fixed_1.5R,NIFTY50,2024-11-14,SHORT,2024-11-14T11:00:00,2024-11-14T11:15:00,23492.00,23525.02,12,33.02,SHORT,2,2024-11-14T11:55:00,23525.02,STOP,-396.22,-819.37
5m_fixed_1.5R,NIFTY50,2024-11-21,LONG,2024-11-21T11:45:00,2024-11-21T12:05:00,23360.80,23339.81,12,20.99,LONG,3,2024-11-21T12:45:00,23339.81,STOP,-251.82,-672.13
5m_fixed_1.5R,NIFTY50,2024-12-04,SHORT,2024-12-04T11:55:00,2024-12-04T12:05:00,24410.55,24443.41,12,32.86,SHORT,1,2024-12-04T12:10:00,24443.41,STOP,-394.27,-833.96
5m_fixed_1.5R,NIFTY50,2024-12-09,SHORT,2024-12-09T09:50:00,2024-12-09T10:10:00,24593.95,24619.76,12,25.81,SHORT,3,2024-12-09T10:30:00,24619.76,STOP,-309.73,-752.65
5m_fixed_1.5R,NIFTY50,2024-12-10,SHORT,2024-12-10T09:55:00,2024-12-10T10:15:00,24656.35,24676.66,12,20.31,SHORT,3,2024-12-10T10:35:00,24625.89,TARGET,365.55,-77.99
5m_fixed_1.5R,NIFTY50,2024-12-12,SHORT,2024-12-12T10:15:00,2024-12-12T10:35:00,24612.70,24630.39,12,17.69,SHORT,3,2024-12-12T11:00:00,24586.17,TARGET,318.42,-124.37
5m_fixed_1.5R,NIFTY50,2024-12-18,SHORT,2024-12-18T09:45:00,2024-12-18T09:55:00,24339.20,24376.36,12,37.16,SHORT,1,2024-12-18T10:00:00,24283.46,TARGET,668.93,231.32
5m_fixed_1.5R,NIFTY50,2024-12-26,LONG,2024-12-26T13:30:00,2024-12-26T13:40:00,23709.90,23684.70,12,25.20,LONG,1,2024-12-26T13:45:00,23747.70,TARGET,453.54,26.42
5m_fixed_1.5R,NIFTY50,2024-12-31,LONG,2024-12-31T13:00:00,2024-12-31T13:25:00,23614.30,23593.13,12,21.17,LONG,4,2024-12-31T13:35:00,23646.05,TARGET,381.05,-44.29
5m_fixed_1.5R,NIFTY50,2025-01-01,LONG,2025-01-01T09:45:00,2025-01-01T10:05:00,23578.40,23549.81,12,28.59,LONG,3,2025-01-01T10:10:00,23621.28,TARGET,514.56,89.76
5m_fixed_1.5R,NIFTY50,2025-01-07,SHORT,2025-01-07T13:35:00,2025-01-07T13:50:00,23720.10,23741.72,12,21.62,SHORT,2,2025-01-07T13:55:00,23687.68,TARGET,389.08,-37.59
5m_fixed_1.5R,NIFTY50,2025-01-20,LONG,2025-01-20T10:25:00,2025-01-20T11:05:00,23268.50,23248.06,12,20.44,LONG,7,2025-01-20T11:15:00,23299.16,TARGET,367.87,-51.24
5m_fixed_1.5R,NIFTY50,2025-01-29,SHORT,2025-01-29T14:00:00,2025-01-29T14:25:00,23143.00,23168.36,12,25.36,SHORT,4,2025-01-29T15:15:00,23161.70,EOD,-224.40,-641.14
5m_fixed_1.5R,NIFTY50,2025-02-14,SHORT,2025-02-14T10:20:00,2025-02-14T10:30:00,23033.05,23067.87,13,34.82,SHORT,1,2025-02-14T10:35:00,22980.82,TARGET,678.95,230.31
5m_fixed_1.5R,NIFTY50,2025-02-20,SHORT,2025-02-20T13:45:00,2025-02-20T14:10:00,22901.55,22915.46,13,13.91,SHORT,4,2025-02-20T14:40:00,22915.46,STOP,-180.86,-627.58
5m_fixed_1.5R,NIFTY50,2025-02-27,SHORT,2025-02-27T11:25:00,2025-02-27T11:50:00,22530.95,22542.26,13,11.31,SHORT,4,2025-02-27T13:10:00,22527.80,TIME_STOP,40.95,-398.37
5m_fixed_1.5R,NIFTY50,2025-03-26,SHORT,2025-03-26T11:35:00,2025-03-26T11:55:00,23633.00,23658.65,12,25.65,SHORT,3,2025-03-26T12:00:00,23594.53,TARGET,461.63,36.58
5m_fixed_1.5R,NIFTY50,2025-04-02,SHORT,2025-04-02T13:20:00,2025-04-02T13:50:00,23264.85,23282.60,12,17.75,SHORT,5,2025-04-02T13:55:00,23282.60,STOP,-212.96,-631.89
5m_fixed_1.5R,NIFTY50,2025-04-24,LONG,2025-04-24T13:45:00,2025-04-24T14:25:00,24254.90,24244.18,12,10.72,LONG,7,2025-04-24T14:30:00,24244.18,STOP,-128.66,-565.15
5m_fixed_1.5R,NIFTY50,2025-05-08,LONG,2025-05-08T09:50:00,2025-05-08T10:25:00,24404.75,24387.31,12,17.44,LONG,6,2025-05-08T11:45:00,24402.75,TIME_STOP,-24.00,-463.27
5m_fixed_1.5R,NIFTY50,2025-05-15,LONG,2025-05-15T10:00:00,2025-05-15T10:20:00,24547.80,24508.76,12,39.04,LONG,3,2025-05-15T10:30:00,24606.35,TARGET,702.63,260.24
5m_fixed_1.5R,NIFTY50,2025-05-16,LONG,2025-05-16T11:25:00,2025-05-16T11:35:00,24994.20,24969.36,12,24.84,LONG,1,2025-05-16T12:15:00,24969.36,STOP,-298.05,-747.73
5m_fixed_1.5R,NIFTY50,2025-05-19,SHORT,2025-05-19T11:10:00,2025-05-19T11:50:00,24999.95,25018.89,12,18.94,SHORT,7,2025-05-19T11:55:00,25018.89,STOP,-227.27,-677.44
5m_fixed_1.5R,NIFTY50,2025-05-20,LONG,2025-05-20T09:50:00,2025-05-20T10:10:00,24897.00,24870.77,12,26.23,LONG,3,2025-05-20T10:45:00,24936.34,TARGET,472.11,23.61
5m_fixed_1.5R,NIFTY50,2025-05-26,LONG,2025-05-26T12:55:00,2025-05-26T13:10:00,24988.50,24967.54,12,20.96,LONG,2,2025-05-26T14:30:00,25003.60,TIME_STOP,181.20,-268.73
5m_fixed_1.5R,NIFTY50,2025-05-28,LONG,2025-05-28T11:30:00,2025-05-28T11:55:00,24776.60,24755.56,12,21.04,LONG,4,2025-05-28T12:05:00,24755.56,STOP,-252.46,-698.25
5m_fixed_1.5R,NIFTY50,2025-06-04,SHORT,2025-06-04T12:20:00,2025-06-04T12:35:00,24592.95,24605.33,12,12.38,SHORT,2,2025-06-04T13:00:00,24605.33,STOP,-148.51,-591.30
5m_fixed_1.5R,NIFTY50,2025-06-09,LONG,2025-06-09T13:30:00,2025-06-09T13:45:00,25110.25,25100.12,11,10.13,LONG,2,2025-06-09T14:10:00,25100.12,STOP,-111.45,-525.69
5m_fixed_1.5R,NIFTY50,2025-06-19,LONG,2025-06-19T12:50:00,2025-06-19T13:10:00,24803.60,24790.08,12,13.52,LONG,3,2025-06-19T13:15:00,24790.08,STOP,-162.24,-608.58
5m_fixed_1.5R,NIFTY50,2025-07-04,SHORT,2025-07-04T11:00:00,2025-07-04T11:25:00,25394.45,25411.43,11,16.98,SHORT,4,2025-07-04T11:40:00,25368.98,TARGET,280.16,-138.64
5m_fixed_1.5R,NIFTY50,2025-07-08,LONG,2025-07-08T12:05:00,2025-07-08T12:35:00,25474.55,25463.46,11,11.09,LONG,5,2025-07-08T12:40:00,25463.46,STOP,-121.97,-542.21
5m_fixed_1.5R,NIFTY50,2025-07-21,LONG,2025-07-21T13:55:00,2025-07-21T14:10:00,25027.45,25012.37,11,15.08,LONG,2,2025-07-21T14:35:00,25012.37,STOP,-165.83,-578.66
5m_fixed_1.5R,NIFTY50,2025-08-07,LONG,2025-08-07T13:20:00,2025-08-07T13:45:00,24386.15,24365.60,12,20.55,LONG,4,2025-08-07T14:05:00,24416.97,TARGET,369.89,-69.33
5m_fixed_1.5R,NIFTY50,2025-08-08,LONG,2025-08-08T12:45:00,2025-08-08T12:55:00,24471.55,24453.11,12,18.44,LONG,1,2025-08-08T13:00:00,24453.11,STOP,-221.24,-661.57
5m_fixed_1.5R,NIFTY50,2025-08-13,LONG,2025-08-13T11:55:00,2025-08-13T12:10:00,24567.05,24549.50,12,17.55,LONG,2,2025-08-13T12:20:00,24593.38,TARGET,315.91,-126.54
5m_fixed_1.5R,NIFTY50,2025-08-14,LONG,2025-08-14T11:40:00,2025-08-14T12:00:00,24630.95,24613.24,12,17.71,LONG,3,2025-08-14T12:55:00,24657.52,TARGET,318.80,-124.80
5m_fixed_1.5R,NIFTY50,2025-08-21,LONG,2025-08-21T09:55:00,2025-08-21T10:05:00,25128.30,25107.79,11,20.51,LONG,1,2025-08-21T11:25:00,25121.95,TIME_STOP,-69.85,-484.41
5m_fixed_1.5R,NIFTY50,2025-08-29,LONG,2025-08-29T10:25:00,2025-08-29T10:40:00,24539.30,24515.22,12,24.08,LONG,2,2025-08-29T12:00:00,24542.70,TIME_STOP,40.80,-400.94
5m_fixed_1.5R,NIFTY50,2025-09-02,SHORT,2025-09-02T13:15:00,2025-09-02T13:25:00,24685.90,24702.30,12,16.40,SHORT,1,2025-09-02T13:30:00,24702.30,STOP,-196.84,-641.34
5m_fixed_1.5R,NIFTY50,2025-09-17,SHORT,2025-09-17T13:45:00,2025-09-17T14:05:00,25310.25,25321.39,11,11.14,SHORT,3,2025-09-17T14:25:00,25293.54,TARGET,183.78,-233.70
5m_fixed_1.5R,NIFTY50,2025-09-25,LONG,2025-09-25T10:40:00,2025-09-25T11:15:00,25027.10,25009.60,11,17.50,LONG,6,2025-09-25T11:40:00,25009.60,STOP,-192.49,-605.29
5m_fixed_1.5R,NIFTY50,2025-10-01,LONG,2025-10-01T11:15:00,2025-10-01T11:35:00,24743.35,24722.87,12,20.48,LONG,3,2025-10-01T11:40:00,24774.06,TARGET,368.57,-77.09
5m_fixed_1.5R,NIFTY50,2025-10-10,SHORT,2025-10-10T12:55:00,2025-10-10T13:15:00,25308.00,25325.15,11,17.15,SHORT,3,2025-10-10T13:25:00,25282.28,TARGET,282.97,-134.40
5m_fixed_1.5R,NIFTY50,2025-11-28,SHORT,2025-11-28T10:45:00,2025-11-28T11:10:00,26247.80,26268.03,11,20.23,SHORT,4,2025-11-28T11:15:00,26268.03,STOP,-222.48,-655.73
5m_fixed_1.5R,NIFTY50,2025-12-23,SHORT,2025-12-23T14:00:00,2025-12-23T14:10:00,26187.95,26200.38,11,12.43,SHORT,1,2025-12-23T14:15:00,26200.38,STOP,-136.69,-568.89
5m_fixed_1.5R,NIFTY50,2025-12-30,LONG,2025-12-30T13:35:00,2025-12-30T13:45:00,25935.50,25920.19,11,15.31,LONG,1,2025-12-30T14:25:00,25920.19,STOP,-168.38,-596.19
5m_fixed_1.5R,NIFTY50,2026-01-05,SHORT,2026-01-05T13:15:00,2026-01-05T13:35:00,26287.15,26301.18,11,14.03,SHORT,3,2026-01-05T13:50:00,26266.10,TARGET,231.51,-202.06
5m_fixed_1.5R,NIFTY50,2026-01-09,SHORT,2026-01-09T11:05:00,2026-01-09T11:40:00,25761.45,25785.80,11,24.35,SHORT,6,2026-01-09T12:25:00,25724.92,TARGET,401.84,-22.92
5m_fixed_1.5R,NIFTY50,2026-01-14,LONG,2026-01-14T10:25:00,2026-01-14T11:00:00,25729.30,25698.49,11,30.81,LONG,6,2026-01-14T11:40:00,25775.52,TARGET,508.39,83.47
5m_fixed_1.5R,NIFTY50,2026-01-19,SHORT,2026-01-19T12:55:00,2026-01-19T13:15:00,25533.40,25552.44,11,19.04,SHORT,3,2026-01-19T13:35:00,25552.44,STOP,-209.46,-630.92
5m_fixed_1.5R,NIFTY50,2026-01-23,LONG,2026-01-23T10:15:00,2026-01-23T10:30:00,25291.70,25259.51,11,32.19,LONG,2,2026-01-23T11:20:00,25259.51,STOP,-354.05,-771.10
5m_fixed_1.5R,NIFTY50,2026-02-04,SHORT,2026-02-04T10:00:00,2026-02-04T10:25:00,25744.80,25778.16,11,33.36,SHORT,4,2026-02-04T11:25:00,25694.76,TARGET,550.40,126.02
5m_fixed_1.5R,NIFTY50,2026-02-10,SHORT,2026-02-10T12:50:00,2026-02-10T13:05:00,25965.30,25978.43,11,13.13,SHORT,2,2026-02-10T13:10:00,25978.43,STOP,-144.42,-572.95
5m_fixed_1.5R,NIFTY50,2026-02-11,SHORT,2026-02-11T12:20:00,2026-02-11T12:40:00,25916.55,25934.16,11,17.61,SHORT,3,2026-02-11T12:55:00,25934.16,STOP,-193.69,-621.46
5m_fixed_1.5R,NIFTY50,2026-02-16,LONG,2026-02-16T12:20:00,2026-02-16T12:35:00,25585.05,25565.90,11,19.15,LONG,2,2026-02-16T12:45:00,25565.90,STOP,-210.65,-632.65
5m_fixed_1.5R,NIFTY50,2026-02-17,LONG,2026-02-17T13:55:00,2026-02-17T14:05:00,25728.00,25706.60,11,21.40,LONG,1,2026-02-17T14:10:00,25706.60,STOP,-235.38,-659.72
5m_fixed_1.5R,NIFTY50,2026-03-12,LONG,2026-03-12T13:05:00,2026-03-12T13:15:00,23718.30,23686.82,12,31.48,LONG,1,2026-03-12T13:25:00,23765.53,TARGET,566.73,139.37
5m_fixed_1.5R,INDUSINDBK,2024-03-22,SHORT,2024-03-22T10:35:00,2024-03-22T10:45:00,1488.20,1491.73,201,3.53,SHORT,1,2024-03-22T11:15:00,1491.73,STOP,-708.86,-1158.08
5m_fixed_1.5R,INDUSINDBK,2024-03-28,LONG,2024-03-28T13:00:00,2024-03-28T13:15:00,1554.40,1552.04,193,2.36,LONG,2,2024-03-28T14:05:00,1557.93,TARGET,682.09,231.58
5m_fixed_1.5R,INDUSINDBK,2024-04-02,SHORT,2024-04-02T12:45:00,2024-04-02T13:05:00,1560.35,1562.87,192,2.52,SHORT,3,2024-04-02T13:35:00,1556.57,TARGET,725.63,276.79
5m_fixed_1.5R,INDUSINDBK,2024-04-05,SHORT,2024-04-05T14:00:00,2024-04-05T14:10:00,1538.70,1541.07,194,2.37,SHORT,1,2024-04-05T14:20:00,1541.07,STOP,-459.24,-907.35
5m_fixed_1.5R,INDUSINDBK,2024-04-09,SHORT,2024-04-09T12:05:00,2024-04-09T12:15:00,1567.60,1570.28,191,2.68,SHORT,1,2024-04-09T12:35:00,1563.58,TARGET,767.65,319.11
5m_fixed_1.5R,INDUSINDBK,2024-04-12,SHORT,2024-04-12T13:30:00,2024-04-12T14:15:00,1548.25,1551.10,193,2.85,SHORT,8,2024-04-12T14:20:00,1551.10,STOP,-550.70,-999.33
5m_fixed_1.5R,INDUSINDBK,2024-04-15,LONG,2024-04-15T13:40:00,2024-04-15T13:55:00,1544.50,1542.18,194,2.32,LONG,2,2024-04-15T14:35:00,1542.18,STOP,-450.82,-899.94
5m_fixed_1.5R,INDUSINDBK,2024-04-19,LONG,2024-04-19T12:05:00,2024-04-19T12:20:00,1467.00,1462.32,204,4.68,LONG,2,2024-04-19T12:25:00,1474.02,TARGET,1432.88,982.90
5m_fixed_1.5R,INDUSINDBK,2024-04-22,SHORT,2024-04-22T12:30:00,2024-04-22T12:40:00,1478.55,1482.22,202,3.67,SHORT,1,2024-04-22T13:45:00,1482.22,STOP,-740.91,-1189.46
5m_fixed_1.5R,INDUSINDBK,2024-04-23,LONG,2024-04-23T10:45:00,2024-04-23T11:15:00,1476.45,1473.56,203,2.89,LONG,5,2024-04-23T12:35:00,1480.78,TARGET,879.91,429.67
5m_fixed_1.5R,INDUSINDBK,2024-04-25,LONG,2024-04-25T10:00:00,2024-04-25T10:15:00,1487.65,1484.07,201,3.58,LONG,2,2024-04-25T10:30:00,1484.07,STOP,-720.34,-1168.32
5m_fixed_1.5R,INDUSINDBK,2024-04-26,SHORT,2024-04-26T10:00:00,2024-04-26T10:25:00,1478.00,1483.72,202,5.72,SHORT,4,2024-04-26T10:40:00,1469.43,TARGET,1732.13,1285.59
5m_fixed_1.5R,INDUSINDBK,2024-04-29,SHORT,2024-04-29T12:45:00,2024-04-29T13:15:00,1474.05,1477.22,203,3.17,SHORT,5,2024-04-29T13:20:00,1477.22,STOP,-644.06,-1093.39
5m_fixed_1.5R,INDUSINDBK,2024-04-30,LONG,2024-04-30T11:45:00,2024-04-30T12:20:00,1501.45,1497.97,199,3.48,LONG,6,2024-04-30T12:40:00,1497.97,STOP,-693.15,-1140.82
5m_fixed_1.5R,INDUSINDBK,2024-05-03,SHORT,2024-05-03T11:25:00,2024-05-03T11:35:00,1495.30,1499.43,200,4.13,SHORT,1,2024-05-03T11:40:00,1489.11,TARGET,1238.80,791.14
5m_fixed_1.5R,INDUSINDBK,2024-05-15,SHORT,2024-05-15T13:40:00,2024-05-15T13:50:00,1408.30,1410.73,213,2.43,SHORT,1,2024-05-15T13:55:00,1410.73,STOP,-518.54,-968.88
5m_fixed_1.5R,INDUSINDBK,2024-05-16,SHORT,2024-05-16T13:20:00,2024-05-16T13:35:00,1392.40,1395.96,215,3.56,SHORT,2,2024-05-16T14:05:00,1387.06,TARGET,1147.60,699.42
5m_fixed_1.5R,INDUSINDBK,2024-05-21,SHORT,2024-05-21T12:55:00,2024-05-21T13:05:00,1412.60,1414.87,212,2.27,SHORT,1,2024-05-21T13:10:00,1414.87,STOP,-480.68,-930.25
5m_fixed_1.5R,INDUSINDBK,2024-05-23,LONG,2024-05-23T12:10:00,2024-05-23T12:20:00,1432.95,1429.42,209,3.53,LONG,1,2024-05-23T12:50:00,1438.25,TARGET,1106.78,656.72
5m_fixed_1.5R,INDUSINDBK,2024-05-30,SHORT,2024-05-30T10:55:00,2024-05-30T11:05:00,1459.40,1462.95,205,3.55,SHORT,1,2024-05-30T11:20:00,1454.07,TARGET,1091.95,644.01
5m_fixed_1.5R,INDUSINDBK,2024-05-31,LONG,2024-05-31T13:20:00,2024-05-31T13:45:00,1460.80,1458.05,205,2.75,LONG,4,2024-05-31T14:05:00,1458.05,STOP,-564.45,-1013.22
5m_fixed_1.5R,INDUSINDBK,2024-06-10,SHORT,2024-06-10T12:15:00,2024-06-10T12:25:00,1492.55,1495.37,200,2.82,SHORT,1,2024-06-10T13:40:00,1495.37,STOP,-563.65,-1011.84
