detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct
flat,52.0,1,0,0.0,0,,2.5,-3.4,0.27,42.9,19.0,78.1,91.8,OPEN,63,ADANIGREEN,2023-11-28,7.06,12.0,10.3
flat,55.8,1,1,1.0,0,1.0,0.8,0.9,0.76,82.5,6.7,-6.7,4.6,STOP,3,ADANIGREEN,2024-07-29,5.35,6.9,0.3
flat,61.3,1,1,1.0,1,1.0,3.3,10.6,1.04,89.8,11.0,-11.0,4.3,STOP,4,ADANIGREEN,2024-09-20,2.69,11.8,0.6
flat,62.2,1,1,0.0,1,,8.0,25.2,0.63,47.3,12.0,-12.0,0.9,STOP,1,ADANIGREEN,2025-06-10,1.52,11.9,1.5
flat,57.1,1,1,0.0,0,,1.3,-0.2,0.83,44.8,12.3,-1.5,14.2,OPEN,1,ADANIGREEN,2025-09-19,8.95,11.5,2.3
flat,42.3,0,0,0.0,1,,-3.0,2.0,0.49,46.0,10.2,-10.2,4.8,STOP,3,ADANIGREEN,2025-10-29,9.47,9.1,2.1
darvas,59.1,1,0,0.0,0,,22.5,-23.3,0.69,25.0,22.9,-22.9,4.7,STOP,1,ADANIPORTS,2009-01-05,6.86,14.9,12.8
darvas,62.5,1,1,1.0,1,1.0,1.6,12.7,0.83,43.5,11.0,-11.0,8.3,STOP,5,ADANIPORTS,2010-01-06,4.55,8.7,3.4
darvas,56.9,1,1,1.0,1,1.0,-2.1,18.9,0.86,48.0,15.7,15.9,21.7,OPEN,123,ADANIPORTS,2010-02-17,3.62,15.3,2.9
darvas,65.5,1,1,1.0,1,1.0,12.0,23.5,1.64,51.9,11.0,-11.0,12.8,STOP,20,ADANIPORTS,2010-03-03,3.06,9.6,2.6
darvas,67.0,1,1,1.0,1,1.0,15.2,35.6,1.33,55.6,7.9,-7.9,8.8,STOP,4,ADANIPORTS,2010-03-26,1.74,8.0,0.5
darvas,63.1,1,1,1.0,1,1.0,4.3,1.4,0.89,57.0,7.1,-7.1,19.8,STOP,44,ADANIPORTS,2010-08-05,3.12,6.7,0.9
darvas,60.3,1,1,1.0,1,1.0,5.4,-0.3,0.9,60.5,13.3,-13.3,4.0,STOP,18,ADANIPORTS,2011-09-29,1.69,15.3,0.0
darvas,55.3,1,1,1.0,1,,2.9,3.8,0.98,48.1,12.5,11.9,20.6,OPEN,63,ADANIPORTS,2012-11-06,1.95,12.1,1.9
darvas,53.0,1,1,1.0,1,1.0,-0.6,-2.4,0.89,55.2,9.7,-9.7,12.5,STOP,11,ADANIPORTS,2013-05-03,2.29,10.0,0.7
darvas,56.8,1,1,1.0,1,1.0,-0.6,27.6,1.31,69.3,9.2,-9.2,10.4,STOP,7,ADANIPORTS,2014-04-10,6.64,8.9,1.2
darvas,59.0,1,1,1.0,1,1.0,0.1,31.3,0.49,92.2,19.0,23.3,24.4,OPEN,125,ADANIPORTS,2014-07-02,4.89,19.2,3.6
darvas,55.8,1,1,1.0,1,1.0,1.4,9.4,0.92,94.9,15.8,0.0,12.3,OPEN,96,ADANIPORTS,2014-12-30,3.56,16.0,2.3
darvas,63.4,1,1,1.0,1,1.0,13.9,26.0,0.85,96.0,6.0,-6.0,1.5,STOP,4,ADANIPORTS,2015-01-23,2.93,5.2,1.1
darvas,58.3,1,1,1.0,1,1.0,1.1,12.2,0.97,82.8,10.7,24.4,29.4,OPEN,98,ADANIPORTS,2017-03-16,2.14,8.6,3.1
darvas,66.0,1,1,1.0,1,1.0,6.1,4.7,1.09,98.3,14.4,-14.4,4.7,STOP,62,ADANIPORTS,2017-10-27,1.64,14.0,2.5
darvas,58.5,1,1,0.0,0,,10.9,-20.8,0.87,64.4,13.2,20.0,22.3,OPEN,77,ADANIPORTS,2020-05-13,1.66,10.3,4.5
darvas,61.4,1,1,1.0,1,1.0,-1.4,49.4,1.19,96.7,21.4,-21.4,7.8,STOP,43,ADANIPORTS,2021-04-06,4.44,16.8,8.8
darvas,59.1,1,1,1.0,1,1.0,-1.4,12.7,0.59,84.2,11.2,-11.2,2.1,STOP,1,ADANIPORTS,2021-10-14,3.04,8.9,3.4
darvas,62.1,1,1,1.0,1,1.0,6.7,-2.9,0.97,85.7,12.5,-12.5,1.3,STOP,2,ADANIPORTS,2022-01-14,2.09,13.4,0.7
darvas,71.7,1,1,1.0,1,1.0,12.0,25.6,1.36,95.7,10.1,-10.1,8.9,STOP,7,ADANIPORTS,2022-09-09,3.43,9.4,1.7
darvas,59.4,1,1,1.0,1,1.0,3.0,11.6,1.46,83.5,11.6,-11.6,0.8,STOP,1,ADANIPORTS,2023-09-11,3.11,11.5,1.5
darvas,72.5,1,1,1.0,1,1.0,9.5,8.9,1.69,88.9,25.5,33.5,60.0,OPEN,122,ADANIPORTS,2023-12-05,10.38,17.9,13.9
darvas,62.4,1,1,1.0,1,1.0,4.4,5.1,0.67,96.7,14.1,-14.1,12.3,STOP,7,ADANIPORTS,2024-05-23,2.01,14.9,1.3
darvas,64.0,1,1,1.0,1,,7.9,15.3,1.52,78.1,12.3,7.7,10.9,OPEN,26,ADANIPORTS,2025-05-05,4.94,8.6,5.0
flat,62.5,1,1,1.0,1,1.0,1.6,12.7,0.83,43.5,14.5,19.7,33.3,OPEN,57,ADANIPORTS,2010-01-06,4.55,11.7,4.7
flat,63.1,1,1,1.0,1,1.0,4.3,1.4,0.89,57.0,11.4,-11.4,19.8,STOP,44,ADANIPORTS,2010-08-05,3.12,11.6,1.1
flat,61.8,1,1,1.0,1,1.0,9.4,12.1,0.78,64.2,13.9,-13.9,3.0,STOP,1,ADANIPORTS,2010-10-06,2.16,11.9,3.8
flat,51.6,1,0,0.0,0,,3.3,-2.3,1.42,43.7,11.6,7.1,36.1,OPEN,92,ADANIPORTS,2012-09-24,3.19,11.6,1.4
flat,53.4,1,1,1.0,1,1.0,-0.8,9.4,1.34,51.6,11.8,-11.8,11.6,STOP,6,ADANIPORTS,2013-01-29,12.1,9.8,3.2
flat,53.0,1,1,1.0,1,1.0,-0.6,-2.4,0.89,55.2,10.3,-10.3,12.5,STOP,11,ADANIPORTS,2013-05-03,2.29,10.6,0.7
flat,55.4,1,1,1.0,0,1.0,2.4,-6.2,1.12,57.1,11.7,83.7,88.8,OPEN,123,ADANIPORTS,2014-02-18,2.11,9.1,3.8
flat,56.8,1,1,1.0,1,1.0,-0.6,27.6,1.31,69.3,9.5,-9.5,10.4,STOP,7,ADANIPORTS,2014-04-10,6.64,10.4,0.1
flat,55.8,1,1,1.0,1,1.0,1.4,9.4,0.92,94.9,15.8,0.0,12.3,OPEN,96,ADANIPORTS,2014-12-30,3.56,12.0,6.1
flat,51.1,1,1,1.0,0,1.0,3.0,-6.9,0.87,90.0,14.0,-14.0,2.2,STOP,14,ADANIPORTS,2015-05-04,2.78,11.8,4.1
flat,54.4,1,1,1.0,0,1.0,4.4,0.1,1.04,90.2,13.5,-13.5,12.5,STOP,32,ADANIPORTS,2015-07-07,2.18,11.5,3.8
flat,54.8,1,1,1.0,1,1.0,1.6,-4.1,0.97,94.3,14.2,-14.2,3.0,STOP,4,ADANIPORTS,2015-08-14,4.11,11.6,4.4
flat,58.3,1,1,1.0,1,1.0,1.1,12.2,0.97,82.8,13.2,24.4,29.4,OPEN,98,ADANIPORTS,2017-03-16,2.14,10.1,4.6
flat,62.0,1,1,1.0,1,1.0,4.4,4.3,0.85,95.5,8.9,-8.9,4.4,STOP,5,ADANIPORTS,2018-01-17,1.7,9.0,0.6
flat,66.1,1,1,1.0,0,,8.7,-2.1,0.8,86.8,10.4,-10.4,1.9,STOP,8,ADANIPORTS,2018-07-25,1.54,11.3,0.3
flat,44.5,0,0,1.0,1,1.0,-7.2,4.8,0.79,81.2,10.2,-10.2,7.6,STOP,3,ADANIPORTS,2019-05-20,3.68,10.9,0.4
flat,42.6,0,0,0.0,0,,3.2,-10.9,0.96,80.0,10.8,-10.8,12.6,STOP,19,ADANIPORTS,2019-09-20,2.38,11.7,0.3
flat,59.8,1,1,1.0,1,,1.7,41.7,0.76,76.7,10.6,-10.6,1.6,STOP,1,ADANIPORTS,2020-07-03,2.1,11.8,0.1
flat,55.2,1,1,1.0,1,1.0,4.9,4.9,1.53,80.9,10.1,101.9,133.1,OPEN,95,ADANIPORTS,2020-11-17,2.14,9.6,1.5
flat,59.1,1,1,1.0,1,1.0,-1.4,12.7,0.59,84.2,11.7,-11.7,2.1,STOP,1,ADANIPORTS,2021-10-14,3.04,9.5,3.4
flat,54.9,1,1,0.0,1,,4.0,18.9,0.46,69.7,10.8,10.1,21.9,OPEN,79,ADANIPORTS,2023-05-22,3.89,9.7,2.2
flat,59.1,1,1,1.0,1,1.0,4.1,2.8,1.55,83.8,13.4,54.2,84.5,OPEN,123,ADANIPORTS,2023-12-04,3.01,11.1,3.9
flat,68.4,1,1,1.0,1,1.0,6.5,-0.1,1.44,88.1,10.6,0.3,3.2,OPEN,17,ADANIPORTS,2025-09-22,2.86,11.5,0.4
darvas,68.4,1,1,,1,,10.4,41.0,0.94,86.2,11.5,-11.5,4.1,STOP,1,ADANIPOWER,2023-06-07,2.33,12.2,0.6
darvas,72.3,1,1,,1,,27.2,35.2,1.4,99.0,16.3,-16.3,11.0,STOP,2,ADANIPOWER,2023-09-08,1.97,16.3,2.8
darvas,65.0,1,1,1.0,1,1.0,5.9,6.8,1.15,99.8,19.4,3.9,45.0,OPEN,40,ADANIPOWER,2024-04-03,3.12,18.4,4.8
darvas,61.9,1,1,1.0,1,1.0,6.3,14.6,1.72,97.4,16.4,-16.4,31.7,STOP,9,ADANIPOWER,2024-05-21,3.23,13.9,5.1
darvas,53.2,1,1,0.0,1,,1.2,-5.7,1.01,57.9,9.2,42.8,68.5,OPEN,111,ADANIPOWER,2025-04-15,1.56,8.8,1.2
darvas,57.9,1,1,1.0,1,,4.5,11.5,0.65,62.9,15.3,19.0,53.3,OPEN,73,ADANIPOWER,2025-06-10,5.37,15.9,1.8
darvas,59.1,1,1,1.0,1,1.0,5.3,7.5,0.65,68.1,16.8,12.8,44.1,OPEN,11,ADANIPOWER,2025-09-08,4.2,15.8,3.8
flat,58.1,1,1,,1,,4.0,7.8,1.11,84.8,13.7,105.9,115.7,OPEN,87,ADANIPOWER,2023-07-31,3.09,11.6,3.9
flat,61.4,1,1,1.0,1,1.0,6.2,11.3,1.94,97.1,11.2,-11.2,40.0,STOP,13,ADANIPOWER,2024-05-15,2.19,11.3,1.1
flat,53.2,1,1,0.0,1,,1.2,-5.7,1.01,57.9,10.7,42.8,68.5,OPEN,111,ADANIPOWER,2025-04-15,1.56,11.9,0.1
flat,57.9,1,1,1.0,1,,4.5,11.5,0.65,62.9,10.9,-10.9,1.5,STOP,1,ADANIPOWER,2025-06-10,5.37,8.0,4.0
flat,59.1,1,1,1.0,1,1.0,5.3,7.5,0.65,68.1,12.0,12.8,44.1,OPEN,11,ADANIPOWER,2025-09-08,4.2,11.1,2.2
darvas,70.8,1,1,,1,,12.3,18.1,0.95,97.1,13.0,20.1,26.9,OPEN,122,ADVENZYMES,2023-07-24,1.84,14.2,0.7
darvas,54.2,1,1,1.0,1,1.0,0.7,1.8,1.68,95.1,19.0,1.0,18.3,OPEN,49,ADVENZYMES,2023-12-06,15.48,19.0,3.7
darvas,61.0,1,1,1.0,1,1.0,4.5,0.9,1.17,93.9,13.2,-13.2,35.8,STOP,34,ADVENZYMES,2024-07-29,5.07,12.3,2.6
darvas,59.9,1,1,1.0,1,1.0,11.7,17.8,0.54,95.8,14.9,-14.9,11.7,STOP,3,ADVENZYMES,2024-09-11,11.32,11.7,5.1
flat,65.1,1,1,,1,,6.8,14.1,1.44,95.7,10.4,26.1,30.7,OPEN,125,ADVENZYMES,2023-07-19,3.61,9.4,2.1
flat,54.2,1,1,1.0,1,1.0,0.7,1.8,1.68,95.1,15.2,1.0,18.3,OPEN,49,ADVENZYMES,2023-12-06,15.48,11.9,5.3
flat,58.5,1,1,1.0,1,,4.7,22.3,0.96,59.8,8.6,-8.6,5.1,STOP,3,ADVENZYMES,2025-07-29,1.92,9.1,0.3
flat,62.9,1,1,1.0,0,,8.1,7.7,1.84,57.9,12.4,-12.4,1.5,STOP,2,ADVENZYMES,2025-11-13,4.55,11.9,2.1
darvas,66.4,1,1,,1,,15.2,0.5,1.08,95.5,3.6,-3.6,3.5,STOP,10,AEGISLOG,2018-04-24,1.95,3.0,0.8
darvas,53.2,1,1,1.0,1,1.0,6.7,25.2,1.24,68.4,11.3,-11.3,15.9,STOP,11,AEGISLOG,2020-02-04,5.35,7.6,4.8
darvas,60.1,1,1,0.0,1,,7.6,-13.0,0.96,60.4,19.1,33.2,37.1,OPEN,125,AEGISLOG,2020-06-05,2.74,17.1,5.6
darvas,66.4,1,1,1.0,1,1.0,13.5,9.9,1.22,71.8,16.3,38.3,45.2,OPEN,112,AEGISLOG,2020-08-28,1.57,18.5,0.8
darvas,52.4,1,1,0.0,0,,3.8,-4.9,0.69,54.5,19.3,41.8,52.8,OPEN,100,AEGISLOG,2022-07-21,13.31,19.9,3.3
darvas,58.8,1,1,1.0,1,1.0,4.8,21.9,0.73,68.9,16.4,20.1,31.9,OPEN,109,AEGISLOG,2022-08-29,5.3,18.0,1.3
darvas,61.7,1,1,1.0,1,1.0,15.0,16.0,1.23,77.4,19.9,23.6,29.3,OPEN,120,AEGISLOG,2022-10-28,5.58,19.4,4.6
darvas,62.8,1,1,1.0,1,1.0,2.4,10.2,0.75,96.1,13.5,-13.5,4.8,STOP,30,AEGISLOG,2023-03-08,3.83,14.7,0.8
darvas,53.2,1,1,1.0,1,1.0,4.3,11.5,0.4,95.5,13.6,-13.6,0.6,STOP,1,AEGISLOG,2023-04-24,3.14,14.1,1.5
flat,45.3,0,0,0.0,0,,-3.1,-15.7,0.72,64.6,12.2,-12.2,0.0,STOP,0,AEGISLOG,2019-08-26,1.87,11.5,2.1
flat,56.3,1,1,1.0,0,1.0,5.4,6.6,0.73,72.8,12.0,53.7,59.5,OPEN,121,AEGISLOG,2020-11-17,1.92,11.9,1.5
flat,58.9,1,1,0.0,0,,0.7,7.7,0.53,58.6,11.1,-11.1,0.7,STOP,1,AEGISLOG,2022-01-17,1.63,11.5,0.9
flat,52.4,1,1,0.0,0,,3.8,-4.9,0.69,54.5,19.3,41.8,52.8,OPEN,100,AEGISLOG,2022-07-21,13.31,10.4,12.2
flat,60.6,1,1,1.0,1,1.0,4.8,15.4,0.71,87.4,14.3,-3.3,13.3,OPEN,89,AEGISLOG,2022-12-13,2.21,10.0,6.1
flat,41.3,0,0,1.0,1,1.0,-4.0,9.1,0.54,86.1,11.1,-11.1,9.9,STOP,56,AEGISLOG,2023-01-30,6.23,11.1,1.2
flat,62.8,1,1,1.0,1,1.0,2.4,10.2,0.75,96.1,13.5,-13.5,4.8,STOP,30,AEGISLOG,2023-03-08,3.83,10.6,4.6
darvas,58.6,1,1,,0,,7.1,-6.4,0.75,85.3,7.7,-7.7,0.6,STOP,1,AETHER,2023-01-23,3.8,6.5,1.7
darvas,68.6,1,1,1.0,1,1.0,9.9,9.0,1.55,90.4,13.3,-7.0,24.3,OPEN,45,AETHER,2023-04-19,4.6,15.1,0.2
darvas,69.5,1,1,1.0,1,1.0,6.1,12.9,1.87,93.7,11.2,-11.2,20.0,STOP,9,AETHER,2023-06-09,8.07,11.6,0.8
darvas,63.1,1,1,0.0,0,,2.8,5.0,1.18,70.7,10.9,-10.9,20.9,STOP,58,AETHER,2024-06-18,3.89,9.6,2.4
darvas,62.1,1,1,1.0,1,1.0,6.2,14.0,1.36,77.4,11.9,-11.9,9.9,STOP,1,AETHER,2024-09-09,3.87,13.3,0.2
flat,56.7,1,1,,1,,1.0,8.1,0.43,85.8,12.9,-5.2,13.8,OPEN,11,AETHER,2022-09-01,2.81,10.3,4.2
flat,62.5,1,1,1.0,0,1.0,3.6,6.5,0.89,86.3,9.9,2.4,29.1,OPEN,55,AETHER,2023-03-31,3.2,10.9,0.1
flat,68.6,1,1,1.0,1,1.0,9.9,9.0,1.55,90.4,12.8,-7.0,24.3,OPEN,45,AETHER,2023-04-19,4.6,11.9,2.5
flat,69.5,1,1,1.0,1,1.0,6.1,12.9,1.87,93.7,11.2,-11.2,20.0,STOP,9,AETHER,2023-06-09,8.07,11.6,0.8
flat,63.1,1,1,0.0,0,,2.8,5.0,1.18,70.7,12.5,0.2,20.9,OPEN,58,AETHER,2024-06-18,3.89,11.6,2.4
flat,62.1,1,1,1.0,1,1.0,6.2,14.0,1.36,77.4,11.9,-11.9,9.9,STOP,1,AETHER,2024-09-09,3.87,9.2,3.8
flat,50.5,1,0,0.0,0,,-1.5,-4.5,0.5,64.2,10.0,-10.0,2.4,STOP,8,AETHER,2025-07-15,1.89,10.1,0.9
darvas,58.4,1,1,,1,,-0.5,13.1,0.93,92.2,11.6,-11.6,35.7,STOP,16,AFFLE,2020-01-29,5.44,8.7,4.1
darvas,65.5,1,1,1.0,1,1.0,5.6,51.9,1.08,69.7,14.8,130.1,142.3,OPEN,114,AFFLE,2020-07-07,4.11,13.8,3.1
darvas,67.6,1,1,1.0,1,1.0,7.9,39.7,0.87,80.2,18.8,106.0,106.0,OPEN,125,AFFLE,2020-08-10,2.45,18.3,4.2
darvas,70.3,1,1,1.0,1,1.0,22.9,36.6,1.57,91.6,10.9,131.7,142.5,OPEN,122,AFFLE,2020-08-21,4.3,8.1,3.9
darvas,53.3,1,1,1.0,1,1.0,-3.8,35.9,0.4,93.2,15.5,-0.3,50.6,OPEN,20,AFFLE,2021-02-05,3.51,15.5,2.5
darvas,68.2,1,1,1.0,1,1.0,10.6,3.5,0.86,94.8,21.8,-21.8,14.7,STOP,8,AFFLE,2022-01-04,9.62,19.3,7.2
darvas,48.9,0,0,0.0,0,,9.6,-16.5,0.43,67.4,6.3,-4.6,28.0,OPEN,27,AFFLE,2022-07-18,1.72,6.6,0.1
darvas,59.5,1,1,1.0,1,1.0,1.5,11.3,0.96,73.9,11.5,-11.5,1.7,STOP,1,AFFLE,2023-09-08,3.41,11.0,1.7
darvas,62.9,1,1,1.0,1,1.0,10.8,2.3,1.74,74.6,16.8,6.5,12.6,OPEN,14,AFFLE,2023-12-11,3.75,19.3,0.7
darvas,52.5,1,1,0.0,0,,1.1,-5.8,0.55,72.4,10.7,34.5,45.9,OPEN,68,AFFLE,2024-05-17,7.64,9.5,2.2
darvas,57.8,1,1,1.0,1,1.0,5.3,0.7,1.17,94.4,12.5,-12.5,8.5,STOP,10,AFFLE,2024-12-02,7.81,10.0,3.8
darvas,62.9,1,1,1.0,1,1.0,2.4,4.5,1.64,96.2,15.6,-15.6,4.1,STOP,7,AFFLE,2025-09-11,2.24,17.3,0.9
flat,58.4,1,1,,1,,-0.5,13.1,0.93,92.2,11.6,-11.6,35.7,STOP,16,AFFLE,2020-01-29,5.44,11.7,1.3
flat,60.7,1,1,1.0,1,,7.3,-0.6,1.06,72.9,14.7,-14.7,15.5,STOP,10,AFFLE,2022-08-11,4.27,11.9,4.8
flat,48.0,1,0,1.0,0,1.0,-2.3,1.2,0.91,78.3,9.9,-9.9,2.9,STOP,6,AFFLE,2022-11-11,4.26,10.7,0.3
flat,59.5,1,1,1.0,1,1.0,1.5,11.3,0.96,73.9,11.5,-11.5,1.7,STOP,1,AFFLE,2023-09-08,3.41,11.0,1.7
flat,65.1,1,1,1.0,1,1.0,4.4,3.1,1.84,73.8,11.3,-11.3,17.7,STOP,20,AFFLE,2023-12-01,1.57,11.9,0.7
flat,60.4,1,1,1.0,0,,3.8,-7.8,1.34,74.1,9.1,34.2,52.5,OPEN,79,AFFLE,2024-05-02,2.01,9.6,0.3
flat,52.5,1,1,0.0,0,,1.1,-5.8,0.55,72.4,12.1,34.5,45.9,OPEN,68,AFFLE,2024-05-17,7.64,11.3,2.2
flat,53.4,1,1,1.0,1,1.0,-1.4,0.8,1.01,93.3,9.5,-9.5,5.6,STOP,9,AFFLE,2025-09-09,7.39,7.3,3.0
darvas,62.6,1,1,,1,,5.2,12.1,2.02,98.0,14.5,17.2,25.0,OPEN,108,AIAENG,2023-05-31,3.46,14.0,2.6
darvas,61.3,1,1,1.0,1,1.0,3.6,8.4,0.85,97.5,13.6,19.7,20.7,OPEN,118,AIAENG,2024-01-25,1.99,13.6,1.9
darvas,78.7,1,1,1.0,1,1.0,10.1,13.0,0.89,89.0,15.9,-15.9,15.9,STOP,37,AIAENG,2024-06-19,2.06,17.1,1.5
darvas,44.2,0,0,0.0,0,,-0.7,-8.9,2.13,61.7,6.3,23.7,25.6,OPEN,60,AIAENG,2025-10-01,2.66,3.9,2.8
flat,62.6,1,1,,1,,5.2,12.1,2.02,98.0,12.6,17.2,25.0,OPEN,108,AIAENG,2023-05-31,3.46,11.5,2.6
flat,63.5,1,1,,1,,-1.2,20.8,0.77,96.0,11.3,6.4,10.1,OPEN,120,AIAENG,2023-07-18,1.64,11.6,1.0
flat,60.8,1,1,1.0,1,1.0,5.2,16.3,1.3,93.5,12.7,-12.7,9.0,STOP,10,AIAENG,2024-07-29,1.82,11.6,2.6
flat,59.7,1,1,0.0,1,,3.7,-3.2,1.06,65.4,9.4,21.2,23.1,OPEN,50,AIAENG,2025-10-16,1.68,9.1,1.2
flat,49.2,0,1,0.0,1,,-0.5,4.6,0.64,65.8,11.7,16.6,18.4,OPEN,35,AIAENG,2025-11-10,5.03,11.6,1.5
darvas,57.0,1,1,,1,,4.6,3.1,1.21,98.0,9.3,38.3,50.8,OPEN,110,AJANTPHARM,2023-04-05,1.57,9.5,0.7
darvas,64.5,1,1,,1,,1.8,17.3,1.49,96.1,10.7,40.2,51.6,OPEN,109,AJANTPHARM,2023-07-27,3.18,11.8,0.2
darvas,52.4,0,1,,1,,-3.2,16.4,0.57,95.1,7.7,-7.7,2.0,STOP,1,AJANTPHARM,2023-09-13,5.83,7.4,0.9
darvas,62.7,1,1,1.0,1,1.0,5.3,5.6,1.01,97.8,14.5,22.9,30.3,OPEN,114,AJANTPHARM,2023-11-15,2.18,14.2,2.4
darvas,63.4,1,1,1.0,1,1.0,-1.6,3.0,0.95,94.9,15.5,28.6,46.2,OPEN,91,AJANTPHARM,2024-05-03,17.23,16.8,1.3
darvas,65.4,1,1,1.0,1,1.0,7.2,1.5,0.95,95.2,14.6,1.5,37.7,OPEN,31,AJANTPHARM,2024-07-30,3.47,15.5,1.4
darvas,67.3,1,1,1.0,1,1.0,7.5,36.2,0.89,96.7,14.9,-14.9,1.7,STOP,2,AJANTPHARM,2024-09-10,1.6,16.2,1.1
flat,57.0,1,1,,1,,4.6,3.1,1.21,98.0,9.0,38.3,50.8,OPEN,110,AJANTPHARM,2023-04-05,1.57,9.0,0.7
flat,64.5,1,1,,1,,1.8,17.3,1.49,96.1,10.7,40.2,51.6,OPEN,109,AJANTPHARM,2023-07-27,3.18,11.8,0.2
flat,52.4,0,1,,1,,-3.2,16.4,0.57,95.1,10.8,16.6,29.2,OPEN,76,AJANTPHARM,2023-09-13,5.83,11.1,0.9
flat,55.6,1,1,1.0,1,1.0,3.0,4.4,1.17,94.6,11.2,30.0,35.5,OPEN,118,AJANTPHARM,2023-11-09,1.82,11.6,0.9
flat,64.0,1,1,1.0,1,1.0,3.5,14.7,0.58,96.1,10.8,14.5,27.2,OPEN,86,AJANTPHARM,2023-12-27,1.71,12.0,0.1
flat,57.2,1,1,0.0,0,,1.8,4.0,1.12,75.9,9.6,-9.6,5.3,STOP,34,AJANTPHARM,2025-06-12,4.97,9.3,1.2
flat,58.7,1,1,1.0,1,,4.5,0.6,1.69,77.4,10.2,-10.2,3.1,STOP,10,AJANTPHARM,2025-07-16,1.97,10.5,0.8
flat,62.3,1,1,0.0,0,,4.4,-0.1,0.83,72.9,10.8,6.1,8.2,OPEN,35,AJANTPHARM,2025-11-04,2.78,11.9,0.1
darvas,58.6,1,1,,1,,-0.3,3.7,1.33,97.5,11.9,0.3,23.1,OPEN,75,AKZOINDIA,2023-05-02,4.63,11.4,1.9
darvas,65.4,1,1,,1,,6.8,11.5,0.67,98.7,12.4,-3.0,10.5,OPEN,27,AKZOINDIA,2023-07-10,6.19,8.4,5.3
darvas,69.0,1,1,,1,,14.3,13.3,1.02,99.1,7.2,-7.2,5.0,STOP,11,AKZOINDIA,2023-08-01,2.06,6.9,0.8
darvas,62.7,1,1,1.0,1,1.0,5.2,12.0,1.2,92.1,12.4,-12.4,2.2,STOP,1,AKZOINDIA,2024-02-06,13.35,7.1,6.7
darvas,62.3,1,1,1.0,0,,5.7,-9.9,0.95,83.7,6.6,39.5,78.8,OPEN,116,AKZOINDIA,2024-05-17,2.47,6.1,0.9
darvas,60.5,1,1,1.0,1,1.0,3.7,20.8,0.83,95.1,6.4,-6.4,0.0,STOP,0,AKZOINDIA,2024-07-16,2.38,4.3,2.4
darvas,61.2,1,1,1.0,1,1.0,4.0,19.1,0.82,97.3,11.6,20.6,50.2,OPEN,64,AKZOINDIA,2024-08-01,7.32,10.2,2.6
darvas,61.4,1,1,1.0,1,1.0,10.0,27.3,0.59,96.1,8.5,-8.5,35.7,STOP,47,AKZOINDIA,2024-08-27,1.77,6.8,2.3
darvas,65.9,1,1,1.0,1,1.0,1.9,35.9,0.73,94.1,16.4,-16.4,1.4,STOP,4,AKZOINDIA,2024-10-09,6.61,9.5,9.3
darvas,44.0,0,0,0.0,0,,1.2,-3.4,1.57,70.6,9.4,-9.4,5.7,STOP,10,AKZOINDIA,2025-12-02,25.5,9.0,1.2
flat,58.6,1,1,,1,,-0.3,3.7,1.33,97.5,11.2,0.3,23.1,OPEN,75,AKZOINDIA,2023-05-02,4.63,11.4,1.1
flat,59.6,1,1,,1,,6.2,10.7,0.76,97.6,10.2,-0.4,18.2,OPEN,60,AKZOINDIA,2023-05-23,4.82,10.5,0.8
flat,65.4,1,1,,1,,6.8,11.5,0.67,98.7,13.4,-3.0,10.5,OPEN,27,AKZOINDIA,2023-07-10,6.19,9.6,5.3
flat,60.1,1,1,1.0,0,1.0,3.9,-6.8,0.8,85.1,9.1,-9.1,18.0,STOP,41,AKZOINDIA,2023-12-07,2.79,9.0,0.9
flat,62.7,1,1,1.0,1,1.0,5.2,12.0,1.2,92.1,14.6,-14.6,2.2,STOP,1,AKZOINDIA,2024-02-06,13.35,9.7,6.7
flat,49.4,1,0,0.0,0,,1.4,-6.8,0.58,80.1,10.1,50.7,84.3,OPEN,110,AKZOINDIA,2024-05-02,2.17,10.3,0.9
flat,62.3,1,1,1.0,0,,5.7,-9.9,0.95,83.7,8.9,39.5,78.8,OPEN,116,AKZOINDIA,2024-05-17,2.47,8.7,0.9
flat,60.5,1,1,1.0,1,1.0,3.7,20.8,0.83,95.1,11.3,20.7,54.9,OPEN,75,AKZOINDIA,2024-07-16,2.38,10.9,1.6
flat,61.2,1,1,1.0,1,1.0,4.0,19.1,0.82,97.3,10.9,20.6,50.2,OPEN,64,AKZOINDIA,2024-08-01,7.32,9.4,2.6
flat,65.9,1,1,1.0,1,1.0,1.9,35.9,0.73,94.1,17.4,-17.4,7.7,STOP,17,AKZOINDIA,2024-10-09,6.61,10.8,9.3
flat,57.4,1,1,1.0,0,1.0,3.8,0.7,1.31,80.1,11.4,-11.4,2.2,STOP,1,AKZOINDIA,2025-01-17,2.61,11.7,1.1
flat,40.3,0,0,0.0,0,,-4.7,-11.4,1.32,68.2,10.4,-7.9,14.5,OPEN,19,AKZOINDIA,2025-06-27,31.0,11.3,0.3
flat,44.0,0,0,0.0,0,,1.2,-3.4,1.57,70.6,8.0,-8.0,5.7,STOP,10,AKZOINDIA,2025-12-02,25.5,7.4,1.2
