detector,rsi14,above_ema20,above_ema50,above_ema200,ema20_above_50,ema50_above_200,mom_20d,mom_60d,vol_trend,ath_proximity,risk_pct,trade_return,max_gain,exit_reason,days_to_peak,symbol,date,volume_ratio,box_height_pct,breakout_pct,stoch_k,stoch_d,macd_hist,macd_positive,macd_bullish,adx,plus_di,minus_di,adx_bullish,atr_pct,bb_pct_b,bb_width,bb_squeeze,supertrend_bull,mfi,cci,williams_r,obv_bullish,psar_bullish,above_ema9,above_ema21,above_ema100,ema9_gt_21,ema20_rising,mom_10d,rsi7,w_above_ema20,w_above_ema50,w_ema20_gt_50,w_rsi,w_macd_positive,w_macd_bullish
darvas,55.6,1,1,0.0,1,,2.6,12.0,0.98,21.5,17.4,37.3,45.1,OPEN,116,ABREL,2020-08-19,5.13,19.0,1.7,77.55,63.74,1.55,1.0,1.0,12.45,27.55,15.21,1.0,4.11,1.13,11.57,0.0,1.0,74.92,205.29,-22.45,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.37,63.54,0.0,0.0,0.0,63.42,0.0,1.0
darvas,64.0,1,1,1.0,1,1.0,7.5,5.4,1.08,34.4,8.8,61.5,96.5,OPEN,99,ABREL,2021-05-25,2.03,8.9,0.7,80.87,78.25,3.36,1.0,1.0,39.96,24.09,6.57,1.0,2.98,1.04,9.79,1.0,1.0,85.78,187.7,-19.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.96,,1.0,1.0,1.0,59.02,1.0,0.0
darvas,66.1,1,1,1.0,1,1.0,9.6,2.0,1.05,35.3,12.8,46.8,78.5,OPEN,89,ABREL,2021-06-08,5.18,6.4,7.8,96.89,81.55,3.76,1.0,1.0,53.6,34.78,7.16,1.0,3.22,1.3,15.27,0.0,1.0,82.09,263.51,-3.11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.08,92.31,1.0,1.0,1.0,56.53,1.0,0.0
darvas,58.4,1,1,1.0,1,1.0,7.6,-2.3,1.35,62.0,6.5,-6.5,8.1,STOP,3,ABREL,2022-01-07,2.18,6.0,1.0,94.12,87.48,4.79,1.0,1.0,26.35,36.08,8.58,1.0,4.01,0.88,19.35,0.0,1.0,84.34,107.22,-5.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.65,80.85,1.0,1.0,1.0,46.74,1.0,0.0
darvas,54.3,1,1,1.0,1,1.0,0.6,3.4,0.84,57.8,5.0,-5.0,6.8,STOP,7,ABREL,2022-09-05,2.43,5.2,0.0,87.87,60.2,0.23,1.0,1.0,16.89,29.06,16.45,1.0,3.02,1.2,5.21,1.0,1.0,75.68,190.6,-12.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.51,71.05,1.0,1.0,1.0,63.23,1.0,1.0
darvas,58.1,1,1,0.0,0,,3.4,-4.1,0.92,45.9,10.8,73.8,79.2,OPEN,125,ABREL,2023-04-19,1.5,12.1,0.0,84.96,78.27,4.12,1.0,1.0,19.51,26.7,8.03,1.0,3.4,0.83,13.04,0.0,1.0,62.6,99.2,-15.04,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.69,76.97,0.0,0.0,0.0,43.2,0.0,1.0
darvas,59.9,1,1,0.0,1,,8.8,-0.7,1.48,46.9,8.4,54.0,72.4,OPEN,115,ABREL,2023-05-04,3.94,6.4,2.5,95.56,83.84,2.56,1.0,1.0,25.73,19.85,14.83,1.0,2.96,1.13,8.73,0.0,1.0,70.62,204.6,-4.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.89,69.95,0.0,0.0,0.0,46.17,0.0,1.0
darvas,62.3,1,1,1.0,1,1.0,1.5,23.2,0.67,55.3,6.9,45.3,63.9,OPEN,117,ABREL,2023-06-20,3.46,7.0,0.4,74.93,53.9,-1.75,1.0,0.0,18.31,31.47,12.48,1.0,2.23,1.24,5.45,1.0,1.0,77.9,296.8,-25.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.65,71.11,1.0,1.0,0.0,72.73,1.0,1.0
darvas,59.3,1,1,1.0,1,1.0,3.0,31.6,0.44,71.4,13.6,32.1,43.4,OPEN,86,ABREL,2023-09-05,2.52,15.0,0.6,85.82,83.45,5.56,1.0,1.0,24.16,31.74,11.19,1.0,3.34,1.24,12.25,0.0,1.0,79.9,265.11,-14.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.09,81.16,1.0,1.0,1.0,87.79,1.0,1.0
darvas,55.2,1,1,1.0,1,1.0,1.5,22.5,1.66,74.7,13.2,60.5,65.0,OPEN,125,ABREL,2023-10-10,4.51,14.5,0.6,82.29,80.92,3.58,1.0,1.0,19.85,33.14,8.83,1.0,4.35,1.0,13.17,0.0,1.0,85.42,177.26,-17.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.64,66.06,1.0,1.0,1.0,89.12,1.0,1.0
darvas,51.6,1,1,1.0,1,1.0,-5.2,13.4,0.87,84.7,15.2,59.3,73.1,OPEN,121,ABREL,2024-01-04,11.66,15.0,2.6,88.83,67.09,8.16,1.0,1.0,26.82,33.13,10.77,1.0,3.85,1.22,15.45,0.0,1.0,85.06,173.54,-11.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.7,83.75,1.0,1.0,1.0,60.21,1.0,0.0
darvas,57.4,1,1,1.0,1,1.0,3.8,19.0,0.83,94.2,17.7,74.9,80.2,OPEN,115,ABREL,2024-03-28,12.01,15.4,5.3,86.29,77.12,14.62,1.0,1.0,24.32,25.95,21.62,1.0,5.05,1.27,15.68,0.0,1.0,83.32,307.35,-13.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.22,89.17,1.0,1.0,1.0,61.51,1.0,0.0
darvas,64.0,1,1,1.0,1,1.0,1.6,14.9,1.45,97.0,16.6,-16.6,25.0,STOP,38,ABREL,2024-08-27,4.0,14.4,4.8,96.97,83.42,32.26,1.0,1.0,27.69,39.59,8.15,1.0,3.54,1.12,19.36,0.0,1.0,95.01,170.57,-3.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.82,,1.0,1.0,1.0,56.06,1.0,0.0
darvas,62.3,1,1,1.0,1,1.0,12.9,10.7,1.08,98.2,12.7,-12.7,20.2,STOP,27,ABREL,2024-09-11,7.21,10.6,3.5,81.41,72.84,17.98,1.0,1.0,46.53,33.61,12.78,1.0,4.36,1.0,23.0,0.0,1.0,91.61,172.36,-18.59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.86,81.96,1.0,1.0,1.0,65.89,1.0,0.0
darvas,59.2,1,1,1.0,1,1.0,2.3,24.9,0.44,96.3,15.1,-15.1,2.9,STOP,1,ABREL,2024-10-18,1.76,13.4,4.0,86.49,81.95,11.34,1.0,1.0,18.41,29.24,16.67,1.0,4.54,1.16,14.3,0.0,1.0,68.01,194.9,-13.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.95,81.86,1.0,1.0,1.0,63.81,1.0,1.0
flat,55.2,1,1,,0,,-0.9,0.4,0.81,63.1,10.5,-10.5,3.3,STOP,3,ABREL,2018-08-29,2.5,11.7,0.0,81.32,72.25,3.76,1.0,1.0,16.65,26.41,9.69,1.0,2.3,1.24,6.26,1.0,1.0,73.13,218.42,-18.68,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.08,79.05,0.0,0.0,0.0,34.0,0.0,1.0
flat,50.4,0,1,0.0,1,,-1.9,27.8,0.87,62.0,13.0,-13.0,7.7,STOP,11,ABREL,2019-05-20,1.67,10.0,4.5,93.38,59.02,1.91,1.0,1.0,22.17,26.23,14.39,1.0,3.21,1.31,8.81,0.0,1.0,72.14,281.89,-6.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.91,69.31,1.0,0.0,0.0,72.06,1.0,1.0
flat,49.3,1,0,0.0,0,,-1.4,-5.0,0.72,21.4,10.6,51.6,63.1,OPEN,72,ABREL,2020-11-18,4.23,11.8,0.0,92.73,76.19,2.93,0.0,1.0,27.66,32.04,6.78,1.0,2.53,1.32,9.69,0.0,1.0,82.65,247.77,-7.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.45,80.32,0.0,0.0,0.0,47.27,0.0,1.0
flat,55.6,1,1,1.0,1,1.0,0.5,5.4,1.06,55.1,9.7,-9.7,12.4,STOP,30,ABREL,2022-07-29,2.61,8.8,1.8,91.98,63.43,2.55,1.0,1.0,27.12,23.9,10.75,1.0,3.02,1.22,6.26,1.0,1.0,80.86,234.53,-8.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.21,81.54,1.0,1.0,1.0,43.32,0.0,1.0
flat,55.1,1,1,1.0,1,1.0,4.8,16.4,1.22,56.7,10.5,-10.5,8.7,STOP,19,ABREL,2022-08-17,3.87,11.3,0.4,82.11,70.34,1.23,1.0,1.0,44.5,27.25,10.65,1.0,2.82,0.88,12.69,1.0,1.0,87.06,106.3,-17.89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.92,66.32,1.0,1.0,1.0,56.82,1.0,1.0
flat,54.3,1,1,1.0,1,1.0,0.6,3.4,0.84,57.8,10.6,-10.6,6.8,STOP,7,ABREL,2022-09-05,2.43,11.9,0.0,87.87,60.2,0.23,1.0,1.0,16.89,29.06,16.45,1.0,3.02,1.2,5.21,1.0,1.0,75.68,190.6,-12.13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.51,71.05,1.0,1.0,1.0,63.23,1.0,1.0
flat,43.3,0,0,0.0,0,1.0,0.6,0.4,0.61,55.3,9.5,-9.5,0.4,STOP,1,ABREL,2022-10-27,5.15,8.5,1.8,91.02,53.37,5.13,0.0,1.0,29.68,26.45,9.68,1.0,3.0,1.27,8.17,1.0,1.0,71.56,263.85,-8.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.1,71.05,1.0,1.0,1.0,58.74,1.0,0.0
flat,59.9,1,1,0.0,1,,8.8,-0.7,1.48,46.9,11.1,54.0,72.4,OPEN,115,ABREL,2023-05-04,3.94,10.4,1.9,95.56,83.84,2.56,1.0,1.0,25.73,19.85,14.83,1.0,2.96,1.13,8.73,0.0,1.0,70.62,204.6,-4.44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.89,69.95,0.0,0.0,0.0,46.17,0.0,1.0
flat,62.3,1,1,1.0,1,1.0,1.5,23.2,0.67,55.3,9.8,45.3,63.9,OPEN,117,ABREL,2023-06-20,3.46,10.5,0.4,74.93,53.9,-1.75,1.0,0.0,18.31,31.47,12.48,1.0,2.23,1.24,5.45,1.0,1.0,77.9,296.8,-25.07,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.65,71.11,1.0,1.0,0.0,72.73,1.0,1.0
flat,52.7,1,1,1.0,1,1.0,-0.3,26.2,1.04,54.4,9.4,48.6,58.2,OPEN,110,ABREL,2023-06-30,5.33,8.7,1.5,86.71,43.75,0.27,1.0,1.0,17.98,37.65,14.07,1.0,2.9,1.28,8.97,0.0,1.0,75.08,240.28,-13.29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.38,63.68,1.0,1.0,0.0,71.27,1.0,1.0
flat,59.3,1,1,1.0,1,1.0,3.0,31.6,0.44,71.4,13.6,32.1,43.4,OPEN,86,ABREL,2023-09-05,2.52,11.4,3.9,85.82,83.45,5.56,1.0,1.0,24.16,31.74,11.19,1.0,3.34,1.24,12.25,0.0,1.0,79.9,265.11,-14.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.09,81.16,1.0,1.0,1.0,87.79,1.0,1.0
flat,53.4,1,0,0.0,0,,1.5,-23.0,0.65,59.4,9.7,-9.7,2.2,STOP,2,ABREL,2025-09-16,1.59,10.2,0.5,93.65,79.01,22.47,0.0,1.0,15.29,27.22,10.89,1.0,2.76,1.2,9.01,1.0,1.0,63.03,256.95,-6.35,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.54,82.38,0.0,0.0,0.0,19.06,0.0,0.0
darvas,75.0,1,1,0.0,1,,8.2,12.7,0.94,65.6,11.1,-11.1,1.3,STOP,1,ABSLAMC,2022-09-12,2.94,8.6,3.6,86.98,90.8,2.31,1.0,1.0,51.25,42.34,6.09,1.0,1.98,1.1,12.62,0.0,1.0,82.66,201.35,-13.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.64,96.62,1.0,0.0,0.0,70.41,0.0,1.0
darvas,73.7,1,1,1.0,1,,10.0,18.5,1.32,55.4,10.7,14.3,24.9,OPEN,118,ABSLAMC,2023-07-25,2.27,9.8,2.0,95.24,84.05,2.64,1.0,1.0,50.62,49.79,7.31,1.0,1.85,1.18,11.59,0.0,1.0,79.15,247.8,-4.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.84,86.45,1.0,0.0,0.0,78.38,0.0,1.0
darvas,65.3,1,1,1.0,1,,2.6,10.7,0.76,57.0,9.6,24.4,26.8,OPEN,117,ABSLAMC,2023-09-08,1.76,9.7,0.9,94.34,86.09,3.01,1.0,1.0,53.86,36.25,6.04,1.0,1.97,1.15,10.37,0.0,1.0,78.62,206.9,-5.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.68,86.62,1.0,0.0,0.0,71.9,1.0,1.0
darvas,62.5,1,1,1.0,1,1.0,8.0,12.5,0.79,58.5,4.9,7.4,24.3,OPEN,104,ABSLAMC,2023-09-28,4.39,4.9,0.3,59.73,68.37,0.8,1.0,1.0,40.79,33.98,14.81,1.0,2.52,0.88,10.71,0.0,1.0,83.56,177.01,-40.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.22,76.41,1.0,1.0,0.0,70.92,1.0,1.0
darvas,58.5,1,1,1.0,1,1.0,3.5,6.9,0.91,66.1,7.5,-7.5,2.7,STOP,1,ABSLAMC,2024-01-12,4.04,7.2,0.8,94.18,72.57,1.27,1.0,1.0,20.95,21.73,12.09,1.0,2.12,1.39,6.14,0.0,1.0,78.21,347.44,-5.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.25,83.2,1.0,1.0,1.0,67.91,1.0,1.0
darvas,65.7,1,1,1.0,1,1.0,4.8,12.7,0.84,69.9,11.8,-11.8,1.9,STOP,1,ABSLAMC,2024-02-27,5.17,10.4,2.7,95.53,86.37,4.24,1.0,1.0,16.65,41.5,16.28,1.0,2.37,1.22,11.88,0.0,1.0,82.63,250.94,-4.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.33,94.46,1.0,1.0,1.0,63.25,1.0,0.0
darvas,69.9,1,1,1.0,1,1.0,16.5,13.1,1.72,73.3,18.3,33.5,45.9,OPEN,120,ABSLAMC,2024-04-24,5.89,19.0,2.8,84.37,85.92,7.27,1.0,1.0,41.34,46.11,9.33,1.0,3.12,1.09,22.1,0.0,1.0,87.86,196.77,-15.63,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.58,87.31,1.0,1.0,1.0,51.32,1.0,0.0
darvas,47.6,0,1,1.0,1,1.0,-2.1,0.5,1.27,72.3,10.8,51.1,58.6,OPEN,124,ABSLAMC,2024-06-03,3.41,11.0,0.9,100.0,59.49,0.9,1.0,1.0,19.47,22.83,15.39,1.0,3.09,1.33,9.0,0.0,1.0,40.23,298.36,-0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.2,70.29,1.0,1.0,1.0,56.16,1.0,1.0
darvas,61.8,1,1,1.0,1,1.0,4.4,33.7,1.16,97.6,17.8,-17.8,21.4,STOP,71,ABSLAMC,2024-08-20,2.8,18.6,2.6,97.38,92.35,4.29,1.0,1.0,25.3,27.0,22.83,1.0,3.53,1.05,15.25,0.0,1.0,72.79,174.74,-2.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.51,97.53,1.0,1.0,1.0,75.5,1.0,1.0
darvas,43.7,0,0,1.0,1,1.0,-7.3,2.0,0.67,90.1,14.3,-14.3,17.0,STOP,31,ABSLAMC,2024-10-16,14.61,16.1,0.5,81.71,48.42,1.72,0.0,1.0,40.82,33.19,22.3,1.0,3.92,0.97,15.69,0.0,1.0,76.41,99.55,-18.29,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.89,89.01,1.0,1.0,1.0,56.06,1.0,0.0
darvas,50.5,1,0,0.0,0,,1.9,5.0,1.34,70.4,8.7,20.2,34.8,OPEN,79,ABSLAMC,2025-04-29,4.2,8.5,0.9,90.51,75.52,3.02,1.0,1.0,43.01,14.3,33.83,0.0,4.82,0.98,9.76,1.0,1.0,68.81,144.36,-9.49,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.78,74.45,0.0,0.0,1.0,33.28,0.0,0.0
darvas,64.2,1,1,1.0,1,1.0,4.0,29.9,1.07,89.6,14.0,-14.0,6.8,STOP,28,ABSLAMC,2025-07-10,2.87,12.4,3.4,95.78,83.77,3.59,1.0,1.0,29.59,40.83,3.69,1.0,2.89,1.07,14.65,0.0,1.0,76.81,171.45,-4.22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.42,84.35,1.0,1.0,1.0,77.95,1.0,1.0
flat,75.0,1,1,0.0,1,,8.2,12.7,0.94,65.6,13.6,-13.6,1.3,STOP,1,ABSLAMC,2022-09-12,2.94,11.8,3.6,86.98,90.8,2.31,1.0,1.0,51.25,42.34,6.09,1.0,1.98,1.1,12.62,0.0,1.0,82.66,201.35,-13.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.64,96.62,1.0,0.0,0.0,70.41,0.0,1.0
flat,60.4,1,1,0.0,0,,3.1,-10.6,1.87,61.2,11.0,-11.0,5.0,STOP,4,ABSLAMC,2022-12-09,1.85,11.3,1.0,94.44,87.8,2.72,1.0,1.0,37.64,37.6,8.69,1.0,1.8,1.08,7.8,0.0,1.0,54.52,195.72,-5.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.53,75.37,0.0,0.0,0.0,43.36,0.0,1.0
flat,73.7,1,1,1.0,1,,10.0,18.5,1.32,55.4,11.6,14.3,24.9,OPEN,118,ABSLAMC,2023-07-25,2.27,10.9,2.0,95.24,84.05,2.64,1.0,1.0,50.62,49.79,7.31,1.0,1.85,1.18,11.59,0.0,1.0,79.15,247.8,-4.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.84,86.45,1.0,0.0,0.0,78.38,0.0,1.0
flat,65.3,1,1,1.0,1,,2.6,10.7,0.76,57.0,10.7,24.4,26.8,OPEN,117,ABSLAMC,2023-09-08,1.76,11.0,0.9,94.34,86.09,3.01,1.0,1.0,53.86,36.25,6.04,1.0,1.97,1.15,10.37,0.0,1.0,78.62,206.9,-5.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.68,86.62,1.0,0.0,0.0,71.9,1.0,1.0
flat,62.5,1,1,1.0,1,1.0,8.0,12.5,0.79,58.5,10.9,7.4,24.3,OPEN,104,ABSLAMC,2023-09-28,4.39,11.9,0.3,59.73,68.37,0.8,1.0,1.0,40.79,33.98,14.81,1.0,2.52,0.88,10.71,0.0,1.0,83.56,177.01,-40.27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.22,76.41,1.0,1.0,0.0,70.92,1.0,1.0
flat,69.9,1,1,1.0,1,1.0,7.2,16.3,1.64,61.4,11.7,11.9,16.9,OPEN,94,ABSLAMC,2023-10-13,3.61,10.5,2.4,96.96,79.47,1.28,1.0,1.0,26.15,34.55,15.87,1.0,2.43,1.16,10.25,0.0,1.0,71.51,181.52,-3.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.32,77.75,1.0,1.0,0.0,75.87,1.0,1.0
flat,55.5,1,1,1.0,1,1.0,0.3,10.2,0.94,63.8,7.0,38.7,47.6,OPEN,122,ABSLAMC,2023-12-18,2.57,6.3,1.2,88.82,72.69,0.67,1.0,1.0,29.06,25.4,10.14,1.0,2.04,1.07,6.89,0.0,1.0,64.84,142.76,-11.18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.14,63.44,1.0,1.0,1.0,66.51,1.0,1.0
flat,58.5,1,1,1.0,1,1.0,3.5,6.9,0.91,66.1,10.9,41.9,44.0,OPEN,125,ABSLAMC,2024-01-12,4.04,11.3,0.8,94.18,72.57,1.27,1.0,1.0,20.95,21.73,12.09,1.0,2.12,1.39,6.14,0.0,1.0,78.21,347.44,-5.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.25,83.2,1.0,1.0,1.0,67.91,1.0,1.0
flat,65.7,1,1,1.0,1,1.0,4.8,12.7,0.84,69.9,12.5,-12.5,1.9,STOP,1,ABSLAMC,2024-02-27,5.17,11.3,2.7,95.53,86.37,4.24,1.0,1.0,16.65,41.5,16.28,1.0,2.37,1.22,11.88,0.0,1.0,82.63,250.94,-4.47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.33,94.46,1.0,1.0,1.0,63.25,1.0,0.0
flat,47.6,0,1,1.0,1,1.0,-2.1,0.5,1.27,72.3,10.8,51.1,58.6,OPEN,124,ABSLAMC,2024-06-03,3.41,11.0,0.9,100.0,59.49,0.9,1.0,1.0,19.47,22.83,15.39,1.0,3.09,1.33,9.0,0.0,1.0,40.23,298.36,-0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,8.2,70.29,1.0,1.0,1.0,56.16,1.0,1.0
darvas,57.2,1,0,,0,,1.6,-6.8,0.86,71.8,4.9,-4.9,0.8,STOP,1,ACC,2023-05-12,1.82,4.6,0.5,72.59,70.6,6.32,1.0,1.0,32.9,21.82,14.16,1.0,2.01,1.03,4.43,1.0,1.0,71.7,219.82,-27.41,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.69,80.67,0.0,0.0,0.0,43.08,0.0,1.0
darvas,51.0,1,1,,0,,0.7,2.4,0.74,72.5,6.9,18.4,27.2,OPEN,113,ACC,2023-07-25,4.07,6.0,1.3,97.54,53.77,5.9,1.0,1.0,29.58,28.66,15.63,1.0,1.79,1.32,5.94,0.0,1.0,45.29,266.59,-2.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.08,76.63,0.0,0.0,0.0,49.92,0.0,1.0
darvas,73.4,1,1,1.0,0,,8.3,-1.2,1.84,81.2,16.9,12.3,25.7,OPEN,51,ACC,2023-12-05,8.17,15.9,3.8,97.9,94.13,35.71,1.0,1.0,27.81,58.25,7.85,1.0,2.28,1.41,18.37,0.0,1.0,72.99,406.55,-2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.49,,0.0,0.0,0.0,42.87,0.0,0.0
darvas,54.8,1,1,1.0,1,1.0,2.9,-1.1,0.9,95.4,8.4,-8.4,3.4,STOP,1,ACC,2024-07-01,1.55,7.7,1.3,92.24,72.91,8.94,1.0,1.0,21.67,35.55,15.9,1.0,2.5,0.9,16.29,0.0,1.0,86.22,124.64,-7.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3,73.62,1.0,1.0,1.0,57.18,1.0,0.0
flat,57.2,1,0,,0,,1.6,-6.8,0.86,71.8,9.3,1.5,17.0,OPEN,80,ACC,2023-05-12,1.82,9.8,0.5,72.59,70.6,6.32,1.0,1.0,32.9,21.82,14.16,1.0,2.01,1.03,4.43,1.0,1.0,71.7,219.82,-27.41,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.69,80.67,0.0,0.0,0.0,43.08,0.0,1.0
flat,56.6,1,1,,0,,2.9,-3.0,1.24,72.8,8.4,14.7,19.5,OPEN,125,ACC,2023-06-06,2.34,7.9,1.2,93.42,75.67,5.64,1.0,1.0,17.03,32.4,17.78,1.0,2.54,1.03,7.23,0.0,1.0,69.3,181.87,-6.58,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.03,78.75,0.0,0.0,0.0,55.51,0.0,1.0
flat,51.0,1,1,,0,,0.7,2.4,0.74,72.5,9.9,18.4,27.2,OPEN,113,ACC,2023-07-25,4.07,9.7,1.2,97.54,53.77,5.9,1.0,1.0,29.58,28.66,15.63,1.0,1.79,1.32,5.94,0.0,1.0,45.29,266.59,-2.46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.08,76.63,0.0,0.0,0.0,49.92,0.0,1.0
flat,73.4,1,1,1.0,0,,8.3,-1.2,1.84,81.2,16.9,12.3,25.7,OPEN,51,ACC,2023-12-05,8.17,12.0,7.5,97.9,94.13,35.71,1.0,1.0,27.81,58.25,7.85,1.0,2.28,1.41,18.37,0.0,1.0,72.99,406.55,-2.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.49,,0.0,0.0,0.0,42.87,0.0,0.0
flat,50.9,0,1,1.0,1,1.0,3.2,18.7,0.4,90.1,12.5,-12.5,11.3,STOP,15,ACC,2024-01-25,4.56,11.5,2.5,74.29,33.89,-4.43,1.0,0.0,36.91,34.77,20.76,1.0,3.15,1.19,10.69,0.0,1.0,62.76,188.0,-25.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.28,70.48,1.0,1.0,1.0,62.76,1.0,1.0
flat,57.6,1,1,1.0,0,1.0,-0.5,-5.1,0.94,92.6,10.0,-10.0,3.3,STOP,7,ACC,2024-05-23,1.77,10.8,0.2,96.1,90.31,17.46,1.0,1.0,12.66,29.13,20.57,1.0,2.52,0.96,10.56,0.0,1.0,53.61,121.95,-3.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.29,98.08,1.0,1.0,1.0,45.69,1.0,0.0
darvas,68.6,1,1,,1,,15.4,,0.96,98.5,15.5,82.6,130.2,OPEN,117,ADANIENSOL,2021-03-24,2.19,17.0,1.1,85.66,77.52,-1.78,1.0,0.0,17.02,20.46,21.14,0.0,5.97,1.04,19.26,0.0,1.0,72.31,207.95,-14.34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.11,75.65,1.0,1.0,1.0,,1.0,1.0
darvas,60.8,1,1,1.0,1,1.0,7.4,13.9,1.07,99.7,18.8,72.5,80.6,OPEN,123,ADANIENSOL,2022-03-02,2.46,17.6,4.7,99.99,95.5,20.01,1.0,1.0,22.95,26.8,20.95,1.0,4.91,1.24,15.85,0.0,1.0,82.77,293.63,-0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.3,73.08,1.0,1.0,1.0,56.31,1.0,0.0
darvas,68.4,1,1,1.0,1,1.0,10.6,93.1,0.86,97.6,6.1,-6.1,3.2,STOP,1,ADANIENSOL,2022-09-15,1.57,5.0,1.4,87.34,87.83,-10.49,1.0,0.0,17.35,22.14,19.37,1.0,3.54,0.9,17.45,1.0,1.0,73.28,122.97,-12.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.8,67.62,1.0,1.0,1.0,99.04,1.0,1.0
darvas,67.2,1,1,1.0,1,,6.1,3.9,1.31,26.5,20.6,-20.6,0.0,STOP,0,ADANIENSOL,2024-06-03,4.74,16.3,8.2,88.16,79.61,14.11,1.0,1.0,40.51,46.92,2.97,1.0,3.39,1.19,21.74,0.0,1.0,89.67,223.69,-11.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.98,87.22,1.0,1.0,0.0,54.77,1.0,1.0
darvas,54.9,1,1,0.0,0,,3.2,-4.5,0.8,24.0,15.0,-15.0,0.0,STOP,0,ADANIENSOL,2024-11-06,2.31,16.7,0.8,92.67,72.69,9.18,0.0,1.0,25.46,23.6,21.57,1.0,4.32,1.05,15.93,0.0,1.0,52.07,171.99,-7.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.65,87.24,0.0,0.0,0.0,45.57,0.0,0.0
flat,54.8,1,1,0.0,0,,5.4,-9.8,2.01,19.4,11.9,-11.9,12.0,STOP,2,ADANIENSOL,2023-08-18,2.25,10.6,2.6,80.6,65.06,4.44,1.0,1.0,35.7,32.85,15.38,1.0,3.45,1.16,10.89,1.0,1.0,72.85,244.22,-19.4,1.0,1.0,1.0,1.0,0.0,1.0,1.0,9.44,70.4,0.0,0.0,0.0,36.05,0.0,1.0
