date,baseline,rsi50,vwap,volspike,htf,confluence
2026-01-13,-2092.20,-2092.20,-2092.20,0.00,-2092.20,0.00
2026-01-14,-1860.31,-1860.31,-1860.31,-1860.31,-1860.31,-1860.31
2026-01-19,1628.32,1628.32,1628.32,0.00,1628.32,0.00
2026-01-20,-2082.83,-2082.83,-740.79,270.21,-740.79,270.21
2026-01-22,-1865.44,-1865.44,-1865.44,-726.47,-726.47,-726.47
2026-01-23,1090.60,1090.60,1090.60,231.72,0.00,0.00
2026-01-27,-5517.62,-5517.62,-5517.62,0.00,-4229.84,0.00
2026-01-29,-824.97,-824.97,-824.97,-1126.34,-1362.61,-1126.34
2026-01-30,-3104.37,-3104.37,-1508.01,-1031.24,-1031.24,-1031.24
2026-02-02,845.24,845.24,0.00,0.00,845.24,0.00
2026-02-04,-1568.04,-1568.04,-1568.04,0.00,0.00,0.00
2026-02-05,-1067.48,-1067.48,-1067.48,0.00,0.00,0.00
2026-02-06,-4927.10,-4927.10,-4927.10,-1312.89,-3614.21,0.00
2026-02-11,-5821.19,-5821.19,-5821.19,-2115.58,-3111.82,-2115.58
2026-02-12,-1751.25,-1751.25,-1751.25,-1751.25,-1751.25,-1751.25
2026-02-13,-841.04,-841.04,-841.04,-841.04,-841.04,-841.04
2026-02-16,-476.49,-476.49,-476.49,-731.97,-365.09,-620.56
2026-02-19,-1472.08,-1472.08,-1243.95,-2131.66,-2284.04,-974.31
2026-02-20,-279.68,-279.68,-279.68,700.06,-979.75,0.00
2026-02-23,-2759.82,-2759.82,-2759.82,-1956.81,-920.21,-920.21
2026-02-24,-2851.32,-2851.32,-2851.32,-2013.04,-2874.39,-2036.11
2026-02-26,-945.74,-945.74,-945.74,-945.74,0.00,0.00
2026-02-27,-2798.26,-2798.26,-2798.26,-799.09,-1719.36,-799.09
2026-03-02,914.81,914.81,49.42,865.40,49.42,0.00
2026-03-06,-4604.11,-4604.11,-4604.11,-3325.18,-2181.93,-2181.93
2026-03-09,-2547.37,-2547.37,-2547.37,-1422.91,0.00,0.00
2026-03-10,-1217.62,-1217.62,-165.32,-2326.78,0.00,0.00
2026-03-11,1260.28,1260.28,1260.28,-1075.64,0.00,0.00
2026-03-12,-1616.20,-1616.20,-1616.20,-1241.43,1001.65,0.00
