date,long_baseline,long_volspike,long_htf,long_confluence,contra_baseline,contra_volspike,contra_htf,contra_confluence
2025-08-28,-200.30,752.55,752.55,752.55,-2002.78,-1049.18,-953.60,0.00
2025-08-29,-124.79,587.04,-124.79,587.04,-1819.03,-966.80,0.00,0.00
2025-09-01,-920.08,0.00,-920.08,0.00,488.82,0.00,0.00,0.00
2025-09-03,849.85,273.09,0.00,0.00,-1764.98,-806.10,-1764.98,0.00
2025-09-04,-381.86,-381.86,0.00,0.00,-1934.60,-1934.60,-1934.60,0.00
2025-09-05,-623.88,197.09,197.09,0.00,-732.72,-763.56,30.84,0.00
2025-09-08,53.32,0.00,53.32,0.00,-696.52,0.00,0.00,0.00
2025-09-09,-726.82,0.00,0.00,0.00,-306.08,0.00,-306.08,0.00
2025-09-11,-2379.95,0.00,-1327.02,0.00,-513.23,0.00,765.52,0.00
2025-09-12,934.27,0.00,0.00,0.00,-1816.15,0.00,-1816.15,0.00
2025-09-15,-1009.07,-733.53,0.00,0.00,-1418.67,-733.10,-1418.67,0.00
2025-09-16,-1802.67,-924.61,-1802.67,-924.61,398.03,500.83,0.00,0.00
2025-09-17,-2879.36,0.00,0.00,0.00,-813.65,0.00,-813.65,0.00
2025-09-19,-504.30,-504.30,-504.30,-504.30,-2459.61,-2459.61,0.00,0.00
2025-09-22,-780.79,-780.79,-780.79,-780.79,-781.29,-781.29,0.00,0.00
2025-09-25,-2246.17,-933.63,-2246.17,-933.63,345.35,-932.90,0.00,0.00
2025-09-29,-368.91,-368.91,-1007.66,-1007.66,-1127.76,-1127.76,-994.84,0.00
2025-09-30,-991.77,-991.77,-991.77,-991.77,636.30,636.30,0.00,0.00
2025-10-01,118.55,-986.64,0.00,0.00,-2516.48,-987.44,-2516.48,0.00
2025-10-03,-692.17,1292.89,149.65,1292.89,-831.80,-1322.23,-449.79,0.00
2025-10-06,-3422.33,-962.88,-962.88,-962.88,-586.78,163.28,-750.05,0.00
2025-10-07,-1833.04,-940.94,-1833.04,-940.94,-506.04,-941.68,-895.25,0.00
2025-10-08,-1268.32,-1449.58,-1449.58,-1449.58,-2793.24,-1448.09,-1345.16,0.00
2025-10-09,-2200.55,-1025.36,-2200.55,-1025.36,-20.47,-1026.23,0.00,0.00
2025-10-10,-1805.01,1436.29,-2400.54,840.76,-2215.95,-2067.75,-972.67,0.00
2025-10-15,-918.43,0.00,0.00,0.00,-917.73,0.00,-917.73,0.00
2025-10-16,-2892.77,0.00,-1758.38,0.00,556.70,0.00,916.84,0.00
2025-10-21,-3356.49,-587.42,-3356.49,-587.42,762.75,-310.22,0.00,0.00
2025-10-23,-2069.96,-992.15,0.00,0.00,-185.66,-991.34,-185.66,0.00
2025-10-24,607.32,0.00,0.00,0.00,-975.79,0.00,-975.79,0.00
2025-10-27,-2433.69,0.00,-1729.55,0.00,-1989.19,0.00,-1635.75,0.00
2025-10-29,-571.29,-1797.44,-116.96,-886.65,-2006.58,-43.84,-430.31,471.80
2025-10-30,-4075.07,-1897.42,-1320.30,0.00,3.03,-434.16,-1290.91,0.00
2025-10-31,440.08,0.00,0.00,0.00,-893.06,0.00,-893.06,0.00
2025-11-03,-4006.37,-1405.59,-4006.37,-1405.59,-3875.70,-1407.02,0.00,0.00
2025-11-04,845.66,0.00,845.66,0.00,-1096.69,0.00,0.00,0.00
2025-11-06,1297.98,0.00,-982.01,0.00,-2516.80,0.00,-2516.80,0.00
2025-11-10,-2084.47,-1287.35,1390.24,1390.24,-3809.87,-3013.28,-1765.45,0.00
2025-11-11,-3653.15,-955.10,-2714.79,-955.10,-1779.91,-955.87,-937.63,0.00
2025-11-12,-411.08,399.12,-411.08,399.12,-2565.16,-2849.54,0.00,0.00
2025-11-14,-5312.00,0.00,-1811.44,0.00,-1434.11,0.00,377.45,0.00
2025-11-17,137.41,1003.91,137.41,1003.91,-2107.82,-1847.24,0.00,0.00
2025-11-18,-981.20,0.00,0.00,0.00,-980.40,0.00,-980.40,0.00
2025-11-19,-2206.93,-2206.93,-2206.93,-2206.93,698.62,698.62,0.00,0.00
2025-11-20,-2557.45,-862.22,0.00,0.00,-1565.57,-74.97,-1565.57,0.00
2025-11-24,-1563.50,0.00,-784.20,0.00,438.19,0.00,211.10,0.00
2025-11-25,-2144.90,0.00,-2144.90,0.00,-2146.77,0.00,0.00,0.00
2025-11-26,-44.81,0.00,0.00,0.00,-1064.25,0.00,-1064.25,0.00
2025-11-27,-1486.72,-929.76,-2054.10,0.00,454.81,511.05,-486.43,0.00
2025-11-28,-1415.19,-346.70,-346.70,-346.70,-2384.36,-1314.94,-1069.43,0.00
2025-12-01,-1645.68,-867.91,-1645.68,-867.91,595.52,387.35,0.00,0.00
2025-12-02,-3062.41,0.00,-1603.53,0.00,-563.31,0.00,-1404.06,0.00
2025-12-03,605.25,0.00,0.00,0.00,-963.36,0.00,-963.36,0.00
2025-12-04,624.25,0.00,624.25,0.00,-2303.45,0.00,0.00,0.00
2025-12-05,-2267.33,-1206.64,0.00,0.00,-418.78,-1207.78,-418.78,0.00
2025-12-08,-1362.04,-443.18,-918.86,0.00,-1356.84,-438.69,-438.69,0.00
2025-12-10,-1974.85,0.00,-108.19,0.00,-3009.90,0.00,-550.53,0.00
2025-12-11,-1902.28,363.62,-22.71,0.00,-2732.91,-838.04,-1864.49,-838.04
2025-12-12,-1390.00,-525.37,-496.53,368.09,-3558.60,-2693.35,-894.13,0.00
2025-12-16,-2839.60,182.59,-920.04,0.00,415.27,-765.52,-842.62,0.00
2025-12-17,-290.55,1329.57,-46.35,813.70,-2967.03,-2007.05,-1027.33,0.00
2025-12-18,-947.67,0.00,-947.67,0.00,-948.42,0.00,0.00,0.00
2025-12-19,-2139.01,-2083.58,-2139.01,-2083.58,-1853.47,-72.18,0.00,0.00
2025-12-22,-2121.46,-781.38,0.00,0.00,158.33,152.16,158.33,0.00
2025-12-24,-752.00,-752.00,-752.00,-752.00,154.41,154.41,0.00,0.00
2025-12-26,-1577.05,-947.32,-358.57,0.00,-355.87,544.60,-81.75,0.00
2025-12-29,773.30,0.00,176.76,0.00,-3227.17,0.00,-1640.65,0.00
2025-12-30,-1655.15,-981.81,-1945.86,-981.81,381.78,614.18,-818.71,0.00
2026-01-01,211.07,0.00,35.26,0.00,-1549.26,0.00,-760.88,0.00
2026-01-02,-1611.77,0.00,-784.29,0.00,118.22,0.00,-118.26,0.00
2026-01-05,-3075.89,0.00,-1110.19,0.00,-1212.51,0.00,-101.33,0.00
2026-01-06,-2968.32,-1770.18,-1757.59,-815.36,-3751.64,-2539.14,-1223.60,0.00
2026-01-07,-352.73,428.38,428.38,428.38,-1660.54,-878.93,-781.61,0.00
2026-01-09,404.87,0.00,404.87,0.00,-3451.95,0.00,0.00,0.00
2026-01-12,-2539.81,0.00,-2743.44,0.00,-1533.30,0.00,-1451.47,0.00
2026-01-13,-2092.20,0.00,-2092.20,0.00,0.99,0.00,0.00,0.00
2026-01-14,-1860.31,-1860.31,-1860.31,-1860.31,-1858.87,-1858.87,0.00,0.00
2026-01-19,1628.32,0.00,1628.32,0.00,-1488.94,0.00,0.00,0.00
2026-01-20,-2082.83,270.21,-740.79,270.21,1204.96,-806.05,1337.10,0.00
2026-01-22,-1865.44,-726.47,-726.47,-726.47,-3857.65,-2719.71,-1137.94,0.00
2026-01-23,1090.60,231.72,0.00,0.00,-5069.73,-1285.61,-5069.73,0.00
2026-01-27,-5517.62,0.00,-4229.84,0.00,-1190.87,0.00,440.37,0.00
2026-01-29,-824.97,-1126.34,-1362.61,-1126.34,-4142.14,-1127.35,-944.49,0.00
2026-01-30,-3104.37,-1031.24,-1031.24,-1031.24,385.83,-1032.12,1417.95,0.00
2026-02-02,845.24,0.00,845.24,0.00,-1098.44,0.00,0.00,0.00
2026-02-04,-1568.04,0.00,0.00,0.00,1787.37,0.00,1787.37,0.00
2026-02-05,-1067.48,0.00,0.00,0.00,789.10,0.00,789.10,0.00
2026-02-06,-4927.10,-1312.89,-3614.21,0.00,-1283.57,-1311.59,-2458.27,0.00
2026-02-11,-5821.19,-2115.58,-3111.82,-2115.58,-3036.38,671.27,-2710.59,0.00
2026-02-12,-1751.25,-1751.25,-1751.25,-1751.25,-1752.55,-1752.55,0.00,0.00
2026-02-13,-841.04,-841.04,-841.04,-841.04,342.73,342.73,0.00,0.00
2026-02-16,-476.49,-731.97,-365.09,-620.56,-2367.55,-2097.15,-919.96,0.00
2026-02-19,-1472.08,-2131.66,-2284.04,-974.31,-2668.65,-1506.70,-538.43,0.00
2026-02-20,-279.68,700.06,-979.75,0.00,-399.66,-1021.37,-1021.37,0.00
2026-02-23,-2759.82,-1956.81,-920.21,-920.21,411.89,1214.33,-80.45,0.00
2026-02-24,-2851.32,-2013.04,-2874.39,-2036.11,-1682.88,-2012.99,-1020.81,0.00
2026-02-26,-945.74,-945.74,0.00,0.00,540.96,540.96,540.96,0.00
2026-02-27,-2798.26,-799.09,-1719.36,-799.09,-568.78,-799.62,-263.49,0.00
2026-03-02,914.81,865.40,49.42,0.00,-1670.66,-1107.93,-1107.93,-1107.93
2026-03-06,-4604.11,-3325.18,-2181.93,-2181.93,1153.30,-57.51,2152.21,0.00
2026-03-09,-2547.37,-1422.91,0.00,0.00,373.30,1498.78,373.30,0.00
2026-03-10,-1217.62,-2326.78,0.00,0.00,-1744.06,-513.58,-1744.06,762.15
2026-03-11,1260.28,-1075.64,0.00,0.00,-3563.23,-1074.70,-3563.23,0.00
2026-03-12,-1616.20,-1241.43,1001.65,0.00,-1006.64,-1242.62,165.01,0.00
