variant,symbol,date,direction,entry_time,entry,stop,target,qty,atr_at_entry,sqz_bars,exit_time,exit_price,exit_reason,gross_pnl,net_pnl
long_baseline,INDUSINDBK,2024-07-11,SHORT,2024-07-11T10:30:00,1418.00,1421.34,1411.33,211,3.34,0,2024-07-11T11:15:00,1421.34,STOP,-703.90,-1153.23
long_baseline,INDUSINDBK,2024-07-15,LONG,2024-07-15T10:55:00,1443.70,1440.54,1450.02,207,3.16,0,2024-07-15T11:55:00,1440.54,STOP,-654.51,-1102.28
long_baseline,INDUSINDBK,2024-07-31,SHORT,2024-07-31T13:55:00,1424.50,1426.81,1419.88,210,2.31,0,2024-07-31T15:00:00,1426.81,STOP,-485.46,-934.54
long_baseline,INDUSINDBK,2024-08-01,SHORT,2024-08-01T13:35:00,1431.60,1433.12,1428.55,209,1.52,0,2024-08-01T13:55:00,1428.55,TARGET,637.22,188.89
long_baseline,INDUSINDBK,2024-08-02,LONG,2024-08-02T13:45:00,1410.00,1407.63,1414.75,212,2.37,0,2024-08-02T14:15:00,1407.63,STOP,-503.13,-951.14
long_baseline,INDUSINDBK,2024-08-13,LONG,2024-08-13T09:55:00,1355.50,1352.42,1361.65,221,3.08,0,2024-08-13T09:55:00,1352.42,STOP,-680.08,-1128.91
long_baseline,INDUSINDBK,2024-08-27,LONG,2024-08-27T11:30:00,1386.20,1383.94,1390.71,216,2.26,0,2024-08-27T11:30:00,1383.94,STOP,-487.14,-935.90
long_baseline,INDUSINDBK,2024-09-03,SHORT,2024-09-03T13:10:00,1445.60,1447.18,1442.43,207,1.58,0,2024-09-03T13:20:00,1447.18,STOP,-327.84,-776.95
long_baseline,INDUSINDBK,2024-09-05,SHORT,2024-09-05T11:00:00,1432.10,1434.73,1426.85,209,2.63,0,2024-09-05T11:15:00,1434.73,STOP,-549.03,-998.40
long_baseline,INDUSINDBK,2024-09-17,SHORT,2024-09-17T09:55:00,1465.20,1468.24,1459.13,204,3.04,0,2024-09-17T10:40:00,1468.24,STOP,-619.20,-1068.01
long_baseline,INDUSINDBK,2024-09-20,SHORT,2024-09-20T13:35:00,1482.15,1484.59,1477.27,202,2.44,0,2024-09-20T13:35:00,1477.27,TARGET,984.76,536.41
long_baseline,INDUSINDBK,2024-09-26,LONG,2024-09-26T10:25:00,1447.15,1444.08,1453.29,207,3.07,0,2024-09-26T10:45:00,1444.08,STOP,-635.71,-1084.57
long_baseline,INDUSINDBK,2024-09-30,LONG,2024-09-30T14:00:00,1448.00,1446.19,1451.63,207,1.81,0,2024-09-30T15:15:00,1447.35,EOD,-134.55,-584.05
long_baseline,INDUSINDBK,2024-10-07,SHORT,2024-10-07T09:50:00,1372.05,1376.53,1363.08,218,4.48,0,2024-10-07T09:55:00,1376.53,STOP,-977.51,-1426.90
long_baseline,INDUSINDBK,2024-10-10,LONG,2024-10-10T12:45:00,1353.40,1350.97,1358.27,221,2.43,0,2024-10-10T14:10:00,1356.70,TIME_STOP,729.30,280.10
long_baseline,INDUSINDBK,2024-10-11,LONG,2024-10-11T09:50:00,1364.00,1360.75,1370.51,219,3.25,0,2024-10-11T09:50:00,1370.51,TARGET,1425.32,976.17
long_baseline,INDUSINDBK,2024-11-27,LONG,2024-11-27T12:10:00,1004.05,1002.00,1008.15,298,2.05,0,2024-11-27T13:20:00,1008.15,TARGET,1222.23,772.50
long_baseline,INDUSINDBK,2024-12-10,SHORT,2024-12-10T12:25:00,983.40,984.59,981.02,305,1.19,0,2024-12-10T12:35:00,981.02,TARGET,724.41,275.05
long_baseline,INDUSINDBK,2024-12-11,LONG,2024-12-11T11:35:00,985.30,983.93,988.05,304,1.37,0,2024-12-11T11:45:00,988.05,TARGET,835.65,385.72
long_baseline,INDUSINDBK,2024-12-23,SHORT,2024-12-23T14:05:00,942.40,944.47,938.25,318,2.07,0,2024-12-23T14:20:00,944.47,STOP,-659.57,-1109.59
long_baseline,INDUSINDBK,2025-01-01,LONG,2025-01-01T13:50:00,972.45,970.65,976.04,308,1.80,0,2025-01-01T14:00:00,976.04,TARGET,1106.34,656.24
long_baseline,INDUSINDBK,2025-01-17,LONG,2025-01-17T12:40:00,970.90,968.30,976.09,308,2.60,0,2025-01-17T13:00:00,968.30,STOP,-799.81,-1247.77
long_baseline,INDUSINDBK,2025-01-20,SHORT,2025-01-20T14:00:00,973.10,974.98,969.35,308,1.88,0,2025-01-20T14:30:00,969.35,TARGET,1156.05,707.34
long_baseline,INDUSINDBK,2025-02-20,SHORT,2025-02-20T13:15:00,1042.25,1043.89,1038.97,287,1.64,0,2025-02-20T13:30:00,1043.89,STOP,-470.36,-919.40
long_baseline,INDUSINDBK,2025-03-13,SHORT,2025-03-13T09:50:00,676.00,683.07,661.87,353,7.07,0,2025-03-13T10:10:00,683.07,STOP,-2494.48,-2854.30
long_baseline,INDUSINDBK,2025-03-21,SHORT,2025-03-21T10:35:00,678.80,680.30,675.80,441,1.50,0,2025-03-21T10:45:00,680.30,STOP,-660.85,-1110.37
long_baseline,INDUSINDBK,2025-04-02,LONG,2025-04-02T10:35:00,689.35,686.34,695.36,435,3.01,0,2025-04-02T11:00:00,695.36,TARGET,2614.65,2162.89
long_baseline,INDUSINDBK,2025-05-16,LONG,2025-05-16T13:00:00,766.55,764.21,771.22,391,2.34,0,2025-05-16T13:05:00,764.21,STOP,-913.62,-1362.51
long_baseline,INDUSINDBK,2025-05-19,LONG,2025-05-19T13:40:00,786.60,784.92,789.95,381,1.68,0,2025-05-19T13:45:00,784.92,STOP,-638.82,-1087.88
long_baseline,INDUSINDBK,2025-05-27,LONG,2025-05-27T10:25:00,806.65,804.30,811.36,371,2.35,0,2025-05-27T10:25:00,811.36,TARGET,1746.33,1296.12
long_baseline,INDUSINDBK,2025-06-02,SHORT,2025-06-02T10:55:00,815.35,817.16,811.73,367,1.81,0,2025-06-02T11:15:00,811.73,TARGET,1330.09,882.24
long_baseline,INDUSINDBK,2025-06-23,LONG,2025-06-23T12:10:00,838.95,836.10,844.65,357,2.85,0,2025-06-23T12:35:00,836.10,STOP,-1018.30,-1466.80
long_baseline,INDUSINDBK,2025-07-18,LONG,2025-07-18T11:20:00,872.80,870.68,877.05,343,2.12,0,2025-07-18T11:20:00,870.68,STOP,-728.25,-1176.76
long_baseline,INDUSINDBK,2025-07-22,SHORT,2025-07-22T13:45:00,842.75,844.41,839.44,355,1.66,0,2025-07-22T13:45:00,844.41,STOP,-588.13,-1037.34
long_baseline,INDUSINDBK,2025-07-31,LONG,2025-07-31T13:35:00,802.50,800.90,805.71,373,1.60,0,2025-07-31T13:45:00,800.90,STOP,-598.62,-1047.17
long_baseline,INDUSINDBK,2025-08-04,LONG,2025-08-04T13:15:00,797.90,796.28,801.14,375,1.62,0,2025-08-04T13:25:00,796.28,STOP,-607.55,-1055.92
long_baseline,INDUSINDBK,2025-08-08,LONG,2025-08-08T12:55:00,795.80,794.54,798.33,376,1.26,0,2025-08-08T12:55:00,794.54,STOP,-475.63,-924.10
long_baseline,INDUSINDBK,2025-08-12,LONG,2025-08-12T11:20:00,789.50,787.83,792.84,379,1.67,0,2025-08-12T11:25:00,787.83,STOP,-632.54,-1080.90
long_baseline,INDUSINDBK,2025-08-28,SHORT,2025-08-28T12:20:00,750.55,752.05,747.54,399,1.50,0,2025-08-28T13:00:00,747.54,TARGET,1200.85,752.55
long_baseline,INDUSINDBK,2025-09-15,LONG,2025-09-15T13:15:00,741.80,740.95,743.49,404,0.85,0,2025-09-15T13:30:00,740.95,STOP,-341.46,-790.74
long_baseline,INDUSINDBK,2025-10-03,LONG,2025-10-03T12:40:00,747.20,745.47,750.66,401,1.73,0,2025-10-03T13:25:00,745.47,STOP,-694.31,-1143.23
long_baseline,INDUSINDBK,2025-10-06,SHORT,2025-10-06T11:00:00,744.10,746.56,739.18,403,2.46,0,2025-10-06T11:15:00,746.56,STOP,-992.37,-1442.92
long_baseline,INDUSINDBK,2025-10-10,LONG,2025-10-10T10:05:00,754.25,752.62,757.50,397,1.63,0,2025-10-10T10:20:00,757.50,TARGET,1290.88,840.76
long_baseline,INDUSINDBK,2025-10-16,SHORT,2025-10-16T12:40:00,738.35,739.32,736.41,406,0.97,0,2025-10-16T13:15:00,739.32,STOP,-393.86,-843.81
long_baseline,INDUSINDBK,2025-10-21,LONG,2025-10-21T13:50:00,760.25,757.25,766.26,394,3.00,0,2025-10-21T14:40:00,757.25,STOP,-1183.47,-1631.89
long_baseline,INDUSINDBK,2025-10-23,SHORT,2025-10-23T12:30:00,758.40,759.99,755.22,395,1.59,0,2025-10-23T12:55:00,759.99,STOP,-627.99,-1077.81
long_baseline,INDUSINDBK,2025-10-30,SHORT,2025-10-30T13:55:00,800.10,801.69,796.92,374,1.59,0,2025-10-30T15:15:00,801.40,EOD,-486.20,-935.42
long_baseline,INDUSINDBK,2025-11-03,LONG,2025-11-03T10:05:00,800.70,798.07,805.97,374,2.63,0,2025-11-03T10:15:00,798.07,STOP,-985.38,-1433.83
long_baseline,INDUSINDBK,2025-11-04,SHORT,2025-11-04T10:25:00,793.45,795.16,790.03,378,1.71,0,2025-11-04T10:45:00,790.03,TARGET,1294.57,845.66
long_baseline,INDUSINDBK,2025-11-10,SHORT,2025-11-10T11:50:00,797.40,798.98,794.24,376,1.58,0,2025-11-10T12:20:00,798.98,STOP,-593.97,-1044.15
long_baseline,INDUSINDBK,2025-11-17,LONG,2025-11-17T12:50:00,854.25,852.38,857.98,351,1.87,0,2025-11-17T13:05:00,857.98,TARGET,1309.52,858.78
long_baseline,INDUSINDBK,2025-11-26,SHORT,2025-11-26T13:45:00,852.35,854.10,848.84,351,1.75,0,2025-11-26T15:10:00,851.20,TIME_STOP,403.65,-44.81
long_baseline,INDUSINDBK,2025-12-10,SHORT,2025-12-10T10:55:00,840.25,842.45,835.86,357,2.20,0,2025-12-10T11:10:00,835.86,TARGET,1567.84,1119.06
long_baseline,INDUSINDBK,2025-12-11,LONG,2025-12-11T10:20:00,839.05,836.42,844.31,357,2.63,0,2025-12-11T10:40:00,836.42,STOP,-938.40,-1387.00
long_baseline,INDUSINDBK,2025-12-16,SHORT,2025-12-16T11:20:00,843.35,845.27,839.51,355,1.92,0,2025-12-16T12:10:00,845.27,STOP,-681.49,-1131.08
long_baseline,INDUSINDBK,2025-12-17,SHORT,2025-12-17T13:50:00,832.55,834.30,829.04,360,1.75,0,2025-12-17T13:55:00,829.04,TARGET,1262.33,813.70
long_baseline,INDUSINDBK,2025-12-26,LONG,2025-12-26T13:05:00,856.80,855.10,860.20,350,1.70,0,2025-12-26T13:10:00,855.10,STOP,-595.82,-1045.19
long_baseline,INDUSINDBK,2025-12-29,SHORT,2025-12-29T11:25:00,845.05,846.95,841.25,355,1.90,0,2025-12-29T11:35:00,841.25,TARGET,1348.26,899.28
long_baseline,INDUSINDBK,2025-12-30,SHORT,2025-12-30T10:55:00,836.65,838.14,833.68,358,1.49,0,2025-12-30T10:55:00,838.14,STOP,-532.13,-981.81
long_baseline,INDUSINDBK,2026-01-05,LONG,2026-01-05T11:35:00,906.40,904.39,910.41,330,2.01,0,2026-01-05T11:50:00,904.39,STOP,-662.02,-1110.19
long_baseline,INDUSINDBK,2026-01-13,LONG,2026-01-13T14:00:00,905.05,902.86,909.43,331,2.19,0,2026-01-13T14:00:00,902.86,STOP,-725.40,-1174.21
long_baseline,INDUSINDBK,2026-01-19,LONG,2026-01-19T10:05:00,952.90,949.59,959.52,314,3.31,0,2026-01-19T10:55:00,959.52,TARGET,2078.69,1628.32
long_baseline,INDUSINDBK,2026-01-22,SHORT,2026-01-22T10:05:00,899.60,903.10,892.60,333,3.50,0,2026-01-22T10:10:00,903.10,STOP,-1165.20,-1615.43
long_baseline,INDUSINDBK,2026-01-23,SHORT,2026-01-23T11:50:00,904.50,907.19,899.12,331,2.69,0,2026-01-23T11:55:00,907.19,STOP,-890.73,-1340.49
long_baseline,INDUSINDBK,2026-01-29,LONG,2026-01-29T13:10:00,900.50,898.82,903.85,333,1.68,0,2026-01-29T13:20:00,898.82,STOP,-558.53,-1007.91
long_baseline,PNB,2024-03-18,LONG,2024-03-18T12:25:00,115.79,115.27,116.83,2590,0.52,0,2024-03-18T12:40:00,115.27,STOP,-1345.21,-1794.05
long_baseline,PNB,2024-04-01,LONG,2024-04-01T13:40:00,122.26,122.09,122.61,2453,0.17,0,2024-04-01T13:45:00,122.09,STOP,-425.92,-875.46
long_baseline,PNB,2024-04-03,LONG,2024-04-03T12:15:00,123.23,122.97,123.75,2434,0.26,0,2024-04-03T12:20:00,122.97,STOP,-635.64,-1085.08
long_baseline,PNB,2024-04-05,LONG,2024-04-05T11:00:00,133.48,132.96,134.52,2247,0.52,0,2024-04-05T11:05:00,132.96,STOP,-1168.70,-1617.72
long_baseline,PNB,2024-04-09,SHORT,2024-04-09T12:40:00,129.16,129.50,128.47,2322,0.34,0,2024-04-09T12:50:00,129.50,STOP,-796.83,-1247.29
long_baseline,PNB,2024-04-10,LONG,2024-04-10T13:00:00,130.13,129.81,130.77,2305,0.32,0,2024-04-10T14:05:00,130.77,TARGET,1485.48,1034.44
long_baseline,PNB,2024-04-12,SHORT,2024-04-12T12:40:00,132.46,132.83,131.72,2264,0.37,0,2024-04-12T12:40:00,131.72,TARGET,1686.05,1237.48
long_baseline,PNB,2024-04-15,LONG,2024-04-15T13:50:00,131.25,130.67,132.41,2285,0.58,0,2024-04-15T14:10:00,130.67,STOP,-1322.69,-1771.56
long_baseline,PNB,2024-04-18,SHORT,2024-04-18T13:30:00,127.60,127.90,126.99,2351,0.30,0,2024-04-18T13:30:00,127.90,STOP,-716.61,-1167.13
long_baseline,PNB,2024-04-26,LONG,2024-04-26T14:05:00,133.48,133.12,134.20,2247,0.36,0,2024-04-26T14:10:00,133.12,STOP,-810.63,-1259.92
long_baseline,PNB,2024-05-23,SHORT,2024-05-23T13:05:00,123.42,123.65,122.97,2430,0.23,0,2024-05-23T13:20:00,122.97,TARGET,1101.21,652.17
long_baseline,PNB,2024-05-30,SHORT,2024-05-30T11:20:00,124.69,125.01,124.05,2405,0.32,0,2024-05-30T12:05:00,125.01,STOP,-771.16,-1221.55
long_baseline,PNB,2024-05-31,LONG,2024-05-31T13:05:00,124.25,123.89,124.97,2414,0.36,0,2024-05-31T13:30:00,124.97,TARGET,1732.91,1281.70
long_baseline,PNB,2024-06-04,SHORT,2024-06-04T10:45:00,122.06,123.20,119.78,2190,1.14,0,2024-06-04T11:20:00,119.78,TARGET,4997.74,4600.52
long_baseline,PNB,2024-06-12,SHORT,2024-06-12T12:10:00,123.38,123.63,122.87,2431,0.25,0,2024-06-12T12:25:00,123.63,STOP,-617.24,-1067.61
long_baseline,PNB,2024-06-20,SHORT,2024-06-20T14:05:00,124.39,124.62,123.94,2411,0.23,0,2024-06-20T14:10:00,124.62,STOP,-545.42,-995.69
long_baseline,PNB,2024-06-21,SHORT,2024-06-21T13:00:00,122.69,122.91,122.26,2445,0.22,0,2024-06-21T13:05:00,122.26,TARGET,1051.82,602.64
long_baseline,PNB,2024-07-23,LONG,2024-07-23T11:10:00,115.41,115.13,115.97,2599,0.28,0,2024-07-23T11:15:00,115.13,STOP,-729.46,-1178.84
long_baseline,PNB,2024-07-26,LONG,2024-07-26T12:00:00,115.24,114.98,115.77,2603,0.26,0,2024-07-26T12:15:00,114.98,STOP,-684.89,-1134.33
long_baseline,PNB,2024-07-31,SHORT,2024-07-31T13:25:00,120.75,120.97,120.30,2484,0.22,0,2024-07-31T14:05:00,120.30,TARGET,1116.31,667.23
long_baseline,PNB,2024-08-02,LONG,2024-08-02T13:40:00,117.83,117.62,118.25,2546,0.21,0,2024-08-02T13:45:00,117.62,STOP,-536.17,-985.76
long_baseline,PNB,2024-08-09,LONG,2024-08-09T13:20:00,111.31,111.16,111.60,2695,0.15,0,2024-08-09T13:25:00,111.60,TARGET,782.27,331.71
long_baseline,PNB,2024-08-12,LONG,2024-08-12T13:55:00,112.27,112.10,112.62,2672,0.17,0,2024-08-12T14:15:00,112.10,STOP,-462.39,-912.03
long_baseline,PNB,2024-08-13,LONG,2024-08-13T11:15:00,112.31,112.05,112.84,2671,0.26,0,2024-08-13T11:30:00,112.05,STOP,-705.58,-1155.02
long_baseline,PNB,2024-08-16,LONG,2024-08-16T13:50:00,109.84,109.65,110.22,2731,0.19,0,2024-08-16T13:55:00,109.65,STOP,-518.76,-968.33
long_baseline,PNB,2024-08-20,SHORT,2024-08-20T11:40:00,112.00,112.22,111.57,2678,0.22,0,2024-08-20T12:05:00,112.22,STOP,-576.82,-1027.16
long_baseline,PNB,2024-08-21,SHORT,2024-08-21T10:25:00,113.23,113.60,112.49,2649,0.37,0,2024-08-21T11:50:00,112.72,TIME_STOP,1350.99,902.08
long_baseline,PNB,2024-09-02,SHORT,2024-09-02T12:50:00,112.64,112.82,112.29,2663,0.18,0,2024-09-02T13:10:00,112.82,STOP,-470.13,-920.42
long_baseline,PNB,2024-09-04,SHORT,2024-09-04T13:50:00,110.34,110.47,110.07,2718,0.13,0,2024-09-04T14:05:00,110.07,TARGET,731.45,282.14
long_baseline,PNB,2024-09-27,SHORT,2024-09-27T13:20:00,105.14,105.34,104.73,2853,0.20,0,2024-09-27T14:05:00,105.34,STOP,-580.15,-1030.53
long_baseline,PNB,2024-10-10,SHORT,2024-10-10T13:10:00,101.27,101.45,100.92,2962,0.18,0,2024-10-10T13:20:00,101.45,STOP,-523.82,-974.15
long_baseline,PNB,2024-10-15,SHORT,2024-10-15T13:15:00,101.68,101.82,101.40,2950,0.14,0,2024-10-15T13:15:00,101.82,STOP,-418.57,-868.82
long_baseline,PNB,2024-10-24,LONG,2024-10-24T10:10:00,95.05,94.53,96.10,3156,0.52,0,2024-10-24T10:15:00,96.10,TARGET,3300.42,2847.98
long_baseline,PNB,2024-10-28,LONG,2024-10-28T13:50:00,97.82,97.44,98.57,3066,0.38,0,2024-10-28T13:50:00,97.44,STOP,-1152.59,-1601.60
long_baseline,PNB,2024-11-07,LONG,2024-11-07T13:15:00,104.51,104.20,105.14,2870,0.31,0,2024-11-07T13:20:00,104.20,STOP,-900.01,-1349.25
long_baseline,PNB,2024-12-06,SHORT,2024-12-06T10:15:00,104.90,105.33,104.04,2859,0.43,0,2024-12-06T10:20:00,105.33,STOP,-1234.99,-1685.78
long_baseline,PNB,2024-12-10,LONG,2024-12-10T09:50:00,106.32,106.04,106.87,2821,0.28,0,2024-12-10T10:10:00,106.04,STOP,-777.20,-1226.51
long_baseline,PNB,2024-12-16,LONG,2024-12-16T13:20:00,105.20,105.05,105.49,2851,0.15,0,2024-12-16T13:25:00,105.05,STOP,-413.72,-863.30
long_baseline,PNB,2024-12-17,SHORT,2024-12-17T10:25:00,104.55,104.78,104.10,2869,0.23,0,2024-12-17T10:25:00,104.78,STOP,-645.98,-1096.40
long_baseline,PNB,2024-12-24,SHORT,2024-12-24T11:15:00,98.77,98.95,98.40,3037,0.18,0,2024-12-24T11:30:00,98.40,TARGET,1110.34,661.23
long_baseline,PNB,2025-01-24,SHORT,2025-01-24T14:05:00,94.34,94.70,93.63,3179,0.36,0,2025-01-24T14:05:00,94.70,STOP,-1128.76,-1579.46
long_baseline,PNB,2025-01-28,LONG,2025-01-28T12:00:00,94.00,93.67,94.65,3191,0.33,0,2025-01-28T12:45:00,94.65,TARGET,2085.56,1634.07
long_baseline,PNB,2025-01-31,LONG,2025-01-31T13:00:00,96.18,95.95,96.64,3119,0.23,0,2025-01-31T13:05:00,95.95,STOP,-712.36,-1161.80
long_baseline,PNB,2025-02-01,SHORT,2025-02-01T11:50:00,97.09,97.47,96.34,3089,0.38,0,2025-02-01T11:50:00,96.34,TARGET,2330.26,1882.14
long_baseline,PNB,2025-02-10,SHORT,2025-02-10T13:35:00,95.47,95.66,95.09,3142,0.19,0,2025-02-10T13:45:00,95.66,STOP,-600.01,-1050.41
long_baseline,PNB,2025-02-13,SHORT,2025-02-13T12:45:00,93.10,93.32,92.67,3222,0.22,0,2025-02-13T13:10:00,92.67,TARGET,1390.52,941.61
long_baseline,PNB,2025-02-17,LONG,2025-02-17T13:25:00,89.80,89.54,90.32,3340,0.26,0,2025-02-17T13:35:00,90.32,TARGET,1724.26,1273.07
long_baseline,PNB,2025-02-21,SHORT,2025-02-21T13:30:00,91.59,91.77,91.22,3275,0.18,0,2025-02-21T13:45:00,91.22,TARGET,1209.15,760.12
long_baseline,PNB,2025-02-24,LONG,2025-02-24T11:50:00,91.60,91.34,92.13,3275,0.26,0,2025-02-24T12:05:00,91.34,STOP,-862.11,-1311.45
long_baseline,PNB,2025-03-07,LONG,2025-03-07T10:20:00,89.12,88.88,89.60,3366,0.24,0,2025-03-07T10:25:00,88.88,STOP,-813.00,-1262.36
long_baseline,PNB,2025-04-15,SHORT,2025-04-15T12:10:00,93.65,93.81,93.33,3203,0.16,0,2025-04-15T12:35:00,93.81,STOP,-511.13,-961.46
long_baseline,PNB,2025-04-29,SHORT,2025-04-29T12:25:00,99.52,99.76,99.04,3014,0.24,0,2025-04-29T12:35:00,99.76,STOP,-719.72,-1170.19
long_baseline,PNB,2025-05-20,SHORT,2025-05-20T13:00:00,98.18,98.37,97.80,3055,0.19,0,2025-05-20T13:05:00,98.37,STOP,-578.50,-1028.84
long_baseline,PNB,2025-06-12,SHORT,2025-06-12T11:55:00,106.53,106.73,106.14,2816,0.20,0,2025-06-12T12:25:00,106.73,STOP,-552.93,-1003.32
long_baseline,PNB,2025-06-23,LONG,2025-06-23T13:30:00,104.03,103.87,104.35,2883,0.16,0,2025-06-23T13:35:00,103.87,STOP,-462.51,-912.04
long_baseline,PNB,2025-06-26,SHORT,2025-06-26T09:50:00,105.69,105.86,105.35,2838,0.17,0,2025-06-26T10:05:00,105.86,STOP,-484.91,-935.19
long_baseline,PNB,2025-07-04,SHORT,2025-07-04T11:50:00,110.32,110.49,109.97,2719,0.17,0,2025-07-04T11:55:00,109.97,TARGET,945.99,496.76
long_baseline,PNB,2025-07-09,SHORT,2025-07-09T09:50:00,111.87,112.12,111.38,2681,0.25,0,2025-07-09T11:15:00,111.85,TIME_STOP,53.62,-396.22
long_baseline,PNB,2025-07-15,SHORT,2025-07-15T13:20:00,112.46,112.62,112.14,2667,0.16,0,2025-07-15T13:40:00,112.14,TARGET,866.75,417.50
long_baseline,PNB,2025-08-05,SHORT,2025-08-05T09:55:00,104.39,104.62,103.93,2873,0.23,0,2025-08-05T10:30:00,103.93,TARGET,1325.96,877.09
long_baseline,PNB,2025-08-28,LONG,2025-08-28T12:25:00,102.32,102.15,102.66,2931,0.17,0,2025-08-28T13:00:00,102.15,STOP,-503.37,-952.85
long_baseline,PNB,2025-09-09,SHORT,2025-09-09T14:00:00,104.21,104.31,104.02,2878,0.10,0,2025-09-09T14:30:00,104.31,STOP,-276.74,-726.82
long_baseline,PNB,2025-09-17,SHORT,2025-09-17T09:50:00,108.10,108.24,107.82,2775,0.14,0,2025-09-17T09:50:00,108.24,STOP,-393.02,-843.28
long_baseline,PNB,2025-10-01,SHORT,2025-10-01T10:35:00,112.29,112.69,111.50,2671,0.40,0,2025-10-01T11:55:00,111.50,TARGET,2111.69,1663.39
long_baseline,PNB,2025-10-15,SHORT,2025-10-15T14:05:00,116.62,116.80,116.26,2572,0.18,0,2025-10-15T14:40:00,116.80,STOP,-468.16,-918.43
long_baseline,PNB,2025-11-06,SHORT,2025-11-06T09:50:00,122.65,122.96,122.03,2445,0.31,0,2025-11-06T10:10:00,122.03,TARGET,1507.97,1059.28
long_baseline,PNB,2025-11-12,LONG,2025-11-12T12:45:00,122.71,122.54,123.05,2444,0.17,0,2025-11-12T12:50:00,122.54,STOP,-420.24,-869.78
long_baseline,PNB,2025-11-14,SHORT,2025-11-14T13:10:00,121.53,121.70,121.19,2468,0.17,0,2025-11-14T13:25:00,121.70,STOP,-415.44,-865.66
long_baseline,PNB,2025-11-20,SHORT,2025-11-20T13:15:00,124.67,124.83,124.35,2406,0.16,0,2025-11-20T14:00:00,124.35,TARGET,773.26,323.90
long_baseline,PNB,2025-11-27,SHORT,2025-11-27T11:35:00,124.40,124.61,123.98,2411,0.21,0,2025-11-27T11:45:00,123.98,TARGET,1016.51,567.38
long_baseline,PNB,2025-12-02,SHORT,2025-12-02T13:30:00,126.81,127.02,126.38,2365,0.21,0,2025-12-02T13:45:00,127.02,STOP,-504.88,-955.12
long_baseline,PNB,2025-12-12,LONG,2025-12-12T13:50:00,117.59,117.42,117.94,2551,0.17,0,2025-12-12T13:55:00,117.42,STOP,-443.84,-893.47
long_baseline,PNB,2025-12-19,LONG,2025-12-19T12:35:00,119.37,119.17,119.76,2513,0.20,0,2025-12-19T12:45:00,119.17,STOP,-496.03,-945.62
