label,universe,age,L,trail,cost_bps,cash_y,min_bars,n_signals_w2,w2_cagr,w2_cagr_lo,w2_cagr_hi,w2_dd,w2_dd_worst,w2_calmar,w2_n,w2_tpy,w2_win,w2_mean,w2_netexp,w2_avg_win,w2_avg_loss,w2_hold_mean,w2_inv,w2_streak,hold_median,cap_med_pct_tv_10L,cap_p90_pct_tv_10L,cap_p90_pct_tv_1cr,book_L_at_p90_5pct,young6m_share_pct,rank_median,distinct_names,stale_open_per_seed,top10_share_pct,mean_ex_top10,secs,adjust,robust,drop_phantom
E1_r167like,all,le6,25,50,25,0.05,25,1545,21.8,20.83,23.19,-26.63,-32.88,0.819,390,18.9,49.0,6.738,6.238,21.46,-7.44,37.0,36.3,11,29.0,1.555,9.046,90.46,5.5,99.0,187.0,210,0.0,15.0,5.89,3.0,False,False,False
E2_plus_robust,all,le6,25,50,25,0.05,25,1707,22.24,21.3,23.62,-24.84,-35.14,0.895,419,20.3,48.3,6.501,6.001,21.35,-7.37,35.0,37.1,11,29.0,1.452,9.641,96.41,5.2,99.1,186.0,220,0.0,14.5,5.7,3.0,False,True,False
E3_plus_phantom_drop,all,le6,25,50,25,0.05,25,1707,22.23,21.29,23.62,-24.84,-35.14,0.895,419,20.3,48.3,6.501,6.001,21.35,-7.37,35.0,37.1,11,29.0,1.451,9.637,96.37,5.2,99.1,186.0,220,0.0,14.5,5.7,3.0,False,True,True
E4_plus_split_adjust,all,le6,25,50,25,0.05,25,1707,22.23,21.29,23.62,-24.84,-35.14,0.895,419,20.3,48.3,6.501,6.001,21.35,-7.37,35.0,37.1,11,29.0,1.451,9.638,96.38,5.2,99.1,186.0,220,0.0,14.5,5.7,3.0,True,True,True
E5_default_minbars60,all,le6,25,50,25,0.05,60,1068,12.24,11.16,13.67,-36.42,-41.79,0.336,358,17.3,40.6,4.11,3.61,20.74,-7.27,35.0,31.6,23,28.0,0.582,2.579,25.79,19.4,99.1,190.0,200,0.0,25.0,3.17,3.0,True,True,True
