signal_id,symbol,timeframe,variant,direction,date,signal_time,entry_price,prev_day_high,prev_day_low,prev_week_high,prev_week_low,cpr_width_pct,theta_cpr,vol_mult,vol_ratio,trend_mode,clean,clearroom,carry,trig_open,trig_high,trig_low,trig_close,trig_volume,vol_baseline,atr_daily,T_NO__exit_time,T_NO__exit_price,T_NO__exit_reason,T_NO__net_pts,T_NO__net_pct,T_NO__mfe_pts,T_NO__mae_pts,T_NO__hold_min,T_HARD_SL__exit_time,T_HARD_SL__exit_price,T_HARD_SL__exit_reason,T_HARD_SL__net_pts,T_HARD_SL__net_pct,T_HARD_SL__mfe_pts,T_HARD_SL__mae_pts,T_HARD_SL__hold_min,T_ATR_SL_0.3__exit_time,T_ATR_SL_0.3__exit_price,T_ATR_SL_0.3__exit_reason,T_ATR_SL_0.3__net_pts,T_ATR_SL_0.3__net_pct,T_ATR_SL_0.3__mfe_pts,T_ATR_SL_0.3__mae_pts,T_ATR_SL_0.3__hold_min,T_ATR_SL_0.5__exit_time,T_ATR_SL_0.5__exit_price,T_ATR_SL_0.5__exit_reason,T_ATR_SL_0.5__net_pts,T_ATR_SL_0.5__net_pct,T_ATR_SL_0.5__mfe_pts,T_ATR_SL_0.5__mae_pts,T_ATR_SL_0.5__hold_min,T_ATR_SL_1.0__exit_time,T_ATR_SL_1.0__exit_price,T_ATR_SL_1.0__exit_reason,T_ATR_SL_1.0__net_pts,T_ATR_SL_1.0__net_pct,T_ATR_SL_1.0__mfe_pts,T_ATR_SL_1.0__mae_pts,T_ATR_SL_1.0__hold_min,T_CHANDELIER_1.0__exit_time,T_CHANDELIER_1.0__exit_price,T_CHANDELIER_1.0__exit_reason,T_CHANDELIER_1.0__net_pts,T_CHANDELIER_1.0__net_pct,T_CHANDELIER_1.0__mfe_pts,T_CHANDELIER_1.0__mae_pts,T_CHANDELIER_1.0__hold_min,T_CHANDELIER_1.5__exit_time,T_CHANDELIER_1.5__exit_price,T_CHANDELIER_1.5__exit_reason,T_CHANDELIER_1.5__net_pts,T_CHANDELIER_1.5__net_pct,T_CHANDELIER_1.5__mfe_pts,T_CHANDELIER_1.5__mae_pts,T_CHANDELIER_1.5__hold_min,T_CHANDELIER_2.0__exit_time,T_CHANDELIER_2.0__exit_price,T_CHANDELIER_2.0__exit_reason,T_CHANDELIER_2.0__net_pts,T_CHANDELIER_2.0__net_pct,T_CHANDELIER_2.0__mfe_pts,T_CHANDELIER_2.0__mae_pts,T_CHANDELIER_2.0__hold_min,T_R_TARGET_1.0R__exit_time,T_R_TARGET_1.0R__exit_price,T_R_TARGET_1.0R__exit_reason,T_R_TARGET_1.0R__net_pts,T_R_TARGET_1.0R__net_pct,T_R_TARGET_1.0R__mfe_pts,T_R_TARGET_1.0R__mae_pts,T_R_TARGET_1.0R__hold_min,T_R_TARGET_1.5R__exit_time,T_R_TARGET_1.5R__exit_price,T_R_TARGET_1.5R__exit_reason,T_R_TARGET_1.5R__net_pts,T_R_TARGET_1.5R__net_pct,T_R_TARGET_1.5R__mfe_pts,T_R_TARGET_1.5R__mae_pts,T_R_TARGET_1.5R__hold_min,T_R_TARGET_2.0R__exit_time,T_R_TARGET_2.0R__exit_price,T_R_TARGET_2.0R__exit_reason,T_R_TARGET_2.0R__net_pts,T_R_TARGET_2.0R__net_pct,T_R_TARGET_2.0R__mfe_pts,T_R_TARGET_2.0R__mae_pts,T_R_TARGET_2.0R__hold_min,T_R_TARGET_3.0R__exit_time,T_R_TARGET_3.0R__exit_price,T_R_TARGET_3.0R__exit_reason,T_R_TARGET_3.0R__net_pts,T_R_TARGET_3.0R__net_pct,T_R_TARGET_3.0R__mfe_pts,T_R_TARGET_3.0R__mae_pts,T_R_TARGET_3.0R__hold_min,T_STEP_TRAIL__exit_time,T_STEP_TRAIL__exit_price,T_STEP_TRAIL__exit_reason,T_STEP_TRAIL__net_pts,T_STEP_TRAIL__net_pct,T_STEP_TRAIL__mfe_pts,T_STEP_TRAIL__mae_pts,T_STEP_TRAIL__hold_min
10,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2022-06-03,2022-06-03 09:15:00,1336.9,1302.3,1255.4,1266.2,1210.6,0.5993,1.0,2.0,2.355,sma50,loose,off,sameday,1307.8,1338.2,1307.1,1336.9,6715280,2851275.4,35.9131,2022-06-03 15:25:00,1324.4,eod,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 09:20:00,1326.1261,atr_sl,-10.7739,-0.008059,0.0,19.6,5,2022-06-03 09:20:00,1318.9435,atr_sl,-17.9565,-0.013431,0.0,19.6,5,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370,2022-06-03 15:25:00,1324.4,eod_no_hit,-12.5,-0.00935,5.7,19.6,370
11,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2022-11-28,2022-11-28 09:15:00,1266.75,1251.0,1230.6,1251.0,1208.9,0.9494,1.0,2.0,2.26,sma50,loose,off,sameday,1243.4,1267.2,1242.95,1266.75,3755118,1661276.5,20.9852,2022-11-28 15:25:00,1289.7,eod,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 09:20:00,1260.4544,atr_sl,-6.2956,-0.00497,0.0,11.85,5,2022-11-28 09:20:00,1256.2574,atr_sl,-10.4926,-0.008283,0.0,11.85,5,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 12:50:00,1290.55,r_target,23.8,0.018788,25.3,11.85,215,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370,2022-11-28 15:25:00,1289.7,eod_no_hit,22.95,0.018117,30.05,11.85,370
12,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2023-01-13,2023-01-13 09:15:00,1166.2,1207.0,1174.8,1229.15,1193.4,0.1198,1.0,2.0,2.597,sma50,loose,off,sameday,1171.7,1175.1,1165.6,1166.2,3410544,1313043.2,21.9854,2023-01-13 15:25:00,1176.2,eod,-10.0,-0.008575,5.7,12.3,370,2023-01-13 13:40:00,1175.1,hard_sl,-8.9,-0.007632,5.7,10.75,265,2023-01-13 13:10:00,1172.7956,atr_sl,-6.5956,-0.005656,5.7,7.7,235,2023-01-13 13:45:00,1177.1927,atr_sl,-10.9927,-0.009426,5.7,11.8,270,2023-01-13 15:25:00,1176.2,eod_no_hit,-10.0,-0.008575,5.7,12.3,370,2023-01-13 15:25:00,1176.2,eod_no_hit,-10.0,-0.008575,5.7,12.3,370,2023-01-13 15:25:00,1176.2,eod_no_hit,-10.0,-0.008575,5.7,12.3,370,2023-01-13 15:25:00,1176.2,eod_no_hit,-10.0,-0.008575,5.7,12.3,370,2023-01-13 13:40:00,1175.1,hard_sl,-8.9,-0.007632,5.7,10.75,265,2023-01-13 13:40:00,1175.1,hard_sl,-8.9,-0.007632,5.7,10.75,265,2023-01-13 13:40:00,1175.1,hard_sl,-8.9,-0.007632,5.7,10.75,265,2023-01-13 13:40:00,1175.1,hard_sl,-8.9,-0.007632,5.7,10.75,265,2023-01-13 10:20:00,1166.2,breakeven,-0.0,-0.0,5.7,5.6,65
13,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2023-01-27,2023-01-27 09:15:00,1116.9,1150.85,1134.3,1187.25,1156.7,0.4433,1.0,2.0,3.975,sma50,loose,off,sameday,1136.4,1136.8,1113.3,1116.9,5958042,1498929.8,20.51,2023-01-27 15:25:00,1114.3,eod,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 09:20:00,1123.053,atr_sl,-6.153,-0.005509,0.0,13.1,5,2023-01-27 09:20:00,1127.155,atr_sl,-10.255,-0.009182,0.0,13.1,5,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:25:00,1114.3,eod_no_hit,2.6,0.002328,15.0,13.1,370,2023-01-27 15:20:00,1116.9,breakeven,-0.0,-0.0,15.0,13.1,365
14,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-07-06,2023-07-06 09:15:00,1250.25,1243.45,1227.6,1218.5,1185.1,0.7543,1.0,2.0,2.242,sma50,loose,off,sameday,1227.75,1251.75,1227.75,1250.25,2848022,1270026.6,16.8303,2023-07-06 15:25:00,1254.9,eod,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 09:20:00,1245.2009,atr_sl,-5.0491,-0.004038,0.0,12.9,5,2023-07-06 09:20:00,1241.8348,atr_sl,-8.4152,-0.006731,0.0,12.9,5,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370,2023-07-06 15:25:00,1254.9,eod_no_hit,4.65,0.003719,10.1,12.9,370
15,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-07-07,2023-07-07 09:15:00,1268.1,1260.35,1227.75,1218.5,1185.1,0.7543,1.0,2.0,2.331,sma50,loose,off,sameday,1255.85,1270.1,1252.5,1268.1,3116114,1337003.8,17.9567,2023-07-07 15:25:00,1253.0,eod,-15.1,-0.011908,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370,2023-07-07 09:20:00,1262.713,atr_sl,-5.387,-0.004248,0.0,10.8,5,2023-07-07 09:20:00,1259.1216,atr_sl,-8.9784,-0.00708,0.0,10.8,5,2023-07-07 15:25:00,1253.0,eod_no_hit,-15.1,-0.011908,2.0,15.6,370,2023-07-07 15:25:00,1253.0,eod_no_hit,-15.1,-0.011908,2.0,15.6,370,2023-07-07 15:25:00,1253.0,eod_no_hit,-15.1,-0.011908,2.0,15.6,370,2023-07-07 15:25:00,1253.0,eod_no_hit,-15.1,-0.011908,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370,2023-07-07 15:25:00,1252.5,hard_sl,-15.6,-0.012302,2.0,15.6,370
16,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-07-10,2023-07-10 09:15:00,1299.2,1270.1,1252.5,1270.1,1217.9,0.5984,1.0,2.0,6.951,sma50,loose,off,sameday,1281.5,1302.1,1274.9,1299.2,9895418,1423608.4,17.9313,2023-07-10 15:25:00,1304.9,eod,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 09:20:00,1293.8206,atr_sl,-5.3794,-0.004141,0.0,11.65,5,2023-07-10 09:20:00,1290.2344,atr_sl,-8.9656,-0.006901,0.0,11.65,5,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370,2023-07-10 15:25:00,1304.9,eod_no_hit,5.7,0.004387,14.3,11.65,370
17,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-12-06,2023-12-06 09:15:00,1233.6,1220.4,1210.8,1206.0,1184.95,0.0934,1.0,2.0,3.558,sma50,loose,off,sameday,1223.55,1234.7,1217.5,1233.6,4950864,1391646.1,13.5974,2023-12-06 15:25:00,1231.0,eod,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 09:20:00,1229.5208,atr_sl,-4.0792,-0.003307,0.0,10.05,5,2023-12-06 09:20:00,1226.8013,atr_sl,-6.7987,-0.005511,0.0,10.05,5,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370,2023-12-06 15:25:00,1231.0,eod_no_hit,-2.6,-0.002108,2.9,10.6,370
18,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2024-01-11,2024-01-11 09:15:00,1342.4,1329.5,1287.5,1317.0,1286.5,0.1075,1.0,2.0,2.244,sma50,loose,off,sameday,1329.5,1345.6,1328.5,1342.4,3560690,1586412.5,20.0971,2024-01-11 15:25:00,1358.2,eod,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 09:25:00,1336.3709,atr_sl,-6.0291,-0.004491,0.0,6.7,10,2024-01-11 10:45:00,1332.3514,atr_sl,-10.0486,-0.007486,3.2,10.8,90,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 14:20:00,1356.3,r_target,13.9,0.010355,17.55,11.1,305,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370,2024-01-11 15:25:00,1358.2,eod_no_hit,15.8,0.01177,20.1,11.1,370
19,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2024-06-28,2024-06-28 09:15:00,1551.5,1537.5,1506.0,1487.5,1440.6,0.4495,1.0,2.0,2.444,sma50,loose,off,sameday,1531.0,1564.9,1531.0,1551.5,5411326,2214541.9,32.1037,2024-06-28 15:25:00,1564.1,eod,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 09:20:00,1541.8689,atr_sl,-9.6311,-0.006208,0.0,13.1,5,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 13:55:00,1572.0,r_target,20.5,0.013213,22.5,13.1,280,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 15:25:00,1564.1,eod_no_hit,12.6,0.008121,29.5,13.1,370,2024-06-28 12:20:00,1551.5,breakeven,0.0,0.0,11.7,13.1,185
20,RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2025-03-03,2025-03-03 09:15:00,1167.6,1217.35,1193.3,1223.25,1193.3,0.4521,1.0,2.0,2.083,sma50,loose,off,sameday,1204.0,1206.45,1167.0,1167.6,2311548,1109679.9,21.6032,2025-03-03 15:25:00,1174.0,eod,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 09:20:00,1174.081,atr_sl,-6.481,-0.005551,0.0,32.4,5,2025-03-03 09:20:00,1178.4016,atr_sl,-10.8016,-0.009251,0.0,32.4,5,2025-03-03 09:20:00,1189.2032,atr_sl,-21.6032,-0.018502,0.0,32.4,5,2025-03-03 09:20:00,1189.2032,chandelier,-21.6032,-0.018502,0.0,32.4,5,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370,2025-03-03 15:25:00,1174.0,eod_no_hit,-6.4,-0.005481,11.6,32.4,370
21,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-01-17,2018-01-17 09:15:00,1457.25,1430.83,1375.28,1410.95,1338.28,0.6557,1.0,2.0,3.144,sma50,loose,off,sameday,1435.75,1462.5,1431.08,1457.25,1174802,373664.4,30.1252,2018-01-17 15:25:00,1447.5,eod,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 11:45:00,1448.2124,atr_sl,-9.0376,-0.006202,5.25,13.47,150,2018-01-17 11:50:00,1442.1874,atr_sl,-15.0626,-0.010336,5.25,20.97,155,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370,2018-01-17 15:25:00,1447.5,eod_no_hit,-9.75,-0.006691,5.25,20.97,370
22,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-06-27,2018-06-27 09:15:00,1881.95,1861.0,1821.0,1867.95,1799.55,0.8745,1.0,2.0,2.62,sma50,loose,off,sameday,1855.0,1885.15,1851.9,1881.95,1451299,553856.9,33.1186,2018-06-27 15:25:00,1857.0,eod,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 09:20:00,1872.0144,atr_sl,-9.9356,-0.005279,0.0,20.9,5,2018-06-27 09:20:00,1865.3907,atr_sl,-16.5593,-0.008799,0.0,20.9,5,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370,2018-06-27 15:25:00,1857.0,eod_no_hit,-24.95,-0.013258,3.2,29.6,370
23,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-08-23,2018-08-23 09:15:00,2028.75,2024.0,2004.0,2024.6,1982.4,0.3073,1.0,2.0,2.144,sma50,loose,off,sameday,2021.2,2031.15,2020.3,2028.75,670039,312550.4,26.4086,2018-08-23 15:25:00,2033.9,eod,5.15,0.002539,9.2,8.45,370,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10,2018-08-23 09:25:00,2020.8274,atr_sl,-7.9226,-0.003905,0.0,8.45,10,2018-08-23 15:25:00,2033.9,eod_no_hit,5.15,0.002539,9.2,8.45,370,2018-08-23 15:25:00,2033.9,eod_no_hit,5.15,0.002539,9.2,8.45,370,2018-08-23 15:25:00,2033.9,eod_no_hit,5.15,0.002539,9.2,8.45,370,2018-08-23 15:25:00,2033.9,eod_no_hit,5.15,0.002539,9.2,8.45,370,2018-08-23 15:25:00,2033.9,eod_no_hit,5.15,0.002539,9.2,8.45,370,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10,2018-08-23 09:25:00,2020.3,hard_sl,-8.45,-0.004165,0.0,8.45,10
24,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2019-12-18,2019-12-18 09:15:00,2195.2,2169.0,2119.0,2127.95,1984.0,0.4941,1.0,2.0,2.676,sma50,loose,off,sameday,2174.0,2198.75,2160.55,2195.2,1531145,572143.8,53.3849,2019-12-18 15:25:00,2165.3,eod,-29.9,-0.013621,8.2,42.2,370,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355,2019-12-18 13:25:00,2179.1845,atr_sl,-16.0155,-0.007296,8.2,17.2,250,2019-12-18 14:45:00,2168.5076,atr_sl,-26.6924,-0.012159,8.2,29.2,330,2019-12-18 15:25:00,2165.3,eod_no_hit,-29.9,-0.013621,8.2,42.2,370,2019-12-18 15:25:00,2165.3,eod_no_hit,-29.9,-0.013621,8.2,42.2,370,2019-12-18 15:25:00,2165.3,eod_no_hit,-29.9,-0.013621,8.2,42.2,370,2019-12-18 15:25:00,2165.3,eod_no_hit,-29.9,-0.013621,8.2,42.2,370,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355,2019-12-18 15:10:00,2160.55,hard_sl,-34.65,-0.015784,8.2,42.2,355
25,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2021-02-24,2021-02-24 09:15:00,2937.0,3028.0,2968.0,3209.0,3016.15,0.8761,1.0,2.0,2.37,sma50,loose,off,sameday,2972.0,3001.9,2924.2,2937.0,1286759,542984.2,77.8569,2021-02-24 11:40:00,2930.6,eod,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 09:20:00,2960.3571,atr_sl,-23.3571,-0.007953,2.0,31.05,5,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145,2021-02-24 11:40:00,2930.6,eod_no_hit,6.4,0.002179,12.8,31.05,145
