signal_id,symbol,timeframe,variant,direction,date,signal_time,entry_price,prev_day_high,prev_day_low,prev_week_high,prev_week_low,cpr_width_pct,theta_cpr,vol_mult,vol_ratio,trend_mode,clean,clearroom,carry,trig_open,trig_high,trig_low,trig_close,trig_volume,vol_baseline,atr_daily,T_NO__exit_time,T_NO__exit_price,T_NO__exit_reason,T_NO__net_pts,T_NO__net_pct,T_NO__mfe_pts,T_NO__mae_pts,T_NO__hold_min,T_HARD_SL__exit_time,T_HARD_SL__exit_price,T_HARD_SL__exit_reason,T_HARD_SL__net_pts,T_HARD_SL__net_pct,T_HARD_SL__mfe_pts,T_HARD_SL__mae_pts,T_HARD_SL__hold_min,T_ATR_SL_0.3__exit_time,T_ATR_SL_0.3__exit_price,T_ATR_SL_0.3__exit_reason,T_ATR_SL_0.3__net_pts,T_ATR_SL_0.3__net_pct,T_ATR_SL_0.3__mfe_pts,T_ATR_SL_0.3__mae_pts,T_ATR_SL_0.3__hold_min,T_ATR_SL_0.5__exit_time,T_ATR_SL_0.5__exit_price,T_ATR_SL_0.5__exit_reason,T_ATR_SL_0.5__net_pts,T_ATR_SL_0.5__net_pct,T_ATR_SL_0.5__mfe_pts,T_ATR_SL_0.5__mae_pts,T_ATR_SL_0.5__hold_min,T_ATR_SL_1.0__exit_time,T_ATR_SL_1.0__exit_price,T_ATR_SL_1.0__exit_reason,T_ATR_SL_1.0__net_pts,T_ATR_SL_1.0__net_pct,T_ATR_SL_1.0__mfe_pts,T_ATR_SL_1.0__mae_pts,T_ATR_SL_1.0__hold_min,T_CHANDELIER_1.0__exit_time,T_CHANDELIER_1.0__exit_price,T_CHANDELIER_1.0__exit_reason,T_CHANDELIER_1.0__net_pts,T_CHANDELIER_1.0__net_pct,T_CHANDELIER_1.0__mfe_pts,T_CHANDELIER_1.0__mae_pts,T_CHANDELIER_1.0__hold_min,T_CHANDELIER_1.5__exit_time,T_CHANDELIER_1.5__exit_price,T_CHANDELIER_1.5__exit_reason,T_CHANDELIER_1.5__net_pts,T_CHANDELIER_1.5__net_pct,T_CHANDELIER_1.5__mfe_pts,T_CHANDELIER_1.5__mae_pts,T_CHANDELIER_1.5__hold_min,T_CHANDELIER_2.0__exit_time,T_CHANDELIER_2.0__exit_price,T_CHANDELIER_2.0__exit_reason,T_CHANDELIER_2.0__net_pts,T_CHANDELIER_2.0__net_pct,T_CHANDELIER_2.0__mfe_pts,T_CHANDELIER_2.0__mae_pts,T_CHANDELIER_2.0__hold_min,T_R_TARGET_1.0R__exit_time,T_R_TARGET_1.0R__exit_price,T_R_TARGET_1.0R__exit_reason,T_R_TARGET_1.0R__net_pts,T_R_TARGET_1.0R__net_pct,T_R_TARGET_1.0R__mfe_pts,T_R_TARGET_1.0R__mae_pts,T_R_TARGET_1.0R__hold_min,T_R_TARGET_1.5R__exit_time,T_R_TARGET_1.5R__exit_price,T_R_TARGET_1.5R__exit_reason,T_R_TARGET_1.5R__net_pts,T_R_TARGET_1.5R__net_pct,T_R_TARGET_1.5R__mfe_pts,T_R_TARGET_1.5R__mae_pts,T_R_TARGET_1.5R__hold_min,T_R_TARGET_2.0R__exit_time,T_R_TARGET_2.0R__exit_price,T_R_TARGET_2.0R__exit_reason,T_R_TARGET_2.0R__net_pts,T_R_TARGET_2.0R__net_pct,T_R_TARGET_2.0R__mfe_pts,T_R_TARGET_2.0R__mae_pts,T_R_TARGET_2.0R__hold_min,T_R_TARGET_3.0R__exit_time,T_R_TARGET_3.0R__exit_price,T_R_TARGET_3.0R__exit_reason,T_R_TARGET_3.0R__net_pts,T_R_TARGET_3.0R__net_pct,T_R_TARGET_3.0R__mfe_pts,T_R_TARGET_3.0R__mae_pts,T_R_TARGET_3.0R__hold_min,T_STEP_TRAIL__exit_time,T_STEP_TRAIL__exit_price,T_STEP_TRAIL__exit_reason,T_STEP_TRAIL__net_pts,T_STEP_TRAIL__net_pct,T_STEP_TRAIL__mfe_pts,T_STEP_TRAIL__mae_pts,T_STEP_TRAIL__hold_min
26,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2021-05-27,2021-05-27 09:15:00,3206.0,3165.0,3103.8,3124.0,3036.0,0.0108,1.0,2.0,2.014,sma50,loose,off,sameday,3161.95,3208.8,3161.9,3206.0,704664,349805.8,55.0589,2021-05-27 15:25:00,3198.0,eod,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 09:20:00,3189.4823,atr_sl,-16.5177,-0.005152,0.0,28.75,5,2021-05-27 09:20:00,3178.4706,atr_sl,-27.5294,-0.008587,0.0,28.75,5,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370,2021-05-27 15:25:00,3198.0,eod_no_hit,-8.0,-0.002495,11.4,35.2,370
27,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2022-04-18,2022-04-18 09:15:00,3552.1,3709.85,3655.55,3739.0,3648.35,0.5742,1.0,2.0,2.094,sma50,loose,off,sameday,3610.0,3610.0,3535.9,3552.1,970734,463605.5,66.718,2022-04-18 15:25:00,3530.7,eod,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 09:20:00,3572.1154,atr_sl,-20.0154,-0.005635,0.0,42.85,5,2022-04-18 09:20:00,3585.459,atr_sl,-33.359,-0.009391,0.0,42.85,5,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370,2022-04-18 15:25:00,3530.7,eod_no_hit,21.4,0.006025,29.55,42.85,370
28,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2022-07-11,2022-07-11 09:15:00,3128.5,3305.0,3250.0,3319.4,3202.25,0.0945,1.0,2.0,4.853,sma50,loose,off,sameday,3206.15,3224.5,3115.15,3128.5,1908188,393158.0,74.6491,2022-07-11 15:25:00,3111.9,eod,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 09:20:00,3150.8947,atr_sl,-22.3947,-0.007158,0.0,46.5,5,2022-07-11 09:20:00,3165.8245,atr_sl,-37.3245,-0.01193,0.0,46.5,5,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370,2022-07-11 15:25:00,3111.9,eod_no_hit,16.6,0.005306,22.35,46.5,370
29,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2023-09-12,2023-09-12 09:15:00,3505.55,3485.7,3445.0,3465.0,3370.05,0.4744,1.0,2.0,2.203,sma50,loose,off,sameday,3492.0,3507.0,3483.0,3505.55,375598,170530.1,44.3682,2023-09-12 15:25:00,3574.0,eod,68.45,0.019526,84.35,20.55,370,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 09:20:00,3492.2395,atr_sl,-13.3105,-0.003797,0.0,13.45,5,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 15:25:00,3574.0,eod_no_hit,68.45,0.019526,84.35,20.55,370,2023-09-12 11:25:00,3528.1,r_target,22.55,0.006433,24.45,20.55,130,2023-09-12 11:35:00,3539.375,r_target,33.825,0.009649,34.45,20.55,140,2023-09-12 11:50:00,3550.65,r_target,45.1,0.012865,53.45,20.55,155,2023-09-12 11:55:00,3573.2,r_target,67.65,0.019298,68.2,20.55,160,2023-09-12 12:20:00,3539.375,step_trail,33.825,0.009649,68.2,20.55,185
30,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2024-01-12,2024-01-12 09:15:00,3884.5,3773.0,3707.0,3832.0,3651.0,0.0642,1.0,2.0,6.109,sma50,loose,off,sameday,3848.0,3894.0,3821.6,3884.5,2230346,365064.2,67.0649,2024-01-12 15:25:00,3881.9,eod,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 09:20:00,3864.3805,atr_sl,-20.1195,-0.005179,0.0,42.25,5,2024-01-12 09:20:00,3850.9676,atr_sl,-33.5324,-0.008632,0.0,42.25,5,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370,2024-01-12 15:25:00,3881.9,eod_no_hit,-2.6,-0.000669,20.75,46.5,370
31,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2024-11-18,2024-11-18 09:15:00,4042.95,4160.0,4116.45,4234.3,4116.45,0.4717,1.0,2.0,2.886,sma50,loose,off,sameday,4213.0,4213.0,4042.5,4042.95,954154,330671.6,76.0455,2024-11-18 15:25:00,4017.15,eod,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 09:20:00,4065.7637,atr_sl,-22.8137,-0.005643,0.0,115.6,5,2024-11-18 09:20:00,4080.9728,atr_sl,-38.0228,-0.009405,0.0,115.6,5,2024-11-18 09:20:00,4118.9955,atr_sl,-76.0455,-0.018809,0.0,115.6,5,2024-11-18 09:20:00,4118.9955,chandelier,-76.0455,-0.018809,0.0,115.6,5,2024-11-18 09:20:00,4157.0183,chandelier,-114.0683,-0.028214,0.0,115.6,5,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370,2024-11-18 15:25:00,4017.15,eod_no_hit,25.8,0.006381,52.75,115.6,370
32,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2025-02-19,2025-02-19 09:15:00,3810.5,3924.4,3864.5,4052.0,3900.0,0.6924,1.0,2.0,2.201,sma50,loose,off,sameday,3872.2,3874.95,3792.5,3810.5,516972,234865.5,77.0008,2025-02-19 15:25:00,3785.0,eod,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370,2025-02-19 15:25:00,3785.0,eod_no_hit,25.5,0.006692,42.35,19.4,370
33,TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2025-06-23,2025-06-23 09:15:00,3385.1,3446.3,3410.9,3538.0,3410.9,0.7463,1.0,2.0,2.233,sma50,loose,off,sameday,3415.0,3425.0,3382.7,3385.1,608181,272394.8,56.1916,2025-06-23 15:25:00,3392.0,eod,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 09:20:00,3401.9575,atr_sl,-16.8575,-0.00498,0.0,20.0,5,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370,2025-06-23 15:25:00,3392.0,eod_no_hit,-6.9,-0.002038,15.1,20.0,370
34,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-01-18,2018-01-18 09:15:00,485.7,475.6,471.8,469.5,463.8,0.05,1.0,2.0,14.15,sma50,loose,off,sameday,481.0,485.8,479.5,485.7,2439066,172373.8,5.6911,2018-01-18 15:25:00,483.2,eod,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 09:20:00,483.9927,atr_sl,-1.7073,-0.003515,0.0,4.5,5,2018-01-18 09:20:00,482.8544,atr_sl,-2.8456,-0.005859,0.0,4.5,5,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 14:50:00,482.8089,chandelier,-2.8911,-0.005953,2.8,4.5,335,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370,2018-01-18 15:25:00,483.2,eod_no_hit,-2.5,-0.005147,2.8,4.5,370
35,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-05-15,2018-05-15 09:15:00,512.1,506.8,503.1,504.2,488.6,0.8692,1.0,2.0,2.478,sma50,loose,off,sameday,506.8,512.5,506.8,512.1,966658,390055.0,6.8097,2018-05-15 15:25:00,510.0,eod,-2.1,-0.004101,4.1,5.4,370,2018-05-15 14:25:00,506.8,hard_sl,-5.3,-0.01035,4.1,5.4,310,2018-05-15 09:20:00,510.0571,atr_sl,-2.0429,-0.003989,0.0,4.3,5,2018-05-15 09:20:00,508.6951,atr_sl,-3.4049,-0.006649,0.0,4.3,5,2018-05-15 15:25:00,510.0,eod_no_hit,-2.1,-0.004101,4.1,5.4,370,2018-05-15 12:25:00,509.3903,chandelier,-2.7097,-0.005291,4.1,4.3,190,2018-05-15 15:25:00,510.0,eod_no_hit,-2.1,-0.004101,4.1,5.4,370,2018-05-15 15:25:00,510.0,eod_no_hit,-2.1,-0.004101,4.1,5.4,370,2018-05-15 14:25:00,506.8,hard_sl,-5.3,-0.01035,4.1,5.4,310,2018-05-15 14:25:00,506.8,hard_sl,-5.3,-0.01035,4.1,5.4,310,2018-05-15 14:25:00,506.8,hard_sl,-5.3,-0.01035,4.1,5.4,310,2018-05-15 14:25:00,506.8,hard_sl,-5.3,-0.01035,4.1,5.4,310,2018-05-15 11:45:00,512.1,breakeven,0.0,0.0,4.1,4.3,150
36,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-07-10,2018-07-10 09:15:00,536.9,532.5,526.9,533.9,515.8,0.5005,1.0,2.0,2.217,sma50,loose,off,sameday,532.4,537.4,531.2,536.9,1413922,637749.6,7.737,2018-07-10 15:25:00,537.0,eod,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 09:20:00,534.5789,atr_sl,-2.3211,-0.004323,0.0,4.5,5,2018-07-10 09:20:00,533.0315,atr_sl,-3.8685,-0.007205,0.0,4.5,5,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370,2018-07-10 15:25:00,537.0,eod_no_hit,0.1,0.000186,0.5,4.5,370
37,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2018-07-18,2018-07-18 09:15:00,549.8,545.2,540.8,547.7,526.9,0.9754,1.0,2.0,2.312,sma50,loose,off,sameday,547.0,550.6,546.5,549.8,1532832,662974.4,7.1762,2018-07-18 15:25:00,543.8,eod,-6.0,-0.010913,5.2,6.4,370,2018-07-18 14:00:00,546.5,hard_sl,-3.3,-0.006002,5.2,3.4,285,2018-07-18 12:45:00,547.6471,atr_sl,-2.1529,-0.003916,5.2,2.6,210,2018-07-18 14:05:00,546.2119,atr_sl,-3.5881,-0.006526,5.2,5.4,290,2018-07-18 15:25:00,543.8,eod_no_hit,-6.0,-0.010913,5.2,6.4,370,2018-07-18 12:45:00,547.8238,chandelier,-1.9762,-0.003594,5.2,2.6,210,2018-07-18 15:00:00,544.2357,chandelier,-5.5643,-0.010121,5.2,6.4,345,2018-07-18 15:25:00,543.8,eod_no_hit,-6.0,-0.010913,5.2,6.4,370,2018-07-18 10:05:00,553.1,r_target,3.3,0.006002,3.9,1.6,50,2018-07-18 11:15:00,554.75,r_target,4.95,0.009003,5.0,1.6,120,2018-07-18 14:00:00,546.5,hard_sl,-3.3,-0.006002,5.2,3.4,285,2018-07-18 14:00:00,546.5,hard_sl,-3.3,-0.006002,5.2,3.4,285,2018-07-18 12:20:00,551.45,step_trail,1.65,0.003001,5.2,1.6,185
38,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,2019-03-13,2019-03-13 09:15:00,548.5,543.8,534.2,532.5,517.5,0.885,1.0,2.0,3.135,sma50,loose,off,sameday,543.8,548.7,543.0,548.5,1491362,475642.8,7.649,2019-03-13 15:25:00,557.2,eod,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 09:20:00,546.2053,atr_sl,-2.2947,-0.004184,0.0,4.7,5,2019-03-13 09:20:00,544.6755,atr_sl,-3.8245,-0.006973,0.0,4.7,5,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 11:20:00,554.0,r_target,5.5,0.010027,5.9,4.7,125,2019-03-13 12:40:00,556.75,r_target,8.25,0.015041,8.6,4.7,205,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370,2019-03-13 15:25:00,557.2,eod_no_hit,8.7,0.015861,9.8,4.7,370
39,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2019-07-23,2019-07-23 09:15:00,562.6,587.4,570.3,607.2,591.8,0.6247,1.0,2.0,4.243,sma50,loose,off,sameday,573.6,573.6,560.5,562.6,2971414,700268.6,9.9716,2019-07-23 15:25:00,566.4,eod,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 09:55:00,565.5915,atr_sl,-2.9915,-0.005317,2.1,5.2,40,2019-07-23 09:55:00,567.5858,atr_sl,-4.9858,-0.008862,2.1,5.2,40,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370,2019-07-23 15:25:00,566.4,eod_no_hit,-3.8,-0.006754,2.1,6.5,370
40,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2019-08-05,2019-08-05 09:15:00,544.1,556.0,545.5,568.4,545.5,0.4018,1.0,2.0,2.299,sma50,loose,off,sameday,549.2,550.0,543.3,544.1,2093206,910375.8,10.0911,2019-08-05 15:25:00,543.6,eod,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 09:20:00,547.1273,atr_sl,-3.0273,-0.005564,0.0,3.4,5,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 15:25:00,543.6,eod_no_hit,0.5,0.000919,3.5,3.4,370,2019-08-05 10:20:00,544.1,breakeven,-0.0,-0.0,3.5,3.4,65
41,HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,2022-04-19,2022-04-19 09:15:00,684.4,715.8,695.0,755.0,731.3,0.96,1.0,2.0,2.224,sma50,loose,off,sameday,690.4,693.9,681.8,684.4,11500078,5171961.7,23.967,2022-04-19 15:25:00,667.5,eod,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 11:00:00,674.9,r_target,9.5,0.013881,10.2,5.6,105,2022-04-19 15:15:00,670.15,r_target,14.25,0.020821,17.4,5.6,360,2022-04-19 15:25:00,665.4,r_target,19.0,0.027762,20.2,5.6,370,2022-04-19 15:25:00,667.5,eod_no_hit,16.9,0.024693,20.2,5.6,370,2022-04-19 13:45:00,684.4,breakeven,-0.0,-0.0,10.2,5.6,270
