symbol,timeframe,variant,direction,exit_policy,n_signals,mean_net_pts,std_net_pts,median_net_pts,mean_net_pct,std_net_pct,win_rate,avg_win_pct,avg_loss_pct,payoff_ratio,mean_mfe_pct,mean_mae_pct,capture_efficiency,sharpe_score,expectancy_pct
HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,10,-0.17,5.2724,-0.8,-0.000387,0.008204,40.0,0.7222,-0.546,1.323,0.802,0.7012,-0.0483,-0.01889,-0.0387
HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,10,-0.17,5.2724,-0.8,-0.000387,0.008204,40.0,0.7222,-0.546,1.323,0.802,0.7012,-0.0483,-0.01889,-0.0387
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,12,-0.2125,6.2826,1.35,-0.000521,0.017645,66.67,0.9948,-2.1458,0.464,1.3282,1.7002,-0.0392,-0.01969,-0.0521
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,12,-0.2125,6.2826,1.35,-0.000521,0.017645,66.67,0.9948,-2.1458,0.464,1.3282,1.7002,-0.0392,-0.01969,-0.0521
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,12,-0.2125,6.2826,1.35,-0.000521,0.017645,66.67,0.9948,-2.1458,0.464,1.3282,1.7002,-0.0392,-0.01969,-0.0521
KOTAKBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,10,-5.1053,31.1802,-14.9456,-0.003441,0.016475,10.0,4.5486,-0.8877,5.124,0.8394,1.1262,-0.4099,-0.02088,-0.3441
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,13,-2.3423,33.1574,-3.25,-0.000682,0.01493,46.15,1.0199,-1.0008,1.019,1.1433,1.3419,-0.0596,-0.02107,-0.0682
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_STEP_TRAIL,12,-3.3358,15.3419,-1.475,-0.001198,0.012029,25.0,1.6284,-0.7025,2.318,1.0339,1.5754,-0.1158,-0.02489,-0.1198
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_STEP_TRAIL,12,-0.5458,6.1843,0.175,-0.001067,0.017547,50.0,1.2171,-1.4305,0.851,1.3106,1.6914,-0.0814,-0.03041,-0.1067
KOTAKBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,10,-3.3809,33.9149,-12.075,-0.001946,0.01857,30.0,2.017,-1.1424,1.766,1.2968,1.2371,-0.15,-0.03143,-0.1946
HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,10,-0.37,4.9163,-0.8,-0.000647,0.007817,40.0,0.6573,-0.546,1.204,0.7618,0.7012,-0.0849,-0.03311,-0.0647
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.0R,12,-3.7383,15.3764,-2.565,-0.0018,0.012288,25.0,1.6513,-0.7904,2.089,0.995,1.5754,-0.1809,-0.03662,-0.18
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_NO,15,-0.6033,3.6095,-0.45,-0.000928,0.0099,40.0,0.8426,-0.7164,1.176,0.9549,1.5685,-0.0972,-0.0375,-0.0928
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,12,-3.78,15.316,-2.565,-0.001857,0.012161,25.0,1.6284,-0.7904,2.06,1.0339,1.5754,-0.1796,-0.03818,-0.1857
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.5R,12,-3.78,15.316,-2.565,-0.001857,0.012161,25.0,1.6284,-0.7904,2.06,1.0339,1.5754,-0.1796,-0.03818,-0.1857
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,12,-3.78,15.316,-2.565,-0.001857,0.012161,25.0,1.6284,-0.7904,2.06,1.0339,1.5754,-0.1796,-0.03818,-0.1857
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,12,-3.78,15.316,-2.565,-0.001857,0.012161,25.0,1.6284,-0.7904,2.06,1.0339,1.5754,-0.1796,-0.03818,-0.1857
KOTAKBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_1.0,10,-4.1377,34.3121,-10.975,-0.002434,0.018596,30.0,1.8838,-1.1551,1.631,1.2968,1.2987,-0.1877,-0.03927,-0.2434
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.5R,15,-0.6567,4.3776,-1.1,-0.001578,0.013084,33.33,1.1799,-0.8267,1.427,0.8466,1.4611,-0.1864,-0.04021,-0.1578
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,13,-3.4269,30.3753,-3.25,-0.001197,0.013543,46.15,0.9082,-1.0008,0.907,1.1572,1.3419,-0.1035,-0.0408,-0.1197
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_NO,12,-4.2425,16.5404,-2.565,-0.002082,0.01272,25.0,1.6284,-0.8203,1.985,1.1864,1.6973,-0.1755,-0.04091,-0.2082
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_2.0,12,-4.2425,16.5404,-2.565,-0.002082,0.01272,25.0,1.6284,-0.8203,1.985,1.1864,1.6973,-0.1755,-0.04091,-0.2082
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.5,12,-4.6239,17.2554,-2.565,-0.002304,0.01307,25.0,1.6284,-0.85,1.916,1.1864,1.6902,-0.1942,-0.04408,-0.2304
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,7,-2.85,30.9121,-8.45,-0.003362,0.010663,14.29,1.9526,-0.7177,2.721,0.6,1.176,-0.5604,-0.04505,-0.3362
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,7,-2.9643,30.6486,-8.45,-0.003395,0.010593,14.29,1.9298,-0.7177,2.689,0.5342,1.176,-0.6356,-0.04578,-0.3395
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,12,-3.8476,15.1583,-2.565,-0.002493,0.013131,25.0,1.6284,-0.8752,1.861,0.9578,1.5838,-0.2603,-0.04747,-0.2493
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.0R,13,-2.2731,24.4568,0.95,-0.000964,0.010444,53.85,0.654,-0.972,0.673,0.9669,1.2818,-0.0997,-0.04972,-0.0964
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_NO,10,-1.15,20.6766,0.95,-0.00099,0.00973,50.0,0.5733,-0.7714,0.743,1.4281,1.421,-0.0694,-0.05089,-0.099
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_2.0,10,-1.15,20.6766,0.95,-0.00099,0.00973,50.0,0.5733,-0.7714,0.743,1.4281,1.421,-0.0694,-0.05089,-0.099
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.3,6,0.6828,8.0763,-4.1582,-0.001679,0.010261,33.33,1.2175,-0.8606,1.415,0.9032,1.139,-0.1859,-0.05454,-0.1679
INFY,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_1.0,12,-4.545,15.9849,-2.565,-0.00302,0.013578,25.0,1.6284,-0.9454,1.722,0.9578,1.6362,-0.3153,-0.05559,-0.3019
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_NO,7,-0.2286,30.2227,-8.0,-0.002096,0.010486,28.57,1.1033,-0.7347,1.502,0.6648,1.176,-0.3152,-0.0571,-0.2096
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_1.0,7,-0.2286,30.2227,-8.0,-0.002096,0.010486,28.57,1.1033,-0.7347,1.502,0.6648,1.176,-0.3152,-0.0571,-0.2096
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,7,-0.2286,30.2227,-8.0,-0.002096,0.010486,28.57,1.1033,-0.7347,1.502,0.6648,1.176,-0.3152,-0.0571,-0.2096
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.5,7,-0.2286,30.2227,-8.0,-0.002096,0.010486,28.57,1.1033,-0.7347,1.502,0.6648,1.176,-0.3152,-0.0571,-0.2096
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_2.0,7,-0.2286,30.2227,-8.0,-0.002096,0.010486,28.57,1.1033,-0.7347,1.502,0.6648,1.176,-0.3152,-0.0571,-0.2096
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_STEP_TRAIL,15,-0.5067,2.4324,-0.05,-0.001424,0.007611,33.33,0.6737,-0.5505,1.224,0.8497,1.2989,-0.1676,-0.06238,-0.1424
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,13,-7.9013,24.8857,-17.8604,-0.003216,0.01156,23.08,1.2733,-0.8001,1.591,0.5498,1.1821,-0.585,-0.06421,-0.3216
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.0R,15,-0.8067,3.7836,-1.1,-0.002129,0.010988,33.33,1.0146,-0.8267,1.227,0.7483,1.4611,-0.2846,-0.0646,-0.2129
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,13,-4.5385,27.7634,-3.25,-0.001726,0.012229,46.15,0.7937,-1.0008,0.793,1.0594,1.3419,-0.1629,-0.06513,-0.1726
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.3,9,-4.5146,4.882,-5.4449,-0.004722,0.007768,11.11,1.6359,-0.7358,2.223,0.3116,1.0835,-1.5157,-0.06754,-0.4722
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,7,-6.1857,23.3805,-8.45,-0.004314,0.008693,14.29,1.2865,-0.7177,1.793,0.474,1.176,-0.91,-0.07089,-0.4314
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_1.0,15,-0.8436,3.465,-1.1,-0.002298,0.009814,33.33,0.839,-0.7642,1.098,0.8048,1.5173,-0.2855,-0.07805,-0.2298
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_NO,13,-7.7269,37.9775,-3.25,-0.002875,0.016331,46.15,0.9082,-1.3124,0.692,1.1572,1.6156,-0.2484,-0.08125,-0.2875
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.3,10,-5.6597,17.4294,-10.679,-0.003193,0.007655,20.0,0.8906,-0.6217,1.433,0.6012,1.0807,-0.5311,-0.08342,-0.3193
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_HARD_SL,15,-0.9767,3.5214,-1.1,-0.002578,0.0103,33.33,0.8799,-0.8267,1.064,0.8497,1.4611,-0.3034,-0.08343,-0.2578
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_2.0R,15,-0.9767,3.5214,-1.1,-0.002578,0.0103,33.33,0.8799,-0.8267,1.064,0.8497,1.4611,-0.3034,-0.08343,-0.2578
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_3.0R,15,-0.9767,3.5214,-1.1,-0.002578,0.0103,33.33,0.8799,-0.8267,1.064,0.8497,1.4611,-0.3034,-0.08343,-0.2578
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.5R,7,-7.7964,19.9248,-8.45,-0.004773,0.007813,14.29,0.9649,-0.7177,1.344,0.3966,1.176,-1.2035,-0.08728,-0.4773
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_STEP_TRAIL,7,-7.7964,19.9248,-8.45,-0.004773,0.007813,14.29,0.9649,-0.7177,1.344,0.5342,1.176,-0.8936,-0.08728,-0.4773
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_1.5,6,-8.5114,48.3895,11.5,-0.001675,0.012229,66.67,0.505,-1.5126,0.334,0.5899,1.2849,-0.2839,-0.09131,-0.1675
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_1.0R,10,-4.39,30.8988,0.95,-0.002921,0.015997,50.0,0.7374,-1.3217,0.558,1.4012,1.333,-0.2085,-0.09131,-0.2921
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.5R,13,-5.6365,25.4933,-3.25,-0.002248,0.011076,46.15,0.6805,-1.0008,0.68,0.9927,1.3419,-0.2264,-0.09367,-0.2248
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_STEP_TRAIL,6,0.25,9.0829,-0.925,-0.004546,0.015859,33.33,1.2175,-1.2906,0.943,1.1343,1.4303,-0.4007,-0.09554,-0.4546
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,12,-0.4567,5.131,1.1,-0.003029,0.018165,58.33,1.019,-2.1535,0.473,1.2434,1.6989,-0.2436,-0.09725,-0.3029
HDFCBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,10,-1.5436,4.1818,-3.1253,-0.00298,0.005958,20.0,0.6421,-0.5331,1.204,0.4763,0.7038,-0.6257,-0.10005,-0.298
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_STEP_TRAIL,13,-6.6231,20.6725,0.0,-0.00288,0.008732,30.77,0.4637,-0.622,0.745,0.8793,1.2818,-0.3275,-0.10147,-0.288
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_2.0,15,-1.244,4.1289,-1.1,-0.00372,0.012211,33.33,0.839,-0.9776,0.858,0.8048,1.5685,-0.4622,-0.10156,-0.372
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_1.5,10,-5.0212,29.7597,0.95,-0.003127,0.015253,50.0,0.5733,-1.1987,0.478,1.4281,1.421,-0.2189,-0.10249,-0.3127
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,7,-6.5394,32.7511,-16.5593,-0.003778,0.010475,28.57,1.1033,-0.9703,1.137,0.5134,0.981,-0.736,-0.10305,-0.3778
RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,14,-5.4786,8.2485,-8.6904,-0.004185,0.008608,21.43,0.9887,-0.8024,1.232,0.5951,0.9665,-0.7034,-0.10419,-0.4186
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_R_TARGET_1.0R,7,-9.4071,16.6879,-8.45,-0.005233,0.007004,14.29,0.6433,-0.7177,0.896,0.3559,1.176,-1.4704,-0.10673,-0.5233
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,13,-7.2694,29.5783,-3.25,-0.003186,0.013699,46.15,0.677,-1.1719,0.578,0.8333,1.3264,-0.3823,-0.10734,-0.3186
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_1.0,13,-9.681,30.2179,-6.0,-0.004172,0.013956,38.46,0.8101,-1.1842,0.684,0.8333,1.4104,-0.5006,-0.11497,-0.4172
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.0,15,-1.0165,2.8517,-1.1,-0.003185,0.008758,33.33,0.7028,-0.8292,0.848,0.8048,1.4428,-0.3958,-0.12124,-0.3185
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_HARD_SL,10,-5.945,29.8729,0.95,-0.003742,0.015388,50.0,0.5733,-1.3217,0.434,1.4281,1.333,-0.262,-0.12158,-0.3742
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_1.5R,10,-5.945,29.8729,0.95,-0.003742,0.015388,50.0,0.5733,-1.3217,0.434,1.4281,1.333,-0.262,-0.12158,-0.3742
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_2.0R,10,-5.945,29.8729,0.95,-0.003742,0.015388,50.0,0.5733,-1.3217,0.434,1.4281,1.333,-0.262,-0.12158,-0.3742
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_3.0R,10,-5.945,29.8729,0.95,-0.003742,0.015388,50.0,0.5733,-1.3217,0.434,1.4281,1.333,-0.262,-0.12158,-0.3742
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_1.0R,6,-0.75,9.7962,-4.425,-0.006026,0.015884,33.33,1.2442,-1.526,0.815,1.1263,1.5558,-0.535,-0.12647,-0.6026
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_NO,6,-1.4917,10.4045,-2.575,-0.006641,0.017192,33.33,1.2175,-1.6049,0.759,1.3493,1.9764,-0.4922,-0.12877,-0.6641
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_1.5,6,-1.4917,10.4045,-2.575,-0.006641,0.017192,33.33,1.2175,-1.6049,0.759,1.3493,1.9764,-0.4922,-0.12877,-0.6641
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_2.0,6,-1.4917,10.4045,-2.575,-0.006641,0.017192,33.33,1.2175,-1.6049,0.759,1.3493,1.9764,-0.4922,-0.12877,-0.6641
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_HARD_SL,6,-0.9167,9.4809,-4.425,-0.006115,0.015798,33.33,1.2175,-1.526,0.798,1.1343,1.5558,-0.5391,-0.12903,-0.6115
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_1.5R,6,-0.9167,9.4809,-4.425,-0.006115,0.015798,33.33,1.2175,-1.526,0.798,1.1343,1.5558,-0.5391,-0.12903,-0.6115
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_2.0R,6,-0.9167,9.4809,-4.425,-0.006115,0.015798,33.33,1.2175,-1.526,0.798,1.1343,1.5558,-0.5391,-0.12903,-0.6115
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_R_TARGET_3.0R,6,-0.9167,9.4809,-4.425,-0.006115,0.015798,33.33,1.2175,-1.526,0.798,1.1343,1.5558,-0.5391,-0.12903,-0.6115
ICICIBANK,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,10,-6.071,4.4509,-6.1445,-0.007417,0.005702,10.0,0.8529,-0.9189,0.928,0.0952,1.1925,-7.7931,-0.13008,-0.7417
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.5,10,-8.344,22.1593,-12.7864,-0.004551,0.010432,30.0,0.7409,-0.9677,0.766,0.9837,1.1623,-0.4626,-0.13088,-0.4551
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,12,-2.075,3.9609,-3.7552,-0.005187,0.012724,33.33,1.0289,-1.2925,0.796,0.7489,1.5596,-0.6926,-0.13589,-0.5187
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.5,6,-1.3175,9.3865,-6.9303,-0.005504,0.013275,33.33,1.2175,-1.4343,0.849,1.0377,1.4193,-0.5304,-0.1382,-0.5504
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.3,6,-13.3231,17.5003,-21.205,-0.004113,0.004936,16.67,0.6692,-0.6274,1.067,0.1966,1.2849,-2.0922,-0.13888,-0.4113
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_1.0,10,-9.3348,27.1403,-1.975,-0.004244,0.011834,40.0,0.6153,-1.1175,0.551,1.1802,1.421,-0.3596,-0.14345,-0.4244
HINDUNILVR,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_1.0,10,-9.5535,25.9498,-6.25,-0.004468,0.011193,40.0,0.6153,-1.1548,0.533,1.1802,1.2171,-0.3786,-0.15967,-0.4468
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_CHANDELIER_1.5,15,-1.2635,2.7006,-1.1,-0.003839,0.007991,33.33,0.4721,-0.8119,0.582,0.8048,1.5082,-0.477,-0.16013,-0.3839
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_CHANDELIER_1.0,6,-2.9221,10.9428,-6.9297,-0.007713,0.015781,33.33,1.2175,-1.7657,0.69,1.2527,1.6679,-0.6157,-0.16291,-0.7713
SBIN,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.3,12,-2.4561,1.164,-2.5563,-0.006998,0.003429,8.33,0.1301,-0.7753,0.168,0.0898,1.3725,-7.7891,-0.17009,-0.6998
RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.3,7,-5.3675,3.3456,-6.481,-0.005365,0.004224,14.29,0.4439,-0.6999,0.634,0.3069,1.367,-1.748,-0.18146,-0.5365
BHARTIARTL,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_1.0,6,-4.1471,11.968,-8.5046,-0.010195,0.018693,33.33,1.2175,-2.138,0.569,1.2527,1.8957,-0.8139,-0.1818,-1.0195
TCS,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.5,6,-13.9511,24.2305,-20.1295,-0.003982,0.006801,33.33,0.4435,-0.8191,0.542,0.3322,1.2849,-1.1987,-0.19518,-0.3982
ITC,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,long,T_ATR_SL_0.5,15,-1.6995,1.9064,-2.2616,-0.005495,0.005406,20.0,0.4142,-0.7905,0.524,0.3088,1.3458,-1.7793,-0.20331,-0.5495
RELIANCE,30min,30min_sma50_cpr1.00_vm2.0_loose_croff_sameday,short,T_ATR_SL_0.5,7,-6.5924,6.6571,-10.255,-0.006513,0.007443,28.57,0.487,-1.1067,0.44,0.37,1.4172,-1.7602,-0.25002,-0.6513
