variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
cost_30bps,DIVISLAB,2019-02-05,2019-02-15,1615.80,1538.54,61,10,INITIAL_STOP,-4712.71,-5001.33
cost_30bps,WIPRO,2019-01-21,2019-03-22,125.30,127.75,798,60,MAX_HOLD,1955.10,1652.20
cost_30bps,TECHM,2019-02-07,2019-03-27,767.00,725.83,130,48,INITIAL_STOP,-5352.44,-5643.54
cost_30bps,AXISBANK,2019-01-31,2019-04-01,697.25,765.60,143,60,MAX_HOLD,9774.05,9460.27
cost_30bps,TITAN,2019-02-05,2019-04-08,1026.95,1104.40,97,62,MAX_HOLD,7512.65,7202.54
cost_30bps,GODREJPROP,2019-04-08,2019-04-09,983.80,905.10,101,1,INITIAL_STOP,-7949.10,-8235.27
cost_30bps,PIDILITIND,2019-03-27,2019-05-08,615.00,584.67,162,42,INITIAL_STOP,-4912.69,-5204.21
cost_30bps,SIEMENS,2019-04-04,2019-05-08,888.20,842.82,112,34,INITIAL_STOP,-5082.06,-5372.87
cost_30bps,SHREECEM,2019-04-26,2019-05-10,20000.00,19077.42,4,14,INITIAL_STOP,-3690.30,-3924.77
cost_30bps,HDFCBANK,2019-03-14,2019-05-13,561.20,571.80,177,60,MAX_HOLD,1876.20,1575.39
cost_30bps,ULTRACEMCO,2019-04-26,2019-05-13,4630.00,4398.38,21,17,INITIAL_STOP,-4863.94,-5148.34
cost_30bps,TRENT,2019-06-04,2019-06-17,412.50,385.48,237,13,INITIAL_STOP,-6404.70,-6688.38
cost_30bps,APOLLOHOSP,2019-06-10,2019-06-26,1400.00,1304.20,70,16,INITIAL_STOP,-6705.95,-6989.89
cost_30bps,GODREJPROP,2019-07-02,2019-07-03,1091.00,1003.72,88,1,INITIAL_STOP,-7680.64,-7957.14
cost_30bps,BAJAJFINSV,2019-05-20,2019-07-08,805.60,769.09,121,49,INITIAL_STOP,-4417.64,-4703.45
cost_30bps,POWERGRID,2019-06-27,2019-07-08,114.10,109.20,848,11,INITIAL_STOP,-4151.28,-4435.33
cost_30bps,BAJFINANCE,2019-05-20,2019-07-19,339.00,332.00,289,60,MAX_HOLD,-2023.00,-2313.88
cost_30bps,LT,2019-05-24,2019-07-19,1493.00,1416.49,65,56,INITIAL_STOP,-4973.12,-5256.79
