,close
2018-01-01,7273.0
2018-01-02,7221.62
2018-01-03,7283.95
2018-01-04,7367.41
2018-01-05,7435.66
2018-01-08,7503.61
2018-01-09,7509.98
2018-01-10,7514.62
2018-01-11,7554.46
2018-01-12,7551.09
2018-01-15,7568.3
2018-01-16,7386.27
2018-01-17,7424.39
2018-01-18,7264.85
2018-01-19,7334.45
2018-01-22,7382.47
2018-01-23,7413.55
2018-01-24,7348.85
2018-01-25,7287.21
2018-01-29,7188.17
2018-01-30,7085.53
2018-01-31,7021.49
2018-02-01,7023.74
2018-02-02,6670.31
2018-02-05,6669.77
2018-02-06,6522.04
2018-02-07,6647.8
2018-02-08,6803.87
2018-02-09,6828.03
2018-02-12,6941.88
2018-02-14,6937.48
2018-02-15,6851.92
2018-02-16,6760.21
2018-02-19,6688.99
2018-02-20,6682.25
2018-02-21,6666.34
2018-02-22,6631.74
2018-02-23,6741.12
2018-02-26,6813.21
2018-02-27,6773.07
2018-02-28,6770.97
2018-03-01,6744.61
2018-03-05,6669.78
2018-03-06,6576.86
2018-03-07,6426.67
2018-03-08,6459.4
2018-03-09,6435.18
2018-03-12,6463.34
2018-03-13,6544.97
2018-03-14,6541.14
2018-03-15,6605.73
2018-03-16,6521.12
2018-03-19,6379.46
2018-03-20,6378.88
2018-03-21,6404.18
2018-03-22,6323.74
2018-03-23,6220.84
2018-03-26,6262.95
2018-03-27,6352.5
2018-03-28,6270.82
2018-04-02,6393.98
2018-04-03,6477.67
2018-04-04,6413.61
2018-04-05,6539.27
2018-04-06,6579.58
2018-04-09,6592.17
2018-04-10,6591.12
2018-04-11,6591.83
2018-04-12,6573.36
2018-04-13,6588.47
2018-04-16,6612.01
2018-04-17,6625.48
2018-04-18,6603.0
2018-04-19,6660.14
2018-04-20,6665.34
2018-04-23,6686.73
2018-04-24,6672.57
2018-04-25,6597.22
2018-04-26,6607.97
2018-04-27,6636.64
2018-04-30,6704.78
2018-05-02,6631.98
2018-05-03,6569.59
2018-05-04,6553.1
2018-05-07,6592.43
2018-05-08,6622.15
2018-05-09,6607.24
2018-05-10,6503.69
2018-05-11,6486.52
2018-05-14,6414.26
2018-05-15,6355.87
2018-05-16,6362.74
2018-05-17,6410.11
2018-05-18,6286.06
2018-05-21,6133.1
2018-05-22,6203.6
2018-05-23,6185.4
2018-05-24,6186.86
2018-05-25,6268.68
2018-05-28,6362.52
2018-05-29,6350.67
2018-05-30,6337.23
2018-05-31,6289.76
2018-06-01,6191.24
2018-06-04,6038.55
2018-06-05,5875.74
2018-06-06,5968.35
2018-06-07,6095.95
2018-06-08,6141.79
2018-06-11,6166.84
2018-06-12,6205.63
2018-06-13,6190.95
2018-06-14,6182.18
2018-06-15,6143.89
2018-06-18,6097.26
2018-06-19,6014.86
2018-06-20,6026.11
2018-06-21,5973.29
2018-06-22,5973.61
2018-06-25,5925.99
2018-06-26,5877.61
2018-06-27,5758.93
2018-06-28,5667.96
2018-06-29,5786.49
2018-07-02,5733.78
2018-07-03,5759.89
2018-07-04,5785.91
2018-07-05,5753.69
2018-07-06,5783.81
2018-07-09,5877.02
2018-07-10,5939.26
2018-07-11,5915.62
2018-07-12,5916.75
2018-07-13,5808.18
2018-07-16,5654.24
2018-07-17,5716.64
2018-07-18,5661.03
2018-07-19,5612.2
2018-07-20,5632.22
2018-07-23,5678.83
2018-07-24,5808.2
2018-07-25,5825.54
2018-07-26,5848.33
2018-07-27,5907.71
2018-07-30,5933.52
2018-07-31,5943.02
2018-08-01,5948.77
2018-08-02,5944.01
2018-08-03,6028.64
2018-08-06,6050.03
2018-08-07,6021.72
2018-08-08,6039.17
2018-08-09,6069.26
2018-08-10,6006.91
2018-08-13,5951.14
2018-08-14,5969.77
2018-08-16,5950.45
2018-08-17,6007.85
2018-08-20,6020.8
2018-08-21,6047.59
2018-08-23,6036.24
2018-08-24,6021.91
2018-08-27,6060.92
2018-08-28,6073.5
2018-08-29,6088.14
2018-08-30,6125.79
2018-08-31,6160.43
2018-09-03,6152.57
2018-09-04,6024.29
2018-09-05,6008.53
2018-09-06,6042.68
2018-09-07,6069.48
2018-09-10,5999.73
2018-09-11,5917.13
2018-09-12,5899.47
2018-09-14,5977.76
2018-09-17,5985.88
2018-09-18,5884.93
2018-09-19,5834.77
2018-09-21,5649.71
2018-09-24,5507.92
2018-09-25,5460.51
2018-09-26,5457.14
2018-09-27,5340.62
2018-09-28,5130.04
2018-10-01,5134.1
2018-10-03,5158.8
2018-10-04,5049.34
2018-10-05,4942.38
2018-10-08,4851.17
2018-10-09,4827.47
2018-10-10,5004.09
2018-10-11,4916.38
2018-10-12,5040.82
2018-10-15,5103.27
2018-10-16,5181.97
2018-10-17,5059.86
2018-10-19,5004.75
2018-10-22,4918.32
2018-10-23,4853.5
2018-10-24,4888.62
2018-10-25,4842.14
2018-10-26,4831.37
2018-10-29,4938.41
2018-10-30,4995.3
2018-10-31,5056.8
2018-11-01,5118.9
2018-11-02,5175.72
2018-11-05,5154.61
2018-11-06,5150.83
2018-11-07,5208.54
2018-11-09,5244.03
2018-11-12,5198.53
2018-11-13,5205.33
2018-11-14,5197.7
2018-11-15,5198.38
2018-11-16,5183.77
2018-11-19,5203.67
2018-11-20,5141.76
2018-11-21,5149.63
2018-11-22,5130.38
2018-11-26,5113.37
2018-11-27,5134.07
2018-11-28,5104.6
2018-11-29,5108.43
2018-11-30,5125.73
2018-12-03,5156.19
2018-12-04,5165.19
2018-12-05,5095.57
2018-12-06,5029.58
2018-12-07,5031.43
2018-12-10,4939.0
2018-12-11,5005.34
2018-12-12,5138.7
2018-12-13,5177.38
2018-12-14,5184.64
2018-12-17,5203.46
2018-12-18,5235.89
2018-12-19,5295.49
2018-12-20,5303.93
2018-12-21,5252.7
2018-12-24,5203.16
2018-12-26,5196.96
2018-12-27,5206.63
2018-12-28,5253.95
2018-12-31,5295.48
2019-01-01,5314.26
2019-01-02,5275.18
2019-01-03,5244.91
2019-01-04,5253.02
2019-01-07,5256.9
2019-01-08,5264.29
2019-01-09,5257.59
2019-01-10,5271.36
2019-01-11,5260.24
2019-01-14,5236.8
2019-01-15,5284.65
2019-01-16,5295.55
2019-01-17,5278.2
2019-01-18,5229.4
2019-01-21,5189.15
2019-01-22,5157.7
2019-01-23,5150.3
2019-01-24,5130.5
2019-01-25,5057.65
2019-01-28,4964.75
2019-01-29,4971.6
2019-01-30,4993.9
2019-01-31,5021.6
2019-02-01,5024.7
2019-02-04,4951.3
2019-02-05,4906.45
2019-02-06,4918.9
2019-02-07,4950.95
2019-02-08,4895.45
2019-02-11,4817.85
2019-02-12,4803.6
2019-02-13,4777.8
2019-02-14,4775.25
2019-02-15,4736.15
2019-02-18,4695.1
2019-02-19,4711.85
2019-02-20,4758.3
2019-02-21,4809.0
2019-02-22,4847.15
2019-02-25,4885.2
2019-02-26,4856.6
2019-02-27,4865.9
2019-02-28,4907.55
2019-03-01,5022.65
2019-03-05,5207.25
2019-03-06,5261.95
2019-03-07,5258.15
2019-03-08,5253.8
2019-03-11,5352.65
2019-03-12,5410.25
2019-03-13,5390.65
2019-03-14,5388.15
2019-03-15,5360.25
2019-03-18,5351.35
2019-03-19,5374.95
2019-03-20,5356.85
2019-03-22,5328.6
2019-03-25,5268.2
2019-03-26,5311.4
2019-03-27,5365.05
2019-03-28,5406.15
2019-03-29,5438.8
2019-04-01,5490.6
2019-04-02,5485.8
2019-04-03,5433.4
2019-04-04,5408.1
2019-04-05,5457.0
2019-04-08,5439.95
2019-04-09,5433.75
2019-04-10,5442.65
2019-04-11,5447.15
2019-04-12,5480.15
2019-04-15,5510.65
2019-04-16,5527.45
2019-04-18,5461.85
2019-04-22,5380.0
2019-04-23,5363.95
2019-04-24,5396.3
2019-04-25,5395.95
2019-04-26,5389.6
2019-04-30,5328.25
2019-05-02,5320.4
2019-05-03,5311.6
2019-05-06,5269.6
2019-05-07,5228.2
2019-05-08,5158.35
2019-05-09,5142.6
2019-05-10,5158.0
2019-05-13,5041.25
2019-05-14,5067.6
2019-05-15,5035.1
2019-05-16,5042.9
2019-05-17,5059.15
2019-05-20,5264.15
2019-05-21,5231.15
2019-05-22,5252.4
2019-05-23,5244.55
2019-05-24,5374.4
2019-05-27,5464.95
2019-05-28,5479.15
2019-05-29,5444.3
2019-05-30,5451.5
2019-05-31,5412.9
2019-06-03,5416.2
2019-06-04,5412.9
2019-06-06,5325.7
2019-06-07,5320.05
2019-06-10,5284.7
2019-06-11,5293.55
2019-06-12,5273.05
2019-06-13,5244.9
2019-06-14,5212.3
2019-06-17,5137.15
2019-06-18,5111.95
2019-06-19,5041.8
2019-06-20,5093.2
2019-06-21,5092.15
2019-06-24,5080.1
2019-06-25,5101.45
2019-06-26,5127.45
2019-06-27,5141.35
2019-06-28,5138.55
2019-07-01,5163.45
2019-07-02,5156.4
2019-07-03,5170.55
2019-07-04,5186.75
2019-07-05,5120.25
2019-07-08,5009.3
2019-07-09,5014.7
2019-07-10,4979.0
2019-07-11,4996.95
2019-07-12,5015.85
2019-07-15,4975.8
2019-07-16,4975.8
2019-07-17,4975.8
2019-07-18,4924.45
2019-07-19,4841.05
2019-07-22,4772.4
2019-07-23,4797.5
2019-07-24,4737.8
2019-07-25,4724.4
2019-07-26,4726.45
2019-07-29,4678.0
2019-07-30,4567.55
2019-07-31,4581.6
2019-08-01,4523.55
2019-08-02,4496.85
2019-08-05,4405.5
2019-08-06,4478.85
2019-08-07,4471.55
2019-08-08,4506.65
2019-08-09,4546.45
2019-08-13,4480.6
2019-08-14,4495.65
2019-08-16,4502.25
2019-08-19,4526.05
2019-08-20,4493.45
2019-08-21,4412.5
2019-08-22,4316.45
2019-08-23,4343.75
2019-08-26,4433.5
2019-08-27,4500.25
2019-08-28,4476.55
2019-08-29,4438.85
2019-08-30,4479.0
2019-09-03,4416.2
2019-09-04,4426.25
2019-09-05,4456.3
2019-09-06,4505.05
2019-09-09,4537.45
2019-09-11,4608.35
2019-09-12,4618.6
2019-09-13,4646.1
2019-09-16,4664.15
2019-09-17,4571.2
2019-09-18,4577.8
2019-09-19,4512.65
2019-09-20,4668.95
2019-09-23,4819.9
2019-09-24,4820.85
2019-09-25,4742.85
2019-09-26,4766.5
2019-09-27,4730.8
2019-09-30,4677.4
2019-10-01,4598.05
2019-10-03,4576.85
2019-10-04,4535.9
2019-10-07,4488.4
2019-10-09,4515.85
2019-10-10,4492.55
2019-10-11,4506.85
2019-10-14,4507.55
2019-10-15,4504.8
2019-10-16,4513.8
2019-10-17,4557.7
2019-10-18,4643.2
2019-10-22,4681.85
2019-10-23,4687.4
2019-10-24,4664.75
2019-10-25,4645.8
2019-10-27,4698.15
2019-10-29,4726.8
2019-10-30,4756.85
2019-10-31,4789.75
2019-11-01,4817.6
2019-11-04,4839.0
2019-11-05,4794.3
2019-11-06,4772.15
2019-11-07,4796.4
2019-11-08,4774.25
2019-11-11,4778.35
2019-11-13,4739.65
2019-11-14,4739.5
2019-11-15,4733.65
2019-11-18,4742.3
2019-11-19,4755.05
2019-11-20,4757.8
2019-11-21,4743.55
2019-11-22,4744.35
2019-11-25,4785.45
2019-11-26,4764.5
2019-11-27,4767.6
2019-11-28,4797.05
2019-11-29,4831.05
2019-12-02,4795.85
2019-12-03,4757.75
2019-12-04,4775.0
2019-12-05,4781.35
2019-12-06,4732.0
2019-12-09,4699.4
2019-12-10,4655.95
2019-12-11,4642.9
2019-12-12,4668.2
2019-12-13,4707.25
2019-12-16,4704.15
2019-12-17,4736.85
2019-12-18,4738.05
2019-12-19,4737.85
2019-12-20,4741.1
2019-12-23,4741.45
2019-12-24,4743.4
2019-12-26,4756.15
2019-12-27,4795.3
2019-12-30,4834.3
2019-12-31,4857.4
2021-01-01,6146.15
2021-01-04,6226.5
2021-01-05,6264.5
2021-01-06,6248.7
2021-01-07,6319.45
2021-01-08,6364.05
2021-01-11,6359.15
2021-01-12,6377.4
2021-01-13,6360.45
2021-01-14,6388.4
2021-01-15,6320.55
2021-01-18,6203.9
2021-01-19,6307.75
2021-01-20,6333.55
2021-01-21,6306.45
2021-01-22,6262.7
2021-01-25,6199.7
2021-01-27,6186.15
2021-01-28,6160.05
2021-01-29,6139.65
2021-02-01,6262.4
2021-02-02,6339.95
2021-02-03,6429.75
2021-02-04,6518.15
2021-02-05,6533.75
2021-02-08,6633.1
2021-02-09,6604.0
2021-02-10,6631.2
2021-02-11,6723.3
2021-02-12,6713.8
2021-02-15,6732.8
2021-02-16,6748.15
2021-02-17,6773.9
2021-02-18,6832.25
2021-02-19,6775.65
2021-02-22,6709.55
2021-02-23,6769.1
2021-02-24,6855.8
2021-02-25,6967.3
2021-02-26,6892.75
2021-03-01,7017.45
2021-03-02,7102.85
2021-03-03,7169.15
2021-03-04,7238.95
2021-03-05,7128.95
2021-03-08,7173.05
2021-03-09,7112.4
2021-03-10,7187.95
2021-03-12,7212.8
2021-03-15,7159.7
2021-03-16,7178.65
2021-03-17,7018.6
2021-03-18,6918.35
2021-03-19,6948.8
2021-03-22,6966.45
2021-03-23,7014.6
2021-03-24,6881.35
2021-03-25,6749.85
2021-03-26,6828.5
2021-03-30,6916.0
2021-03-31,6952.55
2021-04-01,7089.2
2021-04-05,6976.85
2021-04-06,7051.85
2021-04-07,7149.35
2021-04-08,7225.2
2021-04-09,7264.0
2021-04-12,6872.25
2021-04-13,6987.55
2021-04-15,6965.35
2021-04-16,7024.75
2021-04-19,6883.9
2021-04-20,6936.2
2021-04-22,6987.25
2021-04-23,7015.95
2021-04-26,7092.45
2021-04-27,7213.55
2021-04-28,7270.8
2021-04-29,7293.05
2021-04-30,7271.15
2021-05-03,7364.85
2021-05-04,7317.65
2021-05-05,7365.75
2021-05-06,7422.0
2021-05-07,7474.2
2021-05-10,7588.0
2021-05-11,7650.3
2021-05-12,7597.4
2021-05-14,7523.1
2021-05-17,7620.3
2021-05-18,7715.7
2021-05-19,7760.25
2021-05-20,7775.3
2021-05-21,7834.1
2021-05-24,7894.5
2021-05-25,7906.6
2021-05-26,7959.55
2021-05-27,8012.8
2021-05-28,7971.9
2021-05-31,8004.75
2021-06-01,7951.3
2021-06-02,8048.6
2021-06-03,8138.8
2021-06-04,8181.0
2021-06-07,8300.7
2021-06-08,8343.05
2021-06-09,8240.05
2021-06-10,8373.1
2021-06-11,8402.9
2021-06-14,8362.8
2021-06-15,8404.45
2021-06-16,8352.75
2021-06-17,8300.9
2021-06-18,8241.25
2021-06-21,8305.35
2021-06-22,8379.4
2021-06-23,8350.4
2021-06-24,8332.95
2021-06-25,8363.1
2021-06-28,8406.5
2021-06-29,8398.05
2021-06-30,8452.25
2021-07-01,8502.1
2021-07-02,8580.75
2021-07-05,8677.3
2021-07-06,8631.65
2021-07-07,8688.85
2021-07-08,8684.75
2021-07-09,8732.4
2021-07-12,8826.85
2021-07-13,8901.45
2021-07-14,8917.1
2021-07-15,8979.1
2021-07-16,9057.05
2021-07-19,9054.5
2021-07-20,8904.6
2021-07-22,9046.45
2021-07-23,9026.25
2021-07-26,9059.2
2021-07-27,9052.45
2021-07-28,9005.95
2021-07-29,9087.2
2021-07-30,9131.3
2021-08-02,9206.2
2021-08-03,9183.55
2021-08-04,9081.3
2021-08-05,9032.05
2021-08-06,9044.2
2021-08-09,8949.55
2021-08-10,8718.0
2021-08-11,8671.25
2021-08-12,8868.65
2021-08-13,8862.5
2021-08-16,8786.1
2021-08-17,8761.75
2021-08-18,8725.35
2021-08-20,8518.7
2021-08-23,8350.15
2021-08-24,8522.7
2021-08-25,8587.7
2021-08-26,8606.75
2021-08-27,8673.8
2021-08-30,8794.55
2021-08-31,8854.85
2021-09-01,8872.75
2021-09-02,8958.15
2021-09-03,9006.75
2021-09-06,9079.0
2021-09-07,9057.0
2021-09-08,9113.25
2021-09-09,9184.55
2021-09-13,9252.85
2021-09-14,9299.4
2021-09-15,9362.45
2021-09-16,9360.05
2021-09-17,9293.3
2021-09-20,9113.15
2021-09-21,9116.75
2021-09-22,9232.3
2021-09-23,9311.3
2021-09-24,9305.1
2021-09-27,9320.2
2021-09-28,9276.3
2021-09-29,9301.25
2021-09-30,9364.5
2021-10-01,9391.6
2021-10-04,9525.8
2021-10-05,9578.15
2021-10-06,9496.1
2021-10-07,9607.8
2021-10-08,9684.95
2021-10-11,9789.3
2021-10-12,9851.35
2021-10-13,9878.55
2021-10-14,9931.15
2021-10-18,10013.65
2021-10-19,9828.9
2021-10-20,9627.35
2021-10-21,9560.9
2021-10-22,9456.9
2021-10-25,9284.0
2021-10-26,9508.5
2021-10-27,9558.3
2021-10-28,9408.25
2021-10-29,9376.85
2021-11-01,9474.95
2021-11-02,9588.3
2021-11-03,9556.2
2021-11-04,9683.85
2021-11-08,9760.35
2021-11-09,9800.35
2021-11-10,9795.95
2021-11-11,9745.55
2021-11-12,9778.6
2021-11-15,9756.25
2021-11-16,9784.4
2021-11-17,9776.35
2021-11-18,9620.55
2021-11-22,9362.65
2021-11-23,9541.85
2021-11-24,9588.15
2021-11-25,9670.2
2021-11-26,9390.65
2021-11-29,9154.2
2021-11-30,9336.2
2021-12-01,9363.95
2021-12-02,9465.85
2021-12-03,9519.3
2021-12-06,9400.75
2021-12-07,9516.95
2021-12-08,9658.85
2021-12-09,9747.35
2021-12-10,9835.9
2021-12-13,9837.9
2021-12-14,9867.7
2021-12-15,9833.55
2021-12-16,9737.8
2021-12-17,9515.75
2021-12-20,9185.1
2021-12-21,9299.65
2021-12-22,9453.55
2021-12-23,9528.15
2021-12-24,9466.4
2021-12-27,9502.55
2021-12-28,9643.8
2021-12-29,9712.35
2021-12-30,9726.6
2021-12-31,9840.0
2022-01-03,9966.35
2022-01-04,10018.45
2022-01-05,10024.3
2022-01-06,10034.95
2022-01-07,10076.6
2022-01-10,10218.3
2022-01-11,10228.8
2022-01-12,10292.35
2022-01-13,10352.6
2022-01-14,10424.0
2022-01-17,10471.85
2022-01-18,10257.8
2022-01-19,10281.15
2022-01-20,10269.25
2022-01-21,10076.85
2022-01-24,9611.5
2022-01-25,9713.45
2022-01-27,9668.55
2022-01-28,9719.7
2022-01-31,9813.1
2022-02-01,9886.6
2022-02-02,10051.3
2022-02-03,10050.15
2022-02-04,9991.3
2022-02-07,9882.3
2022-02-08,9732.9
2022-02-09,9766.05
2022-02-10,9781.05
2022-02-11,9596.15
2022-02-14,9187.6
2022-02-15,9370.05
2022-02-16,9440.8
2022-02-17,9370.3
2022-02-18,9293.55
2022-02-21,9052.95
2022-02-22,8877.55
2022-02-23,8982.9
2022-02-24,8454.95
2022-02-25,8815.2
2022-02-28,8887.65
2022-03-02,8911.1
2022-03-03,8945.3
2022-03-04,8804.1
2022-03-07,8599.35
2022-03-08,8717.05
2022-03-09,8899.85
2022-03-10,9025.4
2022-03-11,9105.9
2022-03-14,9143.55
2022-03-15,9067.95
2022-03-16,9168.55
2022-03-17,9276.95
2022-03-21,9301.5
2022-03-22,9330.35
2022-03-23,9316.45
2022-03-24,9347.7
2022-03-25,9311.1
2022-03-28,9256.45
2022-03-29,9312.05
2022-03-30,9396.5
2022-03-31,9441.45
2022-04-01,9620.15
2022-04-04,9766.85
2022-04-05,9860.05
2022-04-06,9902.0
2022-04-07,9859.2
2022-04-08,9934.75
2022-04-11,9966.55
2022-04-12,9825.2
2022-04-13,9857.95
2022-04-18,9770.8
2022-04-19,9620.7
2022-04-20,9622.75
2022-04-21,9744.85
2022-04-22,9720.3
2022-04-25,9526.05
2022-04-26,9623.75
2022-04-27,9568.55
2022-04-28,9593.75
2022-04-29,9493.3
2022-05-02,9397.75
2022-05-04,9183.4
2022-05-05,9126.7
2022-05-06,8919.45
2022-05-09,8748.95
2022-05-10,8569.1
2022-05-11,8340.65
2022-05-12,8202.15
2022-05-13,8286.2
2022-05-16,8396.8
2022-05-17,8638.1
2022-05-18,8667.2
2022-05-19,8473.6
2022-05-20,8654.55
2022-05-23,8594.1
2022-05-24,8488.6
2022-05-25,8233.7
2022-05-26,8311.8
2022-05-27,8397.35
2022-05-30,8585.5
2022-05-31,8673.1
2022-06-01,8730.65
2022-06-02,8772.9
2022-06-03,8696.35
2022-06-06,8640.9
2022-06-07,8592.5
2022-06-08,8577.6
2022-06-09,8582.15
2022-06-10,8506.9
2022-06-13,8205.65
2022-06-14,8172.05
2022-06-15,8217.8
2022-06-16,7965.9
2022-06-17,7902.75
2022-06-20,7657.25
2022-06-21,7893.4
2022-06-22,7810.9
2022-06-23,7899.9
2022-06-24,8036.8
2022-06-27,8165.6
2022-06-28,8159.2
2022-06-29,8114.6
2022-06-30,8088.6
2022-07-01,8105.5
2022-07-04,8145.7
2022-07-05,8166.8
2022-07-06,8210.1
2022-07-07,8317.45
2022-07-08,8336.8
