,close
2022-07-11,8423.3
2022-07-12,8392.4
2022-07-13,8410.35
2022-07-14,8349.6
2022-07-15,8389.35
2022-07-18,8511.7
2022-07-19,8583.3
2022-07-20,8635.05
2022-07-21,8703.65
2022-07-22,8727.65
2022-07-25,8691.85
2022-07-26,8602.75
2022-07-27,8602.25
2022-07-28,8667.5
2022-07-29,8790.55
2022-08-01,8935.05
2022-08-02,8990.15
2022-08-03,8954.55
2022-08-04,8930.45
2022-08-05,8922.2
2022-08-08,8944.25
2022-08-10,8919.05
2022-08-11,8973.05
2022-08-12,8992.65
2022-08-16,9071.45
2022-08-17,9115.05
2022-08-18,9139.55
2022-08-19,9041.75
2022-08-22,8960.3
2022-08-23,9050.85
2022-08-24,9129.9
2022-08-25,9160.6
2022-08-26,9227.05
2022-08-29,9172.2
2022-08-30,9285.8
2022-09-01,9313.85
2022-09-02,9333.95
2022-09-05,9427.45
2022-09-06,9457.25
2022-09-07,9533.55
2022-09-08,9600.7
2022-09-09,9581.65
2022-09-12,9672.35
2022-09-13,9683.0
2022-09-14,9692.1
2022-09-15,9690.05
2022-09-16,9467.85
2022-09-19,9398.3
2022-09-20,9506.25
2022-09-21,9446.7
2022-09-22,9500.4
2022-09-23,9312.45
2022-09-26,9001.0
2022-09-27,9048.95
2022-09-28,9009.05
2022-09-29,9060.15
2022-09-30,9198.75
2022-10-03,9163.95
2022-10-04,9285.3
2022-10-06,9387.2
2022-10-07,9417.4
2022-10-10,9365.75
2022-10-11,9221.15
2022-10-12,9261.45
2022-10-13,9212.05
2022-10-14,9215.7
2022-10-17,9239.25
2022-10-18,9313.65
2022-10-19,9316.4
2022-10-20,9327.0
2022-10-21,9287.35
2022-10-24,9374.3
2022-10-25,9357.25
2022-10-27,9394.45
2022-10-28,9337.0
2022-10-31,9372.0
2022-11-01,9385.3
2022-11-02,9386.9
2022-11-03,9398.75
2022-11-04,9442.1
2022-11-07,9512.8
2022-11-09,9475.85
2022-11-10,9359.5
2022-11-11,9391.1
2022-11-14,9433.7
2022-11-15,9439.0
2022-11-16,9407.6
2022-11-17,9395.75
2022-11-18,9353.5
2022-11-21,9363.65
2022-11-22,9355.35
2022-11-23,9410.0
2022-11-24,9461.3
2022-11-25,9534.55
2022-11-28,9636.6
2022-11-29,9602.2
2022-11-30,9651.05
2022-12-01,9693.85
2022-12-02,9758.15
2022-12-05,9790.5
2022-12-06,9767.5
2022-12-07,9729.65
2022-12-08,9783.2
2022-12-09,9681.8
2022-12-12,9733.25
2022-12-13,9788.7
2022-12-14,9852.65
2022-12-15,9810.2
2022-12-16,9732.3
2022-12-19,9761.45
2022-12-20,9741.25
2022-12-21,9540.0
2022-12-22,9373.85
2022-12-23,8962.5
2022-12-26,9262.7
2022-12-27,9377.05
2022-12-28,9397.05
2022-12-29,9408.35
2022-12-30,9481.25
2024-01-01,14129.7
2024-01-02,14124.25
2024-01-03,14141.0
2024-01-04,14286.3
2024-01-05,14382.4
2024-01-08,14298.2
2024-01-09,14350.9
2024-01-10,14379.85
2024-01-11,14498.55
2024-01-12,14552.75
2024-01-15,14589.0
2024-01-16,14549.05
2024-01-17,14396.6
2024-01-18,14394.95
2024-01-19,14548.55
2024-01-20,14614.2
2024-01-23,14217.35
2024-01-24,14467.35
2024-01-25,14543.8
2024-01-29,14730.25
2024-01-30,14749.95
2024-01-31,15063.5
2024-02-01,15084.2
2024-02-02,15175.9
2024-02-05,15168.4
2024-02-06,15310.15
2024-02-07,15390.45
2024-02-08,15323.0
2024-02-09,15128.35
2024-02-12,14589.05
2024-02-13,14641.05
2024-02-14,14829.25
2024-02-15,15002.05
2024-02-16,15098.9
2024-02-19,15171.0
2024-02-20,15110.7
2024-02-21,14992.15
2024-02-22,15083.55
2024-02-23,15169.5
2024-02-26,15143.4
2024-02-27,15181.95
2024-02-28,14895.25
2024-02-29,14965.05
2024-03-01,15061.35
2024-03-02,15168.15
2024-03-04,15077.1
2024-03-05,14979.6
2024-03-06,14684.2
2024-03-07,14803.2
2024-03-11,14507.15
2024-03-12,14208.65
2024-03-13,13473.2
2024-03-14,13892.7
2024-03-15,13922.35
2024-03-18,13882.25
2024-03-19,13718.4
2024-03-20,13733.55
2024-03-21,14047.3
2024-03-22,14161.4
2024-03-26,14167.85
2024-03-27,14283.6
2024-03-28,14330.5
2024-04-01,14762.15
2024-04-02,14908.3
2024-04-03,15065.35
2024-04-04,15159.25
2024-04-05,15248.2
2024-04-08,15286.55
2024-04-09,15293.4
2024-04-10,15384.5
2024-04-12,15322.15
2024-04-15,15086.65
2024-04-16,15183.7
2024-04-18,15180.6
2024-04-19,15162.2
2024-04-22,15338.0
2024-04-23,15486.0
2024-04-24,15609.2
2024-04-25,15739.15
2024-04-26,15814.5
2024-04-29,15824.55
2024-04-30,15833.4
2024-05-02,15848.4
2024-05-03,15793.3
2024-05-06,15617.15
2024-05-07,15339.25
2024-05-08,15414.9
2024-05-09,15006.35
2024-05-10,15104.9
2024-05-13,15050.75
2024-05-14,15315.45
2024-05-15,15431.2
2024-05-16,15545.75
2024-05-17,15792.9
2024-05-18,15935.5
2024-05-21,15867.75
2024-05-22,15847.05
2024-05-23,15885.85
2024-05-24,15865.65
2024-05-27,15935.55
2024-05-28,15773.05
2024-05-29,15786.2
2024-05-30,15551.95
2024-05-31,15626.65
2024-06-03,15948.75
2024-06-04,14761.1
2024-06-05,15250.0
2024-06-06,15745.9
2024-06-07,16100.0
2024-06-10,16312.5
2024-06-11,16413.65
2024-06-12,16567.7
2024-06-13,16701.65
2024-06-14,16845.55
2024-06-18,17007.85
2024-06-19,16942.8
2024-06-20,17054.0
2024-06-21,17046.55
2024-06-24,17048.15
2024-06-25,17059.7
2024-06-26,17095.7
2024-06-27,16999.55
2024-06-28,17111.05
2024-07-01,17367.65
2024-07-02,17339.35
2024-07-03,17494.7
2024-07-04,17591.95
2024-07-05,17712.3
2024-07-08,17665.75
2024-07-09,17707.65
2024-07-10,17585.7
2024-07-11,17692.15
2024-07-12,17679.2
2024-07-15,17743.15
2024-07-16,17774.9
2024-07-18,17577.65
2024-07-19,17163.4
2024-07-22,17317.0
2024-07-23,17212.15
2024-07-24,17532.7
2024-07-25,17483.8
2024-07-26,17647.4
2024-07-29,17836.55
2024-07-30,17983.3
2024-07-31,17948.0
2024-08-01,17825.05
2024-08-02,17677.65
2024-08-05,16937.9
2024-08-06,16871.85
2024-08-07,17274.9
2024-08-08,17226.15
2024-08-09,17335.9
2024-08-12,17392.15
2024-08-13,17177.4
2024-08-14,17080.15
2024-08-16,17371.4
2024-08-19,17637.25
2024-08-20,17732.5
2024-08-21,17927.75
2024-08-22,17984.45
2024-08-23,18006.55
2024-08-26,18081.15
2024-08-27,18219.55
2024-08-28,18180.3
2024-08-29,18077.05
2024-08-30,18170.25
2024-09-02,18157.7
2024-09-03,18264.3
2024-09-04,18320.6
2024-09-05,18495.35
2024-09-06,18307.85
2024-09-09,18155.9
2024-09-10,18383.0
2024-09-11,18238.8
2024-09-12,18381.7
2024-09-13,18543.15
2024-09-16,18572.9
2024-09-17,18538.3
2024-09-18,18475.8
