variant,symbol,date,direction,or_high,or_low,entry_time,entry,stop,target,qty,rsi_at_entry,vwap_at_entry,gap_pct,exit_time,exit_price,exit_reason,trailed,gross_pnl,cost,net_pnl
target_2.0R,AMBUJACEM,2024-05-14,LONG,593.85,587.00,2024-05-14T10:15:00,597.15,602.22,617.45,83,28.15,592.83,-0.002,2024-05-14T15:20:00,610.65,EOD,1,1120.50,250.62,869.88
target_2.0R,ADANIPORTS,2024-05-14,LONG,1312.85,1290.00,2024-05-14T11:15:00,1315.95,1328.93,1367.85,37,43.5,1301.0,0.0,2024-05-14T14:15:00,1328.93,TRAIL,1,480.08,244.65,235.42
target_2.0R,BAJAJ-AUTO,2024-05-14,LONG,8777.50,8663.00,2024-05-14T11:35:00,8780.50,8839.25,9015.50,5,65.42,8742.03,-0.003,2024-05-14T14:25:00,8839.25,TRAIL,1,293.75,220.25,73.50
target_2.0R,ASIANPAINT,2024-05-14,LONG,2878.50,2842.00,2024-05-14T12:35:00,2878.90,2842.00,2952.70,17,55.07,2861.3,-0.0003,2024-05-14T15:20:00,2867.05,EOD,0,-201.45,244.20,-445.65
target_2.0R,ADANIPORTS,2024-05-16,SHORT,1366.75,1345.00,2024-05-16T10:00:00,1342.20,1329.93,1293.10,37,57.53,1354.88,0.0107,2024-05-16T14:45:00,1329.93,TRAIL,1,454.17,247.17,207.00
target_2.0R,AMBUJACEM,2024-05-16,LONG,614.60,610.50,2024-05-16T10:40:00,614.75,610.50,623.25,81,49.93,611.01,-0.0002,2024-05-16T12:25:00,610.50,STOP,0,-344.25,248.11,-592.36
target_2.0R,BAJAJ-AUTO,2024-05-16,SHORT,8734.00,8589.50,2024-05-16T11:50:00,8579.00,8734.00,8269.00,5,44.07,8595.5,0.0053,2024-05-16T15:20:00,8656.50,EOD,0,-387.50,215.44,-602.94
target_2.0R,BAJAJFINSV,2024-05-16,LONG,1579.35,1566.80,2024-05-16T12:05:00,1580.00,1586.60,1606.40,31,56.15,1570.27,0.0038,2024-05-16T14:45:00,1586.60,TRAIL,1,204.60,245.41,-40.81
target_2.0R,ASIANPAINT,2024-05-16,SHORT,2837.60,2791.40,2024-05-16T13:20:00,2790.30,2837.60,2695.70,17,37.83,2798.75,0.0026,2024-05-16T15:20:00,2811.70,EOD,0,-363.80,238.09,-601.88
target_2.0R,BAJAJFINSV,2024-05-17,LONG,1596.00,1580.05,2024-05-17T11:00:00,1596.35,1580.05,1628.95,31,42.66,1588.75,-0.0006,2024-05-17T12:25:00,1588.10,EOD_FORCED,0,-255.75,246.79,-502.54
target_2.0R,ADANIPORTS,2024-05-17,LONG,1337.60,1321.15,2024-05-17T11:10:00,1339.65,1321.15,1376.65,37,66.73,1332.42,-0.0112,2024-05-17T12:25:00,1339.80,EOD_FORCED,0,5.55,247.85,-242.30
target_2.0R,AMBUJACEM,2024-05-23,SHORT,635.00,630.90,2024-05-23T10:05:00,629.70,635.00,619.10,79,61.02,632.52,0.0031,2024-05-23T11:15:00,635.00,STOP,0,-418.70,249.78,-668.48
target_2.0R,ASIANPAINT,2024-05-23,SHORT,2921.25,2881.05,2024-05-23T10:40:00,2880.05,2921.25,2797.65,17,68.63,2902.1,-0.0003,2024-05-23T15:20:00,2902.50,EOD,0,-381.65,245.76,-627.41
target_2.0R,ADANIPORTS,2024-05-23,LONG,1385.00,1370.35,2024-05-23T11:15:00,1388.60,1370.35,1425.10,36,65.44,1377.98,0.0042,2024-05-23T13:10:00,1425.10,TARGET,0,1314.00,253.23,1060.77
target_2.0R,BAJAJFINSV,2024-05-23,LONG,1594.60,1581.25,2024-05-23T12:35:00,1597.00,1604.88,1628.50,31,70.29,1588.03,0.002,2024-05-23T14:50:00,1604.88,TRAIL,1,244.12,248.15,-4.02
target_2.0R,AMBUJACEM,2024-05-24,LONG,649.90,642.45,2024-05-24T10:30:00,651.60,642.45,669.90,76,36.69,646.57,0.0023,2024-05-24T11:45:00,642.45,STOP,0,-695.40,245.87,-941.27
target_2.0R,ASIANPAINT,2024-05-24,SHORT,2910.20,2891.00,2024-05-24T10:45:00,2888.90,2878.25,2846.30,17,28.74,2893.02,0.0022,2024-05-24T14:05:00,2878.25,TRAIL,1,181.05,245.10,-64.05
target_2.0R,ADANIPORTS,2024-05-24,LONG,1438.50,1382.15,2024-05-24T11:40:00,1441.70,1382.15,1560.80,34,59.64,1409.55,-0.0058,2024-05-24T15:20:00,1416.40,EOD,0,-860.20,242.94,-1103.14
target_2.0R,BAJAJ-AUTO,2024-05-24,LONG,8759.00,8666.50,2024-05-24T13:05:00,8761.00,8666.50,8950.00,5,68.57,8703.55,0.0018,2024-05-24T15:20:00,8728.50,EOD,0,-162.50,218.62,-381.12
target_2.0R,BAJAJ-AUTO,2024-05-28,SHORT,8799.00,8729.00,2024-05-28T09:55:00,8727.50,8799.00,8584.50,5,49.13,8751.76,0.0,2024-05-28T15:20:00,8770.00,EOD,0,-212.50,218.72,-431.22
target_2.0R,AMBUJACEM,2024-05-28,LONG,633.90,628.50,2024-05-28T10:40:00,633.95,628.50,644.85,78,67.95,632.78,0.0022,2024-05-28T12:35:00,628.50,STOP,0,-425.10,246.18,-671.28
target_2.0R,ASIANPAINT,2024-05-28,LONG,2881.90,2864.00,2024-05-28T10:55:00,2884.60,2894.90,2925.80,17,74.43,2873.67,0.0012,2024-05-28T15:20:00,2913.90,EOD,1,498.10,246.44,251.66
target_2.0R,ADANIPORTS,2024-05-28,SHORT,1438.00,1411.50,2024-05-28T12:10:00,1409.05,1438.00,1351.15,35,32.62,1417.55,0.0044,2024-05-28T15:20:00,1398.50,EOD,0,369.25,245.66,123.59
target_2.0R,BAJAJFINSV,2024-05-28,SHORT,1602.95,1593.00,2024-05-28T12:35:00,1591.00,1602.95,1567.10,31,42.41,1597.15,0.0045,2024-05-28T15:15:00,1602.95,STOP,0,-370.45,247.53,-617.98
target_2.0R,ASIANPAINT,2024-05-30,LONG,2902.90,2875.00,2024-05-30T10:05:00,2903.20,2875.00,2959.60,17,47.79,2888.77,-0.0086,2024-05-30T14:40:00,2875.00,STOP,0,-479.40,245.57,-724.97
target_2.0R,BAJAJ-AUTO,2024-05-30,SHORT,8903.50,8813.50,2024-05-30T10:10:00,8801.00,8749.75,8596.00,5,35.99,8852.47,-0.0002,2024-05-30T14:45:00,8749.75,TRAIL,1,256.25,219.38,36.87
target_2.0R,AMBUJACEM,2024-05-30,SHORT,629.40,621.35,2024-05-30T10:25:00,620.65,629.40,603.15,80,28.21,622.91,-0.0018,2024-05-30T12:55:00,629.40,STOP,0,-700.00,250.01,-950.01
target_2.0R,ADANIPORTS,2024-05-30,SHORT,1413.65,1402.00,2024-05-30T11:20:00,1401.10,1394.82,1376.00,35,32.88,1404.67,0.0,2024-05-30T14:30:00,1394.82,TRAIL,1,219.63,244.64,-25.02
target_2.0R,AMBUJACEM,2024-06-12,LONG,644.95,638.00,2024-06-12T09:55:00,645.30,648.95,659.90,77,28.83,642.46,0.0078,2024-06-12T14:35:00,659.90,TARGET,1,1124.20,251.25,872.95
target_2.0R,ASIANPAINT,2024-06-12,SHORT,2909.00,2871.45,2024-06-12T10:35:00,2868.85,2909.00,2788.55,17,71.43,2880.04,0.0023,2024-06-12T12:40:00,2909.00,STOP,0,-682.55,245.56,-928.11
target_2.0R,ADANIPORTS,2024-06-12,SHORT,1414.45,1402.00,2024-06-12T12:50:00,1401.55,1395.10,1375.75,35,34.77,1406.31,0.0059,2024-06-12T14:20:00,1395.10,TRAIL,1,225.75,244.71,-18.96
target_2.0R,BAJAJFINSV,2024-06-13,SHORT,1595.55,1583.05,2024-06-13T09:50:00,1582.00,1595.55,1554.90,31,58.97,1589.4,0.005,2024-06-13T15:20:00,1590.05,EOD,0,-249.55,245.83,-495.38
target_2.0R,ADANIPORTS,2024-06-13,SHORT,1411.00,1399.20,2024-06-13T11:55:00,1396.85,1411.00,1368.55,35,40.42,1400.43,0.0069,2024-06-13T15:20:00,1403.90,EOD,0,-246.75,245.07,-491.82
target_2.0R,ADANIPORTS,2024-06-14,LONG,1410.00,1395.45,2024-06-14T09:50:00,1411.75,1419.90,1444.35,35,19.95,1404.05,0.0032,2024-06-14T15:20:00,1430.10,EOD,1,642.25,248.66,393.59
target_2.0R,BAJAJ-AUTO,2024-06-14,LONG,9630.00,9570.50,2024-06-14T10:25:00,9654.00,9695.75,9821.00,5,73.23,9608.69,-0.0098,2024-06-14T14:00:00,9695.75,TRAIL,1,208.75,241.87,-33.12
target_2.0R,BAJAJFINSV,2024-06-14,LONG,1592.25,1577.10,2024-06-14T12:15:00,1593.90,1577.10,1627.50,31,49.72,1585.49,0.0,2024-06-14T15:20:00,1589.90,EOD,0,-124.00,246.74,-370.74
target_2.0R,ASIANPAINT,2024-06-14,LONG,2929.00,2905.10,2024-06-14T13:25:00,2930.10,2905.10,2980.10,17,70.62,2920.38,0.0,2024-06-14T15:20:00,2919.50,EOD,0,-180.20,248.61,-428.81
target_2.0R,ADANIPORTS,2024-06-20,LONG,1463.90,1444.10,2024-06-20T10:50:00,1464.30,1474.40,1504.70,34,63.22,1460.36,0.0075,2024-06-20T14:00:00,1474.40,TRAIL,1,343.40,249.79,93.61
target_2.0R,AMBUJACEM,2024-06-20,SHORT,669.50,658.95,2024-06-20T13:25:00,657.80,669.50,634.40,76,34.15,661.68,-0.0012,2024-06-20T15:20:00,659.35,EOD,0,-117.80,250.26,-368.06
target_2.0R,BAJAJ-AUTO,2024-06-21,LONG,9437.00,9367.50,2024-06-21T10:10:00,9443.50,9367.50,9595.50,5,18.39,9406.54,0.0045,2024-06-21T14:35:00,9367.50,STOP,0,-380.00,235.14,-615.14
target_2.0R,AMBUJACEM,2024-06-21,LONG,664.35,653.00,2024-06-21T10:15:00,664.60,653.00,687.80,75,54.08,660.41,0.0,2024-06-21T15:20:00,656.30,EOD,0,-622.50,247.67,-870.17
target_2.0R,ASIANPAINT,2024-06-21,SHORT,2928.00,2891.00,2024-06-21T11:20:00,2890.75,2928.00,2816.25,17,25.68,2898.45,0.0033,2024-06-21T15:20:00,2888.65,EOD,0,35.70,245.62,-209.92
target_2.0R,BAJAJFINSV,2024-06-21,SHORT,1610.85,1586.00,2024-06-21T12:05:00,1585.30,1610.85,1534.20,31,28.22,1590.58,0.0,2024-06-21T15:20:00,1574.95,EOD,0,320.85,244.92,75.93
target_2.0R,ADANIPORTS,2024-06-21,LONG,1485.00,1473.05,2024-06-21T12:35:00,1485.60,1491.88,1510.70,33,72.24,1479.08,0.0072,2024-06-21T14:50:00,1491.88,TRAIL,1,207.08,245.64,-38.57
target_2.0R,ADANIPORTS,2024-06-25,SHORT,1468.90,1453.90,2024-06-25T09:50:00,1452.00,1468.90,1418.20,34,63.83,1457.49,0.004,2024-06-25T15:20:00,1455.70,EOD,0,-125.80,247.15,-372.95
target_2.0R,BAJAJFINSV,2024-06-25,SHORT,1590.50,1579.10,2024-06-25T10:15:00,1577.50,1590.50,1551.50,31,25.76,1581.79,0.0,2024-06-25T12:35:00,1590.50,STOP,0,-403.00,245.52,-648.52
target_2.0R,BAJAJ-AUTO,2024-06-25,SHORT,9582.00,9504.50,2024-06-25T10:35:00,9500.00,9459.00,9336.00,5,55.41,9540.78,0.001,2024-06-25T14:00:00,9459.00,TRAIL,1,205.00,236.99,-31.99
target_2.0R,AMBUJACEM,2024-06-25,SHORT,666.55,651.10,2024-06-25T11:05:00,649.50,666.55,615.40,76,51.33,655.95,0.0071,2024-06-25T15:20:00,650.00,EOD,0,-38.00,246.91,-284.91
target_2.0R,ASIANPAINT,2024-06-25,SHORT,2894.95,2875.55,2024-06-25T11:35:00,2872.30,2860.98,2827.00,17,27.76,2879.59,-0.0069,2024-06-25T15:00:00,2860.98,TRAIL,1,192.52,243.66,-51.14
target_2.0R,AMBUJACEM,2024-06-28,LONG,667.50,660.00,2024-06-28T11:20:00,667.95,671.93,683.85,74,71.61,665.98,0.0081,2024-06-28T14:15:00,671.93,TRAIL,1,294.15,247.88,46.27
target_2.0R,ADANIPORTS,2024-06-28,LONG,1481.90,1445.00,2024-06-28T11:30:00,1484.50,1445.00,1563.50,33,37.45,1465.57,-0.0037,2024-06-28T15:20:00,1476.00,EOD,0,-280.50,244.24,-524.74
target_2.0R,BAJAJFINSV,2024-06-28,SHORT,1622.00,1596.95,2024-06-28T12:20:00,1595.65,1622.00,1542.95,31,43.56,1608.86,0.0,2024-06-28T15:20:00,1589.65,EOD,0,186.00,246.86,-60.86
target_2.0R,BAJAJ-AUTO,2024-06-28,LONG,9238.50,9159.00,2024-06-28T13:25:00,9241.00,9282.00,9405.00,5,59.71,9205.41,0.0051,2024-06-28T14:05:00,9282.00,TRAIL,1,205.00,231.54,-26.54
target_2.0R,BAJAJFINSV,2024-07-01,SHORT,1590.95,1583.00,2024-07-01T10:35:00,1581.50,1590.95,1562.60,31,71.05,1585.97,0.0,2024-07-01T15:20:00,1580.00,EOD,0,46.50,245.02,-198.52
target_2.0R,ADANIPORTS,2024-07-01,LONG,1484.25,1471.60,2024-07-01T10:50:00,1484.70,1471.60,1510.90,33,68.18,1479.29,0.0033,2024-07-01T15:20:00,1474.40,EOD,0,-339.90,244.13,-584.03
target_2.0R,ASIANPAINT,2024-07-01,LONG,2925.00,2888.00,2024-07-01T12:35:00,2926.20,2888.00,3002.60,17,70.67,2916.05,-0.0095,2024-07-01T15:20:00,2926.50,EOD,0,5.10,248.74,-243.64
target_2.0R,AMBUJACEM,2024-07-02,LONG,701.95,689.05,2024-07-02T10:10:00,704.25,689.05,734.65,70,33.6,697.66,0.0028,2024-07-02T12:10:00,689.05,STOP,0,-1064.00,243.83,-1307.83
target_2.0R,ADANIPORTS,2024-07-02,LONG,1483.95,1470.05,2024-07-02T10:35:00,1485.50,1470.05,1516.40,33,70.7,1477.05,0.0034,2024-07-02T12:10:00,1470.05,STOP,0,-509.85,243.83,-753.68
target_2.0R,ASIANPAINT,2024-07-02,LONG,2927.85,2912.00,2024-07-02T10:55:00,2928.50,2912.00,2961.50,17,64.75,2918.9,0.0,2024-07-02T15:20:00,2925.15,EOD,0,-56.95,248.78,-305.73
target_2.0R,BAJAJ-AUTO,2024-07-02,SHORT,9297.00,9179.50,2024-07-02T12:55:00,9173.00,9297.00,8925.00,5,28.95,9222.28,-0.0013,2024-07-02T15:20:00,9172.00,EOD,0,5.00,229.31,-224.31
target_2.0R,ADANIPORTS,2024-07-03,LONG,1485.50,1470.80,2024-07-03T10:05:00,1486.40,1494.20,1517.60,33,64.99,1480.99,0.0034,2024-07-03T14:30:00,1494.20,TRAIL,1,257.40,245.90,11.50
target_2.0R,AMBUJACEM,2024-07-03,SHORT,699.40,690.20,2024-07-03T10:30:00,689.25,699.40,668.95,72,25.89,692.43,0.0038,2024-07-03T15:20:00,693.00,EOD,0,-270.00,248.81,-518.81
target_2.0R,BAJAJFINSV,2024-07-03,LONG,1590.70,1573.60,2024-07-03T12:25:00,1590.95,1573.60,1625.65,31,66.27,1586.86,0.0021,2024-07-03T15:20:00,1594.60,EOD,0,113.15,246.88,-133.73
target_2.0R,BAJAJ-AUTO,2024-07-03,SHORT,9266.50,9171.50,2024-07-03T13:10:00,9169.00,9266.50,8974.00,5,33.6,9230.9,0.0077,2024-07-03T15:20:00,9202.00,EOD,0,-165.00,229.64,-394.64
target_2.0R,BAJAJFINSV,2024-07-04,SHORT,1610.00,1595.30,2024-07-04T10:40:00,1595.25,1587.88,1565.75,31,31.25,1600.23,0.0099,2024-07-04T14:15:00,1587.88,TRAIL,1,228.62,246.69,-18.07
target_2.0R,ADANIPORTS,2024-07-04,SHORT,1516.15,1504.00,2024-07-04T11:20:00,1503.90,1516.15,1479.40,33,38.85,1505.91,0.0026,2024-07-04T12:35:00,1516.15,STOP,0,-404.25,249.15,-653.40
target_2.0R,ADANIPORTS,2024-07-10,SHORT,1494.45,1483.95,2024-07-10T09:55:00,1482.75,1476.90,1459.35,33,40.38,1487.68,0.0095,2024-07-10T14:05:00,1476.90,TRAIL,1,193.05,244.17,-51.12
target_2.0R,BAJAJ-AUTO,2024-07-10,SHORT,9411.50,9308.00,2024-07-10T10:20:00,9295.00,9411.50,9062.00,5,60.95,9357.38,0.0017,2024-07-10T15:20:00,9317.00,EOD,0,-110.00,232.65,-342.65
target_2.0R,BAJAJFINSV,2024-07-10,SHORT,1588.00,1575.85,2024-07-10T10:25:00,1575.50,1588.00,1550.50,31,63.52,1582.12,0.0015,2024-07-10T11:55:00,1588.00,STOP,0,-387.50,245.17,-632.67
