variant,symbol,date,direction,or_high,or_low,entry_time,entry,stop,target,qty,rsi_at_entry,vwap_at_entry,gap_pct,exit_time,exit_price,exit_reason,trailed,gross_pnl,cost,net_pnl
target_1.5R,AMBUJACEM,2025-01-28,LONG,540.40,527.10,2025-01-28T12:40:00,541.30,548.40,562.60,92,48.75,534.17,0.0093,2025-01-28T14:25:00,548.40,TRAIL,1,653.20,250.63,402.57
target_1.5R,ADANIPORTS,2025-01-28,LONG,1089.35,1069.05,2025-01-28T13:05:00,1095.95,1069.05,1136.30,45,69.19,1076.28,0.0046,2025-01-28T15:20:00,1081.70,EOD,0,-641.25,244.99,-886.24
target_1.5R,ADANIPORTS,2025-01-30,LONG,1107.85,1093.50,2025-01-30T09:45:00,1108.45,1093.50,1130.88,45,41.07,1103.61,0.0063,2025-01-30T13:20:00,1093.50,STOP,0,-672.75,247.72,-920.47
target_1.5R,ASIANPAINT,2025-01-30,LONG,2235.00,2215.00,2025-01-30T10:05:00,2239.70,2252.05,2276.75,22,49.54,2225.62,0.0,2025-01-30T15:20:00,2252.05,TRAIL,1,271.70,247.05,24.65
target_1.5R,BAJAJFINSV,2025-01-30,SHORT,1854.90,1810.60,2025-01-30T10:40:00,1810.00,1787.55,1742.65,27,45.84,1833.32,0.0193,2025-01-30T14:00:00,1742.65,TARGET,1,1818.45,239.80,1578.65
target_1.5R,BAJAJ-AUTO,2025-01-30,LONG,8572.50,8390.00,2025-01-30T12:05:00,8576.50,8390.00,8856.25,5,65.87,8529.24,0.004,2025-01-30T15:20:00,8549.00,EOD,0,-137.50,214.07,-351.57
target_1.5R,BAJAJ-AUTO,2025-01-31,LONG,8611.50,8528.00,2025-01-31T10:15:00,8614.50,8657.75,8744.25,5,68.31,8597.94,0.006,2025-01-31T14:25:00,8657.75,TRAIL,1,216.25,215.90,0.35
target_1.5R,BAJAJFINSV,2025-01-31,LONG,1735.80,1698.20,2025-01-31T10:20:00,1743.00,1698.20,1810.20,28,29.15,1723.97,-0.0181,2025-01-31T15:20:00,1737.90,EOD,0,-142.80,243.66,-386.46
target_1.5R,ASIANPAINT,2025-01-31,LONG,2264.95,2242.10,2025-01-31T11:00:00,2266.30,2278.40,2302.60,22,58.38,2250.02,0.0023,2025-01-31T14:55:00,2302.60,TARGET,1,798.60,251.29,547.31
target_1.5R,ADANIPORTS,2025-01-31,LONG,1100.20,1074.00,2025-01-31T12:10:00,1100.30,1074.00,1139.75,45,61.82,1094.09,0.0074,2025-01-31T15:20:00,1098.45,EOD,0,-83.25,247.36,-330.61
target_1.5R,ADANIPORTS,2025-02-01,SHORT,1117.05,1099.00,2025-02-01T10:55:00,1096.25,1117.05,1065.05,45,55.29,1106.26,0.006,2025-02-01T11:35:00,1117.05,STOP,0,-936.00,249.00,-1185.00
target_1.5R,ASIANPAINT,2025-02-01,LONG,2318.00,2285.30,2025-02-01T11:05:00,2320.35,2285.30,2372.92,21,71.66,2310.89,0.0049,2025-02-01T12:50:00,2372.92,TARGET,0,1104.07,246.40,857.68
target_1.5R,AMBUJACEM,2025-02-01,SHORT,517.20,511.00,2025-02-01T11:20:00,510.75,517.20,501.07,97,57.93,514.33,0.0062,2025-02-01T12:30:00,501.07,TARGET,0,938.48,245.37,693.11
target_1.5R,BAJAJ-AUTO,2025-02-01,SHORT,8703.50,8635.00,2025-02-01T11:50:00,8612.00,8703.50,8474.75,5,27.82,8670.5,0.0045,2025-02-01T12:10:00,8703.50,STOP,0,-457.50,216.44,-673.94
target_1.5R,BAJAJFINSV,2025-02-01,SHORT,1748.30,1722.30,2025-02-01T11:50:00,1722.10,1748.30,1682.80,29,26.34,1736.53,0.0063,2025-02-01T13:00:00,1682.80,TARGET,0,1139.70,246.86,892.84
target_1.5R,AMBUJACEM,2025-02-03,SHORT,500.00,491.10,2025-02-03T09:50:00,489.55,500.00,473.88,102,54.29,494.34,-0.003,2025-02-03T15:20:00,495.90,EOD,0,-647.70,251.29,-898.99
target_1.5R,ASIANPAINT,2025-02-03,SHORT,2364.45,2324.50,2025-02-03T10:20:00,2316.95,2293.20,2245.70,21,72.33,2338.87,0.0,2025-02-03T15:05:00,2293.20,TRAIL,1,498.75,242.03,256.72
target_1.5R,ADANIPORTS,2025-02-03,LONG,1084.00,1055.00,2025-02-03T11:45:00,1084.85,1055.00,1129.62,46,73.72,1075.86,-0.0001,2025-02-03T15:20:00,1083.80,EOD,0,-48.30,249.39,-297.69
target_1.5R,AMBUJACEM,2025-02-04,LONG,502.40,497.50,2025-02-04T09:45:00,503.00,497.50,511.25,99,29.85,500.68,0.0062,2025-02-04T11:40:00,511.25,TARGET,0,816.75,251.03,565.72
target_1.5R,BAJAJFINSV,2025-02-04,SHORT,1818.00,1800.00,2025-02-04T09:55:00,1797.70,1818.00,1767.25,27,73.98,1809.17,0.0029,2025-02-04T14:50:00,1818.00,STOP,0,-548.10,244.06,-792.16
target_1.5R,ASIANPAINT,2025-02-04,LONG,2304.65,2263.75,2025-02-04T11:45:00,2304.95,2263.75,2366.75,21,72.64,2285.2,0.0054,2025-02-04T12:15:00,2366.75,TARGET,0,1297.80,245.26,1052.54
target_1.5R,ADANIPORTS,2025-02-04,LONG,1109.20,1095.90,2025-02-04T12:15:00,1109.80,1116.75,1130.65,45,60.82,1102.31,0.014,2025-02-04T14:20:00,1116.75,TRAIL,1,312.75,250.49,62.26
target_1.5R,BAJAJFINSV,2025-02-05,SHORT,1826.55,1802.55,2025-02-05T09:45:00,1794.35,1826.55,1746.05,27,56.42,1811.45,-0.0012,2025-02-05T15:20:00,1798.00,EOD,0,-98.55,242.48,-341.03
target_1.5R,ADANIPORTS,2025-02-05,SHORT,1138.30,1126.00,2025-02-05T11:05:00,1125.40,1138.30,1106.05,44,51.11,1131.99,0.0008,2025-02-05T13:35:00,1138.30,STOP,0,-567.60,249.01,-816.61
target_1.5R,AMBUJACEM,2025-02-05,LONG,519.60,512.25,2025-02-05T12:15:00,519.90,523.72,531.38,96,73.02,517.93,0.0062,2025-02-05T14:30:00,523.72,TRAIL,1,367.20,250.47,116.73
target_1.5R,AMBUJACEM,2025-02-07,SHORT,516.40,512.10,2025-02-07T09:45:00,510.65,516.40,502.02,97,47.18,513.13,0.0,2025-02-07T11:15:00,516.40,STOP,0,-557.75,249.06,-806.81
target_1.5R,BAJAJFINSV,2025-02-07,LONG,1805.00,1784.35,2025-02-07T10:05:00,1806.15,1784.35,1838.85,27,55.42,1795.47,0.0073,2025-02-07T15:20:00,1795.95,EOD,0,-275.40,243.14,-518.54
target_1.5R,ADANIPORTS,2025-02-07,LONG,1163.90,1153.75,2025-02-07T10:55:00,1167.60,1153.75,1188.37,42,48.58,1157.87,-0.0035,2025-02-07T12:50:00,1153.75,STOP,0,-581.70,243.74,-825.44
target_1.5R,BAJAJ-AUTO,2025-02-07,LONG,8703.00,8632.50,2025-02-07T11:10:00,8717.50,8760.00,8845.00,5,50.96,8669.64,0.005,2025-02-07T14:00:00,8760.00,TRAIL,1,212.50,218.47,-5.97
target_1.5R,ADANIPORTS,2025-02-10,SHORT,1158.85,1138.05,2025-02-10T10:05:00,1135.40,1158.85,1100.23,44,70.03,1147.31,0.0034,2025-02-10T15:20:00,1144.05,EOD,0,-380.60,250.74,-631.34
target_1.5R,AMBUJACEM,2025-02-10,SHORT,519.95,511.35,2025-02-10T10:05:00,509.25,519.95,493.20,98,39.74,514.58,0.0083,2025-02-10T15:20:00,506.45,EOD,0,274.40,248.85,25.55
target_1.5R,BAJAJ-AUTO,2025-02-10,SHORT,8845.50,8736.50,2025-02-10T10:05:00,8723.00,8661.75,8539.25,5,74.83,8775.38,0.0,2025-02-10T14:30:00,8661.75,TRAIL,1,306.25,217.31,88.94
target_1.5R,BAJAJFINSV,2025-02-10,SHORT,1806.95,1783.35,2025-02-10T11:50:00,1781.90,1806.95,1744.33,28,33.45,1792.68,0.0036,2025-02-10T15:20:00,1791.90,EOD,0,-280.00,250.17,-530.17
target_1.5R,ASIANPAINT,2025-02-10,SHORT,2277.25,2260.40,2025-02-10T12:00:00,2260.05,2277.25,2234.25,22,51.53,2268.58,0.0,2025-02-10T15:20:00,2268.90,EOD,0,-194.70,249.09,-443.79
target_1.5R,ADANIPORTS,2025-02-11,SHORT,1160.00,1136.85,2025-02-11T11:25:00,1136.10,1124.15,1100.25,44,28.09,1147.65,0.0,2025-02-11T14:10:00,1124.15,TRAIL,1,525.80,248.63,277.17
target_1.5R,BAJAJ-AUTO,2025-02-11,SHORT,8658.00,8553.50,2025-02-11T11:25:00,8550.00,8658.00,8388.00,5,31.18,8569.24,-0.0057,2025-02-11T15:20:00,8549.00,EOD,0,5.00,213.74,-208.74
target_1.5R,AMBUJACEM,2025-02-11,SHORT,510.90,503.05,2025-02-11T12:35:00,502.80,498.75,490.65,99,31.34,506.52,0.0025,2025-02-11T14:50:00,498.75,TRAIL,1,400.95,247.88,153.07
target_1.5R,ADANIPORTS,2025-02-12,SHORT,1144.20,1118.00,2025-02-12T09:50:00,1112.50,1144.20,1064.95,44,51.65,1129.86,-0.0001,2025-02-12T15:20:00,1129.85,EOD,0,-763.40,246.66,-1010.06
target_1.5R,BAJAJFINSV,2025-02-12,LONG,1766.30,1738.55,2025-02-12T11:55:00,1767.95,1782.65,1812.05,28,47.6,1748.12,0.0024,2025-02-12T14:00:00,1782.65,TRAIL,1,411.60,248.54,163.06
target_1.5R,AMBUJACEM,2025-02-12,LONG,502.10,484.60,2025-02-12T13:10:00,503.35,484.60,531.48,99,66.96,491.54,0.0042,2025-02-12T15:20:00,501.35,EOD,0,-198.00,248.66,-446.66
target_1.5R,ADANIPORTS,2025-02-13,LONG,1143.50,1130.60,2025-02-13T11:50:00,1148.15,1130.60,1174.48,43,50.27,1139.76,0.0043,2025-02-13T13:35:00,1130.60,STOP,0,-754.65,244.97,-999.62
target_1.5R,ASIANPAINT,2025-02-13,LONG,2240.00,2220.00,2025-02-13T11:50:00,2244.50,2220.00,2281.25,22,43.88,2233.48,0.0,2025-02-13T15:20:00,2235.00,EOD,0,-209.00,246.37,-455.37
target_1.5R,BAJAJ-AUTO,2025-02-13,LONG,8541.50,8437.50,2025-02-13T11:50:00,8559.50,8437.50,8742.50,5,60.86,8504.52,0.0004,2025-02-13T15:20:00,8472.50,EOD,0,-435.00,212.90,-647.90
target_1.5R,BAJAJ-AUTO,2025-02-17,SHORT,8308.50,8195.50,2025-02-17T09:50:00,8185.00,8308.50,7999.75,6,60.75,8237.93,-0.0014,2025-02-17T12:00:00,8308.50,STOP,0,-741.00,247.40,-988.40
target_1.5R,ADANIPORTS,2025-02-17,LONG,1065.45,1040.00,2025-02-17T10:25:00,1066.30,1079.45,1105.75,46,61.89,1056.81,-0.0035,2025-02-17T15:10:00,1079.45,TRAIL,1,604.90,246.76,358.14
target_1.5R,ASIANPAINT,2025-02-17,LONG,2254.00,2226.05,2025-02-17T12:55:00,2256.15,2226.05,2301.30,22,70.36,2245.62,0.0,2025-02-17T15:20:00,2247.90,EOD,0,-181.50,247.72,-429.22
target_1.5R,BAJAJFINSV,2025-02-18,LONG,1906.00,1880.80,2025-02-18T09:45:00,1910.75,1880.80,1955.68,26,66.15,1896.48,-0.0015,2025-02-18T15:20:00,1890.55,EOD,0,-525.20,247.08,-772.28
target_1.5R,BAJAJ-AUTO,2025-02-18,SHORT,8338.50,8269.50,2025-02-18T09:50:00,8251.00,8338.50,8119.75,6,33.35,8282.47,-0.0031,2025-02-18T15:20:00,8230.50,EOD,0,123.00,247.22,-124.22
target_1.5R,ADANIPORTS,2025-02-18,SHORT,1085.00,1068.40,2025-02-18T11:50:00,1068.00,1085.00,1042.50,46,33.04,1070.44,0.0,2025-02-18T14:30:00,1085.00,STOP,0,-782.00,247.60,-1029.60
target_1.5R,ADANIPORTS,2025-02-25,LONG,1086.50,1067.75,2025-02-25T12:35:00,1086.60,1067.75,1114.87,46,66.23,1079.76,0.0039,2025-02-25T15:20:00,1079.20,EOD,0,-340.40,249.07,-589.47
target_1.5R,ADANIPORTS,2025-02-27,SHORT,1087.95,1075.45,2025-02-27T09:45:00,1074.05,1087.95,1053.20,46,73.77,1079.1,0.0025,2025-02-27T15:20:00,1076.25,EOD,0,-101.20,247.28,-348.48
target_1.5R,ASIANPAINT,2025-02-27,SHORT,2228.40,2211.95,2025-02-27T09:50:00,2210.00,2200.80,2182.40,22,72.73,2219.72,-0.0048,2025-02-27T14:10:00,2200.80,TRAIL,1,202.40,242.59,-40.19
target_1.5R,BAJAJFINSV,2025-02-27,LONG,1921.50,1881.00,2025-02-27T12:50:00,1922.70,1881.00,1985.25,26,60.19,1917.02,0.0038,2025-02-27T15:20:00,1928.20,EOD,0,143.00,250.31,-107.31
target_1.5R,BAJAJ-AUTO,2025-02-28,SHORT,8031.00,7930.00,2025-02-28T09:50:00,7918.00,7861.50,7748.50,6,80.07,7950.81,0.0002,2025-02-28T14:25:00,7748.50,TARGET,1,1017.00,235.00,782.00
target_1.5R,BAJAJFINSV,2025-02-28,SHORT,1920.00,1894.35,2025-02-28T09:55:00,1889.65,1874.48,1844.13,26,28.12,1903.62,-0.0075,2025-02-28T14:25:00,1874.48,TRAIL,1,394.55,244.67,149.88
target_1.5R,ASIANPAINT,2025-02-28,SHORT,2211.35,2193.15,2025-02-28T10:50:00,2192.05,2182.40,2163.10,22,25.78,2198.22,-0.0016,2025-02-28T14:05:00,2182.40,TRAIL,1,212.30,240.59,-28.29
target_1.5R,ADANIPORTS,2025-02-28,LONG,1076.00,1059.20,2025-02-28T12:25:00,1077.50,1059.20,1104.95,46,66.22,1071.82,-0.0046,2025-02-28T15:20:00,1070.55,EOD,0,-319.70,247.03,-566.73
target_1.5R,ADANIPORTS,2025-03-05,LONG,1081.15,1055.00,2025-03-05T09:45:00,1083.10,1097.15,1125.25,46,71.2,1072.97,-0.0011,2025-03-05T15:20:00,1112.35,EOD,1,1345.50,252.48,1093.02
target_1.5R,AMBUJACEM,2025-03-05,LONG,480.65,474.00,2025-03-05T09:45:00,480.85,484.28,491.13,103,36.58,478.45,-0.002,2025-03-05T15:05:00,491.13,TARGET,1,1058.33,250.28,808.04
target_1.5R,BAJAJFINSV,2025-03-05,LONG,1787.00,1733.00,2025-03-05T10:30:00,1791.55,1733.00,1879.38,27,27.48,1762.62,-0.0018,2025-03-05T15:20:00,1801.85,EOD,0,278.10,242.55,35.55
target_1.5R,BAJAJ-AUTO,2025-03-05,LONG,7202.00,7120.50,2025-03-05T12:05:00,7207.50,7251.00,7338.00,6,69.62,7177.31,-0.0001,2025-03-05T15:10:00,7251.00,TRAIL,1,261.00,216.88,44.12
target_1.5R,BAJAJFINSV,2025-03-06,LONG,1822.80,1787.95,2025-03-06T10:25:00,1829.85,1787.95,1892.70,27,46.72,1804.81,0.0094,2025-03-06T15:20:00,1848.90,EOD,0,514.35,248.32,266.03
target_1.5R,AMBUJACEM,2025-03-06,LONG,494.70,488.00,2025-03-06T11:05:00,495.25,498.88,506.12,100,51.36,491.47,0.0001,2025-03-06T14:20:00,498.88,TRAIL,1,362.50,248.53,113.97
target_1.5R,ADANIPORTS,2025-03-06,LONG,1120.25,1101.85,2025-03-06T11:50:00,1120.75,1130.20,1149.10,44,46.59,1112.61,0.0049,2025-03-06T15:20:00,1130.55,EOD,1,431.20,247.64,183.56
target_1.5R,BAJAJ-AUTO,2025-03-11,LONG,7255.00,7147.00,2025-03-11T09:45:00,7258.00,7313.50,7424.50,6,33.25,7227.1,-0.0038,2025-03-11T14:25:00,7313.50,TRAIL,1,333.00,218.57,114.43
target_1.5R,ADANIPORTS,2025-03-11,LONG,1144.75,1124.40,2025-03-11T11:00:00,1144.90,1124.40,1175.65,43,74.63,1137.8,-0.0049,2025-03-11T15:20:00,1134.10,EOD,0,-464.40,244.99,-709.39
target_1.5R,BAJAJFINSV,2025-03-11,SHORT,1836.85,1803.05,2025-03-11T11:15:00,1802.65,1836.85,1751.35,27,28.3,1810.64,-0.0056,2025-03-11T15:20:00,1804.00,EOD,0,-36.45,243.45,-279.90
target_1.5R,ASIANPAINT,2025-03-11,LONG,2282.30,2257.90,2025-03-11T11:55:00,2283.70,2257.90,2322.40,21,63.83,2278.58,-0.002,2025-03-11T15:20:00,2286.40,EOD,0,56.70,239.93,-183.23
target_1.5R,BAJAJ-AUTO,2025-03-12,LONG,7351.00,7268.50,2025-03-12T10:30:00,7355.00,7268.50,7484.75,6,35.53,7308.74,0.0,2025-03-12T12:40:00,7268.50,STOP,0,-519.00,219.35,-738.35
target_1.5R,ADANIPORTS,2025-03-12,SHORT,1145.90,1135.80,2025-03-12T10:35:00,1135.55,1145.90,1120.02,44,54.79,1146.0,0.0035,2025-03-12T11:10:00,1120.02,TARGET,0,683.10,248.11,434.99
target_1.5R,BAJAJFINSV,2025-03-12,SHORT,1824.35,1806.40,2025-03-12T12:00:00,1801.75,1824.35,1767.85,27,36.62,1814.55,0.0048,2025-03-12T15:20:00,1820.95,EOD,0,-518.40,244.53,-762.93
target_1.5R,BAJAJ-AUTO,2025-03-19,LONG,7498.00,7431.00,2025-03-19T09:45:00,7503.00,7539.00,7611.00,6,19.55,7468.9,0.008,2025-03-19T14:10:00,7539.00,TRAIL,1,216.00,225.63,-9.63
target_1.5R,ADANIPORTS,2025-03-19,LONG,1169.95,1158.80,2025-03-19T09:55:00,1171.60,1158.80,1190.80,42,16.2,1166.34,0.001,2025-03-19T15:20:00,1172.20,EOD,0,25.20,246.10,-220.90
target_1.5R,AMBUJACEM,2025-03-19,LONG,502.60,498.00,2025-03-19T10:15:00,503.20,505.80,511.00,99,19.13,500.74,-0.0003,2025-03-19T14:00:00,505.80,TRAIL,1,257.40,249.73,7.67
target_1.5R,BAJAJFINSV,2025-03-19,SHORT,1860.90,1851.55,2025-03-19T13:05:00,1848.25,1841.92,1829.27,27,35.98,1852.22,0.0056,2025-03-19T15:15:00,1841.92,TRAIL,1,170.78,249.09,-78.31
target_1.5R,BAJAJ-AUTO,2025-03-21,LONG,7841.00,7742.00,2025-03-21T10:05:00,7859.00,7917.50,8034.50,6,31.06,7804.86,0.0062,2025-03-21T14:10:00,7917.50,TRAIL,1,351.00,236.65,114.35
target_1.5R,ADANIPORTS,2025-03-21,LONG,1191.25,1172.05,2025-03-21T10:20:00,1192.00,1172.05,1221.93,41,34.2,1184.31,0.0039,2025-03-21T15:20:00,1188.80,EOD,0,-131.20,244.03,-375.23
target_1.5R,ASIANPAINT,2025-03-21,LONG,2291.65,2277.85,2025-03-21T10:30:00,2295.30,2304.03,2321.48,21,35.6,2285.6,0.0019,2025-03-21T14:05:00,2304.03,TRAIL,1,183.23,241.46,-58.24
target_1.5R,AMBUJACEM,2025-03-21,LONG,509.70,505.00,2025-03-21T11:50:00,510.30,512.95,518.25,97,61.5,509.79,0.0006,2025-03-21T14:00:00,512.95,TRAIL,1,257.05,248.14,8.91
target_1.5R,ADANIPORTS,2025-03-24,LONG,1203.15,1186.05,2025-03-24T10:50:00,1204.60,1186.05,1232.42,41,66.34,1200.55,0.0061,2025-03-24T15:20:00,1199.95,EOD,0,-190.65,246.47,-437.12
target_1.5R,BAJAJ-AUTO,2025-03-24,LONG,7970.00,7870.50,2025-03-24T12:25:00,7972.00,7870.50,8124.25,6,67.38,7939.42,0.0062,2025-03-24T15:20:00,7906.00,EOD,0,-396.00,238.17,-634.17
target_1.5R,ASIANPAINT,2025-03-25,LONG,2330.50,2308.00,2025-03-25T09:55:00,2332.50,2308.00,2369.25,21,34.04,2320.7,0.0011,2025-03-25T15:20:00,2328.20,EOD,0,-90.30,244.69,-334.99
target_1.5R,ADANIPORTS,2025-03-25,SHORT,1209.10,1196.05,2025-03-25T10:05:00,1195.20,1188.25,1174.35,41,30.95,1201.84,0.0035,2025-03-25T14:15:00,1188.25,TRAIL,1,284.95,244.30,40.65
target_1.5R,BAJAJFINSV,2025-03-25,LONG,1937.00,1894.90,2025-03-25T12:00:00,1937.35,1894.90,2001.02,25,56.69,1933.63,0.0057,2025-03-25T15:20:00,1942.40,EOD,0,126.25,242.48,-116.23
target_1.5R,ASIANPAINT,2025-03-27,LONG,2317.35,2290.50,2025-03-27T10:20:00,2318.15,2331.98,2359.62,21,34.34,2306.26,-0.0035,2025-03-27T14:00:00,2331.98,TRAIL,1,290.33,244.13,46.19
target_1.5R,BAJAJFINSV,2025-03-27,LONG,1959.90,1932.60,2025-03-27T10:20:00,1960.00,1932.60,2001.10,25,21.81,1951.59,-0.0017,2025-03-27T13:25:00,2001.10,TARGET,0,1027.50,247.57,779.93
target_1.5R,ADANIPORTS,2025-03-27,LONG,1187.45,1175.25,2025-03-27T12:55:00,1187.75,1194.00,1206.50,42,68.2,1182.44,0.0003,2025-03-27T15:00:00,1194.00,TRAIL,1,262.50,250.08,12.42
target_1.5R,BAJAJFINSV,2025-03-28,LONG,2011.25,1995.70,2025-03-28T11:30:00,2011.55,1995.70,2035.32,24,39.5,2005.19,-0.005,2025-03-28T13:45:00,1995.70,STOP,0,-380.40,240.44,-620.83
target_1.5R,ADANIPORTS,2025-03-28,SHORT,1205.00,1193.25,2025-03-28T11:40:00,1192.50,1186.25,1173.75,41,28.14,1198.29,0.0008,2025-03-28T14:25:00,1186.25,TRAIL,1,256.25,243.82,12.43
target_1.5R,AMBUJACEM,2025-03-28,SHORT,552.00,543.00,2025-03-28T12:10:00,542.25,537.38,527.62,92,31.17,546.74,0.0039,2025-03-28T15:15:00,537.38,TRAIL,1,448.50,248.31,200.19
target_1.5R,BAJAJ-AUTO,2025-03-28,SHORT,7800.00,7730.50,2025-03-28T12:35:00,7719.50,7679.25,7598.75,6,41.01,7771.24,-0.0005,2025-03-28T14:25:00,7679.25,TRAIL,1,241.50,230.98,10.52
target_1.5R,ASIANPAINT,2025-03-28,SHORT,2364.00,2338.10,2025-03-28T13:00:00,2337.50,2364.00,2297.75,21,33.0,2349.63,0.0025,2025-03-28T15:20:00,2331.85,EOD,0,118.65,245.14,-126.49
target_1.5R,AMBUJACEM,2025-04-01,SHORT,542.85,534.20,2025-04-01T11:00:00,534.10,529.73,520.98,93,67.16,537.63,-0.0007,2025-04-01T15:10:00,529.73,TRAIL,1,406.88,247.34,159.54
target_1.5R,ADANIPORTS,2025-04-01,SHORT,1199.80,1175.30,2025-04-01T12:00:00,1175.00,1199.80,1137.80,42,38.82,1188.81,-0.0033,2025-04-01T15:20:00,1175.00,EOD,0,-0.00,246.75,-246.75
target_1.5R,ASIANPAINT,2025-04-01,SHORT,2361.70,2321.35,2025-04-01T13:15:00,2317.40,2361.70,2250.95,21,33.19,2333.45,0.0006,2025-04-01T15:20:00,2311.85,EOD,0,116.55,243.04,-126.49
target_1.5R,ASIANPAINT,2025-04-02,SHORT,2328.40,2297.05,2025-04-02T09:50:00,2295.00,2328.40,2244.90,21,62.26,2303.78,0.0052,2025-04-02T15:20:00,2307.50,EOD,0,-262.50,241.63,-504.13
target_1.5R,BAJAJFINSV,2025-04-02,LONG,1954.55,1933.25,2025-04-02T09:50:00,1955.10,1933.25,1987.87,25,9.81,1946.72,0.0047,2025-04-02T12:55:00,1933.25,STOP,0,-546.25,243.02,-789.27
target_1.5R,BAJAJ-AUTO,2025-04-02,SHORT,7843.00,7753.50,2025-04-02T12:00:00,7751.50,7843.00,7614.25,6,36.4,7799.31,-0.0039,2025-04-02T14:00:00,7843.00,STOP,0,-549.00,233.92,-782.92
target_1.5R,ADANIPORTS,2025-04-02,LONG,1190.50,1167.35,2025-04-02T12:15:00,1191.20,1167.35,1226.98,41,55.67,1181.38,0.0065,2025-04-02T15:20:00,1194.95,EOD,0,153.75,244.58,-90.83
target_1.5R,AMBUJACEM,2025-04-02,LONG,533.30,524.55,2025-04-02T12:15:00,534.10,524.55,548.43,93,63.26,529.06,-0.0043,2025-04-02T15:20:00,536.10,EOD,0,186.00,248.82,-62.82
target_1.5R,ADANIPORTS,2025-04-09,SHORT,1133.85,1116.90,2025-04-09T10:10:00,1114.20,1133.85,1084.73,44,26.04,1120.08,0.0022,2025-04-09T14:45:00,1133.85,STOP,0,-864.60,247.29,-1111.89
target_1.5R,BAJAJFINSV,2025-04-09,SHORT,1918.30,1883.75,2025-04-09T11:00:00,1882.60,1918.30,1829.05,26,35.5,1899.65,-0.0022,2025-04-09T15:20:00,1899.10,EOD,0,-429.00,245.81,-674.81
target_1.5R,ASIANPAINT,2025-04-09,LONG,2414.80,2390.90,2025-04-09T11:10:00,2419.00,2390.90,2461.15,20,73.74,2409.82,0.0024,2025-04-09T15:20:00,2407.05,EOD,0,-239.00,241.30,-480.30
target_1.5R,BAJAJ-AUTO,2025-04-09,LONG,7400.50,7276.00,2025-04-09T11:20:00,7413.50,7276.00,7619.75,6,41.55,7346.77,0.0037,2025-04-09T15:20:00,7385.00,EOD,0,-171.00,221.98,-392.98
target_1.5R,AMBUJACEM,2025-04-09,LONG,536.80,531.30,2025-04-09T11:25:00,537.10,531.30,545.80,93,55.29,534.55,0.0,2025-04-09T13:25:00,545.80,TARGET,0,809.10,251.77,557.33
target_1.5R,ASIANPAINT,2025-04-16,LONG,2427.80,2403.70,2025-04-16T10:00:00,2432.00,2446.15,2474.45,20,61.47,2422.58,-0.0044,2025-04-16T15:20:00,2459.90,EOD,1,558.00,244.59,313.41
target_1.5R,BAJAJFINSV,2025-04-16,LONG,1966.20,1951.10,2025-04-16T10:05:00,1970.00,1951.10,1998.35,25,46.33,1960.25,-0.0036,2025-04-16T11:05:00,1951.10,STOP,0,-472.50,245.07,-717.57
target_1.5R,ADANIPORTS,2025-04-16,LONG,1211.90,1202.40,2025-04-16T11:15:00,1214.00,1219.80,1231.40,41,74.03,1209.3,-0.0007,2025-04-16T14:45:00,1231.40,TARGET,1,713.40,250.65,462.75
target_1.5R,AMBUJACEM,2025-04-16,LONG,559.95,552.40,2025-04-16T12:50:00,560.20,564.10,571.90,89,71.41,557.72,0.0034,2025-04-16T14:20:00,564.10,TRAIL,1,347.10,250.16,96.94
target_1.5R,BAJAJFINSV,2025-04-17,LONG,1976.60,1955.00,2025-04-17T09:45:00,1981.90,1955.00,2022.25,25,31.2,1968.54,-0.0039,2025-04-17T13:55:00,2022.25,TARGET,0,1008.75,250.26,758.49
target_1.5R,ADANIPORTS,2025-04-17,LONG,1243.80,1220.00,2025-04-17T11:45:00,1244.70,1220.00,1281.75,40,44.56,1232.08,0.0,2025-04-17T13:50:00,1281.75,TARGET,0,1482.00,252.64,1229.35
target_1.5R,BAJAJ-AUTO,2025-04-17,LONG,7796.50,7680.50,2025-04-17T11:45:00,7804.00,7680.50,7989.25,6,59.43,7727.6,0.0041,2025-04-17T15:20:00,7811.00,EOD,0,42.00,234.23,-192.23
target_1.5R,AMBUJACEM,2025-04-17,LONG,567.00,562.15,2025-04-17T12:30:00,567.05,569.50,574.40,88,57.42,564.65,0.0,2025-04-17T15:10:00,569.50,TRAIL,1,215.60,250.04,-34.44
target_1.5R,BAJAJFINSV,2025-04-22,SHORT,2110.00,2087.60,2025-04-22T10:15:00,2086.90,2110.00,2052.25,23,38.2,2091.56,0.0002,2025-04-22T15:20:00,2077.50,EOD,0,216.20,239.45,-23.25
target_1.5R,ADANIPORTS,2025-04-22,LONG,1249.90,1233.90,2025-04-22T12:50:00,1250.10,1233.90,1274.40,39,63.71,1246.97,0.0052,2025-04-22T15:15:00,1233.90,STOP,0,-631.80,242.19,-873.99
target_1.5R,ADANIPORTS,2025-04-23,SHORT,1241.90,1230.10,2025-04-23T10:00:00,1229.60,1241.90,1211.15,40,68.05,1234.37,0.0056,2025-04-23T13:05:00,1241.90,STOP,0,-492.00,247.15,-739.15
