symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
ASHOKA,inside_bar,long,442,280,0.2571,0.8838,-0.3987,0.767,29.295,-1.887,-19.3
ASHOKA,inside_bar,short,442,199,0.3568,0.8429,-0.3884,1.204,7.277,1.31,10.13
ASHOKLEY,inside_bar,long,442,316,0.3418,0.7755,-0.39,1.032,17.282,0.224,2.63
ASHOKLEY,inside_bar,short,442,201,0.2736,0.7116,-0.3784,0.708,16.313,-2.43,-16.11
ASTERDM,inside_bar,long,442,306,0.3399,0.8075,-0.3913,1.062,8.628,0.425,4.94
ASTERDM,inside_bar,short,442,167,0.3293,0.7923,-0.384,1.013,9.279,0.092,0.57
ASTRAL,inside_bar,long,442,297,0.3232,0.7528,-0.3837,0.937,16.381,-0.454,-4.85
ASTRAL,inside_bar,short,442,160,0.3563,0.72,-0.3791,1.051,6.842,0.346,1.99
ATUL,inside_bar,long,442,321,0.2804,0.7946,-0.3774,0.82,18.787,-1.381,-15.66
ATUL,inside_bar,short,442,198,0.3788,0.743,-0.3763,1.204,5.815,1.293,9.44
AUBANK,inside_bar,long,442,302,0.3212,0.7524,-0.3836,0.928,11.875,-0.524,-5.67
AUBANK,inside_bar,short,442,167,0.3533,0.7775,-0.3786,1.122,8.396,0.8,4.98
AUROPHARMA,inside_bar,long,442,324,0.3333,0.7662,-0.3908,0.98,20.395,-0.14,-1.66
AUROPHARMA,inside_bar,short,442,178,0.382,0.7744,-0.3857,1.241,4.539,1.513,10.23
BAJAJCON,inside_bar,long,442,294,0.2755,0.8372,-0.3954,0.805,20.478,-1.536,-16.4
BAJAJCON,inside_bar,short,442,220,0.3909,0.8755,-0.3897,1.442,6.066,2.589,23.08
BAJAJELEC,inside_bar,long,442,313,0.3163,0.7215,-0.3902,0.855,20.383,-1.101,-12.08
BAJAJELEC,inside_bar,short,442,195,0.3641,0.7651,-0.3844,1.139,9.338,0.91,6.65
BAJAJHLDNG,inside_bar,long,442,314,0.3248,0.7792,-0.3794,0.988,13.755,-0.083,-0.95
BAJAJHLDNG,inside_bar,short,442,204,0.348,0.7966,-0.3761,1.131,5.781,0.856,6.54
BALKRISIND,inside_bar,long,442,330,0.3303,0.8006,-0.3784,1.044,13.201,0.296,3.64
BALKRISIND,inside_bar,short,442,173,0.3699,0.7393,-0.3785,1.147,6.0,0.952,6.05
BALMLAWRIE,inside_bar,long,442,280,0.2607,0.8659,-0.3836,0.796,21.143,-1.6,-16.19
BALMLAWRIE,inside_bar,short,442,241,0.3402,0.665,-0.3761,0.912,9.981,-0.637,-5.27
BALRAMCHIN,inside_bar,long,442,313,0.3546,0.8947,-0.3882,1.267,7.826,1.668,20.9
BALRAMCHIN,inside_bar,short,442,209,0.3732,0.7952,-0.3926,1.206,8.895,1.319,10.59
BANDHANBNK,inside_bar,long,442,303,0.2706,0.8241,-0.3852,0.794,19.976,-1.624,-17.54
BANDHANBNK,inside_bar,short,442,158,0.3671,0.7802,-0.3915,1.156,6.752,1.021,6.1
BANKINDIA,inside_bar,long,442,305,0.3279,0.8097,-0.3868,1.021,9.262,0.148,1.68
BANKINDIA,inside_bar,short,442,192,0.375,0.7239,-0.3618,1.2,4.32,1.251,8.7
BASF,inside_bar,long,442,317,0.2934,0.9204,-0.3952,0.967,15.347,-0.239,-2.93
BASF,inside_bar,short,442,232,0.3879,0.7945,-0.392,1.284,10.934,1.763,15.83
BATAINDIA,inside_bar,long,442,295,0.3424,0.6775,-0.3639,0.969,8.144,-0.213,-2.17
BATAINDIA,inside_bar,short,442,173,0.4277,0.5684,-0.3508,1.211,2.615,1.283,7.33
BAYERCROP,inside_bar,long,442,333,0.2553,0.8646,-0.3871,0.766,28.685,-1.891,-22.51
BAYERCROP,inside_bar,short,442,214,0.4159,0.7281,-0.3777,1.373,3.313,2.18,17.59
BDL,inside_bar,long,442,262,0.3053,0.9485,-0.3984,1.046,10.856,0.324,3.36
BDL,inside_bar,short,442,179,0.3464,0.8198,-0.3959,1.097,4.647,0.657,4.5
BEML,inside_bar,long,442,247,0.2955,0.9147,-0.3983,0.963,13.758,-0.265,-2.53
BEML,inside_bar,short,442,222,0.3964,0.7454,-0.3869,1.265,4.625,1.65,13.75
BERGEPAINT,inside_bar,long,442,318,0.3459,0.7281,-0.3905,0.986,14.392,-0.098,-1.13
BERGEPAINT,inside_bar,short,442,166,0.3855,0.6772,-0.3689,1.152,5.119,0.974,5.71
BHARATFORG,inside_bar,long,442,318,0.327,0.7747,-0.388,0.97,11.513,-0.21,-2.45
BHARATFORG,inside_bar,short,442,183,0.3169,0.8171,-0.3986,0.951,15.553,-0.355,-2.43
BHEL,inside_bar,long,442,303,0.3366,0.8991,-0.3922,1.163,6.954,1.069,12.88
BHEL,inside_bar,short,442,189,0.3598,0.8379,-0.4,1.177,3.791,1.157,8.58
BIOCON,inside_bar,long,442,319,0.3135,0.8699,-0.3872,1.026,7.411,0.179,2.18
BIOCON,inside_bar,short,442,192,0.3958,0.8244,-0.391,1.381,4.0,2.282,17.3
BIRLACORPN,inside_bar,long,442,307,0.2997,0.8543,-0.3953,0.925,11.04,-0.552,-6.39
BIRLACORPN,inside_bar,short,442,191,0.3717,0.8202,-0.388,1.251,5.925,1.566,11.67
BLUEDART,inside_bar,long,442,331,0.3112,0.7714,-0.3825,0.911,14.112,-0.65,-7.75
BLUEDART,inside_bar,short,442,224,0.3973,0.6881,-0.3823,1.187,5.819,1.189,9.63
BLUESTARCO,inside_bar,long,442,316,0.3734,0.7958,-0.3936,1.205,8.349,1.307,15.97
BLUESTARCO,inside_bar,short,442,175,0.3257,0.8982,-0.3847,1.128,8.226,0.849,5.81
BOSCHLTD,inside_bar,long,442,319,0.326,0.7517,-0.3834,0.948,12.062,-0.371,-4.26
BOSCHLTD,inside_bar,short,442,205,0.4146,0.6876,-0.3729,1.306,7.228,1.832,13.7
BRIGADE,inside_bar,long,442,290,0.3172,0.8621,-0.3902,1.027,9.348,0.184,2.05
BRIGADE,inside_bar,short,442,189,0.381,0.8634,-0.3865,1.375,10.351,2.256,16.94
BSE,inside_bar,long,442,294,0.3435,0.8901,-0.3937,1.183,8.579,1.191,13.92
BSE,inside_bar,short,442,188,0.3245,0.8442,-0.3849,1.053,5.792,0.364,2.61
BSOFT,inside_bar,long,442,270,0.3074,0.8726,-0.3972,0.975,8.163,-0.179,-1.85
BSOFT,inside_bar,short,442,176,0.392,0.8281,-0.3797,1.407,3.913,2.383,16.51
CANBK,inside_bar,long,442,309,0.2945,0.8069,-0.385,0.875,16.694,-0.939,-10.5
CANBK,inside_bar,short,442,175,0.3714,0.6613,-0.3927,0.995,8.167,-0.035,-0.22
CANFINHOME,inside_bar,long,442,308,0.2955,0.8416,-0.3873,0.911,11.534,-0.652,-7.45
CANFINHOME,inside_bar,short,442,207,0.3671,0.768,-0.3926,1.135,5.581,0.891,6.93
CAPLIPOINT,inside_bar,long,442,312,0.3365,0.8467,-0.3931,1.093,6.973,0.625,7.53
CAPLIPOINT,inside_bar,short,442,196,0.3265,0.828,-0.3841,1.045,5.502,0.31,2.29
CARBORUNIV,inside_bar,long,442,312,0.2853,0.9235,-0.3934,0.937,19.227,-0.462,-5.52
CARBORUNIV,inside_bar,short,442,207,0.3961,0.8439,-0.3788,1.461,4.82,2.659,21.84
CARERATING,inside_bar,long,442,346,0.2832,0.9208,-0.3933,0.925,16.078,-0.552,-7.29
CARERATING,inside_bar,short,442,220,0.35,0.9128,-0.3962,1.241,7.367,1.531,13.64
CASTROLIND,inside_bar,long,442,287,0.3066,0.7142,-0.3695,0.855,14.842,-1.074,-10.69
CASTROLIND,inside_bar,short,442,217,0.3548,0.656,-0.3744,0.964,12.275,-0.253,-1.9
CCL,inside_bar,long,442,291,0.268,0.8976,-0.3871,0.849,18.553,-1.159,-12.44
CCL,inside_bar,short,442,202,0.302,0.8257,-0.3862,0.925,11.39,-0.546,-4.08
CDSL,inside_bar,long,442,272,0.2941,0.8792,-0.3921,0.934,11.61,-0.481,-4.94
CDSL,inside_bar,short,442,188,0.4149,0.7021,-0.3884,1.282,3.158,1.721,12.04
CEATLTD,inside_bar,long,442,314,0.3535,0.9062,-0.3983,1.244,8.299,1.558,19.73
CEATLTD,inside_bar,short,442,201,0.3731,0.8026,-0.3929,1.216,6.14,1.379,10.7
CENTRALBK,inside_bar,long,442,275,0.3309,0.8341,-0.3864,1.068,8.139,0.46,4.8
CENTRALBK,inside_bar,short,442,202,0.4901,0.6626,-0.3889,1.638,3.355,3.453,25.54
CENTURYPLY,inside_bar,long,442,324,0.3179,0.8549,-0.3921,1.016,8.989,0.113,1.39
CENTURYPLY,inside_bar,short,442,197,0.2995,0.7545,-0.3885,0.83,13.336,-1.308,-9.1
CERA,inside_bar,long,442,315,0.3175,0.7727,-0.3819,0.941,18.794,-0.422,-4.84
CERA,inside_bar,short,442,199,0.4322,0.6253,-0.3772,1.262,5.752,1.595,11.16
CESC,inside_bar,long,442,296,0.2905,0.8221,-0.3864,0.871,17.872,-0.966,-10.45
CESC,inside_bar,short,442,206,0.4126,0.8174,-0.386,1.488,4.8,2.78,22.78
CGCL,inside_bar,long,442,311,0.2572,0.8966,-0.3986,0.779,28.861,-1.788,-20.36
CGCL,inside_bar,short,442,243,0.3909,0.866,-0.3941,1.41,5.2,2.433,23.94
CHALET,inside_bar,long,442,290,0.3276,0.9331,-0.3918,1.16,10.981,1.057,12.26
CHALET,inside_bar,short,442,180,0.3444,0.8284,-0.3849,1.131,5.29,0.861,5.94
CHAMBLFERT,inside_bar,long,442,304,0.3586,0.8164,-0.3862,1.182,8.049,1.166,13.68
CHAMBLFERT,inside_bar,short,442,195,0.3692,0.7867,-0.3988,1.155,5.413,1.021,7.59
CHENNPETRO,inside_bar,long,442,266,0.2632,0.9193,-0.3969,0.827,17.832,-1.348,-13.43
CHENNPETRO,inside_bar,short,442,206,0.4126,0.8052,-0.3948,1.433,3.6,2.548,20.67
CHOLAHLDNG,inside_bar,long,442,304,0.3684,0.9536,-0.3963,1.404,5.163,2.424,30.71
CHOLAHLDNG,inside_bar,short,442,154,0.3766,0.8883,-0.3937,1.363,6.07,2.194,13.73
COCHINSHIP,inside_bar,long,442,252,0.3016,0.9074,-0.3946,0.993,14.321,-0.051,-0.5
COCHINSHIP,inside_bar,short,442,212,0.3726,0.839,-0.3844,1.297,6.277,1.814,15.16
CONCOR,inside_bar,long,442,304,0.3059,0.7917,-0.3948,0.884,13.37,-0.88,-9.68
CONCOR,inside_bar,short,442,174,0.3908,0.7072,-0.3826,1.186,4.061,1.177,7.54
COROMANDEL,inside_bar,long,442,333,0.3604,0.9097,-0.3891,1.317,5.4,1.953,26.28
COROMANDEL,inside_bar,short,442,161,0.323,0.7896,-0.3929,0.959,9.25,-0.294,-1.76
CREDITACC,inside_bar,long,442,293,0.3072,0.881,-0.3897,1.002,12.234,0.016,0.18
CREDITACC,inside_bar,short,442,192,0.375,0.7843,-0.3928,1.198,5.651,1.258,9.34
CRISIL,inside_bar,long,442,319,0.3135,0.8536,-0.3961,0.984,10.715,-0.113,-1.38
CRISIL,inside_bar,short,442,187,0.3316,0.7597,-0.3843,0.981,9.771,-0.136,-0.93
CROMPTON,inside_bar,long,442,286,0.3112,0.8166,-0.3862,0.955,13.074,-0.323,-3.4
CROMPTON,inside_bar,short,442,178,0.3652,0.7991,-0.365,1.259,5.407,1.596,10.7
CUB,inside_bar,long,442,322,0.3571,0.8722,-0.3916,1.237,7.564,1.513,19.25
CUB,inside_bar,short,442,175,0.3657,0.8761,-0.4,1.263,4.8,1.66,11.67
CYIENT,inside_bar,long,442,293,0.2867,0.8417,-0.3928,0.861,19.201,-1.057,-11.4
CYIENT,inside_bar,short,442,177,0.3277,0.7523,-0.3762,0.975,10.265,-0.178,-1.13
DALBHARAT,inside_bar,long,442,323,0.3406,0.7563,-0.3771,1.036,10.368,0.244,2.87
DALBHARAT,inside_bar,short,442,169,0.2959,0.7454,-0.3774,0.83,12.053,-1.303,-7.64
DBL,inside_bar,long,442,298,0.2852,0.9304,-0.3936,0.943,18.926,-0.414,-4.75
DBL,inside_bar,short,442,248,0.2944,0.9002,-0.3964,0.947,11.561,-0.387,-3.66
DCBBANK,inside_bar,long,442,296,0.2838,0.8336,-0.391,0.845,15.591,-1.192,-12.87
DCBBANK,inside_bar,short,442,194,0.3402,0.7571,-0.3832,1.019,6.311,0.13,0.92
DCMSHRIRAM,inside_bar,long,442,343,0.2362,0.8905,-0.3937,0.699,31.821,-2.547,-31.02
DCMSHRIRAM,inside_bar,short,442,189,0.2698,0.8996,-0.3947,0.842,11.568,-1.224,-8.58
DEEPAKNTR,inside_bar,long,442,290,0.3241,0.8524,-0.384,1.065,8.175,0.441,4.86
DEEPAKNTR,inside_bar,short,442,174,0.3851,0.6375,-0.3602,1.108,7.144,0.698,4.17
DELTACORP,inside_bar,long,442,281,0.2918,0.8372,-0.3896,0.885,18.502,-0.858,-8.88
DELTACORP,inside_bar,short,442,218,0.4404,0.7455,-0.3807,1.541,3.767,2.999,25.12
DIXON,inside_bar,long,442,301,0.3787,0.8034,-0.3863,1.268,7.8,1.663,19.35
DIXON,inside_bar,short,442,176,0.4318,0.7531,-0.3799,1.507,5.182,2.866,19.24
DMART,inside_bar,long,442,286,0.3811,0.7446,-0.3812,1.203,7.17,1.284,13.7
DMART,inside_bar,short,442,192,0.4583,0.7617,-0.3818,1.688,3.677,3.678,27.32
ECLERX,inside_bar,long,442,313,0.3291,0.9061,-0.3989,1.114,12.109,0.769,9.56
ECLERX,inside_bar,short,442,193,0.3575,0.8788,-0.3911,1.25,6.4,1.579,12.15
EDELWEISS,inside_bar,long,442,302,0.2517,0.9234,-0.3936,0.789,24.22,-1.683,-18.77
EDELWEISS,inside_bar,short,442,189,0.381,0.9314,-0.3938,1.455,4.806,2.673,20.98
EIDPARRY,inside_bar,long,442,310,0.2645,0.9174,-0.3946,0.836,22.965,-1.277,-14.75
EIDPARRY,inside_bar,short,442,174,0.3506,0.8489,-0.3894,1.177,8.269,1.146,7.78
EIHOTEL,inside_bar,long,442,320,0.2844,0.9048,-0.391,0.919,16.582,-0.595,-7.21
EIHOTEL,inside_bar,short,442,203,0.4039,0.8807,-0.383,1.558,5.886,3.121,25.87
ELGIEQUIP,inside_bar,long,442,276,0.2609,0.8944,-0.3909,0.808,24.215,-1.517,-15.34
ELGIEQUIP,inside_bar,short,442,223,0.3498,0.7841,-0.3827,1.102,7.035,0.68,5.66
EMAMILTD,inside_bar,long,442,319,0.3103,0.8395,-0.3882,0.973,11.704,-0.191,-2.28
EMAMILTD,inside_bar,short,442,167,0.3114,0.7786,-0.3919,0.898,8.724,-0.757,-4.58
ENDURANCE,inside_bar,long,442,301,0.2691,0.9108,-0.3977,0.843,26.5,-1.215,-13.71
ENDURANCE,inside_bar,short,442,193,0.3731,0.8013,-0.3893,1.225,9.628,1.422,10.59
ENGINERSIN,inside_bar,long,442,267,0.3296,0.908,-0.3944,1.132,8.814,0.877,9.3
ENGINERSIN,inside_bar,short,442,199,0.3769,0.9514,-0.3949,1.457,5.6,2.697,22.38
ERIS,inside_bar,long,442,305,0.3213,0.8591,-0.3876,1.049,15.882,0.338,3.96
ERIS,inside_bar,short,442,198,0.3081,0.8825,-0.3843,1.022,8.538,0.156,1.18
ESCORTS,inside_bar,long,442,303,0.3267,0.7945,-0.3854,1.0,11.117,0.003,0.03
ESCORTS,inside_bar,short,442,184,0.337,0.806,-0.3896,1.051,5.067,0.354,2.45
EXIDEIND,inside_bar,long,442,302,0.3113,0.7975,-0.3881,0.929,10.923,-0.523,-5.76
EXIDEIND,inside_bar,short,442,171,0.4035,0.7213,-0.3773,1.293,3.787,1.778,11.29
FDC,inside_bar,long,442,333,0.2913,0.8856,-0.3946,0.922,13.31,-0.572,-7.22
FDC,inside_bar,short,442,237,0.3291,0.7852,-0.3839,1.003,10.556,0.024,0.21
FINCABLES,inside_bar,long,442,288,0.2986,0.8856,-0.3937,0.958,17.136,-0.307,-3.36
FINCABLES,inside_bar,short,442,205,0.3756,0.7728,-0.3743,1.242,4.4,1.519,11.6
FINPIPE,inside_bar,long,442,287,0.3415,0.8801,-0.3882,1.176,10.68,1.135,12.89
FINPIPE,inside_bar,short,442,181,0.4033,0.8008,-0.3974,1.362,4.0,2.171,15.54
FORTIS,inside_bar,long,442,297,0.3199,0.8694,-0.3937,1.039,8.489,0.27,3.08
FORTIS,inside_bar,short,442,182,0.3352,0.7384,-0.388,0.959,7.266,-0.289,-1.9
FSL,inside_bar,long,442,289,0.3495,0.908,-0.3884,1.256,5.0,1.612,18.68
FSL,inside_bar,short,442,196,0.3367,0.9076,-0.3944,1.168,13.4,1.104,8.63
GARFIBRES,inside_bar,long,442,318,0.2547,0.9198,-0.394,0.798,25.006,-1.607,-18.87
GARFIBRES,inside_bar,short,442,201,0.3134,0.8764,-0.3907,1.024,7.871,0.169,1.3
GESHIP,inside_bar,long,442,279,0.2903,0.8593,-0.3891,0.903,12.807,-0.715,-7.44
GESHIP,inside_bar,short,442,203,0.3793,0.8156,-0.3833,1.3,5.408,1.842,14.5
GHCL,inside_bar,long,442,313,0.3099,0.8576,-0.3921,0.982,17.863,-0.127,-1.51
GHCL,inside_bar,short,442,213,0.3427,0.7889,-0.3897,1.056,10.105,0.383,3.04
GICRE,inside_bar,long,442,282,0.3014,0.8169,-0.3871,0.911,11.521,-0.657,-6.81
GICRE,inside_bar,short,442,223,0.3677,0.8422,-0.3871,1.265,12.862,1.659,14.48
GILLETTE,inside_bar,long,442,314,0.2675,0.8415,-0.3893,0.79,23.307,-1.673,-18.85
GILLETTE,inside_bar,short,442,218,0.3761,0.7789,-0.3912,1.2,5.4,1.294,10.66
GLENMARK,inside_bar,long,442,326,0.316,0.801,-0.3917,0.945,19.19,-0.401,-4.84
GLENMARK,inside_bar,short,442,179,0.352,0.7741,-0.3893,1.08,9.139,0.541,3.61
GMDCLTD,inside_bar,long,442,251,0.3028,0.91,-0.3982,0.993,14.617,-0.053,-0.52
GMDCLTD,inside_bar,short,442,238,0.4244,0.9279,-0.3944,1.734,4.285,3.957,39.69
GNFC,inside_bar,long,442,314,0.2898,0.7802,-0.3904,0.816,23.831,-1.441,-16.05
GNFC,inside_bar,short,442,193,0.3627,0.761,-0.3755,1.153,10.147,0.996,7.08
GODFRYPHLP,inside_bar,long,442,278,0.3489,0.9583,-0.3977,1.291,9.4,1.827,20.97
GODFRYPHLP,inside_bar,short,442,204,0.3775,0.8863,-0.3969,1.354,4.414,2.156,17.84
GODREJAGRO,inside_bar,long,442,308,0.2955,0.8827,-0.393,0.942,14.092,-0.424,-4.96
GODREJAGRO,inside_bar,short,442,193,0.2694,0.7739,-0.3906,0.731,18.114,-2.219,-14.83
GODREJCP,inside_bar,long,442,305,0.3574,0.7913,-0.387,1.137,6.045,0.899,10.4
GODREJCP,inside_bar,short,442,163,0.3742,0.6694,-0.38,1.054,4.629,0.362,2.08
GODREJIND,inside_bar,long,442,309,0.3107,0.8752,-0.3909,1.009,10.596,0.064,0.76
GODREJIND,inside_bar,short,442,222,0.3333,0.8535,-0.391,1.091,7.993,0.617,5.29
GPPL,inside_bar,long,442,278,0.2266,0.8903,-0.3904,0.668,28.809,-2.87,-27.84
GPPL,inside_bar,short,442,207,0.2947,0.8059,-0.3894,0.865,9.784,-1.032,-7.69
GRANULES,inside_bar,long,442,313,0.3419,0.911,-0.3939,1.201,6.3,1.307,16.34
GRANULES,inside_bar,short,442,200,0.32,0.8299,-0.3913,0.998,10.141,-0.014,-0.11
GRAPHITE,inside_bar,long,442,271,0.2509,0.978,-0.395,0.829,24.077,-1.333,-13.68
GRAPHITE,inside_bar,short,442,233,0.3777,0.894,-0.3865,1.404,5.51,2.403,22.64
GRINDWELL,inside_bar,long,442,313,0.2812,0.8452,-0.3877,0.853,23.417,-1.127,-12.85
GRINDWELL,inside_bar,short,442,188,0.3404,0.8295,-0.39,1.098,11.202,0.657,4.73
GSFC,inside_bar,long,442,288,0.2361,0.7965,-0.3941,0.625,36.479,-3.356,-32.53
GSFC,inside_bar,short,442,206,0.3932,0.6672,-0.3913,1.105,5.111,0.697,5.13
GSPL,inside_bar,long,442,295,0.3153,0.8152,-0.3838,0.978,10.164,-0.157,-1.72
GSPL,inside_bar,short,442,197,0.3706,0.8166,-0.3722,1.292,5.518,1.774,13.46
GUJGASLTD,inside_bar,long,442,316,0.3354,0.7809,-0.3846,1.025,13.127,0.173,2.02
GUJGASLTD,inside_bar,short,442,198,0.3687,0.8013,-0.3769,1.242,5.2,1.499,11.38
GULFOILLUB,inside_bar,long,442,306,0.3007,0.8576,-0.3904,0.944,13.823,-0.405,-4.64
GULFOILLUB,inside_bar,short,442,183,0.377,0.9493,-0.3972,1.447,4.803,2.647,20.22
HDFCAMC,inside_bar,long,442,324,0.3488,0.777,-0.3802,1.095,7.76,0.627,7.58
HDFCAMC,inside_bar,short,442,171,0.4094,0.661,-0.3882,1.18,4.619,1.152,7.07
HEG,inside_bar,long,442,290,0.3172,0.9714,-0.394,1.146,8.811,0.97,11.37
HEG,inside_bar,short,442,244,0.3279,0.8532,-0.3914,1.063,7.899,0.434,4.06
HEIDELBERG,inside_bar,long,442,312,0.2853,0.7492,-0.3877,0.771,25.789,-1.829,-19.77
HEIDELBERG,inside_bar,short,442,275,0.3818,0.6376,-0.3752,1.05,9.958,0.336,3.17
HERITGFOOD,inside_bar,long,442,294,0.3129,0.8625,-0.3869,1.015,9.258,0.106,1.19
HERITGFOOD,inside_bar,short,442,200,0.36,0.758,-0.3865,1.103,6.225,0.683,5.11
HFCL,inside_bar,long,442,281,0.2598,0.9396,-0.3973,0.83,18.842,-1.329,-14.04
HFCL,inside_bar,short,442,201,0.4478,0.8908,-0.3974,1.817,4.4,4.283,36.06
HINDCOPPER,inside_bar,long,442,274,0.2883,0.9608,-0.3986,0.977,11.199,-0.17,-1.82
HINDCOPPER,inside_bar,short,442,185,0.373,0.9259,-0.391,1.409,4.495,2.44,18.53
