symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
HFCL,vwap_v,long,442,215,0.3023,0.956,-0.3936,1.053,9.471,0.364,3.1
HFCL,vwap_v,short,442,238,0.3739,0.9112,-0.3947,1.379,4.0,2.286,22.29
HINDCOPPER,vwap_v,long,442,218,0.2936,0.9398,-0.3992,0.979,10.93,-0.155,-1.32
HINDCOPPER,vwap_v,short,442,216,0.3148,0.8874,-0.4,1.019,7.556,0.136,1.14
HINDPETRO,vwap_v,long,442,254,0.3228,0.8332,-0.3929,1.011,6.35,0.077,0.74
HINDPETRO,vwap_v,short,442,267,0.3895,0.7631,-0.3934,1.238,5.262,1.504,15.24
HINDZINC,vwap_v,long,442,248,0.3306,0.7976,-0.3827,1.03,10.054,0.203,1.88
HINDZINC,vwap_v,short,442,255,0.4078,0.6964,-0.385,1.246,4.28,1.527,14.29
HONAUT,vwap_v,long,442,264,0.2652,0.6721,-0.3777,0.642,33.642,-3.084,-26.22
HONAUT,vwap_v,short,442,248,0.4476,0.7539,-0.3712,1.646,3.971,3.459,32.83
HUDCO,vwap_v,long,442,214,0.3505,0.8976,-0.3899,1.242,11.776,1.533,13.12
HUDCO,vwap_v,short,442,231,0.3593,0.8837,-0.3983,1.244,9.136,1.56,14.41
ICICIGI,vwap_v,long,442,275,0.4109,0.7381,-0.386,1.334,7.675,2.015,20.88
ICICIGI,vwap_v,short,442,259,0.3514,0.6705,-0.3859,0.941,11.948,-0.425,-3.82
