symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
HINDCOPPER,multi_bar,long,442,275,0.2618,0.9483,-0.3965,0.848,17.594,-1.173,-12.21
HINDCOPPER,multi_bar,short,442,98,0.3878,0.9519,-0.4,1.507,3.0,2.949,12.17
HINDPETRO,multi_bar,long,442,281,0.306,0.908,-0.3867,1.036,8.62,0.247,2.68
HINDPETRO,multi_bar,short,442,87,0.3563,0.7168,-0.4,0.992,4.8,-0.056,-0.18
HINDZINC,multi_bar,long,442,272,0.2794,0.8622,-0.3888,0.86,15.075,-1.063,-10.67
HINDZINC,multi_bar,short,442,110,0.2909,0.8856,-0.3927,0.925,6.402,-0.554,-2.29
HONAUT,multi_bar,long,442,236,0.3517,0.7847,-0.3859,1.103,13.701,0.685,6.09
HONAUT,multi_bar,short,442,65,0.4,0.79,-0.3796,1.387,4.088,2.292,5.73
HUDCO,multi_bar,long,442,268,0.3246,0.9066,-0.398,1.095,9.759,0.645,6.84
HUDCO,multi_bar,short,442,96,0.4479,0.8864,-0.4,1.798,2.455,4.241,16.91
ICICIGI,multi_bar,long,442,305,0.377,0.7793,-0.3794,1.243,4.951,1.523,17.53
ICICIGI,multi_bar,short,442,57,0.4035,0.8606,-0.4,1.455,3.306,2.664,6.19
