symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
HEIDELBERG,failed_breakout,long,442,161,0.2671,0.8603,-0.3969,0.79,11.422,-1.683,-9.85
HERITGFOOD,failed_breakout,short,442,175,0.3371,0.8305,-0.4,1.056,6.223,0.388,2.6
HERITGFOOD,failed_breakout,long,442,175,0.3371,0.9521,-0.3987,1.215,7.124,1.387,9.93
HFCL,failed_breakout,short,442,225,0.3822,0.9739,-0.3982,1.513,8.766,2.983,28.4
HFCL,failed_breakout,long,442,214,0.2897,1.0,-0.398,1.025,15.0,0.175,1.5
HINDCOPPER,failed_breakout,short,442,229,0.3406,0.9734,-0.3951,1.273,5.652,1.721,16.26
HINDCOPPER,failed_breakout,long,442,212,0.2925,0.9686,-0.4,1.001,9.804,0.006,0.05
HINDPETRO,failed_breakout,short,442,213,0.2864,0.8578,-0.384,0.896,7.559,-0.771,-6.05
HINDPETRO,failed_breakout,long,442,214,0.2804,0.8937,-0.3939,0.884,8.908,-0.875,-7.04
HINDZINC,failed_breakout,short,442,193,0.3368,0.7509,-0.3862,0.988,6.529,-0.088,-0.62
HINDZINC,failed_breakout,long,442,182,0.2802,0.8491,-0.3883,0.851,12.05,-1.133,-7.57
HONAUT,failed_breakout,short,442,166,0.4337,0.7962,-0.3857,1.581,4.6,3.211,21.07
HONAUT,failed_breakout,long,442,153,0.3203,0.8866,-0.395,1.057,11.559,0.396,2.36
HUDCO,failed_breakout,short,442,231,0.3463,0.9724,-0.3987,1.292,6.8,1.836,17.59
HUDCO,failed_breakout,long,442,225,0.2489,0.9734,-0.4,0.806,21.291,-1.542,-13.09
ICICIGI,failed_breakout,short,442,209,0.2679,0.7886,-0.3843,0.751,16.961,-2.017,-14.63
ICICIGI,failed_breakout,long,442,214,0.2991,0.7328,-0.3775,0.828,12.558,-1.315,-9.73
