cohort_size,n_bars,rsi_max,nifty_filter,tp_pct,sl_pct,rr,hold_bars,n_trades,win_rate,profit_factor,max_dd_pct,sharpe,avg_win,avg_loss,total_return_pct,trades_per_stock_year,passes
25,4,60,both,0.7,0.4,1.75,60,184,0.3967,1.072,10.055,0.719,0.6478,-0.3974,3.18,4.2,0
25,4,60,both,1.0,0.5,2.0,60,184,0.4022,1.158,8.824,1.564,0.8549,-0.4965,8.65,4.2,0
25,4,60,both,1.0,0.6,1.67,60,184,0.4565,1.206,8.692,2.051,0.8547,-0.5951,12.28,4.2,0
25,4,60,both,1.0,0.7,1.43,60,184,0.5163,1.312,7.092,2.998,0.8523,-0.6934,19.26,4.2,0
25,4,60,both,1.0,0.9,1.11,60,184,0.5543,1.208,10.292,2.103,0.8478,-0.8728,14.91,4.2,0
25,4,60,both,1.5,0.7,2.14,60,184,0.4837,1.374,7.342,3.212,1.0073,-0.6868,24.4,4.2,0
25,4,60,both,1.5,1.0,1.5,60,184,0.538,1.281,10.332,2.436,0.9875,-0.8976,21.47,4.2,0
25,4,60,both,1.5,1.3,1.15,60,184,0.5652,1.236,10.991,2.141,0.9809,-1.0318,19.47,4.2,0
25,4,60,both,2.0,1.0,2.0,60,184,0.5272,1.367,10.06,2.938,1.1036,-0.9,28.75,4.2,0
25,4,60,both,0.5,0.3,1.67,60,184,0.375,0.989,7.8,-0.115,0.4916,-0.2984,-0.39,4.2,0
25,4,60,both,0.7,0.6,1.17,60,184,0.5109,1.142,8.171,1.432,0.6501,-0.5946,7.6,4.2,0
25,4,60,first_bearish,0.7,0.4,1.75,60,394,0.3985,1.096,13.713,0.949,0.66,-0.3988,9.12,8.9,0
25,4,60,first_bearish,1.0,0.5,2.0,60,394,0.3909,1.121,11.295,1.19,0.8538,-0.4889,14.14,8.9,0
25,4,60,first_bearish,1.0,0.6,1.67,60,394,0.4492,1.198,9.903,1.942,0.8448,-0.5754,24.67,8.9,0
25,4,60,first_bearish,1.0,0.7,1.43,60,394,0.4924,1.244,10.217,2.378,0.8453,-0.659,32.19,8.9,0
25,4,60,first_bearish,1.0,0.9,1.11,60,394,0.5381,1.232,10.219,2.313,0.8326,-0.7871,33.26,8.9,0
25,4,60,first_bearish,1.5,0.7,2.14,60,394,0.4594,1.332,11.525,2.905,1.025,-0.6542,46.19,8.9,0
25,4,60,first_bearish,1.5,1.0,1.5,60,394,0.5254,1.331,10.136,2.984,0.9917,-0.8246,51.09,8.9,0
25,4,60,first_bearish,1.5,1.3,1.15,60,394,0.5558,1.281,12.625,2.576,0.9843,-0.9617,47.25,8.9,0
25,4,60,first_bearish,2.0,1.0,2.0,60,394,0.5152,1.361,11.585,3.148,1.0549,-0.8236,56.84,8.9,0
25,4,60,first_bearish,0.5,0.3,1.67,60,394,0.3985,1.094,10.5,0.951,0.4939,-0.2992,6.63,8.9,0
25,4,60,first_bearish,0.7,0.6,1.17,60,394,0.5152,1.202,11.425,2.001,0.6578,-0.5816,22.44,8.9,0
25,4,60,below_vwap_b3,0.7,0.4,1.75,60,320,0.4344,1.284,6.642,2.855,0.6662,-0.3984,20.49,7.2,0
25,4,60,below_vwap_b3,1.0,0.5,2.0,60,320,0.4344,1.337,10.51,3.182,0.8599,-0.4938,30.15,7.2,0
25,4,60,below_vwap_b3,1.0,0.6,1.67,60,320,0.4781,1.339,10.385,3.318,0.8549,-0.585,33.11,7.2,0
25,4,60,below_vwap_b3,1.0,0.7,1.43,60,320,0.5188,1.35,7.644,3.48,0.8512,-0.6798,36.61,7.2,0
25,4,60,below_vwap_b3,1.0,0.9,1.11,60,320,0.5656,1.287,9.339,2.856,0.842,-0.8519,33.99,7.2,0
25,4,60,below_vwap_b3,1.5,0.7,2.14,60,320,0.4813,1.375,7.692,3.263,1.0036,-0.6773,42.12,7.2,0
25,4,60,below_vwap_b3,1.5,1.0,1.5,60,320,0.55,1.357,9.641,3.023,0.9812,-0.8834,45.47,7.2,0
25,4,60,below_vwap_b3,1.5,1.3,1.15,60,320,0.5719,1.258,12.235,2.271,0.9766,-1.037,36.64,7.2,0
25,4,60,below_vwap_b3,2.0,1.0,2.0,60,320,0.5344,1.371,10.641,2.866,1.056,-0.8837,48.89,7.2,0
25,4,60,below_vwap_b3,0.5,0.3,1.67,60,320,0.3906,1.056,6.7,0.604,0.4928,-0.299,3.29,7.2,0
25,4,60,below_vwap_b3,0.7,0.6,1.17,60,320,0.5375,1.302,9.179,3.05,0.6569,-0.5864,26.2,7.2,0
25,4,65,none,0.7,0.4,1.75,60,835,0.4323,1.278,8.165,2.67,0.6669,-0.3974,52.37,18.9,0
25,4,65,none,1.0,0.5,2.0,60,835,0.4204,1.277,12.18,2.683,0.8602,-0.4885,65.49,18.9,0
25,4,65,none,1.0,0.6,1.67,60,835,0.4659,1.294,11.03,2.897,0.8489,-0.5723,74.95,18.9,0
25,4,65,none,1.0,0.7,1.43,60,835,0.5102,1.341,10.014,3.285,0.8471,-0.658,91.73,18.9,0
25,4,65,none,1.0,0.9,1.11,60,835,0.5509,1.288,11.795,2.781,0.8361,-0.7963,85.96,18.9,0
25,4,65,none,1.5,0.7,2.14,60,835,0.479,1.429,9.685,3.629,1.021,-0.657,122.6,18.9,0
25,4,65,none,1.5,1.0,1.5,60,835,0.5389,1.383,12.904,3.253,0.9989,-0.8444,124.4,18.9,0
25,4,65,none,1.5,1.3,1.15,60,835,0.5713,1.344,16.089,2.957,0.9906,-0.9819,120.99,18.9,0
25,4,65,none,2.0,1.0,2.0,60,835,0.5257,1.409,13.122,3.229,1.0682,-0.8406,136.03,18.9,0
25,4,65,none,0.5,0.3,1.67,60,835,0.4096,1.145,10.405,1.506,0.4935,-0.299,21.35,18.9,0
25,4,65,none,0.7,0.6,1.17,60,835,0.5341,1.303,7.7,3.027,0.6572,-0.5785,68.08,18.9,0
25,4,65,b3_change_neg,0.7,0.4,1.75,60,278,0.3849,1.035,7.645,0.409,0.6617,-0.4,2.4,6.3,0
25,4,65,b3_change_neg,1.0,0.5,2.0,60,278,0.3669,1.002,8.2,0.029,0.8403,-0.4858,0.21,6.3,0
25,4,65,b3_change_neg,1.0,0.6,1.67,60,278,0.4281,1.094,9.245,1.105,0.8384,-0.5738,8.53,6.3,0
25,4,65,b3_change_neg,1.0,0.7,1.43,60,278,0.4748,1.148,6.675,1.682,0.8405,-0.6618,14.32,6.3,0
25,4,65,b3_change_neg,1.0,0.9,1.11,60,278,0.518,1.14,10.567,1.581,0.835,-0.7873,14.75,6.3,0
25,4,65,b3_change_neg,1.5,0.7,2.14,60,278,0.4317,1.114,7.966,1.207,0.9625,-0.6565,11.78,6.3,0
25,4,65,b3_change_neg,1.5,1.0,1.5,60,278,0.5,1.128,11.422,1.329,0.9351,-0.8292,14.72,6.3,0
25,4,65,b3_change_neg,1.5,1.3,1.15,60,278,0.5432,1.14,11.249,1.467,0.9291,-0.969,17.23,6.3,0
25,4,65,b3_change_neg,2.0,1.0,2.0,60,278,0.4892,1.141,10.138,1.397,0.9919,-0.8328,16.63,6.3,0
25,4,65,b3_change_neg,0.5,0.3,1.67,60,278,0.3705,0.973,7.4,-0.286,0.4962,-0.3,-1.39,6.3,0
25,4,65,b3_change_neg,0.7,0.6,1.17,60,278,0.5036,1.14,9.25,1.606,0.6534,-0.5816,11.22,6.3,0
23,4,65,b3_change_neg_strong,0.7,0.4,1.75,60,86,0.3605,0.91,5.511,-1.062,0.6457,-0.4,-1.98,2.1,0
23,4,65,b3_change_neg_strong,1.0,0.5,2.0,60,86,0.3256,0.831,8.423,-2.328,0.8609,-0.5,-4.89,2.1,0
23,4,65,b3_change_neg_strong,1.0,0.6,1.67,60,86,0.3721,0.825,8.846,-2.765,0.8351,-0.6,-5.68,2.1,0
23,4,65,b3_change_neg_strong,1.0,0.7,1.43,60,86,0.4419,0.962,7.924,-0.55,0.8353,-0.6872,-1.25,2.1,0
23,4,65,b3_change_neg_strong,1.0,0.9,1.11,60,86,0.4884,0.967,7.59,-0.485,0.8089,-0.7987,-1.17,2.1,0
23,4,65,b3_change_neg_strong,1.5,0.7,2.14,60,86,0.4186,0.93,7.073,-0.803,0.8879,-0.6878,-2.42,2.1,0
23,4,65,b3_change_neg_strong,1.5,1.0,1.5,60,86,0.4767,0.931,8.633,-0.821,0.8657,-0.8469,-2.62,2.1,0
23,4,65,b3_change_neg_strong,1.5,1.3,1.15,60,86,0.5,0.862,10.232,-1.663,0.873,-1.0128,-6.01,2.1,0
23,4,65,b3_change_neg_strong,2.0,1.0,2.0,60,86,0.4767,0.992,7.053,-0.088,0.9222,-0.8469,-0.3,2.1,0
23,4,65,b3_change_neg_strong,0.5,0.3,1.67,60,86,0.3721,0.988,5.2,-0.121,0.5,-0.3,-0.2,2.1,0
23,4,65,b3_change_neg_strong,0.7,0.6,1.17,60,86,0.4651,0.926,5.787,-0.919,0.6389,-0.6,-2.04,2.1,0
25,4,65,both,0.7,0.4,1.75,60,196,0.4082,1.137,6.716,1.383,0.6554,-0.3975,6.32,4.4,0
25,4,65,both,1.0,0.5,2.0,60,196,0.4031,1.168,6.892,1.694,0.859,-0.4967,9.75,4.4,0
25,4,65,both,1.0,0.6,1.67,60,196,0.4541,1.199,8.692,2.052,0.8584,-0.5954,12.69,4.4,0
25,4,65,both,1.0,0.7,1.43,60,196,0.5153,1.313,7.092,3.143,0.8572,-0.6938,20.66,4.4,0
25,4,65,both,1.0,0.9,1.11,60,196,0.5561,1.228,10.292,2.396,0.8498,-0.867,17.2,4.4,0
25,4,65,both,1.5,0.7,2.14,60,196,0.4796,1.366,7.342,3.268,1.0195,-0.6877,25.69,4.4,0
25,4,65,both,1.5,1.0,1.5,60,196,0.5357,1.288,9.903,2.604,0.9952,-0.8913,23.38,4.4,0
25,4,65,both,1.5,1.3,1.15,60,196,0.5663,1.254,10.835,2.437,0.9876,-1.0283,22.22,4.4,0
25,4,65,both,2.0,1.0,2.0,60,196,0.5255,1.386,9.903,3.201,1.1183,-0.8937,32.07,4.4,0
25,4,65,both,0.5,0.3,1.67,60,196,0.3827,1.022,6.4,0.227,0.4923,-0.2984,0.81,4.4,0
25,4,65,both,0.7,0.6,1.17,60,196,0.5153,1.172,8.092,1.778,0.656,-0.5949,9.74,4.4,0
25,4,65,first_bearish,0.7,0.4,1.75,60,425,0.4094,1.152,10.577,1.584,0.6619,-0.3981,15.24,9.6,0
25,4,65,first_bearish,1.0,0.5,2.0,60,425,0.3906,1.126,10.204,1.343,0.8555,-0.4871,15.86,9.6,0
25,4,65,first_bearish,1.0,0.6,1.67,60,425,0.4494,1.201,11.103,2.155,0.8435,-0.5734,26.93,9.6,0
25,4,65,first_bearish,1.0,0.7,1.43,60,425,0.4941,1.247,10.367,2.62,0.8415,-0.6593,34.96,9.6,0
25,4,65,first_bearish,1.0,0.9,1.11,60,425,0.5365,1.227,10.992,2.454,0.828,-0.781,34.92,9.6,0
25,4,65,first_bearish,1.5,0.7,2.14,60,425,0.4612,1.326,11.665,3.086,1.0145,-0.655,48.85,9.6,0
25,4,65,first_bearish,1.5,1.0,1.5,60,425,0.52,1.3,11.874,2.901,0.9854,-0.8214,50.21,9.6,0
25,4,65,first_bearish,1.5,1.3,1.15,60,425,0.5529,1.261,13.559,2.608,0.9772,-0.9581,47.6,9.6,0
25,4,65,first_bearish,2.0,1.0,2.0,60,425,0.5106,1.337,10.786,3.079,1.0514,-0.8206,57.47,9.6,0
25,4,65,first_bearish,0.5,0.3,1.67,60,425,0.4094,1.146,9.2,1.485,0.4945,-0.2992,10.93,9.6,0
25,4,65,first_bearish,0.7,0.6,1.17,60,425,0.5247,1.249,11.878,2.611,0.657,-0.5807,29.2,9.6,0
25,4,65,below_vwap_b3,0.7,0.4,1.75,60,351,0.4359,1.301,5.842,3.118,0.6709,-0.3985,23.73,7.9,0
25,4,65,below_vwap_b3,1.0,0.5,2.0,60,351,0.4359,1.35,9.748,3.432,0.862,-0.4933,34.21,7.9,0
25,4,65,below_vwap_b3,1.0,0.6,1.67,60,351,0.4815,1.361,10.63,3.747,0.8571,-0.5846,38.45,7.9,0
25,4,65,below_vwap_b3,1.0,0.7,1.43,60,351,0.5271,1.398,7.069,4.053,0.8518,-0.6791,44.86,7.9,0
25,4,65,below_vwap_b3,1.0,0.9,1.11,60,351,0.567,1.301,8.569,3.078,0.8439,-0.8494,38.83,7.9,0
25,4,65,below_vwap_b3,1.5,0.7,2.14,60,351,0.4815,1.388,7.737,3.526,1.0121,-0.6773,47.79,7.9,0
25,4,65,below_vwap_b3,1.5,1.0,1.5,60,351,0.5442,1.326,10.16,2.883,0.9848,-0.8866,46.25,7.9,0
25,4,65,below_vwap_b3,1.5,1.3,1.15,60,351,0.5726,1.267,12.056,2.361,0.9818,-1.0381,41.62,7.9,0
25,4,65,below_vwap_b3,2.0,1.0,2.0,60,351,0.5271,1.346,10.641,2.793,1.0719,-0.8874,50.99,7.9,0
25,4,65,below_vwap_b3,0.5,0.3,1.67,60,351,0.3932,1.069,6.4,0.75,0.4935,-0.2991,4.39,7.9,0
25,4,65,below_vwap_b3,0.7,0.6,1.17,60,351,0.5442,1.346,8.079,3.626,0.6625,-0.5874,32.54,7.9,0
25,4,70,none,0.7,0.4,1.75,60,865,0.4301,1.267,9.465,2.61,0.6673,-0.3975,52.25,19.6,0
25,4,70,none,1.0,0.5,2.0,60,865,0.4208,1.283,11.0,2.762,0.8632,-0.4889,69.26,19.6,0
25,4,70,none,1.0,0.6,1.67,60,865,0.4624,1.278,10.035,2.767,0.8534,-0.5745,74.21,19.6,0
25,4,70,none,1.0,0.7,1.43,60,865,0.5064,1.321,10.517,3.13,0.8517,-0.6612,90.7,19.6,0
25,4,70,none,1.0,0.9,1.11,60,865,0.5491,1.277,11.795,2.687,0.8416,-0.8026,86.72,19.6,0
25,4,70,none,1.5,0.7,2.14,60,865,0.4751,1.413,9.556,3.568,1.0283,-0.6589,123.5,19.6,0
25,4,70,none,1.5,1.0,1.5,60,865,0.5399,1.397,10.404,3.393,1.0117,-0.8499,134.22,19.6,0
25,4,70,none,1.5,1.3,1.15,60,865,0.5723,1.354,13.289,3.057,1.0036,-0.9915,129.94,19.6,0
25,4,70,none,2.0,1.0,2.0,60,865,0.526,1.423,12.453,3.335,1.0852,-0.8465,146.69,19.6,0
25,4,70,none,0.5,0.3,1.67,60,865,0.415,1.171,9.405,1.755,0.4938,-0.299,25.95,19.6,0
25,4,70,none,0.7,0.6,1.17,60,865,0.5272,1.264,8.2,2.704,0.6583,-0.5808,62.67,19.6,0
25,4,70,b3_change_neg,0.7,0.4,1.75,60,292,0.3904,1.058,7.645,0.674,0.6608,-0.4,4.14,6.6,0
25,4,70,b3_change_neg,1.0,0.5,2.0,60,292,0.3699,1.013,9.007,0.164,0.8397,-0.4864,1.19,6.6,0
25,4,70,b3_change_neg,1.0,0.6,1.67,60,292,0.4247,1.074,9.222,0.912,0.8412,-0.5782,7.17,6.6,0
25,4,70,b3_change_neg,1.0,0.7,1.43,60,292,0.4692,1.116,7.361,1.376,0.843,-0.6679,11.96,6.6,0
25,4,70,b3_change_neg,1.0,0.9,1.11,60,292,0.5137,1.107,12.24,1.254,0.8385,-0.8,12.18,6.6,0
25,4,70,b3_change_neg,1.5,0.7,2.14,60,292,0.4281,1.104,9.239,1.143,0.972,-0.6593,11.4,6.6,0
25,4,70,b3_change_neg,1.5,1.0,1.5,60,292,0.5068,1.177,10.765,1.811,0.9573,-0.8363,21.26,6.6,0
25,4,70,b3_change_neg,1.5,1.3,1.15,60,292,0.5445,1.158,13.173,1.648,0.9508,-0.9819,20.58,6.6,0
25,4,70,b3_change_neg,2.0,1.0,2.0,60,292,0.4966,1.214,10.121,2.04,1.0331,-0.8396,26.37,6.6,0
25,4,70,b3_change_neg,0.5,0.3,1.67,60,292,0.3904,1.06,4.8,0.626,0.4966,-0.3,3.21,6.6,0
25,4,70,b3_change_neg,0.7,0.6,1.17,60,292,0.5,1.117,10.45,1.382,0.6546,-0.586,10.01,6.6,0
23,4,70,b3_change_neg_strong,0.7,0.4,1.75,60,87,0.3563,0.894,5.911,-1.254,0.6457,-0.4,-2.38,2.1,0
23,4,70,b3_change_neg_strong,1.0,0.5,2.0,60,87,0.3218,0.817,8.923,-2.513,0.8609,-0.5,-5.39,2.1,0
23,4,70,b3_change_neg_strong,1.0,0.6,1.67,60,87,0.3678,0.81,9.446,-2.963,0.8351,-0.6,-6.28,2.1,0
23,4,70,b3_change_neg_strong,1.0,0.7,1.43,60,87,0.4368,0.942,8.624,-0.827,0.8353,-0.6875,-1.95,2.1,0
23,4,70,b3_change_neg_strong,1.0,0.9,1.11,60,87,0.4828,0.943,8.49,-0.825,0.8089,-0.801,-2.07,2.1,0
23,4,70,b3_change_neg_strong,1.5,0.7,2.14,60,87,0.4138,0.925,7.329,-0.856,0.8879,-0.6777,-2.6,2.1,0
23,4,70,b3_change_neg_strong,1.5,1.0,1.5,60,87,0.4713,0.927,8.806,-0.871,0.8657,-0.8322,-2.79,2.1,0
23,4,70,b3_change_neg_strong,1.5,1.3,1.15,60,87,0.4943,0.852,10.764,-1.787,0.873,-1.0019,-6.55,2.1,0
23,4,70,b3_change_neg_strong,2.0,1.0,2.0,60,87,0.4713,0.988,7.255,-0.138,0.9222,-0.8322,-0.47,2.1,0
23,4,70,b3_change_neg_strong,0.5,0.3,1.67,60,87,0.3793,1.019,4.7,0.186,0.5,-0.3,0.3,2.1,0
23,4,70,b3_change_neg_strong,0.7,0.6,1.17,60,87,0.4598,0.906,6.387,-1.156,0.6389,-0.6,-2.64,2.1,0
25,4,70,both,0.7,0.4,1.75,60,203,0.4187,1.185,5.916,1.849,0.6537,-0.3976,8.66,4.6,0
25,4,70,both,1.0,0.5,2.0,60,203,0.4138,1.215,6.892,2.159,0.8553,-0.4967,12.73,4.6,0
25,4,70,both,1.0,0.6,1.67,60,203,0.4581,1.22,8.692,2.232,0.8595,-0.5956,14.42,4.6,0
25,4,70,both,1.0,0.7,1.43,60,203,0.5222,1.354,7.092,3.417,0.8595,-0.6939,23.8,4.6,0
25,4,70,both,1.0,0.9,1.11,60,203,0.5665,1.286,10.292,2.879,0.8536,-0.8673,21.83,4.6,0
25,4,70,both,1.5,0.7,2.14,60,203,0.4877,1.423,7.342,3.648,1.0207,-0.6829,30.03,4.6,0
25,4,70,both,1.5,1.0,1.5,60,203,0.5468,1.368,9.903,3.161,1.0019,-0.8835,29.93,4.6,0
25,4,70,both,1.5,1.3,1.15,60,203,0.5764,1.323,10.835,2.937,0.9944,-1.0225,28.41,4.6,0
25,4,70,both,2.0,1.0,2.0,60,203,0.5369,1.482,9.903,3.777,1.1323,-0.886,40.14,4.6,0
25,4,70,both,0.5,0.3,1.67,60,203,0.4089,1.143,5.0,1.369,0.493,-0.2984,5.11,4.6,0
25,4,70,both,0.7,0.6,1.17,60,203,0.5172,1.182,8.092,1.874,0.6566,-0.595,10.63,4.6,0
25,4,70,first_bearish,0.7,0.4,1.75,60,440,0.4114,1.161,10.123,1.682,0.6613,-0.3982,16.57,10.0,0
25,4,70,first_bearish,1.0,0.5,2.0,60,440,0.3932,1.139,10.226,1.521,0.8572,-0.4875,18.14,10.0,0
25,4,70,first_bearish,1.0,0.6,1.67,60,440,0.4477,1.194,11.103,2.117,0.8491,-0.5764,27.21,10.0,0
25,4,70,first_bearish,1.0,0.7,1.43,60,440,0.4932,1.243,10.367,2.597,0.8474,-0.6635,35.94,10.0,0
25,4,70,first_bearish,1.0,0.9,1.11,60,440,0.5386,1.236,11.297,2.528,0.8353,-0.789,37.8,10.0,0
25,4,70,first_bearish,1.5,0.7,2.14,60,440,0.4591,1.315,10.622,3.023,1.018,-0.657,49.27,10.0,0
25,4,70,first_bearish,1.5,1.0,1.5,60,440,0.5227,1.319,11.874,3.082,0.996,-0.8273,55.34,10.0,0
25,4,70,first_bearish,1.5,1.3,1.15,60,440,0.5545,1.271,13.559,2.656,0.9874,-0.9672,51.36,10.0,0
25,4,70,first_bearish,2.0,1.0,2.0,60,440,0.5136,1.369,10.786,3.335,1.0712,-0.8264,65.24,10.0,0
25,4,70,first_bearish,0.5,0.3,1.67,60,440,0.4159,1.177,8.4,1.765,0.4948,-0.2993,13.63,10.0,0
25,4,70,first_bearish,0.7,0.6,1.17,60,440,0.5205,1.223,13.078,2.394,0.6578,-0.5839,27.44,10.0,0
25,4,70,below_vwap_b3,0.7,0.4,1.75,60,363,0.4408,1.327,7.342,3.402,0.6708,-0.3986,26.42,8.2,0
25,4,70,below_vwap_b3,1.0,0.5,2.0,60,363,0.4435,1.395,10.248,3.776,0.8635,-0.4935,39.35,8.2,0
25,4,70,below_vwap_b3,1.0,0.6,1.67,60,363,0.4821,1.369,11.43,3.727,0.8603,-0.5851,40.55,8.2,0
25,4,70,below_vwap_b3,1.0,0.7,1.43,60,363,0.5289,1.414,7.689,4.072,0.8557,-0.6797,48.06,8.2,0
25,4,70,below_vwap_b3,1.0,0.9,1.11,60,363,0.5702,1.324,10.269,3.208,0.8485,-0.8507,42.93,8.2,0
25,4,70,below_vwap_b3,1.5,0.7,2.14,60,363,0.4848,1.421,8.757,3.779,1.0195,-0.675,53.2,8.2,0
25,4,70,below_vwap_b3,1.5,1.0,1.5,60,363,0.5537,1.403,9.679,3.402,0.9985,-0.8828,57.68,8.2,0
25,4,70,below_vwap_b3,1.5,1.3,1.15,60,363,0.5785,1.316,9.797,2.733,0.9958,-1.0383,50.26,8.2,0
25,4,70,below_vwap_b3,2.0,1.0,2.0,60,363,0.5344,1.409,10.641,3.114,1.0854,-0.8845,61.08,8.2,0
25,4,70,below_vwap_b3,0.5,0.3,1.67,60,363,0.416,1.176,4.9,1.818,0.494,-0.2991,11.19,8.2,0
25,4,70,below_vwap_b3,0.7,0.6,1.17,60,363,0.5399,1.325,8.924,3.407,0.6637,-0.588,31.89,8.2,0
