symbol,pattern,direction,n_sessions,n_trades,win_rate,avg_win,avg_loss,profit_factor,max_dd_pct,sharpe,total_return_pct
ASTERDM,nr_breakout,long,442,332,0.3434,0.8705,-0.3932,1.158,8.737,1.037,13.52
ASTERDM,nr_breakout,short,442,188,0.3085,0.798,-0.3908,0.911,11.058,-0.657,-4.52
ASTRAL,nr_breakout,long,442,340,0.2882,0.8291,-0.3891,0.863,19.303,-1.044,-12.91
ASTRAL,nr_breakout,short,442,203,0.3202,0.7636,-0.3804,0.946,8.167,-0.391,-2.85
ATUL,nr_breakout,long,442,351,0.2849,0.7801,-0.3922,0.792,23.528,-1.644,-20.44
ATUL,nr_breakout,short,442,229,0.3712,0.7559,-0.3804,1.173,5.69,1.108,9.47
AUBANK,nr_breakout,long,442,348,0.3592,0.8062,-0.385,1.174,8.385,1.124,14.92
AUBANK,nr_breakout,short,442,208,0.3413,0.7548,-0.3732,1.048,9.996,0.325,2.46
AUROPHARMA,nr_breakout,long,442,351,0.3305,0.8494,-0.3896,1.076,16.58,0.518,6.97
AUROPHARMA,nr_breakout,short,442,216,0.3704,0.8015,-0.39,1.209,6.302,1.337,11.08
BAJAJCON,nr_breakout,long,442,310,0.2645,0.8777,-0.3922,0.805,21.859,-1.542,-17.45
BAJAJCON,nr_breakout,short,442,239,0.3724,0.8543,-0.3874,1.308,7.568,1.893,17.92
BAJAJELEC,nr_breakout,long,442,340,0.3029,0.7856,-0.3941,0.866,22.494,-1.016,-12.49
BAJAJELEC,nr_breakout,short,442,215,0.3581,0.8093,-0.3854,1.172,7.786,1.114,9.13
BAJAJHLDNG,nr_breakout,long,442,326,0.3129,0.821,-0.3831,0.976,10.61,-0.171,-2.06
BAJAJHLDNG,nr_breakout,short,442,218,0.3624,0.7926,-0.3833,1.175,7.072,1.127,9.33
BALKRISIND,nr_breakout,long,442,359,0.3287,0.8222,-0.3893,1.034,11.307,0.236,3.2
BALKRISIND,nr_breakout,short,442,211,0.3412,0.7592,-0.3777,1.041,7.947,0.28,2.16
BALMLAWRIE,nr_breakout,long,442,320,0.2812,0.893,-0.3854,0.907,19.523,-0.691,-8.27
BALMLAWRIE,nr_breakout,short,442,269,0.3532,0.7391,-0.3758,1.074,7.939,0.493,4.82
BALRAMCHIN,nr_breakout,long,442,338,0.3639,0.8781,-0.3898,1.289,6.857,1.789,24.2
BALRAMCHIN,nr_breakout,short,442,234,0.3462,0.8427,-0.3917,1.139,12.065,0.924,8.33
BANDHANBNK,nr_breakout,long,442,329,0.3343,0.8219,-0.3958,1.043,8.069,0.297,3.73
BANDHANBNK,nr_breakout,short,442,202,0.4109,0.815,-0.3913,1.453,5.067,2.638,21.08
BANKINDIA,nr_breakout,long,442,334,0.3353,0.8383,-0.3905,1.083,7.22,0.561,7.19
BANKINDIA,nr_breakout,short,442,229,0.3755,0.7557,-0.3743,1.214,6.814,1.351,11.47
BASF,nr_breakout,long,442,337,0.2997,0.9459,-0.39,1.038,12.386,0.265,3.51
BASF,nr_breakout,short,442,246,0.3862,0.8198,-0.3959,1.303,8.141,1.875,18.09
BATAINDIA,nr_breakout,long,442,327,0.3119,0.7008,-0.3621,0.877,15.96,-0.9,-9.98
BATAINDIA,nr_breakout,short,442,229,0.3537,0.6136,-0.3595,0.934,6.711,-0.462,-3.5
BAYERCROP,nr_breakout,long,442,341,0.2698,0.8967,-0.3863,0.858,18.974,-1.084,-13.68
BAYERCROP,nr_breakout,short,442,242,0.4339,0.7626,-0.3855,1.516,3.901,2.909,27.26
BDL,nr_breakout,long,442,306,0.281,0.9594,-0.3953,0.949,17.206,-0.375,-4.46
BDL,nr_breakout,short,442,238,0.3151,0.822,-0.3981,0.95,8.315,-0.362,-3.24
BEML,nr_breakout,long,442,288,0.2778,0.9354,-0.3974,0.905,14.935,-0.71,-7.84
BEML,nr_breakout,short,442,255,0.3216,0.8137,-0.39,0.989,9.166,-0.078,-0.74
BERGEPAINT,nr_breakout,long,442,348,0.3477,0.7605,-0.3946,1.027,9.581,0.188,2.44
BERGEPAINT,nr_breakout,short,442,197,0.335,0.6915,-0.3794,0.918,12.976,-0.592,-4.07
BHARATFORG,nr_breakout,long,442,364,0.3077,0.8196,-0.3908,0.932,20.062,-0.498,-6.7
BHARATFORG,nr_breakout,short,442,222,0.3153,0.8162,-0.3947,0.952,11.887,-0.344,-2.86
BHEL,nr_breakout,long,442,346,0.3266,0.9062,-0.3959,1.11,9.0,0.741,10.17
BHEL,nr_breakout,short,442,233,0.3648,0.8608,-0.3906,1.265,5.4,1.663,15.35
BIOCON,nr_breakout,long,442,345,0.287,0.8724,-0.3954,0.888,17.956,-0.846,-10.91
BIOCON,nr_breakout,short,442,249,0.3775,0.8168,-0.3926,1.262,4.718,1.634,15.92
BIRLACORPN,nr_breakout,long,442,326,0.319,0.91,-0.3942,1.081,10.381,0.554,7.13
BIRLACORPN,nr_breakout,short,442,220,0.3682,0.8395,-0.3856,1.269,5.954,1.669,14.41
BLUEDART,nr_breakout,long,442,341,0.3167,0.7413,-0.3813,0.901,15.031,-0.723,-8.78
BLUEDART,nr_breakout,short,442,236,0.4025,0.7245,-0.3881,1.258,3.2,1.602,14.11
BLUESTARCO,nr_breakout,long,442,347,0.317,0.8477,-0.3933,1.0,13.894,0.003,0.03
BLUESTARCO,nr_breakout,short,442,230,0.313,0.8832,-0.3853,1.045,12.844,0.307,2.72
BOSCHLTD,nr_breakout,long,442,342,0.3041,0.8118,-0.3814,0.93,15.935,-0.507,-6.34
BOSCHLTD,nr_breakout,short,442,248,0.371,0.6912,-0.3893,1.047,7.976,0.32,2.85
BRIGADE,nr_breakout,long,442,319,0.3386,0.8535,-0.3952,1.105,6.267,0.706,8.78
BRIGADE,nr_breakout,short,442,201,0.3532,0.8788,-0.3956,1.213,12.896,1.375,10.97
BSE,nr_breakout,long,442,328,0.314,0.915,-0.3943,1.062,10.462,0.428,5.52
BSE,nr_breakout,short,442,230,0.3522,0.876,-0.3955,1.204,8.493,1.317,12.02
BSOFT,nr_breakout,long,442,316,0.3133,0.911,-0.3941,1.055,12.598,0.376,4.66
BSOFT,nr_breakout,short,442,208,0.375,0.8461,-0.3893,1.304,3.6,1.868,15.39
CANBK,nr_breakout,long,442,339,0.2773,0.8735,-0.3849,0.871,15.743,-0.977,-12.2
CANBK,nr_breakout,short,442,238,0.4034,0.6962,-0.3909,1.204,9.76,1.299,11.33
CANFINHOME,nr_breakout,long,442,343,0.2857,0.8882,-0.391,0.909,15.995,-0.675,-8.76
CANFINHOME,nr_breakout,short,442,236,0.3729,0.8397,-0.3926,1.272,4.726,1.698,15.78
CAPLIPOINT,nr_breakout,long,442,342,0.3216,0.8743,-0.3924,1.056,10.179,0.39,5.14
CAPLIPOINT,nr_breakout,short,442,229,0.3581,0.921,-0.3849,1.335,5.583,2.042,18.94
CARBORUNIV,nr_breakout,long,442,338,0.2692,0.9298,-0.3922,0.873,27.061,-0.962,-12.26
CARBORUNIV,nr_breakout,short,442,229,0.4017,0.8475,-0.3834,1.484,5.343,2.781,25.44
CARERATING,nr_breakout,long,442,351,0.302,0.94,-0.3957,1.028,9.833,0.196,2.7
CARERATING,nr_breakout,short,442,246,0.3659,0.9152,-0.3923,1.346,6.365,2.107,21.17
CASTROLIND,nr_breakout,long,442,322,0.264,0.6791,-0.3783,0.644,31.526,-3.063,-31.93
CASTROLIND,nr_breakout,short,442,245,0.3878,0.6846,-0.3745,1.158,7.055,1.008,8.86
CCL,nr_breakout,long,442,323,0.2848,0.952,-0.3839,0.988,13.543,-0.088,-1.1
CCL,nr_breakout,short,442,233,0.3004,0.8632,-0.3847,0.964,13.234,-0.261,-2.28
CDSL,nr_breakout,long,442,327,0.2722,0.9319,-0.3915,0.89,17.357,-0.827,-10.24
CDSL,nr_breakout,short,442,221,0.4118,0.7748,-0.3876,1.399,4.59,2.355,20.11
CEATLTD,nr_breakout,long,442,333,0.2943,0.8974,-0.3975,0.942,15.617,-0.428,-5.46
CEATLTD,nr_breakout,short,442,229,0.3581,0.8516,-0.3894,1.22,4.933,1.402,12.59
CENTRALBK,nr_breakout,long,442,306,0.3333,0.8311,-0.3966,1.048,13.13,0.33,3.86
CENTRALBK,nr_breakout,short,442,229,0.4541,0.6845,-0.3799,1.499,3.469,2.837,23.7
CENTURYPLY,nr_breakout,long,442,346,0.3092,0.8601,-0.3927,0.98,16.065,-0.139,-1.83
CENTURYPLY,nr_breakout,short,442,220,0.3136,0.7993,-0.3886,0.94,9.702,-0.434,-3.52
CERA,nr_breakout,long,442,323,0.322,0.7981,-0.38,0.997,11.343,-0.019,-0.22
CERA,nr_breakout,short,442,223,0.3991,0.6235,-0.3823,1.083,8.3,0.555,4.26
CESC,nr_breakout,long,442,325,0.2769,0.877,-0.3904,0.86,20.636,-1.065,-12.81
CESC,nr_breakout,short,442,244,0.3811,0.8277,-0.3875,1.316,5.336,1.928,18.46
CGCL,nr_breakout,long,442,325,0.2892,0.9165,-0.3952,0.944,26.791,-0.412,-5.14
CGCL,nr_breakout,short,442,262,0.3931,0.885,-0.3967,1.445,6.157,2.622,28.07
CHALET,nr_breakout,long,442,316,0.3101,0.9303,-0.3945,1.06,7.002,0.415,5.15
CHALET,nr_breakout,short,442,212,0.3726,0.8738,-0.3883,1.337,5.646,2.054,17.38
CHAMBLFERT,nr_breakout,long,442,321,0.3396,0.8396,-0.3944,1.095,9.159,0.636,7.9
CHAMBLFERT,nr_breakout,short,442,230,0.3304,0.8496,-0.3919,1.07,9.21,0.477,4.21
CHENNPETRO,nr_breakout,long,442,305,0.2721,0.9601,-0.3992,0.899,21.734,-0.758,-8.93
CHENNPETRO,nr_breakout,short,442,226,0.3805,0.8203,-0.3902,1.291,3.844,1.816,15.92
CHOLAHLDNG,nr_breakout,long,442,327,0.3303,0.9473,-0.3958,1.18,7.574,1.179,15.63
CHOLAHLDNG,nr_breakout,short,442,202,0.3663,0.9345,-0.3885,1.391,5.487,2.341,19.43
COCHINSHIP,nr_breakout,long,442,287,0.2822,0.9155,-0.3987,0.903,16.084,-0.727,-7.97
COCHINSHIP,nr_breakout,short,442,231,0.4026,0.817,-0.3922,1.404,4.8,2.388,21.85
CONCOR,nr_breakout,long,442,336,0.3155,0.8548,-0.3906,1.009,12.906,0.062,0.78
CONCOR,nr_breakout,short,442,231,0.381,0.7335,-0.3819,1.182,3.804,1.164,9.94
COROMANDEL,nr_breakout,long,442,356,0.3399,0.9119,-0.3957,1.186,10.517,1.218,17.34
COROMANDEL,nr_breakout,short,442,213,0.3239,0.8077,-0.3938,0.983,6.071,-0.122,-0.97
CREDITACC,nr_breakout,long,442,323,0.2879,0.9227,-0.391,0.954,10.951,-0.333,-4.13
CREDITACC,nr_breakout,short,442,228,0.3114,0.8768,-0.393,1.009,5.531,0.062,0.55
CRISIL,nr_breakout,long,442,335,0.3343,0.8259,-0.3973,1.044,10.519,0.305,3.91
CRISIL,nr_breakout,short,442,223,0.3318,0.7664,-0.3824,0.995,9.219,-0.032,-0.27
CROMPTON,nr_breakout,long,442,320,0.3094,0.831,-0.3856,0.965,14.354,-0.247,-2.95
CROMPTON,nr_breakout,short,442,213,0.385,0.8372,-0.3718,1.41,7.699,2.398,19.95
CUB,nr_breakout,long,442,349,0.3295,0.9333,-0.3944,1.163,7.748,1.076,15.04
CUB,nr_breakout,short,442,207,0.3623,0.8743,-0.3948,1.258,5.032,1.627,13.46
CYIENT,nr_breakout,long,442,336,0.2679,0.8627,-0.3915,0.806,25.323,-1.525,-18.65
CYIENT,nr_breakout,short,442,222,0.3694,0.8098,-0.3799,1.249,9.069,1.553,13.22
DALBHARAT,nr_breakout,long,442,358,0.3464,0.7543,-0.3884,1.029,9.308,0.2,2.63
DALBHARAT,nr_breakout,short,442,221,0.3303,0.7431,-0.3795,0.966,9.348,-0.242,-1.92
DBL,nr_breakout,long,442,318,0.2767,0.9373,-0.3934,0.912,18.802,-0.658,-8.0
DBL,nr_breakout,short,442,265,0.3094,0.8996,-0.3965,1.017,6.85,0.118,1.21
DCBBANK,nr_breakout,long,442,322,0.3075,0.8194,-0.3935,0.925,11.254,-0.552,-6.62
DCBBANK,nr_breakout,short,442,217,0.3871,0.7472,-0.3882,1.216,4.98,1.367,11.13
DCMSHRIRAM,nr_breakout,long,442,363,0.27,0.8894,-0.3915,0.84,23.237,-1.233,-16.59
DCMSHRIRAM,nr_breakout,short,442,213,0.2723,0.8474,-0.3985,0.796,14.422,-1.63,-12.62
DEEPAKNTR,nr_breakout,long,442,328,0.3171,0.8185,-0.3897,0.975,17.194,-0.178,-2.18
DEEPAKNTR,nr_breakout,short,442,209,0.3828,0.6876,-0.3772,1.131,10.065,0.843,6.35
DELTACORP,nr_breakout,long,442,299,0.2742,0.8694,-0.3869,0.849,19.501,-1.154,-12.68
DELTACORP,nr_breakout,short,442,237,0.4515,0.7516,-0.3791,1.632,4.798,3.409,31.14
DIXON,nr_breakout,long,442,334,0.3353,0.8664,-0.3911,1.118,7.025,0.787,10.21
DIXON,nr_breakout,short,442,227,0.4185,0.8346,-0.3769,1.594,4.086,3.283,29.54
DMART,nr_breakout,long,442,312,0.3622,0.774,-0.3817,1.151,8.463,0.977,11.49
DMART,nr_breakout,short,442,223,0.4484,0.7664,-0.3753,1.66,6.633,3.529,30.47
ECLERX,nr_breakout,long,442,336,0.3363,0.899,-0.3995,1.14,13.624,0.934,12.51
ECLERX,nr_breakout,short,442,222,0.3514,0.9088,-0.3971,1.239,5.495,1.527,13.7
EDELWEISS,nr_breakout,long,442,341,0.2639,0.9115,-0.3941,0.829,29.002,-1.327,-16.89
EDELWEISS,nr_breakout,short,442,224,0.3259,0.9772,-0.3935,1.201,6.218,1.304,11.93
EIDPARRY,nr_breakout,long,442,341,0.2845,0.9322,-0.394,0.941,16.854,-0.437,-5.72
EIDPARRY,nr_breakout,short,442,210,0.3238,0.8449,-0.3921,1.032,9.772,0.22,1.77
EIHOTEL,nr_breakout,long,442,339,0.2891,0.8814,-0.3929,0.912,19.768,-0.65,-8.3
EIHOTEL,nr_breakout,short,442,217,0.3733,0.8927,-0.3874,1.373,7.07,2.231,19.63
ELGIEQUIP,nr_breakout,long,442,308,0.263,0.9335,-0.3938,0.846,26.445,-1.193,-13.78
ELGIEQUIP,nr_breakout,short,442,242,0.3678,0.8221,-0.3836,1.247,5.4,1.549,14.48
EMAMILTD,nr_breakout,long,442,339,0.3127,0.865,-0.3871,1.016,7.23,0.115,1.48
EMAMILTD,nr_breakout,short,442,188,0.3191,0.8163,-0.3922,0.976,9.649,-0.172,-1.22
ENDURANCE,nr_breakout,long,442,321,0.2866,0.9171,-0.399,0.923,21.356,-0.566,-7.0
ENDURANCE,nr_breakout,short,442,215,0.3581,0.7927,-0.3898,1.135,8.456,0.886,7.24
ENGINERSIN,nr_breakout,long,442,305,0.3705,0.9336,-0.3962,1.387,6.685,2.334,29.43
ENGINERSIN,nr_breakout,short,442,231,0.368,0.9145,-0.3962,1.344,6.2,2.105,19.88
ERIS,nr_breakout,long,442,340,0.3,0.9052,-0.3862,1.004,18.647,0.031,0.4
ERIS,nr_breakout,short,442,236,0.2712,0.8482,-0.3822,0.826,14.112,-1.35,-11.46
ESCORTS,nr_breakout,long,442,346,0.3006,0.8744,-0.3936,0.955,13.913,-0.328,-4.31
ESCORTS,nr_breakout,short,442,215,0.3488,0.8547,-0.3875,1.182,9.4,1.18,9.85
EXIDEIND,nr_breakout,long,442,345,0.3188,0.8039,-0.3896,0.966,16.623,-0.245,-3.11
EXIDEIND,nr_breakout,short,442,214,0.3692,0.7785,-0.3741,1.218,4.689,1.368,10.99
FDC,nr_breakout,long,442,346,0.2861,0.9141,-0.39,0.94,20.167,-0.442,-5.82
FDC,nr_breakout,short,442,264,0.3258,0.8235,-0.3833,1.038,12.513,0.262,2.61
FINCABLES,nr_breakout,long,442,310,0.3032,0.9453,-0.3948,1.042,15.013,0.293,3.57
FINCABLES,nr_breakout,short,442,236,0.411,0.8007,-0.3868,1.445,3.8,2.592,23.9
FINPIPE,nr_breakout,long,442,324,0.3179,0.8696,-0.3907,1.037,12.543,0.259,3.23
FINPIPE,nr_breakout,short,442,202,0.3812,0.7929,-0.3949,1.237,5.169,1.489,11.69
FORTIS,nr_breakout,long,442,340,0.3147,0.8648,-0.3927,1.011,17.565,0.079,1.02
FORTIS,nr_breakout,short,442,203,0.3251,0.7946,-0.3845,0.996,11.708,-0.031,-0.24
FSL,nr_breakout,long,442,318,0.3396,0.9259,-0.3965,1.201,7.71,1.308,16.74
FSL,nr_breakout,short,442,222,0.3063,0.9409,-0.3979,1.044,14.742,0.309,2.71
GARFIBRES,nr_breakout,long,442,337,0.2433,0.9358,-0.3969,0.758,26.085,-1.983,-24.49
GARFIBRES,nr_breakout,short,442,211,0.2701,0.9259,-0.3943,0.869,13.747,-0.998,-7.95
GESHIP,nr_breakout,long,442,313,0.2939,0.8857,-0.3944,0.935,11.024,-0.478,-5.68
GESHIP,nr_breakout,short,442,242,0.3636,0.8827,-0.3813,1.323,4.384,1.969,18.96
GHCL,nr_breakout,long,442,338,0.2811,0.8862,-0.395,0.877,21.666,-0.931,-11.8
GHCL,nr_breakout,short,442,234,0.3718,0.8092,-0.3911,1.224,8.588,1.429,12.9
GICRE,nr_breakout,long,442,300,0.35,0.8878,-0.3923,1.219,4.6,1.398,16.73
GICRE,nr_breakout,short,442,240,0.3958,0.8604,-0.3867,1.458,5.609,2.661,25.66
GILLETTE,nr_breakout,long,442,336,0.2827,0.8632,-0.3861,0.881,16.66,-0.887,-11.06
GILLETTE,nr_breakout,short,442,239,0.3975,0.7803,-0.3898,1.321,5.77,1.97,18.0
GLENMARK,nr_breakout,long,442,354,0.3164,0.8506,-0.3891,1.012,13.88,0.082,1.11
GLENMARK,nr_breakout,short,442,236,0.3559,0.7685,-0.3883,1.094,9.239,0.63,5.53
GMDCLTD,nr_breakout,long,442,303,0.2607,0.9715,-0.397,0.863,24.372,-1.051,-12.17
GMDCLTD,nr_breakout,short,442,260,0.4231,0.9403,-0.3899,1.769,7.144,4.101,44.95
GNFC,nr_breakout,long,442,340,0.2735,0.8205,-0.3886,0.795,24.144,-1.624,-19.68
GNFC,nr_breakout,short,442,231,0.3636,0.7138,-0.3848,1.06,10.159,0.409,3.4
GODFRYPHLP,nr_breakout,long,442,301,0.3455,0.9514,-0.3955,1.27,7.8,1.706,21.04
GODFRYPHLP,nr_breakout,short,442,211,0.3697,0.8848,-0.4,1.297,6.277,1.856,15.82
GODREJAGRO,nr_breakout,long,442,338,0.287,0.9121,-0.3918,0.937,13.559,-0.461,-5.95
GODREJAGRO,nr_breakout,short,442,239,0.3138,0.8669,-0.3865,1.026,14.492,0.179,1.63
GODREJCP,nr_breakout,long,442,348,0.3362,0.7957,-0.3844,1.048,8.112,0.328,4.29
GODREJCP,nr_breakout,short,442,197,0.3604,0.7525,-0.379,1.119,5.524,0.787,5.68
GODREJIND,nr_breakout,long,442,327,0.3609,0.9121,-0.3923,1.313,7.2,1.928,25.64
GODREJIND,nr_breakout,short,442,251,0.3267,0.8622,-0.3953,1.058,10.779,0.402,3.9
GPPL,nr_breakout,long,442,310,0.2258,0.9148,-0.3921,0.68,34.249,-2.751,-30.08
GPPL,nr_breakout,short,442,246,0.3374,0.8542,-0.3903,1.114,7.8,0.765,7.28
GRANULES,nr_breakout,long,442,343,0.3236,0.9234,-0.395,1.119,11.262,0.797,10.86
GRANULES,nr_breakout,short,442,233,0.3348,0.8178,-0.3917,1.051,12.536,0.35,3.07
GRAPHITE,nr_breakout,long,442,313,0.2556,0.9531,-0.3997,0.819,27.291,-1.431,-16.89
GRAPHITE,nr_breakout,short,442,273,0.3443,0.8949,-0.3965,1.185,7.2,1.214,13.15
GRINDWELL,nr_breakout,long,442,333,0.3153,0.8358,-0.3937,0.978,16.436,-0.159,-2.0
GRINDWELL,nr_breakout,short,442,211,0.3033,0.8483,-0.3877,0.953,12.352,-0.342,-2.7
GSFC,nr_breakout,long,442,324,0.2315,0.8717,-0.3957,0.664,34.964,-2.94,-33.15
GSFC,nr_breakout,short,442,246,0.374,0.6931,-0.3932,1.053,8.03,0.364,3.22
GSPL,nr_breakout,long,442,329,0.2705,0.7984,-0.3886,0.762,24.442,-1.921,-22.2
GSPL,nr_breakout,short,442,216,0.3333,0.8361,-0.3762,1.111,6.917,0.736,6.03
GUJGASLTD,nr_breakout,long,442,334,0.3174,0.8289,-0.3935,0.979,20.169,-0.149,-1.86
GUJGASLTD,nr_breakout,short,442,218,0.3624,0.8174,-0.3817,1.217,9.107,1.378,11.52
GULFOILLUB,nr_breakout,long,442,332,0.2922,0.8748,-0.3911,0.923,16.301,-0.566,-7.05
GULFOILLUB,nr_breakout,short,442,216,0.3657,0.9169,-0.3942,1.341,6.0,2.086,18.43
HDFCAMC,nr_breakout,long,442,355,0.3577,0.7984,-0.3817,1.165,11.063,1.066,14.38
HDFCAMC,nr_breakout,short,442,213,0.385,0.7524,-0.3765,1.251,3.84,1.552,12.38
HEG,nr_breakout,long,442,317,0.2681,0.9802,-0.3925,0.915,15.433,-0.633,-7.75
HEG,nr_breakout,short,442,270,0.3519,0.872,-0.3945,1.2,5.064,1.294,13.81
HEIDELBERG,nr_breakout,long,442,319,0.2633,0.7308,-0.3923,0.666,33.975,-2.89,-30.8
HEIDELBERG,nr_breakout,short,442,291,0.3918,0.6593,-0.3768,1.127,8.52,0.829,8.46
HERITGFOOD,nr_breakout,long,442,322,0.2888,0.9052,-0.3907,0.941,9.782,-0.43,-5.27
