cohort_size,min_bars,rsi_max,nifty_filter,tp_pct,sl_pct,rr,hold_bars,n_trades,win_rate,profit_factor,max_dd_pct,sharpe,avg_win,avg_loss,total_return_pct,trades_per_stock_year,passes_75wr_rr11
29,4,60,b3_change_neg_strong,1.0,1.0,1.0,60,76,0.5,0.91,6.543,-0.927,0.7383,-0.8112,-2.77,1.5,0
30,4,60,both,0.7,0.4,1.75,60,193,0.4767,1.523,2.4,4.139,0.6406,-0.3831,20.24,3.7,0
30,4,60,both,1.0,0.5,2.0,60,193,0.487,1.603,4.201,4.672,0.7754,-0.4594,27.41,3.7,0
30,4,60,both,1.0,0.7,1.43,60,193,0.5648,1.653,4.601,5.154,0.7828,-0.6147,33.7,3.7,0
30,4,60,both,1.5,0.7,2.14,60,193,0.5337,1.776,4.641,5.163,0.9305,-0.5996,41.87,3.7,0
30,4,60,both,1.5,1.0,1.5,60,193,0.5803,1.6,5.701,4.054,0.9137,-0.7894,38.39,3.7,0
30,4,60,both,2.0,1.0,2.0,60,193,0.5596,1.603,7.627,3.797,0.9961,-0.7897,40.45,3.7,0
30,4,60,both,1.0,0.9,1.11,60,193,0.5959,1.54,6.33,4.117,0.7796,-0.7463,31.45,3.7,0
30,4,60,both,0.5,0.5,1.0,60,193,0.5907,1.498,2.82,4.481,0.479,-0.4613,18.16,3.7,0
30,4,60,both,1.0,1.0,1.0,60,193,0.6114,1.481,6.625,3.779,0.7655,-0.8134,29.32,3.7,0
30,4,60,first_bearish,0.7,0.4,1.75,60,415,0.4892,1.544,3.2,4.568,0.6321,-0.392,45.23,7.9,0
30,4,60,first_bearish,1.0,0.5,2.0,60,415,0.5084,1.681,3.506,5.162,0.7624,-0.469,65.2,7.9,0
30,4,60,first_bearish,1.0,0.7,1.43,60,415,0.5807,1.698,4.711,5.131,0.7603,-0.6203,75.3,7.9,0
30,4,60,first_bearish,1.5,0.7,2.14,60,415,0.5494,1.811,6.044,5.288,0.9071,-0.6106,92.63,7.9,0
30,4,60,first_bearish,1.5,1.0,1.5,60,415,0.5904,1.618,7.868,4.225,0.8924,-0.7947,83.53,7.9,0
30,4,60,first_bearish,2.0,1.0,2.0,60,415,0.5711,1.558,10.966,3.635,0.9354,-0.7993,79.41,7.9,0
30,4,60,first_bearish,1.0,0.9,1.11,60,415,0.6048,1.557,5.322,4.157,0.7583,-0.7452,68.12,7.9,0
30,4,60,first_bearish,0.5,0.5,1.0,60,415,0.6193,1.63,2.5,5.49,0.4769,-0.4758,47.38,7.9,0
30,4,60,first_bearish,1.0,1.0,1.0,60,415,0.6193,1.503,6.522,3.862,0.7468,-0.8085,64.2,7.9,0
30,4,60,below_vwap_b3,0.7,0.4,1.75,60,352,0.4545,1.403,3.727,3.331,0.6505,-0.3865,29.87,6.7,0
30,4,60,below_vwap_b3,1.0,0.5,2.0,60,352,0.4659,1.56,5.879,4.373,0.8226,-0.46,48.42,6.7,0
30,4,60,below_vwap_b3,1.0,0.7,1.43,60,352,0.5199,1.434,5.146,3.711,0.8166,-0.6166,45.23,6.7,0
30,4,60,below_vwap_b3,1.5,0.7,2.14,60,352,0.4744,1.49,6.15,3.427,0.9941,-0.6022,54.61,6.7,0
30,4,60,below_vwap_b3,1.5,1.0,1.5,60,352,0.5227,1.414,9.528,2.993,0.9753,-0.7552,52.58,6.7,0
30,4,60,below_vwap_b3,2.0,1.0,2.0,60,352,0.5028,1.407,10.052,2.813,1.0522,-0.7566,53.83,6.7,0
30,4,60,below_vwap_b3,1.0,0.9,1.11,60,352,0.5483,1.342,6.525,2.908,0.8146,-0.7368,40.06,6.7,0
30,4,60,below_vwap_b3,0.5,0.5,1.0,60,352,0.5795,1.443,3.5,3.937,0.4855,-0.4638,30.4,6.7,0
30,4,60,below_vwap_b3,1.0,1.0,1.0,60,352,0.5682,1.357,6.125,3.103,0.8009,-0.7768,42.11,6.7,0
30,4,65,none,0.7,0.4,1.75,60,898,0.4666,1.441,7.006,3.773,0.6421,-0.3899,82.28,17.0,0
30,4,65,none,1.0,0.5,2.0,60,898,0.4699,1.531,7.363,4.243,0.8043,-0.4657,117.74,17.0,0
30,4,65,none,1.0,0.7,1.43,60,898,0.529,1.449,7.523,3.766,0.7995,-0.6194,117.76,17.0,0
30,4,65,none,1.5,0.7,2.14,60,898,0.4889,1.488,9.912,3.547,0.9549,-0.6136,137.54,17.0,0
30,4,65,none,1.5,1.0,1.5,60,898,0.5356,1.39,15.765,3.035,0.9441,-0.7832,127.53,17.0,0
30,4,65,none,2.0,1.0,2.0,60,898,0.52,1.365,15.806,2.741,0.9888,-0.785,123.47,17.0,0
30,4,65,none,1.0,0.9,1.11,60,898,0.5624,1.373,10.319,3.202,0.7968,-0.7459,109.28,17.0,0
30,4,65,none,0.5,0.5,1.0,60,898,0.5813,1.409,4.5,3.868,0.4821,-0.475,73.05,17.0,0
30,4,65,none,1.0,1.0,1.0,60,898,0.5757,1.355,12.079,3.147,0.7898,-0.791,106.94,17.0,0
30,4,65,b3_change_neg,0.7,0.4,1.75,60,287,0.5052,1.643,3.6,5.248,0.6288,-0.3907,35.7,5.4,0
30,4,65,b3_change_neg,1.0,0.5,2.0,60,287,0.4983,1.662,4.428,5.111,0.7756,-0.4634,44.18,5.4,0
30,4,65,b3_change_neg,1.0,0.7,1.43,60,287,0.5645,1.641,4.583,4.824,0.7768,-0.6137,49.14,5.4,0
30,4,65,b3_change_neg,1.5,0.7,2.14,60,287,0.5366,1.754,4.692,5.205,0.9222,-0.6087,61.06,5.4,0
30,4,65,b3_change_neg,1.5,1.0,1.5,60,287,0.5784,1.633,7.358,4.451,0.9259,-0.7781,59.55,5.4,0
30,4,65,b3_change_neg,2.0,1.0,2.0,60,287,0.561,1.672,7.092,4.262,1.0127,-0.7739,65.54,5.4,0
30,4,65,b3_change_neg,1.0,0.9,1.11,60,287,0.5958,1.579,6.129,4.279,0.781,-0.7289,49.0,5.4,0
30,4,65,b3_change_neg,0.5,0.5,1.0,60,287,0.6167,1.639,4.433,5.691,0.4801,-0.4714,33.12,5.4,0
30,4,65,b3_change_neg,1.0,1.0,1.0,60,287,0.6098,1.541,4.779,4.093,0.7763,-0.7874,47.67,5.4,0
29,4,65,b3_change_neg_strong,0.7,0.4,1.75,60,83,0.4458,1.327,2.614,3.739,0.6257,-0.3793,5.7,1.6,0
29,4,65,b3_change_neg_strong,1.0,0.5,2.0,60,83,0.4458,1.376,3.5,3.366,0.7867,-0.46,7.95,1.6,0
29,4,65,b3_change_neg_strong,1.0,0.7,1.43,60,83,0.4819,1.143,5.394,1.356,0.7791,-0.634,3.9,1.6,0
29,4,65,b3_change_neg_strong,1.5,0.7,2.14,60,83,0.4458,1.223,4.9,2.275,0.9619,-0.6327,6.49,1.6,0
29,4,65,b3_change_neg_strong,1.5,1.0,1.5,60,83,0.4578,0.984,7.114,-0.163,0.9422,-0.8082,-0.57,1.6,0
29,4,65,b3_change_neg_strong,2.0,1.0,2.0,60,83,0.4337,0.961,7.379,-0.418,0.9822,-0.7831,-1.44,1.6,0
29,4,65,b3_change_neg_strong,1.0,0.9,1.11,60,83,0.4819,0.959,7.481,-0.41,0.7791,-0.756,-1.35,1.6,0
29,4,65,b3_change_neg_strong,0.5,0.5,1.0,60,83,0.5422,1.264,2.161,3.173,0.4819,-0.4516,4.52,1.6,0
29,4,65,b3_change_neg_strong,1.0,1.0,1.0,60,83,0.494,0.904,8.085,-0.972,0.7653,-0.8264,-3.33,1.6,0
30,4,65,both,0.7,0.4,1.75,60,206,0.4563,1.402,3.2,3.304,0.6396,-0.3828,17.25,3.9,0
30,4,65,both,1.0,0.5,2.0,60,206,0.4757,1.532,4.804,4.286,0.7793,-0.4615,26.53,3.9,0
30,4,65,both,1.0,0.7,1.43,60,206,0.5437,1.507,4.7,4.379,0.7869,-0.6223,29.64,3.9,0
30,4,65,both,1.5,0.7,2.14,60,206,0.5097,1.616,4.601,4.636,0.9469,-0.6092,37.9,3.9,0
30,4,65,both,1.5,1.0,1.5,60,206,0.5728,1.571,5.784,4.223,0.9309,-0.7944,39.93,3.9,0
30,4,65,both,2.0,1.0,2.0,60,206,0.5534,1.59,7.784,3.964,1.0197,-0.7945,43.15,3.9,0
30,4,65,both,1.0,0.9,1.11,60,206,0.5922,1.514,5.528,4.131,0.7818,-0.75,32.38,3.9,0
30,4,65,both,0.5,0.5,1.0,60,206,0.5874,1.478,2.0,4.44,0.4802,-0.4624,18.8,3.9,0
30,4,65,both,1.0,1.0,1.0,60,206,0.6117,1.486,5.701,4.015,0.7702,-0.8162,31.75,3.9,0
30,4,65,first_bearish,0.7,0.4,1.75,60,445,0.4764,1.475,3.3,4.339,0.6351,-0.3917,43.37,8.4,0
30,4,65,first_bearish,1.0,0.5,2.0,60,445,0.4989,1.633,4.006,5.046,0.7712,-0.47,66.38,8.4,0
30,4,65,first_bearish,1.0,0.7,1.43,60,445,0.564,1.599,5.205,4.832,0.7723,-0.6248,72.64,8.4,0
30,4,65,first_bearish,1.5,0.7,2.14,60,445,0.5326,1.703,5.798,5.036,0.9254,-0.6192,90.53,8.4,0
30,4,65,first_bearish,1.5,1.0,1.5,60,445,0.5865,1.631,8.222,4.629,0.9129,-0.7939,92.18,8.4,0
30,4,65,first_bearish,2.0,1.0,2.0,60,445,0.5663,1.583,11.995,4.079,0.9642,-0.795,89.53,8.4,0
30,4,65,first_bearish,1.0,0.9,1.11,60,445,0.6022,1.558,6.229,4.403,0.769,-0.7475,73.78,8.4,0
30,4,65,first_bearish,0.5,0.5,1.0,60,445,0.6067,1.55,2.5,5.313,0.478,-0.4757,45.82,8.4,0
30,4,65,first_bearish,1.0,1.0,1.0,60,445,0.618,1.524,7.629,4.26,0.7589,-0.8054,71.78,8.4,0
30,4,65,below_vwap_b3,0.7,0.4,1.75,60,376,0.4601,1.433,4.1,3.387,0.6491,-0.3861,33.91,7.1,0
30,4,65,below_vwap_b3,1.0,0.5,2.0,60,376,0.4654,1.554,7.879,4.27,0.82,-0.4595,51.13,7.1,0
30,4,65,below_vwap_b3,1.0,0.7,1.43,60,376,0.516,1.408,5.146,3.51,0.8162,-0.618,45.87,7.1,0
30,4,65,below_vwap_b3,1.5,0.7,2.14,60,376,0.4707,1.48,6.265,3.388,1.0065,-0.605,57.76,7.1,0
30,4,65,below_vwap_b3,1.5,1.0,1.5,60,376,0.5266,1.453,10.354,3.255,0.9874,-0.756,60.94,7.1,0
30,4,65,below_vwap_b3,2.0,1.0,2.0,60,376,0.508,1.455,10.878,3.093,1.0673,-0.7573,63.75,7.1,0
30,4,65,below_vwap_b3,1.0,0.9,1.11,60,376,0.5532,1.361,7.675,3.05,0.8127,-0.7395,44.8,7.1,0
30,4,65,below_vwap_b3,0.5,0.5,1.0,60,376,0.5824,1.463,3.5,4.097,0.4843,-0.4619,33.55,7.1,0
30,4,65,below_vwap_b3,1.0,1.0,1.0,60,376,0.5745,1.394,6.833,3.376,0.801,-0.7756,48.92,7.1,0
