variant,symbol,entry_date,exit_date,entry_price,exit_price,qty,days_held,exit_reason,gross_pnl,net_pnl
cost_50bps,IOLCP,2019-01-10,2019-01-28,36.64,33.71,2729,18,INITIAL_STOP,-7999.24,-8479.20
cost_50bps,CANTABIL,2019-02-08,2019-02-20,32.23,40.29,3076,12,TARGET,24784.87,24227.21
cost_50bps,GMMPFAUDLR,2019-03-14,2019-03-22,432.93,403.56,234,8,INITIAL_STOP,-6872.24,-7361.58
cost_50bps,PVRINOX,2019-03-19,2019-03-22,1671.25,1580.23,60,3,INITIAL_STOP,-5460.95,-5948.67
cost_50bps,NEWGEN,2019-04-09,2019-04-23,166.46,153.31,602,14,INITIAL_STOP,-7917.38,-8398.63
cost_50bps,PRIVISCL,2019-05-08,2019-05-13,374.15,351.14,265,5,INITIAL_STOP,-6096.76,-6577.26
cost_50bps,GMMPFAUDLR,2019-05-29,2019-05-31,453.81,423.19,217,2,INITIAL_STOP,-6645.59,-7121.36
cost_50bps,IOLCP,2019-05-29,2019-05-31,42.61,39.20,2317,2,INITIAL_STOP,-7898.19,-8372.08
cost_50bps,POWERMECH,2019-05-28,2019-06-04,538.28,500.89,183,7,INITIAL_STOP,-6842.90,-7318.32
cost_50bps,KPIL,2019-05-27,2019-06-07,525.75,489.08,187,11,INITIAL_STOP,-6857.67,-7332.10
cost_50bps,PVRINOX,2019-05-02,2019-06-17,1737.05,1650.45,57,46,INITIAL_STOP,-4936.35,-5419.07
cost_50bps,GMMPFAUDLR,2019-06-11,2019-06-17,478.25,439.99,200,6,INITIAL_STOP,-7652.00,-8111.12
cost_50bps,ZOTA,2019-06-11,2019-06-17,209.84,201.24,456,6,INITIAL_STOP,-3922.55,-4391.18
cost_50bps,TDPOWERSYS,2019-07-03,2019-07-08,31.41,28.93,2990,5,INITIAL_STOP,-7427.30,-7878.31
cost_50bps,PRIVISCL,2019-05-20,2019-07-19,409.08,394.35,241,60,MAX_HOLD,-3549.93,-4034.00
cost_50bps,PDSL,2019-07-17,2019-07-25,70.43,64.85,1322,8,INITIAL_STOP,-7379.49,-7826.59
cost_50bps,ARMANFIN,2019-09-17,2019-09-18,504.70,464.32,182,1,INITIAL_STOP,-7348.43,-7789.34
cost_50bps,VADILALIND,2019-09-13,2019-10-01,764.76,703.58,120,18,INITIAL_STOP,-7341.70,-7782.20
cost_50bps,PSPPROJECT,2019-09-27,2019-10-07,556.22,518.68,163,10,INITIAL_STOP,-6119.06,-6557.08
cost_50bps,CAMLINFINE,2019-10-24,2019-10-25,70.50,64.86,1273,1,INITIAL_STOP,-7179.72,-7610.50
cost_50bps,ARMANFIN,2019-09-24,2019-11-25,545.00,501.40,167,62,INITIAL_STOP,-7281.20,-7718.07
cost_50bps,CAMLINFINE,2019-12-12,2019-12-24,73.85,67.94,1194,12,INITIAL_STOP,-7054.15,-7477.40
cost_50bps,ORISSAMINE,2019-11-05,2020-01-06,1242.00,1275.45,71,62,MAX_HOLD,2374.95,1928.10
cost_50bps,CAMLINFINE,2020-01-01,2020-01-07,86.00,79.12,1017,6,INITIAL_STOP,-6996.96,-7416.78
cost_50bps,ARMANFIN,2019-12-16,2020-01-09,619.90,774.88,142,24,TARGET,22006.45,21511.30
cost_50bps,SIRCA,2019-11-15,2020-01-14,114.50,115.67,777,60,MAX_HOLD,909.09,461.98
cost_50bps,GMMPFAUDLR,2019-11-15,2020-01-14,546.93,659.46,162,60,MAX_HOLD,18229.86,17741.27
cost_50bps,GMMPFAUDLR,2020-01-20,2020-01-23,744.01,699.17,122,3,INITIAL_STOP,-5470.87,-5911.03
cost_50bps,KITEX,2020-01-09,2020-01-30,41.57,38.24,2091,21,INITIAL_STOP,-6953.83,-7371.06
cost_50bps,POLYMED,2020-01-30,2020-01-31,293.90,270.39,307,1,INITIAL_STOP,-7218.18,-7651.28
cost_50bps,ORISSAMINE,2020-01-27,2020-02-05,1675.70,2094.62,53,9,TARGET,22203.02,21703.46
cost_50bps,ORISSAMINE,2020-02-06,2020-02-07,2332.00,2145.44,39,1,INITIAL_STOP,-7275.84,-7712.39
